Profile,Frequency_Hz,PSD_dB_per_Hz,AnalysisWindow,RBW_Hz,Status
CP-OFDM,1215000,-72.4844066342055,rectangular,7500,PASS
CP-OFDM,1222500,-74.3153244466044,rectangular,7500,PASS
CP-OFDM,1230000,-70.9101910965594,rectangular,7500,PASS
CP-OFDM,1237500,-67.2460356807037,rectangular,7500,PASS
CP-OFDM,1245000,-69.5822288726622,rectangular,7500,PASS
CP-OFDM,1252500,-82.202231854842,rectangular,7500,PASS
CP-OFDM,1260000,-67.7130625168996,rectangular,7500,PASS
CP-OFDM,1267500,-70.7589501891285,rectangular,7500,PASS
CP-OFDM,1275000,-69.2684366669491,rectangular,7500,PASS
CP-OFDM,1282500,-63.4890468582896,rectangular,7500,PASS
CP-OFDM,1290000,-66.9254074413768,rectangular,7500,PASS
CP-OFDM,1297500,-63.1370222367892,rectangular,7500,PASS
CP-OFDM,1305000,-68.8535241194096,rectangular,7500,PASS
CP-OFDM,1312500,-67.8683651159328,rectangular,7500,PASS
CP-OFDM,1320000,-64.9518577192138,rectangular,7500,PASS
CP-OFDM,1327500,-70.9287566985333,rectangular,7500,PASS
CP-OFDM,1335000,-72.5502834752905,rectangular,7500,PASS
CP-OFDM,1342500,-66.7920103506395,rectangular,7500,PASS
CP-OFDM,1350000,-61.785008926863,rectangular,7500,PASS
CP-OFDM,1357500,-66.9950304982223,rectangular,7500,PASS
CP-OFDM,1365000,-70.9615905730764,rectangular,7500,PASS
CP-OFDM,1372500,-96.218234766458,rectangular,7500,PASS
CP-OFDM,1380000,-66.7291301307565,rectangular,7500,PASS
CP-OFDM,1387500,-68.1467191023895,rectangular,7500,PASS
CP-OFDM,1395000,-69.6474667566921,rectangular,7500,PASS
CP-OFDM,1402500,-66.7946238950719,rectangular,7500,PASS
CP-OFDM,1410000,-71.1156350850066,rectangular,7500,PASS
CP-OFDM,1417500,-74.4135791410222,rectangular,7500,PASS
CP-OFDM,1425000,-80.2994744297306,rectangular,7500,PASS
CP-OFDM,1432500,-72.6843148497775,rectangular,7500,PASS
CP-OFDM,1440000,-66.1746390289983,rectangular,7500,PASS
CP-OFDM,1447500,-64.64635663121,rectangular,7500,PASS
CP-OFDM,1455000,-65.1740037379634,rectangular,7500,PASS
CP-OFDM,1462500,-64.1687402194538,rectangular,7500,PASS
CP-OFDM,1470000,-64.502773452133,rectangular,7500,PASS
CP-OFDM,1477500,-75.2438668724449,rectangular,7500,PASS
CP-OFDM,1485000,-65.1933574614077,rectangular,7500,PASS
CP-OFDM,1492500,-62.1170003709919,rectangular,7500,PASS
CP-OFDM,1500000,-65.1447399342007,rectangular,7500,PASS
CP-OFDM,1507500,-73.2773012693682,rectangular,7500,PASS
CP-OFDM,1515000,-65.1768719773684,rectangular,7500,PASS
CP-OFDM,1522500,-61.4933566749317,rectangular,7500,PASS
CP-OFDM,1530000,-63.654598514156,rectangular,7500,PASS
CP-OFDM,1537500,-65.172216837778,rectangular,7500,PASS
CP-OFDM,1545000,-63.3054353568931,rectangular,7500,PASS
CP-OFDM,1552500,-62.8628048888929,rectangular,7500,PASS
CP-OFDM,1560000,-61.1896160649642,rectangular,7500,PASS
CP-OFDM,1567500,-61.6608694734591,rectangular,7500,PASS
CP-OFDM,1575000,-64.5201403671436,rectangular,7500,PASS
CP-OFDM,1582500,-70.4591859720678,rectangular,7500,PASS
CP-OFDM,1590000,-71.2310698048425,rectangular,7500,PASS
CP-OFDM,1597500,-70.853489428924,rectangular,7500,PASS
CP-OFDM,1605000,-79.1648583190454,rectangular,7500,PASS
CP-OFDM,1612500,-70.7791048733769,rectangular,7500,PASS
CP-OFDM,1620000,-68.3328960790116,rectangular,7500,PASS
CP-OFDM,1627500,-68.2939799208274,rectangular,7500,PASS
CP-OFDM,1635000,-73.6231821696013,rectangular,7500,PASS
CP-OFDM,1642500,-63.6573704994943,rectangular,7500,PASS
CP-OFDM,1650000,-63.4636225259758,rectangular,7500,PASS
CP-OFDM,1657500,-67.8524874879192,rectangular,7500,PASS
CP-OFDM,1665000,-72.7368821980169,rectangular,7500,PASS
CP-OFDM,1672500,-73.2913376734087,rectangular,7500,PASS
CP-OFDM,1680000,-66.384771534231,rectangular,7500,PASS
CP-OFDM,1687500,-68.9794599869453,rectangular,7500,PASS
CP-OFDM,1695000,-72.0137989820281,rectangular,7500,PASS
CP-OFDM,1702500,-62.7570271120888,rectangular,7500,PASS
CP-OFDM,1710000,-66.1003411215034,rectangular,7500,PASS
CP-OFDM,1717500,-70.9281367404315,rectangular,7500,PASS
CP-OFDM,1725000,-62.123740807569,rectangular,7500,PASS
CP-OFDM,1732500,-64.7716995657914,rectangular,7500,PASS
CP-OFDM,1740000,-76.486289897017,rectangular,7500,PASS
CP-OFDM,1747500,-73.5156293730422,rectangular,7500,PASS
CP-OFDM,1755000,-62.6552012726167,rectangular,7500,PASS
CP-OFDM,1762500,-61.5423550459387,rectangular,7500,PASS
CP-OFDM,1770000,-65.4580700193286,rectangular,7500,PASS
CP-OFDM,1777500,-68.2922984868475,rectangular,7500,PASS
CP-OFDM,1785000,-68.8527932127655,rectangular,7500,PASS
CP-OFDM,1792500,-60.8039695763928,rectangular,7500,PASS
CP-OFDM,1800000,-64.7882493639066,rectangular,7500,PASS
CP-OFDM,1807500,-67.5985416865819,rectangular,7500,PASS
CP-OFDM,1815000,-61.8966764179564,rectangular,7500,PASS
CP-OFDM,1822500,-63.3012597669836,rectangular,7500,PASS
CP-OFDM,1830000,-66.1559291337464,rectangular,7500,PASS
CP-OFDM,1837500,-69.5367820452616,rectangular,7500,PASS
CP-OFDM,1845000,-82.5950929128364,rectangular,7500,PASS
CP-OFDM,1852500,-63.1334534368648,rectangular,7500,PASS
CP-OFDM,1860000,-60.6449437208034,rectangular,7500,PASS
CP-OFDM,1867500,-69.3452359942523,rectangular,7500,PASS
CP-OFDM,1875000,-67.1916998326294,rectangular,7500,PASS
CP-OFDM,1882500,-77.992472819877,rectangular,7500,PASS
CP-OFDM,1890000,-59.4706694352551,rectangular,7500,PASS
CP-OFDM,1897500,-57.326990458447,rectangular,7500,PASS
CP-OFDM,1905000,-61.6058622984333,rectangular,7500,PASS
CP-OFDM,1912500,-67.7509654901887,rectangular,7500,PASS
