SNR_dB,CampaignKind,SweepKind,FixedReferenceMode,DL_BER,DL_BER_CI_Low,DL_BER_CI_High,DL_BLER,DL_BLER_CI_Low,DL_BLER_CI_High,DL_TrialCount,DL_FailureCount,DL_Incomplete,DL_Throughput_Mbps,DL_Throughput_CI_Low,DL_Throughput_CI_High,DL_OfferedThroughput_Mbps,DL_Goodput_Mbps,DL_CodeBlockBLER,DL_CBG_BLER,DL_DecoderComplexityUnits,DL_NormalizedDecoderComplexity,UL_BER,UL_BER_CI_Low,UL_BER_CI_High,UL_BLER,UL_BLER_CI_Low,UL_BLER_CI_High,UL_TrialCount,UL_FailureCount,UL_Incomplete,UL_Throughput_Mbps,UL_Throughput_CI_Low,UL_Throughput_CI_High,UL_OfferedThroughput_Mbps,UL_Goodput_Mbps,UL_CodeBlockBLER,UL_CBG_BLER,UL_DecodeLatency_ms,UL_DecoderComplexityUnits,UL_NormalizedDecoderComplexity,SRS_NMSE_dB,SRS_NMSE_CI_Low,SRS_NMSE_CI_High,SRS_TrialCount
20,"raw_trial_summary","operating_point_summary",0,0,0,3.4715704796186e-06,0,2.77555756156289e-17,0.390334287902165,6,0,0,737.696,737.696,737.696,737.696,737.696,0,0,187264,1.0153992972715,0,0,9.56491294538794e-06,0,0,0.657619772493347,2,0,0,803.232,803.232,803.232,803.232,803.232,0,0,215.72645,304128,1.5145213338114,-48.3229948823695,-49.3253004642656,-47.3206893004735,4
