ScenarioId,ConfigSHA256,SNRIndex,SNRdB,NumTB,NumBlockErrors,BLER,BLERDisplay,BLERLowerCI,BLERUpperCI,ConfidenceLevel,NumBits,NumBitErrors,BER,SuccessfulInformationBits,SimulatedDurationSeconds,ThroughputBps,MeanMeasuredSNRdB,MeasuredSNRStdDevdB,StoppingReason,RuntimeSeconds,ExecutionBackend,ApproximationMode
pusch_awgn_qpsk_reference_smoke,14a5396d671889c25c3d61219600e3ecb5c05bc44f2d55dca6315c88844f9ea6,1,-10,3,3,1,1,0.438502968244955,1,0.95,6840,2817,0.411842105263158,0,0.0015,0,-9.971140965654,0.0313707842080431,minimum_trials_and_errors_reached,8.208301,waveform_truth,none
pusch_awgn_qpsk_reference_smoke,14a5396d671889c25c3d61219600e3ecb5c05bc44f2d55dca6315c88844f9ea6,2,0,6,0,0,< 0.390334 (95%% Wilson upper bound),2.77555756156289e-17,0.390334287902165,0.95,13680,0,0,13680,0.003,4560000,-0.0196078875689273,0.0511069816408473,maximum_trials_reached,2.3220583,waveform_truth,none
pusch_awgn_qpsk_reference_smoke,14a5396d671889c25c3d61219600e3ecb5c05bc44f2d55dca6315c88844f9ea6,3,20,6,0,0,< 0.390334 (95%% Wilson upper bound),2.77555756156289e-17,0.390334287902165,0.95,13680,0,0,13680,0.003,4560000,20.0073842638827,0.0612077779119483,maximum_trials_reached,1.1155495,waveform_truth,none
