Direction,AbsoluteSlot,TBID,StartSample,StopSampleExclusive,TBSBits,CodedBits,Qm,Layers,TargetCodeRate,CRCPass,TBExact,BitErrors,BER,CodedBER,EVMRMS,ReferenceErrorSINRdB,ConfiguredReferenceSNRdB,ExpectedDataREPowerPerPort,MeasuredTXDataREPower,InjectedSampleNoiseVariance,ExpectedGridNoiseVariance,MeasuredDMRSNoiseVariance,Source,StandardNR
"DL",0,"DL_0",0,61632,606504,760320,10,2,0.8,1,1,0,0,0.0292613636363636,0.0379544114208882,28.4147547804001,30,0.5,0.500338027143403,1.220703125e-07,0.0005,0.000510799837593441,"actual_coded_research_waveform",0
"DL",1,"DL_1",61632,123008,606504,760320,10,2,0.8,1,1,0,0,0.0294402356902357,0.0380028432936605,28.4036781831625,30,0.5,0.499300032337081,1.220703125e-07,0.0005,0.000520590189031237,"actual_coded_research_waveform",0
"DL",2,"DL_2",123008,184384,606504,760320,10,2,0.8,1,1,0,0,0.0293258101851852,0.0379647538615634,28.4123882291212,30,0.5,0.499559299618892,1.220703125e-07,0.0005,0.000502521389392408,"actual_coded_research_waveform",0
"UL",4,"UL_4",245760,307392,606504,760320,10,2,0.8,1,1,0,0,0.0285892781986532,0.0376103187280042,28.4938597228166,30,0.5,0.501583374063236,1.220703125e-07,0.0005,0.000506683279935061,"actual_coded_research_waveform",0
"UL",5,"UL_5",307392,368768,606504,760320,10,2,0.8,1,1,0,0,0.029202178030303,0.0378185999992597,28.4458910454357,30,0.5,0.499697302941462,1.220703125e-07,0.0005,0.000509577636057973,"actual_coded_research_waveform",0
"UL",6,"UL_6",368768,430144,606504,760320,10,2,0.8,1,1,0,0,0.0287905092592593,0.0377275482895074,28.4668283269019,30,0.5,0.499963898515976,1.220703125e-07,0.0005,0.000530730983577936,"actual_coded_research_waveform",0
"UL",7,"UL_7",430144,491520,606504,760320,10,2,0.8,1,1,0,0,0.0289101957070707,0.0378189660394212,28.4458069765103,30,0.5,0.498470932442732,1.220703125e-07,0.0005,0.000526059309818091,"actual_coded_research_waveform",0
"DL",8,"DL_8",491520,553152,606504,760320,10,2,0.8,1,1,0,0,0.028789194023569,0.0376565565953957,28.4831879083681,30,0.5,0.49979280216636,1.220703125e-07,0.0005,0.000499659471900068,"actual_coded_research_waveform",0
"DL",9,"DL_9",553152,614528,606504,760320,10,2,0.8,1,1,0,0,0.0286879208754209,0.0376515537065404,28.484341955133,30,0.5,0.50091295099087,1.220703125e-07,0.0005,0.000531351712305915,"actual_coded_research_waveform",0
"DL",10,"DL_10",614528,675904,606504,760320,10,2,0.8,1,1,0,0,0.0291956018518519,0.0377869246799002,28.4531690412031,30,0.5,0.501606438900268,1.220703125e-07,0.0005,0.000503555804884926,"actual_coded_research_waveform",0
