BitIndex,TransmissionID,PHYGrantContextId,UEIndex,RNTI,HARQProcess,NDI,SourceSlot,TargetSlot,ControlAbsoluteSlot,ControlStartSymbol,CounterDAIRaw,ScheduledPayloadHash,ConfigurationEpoch,FeedbackOutcome,FeedbackOutcomeReason,ObservedAck,ReceiverUsable,ReceiverVectorLengthMatches,MappingDigest,UCITransport,AssociationRole,HarqID,ServingCell,TBSBits,RV,Direction,FeedbackForDirection,DueSlot,IsRetransmission,StaleFeedbackIgnored,FeedbackDispositionPrevalidated,HARQFeedbackApplied,StateChangeApplied,ObservationID,Slot,AvailableAtSample,ObservationStartSample,ObservationEndSampleExclusive,ObservationSampleRateHz,Source
1,c792e035187fd3126d1be259ae01501973a0a28956ab94278d70323712519dfa,DL|cell=1|ue=1|rnti=1|frame=1|slot=6,1,1,0,1,6,9,5,0,0,10ff587f6971701cd8338b70d9c3809f8ba58590ab023d2592534bc8eafaad10,1,DTX,receiver_reported_dtx,0,0,0,8d76ceed6e09ec75e03773c76689ad9b279167fb725ed0c127a3136f3f12deff,PUCCH,gNB_bit_identity_association_not_PHY_execution_proof,0,1,2088,0,DL,DL,9,0,0,1,1,1,pucch_observation_3,9,69112,61263,69112,7680000,independent_gNB_mapping_and_completed_UCI_observation
2,e56b859e4e65dcd0acd46f85453724cee882604ee9dc5de9e2c7fab3f52a73b9,DL|cell=1|ue=1|rnti=1|frame=1|slot=7,1,1,1,1,7,9,6,0,1,4d286106bcfc2587be04ee2a8aadb312189da015e7f2d99fced9b0af8b242cdf,1,DTX,receiver_reported_dtx,0,0,0,8d76ceed6e09ec75e03773c76689ad9b279167fb725ed0c127a3136f3f12deff,PUCCH,gNB_bit_identity_association_not_PHY_execution_proof,1,1,2088,0,DL,DL,9,0,0,1,1,1,pucch_observation_3,9,69112,61263,69112,7680000,independent_gNB_mapping_and_completed_UCI_observation
