Direction,Modulation,SNR_dB,SampleIndex,ReferenceSymbolReal,ReferenceSymbolImag,TxReal,TxImag,RawEqualizedReal,RawEqualizedImag,EqualizedReal,EqualizedImag,HardDecisionReal,HardDecisionImag,DecisionReal,DecisionImag,DetectorOutputReal,DetectorOutputImag,Frame,Slot,UEIndex,RNTI,BeamSelectionStrategy,ConfiguredTxAntennas,ConfiguredRxAntennas
"UL","16QAM",12,1,-0.670820393249937,-0.223606797749979,-0.670820393249937,-0.223606797749979,-0.56882275199803,-0.217825467378358,-0.755095958156792,-0.326417699329713,-0.948683298050514,-0.316227766016838,-0.948683298050514,-0.316227766016838,-0.804436850462002,-0.308051730196731,9,9,3,3,"runtime_best_beam_per_link",64,4
"UL","16QAM",12,21,0.223606797749979,-0.670820393249937,0.223606797749979,-0.670820393249937,0.141687983359104,-0.402181838020337,0.214161984240869,-0.534588934824248,0.316227766016838,-0.316227766016838,0.316227766016838,-0.316227766016838,0.200377067691738,-0.5687710098685,9,9,3,3,"runtime_best_beam_per_link",64,4
"UL","16QAM",12,40,0.670820393249937,0.223606797749979,0.670820393249937,0.223606797749979,0.559175579773196,0.286243879858138,0.738170000198999,0.418186819822772,0.948683298050514,0.316227766016838,0.948683298050514,0.316227766016838,0.790793688663092,0.404809977041674,9,9,3,3,"runtime_best_beam_per_link",64,4
"UL","16QAM",12,60,-0.223606797749979,0.223606797749979,-0.223606797749979,0.223606797749979,-0.144610300678197,0.0935946736539383,-0.200476421132286,0.118030560539271,-0.316227766016838,0.316227766016838,-0.316227766016838,0.316227766016838,-0.204509848477958,0.132362856847283,9,9,3,3,"runtime_best_beam_per_link",64,4
"UL","16QAM",12,80,0.223606797749979,0.670820393249937,0.223606797749979,0.670820393249937,0.184050672840924,0.621141321637003,0.212864186038076,0.848650051520623,0.316227766016838,0.948683298050514,0.316227766016838,0.948683298050514,0.260286957695528,0.878426481209398,9,9,3,3,"runtime_best_beam_per_link",64,4
"UL","16QAM",12,99,-0.670820393249937,0.223606797749979,-0.670820393249937,0.223606797749979,-0.571621648488863,0.209954101434585,-0.783310582338366,0.250645852692027,-0.948683298050514,0.316227766016838,-0.948683298050514,0.316227766016838,-0.808395087839016,0.296919937724646,9,9,3,3,"runtime_best_beam_per_link",64,4
"UL","16QAM",12,119,-0.223606797749979,-0.670820393249937,-0.223606797749979,-0.670820393249937,-0.265052968044695,-0.603468485596964,-0.323174063092548,-0.829430699429663,-0.316227766016838,-0.948683298050514,-0.316227766016838,-0.948683298050514,-0.374841502156051,-0.853433316795979,9,9,3,3,"runtime_best_beam_per_link",64,4
"UL","16QAM",12,139,-0.670820393249937,0.670820393249937,-0.670820393249937,0.670820393249937,-0.429273587700161,0.523784061731068,-0.609161824223869,0.682243614179377,-0.316227766016838,0.948683298050514,-0.316227766016838,0.948683298050514,-0.607084529694124,0.740742523854942,9,9,3,3,"runtime_best_beam_per_link",64,4
"UL","16QAM",12,158,0.223606797749979,0.223606797749979,0.223606797749979,0.223606797749979,0.265954315440014,0.290950940778562,0.342243612459874,0.407787310757956,0.316227766016838,0.316227766016838,0.316227766016838,0.316227766016838,0.37611619986692,0.411466766434253,9,9,3,3,"runtime_best_beam_per_link",64,4
"UL","16QAM",12,178,-0.670820393249937,0.223606797749979,-0.670820393249937,0.223606797749979,-0.519711801216094,0.139813183171219,-0.709259171950928,0.15896682990816,-0.948683298050514,0.316227766016838,-0.948683298050514,0.316227766016838,-0.73498347780515,0.197725699839292,9,9,3,3,"runtime_best_beam_per_link",64,4
"UL","16QAM",12,198,-0.670820393249937,-0.223606797749979,-0.670820393249937,-0.223606797749979,-0.53095123839102,-0.123615445602145,-0.709376086938531,-0.197132106536697,-0.948683298050514,-0.316227766016838,-0.948683298050514,-0.316227766016838,-0.75087844229137,-0.174818639689347,9,9,3,3,"runtime_best_beam_per_link",64,4
"UL","16QAM",12,217,0.670820393249937,-0.670820393249937,0.670820393249937,-0.670820393249937,0.3562561676122,-0.642740806556367,0.517431615523027,-0.846928939400906,0.316227766016838,-0.948683298050514,0.316227766016838,-0.948683298050514,0.503822303916236,-0.908972765722636,9,9,3,3,"runtime_best_beam_per_link",64,4
"UL","16QAM",12,237,-0.223606797749979,-0.670820393249937,-0.223606797749979,-0.670820393249937,-0.204944297786652,-0.512305262017338,-0.247274476442194,-0.702985946078394,-0.316227766016838,-0.948683298050514,-0.316227766016838,-0.948683298050514,-0.289835005460913,-0.724509049620021,9,9,3,3,"runtime_best_beam_per_link",64,4
"UL","16QAM",12,257,-0.223606797749979,-0.223606797749979,-0.223606797749979,-0.223606797749979,-0.185212850961645,-0.192136601177834,-0.238940297530987,-0.269839842264052,-0.316227766016838,-0.316227766016838,-0.316227766016838,-0.316227766016838,-0.261930525755745,-0.271722187213964,9,9,3,3,"runtime_best_beam_per_link",64,4
"UL","16QAM",12,276,0.223606797749979,-0.223606797749979,0.223606797749979,-0.223606797749979,0.156575993382099,-0.269337924439525,0.226662059871821,-0.354485770853614,0.316227766016838,-0.316227766016838,0.316227766016838,-0.316227766016838,0.221431893383005,-0.380901345603796,9,9,3,3,"runtime_best_beam_per_link",64,4
"UL","16QAM",12,296,0.223606797749979,0.223606797749979,0.223606797749979,0.223606797749979,0.077820630516335,-0.0355956715044909,0.10704058980284,-0.0435852520360031,0.316227766016838,-0.316227766016838,0.316227766016838,-0.316227766016838,0.110054991108627,-0.0503398814034285,9,9,3,3,"runtime_best_beam_per_link",64,4
"UL","16QAM",12,316,-0.670820393249937,-0.670820393249937,-0.670820393249937,-0.670820393249937,-0.473196842316208,-0.353817537645107,-0.618294466692799,-0.504455447689147,-0.316227766016838,-0.316227766016838,-0.316227766016838,-0.316227766016838,-0.669201392075704,-0.500373560343163,9,9,3,3,"runtime_best_beam_per_link",64,4
"UL","16QAM",12,335,0.670820393249937,-0.223606797749979,0.670820393249937,-0.223606797749979,0.388994443252626,-0.0892114239726945,0.52998523722872,-0.0981549986379551,0.316227766016838,-0.316227766016838,0.316227766016838,-0.316227766016838,0.550121217335635,-0.126164005700801,9,9,3,3,"runtime_best_beam_per_link",64,4
"UL","16QAM",12,355,-0.670820393249937,-0.670820393249937,-0.670820393249937,-0.670820393249937,-0.59484178014186,-0.650528137210404,-0.765485494896087,-0.911770520597324,-0.948683298050514,-0.948683298050514,-0.948683298050514,-0.948683298050514,-0.841233312942773,-0.91998571434826,9,9,3,3,"runtime_best_beam_per_link",64,4
"UL","16QAM",12,375,-0.223606797749979,0.670820393249937,-0.223606797749979,0.670820393249937,-0.142776246451729,0.480904383313712,-0.220127644906086,0.640750863197171,-0.316227766016838,0.948683298050514,-0.316227766016838,0.948683298050514,-0.201916104116759,0.680101501086921,9,9,3,3,"runtime_best_beam_per_link",64,4
"UL","16QAM",12,394,-0.223606797749979,-0.670820393249937,-0.223606797749979,-0.670820393249937,-0.093034120364962,-0.590470919650528,-0.09180331638558,-0.802065470245008,-0.316227766016838,-0.948683298050514,-0.316227766016838,-0.948683298050514,-0.13157011478358,-0.835051982756691,9,9,3,3,"runtime_best_beam_per_link",64,4
"UL","16QAM",12,414,0.223606797749979,-0.670820393249937,0.223606797749979,-0.670820393249937,0.113422580641933,-0.402315175978766,0.176029740824613,-0.536383583387668,0.316227766016838,-0.316227766016838,0.316227766016838,-0.316227766016838,0.160403751823178,-0.568959578217689,9,9,3,3,"runtime_best_beam_per_link",64,4
"UL","16QAM",12,434,-0.223606797749979,-0.670820393249937,-0.223606797749979,-0.670820393249937,-0.16061005958627,-0.477390353281558,-0.189446765338556,-0.653340888452021,-0.316227766016838,-0.948683298050514,-0.316227766016838,-0.948683298050514,-0.227136924520455,-0.675131912156862,9,9,3,3,"runtime_best_beam_per_link",64,4
"UL","16QAM",12,453,-0.670820393249937,-0.670820393249937,-0.670820393249937,-0.670820393249937,-0.475927858281552,-0.536237254789961,-0.611558391108331,-0.750759118512414,-0.316227766016838,-0.948683298050514,-0.316227766016838,-0.948683298050514,-0.673063631892951,-0.75835399837368,9,9,3,3,"runtime_best_beam_per_link",64,4
"UL","16QAM",12,473,0.223606797749979,-0.223606797749979,0.223606797749979,-0.223606797749979,0.231330265367559,-0.216716759171209,0.324525465872648,-0.27921099609751,0.316227766016838,-0.316227766016838,0.316227766016838,-0.316227766016838,0.327150398670169,-0.306483780013467,9,9,3,3,"runtime_best_beam_per_link",64,4
"UL","16QAM",12,493,-0.223606797749979,0.670820393249937,-0.223606797749979,0.670820393249937,-0.129909492044131,0.612142034279159,-0.210263184589892,0.818571151045133,-0.316227766016838,0.948683298050514,-0.316227766016838,0.948683298050514,-0.18371976552981,0.865699566976243,9,9,3,3,"runtime_best_beam_per_link",64,4
"UL","16QAM",12,512,-0.223606797749979,-0.670820393249937,-0.223606797749979,-0.670820393249937,-0.0779902213852059,-0.37666196925298,-0.0837182152491228,-0.51270340157801,-0.316227766016838,-0.316227766016838,-0.316227766016838,-0.316227766016838,-0.110294828815438,-0.532680465347723,9,9,3,3,"runtime_best_beam_per_link",64,4
"UL","16QAM",12,20,-0.670820393249937,-0.223606797749979,-0.670820393249937,-0.223606797749979,-0.663775296594205,-0.223746030402749,-0.677068684814569,-0.230004598204854,-0.948683298050514,-0.316227766016838,-0.948683298050514,-0.316227766016838,-0.938720026811749,-0.316424670722711,9,9,5,5,"runtime_best_beam_per_link",64,4
"UL","16QAM",12,40,0.223606797749979,0.670820393249937,0.223606797749979,0.670820393249937,0.212371404698788,0.663813327065275,0.21520036570143,0.678156283714022,0.316227766016838,0.948683298050514,0.316227766016838,0.948683298050514,0.300338520785251,0.938773810019719,9,9,5,5,"runtime_best_beam_per_link",64,4
"UL","16QAM",12,59,-0.670820393249937,0.223606797749979,-0.670820393249937,0.223606797749979,-0.666285836152696,0.216289288184463,-0.680689735574139,0.219193942398562,-0.948683298050514,0.316227766016838,-0.948683298050514,0.316227766016838,-0.94227046590424,0.305879244746491,9,9,5,5,"runtime_best_beam_per_link",64,4
"UL","16QAM",12,79,-0.670820393249937,0.670820393249937,-0.670820393249937,0.670820393249937,-0.66515716083492,0.651904021229165,-0.680585108492009,0.663888534863262,-0.948683298050514,0.948683298050514,-0.948683298050514,0.948683298050514,-0.940674277962326,0.921931508187844,9,9,5,5,"runtime_best_beam_per_link",64,4
"UL","16QAM",12,99,-0.670820393249937,-0.223606797749979,-0.670820393249937,-0.223606797749979,-0.649395117466563,-0.241962903422191,-0.662345049971241,-0.248566484805414,-0.948683298050514,-0.316227766016838,-0.948683298050514,-0.316227766016838,-0.918383382460083,-0.342187219610834,9,9,5,5,"runtime_best_beam_per_link",64,4
"UL","16QAM",12,118,-0.223606797749979,0.670820393249937,-0.223606797749979,0.670820393249937,-0.233135429547671,0.659672420059514,-0.239579782849458,0.672857734728371,-0.316227766016838,0.948683298050514,-0.316227766016838,0.948683298050514,-0.329703286335994,0.932917683171645,9,9,5,5,"runtime_best_beam_per_link",64,4
"UL","16QAM",12,138,-0.670820393249937,0.223606797749979,-0.670820393249937,0.223606797749979,-0.655007680482562,0.214262296115698,-0.669171696221047,0.217151834503074,-0.948683298050514,0.316227766016838,-0.948683298050514,0.316227766016838,-0.926320745196982,0.303012645072021,9,9,5,5,"runtime_best_beam_per_link",64,4
"UL","16QAM",12,158,-0.223606797749979,-0.670820393249937,-0.223606797749979,-0.670820393249937,-0.216398188541437,-0.659636894963974,-0.219321101357853,-0.673902508603363,-0.316227766016838,-0.948683298050514,-0.316227766016838,-0.948683298050514,-0.30603325310827,-0.932867443099728,9,9,5,5,"runtime_best_beam_per_link",64,4
