Direction,SignalFamily,SNR_dB,SFN,Frame,Slot,Time_s,CellID,BWPID,UEIndex,RNTI,ResourceID,ResourceSetID,CSIRSType,NumPorts,RowNumber,Density,Periodicity,SymbolLocations,SubcarrierLocations,RBOffset,NumRB,NRE,Scheduled,Transmitted,Observed,Consumed,Consumer,MeasurementRSRP_dB,MeasurementSource,UpdateOutcome,RuntimeMaterializationStatus,RuntimeBlocker,RuntimeEvidenceSource,RuntimeEventObserved,SourceArtifact,SourceTable
DL,CSI-RS,12,8,8,8,0.0035,2,0,29,29,0,0,nzp,2,3,one,on,0,0,0,273,1092,1,1,1,1,csi_feedback_reference_power_measurement,-110.231715521522,received_csirs_reference_signal_power,observed_after_ofdm_demodulation,runtime_grid_mapped,not_applicable,sixgr.phy.dl.PDSCH_Rx:csirs_runtime_observation,1,air_interface/csv/csi_rs_trials.csv,air_interface/csv/csi_rs_trials.csv
DL,CSI-RS,12,8,8,8,0.0035,2,0,35,35,0,0,nzp,2,3,one,on,0,0,0,273,1092,1,1,1,1,csi_feedback_reference_power_measurement,-114.048014614967,received_csirs_reference_signal_power,observed_after_ofdm_demodulation,runtime_grid_mapped,not_applicable,sixgr.phy.dl.PDSCH_Rx:csirs_runtime_observation,1,air_interface/csv/csi_rs_trials.csv,air_interface/csv/csi_rs_trials.csv
DL,CSI-RS,12,8,8,8,0.0035,2,0,41,41,0,0,nzp,2,3,one,on,0,0,0,273,1092,1,1,1,1,csi_feedback_reference_power_measurement,-105.711459884245,received_csirs_reference_signal_power,observed_after_ofdm_demodulation,runtime_grid_mapped,not_applicable,sixgr.phy.dl.PDSCH_Rx:csirs_runtime_observation,1,air_interface/csv/csi_rs_trials.csv,air_interface/csv/csi_rs_trials.csv
DL,CSI-RS,12,8,8,8,0.0035,2,0,45,45,0,0,nzp,2,3,one,on,0,0,0,273,1092,1,1,1,1,csi_feedback_reference_power_measurement,-118.966118928499,received_csirs_reference_signal_power,observed_after_ofdm_demodulation,runtime_grid_mapped,not_applicable,sixgr.phy.dl.PDSCH_Rx:csirs_runtime_observation,1,air_interface/csv/csi_rs_trials.csv,air_interface/csv/csi_rs_trials.csv
DL,CSI-RS,12,8,8,8,0.0035,3,0,2,2,0,0,nzp,2,3,one,on,0,0,0,273,1092,1,1,1,1,csi_feedback_reference_power_measurement,-104.608795993851,received_csirs_reference_signal_power,observed_after_ofdm_demodulation,runtime_grid_mapped,not_applicable,sixgr.phy.dl.PDSCH_Rx:csirs_runtime_observation,1,air_interface/csv/csi_rs_trials.csv,air_interface/csv/csi_rs_trials.csv
DL,CSI-RS,12,8,8,8,0.0035,3,0,18,18,0,0,nzp,2,3,one,on,0,0,0,273,1092,1,1,1,1,csi_feedback_reference_power_measurement,-117.936208560762,received_csirs_reference_signal_power,observed_after_ofdm_demodulation,runtime_grid_mapped,not_applicable,sixgr.phy.dl.PDSCH_Rx:csirs_runtime_observation,1,air_interface/csv/csi_rs_trials.csv,air_interface/csv/csi_rs_trials.csv
DL,CSI-RS,12,8,8,8,0.0035,3,0,34,34,0,0,nzp,2,3,one,on,0,0,0,273,1092,1,1,1,1,csi_feedback_reference_power_measurement,-76.5282840808325,received_csirs_reference_signal_power,observed_after_ofdm_demodulation,runtime_grid_mapped,not_applicable,sixgr.phy.dl.PDSCH_Rx:csirs_runtime_observation,1,air_interface/csv/csi_rs_trials.csv,air_interface/csv/csi_rs_trials.csv
DL,CSI-RS,12,8,8,8,0.0035,3,0,12,12,0,0,nzp,2,3,one,on,0,0,0,273,1092,1,1,1,1,csi_feedback_reference_power_measurement,-79.1655481536068,received_csirs_reference_signal_power,observed_after_ofdm_demodulation,runtime_grid_mapped,not_applicable,sixgr.phy.dl.PDSCH_Rx:csirs_runtime_observation,1,air_interface/csv/csi_rs_trials.csv,air_interface/csv/csi_rs_trials.csv
DL,CSI-RS,12,8,8,8,0.0035,3,0,13,13,0,0,nzp,2,3,one,on,0,0,0,273,1092,1,1,1,1,csi_feedback_reference_power_measurement,-99.8975373999236,received_csirs_reference_signal_power,observed_after_ofdm_demodulation,runtime_grid_mapped,not_applicable,sixgr.phy.dl.PDSCH_Rx:csirs_runtime_observation,1,air_interface/csv/csi_rs_trials.csv,air_interface/csv/csi_rs_trials.csv
DL,CSI-RS,12,8,8,8,0.0035,3,0,15,15,0,0,nzp,2,3,one,on,0,0,0,273,1092,1,1,1,1,csi_feedback_reference_power_measurement,-102.325431051773,received_csirs_reference_signal_power,observed_after_ofdm_demodulation,runtime_grid_mapped,not_applicable,sixgr.phy.dl.PDSCH_Rx:csirs_runtime_observation,1,air_interface/csv/csi_rs_trials.csv,air_interface/csv/csi_rs_trials.csv
DL,CSI-RS,12,8,8,8,0.0035,3,0,16,16,0,0,nzp,2,3,one,on,0,0,0,273,1092,1,1,1,1,csi_feedback_reference_power_measurement,-105.483925303932,received_csirs_reference_signal_power,observed_after_ofdm_demodulation,runtime_grid_mapped,not_applicable,sixgr.phy.dl.PDSCH_Rx:csirs_runtime_observation,1,air_interface/csv/csi_rs_trials.csv,air_interface/csv/csi_rs_trials.csv
DL,CSI-RS,12,8,8,8,0.0035,3,0,23,23,0,0,nzp,2,3,one,on,0,0,0,273,1092,1,1,1,1,csi_feedback_reference_power_measurement,-88.5037106616137,received_csirs_reference_signal_power,observed_after_ofdm_demodulation,runtime_grid_mapped,not_applicable,sixgr.phy.dl.PDSCH_Rx:csirs_runtime_observation,1,air_interface/csv/csi_rs_trials.csv,air_interface/csv/csi_rs_trials.csv
DL,CSI-RS,12,8,8,8,0.0035,3,0,24,24,0,0,nzp,2,3,one,on,0,0,0,273,1092,1,1,1,1,csi_feedback_reference_power_measurement,-113.925722183436,received_csirs_reference_signal_power,observed_after_ofdm_demodulation,runtime_grid_mapped,not_applicable,sixgr.phy.dl.PDSCH_Rx:csirs_runtime_observation,1,air_interface/csv/csi_rs_trials.csv,air_interface/csv/csi_rs_trials.csv
DL,CSI-RS,12,8,8,8,0.0035,3,0,33,33,0,0,nzp,2,3,one,on,0,0,0,273,1092,1,1,1,1,csi_feedback_reference_power_measurement,-127.047137107026,received_csirs_reference_signal_power,observed_after_ofdm_demodulation,runtime_grid_mapped,not_applicable,sixgr.phy.dl.PDSCH_Rx:csirs_runtime_observation,1,air_interface/csv/csi_rs_trials.csv,air_interface/csv/csi_rs_trials.csv
DL,CSI-RS,12,8,8,8,0.0035,4,0,22,22,0,0,nzp,2,3,one,on,0,0,0,273,1092,1,1,1,1,csi_feedback_reference_power_measurement,-85.0702684600521,received_csirs_reference_signal_power,observed_after_ofdm_demodulation,runtime_grid_mapped,not_applicable,sixgr.phy.dl.PDSCH_Rx:csirs_runtime_observation,1,air_interface/csv/csi_rs_trials.csv,air_interface/csv/csi_rs_trials.csv
DL,CSI-RS,12,8,8,8,0.0035,4,0,38,38,0,0,nzp,2,3,one,on,0,0,0,273,1092,1,1,1,1,csi_feedback_reference_power_measurement,-107.490031604214,received_csirs_reference_signal_power,observed_after_ofdm_demodulation,runtime_grid_mapped,not_applicable,sixgr.phy.dl.PDSCH_Rx:csirs_runtime_observation,1,air_interface/csv/csi_rs_trials.csv,air_interface/csv/csi_rs_trials.csv
DL,CSI-RS,12,8,8,8,0.0035,4,0,42,42,0,0,nzp,2,3,one,on,0,0,0,273,1092,1,1,1,1,csi_feedback_reference_power_measurement,-118.931356735339,received_csirs_reference_signal_power,observed_after_ofdm_demodulation,runtime_grid_mapped,not_applicable,sixgr.phy.dl.PDSCH_Rx:csirs_runtime_observation,1,air_interface/csv/csi_rs_trials.csv,air_interface/csv/csi_rs_trials.csv
DL,CSI-RS,12,8,8,8,0.0035,4,0,20,20,0,0,nzp,2,3,one,on,0,0,0,273,1092,1,1,1,1,csi_feedback_reference_power_measurement,-117.536096479551,received_csirs_reference_signal_power,observed_after_ofdm_demodulation,runtime_grid_mapped,not_applicable,sixgr.phy.dl.PDSCH_Rx:csirs_runtime_observation,1,air_interface/csv/csi_rs_trials.csv,air_interface/csv/csi_rs_trials.csv
DL,CSI-RS,12,8,8,8,0.0035,4,0,32,32,0,0,nzp,2,3,one,on,0,0,0,273,1092,1,1,1,1,csi_feedback_reference_power_measurement,-115.626850198367,received_csirs_reference_signal_power,observed_after_ofdm_demodulation,runtime_grid_mapped,not_applicable,sixgr.phy.dl.PDSCH_Rx:csirs_runtime_observation,1,air_interface/csv/csi_rs_trials.csv,air_interface/csv/csi_rs_trials.csv
DL,CSI-RS,12,8,8,8,0.0035,4,0,37,37,0,0,nzp,2,3,one,on,0,0,0,273,1092,1,1,1,1,csi_feedback_reference_power_measurement,-103.821904005389,received_csirs_reference_signal_power,observed_after_ofdm_demodulation,runtime_grid_mapped,not_applicable,sixgr.phy.dl.PDSCH_Rx:csirs_runtime_observation,1,air_interface/csv/csi_rs_trials.csv,air_interface/csv/csi_rs_trials.csv
DL,CSI-RS,12,8,8,8,0.0035,4,0,40,40,0,0,nzp,2,3,one,on,0,0,0,273,1092,1,1,1,1,csi_feedback_reference_power_measurement,-120.190648123611,received_csirs_reference_signal_power,observed_after_ofdm_demodulation,runtime_grid_mapped,not_applicable,sixgr.phy.dl.PDSCH_Rx:csirs_runtime_observation,1,air_interface/csv/csi_rs_trials.csv,air_interface/csv/csi_rs_trials.csv
DL,CSI-RS,12,8,8,8,0.0035,4,0,44,44,0,0,nzp,2,3,one,on,0,0,0,273,1092,1,1,1,1,csi_feedback_reference_power_measurement,-111.403617794731,received_csirs_reference_signal_power,observed_after_ofdm_demodulation,runtime_grid_mapped,not_applicable,sixgr.phy.dl.PDSCH_Rx:csirs_runtime_observation,1,air_interface/csv/csi_rs_trials.csv,air_interface/csv/csi_rs_trials.csv
DL,CSI-RS,12,8,8,8,0.0035,4,0,49,49,0,0,nzp,2,3,one,on,0,0,0,273,1092,1,1,1,1,csi_feedback_reference_power_measurement,-109.627684779843,received_csirs_reference_signal_power,observed_after_ofdm_demodulation,runtime_grid_mapped,not_applicable,sixgr.phy.dl.PDSCH_Rx:csirs_runtime_observation,1,air_interface/csv/csi_rs_trials.csv,air_interface/csv/csi_rs_trials.csv
DL,CSI-RS,12,8,8,8,0.0035,5,0,30,30,0,0,nzp,2,3,one,on,0,0,0,273,1092,1,1,1,1,csi_feedback_reference_power_measurement,-108.487076470011,received_csirs_reference_signal_power,observed_after_ofdm_demodulation,runtime_grid_mapped,not_applicable,sixgr.phy.dl.PDSCH_Rx:csirs_runtime_observation,1,air_interface/csv/csi_rs_trials.csv,air_interface/csv/csi_rs_trials.csv
DL,CSI-RS,12,8,8,8,0.0035,5,0,46,46,0,0,nzp,2,3,one,on,0,0,0,273,1092,1,1,1,1,csi_feedback_reference_power_measurement,-107.924618419051,received_csirs_reference_signal_power,observed_after_ofdm_demodulation,runtime_grid_mapped,not_applicable,sixgr.phy.dl.PDSCH_Rx:csirs_runtime_observation,1,air_interface/csv/csi_rs_trials.csv,air_interface/csv/csi_rs_trials.csv
DL,CSI-RS,12,8,8,8,0.0035,5,0,1,1,0,0,nzp,2,3,one,on,0,0,0,273,1092,1,1,1,1,csi_feedback_reference_power_measurement,-105.597783883286,received_csirs_reference_signal_power,observed_after_ofdm_demodulation,runtime_grid_mapped,not_applicable,sixgr.phy.dl.PDSCH_Rx:csirs_runtime_observation,1,air_interface/csv/csi_rs_trials.csv,air_interface/csv/csi_rs_trials.csv
DL,CSI-RS,12,8,8,8,0.0035,5,0,8,8,0,0,nzp,2,3,one,on,0,0,0,273,1092,1,1,1,1,csi_feedback_reference_power_measurement,-135.229213295479,received_csirs_reference_signal_power,observed_after_ofdm_demodulation,runtime_grid_mapped,not_applicable,sixgr.phy.dl.PDSCH_Rx:csirs_runtime_observation,1,air_interface/csv/csi_rs_trials.csv,air_interface/csv/csi_rs_trials.csv
DL,CSI-RS,12,8,8,8,0.0035,5,0,11,11,0,0,nzp,2,3,one,on,0,0,0,273,1092,1,1,1,1,csi_feedback_reference_power_measurement,-130.631284470863,received_csirs_reference_signal_power,observed_after_ofdm_demodulation,runtime_grid_mapped,not_applicable,sixgr.phy.dl.PDSCH_Rx:csirs_runtime_observation,1,air_interface/csv/csi_rs_trials.csv,air_interface/csv/csi_rs_trials.csv
DL,CSI-RS,12,8,8,8,0.0035,5,0,17,17,0,0,nzp,2,3,one,on,0,0,0,273,1092,1,1,1,1,csi_feedback_reference_power_measurement,-129.584510802504,received_csirs_reference_signal_power,observed_after_ofdm_demodulation,runtime_grid_mapped,not_applicable,sixgr.phy.dl.PDSCH_Rx:csirs_runtime_observation,1,air_interface/csv/csi_rs_trials.csv,air_interface/csv/csi_rs_trials.csv
DL,CSI-RS,12,8,8,8,0.0035,5,0,21,21,0,0,nzp,2,3,one,on,0,0,0,273,1092,1,1,1,1,csi_feedback_reference_power_measurement,-108.001078133915,received_csirs_reference_signal_power,observed_after_ofdm_demodulation,runtime_grid_mapped,not_applicable,sixgr.phy.dl.PDSCH_Rx:csirs_runtime_observation,1,air_interface/csv/csi_rs_trials.csv,air_interface/csv/csi_rs_trials.csv
DL,CSI-RS,12,8,8,8,0.0035,5,0,25,25,0,0,nzp,2,3,one,on,0,0,0,273,1092,1,1,1,1,csi_feedback_reference_power_measurement,-102.591309396955,received_csirs_reference_signal_power,observed_after_ofdm_demodulation,runtime_grid_mapped,not_applicable,sixgr.phy.dl.PDSCH_Rx:csirs_runtime_observation,1,air_interface/csv/csi_rs_trials.csv,air_interface/csv/csi_rs_trials.csv
DL,CSI-RS,12,8,8,8,0.0035,5,0,28,28,0,0,nzp,2,3,one,on,0,0,0,273,1092,1,1,1,1,csi_feedback_reference_power_measurement,-109.426736854956,received_csirs_reference_signal_power,observed_after_ofdm_demodulation,runtime_grid_mapped,not_applicable,sixgr.phy.dl.PDSCH_Rx:csirs_runtime_observation,1,air_interface/csv/csi_rs_trials.csv,air_interface/csv/csi_rs_trials.csv
DL,CSI-RS,12,8,8,8,0.0035,5,0,31,31,0,0,nzp,2,3,one,on,0,0,0,273,1092,1,1,1,1,csi_feedback_reference_power_measurement,-108.467716413216,received_csirs_reference_signal_power,observed_after_ofdm_demodulation,runtime_grid_mapped,not_applicable,sixgr.phy.dl.PDSCH_Rx:csirs_runtime_observation,1,air_interface/csv/csi_rs_trials.csv,air_interface/csv/csi_rs_trials.csv
DL,CSI-RS,12,8,8,8,0.0035,5,0,36,36,0,0,nzp,2,3,one,on,0,0,0,273,1092,1,1,1,1,csi_feedback_reference_power_measurement,-79.1017450503667,received_csirs_reference_signal_power,observed_after_ofdm_demodulation,runtime_grid_mapped,not_applicable,sixgr.phy.dl.PDSCH_Rx:csirs_runtime_observation,1,air_interface/csv/csi_rs_trials.csv,air_interface/csv/csi_rs_trials.csv
DL,CSI-RS,12,8,8,8,0.0035,5,0,39,39,0,0,nzp,2,3,one,on,0,0,0,273,1092,1,1,1,1,csi_feedback_reference_power_measurement,-95.6537553808276,received_csirs_reference_signal_power,observed_after_ofdm_demodulation,runtime_grid_mapped,not_applicable,sixgr.phy.dl.PDSCH_Rx:csirs_runtime_observation,1,air_interface/csv/csi_rs_trials.csv,air_interface/csv/csi_rs_trials.csv
DL,CSI-RS,12,8,8,8,0.0035,5,0,48,48,0,0,nzp,2,3,one,on,0,0,0,273,1092,1,1,1,1,csi_feedback_reference_power_measurement,-86.5212540723017,received_csirs_reference_signal_power,observed_after_ofdm_demodulation,runtime_grid_mapped,not_applicable,sixgr.phy.dl.PDSCH_Rx:csirs_runtime_observation,1,air_interface/csv/csi_rs_trials.csv,air_interface/csv/csi_rs_trials.csv
DL,CSI-RS,12,9,9,9,0.004,1,0,3,3,0,0,nzp,2,3,one,on,0,0,0,273,1092,1,1,1,1,csi_feedback_reference_power_measurement,-92.7305441227221,received_csirs_reference_signal_power,observed_after_ofdm_demodulation,runtime_grid_mapped,not_applicable,sixgr.phy.dl.PDSCH_Rx:csirs_runtime_observation,1,air_interface/csv/csi_rs_trials.csv,air_interface/csv/csi_rs_trials.csv
DL,CSI-RS,12,9,9,9,0.004,1,0,26,26,0,0,nzp,2,3,one,on,0,0,0,273,1092,1,1,1,1,csi_feedback_reference_power_measurement,-111.905796199663,received_csirs_reference_signal_power,observed_after_ofdm_demodulation,runtime_grid_mapped,not_applicable,sixgr.phy.dl.PDSCH_Rx:csirs_runtime_observation,1,air_interface/csv/csi_rs_trials.csv,air_interface/csv/csi_rs_trials.csv
DL,CSI-RS,12,9,9,9,0.004,1,0,43,43,0,0,nzp,2,3,one,on,0,0,0,273,1092,1,1,1,1,csi_feedback_reference_power_measurement,-108.575147871992,received_csirs_reference_signal_power,observed_after_ofdm_demodulation,runtime_grid_mapped,not_applicable,sixgr.phy.dl.PDSCH_Rx:csirs_runtime_observation,1,air_interface/csv/csi_rs_trials.csv,air_interface/csv/csi_rs_trials.csv
DL,CSI-RS,12,9,9,9,0.004,1,0,47,47,0,0,nzp,2,3,one,on,0,0,0,273,1092,1,1,1,1,csi_feedback_reference_power_measurement,-102.019150630358,received_csirs_reference_signal_power,observed_after_ofdm_demodulation,runtime_grid_mapped,not_applicable,sixgr.phy.dl.PDSCH_Rx:csirs_runtime_observation,1,air_interface/csv/csi_rs_trials.csv,air_interface/csv/csi_rs_trials.csv
DL,CSI-RS,12,9,9,9,0.004,1,0,19,19,0,0,nzp,2,3,one,on,0,0,0,273,1092,1,1,1,1,csi_feedback_reference_power_measurement,-102.122373723754,received_csirs_reference_signal_power,observed_after_ofdm_demodulation,runtime_grid_mapped,not_applicable,sixgr.phy.dl.PDSCH_Rx:csirs_runtime_observation,1,air_interface/csv/csi_rs_trials.csv,air_interface/csv/csi_rs_trials.csv
DL,CSI-RS,12,9,9,9,0.004,1,0,14,14,0,0,nzp,2,3,one,on,0,0,0,273,1092,1,1,1,1,csi_feedback_reference_power_measurement,-87.5295723457877,received_csirs_reference_signal_power,observed_after_ofdm_demodulation,runtime_grid_mapped,not_applicable,sixgr.phy.dl.PDSCH_Rx:csirs_runtime_observation,1,air_interface/csv/csi_rs_trials.csv,air_interface/csv/csi_rs_trials.csv
DL,CSI-RS,12,9,9,9,0.004,1,0,5,5,0,0,nzp,2,3,one,on,0,0,0,273,1092,1,1,1,1,csi_feedback_reference_power_measurement,-84.6086995906218,received_csirs_reference_signal_power,observed_after_ofdm_demodulation,runtime_grid_mapped,not_applicable,sixgr.phy.dl.PDSCH_Rx:csirs_runtime_observation,1,air_interface/csv/csi_rs_trials.csv,air_interface/csv/csi_rs_trials.csv
DL,CSI-RS,12,9,9,9,0.004,1,0,9,9,0,0,nzp,2,3,one,on,0,0,0,273,1092,1,1,1,1,csi_feedback_reference_power_measurement,-137.51271234747,received_csirs_reference_signal_power,observed_after_ofdm_demodulation,runtime_grid_mapped,not_applicable,sixgr.phy.dl.PDSCH_Rx:csirs_runtime_observation,1,air_interface/csv/csi_rs_trials.csv,air_interface/csv/csi_rs_trials.csv
DL,CSI-RS,12,9,9,9,0.004,1,0,40,40,0,0,nzp,2,3,one,on,0,0,0,273,1092,1,1,1,1,csi_feedback_reference_power_measurement,-89.2701024578337,received_csirs_reference_signal_power,observed_after_ofdm_demodulation,runtime_grid_mapped,not_applicable,sixgr.phy.dl.PDSCH_Rx:csirs_runtime_observation,1,air_interface/csv/csi_rs_trials.csv,air_interface/csv/csi_rs_trials.csv
DL,CSI-RS,12,9,9,9,0.004,2,0,10,10,0,0,nzp,2,3,one,on,0,0,0,273,1092,1,1,1,1,csi_feedback_reference_power_measurement,-107.096214235074,received_csirs_reference_signal_power,observed_after_ofdm_demodulation,runtime_grid_mapped,not_applicable,sixgr.phy.dl.PDSCH_Rx:csirs_runtime_observation,1,air_interface/csv/csi_rs_trials.csv,air_interface/csv/csi_rs_trials.csv
DL,CSI-RS,12,9,9,9,0.004,2,0,35,35,0,0,nzp,2,3,one,on,0,0,0,273,1092,1,1,1,1,csi_feedback_reference_power_measurement,-119.773978902201,received_csirs_reference_signal_power,observed_after_ofdm_demodulation,runtime_grid_mapped,not_applicable,sixgr.phy.dl.PDSCH_Rx:csirs_runtime_observation,1,air_interface/csv/csi_rs_trials.csv,air_interface/csv/csi_rs_trials.csv
DL,CSI-RS,12,9,9,9,0.004,2,0,50,50,0,0,nzp,2,3,one,on,0,0,0,273,1092,1,1,1,1,csi_feedback_reference_power_measurement,-96.6097466960426,received_csirs_reference_signal_power,observed_after_ofdm_demodulation,runtime_grid_mapped,not_applicable,sixgr.phy.dl.PDSCH_Rx:csirs_runtime_observation,1,air_interface/csv/csi_rs_trials.csv,air_interface/csv/csi_rs_trials.csv
DL,CSI-RS,12,9,9,9,0.004,2,0,4,4,0,0,nzp,2,3,one,on,0,0,0,273,1092,1,1,1,1,csi_feedback_reference_power_measurement,-114.337887173413,received_csirs_reference_signal_power,observed_after_ofdm_demodulation,runtime_grid_mapped,not_applicable,sixgr.phy.dl.PDSCH_Rx:csirs_runtime_observation,1,air_interface/csv/csi_rs_trials.csv,air_interface/csv/csi_rs_trials.csv
DL,CSI-RS,12,9,9,9,0.004,2,0,6,6,0,0,nzp,2,3,one,on,0,0,0,273,1092,1,1,1,1,csi_feedback_reference_power_measurement,-114.095792507682,received_csirs_reference_signal_power,observed_after_ofdm_demodulation,runtime_grid_mapped,not_applicable,sixgr.phy.dl.PDSCH_Rx:csirs_runtime_observation,1,air_interface/csv/csi_rs_trials.csv,air_interface/csv/csi_rs_trials.csv
DL,CSI-RS,12,9,9,9,0.004,2,0,29,29,0,0,nzp,2,3,one,on,0,0,0,273,1092,1,1,1,1,csi_feedback_reference_power_measurement,-86.6916230829871,received_csirs_reference_signal_power,observed_after_ofdm_demodulation,runtime_grid_mapped,not_applicable,sixgr.phy.dl.PDSCH_Rx:csirs_runtime_observation,1,air_interface/csv/csi_rs_trials.csv,air_interface/csv/csi_rs_trials.csv
DL,CSI-RS,12,9,9,9,0.004,2,0,41,41,0,0,nzp,2,3,one,on,0,0,0,273,1092,1,1,1,1,csi_feedback_reference_power_measurement,-111.18739312391,received_csirs_reference_signal_power,observed_after_ofdm_demodulation,runtime_grid_mapped,not_applicable,sixgr.phy.dl.PDSCH_Rx:csirs_runtime_observation,1,air_interface/csv/csi_rs_trials.csv,air_interface/csv/csi_rs_trials.csv
DL,CSI-RS,12,9,9,9,0.004,2,0,45,45,0,0,nzp,2,3,one,on,0,0,0,273,1092,1,1,1,1,csi_feedback_reference_power_measurement,-113.421015068339,received_csirs_reference_signal_power,observed_after_ofdm_demodulation,runtime_grid_mapped,not_applicable,sixgr.phy.dl.PDSCH_Rx:csirs_runtime_observation,1,air_interface/csv/csi_rs_trials.csv,air_interface/csv/csi_rs_trials.csv
DL,CSI-RS,12,9,9,9,0.004,3,0,2,2,0,0,nzp,2,3,one,on,0,0,0,273,1092,1,1,1,1,csi_feedback_reference_power_measurement,-126.527065837503,received_csirs_reference_signal_power,observed_after_ofdm_demodulation,runtime_grid_mapped,not_applicable,sixgr.phy.dl.PDSCH_Rx:csirs_runtime_observation,1,air_interface/csv/csi_rs_trials.csv,air_interface/csv/csi_rs_trials.csv
DL,CSI-RS,12,9,9,9,0.004,3,0,15,15,0,0,nzp,2,3,one,on,0,0,0,273,1092,1,1,1,1,csi_feedback_reference_power_measurement,-119.291545089206,received_csirs_reference_signal_power,observed_after_ofdm_demodulation,runtime_grid_mapped,not_applicable,sixgr.phy.dl.PDSCH_Rx:csirs_runtime_observation,1,air_interface/csv/csi_rs_trials.csv,air_interface/csv/csi_rs_trials.csv
DL,CSI-RS,12,9,9,9,0.004,3,0,23,23,0,0,nzp,2,3,one,on,0,0,0,273,1092,1,1,1,1,csi_feedback_reference_power_measurement,-104.05432196028,received_csirs_reference_signal_power,observed_after_ofdm_demodulation,runtime_grid_mapped,not_applicable,sixgr.phy.dl.PDSCH_Rx:csirs_runtime_observation,1,air_interface/csv/csi_rs_trials.csv,air_interface/csv/csi_rs_trials.csv
DL,CSI-RS,12,9,9,9,0.004,3,0,18,18,0,0,nzp,2,3,one,on,0,0,0,273,1092,1,1,1,1,csi_feedback_reference_power_measurement,-103.393320356369,received_csirs_reference_signal_power,observed_after_ofdm_demodulation,runtime_grid_mapped,not_applicable,sixgr.phy.dl.PDSCH_Rx:csirs_runtime_observation,1,air_interface/csv/csi_rs_trials.csv,air_interface/csv/csi_rs_trials.csv
DL,CSI-RS,12,9,9,9,0.004,3,0,12,12,0,0,nzp,2,3,one,on,0,0,0,273,1092,1,1,1,1,csi_feedback_reference_power_measurement,-102.265708266133,received_csirs_reference_signal_power,observed_after_ofdm_demodulation,runtime_grid_mapped,not_applicable,sixgr.phy.dl.PDSCH_Rx:csirs_runtime_observation,1,air_interface/csv/csi_rs_trials.csv,air_interface/csv/csi_rs_trials.csv
DL,CSI-RS,12,9,9,9,0.004,3,0,13,13,0,0,nzp,2,3,one,on,0,0,0,273,1092,1,1,1,1,csi_feedback_reference_power_measurement,-115.070861976452,received_csirs_reference_signal_power,observed_after_ofdm_demodulation,runtime_grid_mapped,not_applicable,sixgr.phy.dl.PDSCH_Rx:csirs_runtime_observation,1,air_interface/csv/csi_rs_trials.csv,air_interface/csv/csi_rs_trials.csv
DL,CSI-RS,12,9,9,9,0.004,3,0,16,16,0,0,nzp,2,3,one,on,0,0,0,273,1092,1,1,1,1,csi_feedback_reference_power_measurement,-124.371985130091,received_csirs_reference_signal_power,observed_after_ofdm_demodulation,runtime_grid_mapped,not_applicable,sixgr.phy.dl.PDSCH_Rx:csirs_runtime_observation,1,air_interface/csv/csi_rs_trials.csv,air_interface/csv/csi_rs_trials.csv
DL,CSI-RS,12,9,9,9,0.004,3,0,24,24,0,0,nzp,2,3,one,on,0,0,0,273,1092,1,1,1,1,csi_feedback_reference_power_measurement,-119.078026771827,received_csirs_reference_signal_power,observed_after_ofdm_demodulation,runtime_grid_mapped,not_applicable,sixgr.phy.dl.PDSCH_Rx:csirs_runtime_observation,1,air_interface/csv/csi_rs_trials.csv,air_interface/csv/csi_rs_trials.csv
DL,CSI-RS,12,9,9,9,0.004,3,0,33,33,0,0,nzp,2,3,one,on,0,0,0,273,1092,1,1,1,1,csi_feedback_reference_power_measurement,-130.609869409092,received_csirs_reference_signal_power,observed_after_ofdm_demodulation,runtime_grid_mapped,not_applicable,sixgr.phy.dl.PDSCH_Rx:csirs_runtime_observation,1,air_interface/csv/csi_rs_trials.csv,air_interface/csv/csi_rs_trials.csv
DL,CSI-RS,12,9,9,9,0.004,4,0,22,22,0,0,nzp,2,3,one,on,0,0,0,273,1092,1,1,1,1,csi_feedback_reference_power_measurement,-70.7899650817258,received_csirs_reference_signal_power,observed_after_ofdm_demodulation,runtime_grid_mapped,not_applicable,sixgr.phy.dl.PDSCH_Rx:csirs_runtime_observation,1,air_interface/csv/csi_rs_trials.csv,air_interface/csv/csi_rs_trials.csv
DL,CSI-RS,12,9,9,9,0.004,4,0,34,34,0,0,nzp,2,3,one,on,0,0,0,273,1092,1,1,1,1,csi_feedback_reference_power_measurement,-122.955382454379,received_csirs_reference_signal_power,observed_after_ofdm_demodulation,runtime_grid_mapped,not_applicable,sixgr.phy.dl.PDSCH_Rx:csirs_runtime_observation,1,air_interface/csv/csi_rs_trials.csv,air_interface/csv/csi_rs_trials.csv
DL,CSI-RS,12,9,9,9,0.004,4,0,42,42,0,0,nzp,2,3,one,on,0,0,0,273,1092,1,1,1,1,csi_feedback_reference_power_measurement,-114.697477028226,received_csirs_reference_signal_power,observed_after_ofdm_demodulation,runtime_grid_mapped,not_applicable,sixgr.phy.dl.PDSCH_Rx:csirs_runtime_observation,1,air_interface/csv/csi_rs_trials.csv,air_interface/csv/csi_rs_trials.csv
