SNR_dB,DL_BER,DL_BER_CI_Low,DL_BER_CI_High,DL_BLER,DL_BLER_CI_Low,DL_BLER_CI_High,DL_TrialCount,DL_FailureCount,DL_Throughput_Mbps,DL_Throughput_CI_Low,DL_Throughput_CI_High,DL_OfferedThroughput_Mbps,DL_Goodput_Mbps,DL_CodeBlockBLER,DL_CBG_BLER,DL_DecodeLatency_ms,DL_DecoderComplexityUnits,DL_NormalizedDecoderComplexity,UL_BER,UL_BER_CI_Low,UL_BER_CI_High,UL_BLER,UL_BLER_CI_Low,UL_BLER_CI_High,UL_TrialCount,UL_FailureCount,UL_Throughput_Mbps,UL_Throughput_CI_Low,UL_Throughput_CI_High,UL_OfferedThroughput_Mbps,UL_Goodput_Mbps,UL_CodeBlockBLER,UL_CBG_BLER,UL_DecodeLatency_ms,UL_DecoderComplexityUnits,UL_NormalizedDecoderComplexity,SRS_NMSE_dB,SRS_NMSE_CI_Low,SRS_NMSE_CI_High,SRS_TrialCount
12,0.15505090645687,0.154257024467856,0.155848121262784,0.266666666666667,0.202371613549353,0.342614500489083,150,40,3.20789333333333,2.33531628263583,4.08047038403084,10.6024533333333,3.20789333333333,0.971014492753623,0.986666666666667,17.038766,34734.9866666667,4.0552591647798,0.141902940207859,0.141235070901623,0.142573443389767,0.46875,0.372060744385322,0.567843979855783,96,45,9.27333333333333,5.825149308773,12.7215173578937,21.7615,9.27333333333333,0.698412698412698,0.8125,21.183365625,62557,4.92796624996367,-27.2655854370409,-27.6778308958926,-26.8533399781891,37
