Direction,SNR_dB,Frame,Slot,UEIndex,RNTI,SelectedBeamIndex,BestBeamIndex,BeamHit,TopKBeamHit,BeamCandidateCount,SelectedBeamGain_dB,BestBeamGain_dB,BeamGainGap_dB,ReceiverHestSINR_dB,ChannelGain_dB,BeamSelectionStrategy,BeamIndexSet,ConfiguredBeamSelectionStrategy,AppliedBeamIndexSet,PrecoderSource,PrecodingMode,PrecodingApplicationStage,PrecodingActive,ExplicitBeamWeightsApplied,TransformPrecodingApplied,BeamformingApplied,AppliedPrecoderPMI,AppliedPrecoderPMIType,AppliedPrecoderCodebookMode,PrecodingNumPorts,PrecodingNumLayers,PrecodingMatrixRows,PrecodingMatrixCols,ExecutionModel,Status,BeamSweepEnabled,BeamCountConfigured
"DL",12,8,8,46,46,2,2,1,1,32,-143.01954742166,-143.01954742166,0,13.5160503236103,-139.593214939087,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","5|6","codebook_dft","explicit-wideband","nrPDSCHPrecode_before_RE_mapping",1,1,0,1,4,"type1","type1_su_mimo",64,2,64,2,"slot_coupled_truth","FAIL",1,32
"DL",12,8,8,1,1,1,28,0,0,32,-130.799982507528,-130.75296437863,0.0470181288977471,25.782219392879,-124.44283917469,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","2|3","codebook_dft","explicit-wideband","nrPDSCHPrecode_before_RE_mapping",1,1,0,1,1,"type1","type1_su_mimo",64,2,64,2,"slot_coupled_truth","PASS",1,32
"DL",12,8,8,8,8,2,4,0,0,32,-144.453382704718,-144.438057990054,0.015324714664473,3.04299431372846,-139.598805407062,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","1|2","codebook_dft","explicit-wideband","nrPDSCHPrecode_before_RE_mapping",1,1,0,1,0,"type1","type1_su_mimo",64,2,64,2,"slot_coupled_truth","PASS",1,32
"DL",12,8,8,11,11,1,31,0,0,32,-153.87442155661,-153.76354518982,0.110876366789995,2.77205255545033,-148.026565173841,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","2|3","codebook_dft","explicit-wideband","nrPDSCHPrecode_before_RE_mapping",1,1,0,1,1,"type1","type1_su_mimo",64,2,64,2,"slot_coupled_truth","PASS",1,32
"DL",12,8,8,17,17,2,14,0,0,32,-145.61228982522,-144.643861443442,0.968428381777784,7.76519282442061,-140.194571512177,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","16|17","codebook_dft","explicit-wideband","nrPDSCHPrecode_before_RE_mapping",1,1,0,1,15,"type1","type1_su_mimo",64,2,64,2,"slot_coupled_truth","PASS",1,32
"DL",12,8,8,21,21,1,1,1,1,32,-138.87332228022,-138.87332228022,0,17.66227546505,-135.109729424732,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","15|16","codebook_dft","explicit-wideband","nrPDSCHPrecode_before_RE_mapping",1,1,0,1,14,"type1","type1_su_mimo",64,2,64,2,"slot_coupled_truth","FAIL",1,32
"DL",12,8,8,25,25,2,6,0,0,32,-142.337765982099,-142.191960077573,0.14580590452573,14.3435217974046,-135.833501031397,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","26|27","codebook_dft","explicit-wideband","nrPDSCHPrecode_before_RE_mapping",1,1,0,1,25,"type1","type1_su_mimo",64,2,64,2,"slot_coupled_truth","PASS",1,32
"DL",12,8,8,28,28,2,3,0,0,32,-146.009771099885,-145.950258208387,0.0595128914978318,10.5800209339117,-139.761316648384,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","4|5","codebook_dft","explicit-wideband","nrPDSCHPrecode_before_RE_mapping",1,1,0,1,3,"type1","type1_su_mimo",64,2,64,2,"slot_coupled_truth","PASS",1,32
"DL",12,8,8,31,31,2,3,0,0,32,-156.53559774527,-156.53559774527,0,-1.42402321682561,-155.278125874285,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","30|31","codebook_dft","explicit-wideband","nrPDSCHPrecode_before_RE_mapping",1,1,0,1,29,"type1","type1_su_mimo",64,2,64,2,"slot_coupled_truth","FAIL",1,32
"DL",12,8,8,36,36,2,3,0,1,32,-124.894069311975,-124.877739250579,0.0163300613961468,31.657858494691,-121.4278305301,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","27|28","codebook_dft","explicit-wideband","nrPDSCHPrecode_before_RE_mapping",1,1,0,1,26,"type1","type1_su_mimo",64,2,64,2,"slot_coupled_truth","PASS",1,32
"DL",12,8,8,39,39,2,16,0,0,32,-123.631193523039,-122.457070724055,1.17412279898434,34.0739334588204,-114.586288892202,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","2|3","codebook_dft","explicit-wideband","nrPDSCHPrecode_before_RE_mapping",1,1,0,1,1,"type1","type1_su_mimo",64,2,64,2,"slot_coupled_truth","PASS",1,32
"DL",12,8,8,48,48,2,4,0,0,32,-133.819519707729,-133.64979288584,0.169726821888304,1.95521186448808,-130.299061763108,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","31|32","codebook_dft","explicit-wideband","nrPDSCHPrecode_before_RE_mapping",1,1,0,1,30,"type1","type1_su_mimo",64,2,64,2,"slot_coupled_truth","FAIL",1,32
"DL",12,9,9,3,3,2,6,0,0,32,-101.581843559487,-101.485217538292,0.0966260211948509,48.7242436905469,-95.2672018166768,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","9|10","codebook_dft","explicit-wideband","nrPDSCHPrecode_before_RE_mapping",1,1,0,1,8,"type1","type1_su_mimo",64,2,64,2,"slot_coupled_truth","FAIL",1,32
"DL",12,9,9,26,26,1,1,1,1,32,-123.686798866117,-123.686798866117,0,32.7243862790248,-117.33587650602,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","1","codebook_dft","explicit-wideband","nrPDSCHPrecode_before_RE_mapping",1,1,0,1,0,"type1","type1_su_mimo",64,1,64,1,"slot_coupled_truth","FAIL",1,32
"DL",12,9,9,43,43,2,15,0,0,32,-128.319880169547,-126.48507541929,1.83480475025695,30.0483674973114,-120.953836546827,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","16|17","codebook_dft","explicit-wideband","nrPDSCHPrecode_before_RE_mapping",1,1,0,1,15,"type1","type1_su_mimo",64,2,64,2,"slot_coupled_truth","FAIL",1,32
"DL",12,9,9,47,47,2,11,0,0,32,-139.75987415736,-138.87931141157,0.880562745790144,17.6540048999484,-132.975695294896,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","15|16","codebook_dft","explicit-wideband","nrPDSCHPrecode_before_RE_mapping",1,1,0,1,14,"type1","type1_su_mimo",64,2,64,2,"slot_coupled_truth","FAIL",1,32
"DL",12,9,9,19,19,1,1,1,1,32,-151.037765126329,-151.037765126329,0,5.49783261894108,-144.241863304088,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","32","codebook_dft","explicit-wideband","nrPDSCHPrecode_before_RE_mapping",1,1,0,1,31,"type1","type1_su_mimo",64,1,64,1,"slot_coupled_truth","PASS",1,32
"DL",12,9,9,14,14,1,1,1,1,32,-97.6617788874385,-97.6617788874385,0,26.1468200163299,-91.3154365231206,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","1","codebook_dft","explicit-wideband","nrPDSCHPrecode_before_RE_mapping",1,1,0,1,0,"type1","type1_su_mimo",64,1,64,1,"slot_coupled_truth","PASS",1,32
"DL",12,9,9,5,5,1,31,0,0,32,-120.051029919085,-119.93203749181,0.118992427274762,36.5963604376676,-114.569011075259,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","3|4","codebook_dft","explicit-wideband","nrPDSCHPrecode_before_RE_mapping",1,1,0,1,2,"type1","type1_su_mimo",64,2,64,2,"slot_coupled_truth","PASS",1,32
"DL",12,9,9,9,9,2,11,0,0,32,-156.53559774527,-156.53559774527,0,-13.0724844460356,-163.709388628461,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","3|4","codebook_dft","explicit-wideband","nrPDSCHPrecode_before_RE_mapping",1,1,0,1,2,"type1","type1_su_mimo",64,2,64,2,"slot_coupled_truth","PASS",1,32
"DL",12,9,9,40,40,2,3,0,0,32,-125.284320164525,-125.235818122401,0.0485020421237436,28.7819452153272,-119.727833023504,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","4|5","codebook_dft","explicit-wideband","nrPDSCHPrecode_before_RE_mapping",1,1,0,1,3,"type1","type1_su_mimo",64,2,64,2,"slot_coupled_truth","PASS",1,32
"DL",12,9,9,10,10,2,4,0,0,32,-138.152907933616,-138.080504722045,0.0724032115716966,18.4533637435555,-132.258082375991,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","3|4","codebook_dft","explicit-wideband","nrPDSCHPrecode_before_RE_mapping",1,1,0,1,2,"type1","type1_su_mimo",64,2,64,2,"slot_coupled_truth","FAIL",1,32
"DL",12,9,9,35,35,2,2,1,1,32,-147.579486106503,-147.579486106503,0,8.95588452120266,-141.219665408456,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","2|3","codebook_dft","explicit-wideband","nrPDSCHPrecode_before_RE_mapping",1,1,0,1,1,"type1","type1_su_mimo",64,2,64,2,"slot_coupled_truth","FAIL",1,32
"DL",12,9,9,50,50,1,1,1,1,32,-126.5172394232,-126.5172394232,0,30.0183583220703,-119.613370826923,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","3","codebook_dft","explicit-wideband","nrPDSCHPrecode_before_RE_mapping",1,1,0,1,2,"type1","type1_su_mimo",64,1,64,1,"slot_coupled_truth","PASS",1,32
"DL",12,9,9,4,4,1,1,1,1,32,-124.71353260919,-124.71353260919,0,28.7956228769366,-119.484506578768,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","1|2","codebook_dft","explicit-wideband","nrPDSCHPrecode_before_RE_mapping",1,1,0,1,0,"type1","type1_su_mimo",64,2,64,2,"slot_coupled_truth","PASS",1,32
"DL",12,9,9,6,6,1,1,1,1,32,-121.523700717742,-121.523700717742,0,30.8872337659992,-115.732771242336,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","1","codebook_dft","explicit-wideband","nrPDSCHPrecode_before_RE_mapping",1,1,0,1,0,"type1","type1_su_mimo",64,1,64,1,"slot_coupled_truth","PASS",1,32
"DL",12,9,9,29,29,2,3,0,1,32,-140.800411972044,-140.786118811846,0.0142931601981786,15.7494789334243,-135.98900526284,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","29|30","codebook_dft","explicit-wideband","nrPDSCHPrecode_before_RE_mapping",1,1,0,1,28,"type1","type1_su_mimo",64,2,64,2,"slot_coupled_truth","FAIL",1,32
"DL",12,9,9,41,41,2,3,0,1,32,-147.28001641554,-147.278441286551,0.0015751289889181,9.256368965635,-143.323047454797,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","5|6","codebook_dft","explicit-wideband","nrPDSCHPrecode_before_RE_mapping",1,1,0,1,4,"type1","type1_su_mimo",64,2,64,2,"slot_coupled_truth","FAIL",1,32
"DL",12,9,9,45,45,2,3,0,1,32,-148.933738256956,-148.892572796124,0.0411654608327297,7.64302494914664,-144.448194369534,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","4|5","codebook_dft","explicit-wideband","nrPDSCHPrecode_before_RE_mapping",1,1,0,1,3,"type1","type1_su_mimo",64,2,64,2,"slot_coupled_truth","PASS",1,32
"DL",12,9,9,2,2,1,32,0,0,32,-151.772300289983,-151.758753259822,0.0135470301611065,4.77684448544831,-145.957814712371,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","32|33","codebook_dft","explicit-wideband","nrPDSCHPrecode_before_RE_mapping",1,1,0,1,31,"type1","type1_su_mimo",64,2,64,2,"slot_coupled_truth","FAIL",1,32
"DL",12,9,9,15,15,1,1,1,1,32,-151.08862003366,-151.08862003366,0,5.4469777116107,-141.765087772723,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","3","codebook_dft","explicit-wideband","nrPDSCHPrecode_before_RE_mapping",1,1,0,1,2,"type1","type1_su_mimo",64,1,64,1,"slot_coupled_truth","FAIL",1,32
"DL",12,9,9,23,23,2,2,1,1,32,-151.542869928094,-151.542869928094,0,4.99272781717576,-145.691416675995,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","27|28","codebook_dft","explicit-wideband","nrPDSCHPrecode_before_RE_mapping",1,1,0,1,26,"type1","type1_su_mimo",64,2,64,2,"slot_coupled_truth","FAIL",1,32
"DL",12,9,9,18,18,1,1,1,1,32,-113.471433553256,-113.471433553256,0,41.5696431055396,-107.143000780356,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","1","codebook_dft","explicit-wideband","nrPDSCHPrecode_before_RE_mapping",1,1,0,1,0,"type1","type1_su_mimo",64,1,64,1,"slot_coupled_truth","PASS",1,32
"DL",12,9,9,12,12,2,2,1,1,32,-152.44756837525,-152.44756837525,0,4.08802937002009,-147.374946411112,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","29|30","codebook_dft","explicit-wideband","nrPDSCHPrecode_before_RE_mapping",1,1,0,1,28,"type1","type1_su_mimo",64,2,64,2,"slot_coupled_truth","PASS",1,32
"DL",12,9,9,13,13,1,32,0,1,32,-150.848354029611,-150.83217822269,0.0161758069210975,5.70341952258054,-144.592363130036,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","3|4","codebook_dft","explicit-wideband","nrPDSCHPrecode_before_RE_mapping",1,1,0,1,2,"type1","type1_su_mimo",64,2,64,2,"slot_coupled_truth","PASS",1,32
"DL",12,9,9,16,16,2,3,0,1,32,-156.53559774527,-156.53559774527,0,-5.97354412750866,-157.475888325348,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","15|16","codebook_dft","explicit-wideband","nrPDSCHPrecode_before_RE_mapping",1,1,0,1,14,"type1","type1_su_mimo",64,2,64,2,"slot_coupled_truth","PASS",1,32
"DL",12,9,9,24,24,2,3,0,0,32,-150.060621537027,-150.006658508827,0.0539630282003714,6.52893923644336,-144.192508140178,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","3|4","codebook_dft","explicit-wideband","nrPDSCHPrecode_before_RE_mapping",1,1,0,1,2,"type1","type1_su_mimo",64,2,64,2,"slot_coupled_truth","PASS",1,32
"DL",12,9,9,33,33,2,5,0,0,32,-156.53559774527,-156.53559774527,0,-17.0522643156633,-166.447859255158,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","26|27","codebook_dft","explicit-wideband","nrPDSCHPrecode_before_RE_mapping",1,1,0,1,25,"type1","type1_su_mimo",64,2,64,2,"slot_coupled_truth","PASS",1,32
"DL",12,9,9,22,22,2,2,1,1,32,-125.135988552419,-125.135988552419,0,31.389915230733,-119.302826207541,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","28|29","codebook_dft","explicit-wideband","nrPDSCHPrecode_before_RE_mapping",1,1,0,1,27,"type1","type1_su_mimo",64,2,64,2,"slot_coupled_truth","FAIL",1,32
"DL",12,9,9,34,34,2,4,0,0,32,-148.704505070876,-148.643549943492,0.0609551273838633,7.88945892804647,-142.318273131113,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","10|11","codebook_dft","explicit-wideband","nrPDSCHPrecode_before_RE_mapping",1,1,0,1,9,"type1","type1_su_mimo",64,2,64,2,"slot_coupled_truth","FAIL",1,32
"DL",12,9,9,42,42,2,3,0,0,32,-156.53559774527,-156.53559774527,0,-7.84854443039485,-159.106135734635,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","20|21","codebook_dft","explicit-wideband","nrPDSCHPrecode_before_RE_mapping",1,1,0,1,19,"type1","type1_su_mimo",64,2,64,2,"slot_coupled_truth","FAIL",1,32
"DL",12,9,9,38,38,1,1,1,1,32,-95.6332045532141,-95.6332045532141,0,55.7082775718562,-88.7455408032268,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","1","codebook_dft","explicit-wideband","nrPDSCHPrecode_before_RE_mapping",1,1,0,1,0,"type1","type1_su_mimo",64,1,64,1,"slot_coupled_truth","PASS",1,32
"DL",12,9,9,8,8,2,3,0,1,32,-156.53559774527,-156.53559774527,0,-12.7377511162643,-162.887683798647,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","4|5","codebook_dft","explicit-wideband","nrPDSCHPrecode_before_RE_mapping",1,1,0,1,3,"type1","type1_su_mimo",64,2,64,2,"slot_coupled_truth","PASS",1,32
"DL",12,9,9,20,20,1,24,0,0,32,-156.53559774527,-156.53559774527,0,-7.26735272294743,-155.326716339087,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","3|4","codebook_dft","explicit-wideband","nrPDSCHPrecode_before_RE_mapping",1,1,0,1,2,"type1","type1_su_mimo",64,2,64,2,"slot_coupled_truth","PASS",1,32
"DL",12,9,9,32,32,1,1,1,1,32,-131.897562558597,-131.897562558597,0,24.6322720409335,-124.92229032669,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","26|27","codebook_dft","explicit-wideband","nrPDSCHPrecode_before_RE_mapping",1,1,0,1,25,"type1","type1_su_mimo",64,2,64,2,"slot_coupled_truth","PASS",1,32
"DL",12,9,9,37,37,2,3,0,1,32,-145.155170333166,-145.114636960879,0.0405333722866033,11.4209607843911,-140.502380488491,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","12|13","codebook_dft","explicit-wideband","nrPDSCHPrecode_before_RE_mapping",1,1,0,1,11,"type1","type1_su_mimo",64,2,64,2,"slot_coupled_truth","FAIL",1,32
"DL",12,9,9,44,44,2,5,0,0,32,-120.448153218174,-120.336692829482,0.111460388691754,36.1966432436965,-114.204666376553,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","12|13","codebook_dft","explicit-wideband","nrPDSCHPrecode_before_RE_mapping",1,1,0,1,11,"type1","type1_su_mimo",64,2,64,2,"slot_coupled_truth","FAIL",1,32
"DL",12,9,9,49,49,2,5,0,0,32,-129.281217940692,-128.99152738867,0.289690552021113,27.2387127026495,-124.477138133684,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","23|24","codebook_dft","explicit-wideband","nrPDSCHPrecode_before_RE_mapping",1,1,0,1,22,"type1","type1_su_mimo",64,2,64,2,"slot_coupled_truth","FAIL",1,32
"DL",12,9,9,30,30,2,7,0,0,32,-133.504139080117,-133.034862617761,0.469276462355651,23.4933191078217,-123.077879308492,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","11|12","codebook_dft","explicit-wideband","nrPDSCHPrecode_before_RE_mapping",1,1,0,1,10,"type1","type1_su_mimo",64,2,64,2,"slot_coupled_truth","FAIL",1,32
"DL",12,9,9,39,39,2,2,1,1,32,-149.08854222222,-149.08854222222,0,7.44705552305024,-142.450995303439,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","15|16","codebook_dft","explicit-wideband","nrPDSCHPrecode_before_RE_mapping",1,1,0,1,14,"type1","type1_su_mimo",64,2,64,2,"slot_coupled_truth","FAIL",1,32
"DL",12,9,9,7,7,2,6,0,0,32,-156.53559774527,-156.53559774527,0,-15.1541216781426,-165.604089070181,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","19|20","codebook_dft","explicit-wideband","nrPDSCHPrecode_before_RE_mapping",1,1,0,1,18,"type1","type1_su_mimo",64,2,64,2,"slot_coupled_truth","FAIL",1,32
"DL",12,9,9,46,46,1,1,1,1,32,-126.789462444282,-126.789462444282,0,29.7461353009879,-117.25742508696,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","2","codebook_dft","explicit-wideband","nrPDSCHPrecode_before_RE_mapping",1,1,0,1,1,"type1","type1_su_mimo",64,1,64,1,"slot_coupled_truth","PASS",1,32
"DL",12,9,9,27,27,1,1,1,1,32,-141.082470655722,-141.082470655722,0,15.4531270895479,-130.852141258399,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","2","codebook_dft","explicit-wideband","nrPDSCHPrecode_before_RE_mapping",1,1,0,1,1,"type1","type1_su_mimo",64,1,64,1,"slot_coupled_truth","PASS",1,32
"DL",12,9,9,11,11,1,1,1,1,32,-156.53559774527,-156.53559774527,0,-33.2617296244363,-180.781479432971,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","31","codebook_dft","explicit-wideband","nrPDSCHPrecode_before_RE_mapping",1,1,0,1,30,"type1","type1_su_mimo",64,1,64,1,"slot_coupled_truth","FAIL",1,32
"DL",12,9,9,1,1,2,14,0,0,32,-156.53559774527,-156.53559774527,0,-18.9814222972602,-167.087563864285,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","27|28","codebook_dft","explicit-wideband","nrPDSCHPrecode_before_RE_mapping",1,1,0,1,26,"type1","type1_su_mimo",64,2,64,2,"slot_coupled_truth","PASS",1,32
"DL",12,9,9,17,17,2,2,1,1,32,-156.53559774527,-156.53559774527,0,-5.7103899057176,-156.014517889077,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","14|15","codebook_dft","explicit-wideband","nrPDSCHPrecode_before_RE_mapping",1,1,0,1,13,"type1","type1_su_mimo",64,2,64,2,"slot_coupled_truth","FAIL",1,32
"DL",12,9,9,21,21,2,17,0,0,32,-132.248619581131,-131.551541581889,0.697077999242026,23.7002547860533,-123.386840870091,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","1|2","codebook_dft","explicit-wideband","nrPDSCHPrecode_before_RE_mapping",1,1,0,1,0,"type1","type1_su_mimo",64,2,64,2,"slot_coupled_truth","PASS",1,32
"DL",12,9,9,25,25,1,1,1,1,32,-143.566151711463,-143.566151711463,0,12.9694460338069,-136.858098843884,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","5|6","codebook_dft","explicit-wideband","nrPDSCHPrecode_before_RE_mapping",1,1,0,1,4,"type1","type1_su_mimo",64,2,64,2,"slot_coupled_truth","FAIL",1,32
"DL",12,9,9,28,28,2,2,1,1,32,-138.895587604521,-138.895587604521,0,17.6314221408223,-132.231395795139,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","3|4","codebook_dft","explicit-wideband","nrPDSCHPrecode_before_RE_mapping",1,1,0,1,2,"type1","type1_su_mimo",64,2,64,2,"slot_coupled_truth","PASS",1,32
"DL",12,9,9,31,31,1,1,1,1,32,-126.495696014882,-126.495696014882,0,30.0399017303883,-116.194275947913,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","3","codebook_dft","explicit-wideband","nrPDSCHPrecode_before_RE_mapping",1,1,0,1,2,"type1","type1_su_mimo",64,1,64,1,"slot_coupled_truth","PASS",1,32
"DL",12,9,9,36,36,2,2,1,1,32,-147.258364425498,-147.258364425498,0,9.27723331977267,-140.287490637349,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","3|4","codebook_dft","explicit-wideband","nrPDSCHPrecode_before_RE_mapping",1,1,0,1,2,"type1","type1_su_mimo",64,2,64,2,"slot_coupled_truth","PASS",1,32
"DL",12,9,9,48,48,2,7,0,0,32,-156.53559774527,-156.53559774527,0,-30.8520153584847,-157.34669967862,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","4|5","codebook_dft","explicit-wideband","nrPDSCHPrecode_before_RE_mapping",1,1,0,1,3,"type1","type1_su_mimo",64,2,64,2,"slot_coupled_truth","FAIL",1,32
"UL",12,9,9,3,3,1,1,1,1,32,-114.792872466398,-114.792872466398,0,41.7427252788724,-120.441377007266,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","1","ul_pusch_native_codebook_tpmi","ul_codebook_tpmi","nrPUSCH_native_codebook_precoding_during_modulation",1,0,0,1,0,"pusch_codebook","nr_pusch_codebook",2,1,2,1,"slot_coupled_truth","PASS",1,32
"UL",12,9,9,5,5,1,1,1,1,32,-111.112616214459,-111.112616214459,0,45.4229815308107,-116.604446657079,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","1","ul_pusch_native_codebook_tpmi","ul_codebook_tpmi","nrPUSCH_native_codebook_precoding_during_modulation",1,0,0,1,0,"pusch_codebook","nr_pusch_codebook",2,1,2,1,"slot_coupled_truth","PASS",1,32
"UL",12,9,9,9,9,1,1,1,1,32,-133.647584747381,-133.647584747381,0,22.8880129978893,-139.307958698542,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","1","ul_pusch_native_codebook_tpmi","ul_codebook_tpmi","nrPUSCH_native_codebook_precoding_during_modulation",1,0,0,1,0,"pusch_codebook","nr_pusch_codebook",2,1,2,1,"slot_coupled_truth","FAIL",1,32
"UL",12,9,9,14,14,1,1,1,1,32,-112.891295712264,-112.891295712264,0,37.9931130779106,-118.408250531208,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","1","ul_pusch_native_codebook_tpmi","ul_codebook_tpmi","nrPUSCH_native_codebook_precoding_during_modulation",1,0,0,1,0,"pusch_codebook","nr_pusch_codebook",2,1,2,1,"slot_coupled_truth","PASS",1,32
"UL",12,9,9,19,19,1,1,1,1,32,-125.887690941792,-125.887690941792,0,30.6479068034782,-131.48989576896,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","1","ul_pusch_native_codebook_tpmi","ul_codebook_tpmi","nrPUSCH_native_codebook_precoding_during_modulation",1,0,0,1,0,"pusch_codebook","nr_pusch_codebook",2,1,2,1,"slot_coupled_truth","PASS",1,32
"UL",12,9,9,26,26,1,1,1,1,32,-132.907540961871,-132.907540961871,0,23.6280567833995,-138.538884985401,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","1","ul_pusch_native_codebook_tpmi","ul_codebook_tpmi","nrPUSCH_native_codebook_precoding_during_modulation",1,0,0,1,0,"pusch_codebook","nr_pusch_codebook",2,1,2,1,"slot_coupled_truth","PASS",1,32
"UL",12,9,9,40,40,1,1,1,1,32,-112.442023491745,-112.442023491745,0,44.0935742535252,-118.077314569381,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","1","ul_pusch_native_codebook_tpmi","ul_codebook_tpmi","nrPUSCH_native_codebook_precoding_during_modulation",1,0,0,1,0,"pusch_codebook","nr_pusch_codebook",2,1,2,1,"slot_coupled_truth","PASS",1,32
"UL",12,9,9,43,43,1,1,1,1,32,-127.839000722055,-127.839000722055,0,28.6965970232153,-133.526824315436,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","1","ul_pusch_native_codebook_tpmi","ul_codebook_tpmi","nrPUSCH_native_codebook_precoding_during_modulation",1,0,0,1,0,"pusch_codebook","nr_pusch_codebook",2,1,2,1,"slot_coupled_truth","PASS",1,32
"UL",12,9,9,47,47,1,1,1,1,32,-125.118263022831,-125.118263022831,0,31.4173347224393,-130.769633683599,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","1","ul_pusch_native_codebook_tpmi","ul_codebook_tpmi","nrPUSCH_native_codebook_precoding_during_modulation",1,0,0,1,0,"pusch_codebook","nr_pusch_codebook",2,1,2,1,"slot_coupled_truth","PASS",1,32
"UL",12,9,9,4,4,1,1,1,1,32,-136.193189137387,-136.193189137387,0,20.3424086078836,-142.377589177548,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","1","ul_pusch_native_codebook_tpmi","ul_codebook_tpmi","nrPUSCH_native_codebook_precoding_during_modulation",1,0,0,1,0,"pusch_codebook","nr_pusch_codebook",2,1,2,1,"slot_coupled_truth","PASS",1,32
"UL",12,9,9,6,6,1,1,1,1,32,-134.748891519201,-134.748891519201,0,21.7867062260691,-140.946324896441,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","1","ul_pusch_native_codebook_tpmi","ul_codebook_tpmi","nrPUSCH_native_codebook_precoding_during_modulation",1,0,0,1,0,"pusch_codebook","nr_pusch_codebook",2,1,2,1,"slot_coupled_truth","PASS",1,32
