Direction,SNR_dB,Frame,Slot,UEIndex,RNTI,SelectedBeamIndex,BestBeamIndex,BeamHit,TopKBeamHit,BeamCandidateCount,SelectedBeamGain_dB,BestBeamGain_dB,BeamGainGap_dB,ReceiverHestSINR_dB,ChannelGain_dB,BeamSelectionStrategy,BeamIndexSet,ConfiguredBeamSelectionStrategy,AppliedBeamIndexSet,PrecoderSource,PrecodingMode,PrecodingApplicationStage,PrecodingActive,ExplicitBeamWeightsApplied,TransformPrecodingApplied,BeamformingApplied,AppliedPrecoderPMI,AppliedPrecoderPMIType,AppliedPrecoderCodebookMode,PrecodingNumPorts,PrecodingNumLayers,PrecodingMatrixRows,PrecodingMatrixCols,ExecutionModel,Status,BeamSweepEnabled,BeamCountConfigured
"UL",12,9,9,10,10,1,1,1,1,32,-129.352512309769,-129.352512309769,0,27.1830854355009,-135.442589197777,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","1","ul_pusch_native_codebook_tpmi","ul_codebook_tpmi","nrPUSCH_native_codebook_precoding_during_modulation",1,0,0,1,0,"pusch_codebook","nr_pusch_codebook",2,1,2,1,"slot_coupled_truth","PASS",1,32
"UL",12,9,9,29,29,1,1,1,1,32,-111.589841814269,-111.589841814269,0,44.9457559310017,-117.770141906485,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","1","ul_pusch_native_codebook_tpmi","ul_codebook_tpmi","nrPUSCH_native_codebook_precoding_during_modulation",1,0,0,1,0,"pusch_codebook","nr_pusch_codebook",2,1,2,1,"slot_coupled_truth","PASS",1,32
"UL",12,9,9,35,35,1,1,1,1,32,-141.433635531612,-141.433635531612,0,15.1019622136583,-147.612241202075,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","1","ul_pusch_native_codebook_tpmi","ul_codebook_tpmi","nrPUSCH_native_codebook_precoding_during_modulation",1,0,0,1,0,"pusch_codebook","nr_pusch_codebook",2,1,2,1,"slot_coupled_truth","PASS",1,32
"UL",12,9,9,41,41,1,1,1,1,32,-133.742251504277,-133.742251504277,0,22.7933462409927,-139.836265363631,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","1","ul_pusch_native_codebook_tpmi","ul_codebook_tpmi","nrPUSCH_native_codebook_precoding_during_modulation",1,0,0,1,0,"pusch_codebook","nr_pusch_codebook",2,1,2,1,"slot_coupled_truth","PASS",1,32
"UL",12,9,9,45,45,1,1,1,1,32,-135.696373330437,-135.696373330437,0,20.839224414833,-141.831624843429,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","1","ul_pusch_native_codebook_tpmi","ul_codebook_tpmi","nrPUSCH_native_codebook_precoding_during_modulation",1,0,0,1,0,"pusch_codebook","nr_pusch_codebook",2,1,2,1,"slot_coupled_truth","PASS",1,32
"UL",12,9,9,50,50,1,1,1,1,32,-120.489905404972,-120.489905404972,0,36.0456923402985,-126.600947616842,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","1","ul_pusch_native_codebook_tpmi","ul_codebook_tpmi","nrPUSCH_native_codebook_precoding_during_modulation",1,0,0,1,0,"pusch_codebook","nr_pusch_codebook",2,1,2,1,"slot_coupled_truth","PASS",1,32
"UL",12,9,9,2,2,1,1,1,1,32,-143.486864800508,-143.486864800508,0,13.0487329447623,-149.20286449935,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","1","ul_pusch_native_codebook_tpmi","ul_codebook_tpmi","nrPUSCH_native_codebook_precoding_during_modulation",1,0,0,1,0,"pusch_codebook","nr_pusch_codebook",2,1,2,1,"slot_coupled_truth","FAIL",1,32
"UL",12,9,9,12,12,1,1,1,1,32,-124.497255302905,-124.497255302905,0,32.0383424423651,-130.100614892339,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","1","ul_pusch_native_codebook_tpmi","ul_codebook_tpmi","nrPUSCH_native_codebook_precoding_during_modulation",1,0,0,1,0,"pusch_codebook","nr_pusch_codebook",2,1,2,1,"slot_coupled_truth","PASS",1,32
"UL",12,9,9,13,13,1,1,1,1,32,-136.158410968731,-136.158410968731,0,20.3771867765392,-141.852826122029,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","1","ul_pusch_native_codebook_tpmi","ul_codebook_tpmi","nrPUSCH_native_codebook_precoding_during_modulation",1,0,0,1,0,"pusch_codebook","nr_pusch_codebook",2,1,2,1,"slot_coupled_truth","PASS",1,32
"UL",12,9,9,15,15,1,1,1,1,32,-137.340516586943,-137.340516586943,0,19.1950811583271,-143.003203963217,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","1","ul_pusch_native_codebook_tpmi","ul_codebook_tpmi","nrPUSCH_native_codebook_precoding_during_modulation",1,0,0,1,0,"pusch_codebook","nr_pusch_codebook",2,1,2,1,"slot_coupled_truth","FAIL",1,32
"UL",12,9,9,16,16,1,1,1,1,32,-144.61703575509,-144.61703575509,0,11.91856199018,-150.302325836652,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","1","ul_pusch_native_codebook_tpmi","ul_codebook_tpmi","nrPUSCH_native_codebook_precoding_during_modulation",1,0,0,1,0,"pusch_codebook","nr_pusch_codebook",2,1,2,1,"slot_coupled_truth","FAIL",1,32
"UL",12,9,9,18,18,1,1,1,1,32,-127.702743122036,-127.702743122036,0,28.8328546232343,-133.227174233855,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","1","ul_pusch_native_codebook_tpmi","ul_codebook_tpmi","nrPUSCH_native_codebook_precoding_during_modulation",1,0,0,1,0,"pusch_codebook","nr_pusch_codebook",2,1,2,1,"slot_coupled_truth","PASS",1,32
"UL",12,9,9,23,23,1,1,1,1,32,-128.741717814983,-128.741717814983,0,27.793879930287,-134.380364382048,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","1","ul_pusch_native_codebook_tpmi","ul_codebook_tpmi","nrPUSCH_native_codebook_precoding_during_modulation",1,0,0,1,0,"pusch_codebook","nr_pusch_codebook",2,1,2,1,"slot_coupled_truth","PASS",1,32
"UL",12,9,9,24,24,1,1,1,1,32,-138.799106614647,-138.799106614647,0,17.7364911306236,-144.4597287312,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","1","ul_pusch_native_codebook_tpmi","ul_codebook_tpmi","nrPUSCH_native_codebook_precoding_during_modulation",1,0,0,1,0,"pusch_codebook","nr_pusch_codebook",2,1,2,1,"slot_coupled_truth","FAIL",1,32
"UL",12,9,9,33,33,1,1,1,1,32,-144.055364828067,-144.055364828067,0,12.4802329172032,-149.729394298736,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","1","ul_pusch_native_codebook_tpmi","ul_codebook_tpmi","nrPUSCH_native_codebook_precoding_during_modulation",1,0,0,1,0,"pusch_codebook","nr_pusch_codebook",2,1,2,1,"slot_coupled_truth","FAIL",1,32
"UL",12,9,9,8,8,1,1,1,1,32,-146.812914879873,-146.812914879873,0,9.72268286539769,-151.949582396135,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","1","ul_pusch_native_codebook_tpmi","ul_codebook_tpmi","nrPUSCH_native_codebook_precoding_during_modulation",1,0,0,1,0,"pusch_codebook","nr_pusch_codebook",2,1,2,1,"slot_coupled_truth","FAIL",1,32
"UL",12,9,9,20,20,1,1,1,1,32,-142.214880148407,-142.214880148407,0,14.3207175968637,-147.318600477976,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","1","ul_pusch_native_codebook_tpmi","ul_codebook_tpmi","nrPUSCH_native_codebook_precoding_during_modulation",1,0,0,1,0,"pusch_codebook","nr_pusch_codebook",2,1,2,1,"slot_coupled_truth","FAIL",1,32
"UL",12,9,9,22,22,1,1,1,1,32,-96.1563074388986,-96.1563074388986,0,60.3792903063716,-101.215760525643,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","1","ul_pusch_native_codebook_tpmi","ul_codebook_tpmi","nrPUSCH_native_codebook_precoding_during_modulation",1,0,0,1,0,"pusch_codebook","nr_pusch_codebook",2,1,2,1,"slot_coupled_truth","PASS",1,32
"UL",12,9,9,32,32,1,1,1,1,32,-104.226910769681,-104.226910769681,0,52.308686975589,-109.234214756166,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","1","ul_pusch_native_codebook_tpmi","ul_codebook_tpmi","nrPUSCH_native_codebook_precoding_during_modulation",1,0,0,1,0,"pusch_codebook","nr_pusch_codebook",2,1,2,1,"slot_coupled_truth","FAIL",1,32
"UL",12,9,9,34,34,1,1,1,1,32,-128.503484921419,-128.503484921419,0,28.0321128238514,-133.50257144282,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","1","ul_pusch_native_codebook_tpmi","ul_codebook_tpmi","nrPUSCH_native_codebook_precoding_during_modulation",1,0,0,1,0,"pusch_codebook","nr_pusch_codebook",2,1,2,1,"slot_coupled_truth","FAIL",1,32
"UL",12,9,9,37,37,1,1,1,1,32,-133.52720196036,-133.52720196036,0,23.0083957849102,-138.587824669427,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","1","ul_pusch_native_codebook_tpmi","ul_codebook_tpmi","nrPUSCH_native_codebook_precoding_during_modulation",1,0,0,1,0,"pusch_codebook","nr_pusch_codebook",2,1,2,1,"slot_coupled_truth","PASS",1,32
"UL",12,9,9,38,38,1,1,1,1,32,-111.809629492157,-111.809629492157,0,44.7259682531136,-116.843035189194,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","1","ul_pusch_native_codebook_tpmi","ul_codebook_tpmi","nrPUSCH_native_codebook_precoding_during_modulation",1,0,0,1,0,"pusch_codebook","nr_pusch_codebook",2,1,2,1,"slot_coupled_truth","PASS",1,32
"UL",12,9,9,42,42,1,1,1,1,32,-137.418054996429,-137.418054996429,0,19.1175427488415,-142.528734805044,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","1","ul_pusch_native_codebook_tpmi","ul_codebook_tpmi","nrPUSCH_native_codebook_precoding_during_modulation",1,0,0,1,0,"pusch_codebook","nr_pusch_codebook",2,1,2,1,"slot_coupled_truth","PASS",1,32
"UL",12,9,9,44,44,1,1,1,1,32,-110.589132060911,-110.589132060911,0,45.9464656843589,-115.606869076942,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","1","ul_pusch_native_codebook_tpmi","ul_codebook_tpmi","nrPUSCH_native_codebook_precoding_during_modulation",1,0,0,1,0,"pusch_codebook","nr_pusch_codebook",2,1,2,1,"slot_coupled_truth","PASS",1,32
"UL",12,9,9,49,49,1,1,1,1,32,-111.445503359512,-111.445503359512,0,45.0900943857587,-116.498628481606,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","1","ul_pusch_native_codebook_tpmi","ul_codebook_tpmi","nrPUSCH_native_codebook_precoding_during_modulation",1,0,0,1,0,"pusch_codebook","nr_pusch_codebook",2,1,2,1,"slot_coupled_truth","PASS",1,32
"UL",12,9,9,1,1,1,1,1,1,32,-139.524871084607,-139.524871084607,0,17.0107266606634,-143.949803906246,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","1","ul_pusch_native_codebook_tpmi","ul_codebook_tpmi","nrPUSCH_native_codebook_precoding_during_modulation",1,0,0,1,0,"pusch_codebook","nr_pusch_codebook",2,1,2,1,"slot_coupled_truth","FAIL",1,32
"UL",12,9,9,7,7,1,1,1,1,32,-129.077575073121,-129.077575073121,0,27.4580226721494,-133.201688815043,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","1","ul_pusch_native_codebook_tpmi","ul_codebook_tpmi","nrPUSCH_native_codebook_precoding_during_modulation",1,0,0,1,0,"pusch_codebook","nr_pusch_codebook",2,1,2,1,"slot_coupled_truth","FAIL",1,32
"UL",12,9,9,11,11,1,1,1,1,32,-134.662828226841,-134.662828226841,0,21.8727695184288,-139.106597039267,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","1","ul_pusch_native_codebook_tpmi","ul_codebook_tpmi","nrPUSCH_native_codebook_precoding_during_modulation",1,0,0,1,0,"pusch_codebook","nr_pusch_codebook",2,1,2,1,"slot_coupled_truth","FAIL",1,32
"UL",12,9,9,17,17,1,1,1,1,32,-138.396893240951,-138.396893240951,0,18.1387045043193,-142.839530935561,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","1","ul_pusch_native_codebook_tpmi","ul_codebook_tpmi","nrPUSCH_native_codebook_precoding_during_modulation",1,0,0,1,0,"pusch_codebook","nr_pusch_codebook",2,1,2,1,"slot_coupled_truth","FAIL",1,32
"UL",12,9,9,21,21,1,1,1,1,32,-137.903412324053,-137.903412324053,0,18.6321854212169,-142.27730254146,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","1","ul_pusch_native_codebook_tpmi","ul_codebook_tpmi","nrPUSCH_native_codebook_precoding_during_modulation",1,0,0,1,0,"pusch_codebook","nr_pusch_codebook",2,1,2,1,"slot_coupled_truth","FAIL",1,32
"UL",12,9,9,25,25,1,1,1,1,32,-128.264396210679,-128.264396210679,0,28.271201534591,-132.694686899575,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","1","ul_pusch_native_codebook_tpmi","ul_codebook_tpmi","nrPUSCH_native_codebook_precoding_during_modulation",1,0,0,1,0,"pusch_codebook","nr_pusch_codebook",2,1,2,1,"slot_coupled_truth","PASS",1,32
"UL",12,9,9,27,27,1,1,1,1,32,-132.758079505519,-132.758079505519,0,23.7775182397516,-137.168985215331,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","1","ul_pusch_native_codebook_tpmi","ul_codebook_tpmi","nrPUSCH_native_codebook_precoding_during_modulation",1,0,0,1,0,"pusch_codebook","nr_pusch_codebook",2,1,2,1,"slot_coupled_truth","PASS",1,32
"UL",12,9,9,28,28,1,1,1,1,32,-126.593285321679,-126.593285321679,0,29.9423124235914,-131.013621968442,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","1","ul_pusch_native_codebook_tpmi","ul_codebook_tpmi","nrPUSCH_native_codebook_precoding_during_modulation",1,0,0,1,0,"pusch_codebook","nr_pusch_codebook",2,1,2,1,"slot_coupled_truth","PASS",1,32
"UL",12,9,9,30,30,1,1,1,1,32,-116.488709168246,-116.488709168246,0,40.0468885770244,-120.850640312867,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","1","ul_pusch_native_codebook_tpmi","ul_codebook_tpmi","nrPUSCH_native_codebook_precoding_during_modulation",1,0,0,1,0,"pusch_codebook","nr_pusch_codebook",2,1,2,1,"slot_coupled_truth","PASS",1,32
"UL",12,9,9,31,31,1,1,1,1,32,-112.808984405381,-112.808984405381,0,43.7266133398893,-117.242840823429,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","1","ul_pusch_native_codebook_tpmi","ul_codebook_tpmi","nrPUSCH_native_codebook_precoding_during_modulation",1,0,0,1,0,"pusch_codebook","nr_pusch_codebook",2,1,2,1,"slot_coupled_truth","PASS",1,32
"UL",12,9,9,36,36,1,1,1,1,32,-132.46576839,-132.46576839,0,24.0698293552705,-136.826463401486,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","1","ul_pusch_native_codebook_tpmi","ul_codebook_tpmi","nrPUSCH_native_codebook_precoding_during_modulation",1,0,0,1,0,"pusch_codebook","nr_pusch_codebook",2,1,2,1,"slot_coupled_truth","PASS",1,32
"UL",12,9,9,39,39,1,1,1,1,32,-139.985594505216,-139.985594505216,0,16.5500032400546,-144.348769749277,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","1","ul_pusch_native_codebook_tpmi","ul_codebook_tpmi","nrPUSCH_native_codebook_precoding_during_modulation",1,0,0,1,0,"pusch_codebook","nr_pusch_codebook",2,1,2,1,"slot_coupled_truth","PASS",1,32
"UL",12,10,10,3,3,1,1,1,1,32,-109.329790231293,-109.329790231293,0,47.2058075139773,-117.82508655582,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","1","ul_pusch_native_codebook_tpmi","ul_codebook_tpmi","nrPUSCH_native_codebook_precoding_during_modulation",1,0,0,1,0,"pusch_codebook","nr_pusch_codebook",2,1,2,1,"slot_coupled_truth","FAIL",1,32
"UL",12,10,10,5,5,1,1,1,1,32,-105.325649914955,-105.325649914955,0,51.2099478303152,-113.693911128133,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","1","ul_pusch_native_codebook_tpmi","ul_codebook_tpmi","nrPUSCH_native_codebook_precoding_during_modulation",1,0,0,1,0,"pusch_codebook","nr_pusch_codebook",2,1,2,1,"slot_coupled_truth","PASS",1,32
"UL",12,10,10,9,9,1,1,1,1,32,-128.863576520908,-128.863576520908,0,27.6720212243621,-137.358343332453,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","1","ul_pusch_native_codebook_tpmi","ul_codebook_tpmi","nrPUSCH_native_codebook_precoding_during_modulation",1,0,0,1,0,"pusch_codebook","nr_pusch_codebook",2,1,2,1,"slot_coupled_truth","FAIL",1,32
"UL",12,10,10,14,14,1,1,1,1,32,-107.136473455799,-107.136473455799,0,37.5317673920983,-115.578829349657,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","1","ul_pusch_native_codebook_tpmi","ul_codebook_tpmi","nrPUSCH_native_codebook_precoding_during_modulation",1,0,0,1,0,"pusch_codebook","nr_pusch_codebook",2,1,2,1,"slot_coupled_truth","PASS",1,32
"UL",12,10,10,19,19,1,1,1,1,32,-120.274000372109,-120.274000372109,0,36.2615973731611,-128.762734243771,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","1","ul_pusch_native_codebook_tpmi","ul_codebook_tpmi","nrPUSCH_native_codebook_precoding_during_modulation",1,0,0,1,0,"pusch_codebook","nr_pusch_codebook",2,1,2,1,"slot_coupled_truth","PASS",1,32
"UL",12,10,10,26,26,1,1,1,1,32,-126.838189295161,-126.838189295161,0,29.697408450109,-135.33422468873,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","1","ul_pusch_native_codebook_tpmi","ul_codebook_tpmi","nrPUSCH_native_codebook_precoding_during_modulation",1,0,0,1,0,"pusch_codebook","nr_pusch_codebook",2,1,2,1,"slot_coupled_truth","FAIL",1,32
"UL",12,10,10,40,40,1,1,1,1,32,-106.523057249476,-106.523057249476,0,50.0125404957941,-115.040719703461,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","1","ul_pusch_native_codebook_tpmi","ul_codebook_tpmi","nrPUSCH_native_codebook_precoding_during_modulation",1,0,0,1,0,"pusch_codebook","nr_pusch_codebook",2,1,2,1,"slot_coupled_truth","PASS",1,32
"UL",12,10,10,43,43,1,1,1,1,32,-121.880028951632,-121.880028951632,0,34.6555687936385,-130.419751997078,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","1","ul_pusch_native_codebook_tpmi","ul_codebook_tpmi","nrPUSCH_native_codebook_precoding_during_modulation",1,0,0,1,0,"pusch_codebook","nr_pusch_codebook",2,1,2,1,"slot_coupled_truth","FAIL",1,32
"UL",12,10,10,47,47,1,1,1,1,32,-119.287188936657,-119.287188936657,0,37.2484088086134,-127.816278181173,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","1","ul_pusch_native_codebook_tpmi","ul_codebook_tpmi","nrPUSCH_native_codebook_precoding_during_modulation",1,0,0,1,0,"pusch_codebook","nr_pusch_codebook",2,1,2,1,"slot_coupled_truth","PASS",1,32
"UL",12,10,10,4,4,1,1,1,1,32,-130.413375401037,-130.413375401037,0,26.1222223442332,-139.489962698707,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","1","ul_pusch_native_codebook_tpmi","ul_codebook_tpmi","nrPUSCH_native_codebook_precoding_during_modulation",1,0,0,1,0,"pusch_codebook","nr_pusch_codebook",2,1,2,1,"slot_coupled_truth","FAIL",1,32
"UL",12,10,10,6,6,1,1,1,1,32,-128.637509043633,-128.637509043633,0,27.8980887016377,-137.716811001919,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","1","ul_pusch_native_codebook_tpmi","ul_codebook_tpmi","nrPUSCH_native_codebook_precoding_during_modulation",1,0,0,1,0,"pusch_codebook","nr_pusch_codebook",2,1,2,1,"slot_coupled_truth","FAIL",1,32
"UL",12,10,10,10,10,1,1,1,1,32,-123.59097402065,-123.59097402065,0,32.9446237246198,-132.596052834806,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","1","ul_pusch_native_codebook_tpmi","ul_codebook_tpmi","nrPUSCH_native_codebook_precoding_during_modulation",1,0,0,1,0,"pusch_codebook","nr_pusch_codebook",2,1,2,1,"slot_coupled_truth","PASS",1,32
"UL",12,10,10,29,29,1,1,1,1,32,-105.924169576222,-105.924169576222,0,50.6114281690478,-114.985134734318,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","1","ul_pusch_native_codebook_tpmi","ul_codebook_tpmi","nrPUSCH_native_codebook_precoding_during_modulation",1,0,0,1,0,"pusch_codebook","nr_pusch_codebook",2,1,2,1,"slot_coupled_truth","PASS",1,32
"UL",12,10,10,41,41,1,1,1,1,32,-127.910151148618,-127.910151148618,0,28.6254465966525,-136.868653283146,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","1","ul_pusch_native_codebook_tpmi","ul_codebook_tpmi","nrPUSCH_native_codebook_precoding_during_modulation",1,0,0,1,0,"pusch_codebook","nr_pusch_codebook",2,1,2,1,"slot_coupled_truth","FAIL",1,32
"UL",12,10,10,45,45,1,1,1,1,32,-129.559162369941,-129.559162369941,0,26.9764353753295,-138.598099358104,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","1","ul_pusch_native_codebook_tpmi","ul_codebook_tpmi","nrPUSCH_native_codebook_precoding_during_modulation",1,0,0,1,0,"pusch_codebook","nr_pusch_codebook",2,1,2,1,"slot_coupled_truth","FAIL",1,32
"UL",12,10,10,50,50,1,1,1,1,32,-114.662242914303,-114.662242914303,0,41.8733548309672,-123.668794347956,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","1","ul_pusch_native_codebook_tpmi","ul_codebook_tpmi","nrPUSCH_native_codebook_precoding_during_modulation",1,0,0,1,0,"pusch_codebook","nr_pusch_codebook",2,1,2,1,"slot_coupled_truth","PASS",1,32
"UL",12,10,10,35,35,1,1,1,1,32,-135.702512888195,-135.702512888195,0,20.8330848570748,-144.752066451926,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","1","ul_pusch_native_codebook_tpmi","ul_codebook_tpmi","nrPUSCH_native_codebook_precoding_during_modulation",1,0,0,1,0,"pusch_codebook","nr_pusch_codebook",2,1,2,1,"slot_coupled_truth","PASS",1,32
"UL",12,10,10,12,12,1,1,1,1,32,-118.708583590395,-118.708583590395,0,37.8270141548748,-127.189803107563,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","1","ul_pusch_native_codebook_tpmi","ul_codebook_tpmi","nrPUSCH_native_codebook_precoding_during_modulation",1,0,0,1,0,"pusch_codebook","nr_pusch_codebook",2,1,2,1,"slot_coupled_truth","FAIL",1,32
"UL",12,10,10,13,13,1,1,1,1,32,-130.624292014106,-130.624292014106,0,25.9113057311642,-139.199746917303,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","1","ul_pusch_native_codebook_tpmi","ul_codebook_tpmi","nrPUSCH_native_codebook_precoding_during_modulation",1,0,0,1,0,"pusch_codebook","nr_pusch_codebook",2,1,2,1,"slot_coupled_truth","FAIL",1,32
"UL",12,10,10,18,18,1,1,1,1,32,-121.87133671905,-121.87133671905,0,34.6642610262199,-130.292494669993,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","1","ul_pusch_native_codebook_tpmi","ul_codebook_tpmi","nrPUSCH_native_codebook_precoding_during_modulation",1,0,0,1,0,"pusch_codebook","nr_pusch_codebook",2,1,2,1,"slot_coupled_truth","PASS",1,32
"UL",12,10,10,23,23,1,1,1,1,32,-122.818427766746,-122.818427766746,0,33.7171699785239,-131.301394496636,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","1","ul_pusch_native_codebook_tpmi","ul_codebook_tpmi","nrPUSCH_native_codebook_precoding_during_modulation",1,0,0,1,0,"pusch_codebook","nr_pusch_codebook",2,1,2,1,"slot_coupled_truth","FAIL",1,32
"UL",12,10,10,15,15,1,1,1,1,32,-131.252170834673,-131.252170834673,0,25.283426910597,-139.790712480075,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","1","ul_pusch_native_codebook_tpmi","ul_codebook_tpmi","nrPUSCH_native_codebook_precoding_during_modulation",1,0,0,1,0,"pusch_codebook","nr_pusch_codebook",2,1,2,1,"slot_coupled_truth","FAIL",1,32
"UL",12,10,10,24,24,1,1,1,1,32,-132.428390185355,-132.428390185355,0,24.107207559915,-140.975209148275,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","1","ul_pusch_native_codebook_tpmi","ul_codebook_tpmi","nrPUSCH_native_codebook_precoding_during_modulation",1,0,0,1,0,"pusch_codebook","nr_pusch_codebook",2,1,2,1,"slot_coupled_truth","FAIL",1,32
"UL",12,10,10,2,2,1,1,1,1,32,-137.978283113952,-137.978283113952,0,18.5573146313179,-146.534905882326,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","1","ul_pusch_native_codebook_tpmi","ul_codebook_tpmi","nrPUSCH_native_codebook_precoding_during_modulation",1,0,0,1,0,"pusch_codebook","nr_pusch_codebook",2,1,2,1,"slot_coupled_truth","FAIL",1,32
"UL",12,10,10,16,16,1,1,1,1,32,-138.912901936939,-138.912901936939,0,17.6226958083312,-147.474390764542,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","1","ul_pusch_native_codebook_tpmi","ul_codebook_tpmi","nrPUSCH_native_codebook_precoding_during_modulation",1,0,0,1,0,"pusch_codebook","nr_pusch_codebook",2,1,2,1,"slot_coupled_truth","FAIL",1,32
"UL",12,10,10,33,33,1,1,1,1,32,-138.015693834058,-138.015693834058,0,18.5199039112123,-146.583607858742,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","1","ul_pusch_native_codebook_tpmi","ul_codebook_tpmi","nrPUSCH_native_codebook_precoding_during_modulation",1,0,0,1,0,"pusch_codebook","nr_pusch_codebook",2,1,2,1,"slot_coupled_truth","FAIL",1,32
"UL",12,10,10,22,22,1,1,1,1,32,-90.1194452301341,-90.1194452301341,0,66.4161525151361,-98.1993049370952,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","1","ul_pusch_native_codebook_tpmi","ul_codebook_tpmi","nrPUSCH_native_codebook_precoding_during_modulation",1,0,0,1,0,"pusch_codebook","nr_pusch_codebook",2,1,2,1,"slot_coupled_truth","PASS",1,32
"UL",12,10,10,32,32,1,1,1,1,32,-98.4994524183083,-98.4994524183083,0,58.036145326962,-106.542821113704,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","1","ul_pusch_native_codebook_tpmi","ul_codebook_tpmi","nrPUSCH_native_codebook_precoding_during_modulation",1,0,0,1,0,"pusch_codebook","nr_pusch_codebook",2,1,2,1,"slot_coupled_truth","FAIL",1,32
"UL",12,10,10,34,34,1,1,1,1,32,-122.473873433831,-122.473873433831,0,34.0617243114394,-130.510418457572,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","1","ul_pusch_native_codebook_tpmi","ul_codebook_tpmi","nrPUSCH_native_codebook_precoding_during_modulation",1,0,0,1,0,"pusch_codebook","nr_pusch_codebook",2,1,2,1,"slot_coupled_truth","FAIL",1,32
"UL",12,10,10,37,37,1,1,1,1,32,-127.48138654029,-127.48138654029,0,29.0542112049803,-135.556682695595,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","1","ul_pusch_native_codebook_tpmi","ul_codebook_tpmi","nrPUSCH_native_codebook_precoding_during_modulation",1,0,0,1,0,"pusch_codebook","nr_pusch_codebook",2,1,2,1,"slot_coupled_truth","FAIL",1,32
