Direction,SNR_dB,Frame,Slot,UEIndex,RNTI,SelectedBeamIndex,BestBeamIndex,BeamHit,TopKBeamHit,BeamCandidateCount,SelectedBeamGain_dB,BestBeamGain_dB,BeamGainGap_dB,BeamSelectionStrategy,ConfiguredBeamSelectionStrategy,AppliedBeamIndexSet,ExecutionModel,Status,TrialOrdinal,AbsoluteSlot,BeamDetectedFlag,MisalignmentFlag,BeamFailureFlag,PredictionSuccessFlag,TrialsSinceLastSwitch,StateBefore,StateAfter,BeamSweepEnabled,BeamCountConfigured
"DL",12,8,8,38,38,1,1,1,1,32,-147.935096564837,-147.935096564837,0,"runtime_best_beam_per_link","runtime_best_beam_per_link","26","slot_coupled_truth","PASS",2,168,1,0,0,1,1,"misaligned","aligned",1,32
"DL",12,9,9,38,38,1,1,1,1,32,-95.6332045532141,-95.6332045532141,0,"runtime_best_beam_per_link","runtime_best_beam_per_link","1","slot_coupled_truth","PASS",3,189,1,0,0,1,2,"aligned","aligned",1,32
"DL",12,7,7,39,39,2,3,0,1,32,-104.329179424045,-104.322080753414,0.00709867063125103,"runtime_best_beam_per_link","runtime_best_beam_per_link","1|2","slot_coupled_truth","PASS",1,147,1,1,0,0,0,"uninitialized","misaligned",1,32
"DL",12,8,8,39,39,2,16,0,0,32,-123.631193523039,-122.457070724055,1.17412279898434,"runtime_best_beam_per_link","runtime_best_beam_per_link","2|3","slot_coupled_truth","PASS",2,168,1,1,0,0,1,"misaligned","misaligned",1,32
"DL",12,9,9,39,39,2,2,1,1,32,-149.08854222222,-149.08854222222,0,"runtime_best_beam_per_link","runtime_best_beam_per_link","15|16","slot_coupled_truth","FAIL",3,189,1,0,0,1,2,"misaligned","aligned",1,32
"DL",12,7,7,40,40,1,24,0,0,32,-126.600039644457,-126.036408913728,0.563630730728818,"runtime_best_beam_per_link","runtime_best_beam_per_link","1|2","slot_coupled_truth","PASS",1,147,1,1,0,0,0,"uninitialized","misaligned",1,32
"DL",12,8,8,40,40,2,4,0,0,32,-137.232166099382,-137.203935186003,0.0282309133793603,"runtime_best_beam_per_link","runtime_best_beam_per_link","24|25","slot_coupled_truth","PASS",2,168,1,1,0,0,0,"misaligned","misaligned",1,32
"DL",12,9,9,40,40,2,3,0,0,32,-125.284320164525,-125.235818122401,0.0485020421237436,"runtime_best_beam_per_link","runtime_best_beam_per_link","4|5","slot_coupled_truth","PASS",3,189,1,1,0,0,1,"misaligned","misaligned",1,32
"DL",12,7,7,41,41,1,27,0,0,32,-111.090775615694,-110.84453065313,0.246244962563253,"runtime_best_beam_per_link","runtime_best_beam_per_link","1|2","slot_coupled_truth","PASS",1,147,1,1,0,0,0,"uninitialized","misaligned",1,32
"DL",12,8,8,41,41,2,5,0,0,32,-148.772475303761,-148.46462764144,0.30784766232145,"runtime_best_beam_per_link","runtime_best_beam_per_link","27|28","slot_coupled_truth","PASS",2,168,1,1,0,0,0,"misaligned","misaligned",1,32
"DL",12,9,9,41,41,2,3,0,1,32,-147.28001641554,-147.278441286551,0.0015751289889181,"runtime_best_beam_per_link","runtime_best_beam_per_link","5|6","slot_coupled_truth","FAIL",3,189,1,1,0,0,1,"misaligned","misaligned",1,32
"DL",12,7,7,42,42,2,11,0,0,32,-126.600037906222,-126.193936134176,0.406101772046455,"runtime_best_beam_per_link","runtime_best_beam_per_link","1|2","slot_coupled_truth","PASS",1,147,1,1,0,0,0,"uninitialized","misaligned",1,32
"DL",12,8,8,42,42,1,20,0,0,32,-140.722511787659,-138.872213669476,1.85029811818291,"runtime_best_beam_per_link","runtime_best_beam_per_link","10|11","slot_coupled_truth","FAIL",2,168,1,1,0,0,0,"misaligned","misaligned",1,32
"DL",12,9,9,42,42,2,3,0,0,32,-156.53559774527,-156.53559774527,0,"runtime_best_beam_per_link","runtime_best_beam_per_link","20|21","slot_coupled_truth","FAIL",3,189,1,1,0,0,0,"misaligned","misaligned",1,32
"DL",12,7,7,43,43,1,1,1,1,32,-117.402748536685,-117.402748536685,0,"runtime_best_beam_per_link","runtime_best_beam_per_link","1|2","slot_coupled_truth","PASS",1,147,1,0,0,1,0,"uninitialized","aligned",1,32
"DL",12,8,8,43,43,2,17,0,0,32,-130.103174528702,-129.247310245656,0.855864283046571,"runtime_best_beam_per_link","runtime_best_beam_per_link","32|33","slot_coupled_truth","PASS",2,168,1,1,0,0,0,"aligned","misaligned",1,32
"DL",12,9,9,43,43,2,15,0,0,32,-128.319880169547,-126.48507541929,1.83480475025695,"runtime_best_beam_per_link","runtime_best_beam_per_link","16|17","slot_coupled_truth","FAIL",3,189,1,1,0,0,1,"misaligned","misaligned",1,32
"DL",12,7,7,44,44,1,32,0,1,32,-116.898827632996,-116.897439212319,0.00138842067721612,"runtime_best_beam_per_link","runtime_best_beam_per_link","1|2","slot_coupled_truth","PASS",1,147,1,1,0,0,0,"uninitialized","misaligned",1,32
"DL",12,8,8,44,44,2,12,0,0,32,-129.510666096576,-129.129426123525,0.381239973050413,"runtime_best_beam_per_link","runtime_best_beam_per_link","32|33","slot_coupled_truth","PASS",2,168,1,1,0,0,0,"misaligned","misaligned",1,32
"DL",12,9,9,44,44,2,5,0,0,32,-120.448153218174,-120.336692829482,0.111460388691754,"runtime_best_beam_per_link","runtime_best_beam_per_link","12|13","slot_coupled_truth","FAIL",3,189,1,1,0,0,1,"misaligned","misaligned",1,32
"DL",12,7,7,45,45,1,26,0,0,32,-125.241930365328,-124.594328201698,0.647602163630097,"runtime_best_beam_per_link","runtime_best_beam_per_link","1|2","slot_coupled_truth","PASS",1,147,1,1,0,0,0,"uninitialized","misaligned",1,32
"DL",12,8,8,45,45,2,4,0,0,32,-155.546969824773,-155.39757062485,0.149399199923351,"runtime_best_beam_per_link","runtime_best_beam_per_link","26|27","slot_coupled_truth","PASS",2,168,1,1,0,0,0,"misaligned","misaligned",1,32
"DL",12,9,9,45,45,2,3,0,1,32,-148.933738256956,-148.892572796124,0.0411654608327297,"runtime_best_beam_per_link","runtime_best_beam_per_link","4|5","slot_coupled_truth","PASS",3,189,1,1,0,0,1,"misaligned","misaligned",1,32
"DL",12,7,7,46,46,2,6,0,0,32,-114.966405725142,-114.740983834099,0.225421891042927,"runtime_best_beam_per_link","runtime_best_beam_per_link","1|2","slot_coupled_truth","PASS",1,147,1,1,0,0,0,"uninitialized","misaligned",1,32
"DL",12,8,8,46,46,2,2,1,1,32,-143.01954742166,-143.01954742166,0,"runtime_best_beam_per_link","runtime_best_beam_per_link","5|6","slot_coupled_truth","FAIL",2,168,1,0,0,1,1,"misaligned","aligned",1,32
"DL",12,9,9,46,46,1,1,1,1,32,-126.789462444282,-126.789462444282,0,"runtime_best_beam_per_link","runtime_best_beam_per_link","2","slot_coupled_truth","PASS",3,189,1,0,0,1,0,"aligned","aligned",1,32
"DL",12,7,7,47,47,2,7,0,0,32,-92.9927517829154,-92.722282544164,0.270469238751375,"runtime_best_beam_per_link","runtime_best_beam_per_link","1|2","slot_coupled_truth","PASS",1,147,1,1,0,0,0,"uninitialized","misaligned",1,32
"DL",12,8,8,47,47,2,15,0,0,32,-118.08431546958,-112.642644837198,5.44167063238206,"runtime_best_beam_per_link","runtime_best_beam_per_link","7|8","slot_coupled_truth","PASS",2,168,1,1,1,0,1,"misaligned","failed_alignment",1,32
"DL",12,9,9,47,47,2,11,0,0,32,-139.75987415736,-138.87931141157,0.880562745790144,"runtime_best_beam_per_link","runtime_best_beam_per_link","15|16","slot_coupled_truth","FAIL",3,189,1,1,0,0,2,"failed_alignment","misaligned",1,32
"DL",12,7,7,48,48,1,31,0,0,32,-96.3100446315032,-96.2475100604665,0.0625345710366645,"runtime_best_beam_per_link","runtime_best_beam_per_link","1|2","slot_coupled_truth","PASS",1,147,1,1,0,0,0,"uninitialized","misaligned",1,32
"DL",12,8,8,48,48,2,4,0,0,32,-133.819519707729,-133.64979288584,0.169726821888304,"runtime_best_beam_per_link","runtime_best_beam_per_link","31|32","slot_coupled_truth","FAIL",2,168,1,1,0,0,0,"misaligned","misaligned",1,32
"DL",12,9,9,48,48,2,7,0,0,32,-156.53559774527,-156.53559774527,0,"runtime_best_beam_per_link","runtime_best_beam_per_link","4|5","slot_coupled_truth","FAIL",3,189,1,1,0,0,1,"misaligned","misaligned",1,32
"DL",12,7,7,49,49,2,12,0,0,32,-115.362591221121,-114.623643453419,0.7389477677023,"runtime_best_beam_per_link","runtime_best_beam_per_link","1|2","slot_coupled_truth","PASS",1,147,1,1,0,0,0,"uninitialized","misaligned",1,32
"DL",12,8,8,49,49,1,24,0,0,32,-140.306183512784,-139.713944560684,0.592238952099507,"runtime_best_beam_per_link","runtime_best_beam_per_link","12|13","slot_coupled_truth","FAIL",2,168,1,1,0,0,0,"misaligned","misaligned",1,32
"DL",12,9,9,49,49,2,5,0,0,32,-129.281217940692,-128.99152738867,0.289690552021113,"runtime_best_beam_per_link","runtime_best_beam_per_link","23|24","slot_coupled_truth","FAIL",3,189,1,1,0,0,0,"misaligned","misaligned",1,32
"DL",12,7,7,50,50,1,21,0,0,32,-105.727094941267,-104.994853003689,0.732241937578536,"runtime_best_beam_per_link","runtime_best_beam_per_link","1|2","slot_coupled_truth","PASS",1,147,1,1,0,0,0,"uninitialized","misaligned",1,32
"DL",12,8,8,50,50,2,3,0,1,32,-141.188967866056,-141.177715444497,0.0112524215587939,"runtime_best_beam_per_link","runtime_best_beam_per_link","21|22","slot_coupled_truth","FAIL",2,168,1,1,0,0,0,"misaligned","misaligned",1,32
"DL",12,9,9,50,50,1,1,1,1,32,-126.5172394232,-126.5172394232,0,"runtime_best_beam_per_link","runtime_best_beam_per_link","3","slot_coupled_truth","PASS",3,189,1,0,0,1,0,"misaligned","aligned",1,32
"UL",12,9,9,1,1,1,1,1,1,32,-139.524871084607,-139.524871084607,0,"runtime_best_beam_per_link","runtime_best_beam_per_link","1","slot_coupled_truth","FAIL",1,189,1,0,0,1,0,"uninitialized","aligned",1,32
"UL",12,10,10,1,1,1,1,1,1,32,-133.577256576138,-133.577256576138,0,"runtime_best_beam_per_link","runtime_best_beam_per_link","1","slot_coupled_truth","FAIL",2,210,1,0,0,1,1,"aligned","aligned",1,32
"UL",12,9,9,2,2,1,1,1,1,32,-143.486864800508,-143.486864800508,0,"runtime_best_beam_per_link","runtime_best_beam_per_link","1","slot_coupled_truth","FAIL",1,189,1,0,0,1,0,"uninitialized","aligned",1,32
"UL",12,10,10,2,2,1,1,1,1,32,-137.978283113952,-137.978283113952,0,"runtime_best_beam_per_link","runtime_best_beam_per_link","1","slot_coupled_truth","FAIL",2,210,1,0,0,1,1,"aligned","aligned",1,32
"UL",12,9,9,3,3,1,1,1,1,32,-114.792872466398,-114.792872466398,0,"runtime_best_beam_per_link","runtime_best_beam_per_link","1","slot_coupled_truth","PASS",1,189,1,0,0,1,0,"uninitialized","aligned",1,32
"UL",12,10,10,3,3,1,1,1,1,32,-109.329790231293,-109.329790231293,0,"runtime_best_beam_per_link","runtime_best_beam_per_link","1","slot_coupled_truth","FAIL",2,210,1,0,0,1,1,"aligned","aligned",1,32
"UL",12,9,9,4,4,1,1,1,1,32,-136.193189137387,-136.193189137387,0,"runtime_best_beam_per_link","runtime_best_beam_per_link","1","slot_coupled_truth","PASS",1,189,1,0,0,1,0,"uninitialized","aligned",1,32
"UL",12,10,10,4,4,1,1,1,1,32,-130.413375401037,-130.413375401037,0,"runtime_best_beam_per_link","runtime_best_beam_per_link","1","slot_coupled_truth","FAIL",2,210,1,0,0,1,1,"aligned","aligned",1,32
"UL",12,9,9,5,5,1,1,1,1,32,-111.112616214459,-111.112616214459,0,"runtime_best_beam_per_link","runtime_best_beam_per_link","1","slot_coupled_truth","PASS",1,189,1,0,0,1,0,"uninitialized","aligned",1,32
"UL",12,10,10,5,5,1,1,1,1,32,-105.325649914955,-105.325649914955,0,"runtime_best_beam_per_link","runtime_best_beam_per_link","1","slot_coupled_truth","PASS",2,210,1,0,0,1,1,"aligned","aligned",1,32
"UL",12,9,9,6,6,1,1,1,1,32,-134.748891519201,-134.748891519201,0,"runtime_best_beam_per_link","runtime_best_beam_per_link","1","slot_coupled_truth","PASS",1,189,1,0,0,1,0,"uninitialized","aligned",1,32
"UL",12,10,10,6,6,1,1,1,1,32,-128.637509043633,-128.637509043633,0,"runtime_best_beam_per_link","runtime_best_beam_per_link","1","slot_coupled_truth","FAIL",2,210,1,0,0,1,1,"aligned","aligned",1,32
"UL",12,9,9,7,7,1,1,1,1,32,-129.077575073121,-129.077575073121,0,"runtime_best_beam_per_link","runtime_best_beam_per_link","1","slot_coupled_truth","FAIL",1,189,1,0,0,1,0,"uninitialized","aligned",1,32
"UL",12,10,10,7,7,1,1,1,1,32,-123.141456116114,-123.141456116114,0,"runtime_best_beam_per_link","runtime_best_beam_per_link","1","slot_coupled_truth","FAIL",2,210,1,0,0,1,1,"aligned","aligned",1,32
"UL",12,9,9,8,8,1,1,1,1,32,-146.812914879873,-146.812914879873,0,"runtime_best_beam_per_link","runtime_best_beam_per_link","1","slot_coupled_truth","FAIL",1,189,1,0,0,1,0,"uninitialized","aligned",1,32
"UL",12,10,10,8,8,1,1,1,1,32,-140.322757836094,-140.322757836094,0,"runtime_best_beam_per_link","runtime_best_beam_per_link","1","slot_coupled_truth","FAIL",2,210,1,0,0,1,1,"aligned","aligned",1,32
"UL",12,9,9,9,9,1,1,1,1,32,-133.647584747381,-133.647584747381,0,"runtime_best_beam_per_link","runtime_best_beam_per_link","1","slot_coupled_truth","FAIL",1,189,1,0,0,1,0,"uninitialized","aligned",1,32
"UL",12,10,10,9,9,1,1,1,1,32,-128.863576520908,-128.863576520908,0,"runtime_best_beam_per_link","runtime_best_beam_per_link","1","slot_coupled_truth","FAIL",2,210,1,0,0,1,1,"aligned","aligned",1,32
"UL",12,9,9,10,10,1,1,1,1,32,-129.352512309769,-129.352512309769,0,"runtime_best_beam_per_link","runtime_best_beam_per_link","1","slot_coupled_truth","PASS",1,189,1,0,0,1,0,"uninitialized","aligned",1,32
"UL",12,10,10,10,10,1,1,1,1,32,-123.59097402065,-123.59097402065,0,"runtime_best_beam_per_link","runtime_best_beam_per_link","1","slot_coupled_truth","PASS",2,210,1,0,0,1,1,"aligned","aligned",1,32
"UL",12,9,9,11,11,1,1,1,1,32,-134.662828226841,-134.662828226841,0,"runtime_best_beam_per_link","runtime_best_beam_per_link","1","slot_coupled_truth","FAIL",1,189,1,0,0,1,0,"uninitialized","aligned",1,32
"UL",12,10,10,11,11,1,1,1,1,32,-129.4759532832,-129.4759532832,0,"runtime_best_beam_per_link","runtime_best_beam_per_link","1","slot_coupled_truth","FAIL",2,210,1,0,0,1,1,"aligned","aligned",1,32
"UL",12,9,9,12,12,1,1,1,1,32,-124.497255302905,-124.497255302905,0,"runtime_best_beam_per_link","runtime_best_beam_per_link","1","slot_coupled_truth","PASS",1,189,1,0,0,1,0,"uninitialized","aligned",1,32
"UL",12,10,10,12,12,1,1,1,1,32,-118.708583590395,-118.708583590395,0,"runtime_best_beam_per_link","runtime_best_beam_per_link","1","slot_coupled_truth","FAIL",2,210,1,0,0,1,1,"aligned","aligned",1,32
"UL",12,9,9,13,13,1,1,1,1,32,-136.158410968731,-136.158410968731,0,"runtime_best_beam_per_link","runtime_best_beam_per_link","1","slot_coupled_truth","PASS",1,189,1,0,0,1,0,"uninitialized","aligned",1,32
"UL",12,10,10,13,13,1,1,1,1,32,-130.624292014106,-130.624292014106,0,"runtime_best_beam_per_link","runtime_best_beam_per_link","1","slot_coupled_truth","FAIL",2,210,1,0,0,1,1,"aligned","aligned",1,32
"UL",12,9,9,14,14,1,1,1,1,32,-112.891295712264,-112.891295712264,0,"runtime_best_beam_per_link","runtime_best_beam_per_link","1","slot_coupled_truth","PASS",1,189,1,0,0,1,0,"uninitialized","aligned",1,32
"UL",12,10,10,14,14,1,1,1,1,32,-107.136473455799,-107.136473455799,0,"runtime_best_beam_per_link","runtime_best_beam_per_link","1","slot_coupled_truth","PASS",2,210,1,0,0,1,1,"aligned","aligned",1,32
"UL",12,9,9,15,15,1,1,1,1,32,-137.340516586943,-137.340516586943,0,"runtime_best_beam_per_link","runtime_best_beam_per_link","1","slot_coupled_truth","FAIL",1,189,1,0,0,1,0,"uninitialized","aligned",1,32
"UL",12,10,10,15,15,1,1,1,1,32,-131.252170834673,-131.252170834673,0,"runtime_best_beam_per_link","runtime_best_beam_per_link","1","slot_coupled_truth","FAIL",2,210,1,0,0,1,1,"aligned","aligned",1,32
"UL",12,9,9,16,16,1,1,1,1,32,-144.61703575509,-144.61703575509,0,"runtime_best_beam_per_link","runtime_best_beam_per_link","1","slot_coupled_truth","FAIL",1,189,1,0,0,1,0,"uninitialized","aligned",1,32
"UL",12,10,10,16,16,1,1,1,1,32,-138.912901936939,-138.912901936939,0,"runtime_best_beam_per_link","runtime_best_beam_per_link","1","slot_coupled_truth","FAIL",2,210,1,0,0,1,1,"aligned","aligned",1,32
"UL",12,9,9,17,17,1,1,1,1,32,-138.396893240951,-138.396893240951,0,"runtime_best_beam_per_link","runtime_best_beam_per_link","1","slot_coupled_truth","FAIL",1,189,1,0,0,1,0,"uninitialized","aligned",1,32
"UL",12,10,10,17,17,1,1,1,1,32,-133.361621832659,-133.361621832659,0,"runtime_best_beam_per_link","runtime_best_beam_per_link","1","slot_coupled_truth","FAIL",2,210,1,0,0,1,1,"aligned","aligned",1,32
"UL",12,9,9,18,18,1,1,1,1,32,-127.702743122036,-127.702743122036,0,"runtime_best_beam_per_link","runtime_best_beam_per_link","1","slot_coupled_truth","PASS",1,189,1,0,0,1,0,"uninitialized","aligned",1,32
"UL",12,10,10,18,18,1,1,1,1,32,-121.87133671905,-121.87133671905,0,"runtime_best_beam_per_link","runtime_best_beam_per_link","1","slot_coupled_truth","PASS",2,210,1,0,0,1,1,"aligned","aligned",1,32
"UL",12,9,9,19,19,1,1,1,1,32,-125.887690941792,-125.887690941792,0,"runtime_best_beam_per_link","runtime_best_beam_per_link","1","slot_coupled_truth","PASS",1,189,1,0,0,1,0,"uninitialized","aligned",1,32
"UL",12,10,10,19,19,1,1,1,1,32,-120.274000372109,-120.274000372109,0,"runtime_best_beam_per_link","runtime_best_beam_per_link","1","slot_coupled_truth","PASS",2,210,1,0,0,1,1,"aligned","aligned",1,32
"UL",12,9,9,20,20,1,1,1,1,32,-142.214880148407,-142.214880148407,0,"runtime_best_beam_per_link","runtime_best_beam_per_link","1","slot_coupled_truth","FAIL",1,189,1,0,0,1,0,"uninitialized","aligned",1,32
"UL",12,10,10,20,20,1,1,1,1,32,-136.39177666722,-136.39177666722,0,"runtime_best_beam_per_link","runtime_best_beam_per_link","1","slot_coupled_truth","FAIL",2,210,1,0,0,1,1,"aligned","aligned",1,32
"UL",12,9,9,21,21,1,1,1,1,32,-137.903412324053,-137.903412324053,0,"runtime_best_beam_per_link","runtime_best_beam_per_link","1","slot_coupled_truth","FAIL",1,189,1,0,0,1,0,"uninitialized","aligned",1,32
"UL",12,10,10,21,21,1,1,1,1,32,-132.405990318013,-132.405990318013,0,"runtime_best_beam_per_link","runtime_best_beam_per_link","1","slot_coupled_truth","FAIL",2,210,1,0,0,1,1,"aligned","aligned",1,32
"UL",12,9,9,22,22,1,1,1,1,32,-96.1563074388986,-96.1563074388986,0,"runtime_best_beam_per_link","runtime_best_beam_per_link","1","slot_coupled_truth","PASS",1,189,1,0,0,1,0,"uninitialized","aligned",1,32
"UL",12,10,10,22,22,1,1,1,1,32,-90.1194452301341,-90.1194452301341,0,"runtime_best_beam_per_link","runtime_best_beam_per_link","1","slot_coupled_truth","PASS",2,210,1,0,0,1,1,"aligned","aligned",1,32
"UL",12,9,9,23,23,1,1,1,1,32,-128.741717814983,-128.741717814983,0,"runtime_best_beam_per_link","runtime_best_beam_per_link","1","slot_coupled_truth","PASS",1,189,1,0,0,1,0,"uninitialized","aligned",1,32
"UL",12,10,10,23,23,1,1,1,1,32,-122.818427766746,-122.818427766746,0,"runtime_best_beam_per_link","runtime_best_beam_per_link","1","slot_coupled_truth","FAIL",2,210,1,0,0,1,1,"aligned","aligned",1,32
"UL",12,9,9,24,24,1,1,1,1,32,-138.799106614647,-138.799106614647,0,"runtime_best_beam_per_link","runtime_best_beam_per_link","1","slot_coupled_truth","FAIL",1,189,1,0,0,1,0,"uninitialized","aligned",1,32
"UL",12,10,10,24,24,1,1,1,1,32,-132.428390185355,-132.428390185355,0,"runtime_best_beam_per_link","runtime_best_beam_per_link","1","slot_coupled_truth","FAIL",2,210,1,0,0,1,1,"aligned","aligned",1,32
"UL",12,9,9,25,25,1,1,1,1,32,-128.264396210679,-128.264396210679,0,"runtime_best_beam_per_link","runtime_best_beam_per_link","1","slot_coupled_truth","PASS",1,189,1,0,0,1,0,"uninitialized","aligned",1,32
"UL",12,10,10,25,25,1,1,1,1,32,-122.638943366927,-122.638943366927,0,"runtime_best_beam_per_link","runtime_best_beam_per_link","1","slot_coupled_truth","PASS",2,210,1,0,0,1,1,"aligned","aligned",1,32
"UL",12,9,9,26,26,1,1,1,1,32,-132.907540961871,-132.907540961871,0,"runtime_best_beam_per_link","runtime_best_beam_per_link","1","slot_coupled_truth","PASS",1,189,1,0,0,1,0,"uninitialized","aligned",1,32
"UL",12,10,10,26,26,1,1,1,1,32,-126.838189295161,-126.838189295161,0,"runtime_best_beam_per_link","runtime_best_beam_per_link","1","slot_coupled_truth","FAIL",2,210,1,0,0,1,1,"aligned","aligned",1,32
"UL",12,9,9,27,27,1,1,1,1,32,-132.758079505519,-132.758079505519,0,"runtime_best_beam_per_link","runtime_best_beam_per_link","1","slot_coupled_truth","PASS",1,189,1,0,0,1,0,"uninitialized","aligned",1,32
"UL",12,10,10,27,27,1,1,1,1,32,-127.616485198837,-127.616485198837,0,"runtime_best_beam_per_link","runtime_best_beam_per_link","1","slot_coupled_truth","FAIL",2,210,1,0,0,1,1,"aligned","aligned",1,32
"UL",12,9,9,28,28,1,1,1,1,32,-126.593285321679,-126.593285321679,0,"runtime_best_beam_per_link","runtime_best_beam_per_link","1","slot_coupled_truth","PASS",1,189,1,0,0,1,0,"uninitialized","aligned",1,32
"UL",12,10,10,28,28,1,1,1,1,32,-120.865147713756,-120.865147713756,0,"runtime_best_beam_per_link","runtime_best_beam_per_link","1","slot_coupled_truth","PASS",2,210,1,0,0,1,1,"aligned","aligned",1,32
"UL",12,9,9,29,29,1,1,1,1,32,-111.589841814269,-111.589841814269,0,"runtime_best_beam_per_link","runtime_best_beam_per_link","1","slot_coupled_truth","PASS",1,189,1,0,0,1,0,"uninitialized","aligned",1,32
"UL",12,10,10,29,29,1,1,1,1,32,-105.924169576222,-105.924169576222,0,"runtime_best_beam_per_link","runtime_best_beam_per_link","1","slot_coupled_truth","PASS",2,210,1,0,0,1,1,"aligned","aligned",1,32
"UL",12,9,9,30,30,1,1,1,1,32,-116.488709168246,-116.488709168246,0,"runtime_best_beam_per_link","runtime_best_beam_per_link","1","slot_coupled_truth","PASS",1,189,1,0,0,1,0,"uninitialized","aligned",1,32
"UL",12,10,10,30,30,1,1,1,1,32,-110.934067919484,-110.934067919484,0,"runtime_best_beam_per_link","runtime_best_beam_per_link","1","slot_coupled_truth","PASS",2,210,1,0,0,1,1,"aligned","aligned",1,32
"UL",12,9,9,31,31,1,1,1,1,32,-112.808984405381,-112.808984405381,0,"runtime_best_beam_per_link","runtime_best_beam_per_link","1","slot_coupled_truth","PASS",1,189,1,0,0,1,0,"uninitialized","aligned",1,32
"UL",12,10,10,31,31,1,1,1,1,32,-107.213489882257,-107.213489882257,0,"runtime_best_beam_per_link","runtime_best_beam_per_link","1","slot_coupled_truth","PASS",2,210,1,0,0,1,1,"aligned","aligned",1,32
"UL",12,9,9,32,32,1,1,1,1,32,-104.226910769681,-104.226910769681,0,"runtime_best_beam_per_link","runtime_best_beam_per_link","1","slot_coupled_truth","FAIL",1,189,1,0,0,1,0,"uninitialized","aligned",1,32
"UL",12,10,10,32,32,1,1,1,1,32,-98.4994524183083,-98.4994524183083,0,"runtime_best_beam_per_link","runtime_best_beam_per_link","1","slot_coupled_truth","FAIL",2,210,1,0,0,1,1,"aligned","aligned",1,32
"UL",12,9,9,33,33,1,1,1,1,32,-144.055364828067,-144.055364828067,0,"runtime_best_beam_per_link","runtime_best_beam_per_link","1","slot_coupled_truth","FAIL",1,189,1,0,0,1,0,"uninitialized","aligned",1,32
"UL",12,10,10,33,33,1,1,1,1,32,-138.015693834058,-138.015693834058,0,"runtime_best_beam_per_link","runtime_best_beam_per_link","1","slot_coupled_truth","FAIL",2,210,1,0,0,1,1,"aligned","aligned",1,32
"UL",12,9,9,34,34,1,1,1,1,32,-128.503484921419,-128.503484921419,0,"runtime_best_beam_per_link","runtime_best_beam_per_link","1","slot_coupled_truth","FAIL",1,189,1,0,0,1,0,"uninitialized","aligned",1,32
"UL",12,10,10,34,34,1,1,1,1,32,-122.473873433831,-122.473873433831,0,"runtime_best_beam_per_link","runtime_best_beam_per_link","1","slot_coupled_truth","FAIL",2,210,1,0,0,1,1,"aligned","aligned",1,32
"UL",12,9,9,35,35,1,1,1,1,32,-141.433635531612,-141.433635531612,0,"runtime_best_beam_per_link","runtime_best_beam_per_link","1","slot_coupled_truth","PASS",1,189,1,0,0,1,0,"uninitialized","aligned",1,32
"UL",12,10,10,35,35,1,1,1,1,32,-135.702512888195,-135.702512888195,0,"runtime_best_beam_per_link","runtime_best_beam_per_link","1","slot_coupled_truth","PASS",2,210,1,0,0,1,1,"aligned","aligned",1,32
"UL",12,9,9,36,36,1,1,1,1,32,-132.46576839,-132.46576839,0,"runtime_best_beam_per_link","runtime_best_beam_per_link","1","slot_coupled_truth","PASS",1,189,1,0,0,1,0,"uninitialized","aligned",1,32
"UL",12,10,10,36,36,1,1,1,1,32,-126.594553984899,-126.594553984899,0,"runtime_best_beam_per_link","runtime_best_beam_per_link","1","slot_coupled_truth","FAIL",2,210,1,0,0,1,1,"aligned","aligned",1,32
"UL",12,9,9,37,37,1,1,1,1,32,-133.52720196036,-133.52720196036,0,"runtime_best_beam_per_link","runtime_best_beam_per_link","1","slot_coupled_truth","PASS",1,189,1,0,0,1,0,"uninitialized","aligned",1,32
"UL",12,10,10,37,37,1,1,1,1,32,-127.48138654029,-127.48138654029,0,"runtime_best_beam_per_link","runtime_best_beam_per_link","1","slot_coupled_truth","FAIL",2,210,1,0,0,1,1,"aligned","aligned",1,32
"UL",12,9,9,38,38,1,1,1,1,32,-111.809629492157,-111.809629492157,0,"runtime_best_beam_per_link","runtime_best_beam_per_link","1","slot_coupled_truth","PASS",1,189,1,0,0,1,0,"uninitialized","aligned",1,32
"UL",12,10,10,38,38,1,1,1,1,32,-105.83041944829,-105.83041944829,0,"runtime_best_beam_per_link","runtime_best_beam_per_link","1","slot_coupled_truth","PASS",2,210,1,0,0,1,1,"aligned","aligned",1,32
"UL",12,9,9,39,39,1,1,1,1,32,-139.985594505216,-139.985594505216,0,"runtime_best_beam_per_link","runtime_best_beam_per_link","1","slot_coupled_truth","PASS",1,189,1,0,0,1,0,"uninitialized","aligned",1,32
"UL",12,10,10,39,39,1,1,1,1,32,-133.968066987216,-133.968066987216,0,"runtime_best_beam_per_link","runtime_best_beam_per_link","1","slot_coupled_truth","FAIL",2,210,1,0,0,1,1,"aligned","aligned",1,32
"UL",12,9,9,40,40,1,1,1,1,32,-112.442023491745,-112.442023491745,0,"runtime_best_beam_per_link","runtime_best_beam_per_link","1","slot_coupled_truth","PASS",1,189,1,0,0,1,0,"uninitialized","aligned",1,32
"UL",12,10,10,40,40,1,1,1,1,32,-106.523057249476,-106.523057249476,0,"runtime_best_beam_per_link","runtime_best_beam_per_link","1","slot_coupled_truth","PASS",2,210,1,0,0,1,1,"aligned","aligned",1,32
