UEIndex,RNTI,Direction,SNR_dB,Frame,Slot,MCS,PRBs,Layers,ConfiguredLayers,ConfiguredTxAntennas,ConfiguredRxAntennas,ReceiverHestSINR_dB,WidebandCQI,RankIndicator,PMI,ChannelGain_dB,ConditionNumber_dB,RankEstimate,NumRxAntennas,NumTxPorts,SelectedBeamIndex,BestBeamIndex,BeamHit,TopKBeamHit,BeamCandidateCount,SelectedBeamGain_dB,BestBeamGain_dB,BeamGainGap_dB,BeamSelectionStrategy,BeamIndexSet,ConfiguredBeamSelectionStrategy,AppliedBeamIndexSet,PrecoderSource,PrecodingMode,PrecodingApplicationStage,PrecodingActive,ExplicitBeamWeightsApplied,TransformPrecodingApplied,BeamformingApplied,AppliedPrecoderPMI,AppliedPrecoderPMIType,AppliedPrecoderCodebookMode,PrecodingNumPorts,PrecodingNumLayers,PrecodingMatrixRows,PrecodingMatrixCols,ExecutionModel,Status,BeamSweepEnabled,BeamCount
16,16,"DL",12,9,9,0,15,2,2,64,4,-5.97354412750866,0,1,2,-157.475888325348,22.5278919817223,1,4,2,2,3,0,1,32,-156.53559774527,-156.53559774527,0,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","15|16","codebook_dft","explicit-wideband","nrPDSCHPrecode_before_RE_mapping",1,1,0,1,14,"type1","type1_su_mimo",64,2,64,2,"slot_coupled_truth","PASS",1,32
24,24,"DL",12,9,9,0,15,2,2,64,4,6.52893923644336,6,1,2,-144.192508140178,13.3468628675094,2,4,2,2,3,0,0,32,-150.060621537027,-150.006658508827,0.0539630282003714,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","3|4","codebook_dft","explicit-wideband","nrPDSCHPrecode_before_RE_mapping",1,1,0,1,2,"type1","type1_su_mimo",64,2,64,2,"slot_coupled_truth","PASS",1,32
33,33,"DL",12,9,9,0,15,2,2,64,4,-17.0522643156633,0,1,4,-166.447859255158,18.813023344897,2,4,2,2,5,0,0,32,-156.53559774527,-156.53559774527,0,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","26|27","codebook_dft","explicit-wideband","nrPDSCHPrecode_before_RE_mapping",1,1,0,1,25,"type1","type1_su_mimo",64,2,64,2,"slot_coupled_truth","PASS",1,32
22,22,"DL",12,9,9,26,13,2,2,64,4,31.389915230733,15,2,1,-119.302826207541,17.4229082402293,2,4,2,2,2,1,1,32,-125.135988552419,-125.135988552419,0,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","28|29","codebook_dft","explicit-wideband","nrPDSCHPrecode_before_RE_mapping",1,1,0,1,27,"type1","type1_su_mimo",64,2,64,2,"slot_coupled_truth","FAIL",1,32
34,34,"DL",12,9,9,26,13,2,2,64,4,7.88945892804647,7,2,2,-142.318273131113,10.920691723043,2,4,2,2,4,0,0,32,-148.704505070876,-148.643549943492,0.0609551273838633,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","10|11","codebook_dft","explicit-wideband","nrPDSCHPrecode_before_RE_mapping",1,1,0,1,9,"type1","type1_su_mimo",64,2,64,2,"slot_coupled_truth","FAIL",1,32
42,42,"DL",12,9,9,22,13,2,2,64,4,-7.84854443039485,0,1,2,-159.106135734635,22.0026842839098,1,4,2,2,3,0,0,32,-156.53559774527,-156.53559774527,0,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","20|21","codebook_dft","explicit-wideband","nrPDSCHPrecode_before_RE_mapping",1,1,0,1,19,"type1","type1_su_mimo",64,2,64,2,"slot_coupled_truth","FAIL",1,32
38,38,"DL",12,9,9,11,13,1,1,64,4,55.7082775718562,15,1,0,-88.7455408032268,0,1,4,1,1,1,1,1,32,-95.6332045532141,-95.6332045532141,0,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","1","codebook_dft","explicit-wideband","nrPDSCHPrecode_before_RE_mapping",1,1,0,1,0,"type1","type1_su_mimo",64,1,64,1,"slot_coupled_truth","PASS",1,32
8,8,"DL",12,9,9,0,13,2,2,64,4,-12.7377511162643,0,1,2,-162.887683798647,18.0831950260846,2,4,2,2,3,0,1,32,-156.53559774527,-156.53559774527,0,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","4|5","codebook_dft","explicit-wideband","nrPDSCHPrecode_before_RE_mapping",1,1,0,1,3,"type1","type1_su_mimo",64,2,64,2,"slot_coupled_truth","PASS",1,32
20,20,"DL",12,9,9,0,13,2,2,64,4,-7.26735272294743,0,1,23,-155.326716339087,14.0026002206245,2,4,2,1,24,0,0,32,-156.53559774527,-156.53559774527,0,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","3|4","codebook_dft","explicit-wideband","nrPDSCHPrecode_before_RE_mapping",1,1,0,1,2,"type1","type1_su_mimo",64,2,64,2,"slot_coupled_truth","PASS",1,32
32,32,"DL",12,9,9,0,13,2,2,64,4,24.6322720409335,15,2,31,-124.92229032669,9.96586945030551,2,4,2,1,1,1,1,32,-131.897562558597,-131.897562558597,0,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","26|27","codebook_dft","explicit-wideband","nrPDSCHPrecode_before_RE_mapping",1,1,0,1,25,"type1","type1_su_mimo",64,2,64,2,"slot_coupled_truth","PASS",1,32
37,37,"DL",12,9,9,0,13,2,2,64,4,11.4209607843911,9,1,2,-140.502380488491,31.7935880526092,1,4,2,2,3,0,1,32,-145.155170333166,-145.114636960879,0.0405333722866033,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","12|13","codebook_dft","explicit-wideband","nrPDSCHPrecode_before_RE_mapping",1,1,0,1,11,"type1","type1_su_mimo",64,2,64,2,"slot_coupled_truth","FAIL",1,32
44,44,"DL",12,9,9,0,13,2,2,64,4,36.1966432436965,15,2,3,-114.204666376553,25.2246231364318,1,4,2,2,5,0,0,32,-120.448153218174,-120.336692829482,0.111460388691754,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","12|13","codebook_dft","explicit-wideband","nrPDSCHPrecode_before_RE_mapping",1,1,0,1,11,"type1","type1_su_mimo",64,2,64,2,"slot_coupled_truth","FAIL",1,32
49,49,"DL",12,9,9,0,13,2,2,64,4,27.2387127026495,15,2,3,-124.477138133684,26.3460873438913,1,4,2,2,5,0,0,32,-129.281217940692,-128.99152738867,0.289690552021113,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","23|24","codebook_dft","explicit-wideband","nrPDSCHPrecode_before_RE_mapping",1,1,0,1,22,"type1","type1_su_mimo",64,2,64,2,"slot_coupled_truth","FAIL",1,32
30,30,"DL",12,9,9,26,9,2,2,64,4,23.4933191078217,15,2,6,-123.077879308492,7.85165715680009,2,4,2,2,7,0,0,32,-133.504139080117,-133.034862617761,0.469276462355651,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","11|12","codebook_dft","explicit-wideband","nrPDSCHPrecode_before_RE_mapping",1,1,0,1,10,"type1","type1_su_mimo",64,2,64,2,"slot_coupled_truth","FAIL",1,32
39,39,"DL",12,9,9,26,9,2,2,64,4,7.44705552305024,6,1,1,-142.450995303439,33.1691890198323,1,4,2,2,2,1,1,32,-149.08854222222,-149.08854222222,0,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","15|16","codebook_dft","explicit-wideband","nrPDSCHPrecode_before_RE_mapping",1,1,0,1,14,"type1","type1_su_mimo",64,2,64,2,"slot_coupled_truth","FAIL",1,32
7,7,"DL",12,9,9,22,9,2,2,64,4,-15.1541216781426,0,1,5,-165.604089070181,29.5436284581207,1,4,2,2,6,0,0,32,-156.53559774527,-156.53559774527,0,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","19|20","codebook_dft","explicit-wideband","nrPDSCHPrecode_before_RE_mapping",1,1,0,1,18,"type1","type1_su_mimo",64,2,64,2,"slot_coupled_truth","FAIL",1,32
46,46,"DL",12,9,9,18,9,1,1,64,4,29.7461353009879,15,1,0,-117.25742508696,0,1,4,1,1,1,1,1,32,-126.789462444282,-126.789462444282,0,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","2","codebook_dft","explicit-wideband","nrPDSCHPrecode_before_RE_mapping",1,1,0,1,1,"type1","type1_su_mimo",64,1,64,1,"slot_coupled_truth","PASS",1,32
27,27,"DL",12,9,9,8,9,1,1,64,4,15.4531270895479,11,1,0,-130.852141258399,0,1,4,1,1,1,1,1,32,-141.082470655722,-141.082470655722,0,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","2","codebook_dft","explicit-wideband","nrPDSCHPrecode_before_RE_mapping",1,1,0,1,1,"type1","type1_su_mimo",64,1,64,1,"slot_coupled_truth","PASS",1,32
11,11,"DL",12,9,9,4,9,1,1,64,4,-33.2617296244363,0,1,0,-180.781479432971,0,1,4,1,1,1,1,1,32,-156.53559774527,-156.53559774527,0,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","31","codebook_dft","explicit-wideband","nrPDSCHPrecode_before_RE_mapping",1,1,0,1,30,"type1","type1_su_mimo",64,1,64,1,"slot_coupled_truth","FAIL",1,32
1,1,"DL",12,9,9,0,9,2,2,64,4,-18.9814222972602,0,1,13,-167.087563864285,4.41722644504008,2,4,2,2,14,0,0,32,-156.53559774527,-156.53559774527,0,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","27|28","codebook_dft","explicit-wideband","nrPDSCHPrecode_before_RE_mapping",1,1,0,1,26,"type1","type1_su_mimo",64,2,64,2,"slot_coupled_truth","PASS",1,32
17,17,"DL",12,9,9,0,9,2,2,64,4,-5.7103899057176,0,1,1,-156.014517889077,41.8422139917568,1,4,2,2,2,1,1,32,-156.53559774527,-156.53559774527,0,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","14|15","codebook_dft","explicit-wideband","nrPDSCHPrecode_before_RE_mapping",1,1,0,1,13,"type1","type1_su_mimo",64,2,64,2,"slot_coupled_truth","FAIL",1,32
21,21,"DL",12,9,9,0,9,2,2,64,4,23.7002547860533,15,2,16,-123.386840870091,27.5913295207982,1,4,2,2,17,0,0,32,-132.248619581131,-131.551541581889,0.697077999242026,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","1|2","codebook_dft","explicit-wideband","nrPDSCHPrecode_before_RE_mapping",1,1,0,1,0,"type1","type1_su_mimo",64,2,64,2,"slot_coupled_truth","PASS",1,32
25,25,"DL",12,9,9,0,9,2,2,64,4,12.9694460338069,10,1,0,-136.858098843884,24.228623375584,1,4,2,1,1,1,1,32,-143.566151711463,-143.566151711463,0,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","5|6","codebook_dft","explicit-wideband","nrPDSCHPrecode_before_RE_mapping",1,1,0,1,4,"type1","type1_su_mimo",64,2,64,2,"slot_coupled_truth","FAIL",1,32
28,28,"DL",12,9,9,0,9,2,2,64,4,17.6314221408223,12,2,0,-132.231395795139,15.647877109447,2,4,2,2,2,1,1,32,-138.895587604521,-138.895587604521,0,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","3|4","codebook_dft","explicit-wideband","nrPDSCHPrecode_before_RE_mapping",1,1,0,1,2,"type1","type1_su_mimo",64,2,64,2,"slot_coupled_truth","PASS",1,32
31,31,"DL",12,9,9,0,9,1,1,64,4,30.0399017303883,15,1,0,-116.194275947913,0,1,4,1,1,1,1,1,32,-126.495696014882,-126.495696014882,0,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","3","codebook_dft","explicit-wideband","nrPDSCHPrecode_before_RE_mapping",1,1,0,1,2,"type1","type1_su_mimo",64,1,64,1,"slot_coupled_truth","PASS",1,32
36,36,"DL",12,9,9,0,9,2,2,64,4,9.27723331977267,7,1,1,-140.287490637349,14.9073158631855,2,4,2,2,2,1,1,32,-147.258364425498,-147.258364425498,0,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","3|4","codebook_dft","explicit-wideband","nrPDSCHPrecode_before_RE_mapping",1,1,0,1,2,"type1","type1_su_mimo",64,2,64,2,"slot_coupled_truth","PASS",1,32
48,48,"DL",12,9,9,0,9,2,2,64,4,-30.8520153584847,0,1,6,-157.34669967862,5.93350876612093,2,4,2,2,7,0,0,32,-156.53559774527,-156.53559774527,0,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","4|5","codebook_dft","explicit-wideband","nrPDSCHPrecode_before_RE_mapping",1,1,0,1,3,"type1","type1_su_mimo",64,2,64,2,"slot_coupled_truth","FAIL",1,32
3,3,"UL",12,9,9,10,15,1,1,64,4,41.7427252788724,15,1,0,-120.441377007266,0,1,64,2,1,1,1,1,32,-114.792872466398,-114.792872466398,0,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","1","ul_pusch_native_codebook_tpmi","ul_codebook_tpmi","nrPUSCH_native_codebook_precoding_during_modulation",1,0,0,1,0,"pusch_codebook","nr_pusch_codebook",2,1,2,1,"slot_coupled_truth","PASS",1,32
5,5,"UL",12,9,9,10,15,1,1,64,4,45.4229815308107,15,1,0,-116.604446657079,0,1,64,2,1,1,1,1,32,-111.112616214459,-111.112616214459,0,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","1","ul_pusch_native_codebook_tpmi","ul_codebook_tpmi","nrPUSCH_native_codebook_precoding_during_modulation",1,0,0,1,0,"pusch_codebook","nr_pusch_codebook",2,1,2,1,"slot_coupled_truth","PASS",1,32
9,9,"UL",12,9,9,10,15,1,1,64,4,22.8880129978893,15,1,0,-139.307958698542,0,1,64,2,1,1,1,1,32,-133.647584747381,-133.647584747381,0,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","1","ul_pusch_native_codebook_tpmi","ul_codebook_tpmi","nrPUSCH_native_codebook_precoding_during_modulation",1,0,0,1,0,"pusch_codebook","nr_pusch_codebook",2,1,2,1,"slot_coupled_truth","FAIL",1,32
14,14,"UL",12,9,9,10,15,1,1,64,4,37.9931130779106,15,1,0,-118.408250531208,0,1,64,2,1,1,1,1,32,-112.891295712264,-112.891295712264,0,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","1","ul_pusch_native_codebook_tpmi","ul_codebook_tpmi","nrPUSCH_native_codebook_precoding_during_modulation",1,0,0,1,0,"pusch_codebook","nr_pusch_codebook",2,1,2,1,"slot_coupled_truth","PASS",1,32
19,19,"UL",12,9,9,10,15,1,1,64,4,30.6479068034782,15,1,0,-131.48989576896,0,1,64,2,1,1,1,1,32,-125.887690941792,-125.887690941792,0,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","1","ul_pusch_native_codebook_tpmi","ul_codebook_tpmi","nrPUSCH_native_codebook_precoding_during_modulation",1,0,0,1,0,"pusch_codebook","nr_pusch_codebook",2,1,2,1,"slot_coupled_truth","PASS",1,32
26,26,"UL",12,9,9,10,15,1,1,64,4,23.6280567833995,15,1,0,-138.538884985401,0,1,64,2,1,1,1,1,32,-132.907540961871,-132.907540961871,0,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","1","ul_pusch_native_codebook_tpmi","ul_codebook_tpmi","nrPUSCH_native_codebook_precoding_during_modulation",1,0,0,1,0,"pusch_codebook","nr_pusch_codebook",2,1,2,1,"slot_coupled_truth","PASS",1,32
40,40,"UL",12,9,9,10,15,1,1,64,4,44.0935742535252,15,1,0,-118.077314569381,0,1,64,2,1,1,1,1,32,-112.442023491745,-112.442023491745,0,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","1","ul_pusch_native_codebook_tpmi","ul_codebook_tpmi","nrPUSCH_native_codebook_precoding_during_modulation",1,0,0,1,0,"pusch_codebook","nr_pusch_codebook",2,1,2,1,"slot_coupled_truth","PASS",1,32
43,43,"UL",12,9,9,10,15,1,1,64,4,28.6965970232153,15,1,0,-133.526824315436,0,1,64,2,1,1,1,1,32,-127.839000722055,-127.839000722055,0,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","1","ul_pusch_native_codebook_tpmi","ul_codebook_tpmi","nrPUSCH_native_codebook_precoding_during_modulation",1,0,0,1,0,"pusch_codebook","nr_pusch_codebook",2,1,2,1,"slot_coupled_truth","PASS",1,32
47,47,"UL",12,9,9,10,15,1,1,64,4,31.4173347224393,15,1,0,-130.769633683599,0,1,64,2,1,1,1,1,32,-125.118263022831,-125.118263022831,0,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","1","ul_pusch_native_codebook_tpmi","ul_codebook_tpmi","nrPUSCH_native_codebook_precoding_during_modulation",1,0,0,1,0,"pusch_codebook","nr_pusch_codebook",2,1,2,1,"slot_coupled_truth","PASS",1,32
4,4,"UL",12,9,9,10,17,1,1,64,4,20.3424086078836,14,1,0,-142.377589177548,0,1,64,2,1,1,1,1,32,-136.193189137387,-136.193189137387,0,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","1","ul_pusch_native_codebook_tpmi","ul_codebook_tpmi","nrPUSCH_native_codebook_precoding_during_modulation",1,0,0,1,0,"pusch_codebook","nr_pusch_codebook",2,1,2,1,"slot_coupled_truth","PASS",1,32
6,6,"UL",12,9,9,10,17,1,1,64,4,21.7867062260691,15,1,0,-140.946324896441,0,1,64,2,1,1,1,1,32,-134.748891519201,-134.748891519201,0,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","1","ul_pusch_native_codebook_tpmi","ul_codebook_tpmi","nrPUSCH_native_codebook_precoding_during_modulation",1,0,0,1,0,"pusch_codebook","nr_pusch_codebook",2,1,2,1,"slot_coupled_truth","PASS",1,32
10,10,"UL",12,9,9,10,17,1,1,64,4,27.1830854355009,15,1,0,-135.442589197777,0,1,64,2,1,1,1,1,32,-129.352512309769,-129.352512309769,0,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","1","ul_pusch_native_codebook_tpmi","ul_codebook_tpmi","nrPUSCH_native_codebook_precoding_during_modulation",1,0,0,1,0,"pusch_codebook","nr_pusch_codebook",2,1,2,1,"slot_coupled_truth","PASS",1,32
29,29,"UL",12,9,9,10,17,1,1,64,4,44.9457559310017,15,1,0,-117.770141906485,0,1,64,2,1,1,1,1,32,-111.589841814269,-111.589841814269,0,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","1","ul_pusch_native_codebook_tpmi","ul_codebook_tpmi","nrPUSCH_native_codebook_precoding_during_modulation",1,0,0,1,0,"pusch_codebook","nr_pusch_codebook",2,1,2,1,"slot_coupled_truth","PASS",1,32
35,35,"UL",12,9,9,10,17,1,1,64,4,15.1019622136583,11,1,0,-147.612241202075,0,1,64,2,1,1,1,1,32,-141.433635531612,-141.433635531612,0,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","1","ul_pusch_native_codebook_tpmi","ul_codebook_tpmi","nrPUSCH_native_codebook_precoding_during_modulation",1,0,0,1,0,"pusch_codebook","nr_pusch_codebook",2,1,2,1,"slot_coupled_truth","PASS",1,32
41,41,"UL",12,9,9,10,17,1,1,64,4,22.7933462409927,15,1,0,-139.836265363631,0,1,64,2,1,1,1,1,32,-133.742251504277,-133.742251504277,0,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","1","ul_pusch_native_codebook_tpmi","ul_codebook_tpmi","nrPUSCH_native_codebook_precoding_during_modulation",1,0,0,1,0,"pusch_codebook","nr_pusch_codebook",2,1,2,1,"slot_coupled_truth","PASS",1,32
45,45,"UL",12,9,9,10,17,1,1,64,4,20.839224414833,14,1,0,-141.831624843429,0,1,64,2,1,1,1,1,32,-135.696373330437,-135.696373330437,0,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","1","ul_pusch_native_codebook_tpmi","ul_codebook_tpmi","nrPUSCH_native_codebook_precoding_during_modulation",1,0,0,1,0,"pusch_codebook","nr_pusch_codebook",2,1,2,1,"slot_coupled_truth","PASS",1,32
50,50,"UL",12,9,9,10,17,1,1,64,4,36.0456923402985,15,1,0,-126.600947616842,0,1,64,2,1,1,1,1,32,-120.489905404972,-120.489905404972,0,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","1","ul_pusch_native_codebook_tpmi","ul_codebook_tpmi","nrPUSCH_native_codebook_precoding_during_modulation",1,0,0,1,0,"pusch_codebook","nr_pusch_codebook",2,1,2,1,"slot_coupled_truth","PASS",1,32
2,2,"UL",12,9,9,10,15,1,1,64,4,13.0487329447623,10,1,0,-149.20286449935,0,1,64,2,1,1,1,1,32,-143.486864800508,-143.486864800508,0,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","1","ul_pusch_native_codebook_tpmi","ul_codebook_tpmi","nrPUSCH_native_codebook_precoding_during_modulation",1,0,0,1,0,"pusch_codebook","nr_pusch_codebook",2,1,2,1,"slot_coupled_truth","FAIL",1,32
12,12,"UL",12,9,9,10,15,1,1,64,4,32.0383424423651,15,1,0,-130.100614892339,0,1,64,2,1,1,1,1,32,-124.497255302905,-124.497255302905,0,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","1","ul_pusch_native_codebook_tpmi","ul_codebook_tpmi","nrPUSCH_native_codebook_precoding_during_modulation",1,0,0,1,0,"pusch_codebook","nr_pusch_codebook",2,1,2,1,"slot_coupled_truth","PASS",1,32
13,13,"UL",12,9,9,10,15,1,1,64,4,20.3771867765392,14,1,0,-141.852826122029,0,1,64,2,1,1,1,1,32,-136.158410968731,-136.158410968731,0,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","1","ul_pusch_native_codebook_tpmi","ul_codebook_tpmi","nrPUSCH_native_codebook_precoding_during_modulation",1,0,0,1,0,"pusch_codebook","nr_pusch_codebook",2,1,2,1,"slot_coupled_truth","PASS",1,32
15,15,"UL",12,9,9,10,15,1,1,64,4,19.1950811583271,13,1,0,-143.003203963217,0,1,64,2,1,1,1,1,32,-137.340516586943,-137.340516586943,0,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","1","ul_pusch_native_codebook_tpmi","ul_codebook_tpmi","nrPUSCH_native_codebook_precoding_during_modulation",1,0,0,1,0,"pusch_codebook","nr_pusch_codebook",2,1,2,1,"slot_coupled_truth","FAIL",1,32
16,16,"UL",12,9,9,10,15,1,1,64,4,11.91856199018,9,1,0,-150.302325836652,0,1,64,2,1,1,1,1,32,-144.61703575509,-144.61703575509,0,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","1","ul_pusch_native_codebook_tpmi","ul_codebook_tpmi","nrPUSCH_native_codebook_precoding_during_modulation",1,0,0,1,0,"pusch_codebook","nr_pusch_codebook",2,1,2,1,"slot_coupled_truth","FAIL",1,32
18,18,"UL",12,9,9,10,15,1,1,64,4,28.8328546232343,15,1,0,-133.227174233855,0,1,64,2,1,1,1,1,32,-127.702743122036,-127.702743122036,0,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","1","ul_pusch_native_codebook_tpmi","ul_codebook_tpmi","nrPUSCH_native_codebook_precoding_during_modulation",1,0,0,1,0,"pusch_codebook","nr_pusch_codebook",2,1,2,1,"slot_coupled_truth","PASS",1,32
23,23,"UL",12,9,9,10,15,1,1,64,4,27.793879930287,15,1,0,-134.380364382048,0,1,64,2,1,1,1,1,32,-128.741717814983,-128.741717814983,0,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","1","ul_pusch_native_codebook_tpmi","ul_codebook_tpmi","nrPUSCH_native_codebook_precoding_during_modulation",1,0,0,1,0,"pusch_codebook","nr_pusch_codebook",2,1,2,1,"slot_coupled_truth","PASS",1,32
24,24,"UL",12,9,9,10,15,1,1,64,4,17.7364911306236,12,1,0,-144.4597287312,0,1,64,2,1,1,1,1,32,-138.799106614647,-138.799106614647,0,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","1","ul_pusch_native_codebook_tpmi","ul_codebook_tpmi","nrPUSCH_native_codebook_precoding_during_modulation",1,0,0,1,0,"pusch_codebook","nr_pusch_codebook",2,1,2,1,"slot_coupled_truth","FAIL",1,32
33,33,"UL",12,9,9,10,15,1,1,64,4,12.4802329172032,9,1,0,-149.729394298736,0,1,64,2,1,1,1,1,32,-144.055364828067,-144.055364828067,0,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","1","ul_pusch_native_codebook_tpmi","ul_codebook_tpmi","nrPUSCH_native_codebook_precoding_during_modulation",1,0,0,1,0,"pusch_codebook","nr_pusch_codebook",2,1,2,1,"slot_coupled_truth","FAIL",1,32
8,8,"UL",12,9,9,10,13,1,1,64,4,9.72268286539769,8,1,0,-151.949582396135,0,1,64,2,1,1,1,1,32,-146.812914879873,-146.812914879873,0,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","1","ul_pusch_native_codebook_tpmi","ul_codebook_tpmi","nrPUSCH_native_codebook_precoding_during_modulation",1,0,0,1,0,"pusch_codebook","nr_pusch_codebook",2,1,2,1,"slot_coupled_truth","FAIL",1,32
20,20,"UL",12,9,9,10,13,1,1,64,4,14.3207175968637,10,1,0,-147.318600477976,0,1,64,2,1,1,1,1,32,-142.214880148407,-142.214880148407,0,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","1","ul_pusch_native_codebook_tpmi","ul_codebook_tpmi","nrPUSCH_native_codebook_precoding_during_modulation",1,0,0,1,0,"pusch_codebook","nr_pusch_codebook",2,1,2,1,"slot_coupled_truth","FAIL",1,32
22,22,"UL",12,9,9,10,13,1,1,64,4,60.3792903063716,15,1,0,-101.215760525643,0,1,64,2,1,1,1,1,32,-96.1563074388986,-96.1563074388986,0,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","1","ul_pusch_native_codebook_tpmi","ul_codebook_tpmi","nrPUSCH_native_codebook_precoding_during_modulation",1,0,0,1,0,"pusch_codebook","nr_pusch_codebook",2,1,2,1,"slot_coupled_truth","PASS",1,32
32,32,"UL",12,9,9,10,13,1,1,64,4,52.308686975589,15,1,0,-109.234214756166,0,1,64,2,1,1,1,1,32,-104.226910769681,-104.226910769681,0,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","1","ul_pusch_native_codebook_tpmi","ul_codebook_tpmi","nrPUSCH_native_codebook_precoding_during_modulation",1,0,0,1,0,"pusch_codebook","nr_pusch_codebook",2,1,2,1,"slot_coupled_truth","FAIL",1,32
34,34,"UL",12,9,9,10,13,1,1,64,4,28.0321128238514,15,1,0,-133.50257144282,0,1,64,2,1,1,1,1,32,-128.503484921419,-128.503484921419,0,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","1","ul_pusch_native_codebook_tpmi","ul_codebook_tpmi","nrPUSCH_native_codebook_precoding_during_modulation",1,0,0,1,0,"pusch_codebook","nr_pusch_codebook",2,1,2,1,"slot_coupled_truth","FAIL",1,32
37,37,"UL",12,9,9,10,13,1,1,64,4,23.0083957849102,15,1,0,-138.587824669427,0,1,64,2,1,1,1,1,32,-133.52720196036,-133.52720196036,0,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","1","ul_pusch_native_codebook_tpmi","ul_codebook_tpmi","nrPUSCH_native_codebook_precoding_during_modulation",1,0,0,1,0,"pusch_codebook","nr_pusch_codebook",2,1,2,1,"slot_coupled_truth","PASS",1,32
38,38,"UL",12,9,9,10,13,1,1,64,4,44.7259682531136,15,1,0,-116.843035189194,0,1,64,2,1,1,1,1,32,-111.809629492157,-111.809629492157,0,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","1","ul_pusch_native_codebook_tpmi","ul_codebook_tpmi","nrPUSCH_native_codebook_precoding_during_modulation",1,0,0,1,0,"pusch_codebook","nr_pusch_codebook",2,1,2,1,"slot_coupled_truth","PASS",1,32
42,42,"UL",12,9,9,10,13,1,1,64,4,19.1175427488415,13,1,0,-142.528734805044,0,1,64,2,1,1,1,1,32,-137.418054996429,-137.418054996429,0,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","1","ul_pusch_native_codebook_tpmi","ul_codebook_tpmi","nrPUSCH_native_codebook_precoding_during_modulation",1,0,0,1,0,"pusch_codebook","nr_pusch_codebook",2,1,2,1,"slot_coupled_truth","PASS",1,32
