Direction,SNR_dB,Frame,Slot,UEIndex,RNTI,TrialOrdinal,AbsoluteSlot,SelectedBeamIndex,BestBeamIndex,BeamHit,TopKBeamHit,BeamCandidateCount,BeamGainGap_dB,BeamSelectionStrategy,ExecutionModel,Status,EventType,AcquisitionEventFlag,SwitchEventFlag,FirstHitEventFlag,BeamDetectedEventFlag,MisalignmentEventFlag,FailureEventFlag,SwitchLatencySlots,SwitchLatency_s,TrialsToFirstHit,StateBefore,StateAfter
"DL",12,9,9,47,47,3,189,2,11,0,0,32,0.880562745790144,"runtime_best_beam_per_link","slot_coupled_truth","FAIL","BEAM_MISALIGNED",0,0,0,0,1,0,NaN,NaN,NaN,"failed_alignment","misaligned"
"DL",12,7,7,48,48,1,147,1,31,0,0,32,0.0625345710366645,"runtime_best_beam_per_link","slot_coupled_truth","PASS","BEAM_ACQUIRED|BEAM_DETECTED|BEAM_MISALIGNED",1,0,0,1,1,0,NaN,NaN,NaN,"uninitialized","misaligned"
"DL",12,8,8,48,48,2,168,2,4,0,0,32,0.169726821888304,"runtime_best_beam_per_link","slot_coupled_truth","FAIL","BEAM_SWITCH|BEAM_MISALIGNED",0,1,0,0,1,0,21,0.0105,NaN,"misaligned","misaligned"
"DL",12,9,9,48,48,3,189,2,7,0,0,32,0,"runtime_best_beam_per_link","slot_coupled_truth","FAIL","BEAM_MISALIGNED",0,0,0,0,1,0,NaN,NaN,NaN,"misaligned","misaligned"
"DL",12,7,7,49,49,1,147,2,12,0,0,32,0.7389477677023,"runtime_best_beam_per_link","slot_coupled_truth","PASS","BEAM_ACQUIRED|BEAM_DETECTED|BEAM_MISALIGNED",1,0,0,1,1,0,NaN,NaN,NaN,"uninitialized","misaligned"
"DL",12,8,8,49,49,2,168,1,24,0,0,32,0.592238952099507,"runtime_best_beam_per_link","slot_coupled_truth","FAIL","BEAM_SWITCH|BEAM_MISALIGNED",0,1,0,0,1,0,21,0.0105,NaN,"misaligned","misaligned"
"DL",12,9,9,49,49,3,189,2,5,0,0,32,0.289690552021113,"runtime_best_beam_per_link","slot_coupled_truth","FAIL","BEAM_SWITCH|BEAM_MISALIGNED",0,1,0,0,1,0,21,0.0105,NaN,"misaligned","misaligned"
"DL",12,7,7,50,50,1,147,1,21,0,0,32,0.732241937578536,"runtime_best_beam_per_link","slot_coupled_truth","PASS","BEAM_ACQUIRED|BEAM_DETECTED|BEAM_MISALIGNED",1,0,0,1,1,0,NaN,NaN,3,"uninitialized","misaligned"
"DL",12,8,8,50,50,2,168,2,3,0,1,32,0.0112524215587939,"runtime_best_beam_per_link","slot_coupled_truth","FAIL","BEAM_SWITCH|BEAM_MISALIGNED",0,1,0,0,1,0,21,0.0105,3,"misaligned","misaligned"
"DL",12,9,9,50,50,3,189,1,1,1,1,32,0,"runtime_best_beam_per_link","slot_coupled_truth","PASS","BEAM_SWITCH|BEAM_REFINEMENT_CONVERGED",0,1,1,0,0,0,21,0.0105,3,"misaligned","aligned"
"UL",12,9,9,1,1,1,189,1,1,1,1,32,0,"runtime_best_beam_per_link","slot_coupled_truth","FAIL","BEAM_ACQUIRED|BEAM_REFINEMENT_CONVERGED|BEAM_DETECTED",1,0,1,1,0,0,NaN,NaN,1,"uninitialized","aligned"
"UL",12,10,10,1,1,2,210,1,1,1,1,32,0,"runtime_best_beam_per_link","slot_coupled_truth","FAIL","BEAM_TRACK",0,0,0,0,0,0,NaN,NaN,1,"aligned","aligned"
"UL",12,9,9,2,2,1,189,1,1,1,1,32,0,"runtime_best_beam_per_link","slot_coupled_truth","FAIL","BEAM_ACQUIRED|BEAM_REFINEMENT_CONVERGED|BEAM_DETECTED",1,0,1,1,0,0,NaN,NaN,1,"uninitialized","aligned"
"UL",12,10,10,2,2,2,210,1,1,1,1,32,0,"runtime_best_beam_per_link","slot_coupled_truth","FAIL","BEAM_TRACK",0,0,0,0,0,0,NaN,NaN,1,"aligned","aligned"
"UL",12,9,9,3,3,1,189,1,1,1,1,32,0,"runtime_best_beam_per_link","slot_coupled_truth","PASS","BEAM_ACQUIRED|BEAM_REFINEMENT_CONVERGED|BEAM_DETECTED",1,0,1,1,0,0,NaN,NaN,1,"uninitialized","aligned"
"UL",12,10,10,3,3,2,210,1,1,1,1,32,0,"runtime_best_beam_per_link","slot_coupled_truth","FAIL","BEAM_TRACK",0,0,0,0,0,0,NaN,NaN,1,"aligned","aligned"
"UL",12,9,9,4,4,1,189,1,1,1,1,32,0,"runtime_best_beam_per_link","slot_coupled_truth","PASS","BEAM_ACQUIRED|BEAM_REFINEMENT_CONVERGED|BEAM_DETECTED",1,0,1,1,0,0,NaN,NaN,1,"uninitialized","aligned"
"UL",12,10,10,4,4,2,210,1,1,1,1,32,0,"runtime_best_beam_per_link","slot_coupled_truth","FAIL","BEAM_TRACK",0,0,0,0,0,0,NaN,NaN,1,"aligned","aligned"
"UL",12,9,9,5,5,1,189,1,1,1,1,32,0,"runtime_best_beam_per_link","slot_coupled_truth","PASS","BEAM_ACQUIRED|BEAM_REFINEMENT_CONVERGED|BEAM_DETECTED",1,0,1,1,0,0,NaN,NaN,1,"uninitialized","aligned"
"UL",12,10,10,5,5,2,210,1,1,1,1,32,0,"runtime_best_beam_per_link","slot_coupled_truth","PASS","BEAM_TRACK",0,0,0,0,0,0,NaN,NaN,1,"aligned","aligned"
"UL",12,9,9,6,6,1,189,1,1,1,1,32,0,"runtime_best_beam_per_link","slot_coupled_truth","PASS","BEAM_ACQUIRED|BEAM_REFINEMENT_CONVERGED|BEAM_DETECTED",1,0,1,1,0,0,NaN,NaN,1,"uninitialized","aligned"
"UL",12,10,10,6,6,2,210,1,1,1,1,32,0,"runtime_best_beam_per_link","slot_coupled_truth","FAIL","BEAM_TRACK",0,0,0,0,0,0,NaN,NaN,1,"aligned","aligned"
"UL",12,9,9,7,7,1,189,1,1,1,1,32,0,"runtime_best_beam_per_link","slot_coupled_truth","FAIL","BEAM_ACQUIRED|BEAM_REFINEMENT_CONVERGED|BEAM_DETECTED",1,0,1,1,0,0,NaN,NaN,1,"uninitialized","aligned"
"UL",12,10,10,7,7,2,210,1,1,1,1,32,0,"runtime_best_beam_per_link","slot_coupled_truth","FAIL","BEAM_TRACK",0,0,0,0,0,0,NaN,NaN,1,"aligned","aligned"
"UL",12,9,9,8,8,1,189,1,1,1,1,32,0,"runtime_best_beam_per_link","slot_coupled_truth","FAIL","BEAM_ACQUIRED|BEAM_REFINEMENT_CONVERGED|BEAM_DETECTED",1,0,1,1,0,0,NaN,NaN,1,"uninitialized","aligned"
"UL",12,10,10,8,8,2,210,1,1,1,1,32,0,"runtime_best_beam_per_link","slot_coupled_truth","FAIL","BEAM_TRACK",0,0,0,0,0,0,NaN,NaN,1,"aligned","aligned"
"UL",12,9,9,9,9,1,189,1,1,1,1,32,0,"runtime_best_beam_per_link","slot_coupled_truth","FAIL","BEAM_ACQUIRED|BEAM_REFINEMENT_CONVERGED|BEAM_DETECTED",1,0,1,1,0,0,NaN,NaN,1,"uninitialized","aligned"
"UL",12,10,10,9,9,2,210,1,1,1,1,32,0,"runtime_best_beam_per_link","slot_coupled_truth","FAIL","BEAM_TRACK",0,0,0,0,0,0,NaN,NaN,1,"aligned","aligned"
"UL",12,9,9,10,10,1,189,1,1,1,1,32,0,"runtime_best_beam_per_link","slot_coupled_truth","PASS","BEAM_ACQUIRED|BEAM_REFINEMENT_CONVERGED|BEAM_DETECTED",1,0,1,1,0,0,NaN,NaN,1,"uninitialized","aligned"
"UL",12,10,10,10,10,2,210,1,1,1,1,32,0,"runtime_best_beam_per_link","slot_coupled_truth","PASS","BEAM_TRACK",0,0,0,0,0,0,NaN,NaN,1,"aligned","aligned"
"UL",12,9,9,11,11,1,189,1,1,1,1,32,0,"runtime_best_beam_per_link","slot_coupled_truth","FAIL","BEAM_ACQUIRED|BEAM_REFINEMENT_CONVERGED|BEAM_DETECTED",1,0,1,1,0,0,NaN,NaN,1,"uninitialized","aligned"
"UL",12,10,10,11,11,2,210,1,1,1,1,32,0,"runtime_best_beam_per_link","slot_coupled_truth","FAIL","BEAM_TRACK",0,0,0,0,0,0,NaN,NaN,1,"aligned","aligned"
"UL",12,9,9,12,12,1,189,1,1,1,1,32,0,"runtime_best_beam_per_link","slot_coupled_truth","PASS","BEAM_ACQUIRED|BEAM_REFINEMENT_CONVERGED|BEAM_DETECTED",1,0,1,1,0,0,NaN,NaN,1,"uninitialized","aligned"
"UL",12,10,10,12,12,2,210,1,1,1,1,32,0,"runtime_best_beam_per_link","slot_coupled_truth","FAIL","BEAM_TRACK",0,0,0,0,0,0,NaN,NaN,1,"aligned","aligned"
"UL",12,9,9,13,13,1,189,1,1,1,1,32,0,"runtime_best_beam_per_link","slot_coupled_truth","PASS","BEAM_ACQUIRED|BEAM_REFINEMENT_CONVERGED|BEAM_DETECTED",1,0,1,1,0,0,NaN,NaN,1,"uninitialized","aligned"
"UL",12,10,10,13,13,2,210,1,1,1,1,32,0,"runtime_best_beam_per_link","slot_coupled_truth","FAIL","BEAM_TRACK",0,0,0,0,0,0,NaN,NaN,1,"aligned","aligned"
"UL",12,9,9,14,14,1,189,1,1,1,1,32,0,"runtime_best_beam_per_link","slot_coupled_truth","PASS","BEAM_ACQUIRED|BEAM_REFINEMENT_CONVERGED|BEAM_DETECTED",1,0,1,1,0,0,NaN,NaN,1,"uninitialized","aligned"
"UL",12,10,10,14,14,2,210,1,1,1,1,32,0,"runtime_best_beam_per_link","slot_coupled_truth","PASS","BEAM_TRACK",0,0,0,0,0,0,NaN,NaN,1,"aligned","aligned"
"UL",12,9,9,15,15,1,189,1,1,1,1,32,0,"runtime_best_beam_per_link","slot_coupled_truth","FAIL","BEAM_ACQUIRED|BEAM_REFINEMENT_CONVERGED|BEAM_DETECTED",1,0,1,1,0,0,NaN,NaN,1,"uninitialized","aligned"
"UL",12,10,10,15,15,2,210,1,1,1,1,32,0,"runtime_best_beam_per_link","slot_coupled_truth","FAIL","BEAM_TRACK",0,0,0,0,0,0,NaN,NaN,1,"aligned","aligned"
"UL",12,9,9,16,16,1,189,1,1,1,1,32,0,"runtime_best_beam_per_link","slot_coupled_truth","FAIL","BEAM_ACQUIRED|BEAM_REFINEMENT_CONVERGED|BEAM_DETECTED",1,0,1,1,0,0,NaN,NaN,1,"uninitialized","aligned"
"UL",12,10,10,16,16,2,210,1,1,1,1,32,0,"runtime_best_beam_per_link","slot_coupled_truth","FAIL","BEAM_TRACK",0,0,0,0,0,0,NaN,NaN,1,"aligned","aligned"
"UL",12,9,9,17,17,1,189,1,1,1,1,32,0,"runtime_best_beam_per_link","slot_coupled_truth","FAIL","BEAM_ACQUIRED|BEAM_REFINEMENT_CONVERGED|BEAM_DETECTED",1,0,1,1,0,0,NaN,NaN,1,"uninitialized","aligned"
"UL",12,10,10,17,17,2,210,1,1,1,1,32,0,"runtime_best_beam_per_link","slot_coupled_truth","FAIL","BEAM_TRACK",0,0,0,0,0,0,NaN,NaN,1,"aligned","aligned"
"UL",12,9,9,18,18,1,189,1,1,1,1,32,0,"runtime_best_beam_per_link","slot_coupled_truth","PASS","BEAM_ACQUIRED|BEAM_REFINEMENT_CONVERGED|BEAM_DETECTED",1,0,1,1,0,0,NaN,NaN,1,"uninitialized","aligned"
"UL",12,10,10,18,18,2,210,1,1,1,1,32,0,"runtime_best_beam_per_link","slot_coupled_truth","PASS","BEAM_TRACK",0,0,0,0,0,0,NaN,NaN,1,"aligned","aligned"
"UL",12,9,9,19,19,1,189,1,1,1,1,32,0,"runtime_best_beam_per_link","slot_coupled_truth","PASS","BEAM_ACQUIRED|BEAM_REFINEMENT_CONVERGED|BEAM_DETECTED",1,0,1,1,0,0,NaN,NaN,1,"uninitialized","aligned"
"UL",12,10,10,19,19,2,210,1,1,1,1,32,0,"runtime_best_beam_per_link","slot_coupled_truth","PASS","BEAM_TRACK",0,0,0,0,0,0,NaN,NaN,1,"aligned","aligned"
"UL",12,9,9,20,20,1,189,1,1,1,1,32,0,"runtime_best_beam_per_link","slot_coupled_truth","FAIL","BEAM_ACQUIRED|BEAM_REFINEMENT_CONVERGED|BEAM_DETECTED",1,0,1,1,0,0,NaN,NaN,1,"uninitialized","aligned"
"UL",12,10,10,20,20,2,210,1,1,1,1,32,0,"runtime_best_beam_per_link","slot_coupled_truth","FAIL","BEAM_TRACK",0,0,0,0,0,0,NaN,NaN,1,"aligned","aligned"
"UL",12,9,9,21,21,1,189,1,1,1,1,32,0,"runtime_best_beam_per_link","slot_coupled_truth","FAIL","BEAM_ACQUIRED|BEAM_REFINEMENT_CONVERGED|BEAM_DETECTED",1,0,1,1,0,0,NaN,NaN,1,"uninitialized","aligned"
"UL",12,10,10,21,21,2,210,1,1,1,1,32,0,"runtime_best_beam_per_link","slot_coupled_truth","FAIL","BEAM_TRACK",0,0,0,0,0,0,NaN,NaN,1,"aligned","aligned"
"UL",12,9,9,22,22,1,189,1,1,1,1,32,0,"runtime_best_beam_per_link","slot_coupled_truth","PASS","BEAM_ACQUIRED|BEAM_REFINEMENT_CONVERGED|BEAM_DETECTED",1,0,1,1,0,0,NaN,NaN,1,"uninitialized","aligned"
"UL",12,10,10,22,22,2,210,1,1,1,1,32,0,"runtime_best_beam_per_link","slot_coupled_truth","PASS","BEAM_TRACK",0,0,0,0,0,0,NaN,NaN,1,"aligned","aligned"
"UL",12,9,9,23,23,1,189,1,1,1,1,32,0,"runtime_best_beam_per_link","slot_coupled_truth","PASS","BEAM_ACQUIRED|BEAM_REFINEMENT_CONVERGED|BEAM_DETECTED",1,0,1,1,0,0,NaN,NaN,1,"uninitialized","aligned"
"UL",12,10,10,23,23,2,210,1,1,1,1,32,0,"runtime_best_beam_per_link","slot_coupled_truth","FAIL","BEAM_TRACK",0,0,0,0,0,0,NaN,NaN,1,"aligned","aligned"
"UL",12,9,9,24,24,1,189,1,1,1,1,32,0,"runtime_best_beam_per_link","slot_coupled_truth","FAIL","BEAM_ACQUIRED|BEAM_REFINEMENT_CONVERGED|BEAM_DETECTED",1,0,1,1,0,0,NaN,NaN,1,"uninitialized","aligned"
"UL",12,10,10,24,24,2,210,1,1,1,1,32,0,"runtime_best_beam_per_link","slot_coupled_truth","FAIL","BEAM_TRACK",0,0,0,0,0,0,NaN,NaN,1,"aligned","aligned"
"UL",12,9,9,25,25,1,189,1,1,1,1,32,0,"runtime_best_beam_per_link","slot_coupled_truth","PASS","BEAM_ACQUIRED|BEAM_REFINEMENT_CONVERGED|BEAM_DETECTED",1,0,1,1,0,0,NaN,NaN,1,"uninitialized","aligned"
"UL",12,10,10,25,25,2,210,1,1,1,1,32,0,"runtime_best_beam_per_link","slot_coupled_truth","PASS","BEAM_TRACK",0,0,0,0,0,0,NaN,NaN,1,"aligned","aligned"
"UL",12,9,9,26,26,1,189,1,1,1,1,32,0,"runtime_best_beam_per_link","slot_coupled_truth","PASS","BEAM_ACQUIRED|BEAM_REFINEMENT_CONVERGED|BEAM_DETECTED",1,0,1,1,0,0,NaN,NaN,1,"uninitialized","aligned"
"UL",12,10,10,26,26,2,210,1,1,1,1,32,0,"runtime_best_beam_per_link","slot_coupled_truth","FAIL","BEAM_TRACK",0,0,0,0,0,0,NaN,NaN,1,"aligned","aligned"
"UL",12,9,9,27,27,1,189,1,1,1,1,32,0,"runtime_best_beam_per_link","slot_coupled_truth","PASS","BEAM_ACQUIRED|BEAM_REFINEMENT_CONVERGED|BEAM_DETECTED",1,0,1,1,0,0,NaN,NaN,1,"uninitialized","aligned"
"UL",12,10,10,27,27,2,210,1,1,1,1,32,0,"runtime_best_beam_per_link","slot_coupled_truth","FAIL","BEAM_TRACK",0,0,0,0,0,0,NaN,NaN,1,"aligned","aligned"
"UL",12,9,9,28,28,1,189,1,1,1,1,32,0,"runtime_best_beam_per_link","slot_coupled_truth","PASS","BEAM_ACQUIRED|BEAM_REFINEMENT_CONVERGED|BEAM_DETECTED",1,0,1,1,0,0,NaN,NaN,1,"uninitialized","aligned"
"UL",12,10,10,28,28,2,210,1,1,1,1,32,0,"runtime_best_beam_per_link","slot_coupled_truth","PASS","BEAM_TRACK",0,0,0,0,0,0,NaN,NaN,1,"aligned","aligned"
"UL",12,9,9,29,29,1,189,1,1,1,1,32,0,"runtime_best_beam_per_link","slot_coupled_truth","PASS","BEAM_ACQUIRED|BEAM_REFINEMENT_CONVERGED|BEAM_DETECTED",1,0,1,1,0,0,NaN,NaN,1,"uninitialized","aligned"
"UL",12,10,10,29,29,2,210,1,1,1,1,32,0,"runtime_best_beam_per_link","slot_coupled_truth","PASS","BEAM_TRACK",0,0,0,0,0,0,NaN,NaN,1,"aligned","aligned"
"UL",12,9,9,30,30,1,189,1,1,1,1,32,0,"runtime_best_beam_per_link","slot_coupled_truth","PASS","BEAM_ACQUIRED|BEAM_REFINEMENT_CONVERGED|BEAM_DETECTED",1,0,1,1,0,0,NaN,NaN,1,"uninitialized","aligned"
"UL",12,10,10,30,30,2,210,1,1,1,1,32,0,"runtime_best_beam_per_link","slot_coupled_truth","PASS","BEAM_TRACK",0,0,0,0,0,0,NaN,NaN,1,"aligned","aligned"
"UL",12,9,9,31,31,1,189,1,1,1,1,32,0,"runtime_best_beam_per_link","slot_coupled_truth","PASS","BEAM_ACQUIRED|BEAM_REFINEMENT_CONVERGED|BEAM_DETECTED",1,0,1,1,0,0,NaN,NaN,1,"uninitialized","aligned"
"UL",12,10,10,31,31,2,210,1,1,1,1,32,0,"runtime_best_beam_per_link","slot_coupled_truth","PASS","BEAM_TRACK",0,0,0,0,0,0,NaN,NaN,1,"aligned","aligned"
"UL",12,9,9,32,32,1,189,1,1,1,1,32,0,"runtime_best_beam_per_link","slot_coupled_truth","FAIL","BEAM_ACQUIRED|BEAM_REFINEMENT_CONVERGED|BEAM_DETECTED",1,0,1,1,0,0,NaN,NaN,1,"uninitialized","aligned"
"UL",12,10,10,32,32,2,210,1,1,1,1,32,0,"runtime_best_beam_per_link","slot_coupled_truth","FAIL","BEAM_TRACK",0,0,0,0,0,0,NaN,NaN,1,"aligned","aligned"
"UL",12,9,9,33,33,1,189,1,1,1,1,32,0,"runtime_best_beam_per_link","slot_coupled_truth","FAIL","BEAM_ACQUIRED|BEAM_REFINEMENT_CONVERGED|BEAM_DETECTED",1,0,1,1,0,0,NaN,NaN,1,"uninitialized","aligned"
"UL",12,10,10,33,33,2,210,1,1,1,1,32,0,"runtime_best_beam_per_link","slot_coupled_truth","FAIL","BEAM_TRACK",0,0,0,0,0,0,NaN,NaN,1,"aligned","aligned"
"UL",12,9,9,34,34,1,189,1,1,1,1,32,0,"runtime_best_beam_per_link","slot_coupled_truth","FAIL","BEAM_ACQUIRED|BEAM_REFINEMENT_CONVERGED|BEAM_DETECTED",1,0,1,1,0,0,NaN,NaN,1,"uninitialized","aligned"
"UL",12,10,10,34,34,2,210,1,1,1,1,32,0,"runtime_best_beam_per_link","slot_coupled_truth","FAIL","BEAM_TRACK",0,0,0,0,0,0,NaN,NaN,1,"aligned","aligned"
"UL",12,9,9,35,35,1,189,1,1,1,1,32,0,"runtime_best_beam_per_link","slot_coupled_truth","PASS","BEAM_ACQUIRED|BEAM_REFINEMENT_CONVERGED|BEAM_DETECTED",1,0,1,1,0,0,NaN,NaN,1,"uninitialized","aligned"
"UL",12,10,10,35,35,2,210,1,1,1,1,32,0,"runtime_best_beam_per_link","slot_coupled_truth","PASS","BEAM_TRACK",0,0,0,0,0,0,NaN,NaN,1,"aligned","aligned"
"UL",12,9,9,36,36,1,189,1,1,1,1,32,0,"runtime_best_beam_per_link","slot_coupled_truth","PASS","BEAM_ACQUIRED|BEAM_REFINEMENT_CONVERGED|BEAM_DETECTED",1,0,1,1,0,0,NaN,NaN,1,"uninitialized","aligned"
"UL",12,10,10,36,36,2,210,1,1,1,1,32,0,"runtime_best_beam_per_link","slot_coupled_truth","FAIL","BEAM_TRACK",0,0,0,0,0,0,NaN,NaN,1,"aligned","aligned"
"UL",12,9,9,37,37,1,189,1,1,1,1,32,0,"runtime_best_beam_per_link","slot_coupled_truth","PASS","BEAM_ACQUIRED|BEAM_REFINEMENT_CONVERGED|BEAM_DETECTED",1,0,1,1,0,0,NaN,NaN,1,"uninitialized","aligned"
"UL",12,10,10,37,37,2,210,1,1,1,1,32,0,"runtime_best_beam_per_link","slot_coupled_truth","FAIL","BEAM_TRACK",0,0,0,0,0,0,NaN,NaN,1,"aligned","aligned"
"UL",12,9,9,38,38,1,189,1,1,1,1,32,0,"runtime_best_beam_per_link","slot_coupled_truth","PASS","BEAM_ACQUIRED|BEAM_REFINEMENT_CONVERGED|BEAM_DETECTED",1,0,1,1,0,0,NaN,NaN,1,"uninitialized","aligned"
"UL",12,10,10,38,38,2,210,1,1,1,1,32,0,"runtime_best_beam_per_link","slot_coupled_truth","PASS","BEAM_TRACK",0,0,0,0,0,0,NaN,NaN,1,"aligned","aligned"
"UL",12,9,9,39,39,1,189,1,1,1,1,32,0,"runtime_best_beam_per_link","slot_coupled_truth","PASS","BEAM_ACQUIRED|BEAM_REFINEMENT_CONVERGED|BEAM_DETECTED",1,0,1,1,0,0,NaN,NaN,1,"uninitialized","aligned"
"UL",12,10,10,39,39,2,210,1,1,1,1,32,0,"runtime_best_beam_per_link","slot_coupled_truth","FAIL","BEAM_TRACK",0,0,0,0,0,0,NaN,NaN,1,"aligned","aligned"
"UL",12,9,9,40,40,1,189,1,1,1,1,32,0,"runtime_best_beam_per_link","slot_coupled_truth","PASS","BEAM_ACQUIRED|BEAM_REFINEMENT_CONVERGED|BEAM_DETECTED",1,0,1,1,0,0,NaN,NaN,1,"uninitialized","aligned"
"UL",12,10,10,40,40,2,210,1,1,1,1,32,0,"runtime_best_beam_per_link","slot_coupled_truth","PASS","BEAM_TRACK",0,0,0,0,0,0,NaN,NaN,1,"aligned","aligned"
"UL",12,9,9,41,41,1,189,1,1,1,1,32,0,"runtime_best_beam_per_link","slot_coupled_truth","PASS","BEAM_ACQUIRED|BEAM_REFINEMENT_CONVERGED|BEAM_DETECTED",1,0,1,1,0,0,NaN,NaN,1,"uninitialized","aligned"
"UL",12,10,10,41,41,2,210,1,1,1,1,32,0,"runtime_best_beam_per_link","slot_coupled_truth","FAIL","BEAM_TRACK",0,0,0,0,0,0,NaN,NaN,1,"aligned","aligned"
"UL",12,9,9,42,42,1,189,1,1,1,1,32,0,"runtime_best_beam_per_link","slot_coupled_truth","PASS","BEAM_ACQUIRED|BEAM_REFINEMENT_CONVERGED|BEAM_DETECTED",1,0,1,1,0,0,NaN,NaN,1,"uninitialized","aligned"
"UL",12,10,10,42,42,2,210,1,1,1,1,32,0,"runtime_best_beam_per_link","slot_coupled_truth","FAIL","BEAM_TRACK",0,0,0,0,0,0,NaN,NaN,1,"aligned","aligned"
"UL",12,9,9,43,43,1,189,1,1,1,1,32,0,"runtime_best_beam_per_link","slot_coupled_truth","PASS","BEAM_ACQUIRED|BEAM_REFINEMENT_CONVERGED|BEAM_DETECTED",1,0,1,1,0,0,NaN,NaN,1,"uninitialized","aligned"
"UL",12,10,10,43,43,2,210,1,1,1,1,32,0,"runtime_best_beam_per_link","slot_coupled_truth","FAIL","BEAM_TRACK",0,0,0,0,0,0,NaN,NaN,1,"aligned","aligned"
"UL",12,9,9,44,44,1,189,1,1,1,1,32,0,"runtime_best_beam_per_link","slot_coupled_truth","PASS","BEAM_ACQUIRED|BEAM_REFINEMENT_CONVERGED|BEAM_DETECTED",1,0,1,1,0,0,NaN,NaN,1,"uninitialized","aligned"
"UL",12,10,10,44,44,2,210,1,1,1,1,32,0,"runtime_best_beam_per_link","slot_coupled_truth","PASS","BEAM_TRACK",0,0,0,0,0,0,NaN,NaN,1,"aligned","aligned"
"UL",12,9,9,45,45,1,189,1,1,1,1,32,0,"runtime_best_beam_per_link","slot_coupled_truth","PASS","BEAM_ACQUIRED|BEAM_REFINEMENT_CONVERGED|BEAM_DETECTED",1,0,1,1,0,0,NaN,NaN,1,"uninitialized","aligned"
"UL",12,10,10,45,45,2,210,1,1,1,1,32,0,"runtime_best_beam_per_link","slot_coupled_truth","FAIL","BEAM_TRACK",0,0,0,0,0,0,NaN,NaN,1,"aligned","aligned"
"UL",12,9,9,47,47,1,189,1,1,1,1,32,0,"runtime_best_beam_per_link","slot_coupled_truth","PASS","BEAM_ACQUIRED|BEAM_REFINEMENT_CONVERGED|BEAM_DETECTED",1,0,1,1,0,0,NaN,NaN,1,"uninitialized","aligned"
"UL",12,10,10,47,47,2,210,1,1,1,1,32,0,"runtime_best_beam_per_link","slot_coupled_truth","PASS","BEAM_TRACK",0,0,0,0,0,0,NaN,NaN,1,"aligned","aligned"
"UL",12,9,9,49,49,1,189,1,1,1,1,32,0,"runtime_best_beam_per_link","slot_coupled_truth","PASS","BEAM_ACQUIRED|BEAM_REFINEMENT_CONVERGED|BEAM_DETECTED",1,0,1,1,0,0,NaN,NaN,1,"uninitialized","aligned"
"UL",12,10,10,49,49,2,210,1,1,1,1,32,0,"runtime_best_beam_per_link","slot_coupled_truth","PASS","BEAM_TRACK",0,0,0,0,0,0,NaN,NaN,1,"aligned","aligned"
"UL",12,9,9,50,50,1,189,1,1,1,1,32,0,"runtime_best_beam_per_link","slot_coupled_truth","PASS","BEAM_ACQUIRED|BEAM_REFINEMENT_CONVERGED|BEAM_DETECTED",1,0,1,1,0,0,NaN,NaN,1,"uninitialized","aligned"
"UL",12,10,10,50,50,2,210,1,1,1,1,32,0,"runtime_best_beam_per_link","slot_coupled_truth","PASS","BEAM_TRACK",0,0,0,0,0,0,NaN,NaN,1,"aligned","aligned"
