Occasion,AbsoluteSlot0,StartSample,EndSampleExclusive,IQFirstRow,IQRowCount,ReceiveBranches,HARQBits,SignalPresent,Detected,FalseACKBits,DetectionMetric,DetectionThreshold,DetectionThresholdSource,NoiseStreamSeed,InjectedSampleNoiseVariance,ConfiguredReferenceEsN0_dB,RFAppliedStageCount,TimingSource,Source,IQSHA256
290,1449,11128320,11136000,2219521,7680,2,2,0,0,0,0.327695658997058,0.42,yaml.pucch.detection_threshold_format0_two_symbols,2922366659,0.000123233856343788,12,1,prescribed_slot_window_not_acquired_sync,receiver_noise_rf_component_not_complete_access_or_conformance,09b4484532064268154e0669c5e348ec2917aab753573284258dbdc139d74d9d
291,1454,11166720,11174400,2227201,7680,2,1,0,0,0,0.25128418358628,0.42,yaml.pucch.detection_threshold_format0_two_symbols,2922366659,0.000123233856343788,12,1,prescribed_slot_window_not_acquired_sync,receiver_noise_rf_component_not_complete_access_or_conformance,09b4484532064268154e0669c5e348ec2917aab753573284258dbdc139d74d9d
291,1454,11166720,11174400,2227201,7680,2,2,0,0,0,0.25128418358628,0.42,yaml.pucch.detection_threshold_format0_two_symbols,2922366659,0.000123233856343788,12,1,prescribed_slot_window_not_acquired_sync,receiver_noise_rf_component_not_complete_access_or_conformance,09b4484532064268154e0669c5e348ec2917aab753573284258dbdc139d74d9d
292,1459,11205120,11212800,2234881,7680,2,1,0,0,0,0.371130389753932,0.42,yaml.pucch.detection_threshold_format0_two_symbols,2922366659,0.000123233856343788,12,1,prescribed_slot_window_not_acquired_sync,receiver_noise_rf_component_not_complete_access_or_conformance,09b4484532064268154e0669c5e348ec2917aab753573284258dbdc139d74d9d
292,1459,11205120,11212800,2234881,7680,2,2,0,0,0,0.371130389753932,0.42,yaml.pucch.detection_threshold_format0_two_symbols,2922366659,0.000123233856343788,12,1,prescribed_slot_window_not_acquired_sync,receiver_noise_rf_component_not_complete_access_or_conformance,09b4484532064268154e0669c5e348ec2917aab753573284258dbdc139d74d9d
293,1464,11243520,11251200,2242561,7680,2,1,0,0,0,0.377776866368929,0.42,yaml.pucch.detection_threshold_format0_two_symbols,2922366659,0.000123233856343788,12,1,prescribed_slot_window_not_acquired_sync,receiver_noise_rf_component_not_complete_access_or_conformance,09b4484532064268154e0669c5e348ec2917aab753573284258dbdc139d74d9d
293,1464,11243520,11251200,2242561,7680,2,2,0,0,0,0.377776866368929,0.42,yaml.pucch.detection_threshold_format0_two_symbols,2922366659,0.000123233856343788,12,1,prescribed_slot_window_not_acquired_sync,receiver_noise_rf_component_not_complete_access_or_conformance,09b4484532064268154e0669c5e348ec2917aab753573284258dbdc139d74d9d
294,1469,11281920,11289600,2250241,7680,2,1,0,0,0,0.364886923025336,0.42,yaml.pucch.detection_threshold_format0_two_symbols,2922366659,0.000123233856343788,12,1,prescribed_slot_window_not_acquired_sync,receiver_noise_rf_component_not_complete_access_or_conformance,09b4484532064268154e0669c5e348ec2917aab753573284258dbdc139d74d9d
294,1469,11281920,11289600,2250241,7680,2,2,0,0,0,0.364886923025336,0.42,yaml.pucch.detection_threshold_format0_two_symbols,2922366659,0.000123233856343788,12,1,prescribed_slot_window_not_acquired_sync,receiver_noise_rf_component_not_complete_access_or_conformance,09b4484532064268154e0669c5e348ec2917aab753573284258dbdc139d74d9d
295,1474,11320320,11328000,2257921,7680,2,1,0,0,0,0.222460301751542,0.42,yaml.pucch.detection_threshold_format0_two_symbols,2922366659,0.000123233856343788,12,1,prescribed_slot_window_not_acquired_sync,receiver_noise_rf_component_not_complete_access_or_conformance,09b4484532064268154e0669c5e348ec2917aab753573284258dbdc139d74d9d
295,1474,11320320,11328000,2257921,7680,2,2,0,0,0,0.306031608591476,0.42,yaml.pucch.detection_threshold_format0_two_symbols,2922366659,0.000123233856343788,12,1,prescribed_slot_window_not_acquired_sync,receiver_noise_rf_component_not_complete_access_or_conformance,09b4484532064268154e0669c5e348ec2917aab753573284258dbdc139d74d9d
296,1479,11358720,11366400,2265601,7680,2,1,0,0,0,0.297299290859396,0.42,yaml.pucch.detection_threshold_format0_two_symbols,2922366659,0.000123233856343788,12,1,prescribed_slot_window_not_acquired_sync,receiver_noise_rf_component_not_complete_access_or_conformance,09b4484532064268154e0669c5e348ec2917aab753573284258dbdc139d74d9d
296,1479,11358720,11366400,2265601,7680,2,2,0,0,0,0.380606986510827,0.42,yaml.pucch.detection_threshold_format0_two_symbols,2922366659,0.000123233856343788,12,1,prescribed_slot_window_not_acquired_sync,receiver_noise_rf_component_not_complete_access_or_conformance,09b4484532064268154e0669c5e348ec2917aab753573284258dbdc139d74d9d
297,1484,11397120,11404800,2273281,7680,2,1,0,0,0,0.247291610534399,0.42,yaml.pucch.detection_threshold_format0_two_symbols,2922366659,0.000123233856343788,12,1,prescribed_slot_window_not_acquired_sync,receiver_noise_rf_component_not_complete_access_or_conformance,09b4484532064268154e0669c5e348ec2917aab753573284258dbdc139d74d9d
297,1484,11397120,11404800,2273281,7680,2,2,0,0,0,0.357869267385842,0.42,yaml.pucch.detection_threshold_format0_two_symbols,2922366659,0.000123233856343788,12,1,prescribed_slot_window_not_acquired_sync,receiver_noise_rf_component_not_complete_access_or_conformance,09b4484532064268154e0669c5e348ec2917aab753573284258dbdc139d74d9d
298,1489,11435520,11443200,2280961,7680,2,1,0,0,0,0.249854246153413,0.42,yaml.pucch.detection_threshold_format0_two_symbols,2922366659,0.000123233856343788,12,1,prescribed_slot_window_not_acquired_sync,receiver_noise_rf_component_not_complete_access_or_conformance,09b4484532064268154e0669c5e348ec2917aab753573284258dbdc139d74d9d
298,1489,11435520,11443200,2280961,7680,2,2,0,0,0,0.261833796259989,0.42,yaml.pucch.detection_threshold_format0_two_symbols,2922366659,0.000123233856343788,12,1,prescribed_slot_window_not_acquired_sync,receiver_noise_rf_component_not_complete_access_or_conformance,09b4484532064268154e0669c5e348ec2917aab753573284258dbdc139d74d9d
299,1494,11473920,11481600,2288641,7680,2,1,0,0,0,0.407568333863839,0.42,yaml.pucch.detection_threshold_format0_two_symbols,2922366659,0.000123233856343788,12,1,prescribed_slot_window_not_acquired_sync,receiver_noise_rf_component_not_complete_access_or_conformance,09b4484532064268154e0669c5e348ec2917aab753573284258dbdc139d74d9d
299,1494,11473920,11481600,2288641,7680,2,2,0,0,0,0.407568333863839,0.42,yaml.pucch.detection_threshold_format0_two_symbols,2922366659,0.000123233856343788,12,1,prescribed_slot_window_not_acquired_sync,receiver_noise_rf_component_not_complete_access_or_conformance,09b4484532064268154e0669c5e348ec2917aab753573284258dbdc139d74d9d
300,1499,11512320,11520000,2296321,7680,2,1,0,0,0,0.288875734186668,0.42,yaml.pucch.detection_threshold_format0_two_symbols,2922366659,0.000123233856343788,12,1,prescribed_slot_window_not_acquired_sync,receiver_noise_rf_component_not_complete_access_or_conformance,09b4484532064268154e0669c5e348ec2917aab753573284258dbdc139d74d9d
300,1499,11512320,11520000,2296321,7680,2,2,0,0,0,0.407599560347657,0.42,yaml.pucch.detection_threshold_format0_two_symbols,2922366659,0.000123233856343788,12,1,prescribed_slot_window_not_acquired_sync,receiver_noise_rf_component_not_complete_access_or_conformance,09b4484532064268154e0669c5e348ec2917aab753573284258dbdc139d74d9d
301,1504,11550720,11558400,2304001,7680,2,1,0,0,0,0.285043285396212,0.42,yaml.pucch.detection_threshold_format0_two_symbols,2922366659,0.000123233856343788,12,1,prescribed_slot_window_not_acquired_sync,receiver_noise_rf_component_not_complete_access_or_conformance,09b4484532064268154e0669c5e348ec2917aab753573284258dbdc139d74d9d
301,1504,11550720,11558400,2304001,7680,2,2,0,0,0,0.343515731579978,0.42,yaml.pucch.detection_threshold_format0_two_symbols,2922366659,0.000123233856343788,12,1,prescribed_slot_window_not_acquired_sync,receiver_noise_rf_component_not_complete_access_or_conformance,09b4484532064268154e0669c5e348ec2917aab753573284258dbdc139d74d9d
302,1509,11589120,11596800,2311681,7680,2,1,0,0,0,0.328134601103648,0.42,yaml.pucch.detection_threshold_format0_two_symbols,2922366659,0.000123233856343788,12,1,prescribed_slot_window_not_acquired_sync,receiver_noise_rf_component_not_complete_access_or_conformance,09b4484532064268154e0669c5e348ec2917aab753573284258dbdc139d74d9d
302,1509,11589120,11596800,2311681,7680,2,2,0,0,0,0.328134601103648,0.42,yaml.pucch.detection_threshold_format0_two_symbols,2922366659,0.000123233856343788,12,1,prescribed_slot_window_not_acquired_sync,receiver_noise_rf_component_not_complete_access_or_conformance,09b4484532064268154e0669c5e348ec2917aab753573284258dbdc139d74d9d
303,1514,11627520,11635200,2319361,7680,2,1,0,0,0,0.284807302923437,0.42,yaml.pucch.detection_threshold_format0_two_symbols,2922366659,0.000123233856343788,12,1,prescribed_slot_window_not_acquired_sync,receiver_noise_rf_component_not_complete_access_or_conformance,09b4484532064268154e0669c5e348ec2917aab753573284258dbdc139d74d9d
303,1514,11627520,11635200,2319361,7680,2,2,0,0,0,0.319598735574405,0.42,yaml.pucch.detection_threshold_format0_two_symbols,2922366659,0.000123233856343788,12,1,prescribed_slot_window_not_acquired_sync,receiver_noise_rf_component_not_complete_access_or_conformance,09b4484532064268154e0669c5e348ec2917aab753573284258dbdc139d74d9d
304,1519,11665920,11673600,2327041,7680,2,1,0,0,0,0.265448349313735,0.42,yaml.pucch.detection_threshold_format0_two_symbols,2922366659,0.000123233856343788,12,1,prescribed_slot_window_not_acquired_sync,receiver_noise_rf_component_not_complete_access_or_conformance,09b4484532064268154e0669c5e348ec2917aab753573284258dbdc139d74d9d
304,1519,11665920,11673600,2327041,7680,2,2,0,0,0,0.287599687184424,0.42,yaml.pucch.detection_threshold_format0_two_symbols,2922366659,0.000123233856343788,12,1,prescribed_slot_window_not_acquired_sync,receiver_noise_rf_component_not_complete_access_or_conformance,09b4484532064268154e0669c5e348ec2917aab753573284258dbdc139d74d9d
305,1524,11704320,11712000,2334721,7680,2,1,0,0,0,0.303461698050181,0.42,yaml.pucch.detection_threshold_format0_two_symbols,2922366659,0.000123233856343788,12,1,prescribed_slot_window_not_acquired_sync,receiver_noise_rf_component_not_complete_access_or_conformance,09b4484532064268154e0669c5e348ec2917aab753573284258dbdc139d74d9d
305,1524,11704320,11712000,2334721,7680,2,2,0,0,0,0.370875723587683,0.42,yaml.pucch.detection_threshold_format0_two_symbols,2922366659,0.000123233856343788,12,1,prescribed_slot_window_not_acquired_sync,receiver_noise_rf_component_not_complete_access_or_conformance,09b4484532064268154e0669c5e348ec2917aab753573284258dbdc139d74d9d
306,1529,11742720,11750400,2342401,7680,2,1,0,0,0,0.230124669288633,0.42,yaml.pucch.detection_threshold_format0_two_symbols,2922366659,0.000123233856343788,12,1,prescribed_slot_window_not_acquired_sync,receiver_noise_rf_component_not_complete_access_or_conformance,09b4484532064268154e0669c5e348ec2917aab753573284258dbdc139d74d9d
306,1529,11742720,11750400,2342401,7680,2,2,0,0,0,0.272475305699482,0.42,yaml.pucch.detection_threshold_format0_two_symbols,2922366659,0.000123233856343788,12,1,prescribed_slot_window_not_acquired_sync,receiver_noise_rf_component_not_complete_access_or_conformance,09b4484532064268154e0669c5e348ec2917aab753573284258dbdc139d74d9d
307,1534,11781120,11788800,2350081,7680,2,1,0,0,0,0.283749476007954,0.42,yaml.pucch.detection_threshold_format0_two_symbols,2922366659,0.000123233856343788,12,1,prescribed_slot_window_not_acquired_sync,receiver_noise_rf_component_not_complete_access_or_conformance,09b4484532064268154e0669c5e348ec2917aab753573284258dbdc139d74d9d
307,1534,11781120,11788800,2350081,7680,2,2,0,0,0,0.333339791689449,0.42,yaml.pucch.detection_threshold_format0_two_symbols,2922366659,0.000123233856343788,12,1,prescribed_slot_window_not_acquired_sync,receiver_noise_rf_component_not_complete_access_or_conformance,09b4484532064268154e0669c5e348ec2917aab753573284258dbdc139d74d9d
308,1539,11819520,11827200,2357761,7680,2,1,0,0,0,0.261621860957744,0.42,yaml.pucch.detection_threshold_format0_two_symbols,2922366659,0.000123233856343788,12,1,prescribed_slot_window_not_acquired_sync,receiver_noise_rf_component_not_complete_access_or_conformance,09b4484532064268154e0669c5e348ec2917aab753573284258dbdc139d74d9d
308,1539,11819520,11827200,2357761,7680,2,2,0,0,0,0.354555000078132,0.42,yaml.pucch.detection_threshold_format0_two_symbols,2922366659,0.000123233856343788,12,1,prescribed_slot_window_not_acquired_sync,receiver_noise_rf_component_not_complete_access_or_conformance,09b4484532064268154e0669c5e348ec2917aab753573284258dbdc139d74d9d
309,1544,11857920,11865600,2365441,7680,2,1,0,0,0,0.296604049867899,0.42,yaml.pucch.detection_threshold_format0_two_symbols,2922366659,0.000123233856343788,12,1,prescribed_slot_window_not_acquired_sync,receiver_noise_rf_component_not_complete_access_or_conformance,09b4484532064268154e0669c5e348ec2917aab753573284258dbdc139d74d9d
309,1544,11857920,11865600,2365441,7680,2,2,0,0,0,0.308133639868564,0.42,yaml.pucch.detection_threshold_format0_two_symbols,2922366659,0.000123233856343788,12,1,prescribed_slot_window_not_acquired_sync,receiver_noise_rf_component_not_complete_access_or_conformance,09b4484532064268154e0669c5e348ec2917aab753573284258dbdc139d74d9d
310,1549,11896320,11904000,2373121,7680,2,1,0,0,0,0.222381099096562,0.42,yaml.pucch.detection_threshold_format0_two_symbols,2922366659,0.000123233856343788,12,1,prescribed_slot_window_not_acquired_sync,receiver_noise_rf_component_not_complete_access_or_conformance,09b4484532064268154e0669c5e348ec2917aab753573284258dbdc139d74d9d
310,1549,11896320,11904000,2373121,7680,2,2,0,0,0,0.343074456992904,0.42,yaml.pucch.detection_threshold_format0_two_symbols,2922366659,0.000123233856343788,12,1,prescribed_slot_window_not_acquired_sync,receiver_noise_rf_component_not_complete_access_or_conformance,09b4484532064268154e0669c5e348ec2917aab753573284258dbdc139d74d9d
311,1554,11934720,11942400,2380801,7680,2,1,0,0,0,0.205189578165299,0.42,yaml.pucch.detection_threshold_format0_two_symbols,2922366659,0.000123233856343788,12,1,prescribed_slot_window_not_acquired_sync,receiver_noise_rf_component_not_complete_access_or_conformance,09b4484532064268154e0669c5e348ec2917aab753573284258dbdc139d74d9d
311,1554,11934720,11942400,2380801,7680,2,2,0,0,0,0.286427330010611,0.42,yaml.pucch.detection_threshold_format0_two_symbols,2922366659,0.000123233856343788,12,1,prescribed_slot_window_not_acquired_sync,receiver_noise_rf_component_not_complete_access_or_conformance,09b4484532064268154e0669c5e348ec2917aab753573284258dbdc139d74d9d
312,1559,11973120,11980800,2388481,7680,2,1,0,0,0,0.16263148535652,0.42,yaml.pucch.detection_threshold_format0_two_symbols,2922366659,0.000123233856343788,12,1,prescribed_slot_window_not_acquired_sync,receiver_noise_rf_component_not_complete_access_or_conformance,09b4484532064268154e0669c5e348ec2917aab753573284258dbdc139d74d9d
312,1559,11973120,11980800,2388481,7680,2,2,0,0,0,0.281025928922239,0.42,yaml.pucch.detection_threshold_format0_two_symbols,2922366659,0.000123233856343788,12,1,prescribed_slot_window_not_acquired_sync,receiver_noise_rf_component_not_complete_access_or_conformance,09b4484532064268154e0669c5e348ec2917aab753573284258dbdc139d74d9d
313,1564,12011520,12019200,2396161,7680,2,1,0,0,0,0.372211871808209,0.42,yaml.pucch.detection_threshold_format0_two_symbols,2922366659,0.000123233856343788,12,1,prescribed_slot_window_not_acquired_sync,receiver_noise_rf_component_not_complete_access_or_conformance,09b4484532064268154e0669c5e348ec2917aab753573284258dbdc139d74d9d
313,1564,12011520,12019200,2396161,7680,2,2,0,0,0,0.372211871808209,0.42,yaml.pucch.detection_threshold_format0_two_symbols,2922366659,0.000123233856343788,12,1,prescribed_slot_window_not_acquired_sync,receiver_noise_rf_component_not_complete_access_or_conformance,09b4484532064268154e0669c5e348ec2917aab753573284258dbdc139d74d9d
314,1569,12049920,12057600,2403841,7680,2,1,0,0,0,0.307547775532001,0.42,yaml.pucch.detection_threshold_format0_two_symbols,2922366659,0.000123233856343788,12,1,prescribed_slot_window_not_acquired_sync,receiver_noise_rf_component_not_complete_access_or_conformance,09b4484532064268154e0669c5e348ec2917aab753573284258dbdc139d74d9d
314,1569,12049920,12057600,2403841,7680,2,2,0,0,0,0.339909262282992,0.42,yaml.pucch.detection_threshold_format0_two_symbols,2922366659,0.000123233856343788,12,1,prescribed_slot_window_not_acquired_sync,receiver_noise_rf_component_not_complete_access_or_conformance,09b4484532064268154e0669c5e348ec2917aab753573284258dbdc139d74d9d
315,1574,12088320,12096000,2411521,7680,2,1,0,0,0,0.239140994268619,0.42,yaml.pucch.detection_threshold_format0_two_symbols,2922366659,0.000123233856343788,12,1,prescribed_slot_window_not_acquired_sync,receiver_noise_rf_component_not_complete_access_or_conformance,09b4484532064268154e0669c5e348ec2917aab753573284258dbdc139d74d9d
315,1574,12088320,12096000,2411521,7680,2,2,0,0,0,0.261927296707444,0.42,yaml.pucch.detection_threshold_format0_two_symbols,2922366659,0.000123233856343788,12,1,prescribed_slot_window_not_acquired_sync,receiver_noise_rf_component_not_complete_access_or_conformance,09b4484532064268154e0669c5e348ec2917aab753573284258dbdc139d74d9d
316,1579,12126720,12134400,2419201,7680,2,1,0,0,0,0.261386249939258,0.42,yaml.pucch.detection_threshold_format0_two_symbols,2922366659,0.000123233856343788,12,1,prescribed_slot_window_not_acquired_sync,receiver_noise_rf_component_not_complete_access_or_conformance,09b4484532064268154e0669c5e348ec2917aab753573284258dbdc139d74d9d
316,1579,12126720,12134400,2419201,7680,2,2,0,0,0,0.261386249939258,0.42,yaml.pucch.detection_threshold_format0_two_symbols,2922366659,0.000123233856343788,12,1,prescribed_slot_window_not_acquired_sync,receiver_noise_rf_component_not_complete_access_or_conformance,09b4484532064268154e0669c5e348ec2917aab753573284258dbdc139d74d9d
317,1584,12165120,12172800,2426881,7680,2,1,0,0,0,0.392646019565984,0.42,yaml.pucch.detection_threshold_format0_two_symbols,2922366659,0.000123233856343788,12,1,prescribed_slot_window_not_acquired_sync,receiver_noise_rf_component_not_complete_access_or_conformance,09b4484532064268154e0669c5e348ec2917aab753573284258dbdc139d74d9d
317,1584,12165120,12172800,2426881,7680,2,2,0,0,0,0.392646019565984,0.42,yaml.pucch.detection_threshold_format0_two_symbols,2922366659,0.000123233856343788,12,1,prescribed_slot_window_not_acquired_sync,receiver_noise_rf_component_not_complete_access_or_conformance,09b4484532064268154e0669c5e348ec2917aab753573284258dbdc139d74d9d
318,1589,12203520,12211200,2434561,7680,2,1,0,0,0,0.304732123319736,0.42,yaml.pucch.detection_threshold_format0_two_symbols,2922366659,0.000123233856343788,12,1,prescribed_slot_window_not_acquired_sync,receiver_noise_rf_component_not_complete_access_or_conformance,09b4484532064268154e0669c5e348ec2917aab753573284258dbdc139d74d9d
318,1589,12203520,12211200,2434561,7680,2,2,0,0,0,0.304732123319736,0.42,yaml.pucch.detection_threshold_format0_two_symbols,2922366659,0.000123233856343788,12,1,prescribed_slot_window_not_acquired_sync,receiver_noise_rf_component_not_complete_access_or_conformance,09b4484532064268154e0669c5e348ec2917aab753573284258dbdc139d74d9d
319,1594,12241920,12249600,2442241,7680,2,1,0,0,0,0.266732455455392,0.42,yaml.pucch.detection_threshold_format0_two_symbols,2922366659,0.000123233856343788,12,1,prescribed_slot_window_not_acquired_sync,receiver_noise_rf_component_not_complete_access_or_conformance,09b4484532064268154e0669c5e348ec2917aab753573284258dbdc139d74d9d
319,1594,12241920,12249600,2442241,7680,2,2,0,0,0,0.307630718142441,0.42,yaml.pucch.detection_threshold_format0_two_symbols,2922366659,0.000123233856343788,12,1,prescribed_slot_window_not_acquired_sync,receiver_noise_rf_component_not_complete_access_or_conformance,09b4484532064268154e0669c5e348ec2917aab753573284258dbdc139d74d9d
320,1599,12280320,12288000,2449921,7680,2,1,0,0,0,0.254639928826473,0.42,yaml.pucch.detection_threshold_format0_two_symbols,2922366659,0.000123233856343788,12,1,prescribed_slot_window_not_acquired_sync,receiver_noise_rf_component_not_complete_access_or_conformance,09b4484532064268154e0669c5e348ec2917aab753573284258dbdc139d74d9d
320,1599,12280320,12288000,2449921,7680,2,2,0,0,0,0.255903921136183,0.42,yaml.pucch.detection_threshold_format0_two_symbols,2922366659,0.000123233856343788,12,1,prescribed_slot_window_not_acquired_sync,receiver_noise_rf_component_not_complete_access_or_conformance,09b4484532064268154e0669c5e348ec2917aab753573284258dbdc139d74d9d
321,1604,12318720,12326400,2457601,7680,2,1,0,0,0,0.262861465965578,0.42,yaml.pucch.detection_threshold_format0_two_symbols,2922366659,0.000123233856343788,12,1,prescribed_slot_window_not_acquired_sync,receiver_noise_rf_component_not_complete_access_or_conformance,09b4484532064268154e0669c5e348ec2917aab753573284258dbdc139d74d9d
321,1604,12318720,12326400,2457601,7680,2,2,0,0,0,0.262861465965578,0.42,yaml.pucch.detection_threshold_format0_two_symbols,2922366659,0.000123233856343788,12,1,prescribed_slot_window_not_acquired_sync,receiver_noise_rf_component_not_complete_access_or_conformance,09b4484532064268154e0669c5e348ec2917aab753573284258dbdc139d74d9d
322,1609,12357120,12364800,2465281,7680,2,1,0,0,0,0.25094258747806,0.42,yaml.pucch.detection_threshold_format0_two_symbols,2922366659,0.000123233856343788,12,1,prescribed_slot_window_not_acquired_sync,receiver_noise_rf_component_not_complete_access_or_conformance,09b4484532064268154e0669c5e348ec2917aab753573284258dbdc139d74d9d
322,1609,12357120,12364800,2465281,7680,2,2,0,0,0,0.346320406189669,0.42,yaml.pucch.detection_threshold_format0_two_symbols,2922366659,0.000123233856343788,12,1,prescribed_slot_window_not_acquired_sync,receiver_noise_rf_component_not_complete_access_or_conformance,09b4484532064268154e0669c5e348ec2917aab753573284258dbdc139d74d9d
323,1614,12395520,12403200,2472961,7680,2,1,0,0,0,0.292330060399709,0.42,yaml.pucch.detection_threshold_format0_two_symbols,2922366659,0.000123233856343788,12,1,prescribed_slot_window_not_acquired_sync,receiver_noise_rf_component_not_complete_access_or_conformance,09b4484532064268154e0669c5e348ec2917aab753573284258dbdc139d74d9d
323,1614,12395520,12403200,2472961,7680,2,2,0,0,0,0.292330060399709,0.42,yaml.pucch.detection_threshold_format0_two_symbols,2922366659,0.000123233856343788,12,1,prescribed_slot_window_not_acquired_sync,receiver_noise_rf_component_not_complete_access_or_conformance,09b4484532064268154e0669c5e348ec2917aab753573284258dbdc139d74d9d
324,1619,12433920,12441600,2480641,7680,2,1,0,0,0,0.184075245304331,0.42,yaml.pucch.detection_threshold_format0_two_symbols,2922366659,0.000123233856343788,12,1,prescribed_slot_window_not_acquired_sync,receiver_noise_rf_component_not_complete_access_or_conformance,09b4484532064268154e0669c5e348ec2917aab753573284258dbdc139d74d9d
324,1619,12433920,12441600,2480641,7680,2,2,0,0,0,0.311716739070642,0.42,yaml.pucch.detection_threshold_format0_two_symbols,2922366659,0.000123233856343788,12,1,prescribed_slot_window_not_acquired_sync,receiver_noise_rf_component_not_complete_access_or_conformance,09b4484532064268154e0669c5e348ec2917aab753573284258dbdc139d74d9d
325,1624,12472320,12480000,2488321,7680,2,1,0,0,0,0.394562156861389,0.42,yaml.pucch.detection_threshold_format0_two_symbols,2922366659,0.000123233856343788,12,1,prescribed_slot_window_not_acquired_sync,receiver_noise_rf_component_not_complete_access_or_conformance,09b4484532064268154e0669c5e348ec2917aab753573284258dbdc139d74d9d
325,1624,12472320,12480000,2488321,7680,2,2,0,0,0,0.394562156861389,0.42,yaml.pucch.detection_threshold_format0_two_symbols,2922366659,0.000123233856343788,12,1,prescribed_slot_window_not_acquired_sync,receiver_noise_rf_component_not_complete_access_or_conformance,09b4484532064268154e0669c5e348ec2917aab753573284258dbdc139d74d9d
326,1629,12510720,12518400,2496001,7680,2,1,0,0,0,0.29601003330551,0.42,yaml.pucch.detection_threshold_format0_two_symbols,2922366659,0.000123233856343788,12,1,prescribed_slot_window_not_acquired_sync,receiver_noise_rf_component_not_complete_access_or_conformance,09b4484532064268154e0669c5e348ec2917aab753573284258dbdc139d74d9d
326,1629,12510720,12518400,2496001,7680,2,2,0,0,0,0.29601003330551,0.42,yaml.pucch.detection_threshold_format0_two_symbols,2922366659,0.000123233856343788,12,1,prescribed_slot_window_not_acquired_sync,receiver_noise_rf_component_not_complete_access_or_conformance,09b4484532064268154e0669c5e348ec2917aab753573284258dbdc139d74d9d
327,1634,12549120,12556800,2503681,7680,2,1,0,0,0,0.240948128277395,0.42,yaml.pucch.detection_threshold_format0_two_symbols,2922366659,0.000123233856343788,12,1,prescribed_slot_window_not_acquired_sync,receiver_noise_rf_component_not_complete_access_or_conformance,09b4484532064268154e0669c5e348ec2917aab753573284258dbdc139d74d9d
327,1634,12549120,12556800,2503681,7680,2,2,0,0,0,0.270656836531973,0.42,yaml.pucch.detection_threshold_format0_two_symbols,2922366659,0.000123233856343788,12,1,prescribed_slot_window_not_acquired_sync,receiver_noise_rf_component_not_complete_access_or_conformance,09b4484532064268154e0669c5e348ec2917aab753573284258dbdc139d74d9d
328,1639,12587520,12595200,2511361,7680,2,1,0,0,0,0.289823855427568,0.42,yaml.pucch.detection_threshold_format0_two_symbols,2922366659,0.000123233856343788,12,1,prescribed_slot_window_not_acquired_sync,receiver_noise_rf_component_not_complete_access_or_conformance,09b4484532064268154e0669c5e348ec2917aab753573284258dbdc139d74d9d
328,1639,12587520,12595200,2511361,7680,2,2,0,0,0,0.289823855427568,0.42,yaml.pucch.detection_threshold_format0_two_symbols,2922366659,0.000123233856343788,12,1,prescribed_slot_window_not_acquired_sync,receiver_noise_rf_component_not_complete_access_or_conformance,09b4484532064268154e0669c5e348ec2917aab753573284258dbdc139d74d9d
329,1644,12625920,12633600,2519041,7680,2,1,0,0,0,0.289983952600236,0.42,yaml.pucch.detection_threshold_format0_two_symbols,2922366659,0.000123233856343788,12,1,prescribed_slot_window_not_acquired_sync,receiver_noise_rf_component_not_complete_access_or_conformance,09b4484532064268154e0669c5e348ec2917aab753573284258dbdc139d74d9d
329,1644,12625920,12633600,2519041,7680,2,2,0,0,0,0.289983952600236,0.42,yaml.pucch.detection_threshold_format0_two_symbols,2922366659,0.000123233856343788,12,1,prescribed_slot_window_not_acquired_sync,receiver_noise_rf_component_not_complete_access_or_conformance,09b4484532064268154e0669c5e348ec2917aab753573284258dbdc139d74d9d
330,1649,12664320,12672000,2526721,7680,2,1,0,0,0,0.360939253135639,0.42,yaml.pucch.detection_threshold_format0_two_symbols,2922366659,0.000123233856343788,12,1,prescribed_slot_window_not_acquired_sync,receiver_noise_rf_component_not_complete_access_or_conformance,09b4484532064268154e0669c5e348ec2917aab753573284258dbdc139d74d9d
330,1649,12664320,12672000,2526721,7680,2,2,0,0,0,0.360939253135639,0.42,yaml.pucch.detection_threshold_format0_two_symbols,2922366659,0.000123233856343788,12,1,prescribed_slot_window_not_acquired_sync,receiver_noise_rf_component_not_complete_access_or_conformance,09b4484532064268154e0669c5e348ec2917aab753573284258dbdc139d74d9d
331,1654,12702720,12710400,2534401,7680,2,1,0,1,0,0.444798654180791,0.42,yaml.pucch.detection_threshold_format0_two_symbols,2922366659,0.000123233856343788,12,1,prescribed_slot_window_not_acquired_sync,receiver_noise_rf_component_not_complete_access_or_conformance,09b4484532064268154e0669c5e348ec2917aab753573284258dbdc139d74d9d
331,1654,12702720,12710400,2534401,7680,2,2,0,1,0,0.444798654180791,0.42,yaml.pucch.detection_threshold_format0_two_symbols,2922366659,0.000123233856343788,12,1,prescribed_slot_window_not_acquired_sync,receiver_noise_rf_component_not_complete_access_or_conformance,09b4484532064268154e0669c5e348ec2917aab753573284258dbdc139d74d9d
332,1659,12741120,12748800,2542081,7680,2,1,0,0,0,0.377908151756429,0.42,yaml.pucch.detection_threshold_format0_two_symbols,2922366659,0.000123233856343788,12,1,prescribed_slot_window_not_acquired_sync,receiver_noise_rf_component_not_complete_access_or_conformance,09b4484532064268154e0669c5e348ec2917aab753573284258dbdc139d74d9d
