category,artifact_path,check_id,required,evaluated,passed,row_count,failure_count,details
primary_link,air_interface/csv/dl_pdsch_trials.csv,required_columns,True,True,False,400,2,RunID | ExecutionID
primary_link,air_interface/csv/dl_pdsch_trials.csv,expected_trial_count,True,True,True,400,0,
runtime_identity,air_interface/csv/dl_pdsch_trials.csv,identity_complete_and_consistent,True,True,False,400,400,"row=1:missing=RunID,ExecutionID | row=2:missing=RunID,ExecutionID | row=3:missing=RunID,ExecutionID | row=4:missing=RunID,ExecutionID | row=5:missing=RunID,ExecutionID | row=6:missing=RunID,ExecutionID | row=7:missing=RunID,ExecutionID | row=8:missing=RunID,ExecutionID | row=9:missing=RunID,ExecutionID | row=10:missing=RunID,ExecutionID | row=11:missing=RunID,ExecutionID | row=12:missing=RunID,ExecutionID | row=13:missing=RunID,ExecutionID | row=14:missing=RunID,ExecutionID | row=15:missing=RunID,ExecutionID | row=16:missing=RunID,ExecutionID | row=17:missing=RunID,ExecutionID | row=18:missing=RunID,ExecutionID | row=19:missing=RunID,ExecutionID | row=20:missing=RunID,ExecutionID | row=21:missing=RunID,ExecutionID | row=22:missing=RunID,ExecutionID | row=23:missing=RunID,ExecutionID | row=24:missing=RunID,ExecutionID"
runtime_identity,air_interface/csv/dl_pdsch_trials.csv,single_RunID,True,True,False,400,1,unique_nonblank_count=0
runtime_identity,air_interface/csv/dl_pdsch_trials.csv,single_RunTag,True,True,True,400,0,
runtime_identity,air_interface/csv/dl_pdsch_trials.csv,single_ScenarioID,True,True,True,400,0,
runtime_identity,air_interface/csv/dl_pdsch_trials.csv,single_ConfigHash,True,True,True,400,0,
runtime_identity,air_interface/csv/dl_pdsch_trials.csv,single_ExecutionID,True,True,False,400,1,unique_nonblank_count=0
primary_link,air_interface/csv/dl_pdsch_trials.csv,unique_trial_primary_key,True,True,True,400,0,
primary_link,air_interface/csv/dl_pdsch_trials.csv,direction_and_basic_values,True,True,True,400,0,
primary_link,air_interface/csv/dl_pdsch_trials.csv,scheduled_transmitted_effective_operating_point,True,True,True,400,0,
primary_link,air_interface/csv/dl_pdsch_trials.csv,transport_crc_ber_goodput_arithmetic,True,True,True,400,0,
primary_link,air_interface/csv/dl_pdsch_trials.csv,noise_sinr_evm_lineage,True,True,True,400,0,
primary_link,air_interface/csv/dl_pdsch_trials.csv,mu_mimo_receiver_execution,True,True,True,400,0,
primary_link,air_interface/csv/dl_pdsch_trials.csv,truth_proxy_and_lifecycle,True,True,True,400,0,
primary_link,air_interface/csv/ul_pusch_trials.csv,required_columns,True,True,False,400,2,RunID | ExecutionID
primary_link,air_interface/csv/ul_pusch_trials.csv,expected_trial_count,True,True,True,400,0,
runtime_identity,air_interface/csv/ul_pusch_trials.csv,identity_complete_and_consistent,True,True,False,400,400,"row=1:missing=RunID,ExecutionID | row=2:missing=RunID,ExecutionID | row=3:missing=RunID,ExecutionID | row=4:missing=RunID,ExecutionID | row=5:missing=RunID,ExecutionID | row=6:missing=RunID,ExecutionID | row=7:missing=RunID,ExecutionID | row=8:missing=RunID,ExecutionID | row=9:missing=RunID,ExecutionID | row=10:missing=RunID,ExecutionID | row=11:missing=RunID,ExecutionID | row=12:missing=RunID,ExecutionID | row=13:missing=RunID,ExecutionID | row=14:missing=RunID,ExecutionID | row=15:missing=RunID,ExecutionID | row=16:missing=RunID,ExecutionID | row=17:missing=RunID,ExecutionID | row=18:missing=RunID,ExecutionID | row=19:missing=RunID,ExecutionID | row=20:missing=RunID,ExecutionID | row=21:missing=RunID,ExecutionID | row=22:missing=RunID,ExecutionID | row=23:missing=RunID,ExecutionID | row=24:missing=RunID,ExecutionID"
runtime_identity,air_interface/csv/ul_pusch_trials.csv,single_RunID,True,True,False,400,1,unique_nonblank_count=0
runtime_identity,air_interface/csv/ul_pusch_trials.csv,single_RunTag,True,True,True,400,0,
runtime_identity,air_interface/csv/ul_pusch_trials.csv,single_ScenarioID,True,True,True,400,0,
runtime_identity,air_interface/csv/ul_pusch_trials.csv,single_ConfigHash,True,True,True,400,0,
runtime_identity,air_interface/csv/ul_pusch_trials.csv,single_ExecutionID,True,True,False,400,1,unique_nonblank_count=0
primary_link,air_interface/csv/ul_pusch_trials.csv,unique_trial_primary_key,True,True,True,400,0,
primary_link,air_interface/csv/ul_pusch_trials.csv,direction_and_basic_values,True,True,True,400,0,
primary_link,air_interface/csv/ul_pusch_trials.csv,scheduled_transmitted_effective_operating_point,True,True,True,400,0,
primary_link,air_interface/csv/ul_pusch_trials.csv,transport_crc_ber_goodput_arithmetic,True,True,True,400,0,
primary_link,air_interface/csv/ul_pusch_trials.csv,noise_sinr_evm_lineage,True,True,True,400,0,
primary_link,air_interface/csv/ul_pusch_trials.csv,mu_mimo_receiver_execution,True,True,True,400,0,
primary_link,air_interface/csv/ul_pusch_trials.csv,truth_proxy_and_lifecycle,True,True,True,400,0,
derived_link,air_interface/csv/distance_vs_sinr.csv,required_schema_and_rows,True,True,True,800,0,
derived_link,air_interface/csv/distance_vs_sinr.csv,physical_ranges_and_arithmetic,True,True,False,800,800,row=1:PropagationDistance_m_negative_or_nonfinite | row=2:PropagationDistance_m_negative_or_nonfinite | row=3:PropagationDistance_m_negative_or_nonfinite | row=4:PropagationDistance_m_negative_or_nonfinite | row=5:PropagationDistance_m_negative_or_nonfinite | row=6:PropagationDistance_m_negative_or_nonfinite | row=7:PropagationDistance_m_negative_or_nonfinite | row=8:PropagationDistance_m_negative_or_nonfinite | row=9:PropagationDistance_m_negative_or_nonfinite | row=10:PropagationDistance_m_negative_or_nonfinite | row=11:PropagationDistance_m_negative_or_nonfinite | row=12:PropagationDistance_m_negative_or_nonfinite | row=13:PropagationDistance_m_negative_or_nonfinite | row=14:PropagationDistance_m_negative_or_nonfinite | row=15:PropagationDistance_m_negative_or_nonfinite | row=16:PropagationDistance_m_negative_or_nonfinite | row=17:PropagationDistance_m_negative_or_nonfinite | row=18:PropagationDistance_m_negative_or_nonfinite | row=19:PropagationDistance_m_negative_or_nonfinite | row=20:PropagationDistance_m_negative_or_nonfinite | row=21:PropagationDistance_m_negative_or_nonfinite | row=22:PropagationDistance_m_negative_or_nonfinite | row=23:PropagationDistance_m_negative_or_nonfinite | row=24:PropagationDistance_m_negative_or_nonfinite
derived_link,air_interface/csv/distance_vs_sinr.csv,same_trial_population_reconciliation,True,True,True,800,0,
derived_link,air_interface/csv/dl_measured_sinr_bler_curve.csv,required_schema_and_rows,True,True,True,11,0,
derived_link,air_interface/csv/dl_measured_sinr_bler_curve.csv,physical_ranges_and_arithmetic,True,True,True,11,0,
derived_link,air_interface/csv/dl_measured_sinr_bler_curve.csv,same_trial_population_reconciliation,True,True,True,11,0,
derived_link,air_interface/csv/ul_measured_sinr_bler_curve.csv,required_schema_and_rows,True,True,True,8,0,
derived_link,air_interface/csv/ul_measured_sinr_bler_curve.csv,physical_ranges_and_arithmetic,True,True,True,8,0,
derived_link,air_interface/csv/ul_measured_sinr_bler_curve.csv,same_trial_population_reconciliation,True,True,True,8,0,
derived_link,air_interface/csv/dl_measured_sinr_throughput_curve.csv,required_schema_and_rows,True,True,True,11,0,
derived_link,air_interface/csv/dl_measured_sinr_throughput_curve.csv,physical_ranges_and_arithmetic,True,True,True,11,0,
derived_link,air_interface/csv/dl_measured_sinr_throughput_curve.csv,same_trial_population_reconciliation,True,True,True,11,0,
derived_link,air_interface/csv/ul_measured_sinr_throughput_curve.csv,required_schema_and_rows,True,True,True,8,0,
derived_link,air_interface/csv/ul_measured_sinr_throughput_curve.csv,physical_ranges_and_arithmetic,True,True,True,8,0,
derived_link,air_interface/csv/ul_measured_sinr_throughput_curve.csv,same_trial_population_reconciliation,True,True,True,8,0,
derived_link,air_interface/csv/live_measured_sinr_summary.csv,required_schema_and_rows,True,True,True,2,0,
derived_link,air_interface/csv/live_measured_sinr_summary.csv,physical_ranges_and_arithmetic,True,True,True,2,0,
derived_link,air_interface/csv/live_measured_sinr_summary.csv,same_trial_population_reconciliation,True,True,True,2,0,
derived_link,air_interface/csv/lls_measured_sinr_summary.csv,required_schema_and_rows,True,True,True,2,0,
derived_link,air_interface/csv/lls_measured_sinr_summary.csv,physical_ranges_and_arithmetic,True,True,True,2,0,
derived_link,air_interface/csv/lls_measured_sinr_summary.csv,same_trial_population_reconciliation,True,True,True,2,0,
derived_link,air_interface/csv/lls_kpi_summary.csv,required_schema_and_rows,True,True,True,2,0,
derived_link,air_interface/csv/lls_kpi_summary.csv,physical_ranges_and_arithmetic,True,True,True,2,0,
derived_link,air_interface/csv/lls_kpi_summary.csv,same_trial_population_reconciliation,True,True,True,2,0,
derived_link,air_interface/csv/lls_snr_sweep.csv,required_schema_and_rows,True,True,True,4,0,
derived_link,air_interface/csv/lls_snr_sweep.csv,physical_ranges_and_arithmetic,True,True,True,4,0,
derived_link,air_interface/csv/lls_snr_sweep.csv,same_trial_population_reconciliation,True,True,True,4,0,
derived_link,air_interface/csv/measured_sinr_distribution.csv,required_schema_and_rows,True,True,False,0,1,missing_runtime_rows
runtime_execution_lineage,reports/csv/runtime_call_ledger.csv,runtime_call_ledger_present_nonempty,True,True,True,10,0,
runtime_execution_lineage,reports/csv/runtime_call_ledger.csv,runtime_call_ledger_exact_schema,True,True,True,10,0,
runtime_execution_lineage,reports/csv/runtime_call_ledger.csv,runtime_call_sequence_positive_unique_monotonic,True,True,True,10,0,
runtime_execution_lineage,reports/csv/runtime_call_ledger.csv,runtime_call_identity_matches_run,True,True,True,10,0,
runtime_execution_lineage,reports/csv/runtime_call_ledger.csv,runtime_call_rows_are_actual_nonproxy_entries,True,True,True,10,0,
runtime_execution_lineage,reports/csv/runtime_call_ledger.csv,dl_canonical_tx_rx_entry_points_observed,True,True,True,10,0,
runtime_execution_lineage,reports/csv/runtime_call_ledger.csv,ul_canonical_tx_rx_entry_points_observed,True,True,False,10,1,"missing_functions=sixgr.phy.ul.pusch_tx,sixgr.phy.ul.pusch_rx"
domain_runtime,air_interface/csv/distance_vs_sinr.csv,schema_and_runtime_rows,True,True,True,800,0,
domain_runtime,air_interface/csv/distance_vs_sinr.csv,scenario_execution_identity,True,True,True,800,0,
domain_runtime,air_interface/csv/distance_vs_sinr.csv,populated_physical_value_ranges,True,True,True,800,0,
domain_runtime,air_interface/csv/distance_vs_sinr.csv,in_path_truth_proxy_separation,True,True,True,800,0,
domain_runtime,air_interface/csv/dl_fixed_link_campaign_trials.csv,schema_and_runtime_rows,True,True,True,400,0,
domain_runtime,air_interface/csv/dl_fixed_link_campaign_trials.csv,scenario_execution_identity,True,True,True,400,0,
domain_runtime,air_interface/csv/dl_fixed_link_campaign_trials.csv,populated_physical_value_ranges,True,True,True,400,0,
domain_runtime,air_interface/csv/dl_fixed_link_campaign_trials.csv,in_path_truth_proxy_separation,True,True,True,400,0,
domain_runtime,air_interface/csv/dl_measured_sinr_bler_curve.csv,schema_and_runtime_rows,True,True,True,11,0,
domain_runtime,air_interface/csv/dl_measured_sinr_bler_curve.csv,scenario_execution_identity,True,True,True,11,0,
domain_runtime,air_interface/csv/dl_measured_sinr_bler_curve.csv,populated_physical_value_ranges,True,True,True,11,0,
domain_runtime,air_interface/csv/dl_measured_sinr_bler_curve.csv,in_path_truth_proxy_separation,True,True,True,11,0,
domain_runtime,air_interface/csv/dl_measured_sinr_throughput_curve.csv,schema_and_runtime_rows,True,True,True,11,0,
domain_runtime,air_interface/csv/dl_measured_sinr_throughput_curve.csv,scenario_execution_identity,True,True,True,11,0,
domain_runtime,air_interface/csv/dl_measured_sinr_throughput_curve.csv,populated_physical_value_ranges,True,True,True,11,0,
domain_runtime,air_interface/csv/dl_measured_sinr_throughput_curve.csv,in_path_truth_proxy_separation,True,True,True,11,0,
domain_runtime,air_interface/csv/dl_multi_seed_bler_curve.csv,schema_and_runtime_rows,True,True,True,4,0,
domain_runtime,air_interface/csv/dl_multi_seed_bler_curve.csv,scenario_execution_identity,True,True,True,4,0,
domain_runtime,air_interface/csv/dl_multi_seed_bler_curve.csv,populated_physical_value_ranges,True,True,True,4,0,
domain_runtime,air_interface/csv/dl_multi_seed_bler_curve.csv,in_path_truth_proxy_separation,True,True,True,4,0,
domain_runtime,air_interface/csv/dl_pdsch_receiver_evidence_audit.csv,schema_and_runtime_rows,True,True,True,400,0,
domain_runtime,air_interface/csv/dl_pdsch_receiver_evidence_audit.csv,scenario_execution_identity,True,True,True,400,0,
domain_runtime,air_interface/csv/dl_pdsch_receiver_evidence_audit.csv,populated_physical_value_ranges,True,True,True,400,0,
domain_runtime,air_interface/csv/dl_pdsch_receiver_evidence_audit.csv,in_path_truth_proxy_separation,True,True,True,400,0,
domain_runtime,air_interface/csv/dl_pdsch_trials.csv,schema_and_runtime_rows,True,True,True,400,0,
domain_runtime,air_interface/csv/dl_pdsch_trials.csv,scenario_execution_identity,True,True,True,400,0,
domain_runtime,air_interface/csv/dl_pdsch_trials.csv,populated_physical_value_ranges,True,True,True,400,0,
domain_runtime,air_interface/csv/dl_pdsch_trials.csv,in_path_truth_proxy_separation,True,True,True,400,0,
domain_runtime,air_interface/csv/fixed_link_campaign_task_plan.csv,schema_and_runtime_rows,True,True,True,32,0,
domain_runtime,air_interface/csv/fixed_link_campaign_task_plan.csv,scenario_execution_identity,True,True,True,32,0,
domain_runtime,air_interface/csv/fixed_link_campaign_task_plan.csv,populated_physical_value_ranges,True,True,True,32,0,
domain_runtime,air_interface/csv/fixed_link_campaign_task_plan.csv,in_path_truth_proxy_separation,True,True,True,32,0,
domain_runtime,air_interface/csv/harq_combining_gain.csv,schema_and_runtime_rows,True,True,True,1,0,
domain_runtime,air_interface/csv/harq_combining_gain.csv,scenario_execution_identity,True,True,True,1,0,
domain_runtime,air_interface/csv/harq_combining_gain.csv,populated_physical_value_ranges,True,True,True,1,0,
domain_runtime,air_interface/csv/harq_combining_gain.csv,in_path_truth_proxy_separation,True,True,True,1,0,
domain_runtime,air_interface/csv/link_anchor_kpis.csv,schema_and_runtime_rows,True,True,True,3,0,
domain_runtime,air_interface/csv/link_anchor_kpis.csv,scenario_execution_identity,True,True,True,3,0,
domain_runtime,air_interface/csv/link_anchor_kpis.csv,populated_physical_value_ranges,True,True,True,3,0,
domain_runtime,air_interface/csv/link_anchor_kpis.csv,in_path_truth_proxy_separation,True,True,True,3,0,
domain_runtime,air_interface/csv/link_kpis.csv,schema_and_runtime_rows,True,True,True,4,0,
domain_runtime,air_interface/csv/link_kpis.csv,scenario_execution_identity,True,True,True,4,0,
domain_runtime,air_interface/csv/link_kpis.csv,populated_physical_value_ranges,True,True,True,4,0,
domain_runtime,air_interface/csv/link_kpis.csv,in_path_truth_proxy_separation,True,True,True,4,0,
domain_runtime,air_interface/csv/live_measured_sinr_summary.csv,schema_and_runtime_rows,True,True,True,2,0,
domain_runtime,air_interface/csv/live_measured_sinr_summary.csv,scenario_execution_identity,True,True,True,2,0,
domain_runtime,air_interface/csv/live_measured_sinr_summary.csv,populated_physical_value_ranges,True,True,True,2,0,
domain_runtime,air_interface/csv/live_measured_sinr_summary.csv,in_path_truth_proxy_separation,True,True,True,2,0,
domain_runtime,air_interface/csv/lls_fixed_link_campaign.csv,schema_and_runtime_rows,True,True,True,4,0,
domain_runtime,air_interface/csv/lls_fixed_link_campaign.csv,scenario_execution_identity,True,True,True,4,0,
domain_runtime,air_interface/csv/lls_fixed_link_campaign.csv,populated_physical_value_ranges,True,True,True,4,0,
domain_runtime,air_interface/csv/lls_fixed_link_campaign.csv,in_path_truth_proxy_separation,True,True,True,4,0,
domain_runtime,air_interface/csv/lls_kpi_summary.csv,schema_and_runtime_rows,True,True,True,2,0,
domain_runtime,air_interface/csv/lls_kpi_summary.csv,scenario_execution_identity,True,True,True,2,0,
domain_runtime,air_interface/csv/lls_kpi_summary.csv,populated_physical_value_ranges,True,True,True,2,0,
domain_runtime,air_interface/csv/lls_kpi_summary.csv,in_path_truth_proxy_separation,True,True,True,2,0,
domain_runtime,air_interface/csv/lls_measured_sinr_summary.csv,schema_and_runtime_rows,True,True,True,2,0,
domain_runtime,air_interface/csv/lls_measured_sinr_summary.csv,scenario_execution_identity,True,True,True,2,0,
domain_runtime,air_interface/csv/lls_measured_sinr_summary.csv,populated_physical_value_ranges,True,True,True,2,0,
domain_runtime,air_interface/csv/lls_measured_sinr_summary.csv,in_path_truth_proxy_separation,True,True,True,2,0,
domain_runtime,air_interface/csv/lls_snr_sweep.csv,schema_and_runtime_rows,True,True,True,4,0,
domain_runtime,air_interface/csv/lls_snr_sweep.csv,scenario_execution_identity,True,True,True,4,0,
domain_runtime,air_interface/csv/lls_snr_sweep.csv,populated_physical_value_ranges,True,True,True,4,0,
domain_runtime,air_interface/csv/lls_snr_sweep.csv,in_path_truth_proxy_separation,True,True,True,4,0,
domain_runtime,air_interface/csv/measured_sinr_distribution.csv,schema_and_runtime_rows,True,True,False,0,1,missing_runtime_rows
domain_runtime,air_interface/csv/metric_unit_catalog.csv,schema_and_runtime_rows,True,True,True,3429,0,
domain_runtime,air_interface/csv/metric_unit_catalog.csv,scenario_execution_identity,True,True,True,3429,0,
domain_runtime,air_interface/csv/metric_unit_catalog.csv,populated_physical_value_ranges,True,True,True,3429,0,
domain_runtime,air_interface/csv/metric_unit_catalog.csv,in_path_truth_proxy_separation,True,True,True,3429,0,
domain_runtime,air_interface/csv/multi_seed_drop_statistics.csv,schema_and_runtime_rows,True,True,True,32,0,
domain_runtime,air_interface/csv/multi_seed_drop_statistics.csv,scenario_execution_identity,True,True,True,32,0,
domain_runtime,air_interface/csv/multi_seed_drop_statistics.csv,populated_physical_value_ranges,True,True,True,32,0,
domain_runtime,air_interface/csv/multi_seed_drop_statistics.csv,in_path_truth_proxy_separation,True,True,True,32,0,
domain_runtime,air_interface/csv/ul_fixed_link_campaign_trials.csv,schema_and_runtime_rows,True,True,True,400,0,
domain_runtime,air_interface/csv/ul_fixed_link_campaign_trials.csv,scenario_execution_identity,True,True,True,400,0,
domain_runtime,air_interface/csv/ul_fixed_link_campaign_trials.csv,populated_physical_value_ranges,True,True,True,400,0,
domain_runtime,air_interface/csv/ul_fixed_link_campaign_trials.csv,in_path_truth_proxy_separation,True,True,True,400,0,
domain_runtime,air_interface/csv/ul_measured_sinr_bler_curve.csv,schema_and_runtime_rows,True,True,True,8,0,
domain_runtime,air_interface/csv/ul_measured_sinr_bler_curve.csv,scenario_execution_identity,True,True,True,8,0,
domain_runtime,air_interface/csv/ul_measured_sinr_bler_curve.csv,populated_physical_value_ranges,True,True,True,8,0,
domain_runtime,air_interface/csv/ul_measured_sinr_bler_curve.csv,in_path_truth_proxy_separation,True,True,True,8,0,
domain_runtime,air_interface/csv/ul_measured_sinr_throughput_curve.csv,schema_and_runtime_rows,True,True,True,8,0,
domain_runtime,air_interface/csv/ul_measured_sinr_throughput_curve.csv,scenario_execution_identity,True,True,True,8,0,
domain_runtime,air_interface/csv/ul_measured_sinr_throughput_curve.csv,populated_physical_value_ranges,True,True,True,8,0,
domain_runtime,air_interface/csv/ul_measured_sinr_throughput_curve.csv,in_path_truth_proxy_separation,True,True,True,8,0,
domain_runtime,air_interface/csv/ul_pusch_trials.csv,schema_and_runtime_rows,True,True,True,400,0,
domain_runtime,air_interface/csv/ul_pusch_trials.csv,scenario_execution_identity,True,True,True,400,0,
domain_runtime,air_interface/csv/ul_pusch_trials.csv,populated_physical_value_ranges,True,True,True,400,0,
domain_runtime,air_interface/csv/ul_pusch_trials.csv,in_path_truth_proxy_separation,True,True,True,400,0,
domain_runtime,analytics/csv/beam_analytics.csv,schema_and_runtime_rows,True,True,True,2,0,
domain_runtime,analytics/csv/beam_analytics.csv,scenario_execution_identity,True,True,True,2,0,
domain_runtime,analytics/csv/beam_analytics.csv,populated_physical_value_ranges,True,True,True,2,0,
domain_runtime,analytics/csv/beam_analytics.csv,in_path_truth_proxy_separation,True,True,True,2,0,
domain_runtime,analytics/csv/change_impact_analytics.csv,schema_and_runtime_rows,True,True,True,1,0,
domain_runtime,analytics/csv/change_impact_analytics.csv,scenario_execution_identity,True,True,True,1,0,
domain_runtime,analytics/csv/change_impact_analytics.csv,populated_physical_value_ranges,True,True,True,1,0,
domain_runtime,analytics/csv/change_impact_analytics.csv,in_path_truth_proxy_separation,True,True,True,1,0,
domain_runtime,analytics/csv/channel_estimation_analytics.csv,schema_and_runtime_rows,True,True,True,800,0,
domain_runtime,analytics/csv/channel_estimation_analytics.csv,scenario_execution_identity,True,True,True,800,0,
domain_runtime,analytics/csv/channel_estimation_analytics.csv,populated_physical_value_ranges,True,True,True,800,0,
domain_runtime,analytics/csv/channel_estimation_analytics.csv,in_path_truth_proxy_separation,True,True,True,800,0,
domain_runtime,analytics/csv/channel_quality_analytics.csv,schema_and_runtime_rows,True,True,True,800,0,
domain_runtime,analytics/csv/channel_quality_analytics.csv,scenario_execution_identity,True,True,True,800,0,
domain_runtime,analytics/csv/channel_quality_analytics.csv,populated_physical_value_ranges,True,True,True,800,0,
domain_runtime,analytics/csv/channel_quality_analytics.csv,in_path_truth_proxy_separation,True,True,True,800,0,
domain_runtime,analytics/csv/clipping_analytics.csv,schema_and_runtime_rows,True,True,True,57,0,
domain_runtime,analytics/csv/clipping_analytics.csv,scenario_execution_identity,True,True,True,57,0,
domain_runtime,analytics/csv/clipping_analytics.csv,populated_physical_value_ranges,True,True,True,57,0,
domain_runtime,analytics/csv/clipping_analytics.csv,in_path_truth_proxy_separation,True,True,True,57,0,
domain_runtime,analytics/csv/codeblock_analytics.csv,schema_and_runtime_rows,True,True,True,64,0,
domain_runtime,analytics/csv/codeblock_analytics.csv,scenario_execution_identity,True,True,True,64,0,
domain_runtime,analytics/csv/codeblock_analytics.csv,populated_physical_value_ranges,True,True,True,64,0,
domain_runtime,analytics/csv/codeblock_analytics.csv,in_path_truth_proxy_separation,True,True,True,64,0,
domain_runtime,analytics/csv/compute_analytics.csv,schema_and_runtime_rows,True,True,True,51,0,
domain_runtime,analytics/csv/compute_analytics.csv,scenario_execution_identity,True,True,True,51,0,
domain_runtime,analytics/csv/compute_analytics.csv,populated_physical_value_ranges,True,True,True,51,0,
domain_runtime,analytics/csv/compute_analytics.csv,in_path_truth_proxy_separation,True,True,True,51,0,
domain_runtime,analytics/csv/contract__beamforming-precoding-mimo-analytics__beam-gain-gap-histogram.csv,schema_and_runtime_rows,True,True,True,400,0,
domain_runtime,analytics/csv/contract__beamforming-precoding-mimo-analytics__beam-gain-gap-histogram.csv,scenario_execution_identity,True,True,True,400,0,
domain_runtime,analytics/csv/contract__beamforming-precoding-mimo-analytics__beam-gain-gap-histogram.csv,populated_physical_value_ranges,True,True,True,400,0,
domain_runtime,analytics/csv/contract__beamforming-precoding-mimo-analytics__beam-gain-gap-histogram.csv,in_path_truth_proxy_separation,True,True,True,400,0,
domain_runtime,analytics/csv/contract__beamforming-precoding-mimo-analytics__beam-hit-rate-top-k-hit-rate.csv,schema_and_runtime_rows,True,True,True,25,0,
domain_runtime,analytics/csv/contract__beamforming-precoding-mimo-analytics__beam-hit-rate-top-k-hit-rate.csv,scenario_execution_identity,True,True,True,25,0,
domain_runtime,analytics/csv/contract__beamforming-precoding-mimo-analytics__beam-hit-rate-top-k-hit-rate.csv,populated_physical_value_ranges,True,True,True,25,0,
domain_runtime,analytics/csv/contract__beamforming-precoding-mimo-analytics__beam-hit-rate-top-k-hit-rate.csv,in_path_truth_proxy_separation,True,True,True,25,0,
domain_runtime,analytics/csv/contract__beamforming-precoding-mimo-analytics__beam-id-timeline.csv,schema_and_runtime_rows,True,True,True,800,0,
domain_runtime,analytics/csv/contract__beamforming-precoding-mimo-analytics__beam-id-timeline.csv,scenario_execution_identity,True,True,True,800,0,
domain_runtime,analytics/csv/contract__beamforming-precoding-mimo-analytics__beam-id-timeline.csv,populated_physical_value_ranges,True,True,True,800,0,
domain_runtime,analytics/csv/contract__beamforming-precoding-mimo-analytics__beam-id-timeline.csv,in_path_truth_proxy_separation,True,True,True,800,0,
domain_runtime,analytics/csv/contract__beamforming-precoding-mimo-analytics__beam-pair-timeline.csv,schema_and_runtime_rows,True,True,True,800,0,
domain_runtime,analytics/csv/contract__beamforming-precoding-mimo-analytics__beam-pair-timeline.csv,scenario_execution_identity,True,True,True,800,0,
