relative_path,bytes,sha256,parse_ok,row_count,column_count,duplicate_header_count,row_width_mismatch_count,blank_cell_count,blank_fraction,nan_token_count,inf_token_count,duplicate_row_count,failure_token_count,proxy_token_count,synthetic_token_count,fallback_token_count,placeholder_token_count,schema_only,observation_count,observations,issue_count,issues
air_interface/csv/distance_vs_sinr.csv,78317,52a7f0f2b66e406156c788851212ea43af431bb549e27c6fe95de6f9fbc814a7,True,800,13,0,0,2400,0.23076923076923078,2400,0,0,0,0,0,0,0,False,0,,0,
air_interface/csv/dl_fixed_link_campaign_trials.csv,2991567,fc56978acff1db3fb26c6d4dcced50a6bb03626ad86e363b2793b96b4a4d8c88,True,400,589,0,0,23200,0.09847198641765705,10800,0,0,300,1200,0,0,0,False,0,,0,
air_interface/csv/dl_measured_sinr_bler_curve.csv,1434,4b6884f589ff058b4b654b94d122e62f7436603d01b9f6e3bb169b23f79cdd44,True,11,16,0,0,22,0.125,22,0,0,0,0,0,0,0,False,0,,0,
air_interface/csv/dl_measured_sinr_throughput_curve.csv,1513,5ac409a9f1ab5983522a89fe9e1357903bb4dfa09a7a6f995206aae2aa89b20b,True,11,18,0,0,22,0.1111111111111111,22,0,0,0,0,0,0,0,False,0,,0,
air_interface/csv/dl_multi_seed_bler_curve.csv,734,15210e5821b226cfeb0a2146214f4acb04c8c0745fbe7a0f37fdfa42d656b8c3,True,4,14,0,0,0,0.0,0,0,0,0,0,0,0,0,False,0,,0,
air_interface/csv/dl_pdsch_receiver_evidence_audit.csv,66504,66e794bc1154209f7ce0847dadea656ed4725e54a471318106c3d5b6055edc89,True,400,47,0,0,0,0.0,0,0,0,0,0,0,0,0,False,0,,0,
air_interface/csv/dl_pdsch_trials.csv,4766129,4bb312d700f0145630daf96c5013206d5e00c840792bb615c44af13f3c0c2643,True,400,954,0,0,127600,0.33438155136268344,86800,0,0,300,1600,0,0,0,False,0,,0,
air_interface/csv/fixed_link_campaign_task_plan.csv,6317,e2a67b7c473f7ee2eda7ade0b4f5911d56fc8c0da89065587f4f13d0215a0349,True,32,19,0,0,0,0.0,0,0,0,0,0,0,0,0,False,0,,0,
air_interface/csv/harq_combining_gain.csv,302,e9a8b512c1be6e76bf0c19afd5fa823e59cdbbd0642b7ff7c42369ccfbbb530f,True,1,13,0,0,0,0.0,0,0,0,0,0,0,0,0,False,0,,0,
air_interface/csv/link_anchor_kpis.csv,977,21ee1ca30a0cec86a81b001e68aaff40ecb5ce58cbeb5e875c04b99caab06474,True,3,18,0,0,10,0.18518518518518517,10,0,0,0,0,0,0,0,False,0,,0,
air_interface/csv/link_kpis.csv,5134,314ad5bac685e8c6dfd4b4c1b484fa7432fdff82672b8abd5df3550176cefe95,True,4,85,0,0,0,0.0,0,0,0,0,0,0,0,0,False,0,,0,
air_interface/csv/live_measured_sinr_summary.csv,875,9a392d32e3363e88d95a06c274de7b822686cefdd88c0c646f2b59da50725a09,True,2,22,0,0,2,0.045454545454545456,2,0,0,0,0,0,0,0,False,0,,0,
air_interface/csv/lls_fixed_link_campaign.csv,5134,314ad5bac685e8c6dfd4b4c1b484fa7432fdff82672b8abd5df3550176cefe95,True,4,85,0,0,0,0.0,0,0,0,0,0,0,0,0,False,0,,0,
air_interface/csv/lls_kpi_summary.csv,831,5749a1035ea9afe423a472c7bd8ff0c0894fa727521823b0ec9f2f876c3f2108,True,2,24,0,0,4,0.08333333333333333,2,0,0,0,0,0,0,0,False,0,,0,
air_interface/csv/lls_measured_sinr_summary.csv,875,9a392d32e3363e88d95a06c274de7b822686cefdd88c0c646f2b59da50725a09,True,2,22,0,0,2,0.045454545454545456,2,0,0,0,0,0,0,0,False,0,,0,
