Direction,AbsoluteSlot,TBID,StartSample,StopSampleExclusive,TBSBits,CodedBits,Qm,Layers,TargetCodeRate,CRCPass,TBExact,BitErrors,BER,CodedBER,EVMRMS,ReferenceErrorSINRdB,ConfiguredReferenceSNRdB,ExpectedDataREPowerPerPort,MeasuredTXDataREPower,InjectedSampleNoiseVariance,ExpectedGridNoiseVariance,MeasuredDMRSNoiseVariance,Source,StandardNR
"DL",41,"DL_41",2519232,2580608,622760,760320,10,2,0.82,1,1,0,0,0.0287142255892256,0.037751279481289,28.4613664901015,30,0.5,0.498821610533512,1.220703125e-07,0.0005,0.000508590083709115,"actual_coded_research_waveform",0
"DL",42,"DL_42",2580608,2641984,622760,760320,10,2,0.82,1,1,0,0,0.0291732428451178,0.0378510303546917,28.4384458787516,30,0.5,0.501142982241797,1.220703125e-07,0.0005,0.000536909571939511,"actual_coded_research_waveform",0
"UL",44,"UL_44",2703360,2764992,622760,760320,10,2,0.82,1,1,0,0,0.0291521990740741,0.0379507378702127,28.4155955153455,30,0.5,0.496807178579565,1.220703125e-07,0.0005,0.000510019022175578,"actual_coded_research_waveform",0
"UL",45,"UL_45",2764992,2826368,622760,760320,10,2,0.82,1,1,0,0,0.0289154566498316,0.0378089991130212,28.44809638422,30,0.5,0.500123886716654,1.220703125e-07,0.0005,0.000513105369980694,"actual_coded_research_waveform",0
"UL",46,"UL_46",2826368,2887744,622760,760320,10,2,0.82,1,1,0,0,0.0287273779461279,0.0376067337055713,28.4946877028615,30,0.5,0.500729589393469,1.220703125e-07,0.0005,0.000526134814834429,"actual_coded_research_waveform",0
"UL",47,"UL_47",2887744,2949120,622760,760320,10,2,0.82,1,1,0,0,0.0294507575757576,0.0379455391987855,28.4167854310593,30,0.5,0.501463575762536,1.220703125e-07,0.0005,0.000506954623880063,"actual_coded_research_waveform",0
"DL",48,"DL_48",2949120,3010752,622760,760320,10,2,0.82,1,1,0,0,0.0292784617003367,0.037813849666672,28.4469821343753,30,0.5,0.501590856635784,1.220703125e-07,0.0005,0.000500029240019444,"actual_coded_research_waveform",0
"DL",49,"DL_49",3010752,3072128,622760,760320,10,2,0.82,1,1,0,0,0.0288444339225589,0.0377341187272265,28.465315768293,30,0.5,0.500637021485653,1.220703125e-07,0.0005,0.000514317444884257,"actual_coded_research_waveform",0
"DL",50,"DL_50",3072128,3133504,622760,760320,10,2,0.82,1,1,0,0,0.0286182133838384,0.0376343352710565,28.4883150086492,30,0.5,0.499866007953458,1.220703125e-07,0.0005,0.000518429936301903,"actual_coded_research_waveform",0
"UL",52,"UL_52",3194880,3256512,622760,760320,10,2,0.82,1,1,0,0,0.0287418455387205,0.0377139471012669,28.4699602484173,30,0.5,0.498798931396096,1.220703125e-07,0.0005,0.000495946748141228,"actual_coded_research_waveform",0
"UL",53,"UL_53",3256512,3317888,622760,760320,10,2,0.82,1,1,0,0,0.0290838068181818,0.0377315925174599,28.4658972874725,30,0.5,0.500031550228605,1.220703125e-07,0.0005,0.000516506931857212,"actual_coded_research_waveform",0
"UL",54,"UL_54",3317888,3379264,622760,760320,10,2,0.82,1,1,0,0,0.0287339541245791,0.0376731380731541,28.4793640540752,30,0.5,0.498314646958366,1.220703125e-07,0.0005,0.00051003496769855,"actual_coded_research_waveform",0
"UL",55,"UL_55",3379264,3440640,622760,760320,10,2,0.82,1,1,0,0,0.0292100694444444,0.0379368791749862,28.4187679722836,30,0.5,0.499836849062498,1.220703125e-07,0.0005,0.000523086784958825,"actual_coded_research_waveform",0
"DL",56,"DL_56",3440640,3502272,622760,760320,10,2,0.82,1,1,0,0,0.029179819023569,0.0378607362591007,28.436218895582,30,0.5,0.500696110666809,1.220703125e-07,0.0005,0.000506071466071631,"actual_coded_research_waveform",0
"DL",57,"DL_57",3502272,3563648,622760,760320,10,2,0.82,1,1,0,0,0.0291982323232323,0.0379097857928712,28.4249733904673,30,0.5,0.500351140930345,1.220703125e-07,0.0005,0.000519224413355813,"actual_coded_research_waveform",0
"DL",58,"DL_58",3563648,3625024,622760,760320,10,2,0.82,1,1,0,0,0.0289772727272727,0.037740095464282,28.4639401122726,30,0.5,0.500260655800453,1.220703125e-07,0.0005,0.000521121436007794,"actual_coded_research_waveform",0
"UL",60,"UL_60",3686400,3748032,622760,760320,10,2,0.82,1,1,0,0,0.0291521990740741,0.0376802018123145,28.4777355964899,30,0.5,0.501597490669179,1.220703125e-07,0.0005,0.000506405192745305,"actual_coded_research_waveform",0
"UL",61,"UL_61",3748032,3809408,622760,760320,10,2,0.82,1,1,0,0,0.0292429503367003,0.0378933532002012,28.4287392421333,30,0.5,0.50042164682013,1.220703125e-07,0.0005,0.000508100078953468,"actual_coded_research_waveform",0
"UL",62,"UL_62",3809408,3870784,622760,760320,10,2,0.82,1,1,0,0,0.0288141835016835,0.037707081508326,28.4715416053372,30,0.5,0.499354801682539,1.220703125e-07,0.0005,0.000502715037890147,"actual_coded_research_waveform",0
"UL",63,"UL_63",3870784,3932160,622760,760320,10,2,0.82,1,1,0,0,0.0289351851851852,0.0377324836845696,28.4656921414069,30,0.5,0.500539670902598,1.220703125e-07,0.0005,0.000510004264140218,"actual_coded_research_waveform",0
"DL",64,"DL_64",3932160,3993792,622760,760320,10,2,0.82,1,1,0,0,0.0291377314814815,0.0377395227670714,28.4640719196369,30,0.5,0.500339107102329,1.220703125e-07,0.0005,0.000489175852363288,"actual_coded_research_waveform",0
"DL",65,"DL_65",3993792,4055168,622760,760320,10,2,0.82,1,1,0,0,0.0288865214646465,0.0377976461989916,28.4507048892969,30,0.5,0.500609096833461,1.220703125e-07,0.0005,0.000528785909181454,"actual_coded_research_waveform",0
"DL",66,"DL_66",4055168,4116544,622760,760320,10,2,0.82,1,1,0,0,0.0283656881313131,0.0375406135030943,28.509972684996,30,0.5,0.50122405630106,1.220703125e-07,0.0005,0.00051541749776323,"actual_coded_research_waveform",0
"UL",68,"UL_68",4177920,4239552,622760,760320,10,2,0.82,1,1,0,0,0.028978587962963,0.0377661617739166,28.4579430173024,30,0.5,0.500679294163556,1.220703125e-07,0.0005,0.00050665199136839,"actual_coded_research_waveform",0
"UL",69,"UL_69",4239552,4300928,622760,760320,10,2,0.82,1,1,0,0,0.0289877946127946,0.037962439832352,28.4129176679527,30,0.5,0.497918456312909,1.220703125e-07,0.0005,0.000514193240186928,"actual_coded_research_waveform",0
"UL",70,"UL_70",4300928,4362304,622760,760320,10,2,0.82,1,1,0,0,0.0294731165824916,0.0380007217107565,28.4041631034413,30,0.5,0.499764260394783,1.220703125e-07,0.0005,0.000517167749535073,"actual_coded_research_waveform",0
"UL",71,"UL_71",4362304,4423680,622760,760320,10,2,0.82,1,1,0,0,0.0289443918350168,0.0378095050877389,28.4479801470475,30,0.5,0.499528675069389,1.220703125e-07,0.0005,0.000514493350461405,"actual_coded_research_waveform",0
"DL",72,"DL_72",4423680,4485312,622760,760320,10,2,0.82,1,1,0,0,0.029135101010101,0.0377793872626084,28.4549018020931,30,0.5,0.500309716791596,1.220703125e-07,0.0005,0.00051289042825175,"actual_coded_research_waveform",0
"DL",73,"DL_73",4485312,4546688,622760,760320,10,2,0.82,1,1,0,0,0.0291166877104377,0.0377415395110777,28.4636077710056,30,0.5,0.499901569458046,1.220703125e-07,0.0005,0.000508831719301737,"actual_coded_research_waveform",0
"DL",74,"DL_74",4546688,4608064,622760,760320,10,2,0.82,1,1,0,0,0.0289338699494949,0.0377029506089339,28.4724932170858,30,0.5,0.500465462296499,1.220703125e-07,0.0005,0.000510274899217586,"actual_coded_research_waveform",0
"UL",76,"UL_76",4669440,4731072,622760,760320,10,2,0.82,1,1,0,0,0.02940867003367,0.0379300199436876,28.4203385788832,30,0.5,0.499176222760374,1.220703125e-07,0.0005,0.000516915502351783,"actual_coded_research_waveform",0
"UL",77,"UL_77",4731072,4792448,622760,760320,10,2,0.82,1,1,0,0,0.0289194023569024,0.0376602870089848,28.4823274909843,30,0.5,0.500674665768165,1.220703125e-07,0.0005,0.000519378945325333,"actual_coded_research_waveform",0
"UL",78,"UL_78",4792448,4853824,622760,760320,10,2,0.82,1,1,0,0,0.0288076073232323,0.0376631969961638,28.4816563635708,30,0.5,0.499513478504521,1.220703125e-07,0.0005,0.000524880846960279,"actual_coded_research_waveform",0
"UL",79,"UL_79",4853824,4915200,622760,760320,10,2,0.82,1,1,0,0,0.0291153724747475,0.0379297838775514,28.420392637668,30,0.5,0.499332508244741,1.220703125e-07,0.0005,0.000512822878194798,"actual_coded_research_waveform",0
