Direction,AbsoluteSlot,TBID,StartSample,StopSampleExclusive,TBSBits,CodedBits,Qm,Layers,TargetCodeRate,CRCPass,TBExact,BitErrors,BER,CodedBER,EVMRMS,ReferenceErrorSINRdB,ConfiguredReferenceSNRdB,ExpectedDataREPowerPerPort,MeasuredTXDataREPower,InjectedSampleNoiseVariance,ExpectedGridNoiseVariance,MeasuredDMRSNoiseVariance,Source,StandardNR
"DL",0,"DL_0",0,61632,622760,760320,10,2,0.82,1,1,0,0,0.0288654776936027,0.0378859154088059,28.4304442951539,30,0.5,0.498206111086452,1.220703125e-07,0.0005,0.000520019324325166,"actual_coded_research_waveform",0
"DL",1,"DL_1",61632,123008,622760,760320,10,2,0.82,1,1,0,0,0.0293626367845118,0.0378716735697264,28.4337100549441,30,0.5,0.50037289438868,1.220703125e-07,0.0005,0.00050513996986844,"actual_coded_research_waveform",0
"DL",2,"DL_2",123008,184384,622760,760320,10,2,0.82,1,1,0,0,0.0292403198653199,0.0378761548806996,28.4326823245553,30,0.5,0.500012342387734,1.220703125e-07,0.0005,0.00052624930475184,"actual_coded_research_waveform",0
"UL",4,"UL_4",245760,307392,622760,760320,10,2,0.82,1,1,0,0,0.0288628472222222,0.0377264519091409,28.4670807466236,30,0.5,0.501113051951602,1.220703125e-07,0.0005,0.000510788904548176,"actual_coded_research_waveform",0
"UL",5,"UL_5",307392,368768,622760,760320,10,2,0.82,1,1,0,0,0.0293008207070707,0.0377399192330287,28.4639806720214,30,0.5,0.501423771562176,1.220703125e-07,0.0005,0.000512352906486824,"actual_coded_research_waveform",0
"UL",6,"UL_6",368768,430144,622760,760320,10,2,0.82,1,1,0,0,0.0293586910774411,0.037989717937001,28.4066786189602,30,0.5,0.49935680732054,1.220703125e-07,0.0005,0.000521635770758609,"actual_coded_research_waveform",0
"UL",7,"UL_7",430144,491520,622760,760320,10,2,0.82,1,1,0,0,0.0293073968855219,0.0379049618683783,28.4260787183122,30,0.5,0.500459599662336,1.220703125e-07,0.0005,0.000512764168494038,"actual_coded_research_waveform",0
"DL",8,"DL_8",491520,553152,622760,760320,10,2,0.82,1,1,0,0,0.0291048505892256,0.0377762055484703,28.4556333433822,30,0.5,0.500229105571872,1.220703125e-07,0.0005,0.000518602164314237,"actual_coded_research_waveform",0
"DL",9,"DL_9",553152,614528,622760,760320,10,2,0.82,1,1,0,0,0.0291009048821549,0.0379213198252811,28.4223311150435,30,0.5,0.499110730965595,1.220703125e-07,0.0005,0.000507429927142383,"actual_coded_research_waveform",0
"DL",10,"DL_10",614528,675904,622760,760320,10,2,0.82,1,1,0,0,0.0289693813131313,0.0378118887090436,28.4474325805307,30,0.5,0.500119566880955,1.220703125e-07,0.0005,0.000510509876505274,"actual_coded_research_waveform",0
"UL",12,"UL_12",737280,798912,622760,760320,10,2,0.82,1,1,0,0,0.0291890256734007,0.0379217211820132,28.4222391846506,30,0.5,0.49871415462052,1.220703125e-07,0.0005,0.000502739879678339,"actual_coded_research_waveform",0
"UL",13,"UL_13",798912,860288,622760,760320,10,2,0.82,1,1,0,0,0.0289680660774411,0.0377866690270334,28.4532278070359,30,0.5,0.499668529750116,1.220703125e-07,0.0005,0.000514509438969806,"actual_coded_research_waveform",0
"UL",14,"UL_14",860288,921664,622760,760320,10,2,0.82,1,1,0,0,0.0288352272727273,0.0377081014955466,28.4713066527434,30,0.5,0.500355075066426,1.220703125e-07,0.0005,0.000503905223403674,"actual_coded_research_waveform",0
"UL",15,"UL_15",921664,983040,622760,760320,10,2,0.82,1,1,0,0,0.0287155408249158,0.0376648911841959,28.4812656585727,30,0.5,0.499088591807641,1.220703125e-07,0.0005,0.00052424560004582,"actual_coded_research_waveform",0
"DL",16,"DL_16",983040,1044672,622760,760320,10,2,0.82,1,1,0,0,0.0290338278619529,0.0378547015879553,28.4376034609803,30,0.5,0.499569250668982,1.220703125e-07,0.0005,0.000494829477251885,"actual_coded_research_waveform",0
"DL",17,"DL_17",1044672,1106048,622760,760320,10,2,0.82,1,1,0,0,0.0288444339225589,0.0376715827086336,28.4797226651215,30,0.5,0.500334478706936,1.220703125e-07,0.0005,0.000486134918136499,"actual_coded_research_waveform",0
"DL",18,"DL_18",1106048,1167424,622760,760320,10,2,0.82,1,1,0,0,0.0292718855218855,0.037923345016578,28.4218672567578,30,0.5,0.498314338398675,1.220703125e-07,0.0005,0.000511821393350315,"actual_coded_research_waveform",0
"UL",20,"UL_20",1228800,1290432,622760,760320,10,2,0.82,1,1,0,0,0.029207438973064,0.0378848735206743,28.4306831662401,30,0.5,0.49930581783132,1.220703125e-07,0.0005,0.000518048192337287,"actual_coded_research_waveform",0
"UL",21,"UL_21",1290432,1351808,622760,760320,10,2,0.82,1,1,0,0,0.029135101010101,0.0377878912380193,28.4529468662087,30,0.5,0.501035912028423,1.220703125e-07,0.0005,0.000511078501112198,"actual_coded_research_waveform",0
"UL",22,"UL_22",1351808,1413184,622760,760320,10,2,0.82,1,1,0,0,0.0292810921717172,0.0379133536054365,28.4241559717621,30,0.5,0.499268173548808,1.220703125e-07,0.0005,0.000512404252329686,"actual_coded_research_waveform",0
"UL",23,"UL_23",1413184,1474560,622760,760320,10,2,0.82,1,1,0,0,0.0288957281144781,0.0378781695922084,28.4322203162952,30,0.5,0.497628950181211,1.220703125e-07,0.0005,0.000496656358061552,"actual_coded_research_waveform",0
"DL",24,"DL_24",1474560,1536192,622760,760320,10,2,0.82,1,1,0,0,0.0290982744107744,0.0379192946863808,28.4227949861001,30,0.5,0.500323601977768,1.220703125e-07,0.0005,0.00050138256225378,"actual_coded_research_waveform",0
"DL",25,"DL_25",1536192,1597568,622760,760320,10,2,0.82,1,1,0,0,0.029162720959596,0.0379094696000175,28.425045836872,30,0.5,0.500336792904634,1.220703125e-07,0.0005,0.000511270871973328,"actual_coded_research_waveform",0
"DL",26,"DL_26",1597568,1658944,622760,760320,10,2,0.82,1,1,0,0,0.0291022201178451,0.0378737756414045,28.4332279570015,30,0.5,0.499513709924293,1.220703125e-07,0.0005,0.000512068820374505,"actual_coded_research_waveform",0
"UL",28,"UL_28",1720320,1781952,622760,760320,10,2,0.82,1,1,0,0,0.0288904671717172,0.0376888184004402,28.4757495620786,30,0.5,0.501073864870626,1.220703125e-07,0.0005,0.000503611363196631,"actual_coded_research_waveform",0
"UL",29,"UL_29",1781952,1843328,622760,760320,10,2,0.82,1,1,0,0,0.0294323442760943,0.0379729292733984,28.4105179923089,30,0.5,0.499983877756079,1.220703125e-07,0.0005,0.000507363981772984,"actual_coded_research_waveform",0
"UL",30,"UL_30",1843328,1904704,622760,760320,10,2,0.82,1,1,0,0,0.0291863952020202,0.0378774183883169,28.4323925774913,30,0.5,0.500219463081474,1.220703125e-07,0.0005,0.000512664911791856,"actual_coded_research_waveform",0
"UL",31,"UL_31",1904704,1966080,622760,760320,10,2,0.82,1,1,0,0,0.029207438973064,0.0378677179058365,28.4346173360657,30,0.5,0.500600225742296,1.220703125e-07,0.0005,0.000513698887414821,"actual_coded_research_waveform",0
"DL",32,"DL_32",1966080,2027712,622760,760320,10,2,0.82,1,1,0,0,0.029062763047138,0.0378876223160451,28.4300529709964,30,0.5,0.498752107462726,1.220703125e-07,0.0005,0.000517066052571837,"actual_coded_research_waveform",0
"DL",33,"DL_33",2027712,2089088,622760,760320,10,2,0.82,1,1,0,0,0.0290482954545455,0.037785066867269,28.4535960977132,30,0.5,0.501957194130972,1.220703125e-07,0.0005,0.000505312426451,"actual_coded_research_waveform",0
"DL",34,"DL_34",2089088,2150464,622760,760320,10,2,0.82,1,1,0,0,0.0289720117845118,0.0378335723749138,28.442452984104,30,0.5,0.499449683788051,1.220703125e-07,0.0005,0.00050820968120387,"actual_coded_research_waveform",0
"UL",36,"UL_36",2211840,2273472,622760,760320,10,2,0.82,1,1,0,0,0.0294836384680135,0.0379047781862324,28.4261208090211,30,0.5,0.499982952077,1.220703125e-07,0.0005,0.000515427533220424,"actual_coded_research_waveform",0
"UL",37,"UL_37",2273472,2334848,622760,760320,10,2,0.82,1,1,0,0,0.029112742003367,0.0377874800974736,28.4530413711074,30,0.5,0.501674476312513,1.220703125e-07,0.0005,0.000510371716071077,"actual_coded_research_waveform",0
"UL",38,"UL_38",2334848,2396224,622760,760320,10,2,0.82,1,1,0,0,0.0288181292087542,0.03777618453456,28.4556381751156,30,0.5,0.498224701807938,1.220703125e-07,0.0005,0.000518220705073094,"actual_coded_research_waveform",0
"UL",39,"UL_39",2396224,2457600,622760,760320,10,2,0.82,1,1,0,0,0.0291811342592593,0.0378224667921696,28.4450029951232,30,0.5,0.502000161068183,1.220703125e-07,0.0005,0.000513191475671311,"actual_coded_research_waveform",0
"DL",40,"DL_40",2457600,2519232,622760,760320,10,2,0.82,1,1,0,0,0.0289312394781145,0.0377434973842547,28.4631571950758,30,0.5,0.500201720899143,1.220703125e-07,0.0005,0.00051051986381324,"actual_coded_research_waveform",0
