route,page,kind,section_slug,artifact
/reports/pucch-f0-f1-f2-f3-f4/charts/per-format-latency-histograms,reports,reports,pucch-f0-f1-f2-f3-f4,per-format latency histograms
/reports/pucch-f0-f1-f2-f3-f4/charts/crash-error-timeline,reports,reports,pucch-f0-f1-f2-f3-f4,crash/error timeline
/reports/pucch-f0-f1-f2-f3-f4/charts/uci-bit-count-distribution,reports,reports,pucch-f0-f1-f2-f3-f4,UCI bit count distribution
/reports/prach-random-access/charts/prach-peak-search-timeline,reports,reports,prach-random-access,PRACH peak search timeline
/reports/prach-random-access/charts/noise-floor-trend,reports,reports,prach-random-access,noise floor trend
/reports/prach-random-access/charts/peak-value-histogram,reports,reports,prach-random-access,peak value histogram
/reports/prach-random-access/charts/preamble-usage-chart,reports,reports,prach-random-access,preamble usage chart
/reports/prach-random-access/charts/ta-estimate-trend,reports,reports,prach-random-access,TA estimate trend
/reports/prach-random-access/charts/access-attempt-success-timeline,reports,reports,prach-random-access,access attempt/success timeline
/reports/srs-ul-sounding-massive-mimo-inputs/charts/srs-validity-timeline,reports,reports,srs-ul-sounding-massive-mimo-inputs,SRS validity timeline
/reports/srs-ul-sounding-massive-mimo-inputs/charts/channel-estimate-quality-trend,reports,reports,srs-ul-sounding-massive-mimo-inputs,channel estimate quality trend
/reports/srs-ul-sounding-massive-mimo-inputs/charts/srs-consumption-by-scheduler-beam-module,reports,reports,srs-ul-sounding-massive-mimo-inputs,SRS consumption by scheduler/beam module
/reports/channel-interference-impairments/charts/channel-quality-timeline,reports,reports,channel-interference-impairments,channel quality timeline
/reports/channel-interference-impairments/charts/cfo-true-vs-estimated-vs-residual,reports,reports,channel-interference-impairments,CFO true vs estimated vs residual
/reports/channel-interference-impairments/charts/timing-offset-true-vs-estimated-vs-residual,reports,reports,channel-interference-impairments,timing offset true vs estimated vs residual
/reports/channel-interference-impairments/charts/pathloss-shadowing-distributions,reports,reports,channel-interference-impairments,pathloss/shadowing distributions
/reports/channel-interference-impairments/charts/interference-power-timeline,reports,reports,channel-interference-impairments,interference power timeline
/reports/channel-interference-impairments/charts/impairment-contribution-bar-chart,reports,reports,channel-interference-impairments,impairment contribution bar chart
/reports/channel-interference-impairments/charts/channel-heatmap-artifact-links,reports,reports,channel-interference-impairments,channel heatmap artifact links
/reports/measurements-csi-link-adaptation-inputs/charts/configured-vs-applied-vs-measured-snr-sinr-comparison,reports,reports,measurements-csi-link-adaptation-inputs,configured vs applied vs measured SNR/SINR comparison
/reports/measurements-csi-link-adaptation-inputs/charts/rsrp-csi-rsrp-timeline,reports,reports,measurements-csi-link-adaptation-inputs,RSRP/CSI-RSRP timeline
/reports/measurements-csi-link-adaptation-inputs/charts/cqi-pmi-ri-cri-timeline,reports,reports,measurements-csi-link-adaptation-inputs,CQI / PMI / RI / CRI timeline
/reports/measurements-csi-link-adaptation-inputs/charts/measurement-source-coverage-chart,reports,reports,measurements-csi-link-adaptation-inputs,measurement source coverage chart
/reports/measurements-csi-link-adaptation-inputs/charts/config-vs-measured-conflict-dashboard,reports,reports,measurements-csi-link-adaptation-inputs,config-vs-measured conflict dashboard
/reports/beamforming-precoding-mimo-massive-mimo/charts/selected-vs-best-beam-timeline,reports,reports,beamforming-precoding-mimo-massive-mimo,selected vs best beam timeline
/reports/beamforming-precoding-mimo-massive-mimo/charts/beam-gain-gap-histogram,reports,reports,beamforming-precoding-mimo-massive-mimo,beam gain gap histogram
/reports/beamforming-precoding-mimo-massive-mimo/charts/beam-hit-rate-timeline,reports,reports,beamforming-precoding-mimo-massive-mimo,beam hit rate timeline
/reports/beamforming-precoding-mimo-massive-mimo/charts/rank-distribution,reports,reports,beamforming-precoding-mimo-massive-mimo,rank distribution
/reports/beamforming-precoding-mimo-massive-mimo/charts/condition-number-distribution,reports,reports,beamforming-precoding-mimo-massive-mimo,condition number distribution
/reports/beamforming-precoding-mimo-massive-mimo/charts/mu-grouping-summary,reports,reports,beamforming-precoding-mimo-massive-mimo,MU grouping summary
/reports/beamforming-precoding-mimo-massive-mimo/charts/precoder-mode-distribution,reports,reports,beamforming-precoding-mimo-massive-mimo,precoder mode distribution
/reports/ue-side-state-ue-power-ue-control/charts/ue-tx-power-timeline,reports,reports,ue-side-state-ue-power-ue-control,UE Tx power timeline
/reports/ue-side-state-ue-power-ue-control/charts/ue-power-headroom-timeline,reports,reports,ue-side-state-ue-power-ue-control,UE power headroom timeline
/reports/ue-side-state-ue-power-ue-control/charts/ue-control-report-timeline,reports,reports,ue-side-state-ue-power-ue-control,UE control/report timeline
/reports/ue-side-state-ue-power-ue-control/charts/drx-state-timeline,reports,reports,ue-side-state-ue-power-ue-control,DRX state timeline
/reports/ue-side-state-ue-power-ue-control/charts/ue-energy-proxy-timeline,reports,reports,ue-side-state-ue-power-ue-control,UE energy proxy timeline
/reports/gnb-side-state-thread-coordinator-phy-mac-api/charts/per-cell-context-health-timeline,reports,reports,gnb-side-state-thread-coordinator-phy-mac-api,per-cell context health timeline
/reports/gnb-side-state-thread-coordinator-phy-mac-api/charts/api-message-rate,reports,reports,gnb-side-state-thread-coordinator-phy-mac-api,API message rate
/reports/gnb-side-state-thread-coordinator-phy-mac-api/charts/orchestration-latency-chart,reports,reports,gnb-side-state-thread-coordinator-phy-mac-api,orchestration latency chart
/reports/gnb-side-state-thread-coordinator-phy-mac-api/charts/per-worker-workload-chart,reports,reports,gnb-side-state-thread-coordinator-phy-mac-api,per-worker workload chart
/reports/power-energy-thermal-compute-runtime/charts/tx-power-timeline-per-cell,reports,reports,power-energy-thermal-compute-runtime,TX power timeline per cell
/reports/power-energy-thermal-compute-runtime/charts/tx-power-timeline-per-ue,reports,reports,power-energy-thermal-compute-runtime,TX power timeline per UE
/reports/power-energy-thermal-compute-runtime/charts/power-vs-throughput,reports,reports,power-energy-thermal-compute-runtime,power vs throughput
/reports/power-energy-thermal-compute-runtime/charts/power-vs-bler,reports,reports,power-energy-thermal-compute-runtime,power vs BLER
/reports/power-energy-thermal-compute-runtime/charts/energy-per-bit-over-time,reports,reports,power-energy-thermal-compute-runtime,energy per bit over time
/reports/power-energy-thermal-compute-runtime/charts/joules-gb-over-time,reports,reports,power-energy-thermal-compute-runtime,joules/GB over time
/reports/power-energy-thermal-compute-runtime/charts/cpu-cycles-and-memory-usage-time-series,reports,reports,power-energy-thermal-compute-runtime,CPU cycles and memory usage time series
/reports/power-energy-thermal-compute-runtime/charts/latency-breakdown-stacked-chart,reports,reports,power-energy-thermal-compute-runtime,latency breakdown stacked chart
/reports/power-energy-thermal-compute-runtime/charts/papr-distribution,reports,reports,power-energy-thermal-compute-runtime,PAPR distribution
/reports/power-energy-thermal-compute-runtime/charts/sleep-state-timeline,reports,reports,power-energy-thermal-compute-runtime,sleep-state timeline
/reports/power-energy-thermal-compute-runtime/charts/efficiency-scatter-plots,reports,reports,power-energy-thermal-compute-runtime,efficiency scatter plots
/reports/persistence-export-consistency-browser-health/charts/db-write-latency-over-time,reports,reports,persistence-export-consistency-browser-health,DB write latency over time
/reports/persistence-export-consistency-browser-health/charts/export-lag-over-time,reports,reports,persistence-export-consistency-browser-health,export lag over time
/reports/persistence-export-consistency-browser-health/charts/duplicate-write-count-trend,reports,reports,persistence-export-consistency-browser-health,duplicate write count trend
/reports/persistence-export-consistency-browser-health/charts/consistency-failure-trend,reports,reports,persistence-export-consistency-browser-health,consistency failure trend
/reports/persistence-export-consistency-browser-health/charts/artifact-creation-rate,reports,reports,persistence-export-consistency-browser-health,artifact creation rate
/reports/generic-investigator-views/charts/investigator-stage-lineage-graph,reports,reports,generic-investigator-views,investigator stage lineage graph
/reports/generic-investigator-views/charts/truth-violation-rollup,reports,reports,generic-investigator-views,truth violation rollup
/reports/generic-investigator-views/charts/partial-or-missing-data-dashboard,reports,reports,generic-investigator-views,partial or missing data dashboard
/reports/generic-investigator-views/charts/config-vs-measured-conflict-dashboard,reports,reports,generic-investigator-views,config vs measured conflict dashboard
/reports/generic-investigator-views/charts/value-semantics-coverage-chart,reports,reports,generic-investigator-views,value semantics coverage chart
/analytics,analytics,analytics,,browser_route
/analytics/waveform-time-domain-analytics,analytics,analytics,waveform-time-domain-analytics,browser_route
/analytics/spectrum-psd-papr-analytics,analytics,analytics,spectrum-psd-papr-analytics,browser_route
/analytics/constellation-evm-analytics,analytics,analytics,constellation-evm-analytics,browser_route
/analytics/resource-grid-re-occupancy-analytics,analytics,analytics,resource-grid-re-occupancy-analytics,browser_route
/analytics/channel-estimation-propagation-analytics,analytics,analytics,channel-estimation-propagation-analytics,browser_route
/analytics/detection-control-analytics,analytics,analytics,detection-control-analytics,browser_route
/analytics/error-reliability-analytics,analytics,analytics,error-reliability-analytics,browser_route
/analytics/throughput-goodput-spectral-efficiency-analytics,analytics,analytics,throughput-goodput-spectral-efficiency-analytics,browser_route
/analytics/measurement-csi-link-adaptation-analytics,analytics,analytics,measurement-csi-link-adaptation-analytics,browser_route
/analytics/harq-analytics,analytics,analytics,harq-analytics,browser_route
/analytics/beamforming-precoding-mimo-analytics,analytics,analytics,beamforming-precoding-mimo-analytics,browser_route
/analytics/mobility-selection-reselection-handover-analytics,analytics,analytics,mobility-selection-reselection-handover-analytics,browser_route
/analytics/random-access-prach-analytics,analytics,analytics,random-access-prach-analytics,browser_route
/analytics/impairments-tracking-analytics,analytics,analytics,impairments-tracking-analytics,browser_route
/analytics/power-energy-efficiency-analytics,analytics,analytics,power-energy-efficiency-analytics,browser_route
/analytics/runtime-compute-complexity-parallelism-analytics,analytics,analytics,runtime-compute-complexity-parallelism-analytics,browser_route
/analytics/export-consistency-truth-analytics,analytics,analytics,export-consistency-truth-analytics,browser_route
/analytics/regression-baseline-vs-candidate-analytics,analytics,analytics,regression-baseline-vs-candidate-analytics,browser_route
/analytics/optional-6g-extension-analytics,analytics,analytics,optional-6g-extension-analytics,browser_route
/analytics/waveform-time-domain-analytics/tables/waveform_analytics,analytics,analytics,waveform-time-domain-analytics,waveform_analytics_v
/analytics/waveform-time-domain-analytics/tables/waveform_comparison_analytics,analytics,analytics,waveform-time-domain-analytics,waveform_comparison_analytics_v
/analytics/waveform-time-domain-analytics/tables/waveform_stage_overlay_analytics,analytics,analytics,waveform-time-domain-analytics,waveform_stage_overlay_analytics_v
/analytics/spectrum-psd-papr-analytics/tables/spectrum_analytics,analytics,analytics,spectrum-psd-papr-analytics,spectrum_analytics_v
/analytics/spectrum-psd-papr-analytics/tables/papr_analytics,analytics,analytics,spectrum-psd-papr-analytics,papr_analytics_v
/analytics/spectrum-psd-papr-analytics/tables/clipping_analytics,analytics,analytics,spectrum-psd-papr-analytics,clipping_analytics_v
/analytics/constellation-evm-analytics/tables/constellation_analytics,analytics,analytics,constellation-evm-analytics,constellation_analytics_v
/analytics/constellation-evm-analytics/tables/evm_analytics,analytics,analytics,constellation-evm-analytics,evm_analytics_v
/analytics/resource-grid-re-occupancy-analytics/tables/resource_grid_analytics,analytics,analytics,resource-grid-re-occupancy-analytics,resource_grid_analytics_v
/analytics/resource-grid-re-occupancy-analytics/tables/re_collision_analytics,analytics,analytics,resource-grid-re-occupancy-analytics,re_collision_analytics_v
/analytics/channel-estimation-propagation-analytics/tables/channel_estimation_analytics,analytics,analytics,channel-estimation-propagation-analytics,channel_estimation_analytics_v
/analytics/channel-estimation-propagation-analytics/tables/channel_quality_analytics,analytics,analytics,channel-estimation-propagation-analytics,channel_quality_analytics_v
/analytics/channel-estimation-propagation-analytics/tables/propagation_analytics,analytics,analytics,channel-estimation-propagation-analytics,propagation_analytics_v
/analytics/detection-control-analytics/tables/detection_analytics,analytics,analytics,detection-control-analytics,detection_analytics_v
/analytics/detection-control-analytics/tables/control_decode_analytics,analytics,analytics,detection-control-analytics,control_decode_analytics_v
/analytics/detection-control-analytics/tables/random_access_detection_analytics,analytics,analytics,detection-control-analytics,random_access_detection_analytics_v
/analytics/error-reliability-analytics/tables/error_rate_analytics,analytics,analytics,error-reliability-analytics,error_rate_analytics_v
/analytics/error-reliability-analytics/tables/decoder_analytics,analytics,analytics,error-reliability-analytics,decoder_analytics_v
/analytics/error-reliability-analytics/tables/codeblock_analytics,analytics,analytics,error-reliability-analytics,codeblock_analytics_v
/analytics/throughput-goodput-spectral-efficiency-analytics/tables/throughput_analytics,analytics,analytics,throughput-goodput-spectral-efficiency-analytics,throughput_analytics_v
/analytics/throughput-goodput-spectral-efficiency-analytics/tables/goodput_analytics,analytics,analytics,throughput-goodput-spectral-efficiency-analytics,goodput_analytics_v
/analytics/throughput-goodput-spectral-efficiency-analytics/tables/spectral_efficiency_analytics,analytics,analytics,throughput-goodput-spectral-efficiency-analytics,spectral_efficiency_analytics_v
/analytics/throughput-goodput-spectral-efficiency-analytics/tables/fairness_analytics,analytics,analytics,throughput-goodput-spectral-efficiency-analytics,fairness_analytics_v
/analytics/measurement-csi-link-adaptation-analytics/tables/measurement_feedback_analytics,analytics,analytics,measurement-csi-link-adaptation-analytics,measurement_feedback_analytics_v
/analytics/measurement-csi-link-adaptation-analytics/tables/link_adaptation_analytics,analytics,analytics,measurement-csi-link-adaptation-analytics,link_adaptation_analytics_v
/analytics/measurement-csi-link-adaptation-analytics/tables/cqi_mcs_consistency_analytics,analytics,analytics,measurement-csi-link-adaptation-analytics,cqi_mcs_consistency_analytics_v
/analytics/harq-analytics/tables/harq_analytics,analytics,analytics,harq-analytics,harq_analytics_v
/analytics/harq-analytics/tables/harq_process_analytics,analytics,analytics,harq-analytics,harq_process_analytics_v
/analytics/harq-analytics/tables/soft_buffer_analytics,analytics,analytics,harq-analytics,soft_buffer_analytics_v
/analytics/beamforming-precoding-mimo-analytics/tables/beam_analytics,analytics,analytics,beamforming-precoding-mimo-analytics,beam_analytics_v
/analytics/beamforming-precoding-mimo-analytics/tables/mimo_analytics,analytics,analytics,beamforming-precoding-mimo-analytics,mimo_analytics_v
/analytics/beamforming-precoding-mimo-analytics/tables/user_grouping_analytics,analytics,analytics,beamforming-precoding-mimo-analytics,user_grouping_analytics_v
/analytics/beamforming-precoding-mimo-analytics/tables/precoder_analytics,analytics,analytics,beamforming-precoding-mimo-analytics,precoder_analytics_v
/analytics/mobility-selection-reselection-handover-analytics/tables/mobility_analytics,analytics,analytics,mobility-selection-reselection-handover-analytics,mobility_analytics_v
/analytics/mobility-selection-reselection-handover-analytics/tables/selection_reselection_analytics,analytics,analytics,mobility-selection-reselection-handover-analytics,selection_reselection_analytics_v
/analytics/mobility-selection-reselection-handover-analytics/tables/handover_analytics,analytics,analytics,mobility-selection-reselection-handover-analytics,handover_analytics_v
/analytics/random-access-prach-analytics/tables/random_access_analytics,analytics,analytics,random-access-prach-analytics,random_access_analytics_v
/analytics/random-access-prach-analytics/tables/prach_analytics,analytics,analytics,random-access-prach-analytics,prach_analytics_v
/analytics/impairments-tracking-analytics/tables/impairment_analytics,analytics,analytics,impairments-tracking-analytics,impairment_analytics_v
/analytics/impairments-tracking-analytics/tables/tracking_analytics,analytics,analytics,impairments-tracking-analytics,tracking_analytics_v
/analytics/power-energy-efficiency-analytics/tables/power_analytics,analytics,analytics,power-energy-efficiency-analytics,power_analytics_v
/analytics/power-energy-efficiency-analytics/tables/energy_efficiency_analytics,analytics,analytics,power-energy-efficiency-analytics,energy_efficiency_analytics_v
/analytics/power-energy-efficiency-analytics/tables/runtime_power_analytics,analytics,analytics,power-energy-efficiency-analytics,runtime_power_analytics_v
/analytics/power-energy-efficiency-analytics/tables/sleep_state_analytics,analytics,analytics,power-energy-efficiency-analytics,sleep_state_analytics_v
/analytics/runtime-compute-complexity-parallelism-analytics/tables/compute_analytics,analytics,analytics,runtime-compute-complexity-parallelism-analytics,compute_analytics_v
/analytics/runtime-compute-complexity-parallelism-analytics/tables/runtime_latency_analytics,analytics,analytics,runtime-compute-complexity-parallelism-analytics,runtime_latency_analytics_v
/analytics/runtime-compute-complexity-parallelism-analytics/tables/determinism_analytics,analytics,analytics,runtime-compute-complexity-parallelism-analytics,determinism_analytics_v
/analytics/runtime-compute-complexity-parallelism-analytics/tables/parallelism_analytics,analytics,analytics,runtime-compute-complexity-parallelism-analytics,parallelism_analytics_v
/analytics/export-consistency-truth-analytics/tables/export_consistency_analytics,analytics,analytics,export-consistency-truth-analytics,export_consistency_analytics_v
/analytics/export-consistency-truth-analytics/tables/truth_policy_analytics,analytics,analytics,export-consistency-truth-analytics,truth_policy_analytics_v
/analytics/export-consistency-truth-analytics/tables/schema_drift_analytics,analytics,analytics,export-consistency-truth-analytics,schema_drift_analytics_v
/analytics/regression-baseline-vs-candidate-analytics/tables/regression_analytics,analytics,analytics,regression-baseline-vs-candidate-analytics,regression_analytics_v
/analytics/regression-baseline-vs-candidate-analytics/tables/regression_baseline_view,analytics,analytics,regression-baseline-vs-candidate-analytics,regression_baseline_view_v
/analytics/regression-baseline-vs-candidate-analytics/tables/regression_candidate_view,analytics,analytics,regression-baseline-vs-candidate-analytics,regression_candidate_view_v
/analytics/regression-baseline-vs-candidate-analytics/tables/regression_delta_view,analytics,analytics,regression-baseline-vs-candidate-analytics,regression_delta_view_v
/analytics/regression-baseline-vs-candidate-analytics/tables/change_impact_analytics,analytics,analytics,regression-baseline-vs-candidate-analytics,change_impact_analytics_v
/analytics/optional-6g-extension-analytics/tables/ai_inference_analytics,analytics,analytics,optional-6g-extension-analytics,ai_inference_analytics_v
/analytics/optional-6g-extension-analytics/tables/sensing_analytics,analytics,analytics,optional-6g-extension-analytics,sensing_analytics_v
/analytics/optional-6g-extension-analytics/tables/localization_analytics,analytics,analytics,optional-6g-extension-analytics,localization_analytics_v
/analytics/optional-6g-extension-analytics/tables/ntn_haps_uav_analytics,analytics,analytics,optional-6g-extension-analytics,ntn_haps_uav_analytics_v
/analytics/optional-6g-extension-analytics/tables/ris_analytics,analytics,analytics,optional-6g-extension-analytics,ris_analytics_v
/analytics/optional-6g-extension-analytics/tables/cell_free_mimo_analytics,analytics,analytics,optional-6g-extension-analytics,cell_free_mimo_analytics_v
/analytics/optional-6g-extension-analytics/tables/sub_thz_impairment_analytics,analytics,analytics,optional-6g-extension-analytics,sub_thz_impairment_analytics_v
/analytics/waveform-time-domain-analytics/charts/tx-waveform,analytics,analytics,waveform-time-domain-analytics,Tx waveform
/analytics/waveform-time-domain-analytics/charts/rx-waveform,analytics,analytics,waveform-time-domain-analytics,Rx waveform
/analytics/waveform-time-domain-analytics/charts/pre-channel-waveform,analytics,analytics,waveform-time-domain-analytics,pre-channel waveform
/analytics/waveform-time-domain-analytics/charts/post-channel-waveform,analytics,analytics,waveform-time-domain-analytics,post-channel waveform
/analytics/waveform-time-domain-analytics/charts/post-impairment-waveform,analytics,analytics,waveform-time-domain-analytics,post-impairment waveform
/analytics/waveform-time-domain-analytics/charts/magnitude-vs-sample,analytics,analytics,waveform-time-domain-analytics,magnitude vs sample
/analytics/waveform-time-domain-analytics/charts/phase-vs-sample,analytics,analytics,waveform-time-domain-analytics,phase vs sample
/analytics/waveform-time-domain-analytics/charts/power-vs-sample,analytics,analytics,waveform-time-domain-analytics,power vs sample
/analytics/waveform-time-domain-analytics/charts/stage-overlay-plots,analytics,analytics,waveform-time-domain-analytics,stage overlay plots
/analytics/waveform-time-domain-analytics/charts/ue-wise-link-wise-waveform-comparison,analytics,analytics,waveform-time-domain-analytics,UE-wise / link-wise waveform comparison
/analytics/spectrum-psd-papr-analytics/charts/psd,analytics,analytics,spectrum-psd-papr-analytics,PSD
/analytics/spectrum-psd-papr-analytics/charts/occupied-bandwidth,analytics,analytics,spectrum-psd-papr-analytics,occupied bandwidth
/analytics/spectrum-psd-papr-analytics/charts/out-of-band-spectral-summaries-if-measurable,analytics,analytics,spectrum-psd-papr-analytics,out-of-band spectral summaries if measurable
/analytics/spectrum-psd-papr-analytics/charts/papr-histogram-cdf,analytics,analytics,spectrum-psd-papr-analytics,PAPR histogram / CDF
/analytics/spectrum-psd-papr-analytics/charts/clipping-event-histogram,analytics,analytics,spectrum-psd-papr-analytics,clipping event histogram
/analytics/spectrum-psd-papr-analytics/charts/power-spectral-comparison-before-after-impairment,analytics,analytics,spectrum-psd-papr-analytics,power spectral comparison before/after impairment
/analytics/constellation-evm-analytics/charts/pre-equalization-constellation,analytics,analytics,constellation-evm-analytics,pre-equalization constellation
/analytics/constellation-evm-analytics/charts/post-equalization-constellation,analytics,analytics,constellation-evm-analytics,post-equalization constellation
/analytics/constellation-evm-analytics/charts/constellation-per-layer,analytics,analytics,constellation-evm-analytics,constellation per layer
/analytics/constellation-evm-analytics/charts/constellation-per-codeword,analytics,analytics,constellation-evm-analytics,constellation per codeword
/analytics/constellation-evm-analytics/charts/constellation-per-modulation-order,analytics,analytics,constellation-evm-analytics,constellation per modulation order
/analytics/constellation-evm-analytics/charts/evm-rms,analytics,analytics,constellation-evm-analytics,EVM RMS
/analytics/constellation-evm-analytics/charts/evm-per-symbol,analytics,analytics,constellation-evm-analytics,EVM per symbol
/analytics/constellation-evm-analytics/charts/evm-per-subcarrier,analytics,analytics,constellation-evm-analytics,EVM per subcarrier
/analytics/constellation-evm-analytics/charts/evm-per-layer,analytics,analytics,constellation-evm-analytics,EVM per layer
/analytics/constellation-evm-analytics/charts/symbol-decision-error-histogram,analytics,analytics,constellation-evm-analytics,symbol decision error histogram
/analytics/resource-grid-re-occupancy-analytics/charts/re-occupancy-heatmap,analytics,analytics,resource-grid-re-occupancy-analytics,RE occupancy heatmap
/analytics/resource-grid-re-occupancy-analytics/charts/prb-heatmap,analytics,analytics,resource-grid-re-occupancy-analytics,PRB heatmap
/analytics/resource-grid-re-occupancy-analytics/charts/pdcch-map,analytics,analytics,resource-grid-re-occupancy-analytics,PDCCH map
/analytics/resource-grid-re-occupancy-analytics/charts/pbch-ssb-map,analytics,analytics,resource-grid-re-occupancy-analytics,PBCH/SSB map
/analytics/resource-grid-re-occupancy-analytics/charts/csi-rs-map,analytics,analytics,resource-grid-re-occupancy-analytics,CSI-RS map
/analytics/resource-grid-re-occupancy-analytics/charts/pdsch-map,analytics,analytics,resource-grid-re-occupancy-analytics,PDSCH map
/analytics/resource-grid-re-occupancy-analytics/charts/pusch-map,analytics,analytics,resource-grid-re-occupancy-analytics,PUSCH map
/analytics/resource-grid-re-occupancy-analytics/charts/pucch-map,analytics,analytics,resource-grid-re-occupancy-analytics,PUCCH map
/analytics/resource-grid-re-occupancy-analytics/charts/prach-opportunity-map,analytics,analytics,resource-grid-re-occupancy-analytics,PRACH opportunity map
/analytics/resource-grid-re-occupancy-analytics/charts/srs-map,analytics,analytics,resource-grid-re-occupancy-analytics,SRS map
/analytics/resource-grid-re-occupancy-analytics/charts/dmrs-ptrs-occupancy-map,analytics,analytics,resource-grid-re-occupancy-analytics,DMRS/PTRS occupancy map
/analytics/resource-grid-re-occupancy-analytics/charts/re-collision-heatmap-table,analytics,analytics,resource-grid-re-occupancy-analytics,RE collision heatmap / table
/analytics/channel-estimation-propagation-analytics/charts/true-h-tau-if-available,analytics,analytics,channel-estimation-propagation-analytics,true H(tau) if available
/analytics/channel-estimation-propagation-analytics/charts/estimated-hhat-tau,analytics,analytics,channel-estimation-propagation-analytics,estimated Hhat(tau)
/analytics/channel-estimation-propagation-analytics/charts/true-h-f-if-available,analytics,analytics,channel-estimation-propagation-analytics,true H(f) if available
/analytics/channel-estimation-propagation-analytics/charts/estimated-hhat-f,analytics,analytics,channel-estimation-propagation-analytics,estimated Hhat(f)
/analytics/channel-estimation-propagation-analytics/charts/channel-magnitude-heatmap,analytics,analytics,channel-estimation-propagation-analytics,channel magnitude heatmap
/analytics/channel-estimation-propagation-analytics/charts/channel-phase-heatmap,analytics,analytics,channel-estimation-propagation-analytics,channel phase heatmap
/analytics/channel-estimation-propagation-analytics/charts/tap-power-profile,analytics,analytics,channel-estimation-propagation-analytics,tap power profile
/analytics/channel-estimation-propagation-analytics/charts/delay-spread-chart,analytics,analytics,channel-estimation-propagation-analytics,delay spread chart
/analytics/channel-estimation-propagation-analytics/charts/angle-spread-chart,analytics,analytics,channel-estimation-propagation-analytics,angle spread chart
/analytics/channel-estimation-propagation-analytics/charts/pathloss-distribution,analytics,analytics,channel-estimation-propagation-analytics,pathloss distribution
/analytics/channel-estimation-propagation-analytics/charts/shadowing-distribution,analytics,analytics,channel-estimation-propagation-analytics,shadowing distribution
/analytics/channel-estimation-propagation-analytics/charts/o2i-distribution,analytics,analytics,channel-estimation-propagation-analytics,O2I distribution
/analytics/channel-estimation-propagation-analytics/charts/noise-variance-trend,analytics,analytics,channel-estimation-propagation-analytics,noise variance trend
/analytics/channel-estimation-propagation-analytics/charts/nmse-vs-snr-sinr,analytics,analytics,channel-estimation-propagation-analytics,NMSE vs SNR / SINR
/analytics/channel-estimation-propagation-analytics/charts/estimator-bias-variance-summaries,analytics,analytics,channel-estimation-propagation-analytics,estimator bias / variance summaries
/analytics/channel-estimation-propagation-analytics/charts/serving-vs-interferer-decomposition,analytics,analytics,channel-estimation-propagation-analytics,serving vs interferer decomposition
/analytics/detection-control-analytics/charts/p-fa,analytics,analytics,detection-control-analytics,P_FA
/analytics/detection-control-analytics/charts/far,analytics,analytics,detection-control-analytics,FAR
/analytics/detection-control-analytics/charts/p-md,analytics,analytics,detection-control-analytics,P_MD
/analytics/detection-control-analytics/charts/p-d,analytics,analytics,detection-control-analytics,P_D
/analytics/detection-control-analytics/charts/prach-correlation-peak-distributions,analytics,analytics,detection-control-analytics,PRACH correlation peak distributions
/analytics/detection-control-analytics/charts/prach-noise-floor-distributions,analytics,analytics,detection-control-analytics,PRACH noise floor distributions
/analytics/detection-control-analytics/charts/prach-peak-search-results,analytics,analytics,detection-control-analytics,PRACH peak search results
/analytics/detection-control-analytics/charts/ssb-detection-statistics,analytics,analytics,detection-control-analytics,SSB detection statistics
/analytics/detection-control-analytics/charts/pucch-dtx-statistics,analytics,analytics,detection-control-analytics,PUCCH DTX statistics
/analytics/detection-control-analytics/charts/control-decode-success-failure-tables,analytics,analytics,detection-control-analytics,control decode success/failure tables
/analytics/detection-control-analytics/charts/threshold-sweep-plots-if-data-exists,analytics,analytics,detection-control-analytics,threshold sweep plots if data exists
/analytics/detection-control-analytics/charts/pbch-pdcch-pucch-detection-and-decode-timelines,analytics,analytics,detection-control-analytics,PBCH/PDCCH/PUCCH detection and decode timelines
/analytics/error-reliability-analytics/charts/ber,analytics,analytics,error-reliability-analytics,BER
/analytics/error-reliability-analytics/charts/bler,analytics,analytics,error-reliability-analytics,BLER
/analytics/error-reliability-analytics/charts/fer,analytics,analytics,error-reliability-analytics,FER
/analytics/error-reliability-analytics/charts/crc-pass-fail-rates,analytics,analytics,error-reliability-analytics,CRC pass/fail rates
/analytics/error-reliability-analytics/charts/code-block-error-rates,analytics,analytics,error-reliability-analytics,code-block error rates
/analytics/error-reliability-analytics/charts/cbg-error-rates,analytics,analytics,error-reliability-analytics,CBG error rates
/analytics/error-reliability-analytics/charts/residual-bler-after-harq,analytics,analytics,error-reliability-analytics,residual BLER after HARQ
/analytics/error-reliability-analytics/charts/decoder-iteration-distributions,analytics,analytics,error-reliability-analytics,decoder iteration distributions
/analytics/error-reliability-analytics/charts/per-channel-reliability-breakdown,analytics,analytics,error-reliability-analytics,per-channel reliability breakdown
/analytics/error-reliability-analytics/charts/per-format-reliability-breakdown,analytics,analytics,error-reliability-analytics,per-format reliability breakdown
/analytics/error-reliability-analytics/charts/per-ue-and-per-cell-reliability,analytics,analytics,error-reliability-analytics,per-UE and per-cell reliability
/analytics/error-reliability-analytics/charts/bler-vs-snr,analytics,analytics,error-reliability-analytics,BLER vs SNR
/analytics/error-reliability-analytics/charts/bler-vs-sinr,analytics,analytics,error-reliability-analytics,BLER vs SINR
/analytics/error-reliability-analytics/charts/ber-vs-snr,analytics,analytics,error-reliability-analytics,BER vs SNR
