Direction,SFN,ConfiguredSNR_dB,ConfiguredSNRSource,SNRValueRole,SNR_dB,SystemLevelSINR_dB,SystemLevelSINRSource,SystemLevelSINRValueRole,SystemLevelSINRValueStatus,ReceiverHestSINR_dB,ReceiverHestSINRSource,ReceiverHestSINRValueRole,ReceiverHestSINRValueStatus,ReceiverHestSINRNAReason,DecoderTruthProxySINR_dB,DecoderTruthProxySINRSource,DecoderTruthProxySINRValueRole,DecoderTruthProxySINRValueStatus,DecoderTruthProxySINRNAReason,SINRValueRole,SINRSource,SINRValueStatus,SINRValueDefinition,MeasuredTrialSINR_dB,MeasuredTrialSINRSource,MeasuredTrialSINRValueRole,MeasuredTrialSINRValueStatus,MeasuredTrialSINRNAReason,DopplerHz,DopplerSourceMode,DopplerValueRole,UEID,UEIndex,RNTI,BaseStationID,Frame,Slot,AllocatedPRBCount,PRBStart,MCSIndex,Layers,Rank,NMSE_dB,DetectionMetric,ChannelGain_dB,NoiseVariance,TimingOffset_samples,TimingEstimateUsed,UseIdealTimingSync,RankEstimate,ConditionNumber_dB,EstimatedDopplerHz,PhaseTrackingError_deg,QCLAccuracy,Status,NMSEDefinition,NMSEInterpretation
"DL",7,12,"configured_runtime_operating_point_reference","configured_reference_metadata",12,NaN,NaN,NaN,NaN,43.1923632870965,"receiver_hest_csi_feedback_wideband_effective_sinr",NaN,NaN,NaN,-10.9720186740617,"post_equalization_evm_proxy",NaN,NaN,NaN,"estimated","receiver_hest_csi_feedback_wideband_effective_sinr",NaN,NaN,43.1923632870965,"receiver_hest_csi_feedback_wideband_effective_sinr",NaN,NaN,NaN,11.1188031732717,"derive_from_ue_speed","scenario_resolved_metadata",46,46,46,2,7,7,24,0,0,2,2,-1.50613706415091,0.585841585118623,-107.105343622684,5.7031295998893e-15,3,1,0,1,39.7250900092489,-116.265310499039,5.08888749034163e-14,1,"FAIL","pilot_residual_over_aligned_pilot_power","negative_nmse_db_means_estimation_error_is_below_reference_pilot_power"
"DL",7,12,"configured_runtime_operating_point_reference","configured_reference_metadata",12,NaN,NaN,NaN,NaN,16.0341865701714,"receiver_hest_csi_feedback_wideband_effective_sinr",NaN,NaN,NaN,1.6340347377896,"post_equalization_evm_proxy",NaN,NaN,NaN,"estimated","receiver_hest_csi_feedback_wideband_effective_sinr",NaN,NaN,16.0341865701714,"receiver_hest_csi_feedback_wideband_effective_sinr",NaN,NaN,NaN,11.1188031732717,"derive_from_ue_speed","scenario_resolved_metadata",51,51,51,2,7,7,24,0,0,2,1,-2.48548111413058,0.639294451015985,-147.693566731698,1.49127220249373e-17,3,1,0,1,42.1073761982344,NaN,6.48708415393254e-14,1,"PASS","pilot_residual_over_aligned_pilot_power","negative_nmse_db_means_estimation_error_is_below_reference_pilot_power"
"DL",7,12,"configured_runtime_operating_point_reference","configured_reference_metadata",12,NaN,NaN,NaN,NaN,55.2431959939428,"receiver_hest_csi_feedback_wideband_effective_sinr",NaN,NaN,NaN,-7.2239426177992,"post_equalization_evm_proxy",NaN,NaN,NaN,"estimated","receiver_hest_csi_feedback_wideband_effective_sinr",NaN,NaN,55.2431959939428,"receiver_hest_csi_feedback_wideband_effective_sinr",NaN,NaN,NaN,11.1188031732717,"derive_from_ue_speed","scenario_resolved_metadata",52,52,52,2,7,7,24,0,0,2,2,-1.32560390725474,0.575720919137561,-108.205001848073,1.70400699955762e-17,0,1,0,1,28.9193071426105,NaN,3.6610933760774e-14,1,"FAIL","pilot_residual_over_aligned_pilot_power","negative_nmse_db_means_estimation_error_is_below_reference_pilot_power"
"DL",7,12,"configured_runtime_operating_point_reference","configured_reference_metadata",12,NaN,NaN,NaN,NaN,45.7814371888596,"receiver_hest_csi_feedback_wideband_effective_sinr",NaN,NaN,NaN,-3.24202143160448,"post_equalization_evm_proxy",NaN,NaN,NaN,"estimated","receiver_hest_csi_feedback_wideband_effective_sinr",NaN,NaN,45.7814371888596,"receiver_hest_csi_feedback_wideband_effective_sinr",NaN,NaN,NaN,11.1188031732717,"derive_from_ue_speed","scenario_resolved_metadata",53,53,53,2,7,7,24,0,0,2,2,-2.57446954531039,0.644005851824608,-98.4965079520282,1.97394607636277e-14,0,1,0,1,28.3399113301725,NaN,2.01155940322721e-14,1,"PASS","pilot_residual_over_aligned_pilot_power","negative_nmse_db_means_estimation_error_is_below_reference_pilot_power"
"DL",7,12,"configured_runtime_operating_point_reference","configured_reference_metadata",12,NaN,NaN,NaN,NaN,22.4131763277565,"receiver_hest_csi_feedback_wideband_effective_sinr",NaN,NaN,NaN,-7.70983409675891,"post_equalization_evm_proxy",NaN,NaN,NaN,"estimated","receiver_hest_csi_feedback_wideband_effective_sinr",NaN,NaN,22.4131763277565,"receiver_hest_csi_feedback_wideband_effective_sinr",NaN,NaN,NaN,11.1188031732717,"derive_from_ue_speed","scenario_resolved_metadata",78,78,78,2,7,7,24,0,0,2,1,-1.53720123042639,0.587576002625172,-142.118784611585,1.47983244200782e-17,0,1,0,1,29.0538794731057,NaN,5.08888749034163e-14,1,"FAIL","pilot_residual_over_aligned_pilot_power","negative_nmse_db_means_estimation_error_is_below_reference_pilot_power"
"DL",7,12,"configured_runtime_operating_point_reference","configured_reference_metadata",12,NaN,NaN,NaN,NaN,33.0495915601742,"receiver_hest_csi_feedback_wideband_effective_sinr",NaN,NaN,NaN,-9.59782569923692,"post_equalization_evm_proxy",NaN,NaN,NaN,"estimated","receiver_hest_csi_feedback_wideband_effective_sinr",NaN,NaN,33.0495915601742,"receiver_hest_csi_feedback_wideband_effective_sinr",NaN,NaN,NaN,11.1188031732717,"derive_from_ue_speed","scenario_resolved_metadata",87,87,87,2,7,7,24,0,0,2,2,-1.42114775052654,0.581085572603262,-131.439050185664,2.75146858786673e-17,0,1,0,1,32.1617891480154,NaN,4.02311880645441e-14,1,"FAIL","pilot_residual_over_aligned_pilot_power","negative_nmse_db_means_estimation_error_is_below_reference_pilot_power"
"DL",7,12,"configured_runtime_operating_point_reference","configured_reference_metadata",12,NaN,NaN,NaN,NaN,22.7235525404118,"receiver_hest_csi_feedback_wideband_effective_sinr",NaN,NaN,NaN,-10.7600507321135,"post_equalization_evm_proxy",NaN,NaN,NaN,"estimated","receiver_hest_csi_feedback_wideband_effective_sinr",NaN,NaN,22.7235525404118,"receiver_hest_csi_feedback_wideband_effective_sinr",NaN,NaN,NaN,11.1188031732717,"derive_from_ue_speed","scenario_resolved_metadata",99,99,99,2,7,7,24,0,0,2,2,-1.68149351425925,0.595603221826421,-141.098408104454,1.44745880185359e-17,0,1,0,1,26.3874568995225,NaN,2.01155940322721e-14,1,"FAIL","pilot_residual_over_aligned_pilot_power","negative_nmse_db_means_estimation_error_is_below_reference_pilot_power"
"DL",7,12,"configured_runtime_operating_point_reference","configured_reference_metadata",12,NaN,NaN,NaN,NaN,26.9655619481493,"receiver_hest_csi_feedback_wideband_effective_sinr",NaN,NaN,NaN,2.68868823797512,"post_equalization_evm_proxy",NaN,NaN,NaN,"estimated","receiver_hest_csi_feedback_wideband_effective_sinr",NaN,NaN,26.9655619481493,"receiver_hest_csi_feedback_wideband_effective_sinr",NaN,NaN,NaN,11.1188031732717,"derive_from_ue_speed","scenario_resolved_metadata",112,112,112,2,7,7,24,0,0,2,1,-2.64890246701866,0.647925366245109,-138.19621736465,1.77937817291661e-17,0,1,0,1,32.4261475523252,NaN,1.59027734073176e-15,1,"PASS","pilot_residual_over_aligned_pilot_power","negative_nmse_db_means_estimation_error_is_below_reference_pilot_power"
"DL",7,12,"configured_runtime_operating_point_reference","configured_reference_metadata",12,NaN,NaN,NaN,NaN,26.5978749975785,"receiver_hest_csi_feedback_wideband_effective_sinr",NaN,NaN,NaN,-6.23824343137012,"post_equalization_evm_proxy",NaN,NaN,NaN,"estimated","receiver_hest_csi_feedback_wideband_effective_sinr",NaN,NaN,26.5978749975785,"receiver_hest_csi_feedback_wideband_effective_sinr",NaN,NaN,NaN,11.1188031732717,"derive_from_ue_speed","scenario_resolved_metadata",159,159,159,2,7,7,24,0,0,2,2,-1.94094930183603,0.609906709397569,-136.123795711749,1.92015344622774e-17,0,1,0,1,28.1256286631309,NaN,6.48708415393254e-14,1,"FAIL","pilot_residual_over_aligned_pilot_power","negative_nmse_db_means_estimation_error_is_below_reference_pilot_power"
"DL",7,12,"configured_runtime_operating_point_reference","configured_reference_metadata",12,NaN,NaN,NaN,NaN,18.8008387734705,"receiver_hest_csi_feedback_wideband_effective_sinr",NaN,NaN,NaN,-4.32670740971908,"post_equalization_evm_proxy",NaN,NaN,NaN,"estimated","receiver_hest_csi_feedback_wideband_effective_sinr",NaN,NaN,18.8008387734705,"receiver_hest_csi_feedback_wideband_effective_sinr",NaN,NaN,NaN,11.1188031732717,"derive_from_ue_speed","scenario_resolved_metadata",182,182,182,2,7,7,24,0,0,2,1,-2.58457487194278,0.644539129033175,-145.299395867309,9.38561827150785e-18,6,1,0,1,41.6002559162895,NaN,4.02311880645441e-14,1,"FAIL","pilot_residual_over_aligned_pilot_power","negative_nmse_db_means_estimation_error_is_below_reference_pilot_power"
"DL",7,12,"configured_runtime_operating_point_reference","configured_reference_metadata",12,NaN,NaN,NaN,NaN,38.4785519059142,"receiver_hest_csi_feedback_wideband_effective_sinr",NaN,NaN,NaN,-6.11193497773493,"post_equalization_evm_proxy",NaN,NaN,NaN,"estimated","receiver_hest_csi_feedback_wideband_effective_sinr",NaN,NaN,38.4785519059142,"receiver_hest_csi_feedback_wideband_effective_sinr",NaN,NaN,NaN,11.1188031732717,"derive_from_ue_speed","scenario_resolved_metadata",1,1,1,3,7,7,34,0,0,2,2,-7.62344076105006,0.852627844600938,-125.353859640814,6.45688066438674e-18,45,1,0,1,22.1140223081507,NaN,1.79919342655798e-14,1,"PASS","pilot_residual_over_aligned_pilot_power","negative_nmse_db_means_estimation_error_is_below_reference_pilot_power"
"DL",7,12,"configured_runtime_operating_point_reference","configured_reference_metadata",12,NaN,NaN,NaN,NaN,29.7850725072155,"receiver_hest_csi_feedback_wideband_effective_sinr",NaN,NaN,NaN,-10.1606089740015,"post_equalization_evm_proxy",NaN,NaN,NaN,"estimated","receiver_hest_csi_feedback_wideband_effective_sinr",NaN,NaN,29.7850725072155,"receiver_hest_csi_feedback_wideband_effective_sinr",NaN,NaN,NaN,11.1188031732717,"derive_from_ue_speed","scenario_resolved_metadata",135,135,135,3,7,7,34,0,0,2,2,-3.92820917442475,0.711874111522188,-134.66046195244,2.68688762724841e-18,45,1,0,1,21.341755984249,NaN,1.0057797016136e-14,1,"FAIL","pilot_residual_over_aligned_pilot_power","negative_nmse_db_means_estimation_error_is_below_reference_pilot_power"
"DL",7,12,"configured_runtime_operating_point_reference","configured_reference_metadata",12,NaN,NaN,NaN,NaN,55.1506170162261,"receiver_hest_csi_feedback_wideband_effective_sinr",NaN,NaN,NaN,-23.5435893137414,"post_equalization_evm_proxy",NaN,NaN,NaN,"estimated","receiver_hest_csi_feedback_wideband_effective_sinr",NaN,NaN,55.1506170162261,"receiver_hest_csi_feedback_wideband_effective_sinr",NaN,NaN,NaN,11.1188031732717,"derive_from_ue_speed","scenario_resolved_metadata",136,136,136,3,7,7,34,0,0,2,2,7.38038622148039,0.154544072114321,-110.125932729098,1.42098068119681e-18,0,1,0,1,36.889074087947,NaN,0,1,"FAIL","pilot_residual_over_aligned_pilot_power","positive_nmse_db_can_occur_when_estimation_error_exceeds_reference_pilot_power"
"DL",7,12,"configured_runtime_operating_point_reference","configured_reference_metadata",12,NaN,NaN,NaN,NaN,19.4275900230847,"receiver_hest_csi_feedback_wideband_effective_sinr",NaN,NaN,NaN,-22.2517821042238,"post_equalization_evm_proxy",NaN,NaN,NaN,"estimated","receiver_hest_csi_feedback_wideband_effective_sinr",NaN,NaN,19.4275900230847,"receiver_hest_csi_feedback_wideband_effective_sinr",NaN,NaN,NaN,11.1188031732717,"derive_from_ue_speed","scenario_resolved_metadata",161,161,161,3,7,7,34,0,0,2,1,6.71126964759903,0.175762227652543,-145.747382882596,1.51549903162072e-18,0,1,0,1,40.7785651855633,NaN,4.49798356639495e-14,1,"FAIL","pilot_residual_over_aligned_pilot_power","positive_nmse_db_can_occur_when_estimation_error_exceeds_reference_pilot_power"
"DL",7,12,"configured_runtime_operating_point_reference","configured_reference_metadata",12,NaN,NaN,NaN,NaN,31.3716612551034,"receiver_hest_csi_feedback_wideband_effective_sinr",NaN,NaN,NaN,-11.3601139784677,"post_equalization_evm_proxy",NaN,NaN,NaN,"estimated","receiver_hest_csi_feedback_wideband_effective_sinr",NaN,NaN,31.3716612551034,"receiver_hest_csi_feedback_wideband_effective_sinr",NaN,NaN,NaN,11.1188031732717,"derive_from_ue_speed","scenario_resolved_metadata",163,163,163,3,7,7,34,0,0,2,2,-2.35147909870878,0.632149211826375,-132.268371544095,9.97171312086989e-18,45,1,0,1,30.5378881114014,NaN,1.56219961904019e-14,1,"FAIL","pilot_residual_over_aligned_pilot_power","negative_nmse_db_means_estimation_error_is_below_reference_pilot_power"
"DL",7,12,"configured_runtime_operating_point_reference","configured_reference_metadata",12,NaN,NaN,NaN,NaN,15.5264692988684,"receiver_hest_csi_feedback_wideband_effective_sinr",NaN,NaN,NaN,-19.6206309363418,"post_equalization_evm_proxy",NaN,NaN,NaN,"estimated","receiver_hest_csi_feedback_wideband_effective_sinr",NaN,NaN,15.5264692988684,"receiver_hest_csi_feedback_wideband_effective_sinr",NaN,NaN,NaN,11.1188031732717,"derive_from_ue_speed","scenario_resolved_metadata",175,175,175,3,7,7,34,0,0,2,1,5.78455727062281,0.208838063605893,-149.471093336792,1.98560553890345e-18,0,1,0,1,37.6858441990793,NaN,2.24899178319747e-14,1,"FAIL","pilot_residual_over_aligned_pilot_power","positive_nmse_db_can_occur_when_estimation_error_exceeds_reference_pilot_power"
"DL",7,12,"configured_runtime_operating_point_reference","configured_reference_metadata",12,NaN,NaN,NaN,NaN,14.0360852857357,"receiver_hest_csi_feedback_wideband_effective_sinr",NaN,NaN,NaN,-14.3980376250664,"post_equalization_evm_proxy",NaN,NaN,NaN,"estimated","receiver_hest_csi_feedback_wideband_effective_sinr",NaN,NaN,14.0360852857357,"receiver_hest_csi_feedback_wideband_effective_sinr",NaN,NaN,NaN,11.1188031732717,"derive_from_ue_speed","scenario_resolved_metadata",189,189,189,3,7,7,34,0,0,2,1,-1.31585145532374,0.575172305237849,-149.974476089794,2.21486180283849e-18,45,1,0,1,25.3995195230051,NaN,6.48708415393254e-14,1,"FAIL","pilot_residual_over_aligned_pilot_power","negative_nmse_db_means_estimation_error_is_below_reference_pilot_power"
"DL",7,12,"configured_runtime_operating_point_reference","configured_reference_metadata",12,NaN,NaN,NaN,NaN,21.5848028836332,"receiver_hest_csi_feedback_wideband_effective_sinr",NaN,NaN,NaN,-10.9991247563557,"post_equalization_evm_proxy",NaN,NaN,NaN,"estimated","receiver_hest_csi_feedback_wideband_effective_sinr",NaN,NaN,21.5848028836332,"receiver_hest_csi_feedback_wideband_effective_sinr",NaN,NaN,NaN,11.1188031732717,"derive_from_ue_speed","scenario_resolved_metadata",192,192,192,3,7,7,34,0,0,2,1,-6.50952081090173,0.81740626203432,-141.856622626604,6.13242607348599e-18,45,1,0,1,27.6132769251434,NaN,0,1,"FAIL","pilot_residual_over_aligned_pilot_power","negative_nmse_db_means_estimation_error_is_below_reference_pilot_power"
"DL",7,12,"configured_runtime_operating_point_reference","configured_reference_metadata",12,NaN,NaN,NaN,NaN,28.6550127159142,"receiver_hest_csi_feedback_wideband_effective_sinr",NaN,NaN,NaN,2.87527659896436,"post_equalization_evm_proxy",NaN,NaN,NaN,"estimated","receiver_hest_csi_feedback_wideband_effective_sinr",NaN,NaN,28.6550127159142,"receiver_hest_csi_feedback_wideband_effective_sinr",NaN,NaN,NaN,11.1188031732717,"derive_from_ue_speed","scenario_resolved_metadata",10,10,10,4,7,7,24,0,0,2,2,-14.2156591819168,0.963500571987557,-116.391114611835,1.42222839895019e-14,0,1,0,1,28.4361062408992,NaN,5.62247945799368e-16,1,"PASS","pilot_residual_over_aligned_pilot_power","negative_nmse_db_means_estimation_error_is_below_reference_pilot_power"
"DL",7,12,"configured_runtime_operating_point_reference","configured_reference_metadata",12,NaN,NaN,NaN,NaN,35.9841681061833,"receiver_hest_csi_feedback_wideband_effective_sinr",NaN,NaN,NaN,7.58119677236556,"post_equalization_evm_proxy",NaN,NaN,NaN,"estimated","receiver_hest_csi_feedback_wideband_effective_sinr",NaN,NaN,35.9841681061833,"receiver_hest_csi_feedback_wideband_effective_sinr",NaN,NaN,NaN,11.1188031732717,"derive_from_ue_speed","scenario_resolved_metadata",22,22,22,4,7,7,24,0,0,2,2,-13.0971309422774,0.953279533063236,-107.917013385223,1.78434866789625e-14,0,1,0,1,36.1070390907776,-94.745166600458,5.08888749034163e-14,1,"PASS","pilot_residual_over_aligned_pilot_power","negative_nmse_db_means_estimation_error_is_below_reference_pilot_power"
"DL",7,12,"configured_runtime_operating_point_reference","configured_reference_metadata",12,NaN,NaN,NaN,NaN,48.139090369669,"receiver_hest_csi_feedback_wideband_effective_sinr",NaN,NaN,NaN,3.11238436677266,"post_equalization_evm_proxy",NaN,NaN,NaN,"estimated","receiver_hest_csi_feedback_wideband_effective_sinr",NaN,NaN,48.139090369669,"receiver_hest_csi_feedback_wideband_effective_sinr",NaN,NaN,NaN,11.1188031732717,"derive_from_ue_speed","scenario_resolved_metadata",49,49,49,4,7,7,24,0,0,2,2,-13.4440776541632,0.956711434037791,-98.5301887191917,9.74613035918056e-15,0,1,0,1,41.0324369406001,NaN,1.79919342655798e-14,1,"PASS","pilot_residual_over_aligned_pilot_power","negative_nmse_db_means_estimation_error_is_below_reference_pilot_power"
"DL",7,12,"configured_runtime_operating_point_reference","configured_reference_metadata",12,NaN,NaN,NaN,NaN,26.8161381158074,"receiver_hest_csi_feedback_wideband_effective_sinr",NaN,NaN,NaN,2.84753644415587,"post_equalization_evm_proxy",NaN,NaN,NaN,"estimated","receiver_hest_csi_feedback_wideband_effective_sinr",NaN,NaN,26.8161381158074,"receiver_hest_csi_feedback_wideband_effective_sinr",NaN,NaN,NaN,11.1188031732717,"derive_from_ue_speed","scenario_resolved_metadata",57,57,57,4,7,7,24,0,0,2,2,-11.8455686594328,0.938632461497983,-117.540144141067,1.56236075167207e-14,0,1,0,1,31.6739721355852,NaN,6.48708415393254e-14,1,"PASS","pilot_residual_over_aligned_pilot_power","negative_nmse_db_means_estimation_error_is_below_reference_pilot_power"
