RunID,GitCommit,MATLABVersion,SpecBaseline,BaseArtifactDirectory,BaseArtifactVerifierExit,ExperimentMatrixSHA256,AcceptanceRulesSHA256,ExecutionBackend,ApproximationMode,TruthQualified,StartTimeUTC,EndTimeUTC,Status
pdsch_dlsch_impact_20260726T142845Z,ef4a31ea8dc9e2dde9402aac90498b354f9dbda1,2026a,3GPP Release 18 PDSCH/DL-SCH component impact,C:\Users\anup0\OneDrive\Documents\Simulator\6GR Simulator_v2_clean_main\artifacts\pdsch_dlsch_phase,0,9baa3dd1f700b75d5ba2e73fa8bf4ec85eed3cf5c907f0cd8ab48f2ac0c1eb2d,23b73fc512c00783c7e7f1ad16dbf1ef6b5835d536b0f2e9816833c0d61b8c90,verified_production_pdsch_dlsch_artifacts,comparative_component_campaign_not_waveform_truth,0,2026-07-26T14:28:48Z,2026-07-26T14:28:48Z,PASS
