RunID,ExperimentID,FamilyID,Variant,Metric,ObservedValue,SourceRows,SourceCSV_SHA256,Status
pdsch_dlsch_impact_20260726T142845Z,DL-F01-E01,F01,baseline,ProductionTXExecuted,0.42857,7,fc2938bb04901b8cd77552d96e0a23d98169067b2d0b44e0a86a93f82a0dd274,PASS
pdsch_dlsch_impact_20260726T142845Z,DL-F01-E02,F01,treatment,ProductionTXExecuted,0.42857,7,fc2938bb04901b8cd77552d96e0a23d98169067b2d0b44e0a86a93f82a0dd274,PASS
pdsch_dlsch_impact_20260726T142845Z,DL-F01-E03,F01,stress,ProductionTXExecuted,0.42857,7,fc2938bb04901b8cd77552d96e0a23d98169067b2d0b44e0a86a93f82a0dd274,PASS
pdsch_dlsch_impact_20260726T142845Z,DL-F08-E01,F08,baseline,WaveformAllowed,0,1,0b67f9eadd2d3b9cf9af5211324b3dcb021f24af60966100145b5c35c0ca5974,PASS
pdsch_dlsch_impact_20260726T142845Z,DL-F08-E02,F08,treatment,WaveformAllowed,0,1,0b67f9eadd2d3b9cf9af5211324b3dcb021f24af60966100145b5c35c0ca5974,PASS
pdsch_dlsch_impact_20260726T142845Z,DL-F08-E03,F08,stress,WaveformAllowed,1,1,0b67f9eadd2d3b9cf9af5211324b3dcb021f24af60966100145b5c35c0ca5974,PASS
pdsch_dlsch_impact_20260726T142845Z,DL-F10-E01,F10,baseline,BWPId,0,1,0b67f9eadd2d3b9cf9af5211324b3dcb021f24af60966100145b5c35c0ca5974,PASS
pdsch_dlsch_impact_20260726T142845Z,DL-F10-E02,F10,treatment,BWPId,1,1,0b67f9eadd2d3b9cf9af5211324b3dcb021f24af60966100145b5c35c0ca5974,PASS
pdsch_dlsch_impact_20260726T142845Z,DL-F10-E03,F10,stress,BWPId,2,1,0b67f9eadd2d3b9cf9af5211324b3dcb021f24af60966100145b5c35c0ca5974,PASS
