RunID,ExperimentID,FamilyID,Variant,Metric,ObservedValue,SourceRows,SourceCSV_SHA256,Status
pdsch_dlsch_impact_20260726T142845Z,DL-F07-E01,F07,baseline,EVMBeforePercent,1.8443,1,9da608940634354279c5e4d3e049e064477b661039aaa5f4e6363536149699d7,PASS
pdsch_dlsch_impact_20260726T142845Z,DL-F07-E02,F07,treatment,EVMBeforePercent,6.9507,1,9da608940634354279c5e4d3e049e064477b661039aaa5f4e6363536149699d7,PASS
pdsch_dlsch_impact_20260726T142845Z,DL-F07-E03,F07,stress,EVMBeforePercent,14.4889,1,9da608940634354279c5e4d3e049e064477b661039aaa5f4e6363536149699d7,PASS
