RunID,ExperimentID,FamilyID,Variant,Metric,ObservedValue,SourceRows,SourceCSV_SHA256,Status
pdsch_dlsch_impact_20260726T142845Z,DL-F03-E01,F03,baseline,DMRSRECount,4,1,6c3d5b92cbc3c6b8baef1a1f3b39223ba504504613dccb577993941b32281ed2,PASS
pdsch_dlsch_impact_20260726T142845Z,DL-F03-E02,F03,treatment,DMRSRECount,12,1,6c3d5b92cbc3c6b8baef1a1f3b39223ba504504613dccb577993941b32281ed2,PASS
pdsch_dlsch_impact_20260726T142845Z,DL-F03-E03,F03,stress,DMRSRECount,24,1,6c3d5b92cbc3c6b8baef1a1f3b39223ba504504613dccb577993941b32281ed2,PASS
pdsch_dlsch_impact_20260726T142845Z,DL-F04-E01,F04,baseline,IndexMismatchCount,0,1,6c3d5b92cbc3c6b8baef1a1f3b39223ba504504613dccb577993941b32281ed2,PASS
pdsch_dlsch_impact_20260726T142845Z,DL-F04-E02,F04,treatment,IndexMismatchCount,0,1,6c3d5b92cbc3c6b8baef1a1f3b39223ba504504613dccb577993941b32281ed2,PASS
pdsch_dlsch_impact_20260726T142845Z,DL-F04-E03,F04,stress,IndexMismatchCount,0,1,6c3d5b92cbc3c6b8baef1a1f3b39223ba504504613dccb577993941b32281ed2,PASS
