RunID,ExperimentID,FamilyID,Variant,Metric,ObservedValue,SourceRows,SourceCSV_SHA256,Status
pdsch_dlsch_impact_20260726T142845Z,DL-F02-E01,F02,baseline,PowerRelativeError,0,1,065b173015fe55a5725bbd46c3e0b87dc7d2d6a714def93d22080f435eccc66d,PASS
pdsch_dlsch_impact_20260726T142845Z,DL-F02-E02,F02,treatment,PowerRelativeError,6.854e-17,12,065b173015fe55a5725bbd46c3e0b87dc7d2d6a714def93d22080f435eccc66d,PASS
pdsch_dlsch_impact_20260726T142845Z,DL-F02-E03,F02,stress,PowerRelativeError,9.5619e-16,1,065b173015fe55a5725bbd46c3e0b87dc7d2d6a714def93d22080f435eccc66d,PASS
pdsch_dlsch_impact_20260726T142845Z,DL-F05-E01,F05,baseline,TXApplicationCount,1,1,065b173015fe55a5725bbd46c3e0b87dc7d2d6a714def93d22080f435eccc66d,PASS
pdsch_dlsch_impact_20260726T142845Z,DL-F05-E02,F05,treatment,TXApplicationCount,1,4,065b173015fe55a5725bbd46c3e0b87dc7d2d6a714def93d22080f435eccc66d,PASS
pdsch_dlsch_impact_20260726T142845Z,DL-F05-E03,F05,stress,TXApplicationCount,1,1,065b173015fe55a5725bbd46c3e0b87dc7d2d6a714def93d22080f435eccc66d,PASS
