RunID,ExperimentID,FamilyID,PairID,Variant,FactorName,FactorValue,BaselineFactorValue,ChannelRealizationID,NoiseRealizationID,PayloadID,Seed,Trial,SignalPresent,CorrectDetection,FalseAlarm,MissedDetection,MeasuredSINRdB,RuntimeMs,MemoryMB,Status,ExecutionBackend,ApproximationMode,EvidenceClass
PDCCH_IMPACT_R18,PDCCH-EXP-0122,F11,F11-P01,treatment,CORESETBandwidthPRB,48,24,f02b0dec162b293166c044bdbe60ece5a4736118a76253d9b0b4e19b8bfafd9a,e8bf6cc1a3984347c614c2295efcc42e922910f2b0232f8e40a742bb0f300d31,5b4b7cf68790131c0ed784ace83e5a89dffe3e223dce2a7bd16cd697cc6c3673,11,1,true,true,false,false,0,0.293,48.5,PASS,analytical_component_evaluation,component_proxy,study_not_truth
PDCCH_IMPACT_R18,PDCCH-EXP-0123,F11,F11-P02,baseline,CORESETBandwidthPRB,48,48,ffa8bd37cd7115fe7380a628874dc24af5e1e372bafbe0c9a23c18b3994fd9a1,872716c43babf9263706369e8da9dcacb1803ce2f984c4463a7d6bf787b24fdc,fc4b4becb6ef3c5133ec869ed3dd60b9024e20f0fe09f514cbe51369987e7520,11,1,true,true,false,false,2,0.274,48.6,PASS,analytical_component_evaluation,component_proxy,study_not_truth
PDCCH_IMPACT_R18,PDCCH-EXP-0124,F11,F11-P02,treatment,CORESETBandwidthPRB,96,48,ffa8bd37cd7115fe7380a628874dc24af5e1e372bafbe0c9a23c18b3994fd9a1,872716c43babf9263706369e8da9dcacb1803ce2f984c4463a7d6bf787b24fdc,fc4b4becb6ef3c5133ec869ed3dd60b9024e20f0fe09f514cbe51369987e7520,11,1,true,true,false,false,2,0.275,48.7,PASS,analytical_component_evaluation,component_proxy,study_not_truth
PDCCH_IMPACT_R18,PDCCH-EXP-0125,F11,F11-P03,baseline,CORESETBandwidthPRB,24,24,7f75e8bbf8997dd886922211398dfcd7f3e1ae7b718e6fe708b0b295287c81e2,8268d33bf6afc60963bae85af4a3faa81e0d5ea9f0c2ac11b46f2362c5b4257d,ce1770645d80b37957495f49480d7ac2cd0e5c43c5b2a9381ffd31b8a1c1110b,11,1,true,true,false,false,4,0.336,48.8,PASS,analytical_component_evaluation,component_proxy,study_not_truth
PDCCH_IMPACT_R18,PDCCH-EXP-0126,F11,F11-P03,treatment,CORESETBandwidthPRB,96,24,7f75e8bbf8997dd886922211398dfcd7f3e1ae7b718e6fe708b0b295287c81e2,8268d33bf6afc60963bae85af4a3faa81e0d5ea9f0c2ac11b46f2362c5b4257d,ce1770645d80b37957495f49480d7ac2cd0e5c43c5b2a9381ffd31b8a1c1110b,11,1,true,true,false,false,4,0.337,48.9,PASS,analytical_component_evaluation,component_proxy,study_not_truth
PDCCH_IMPACT_R18,PDCCH-EXP-0127,F11,F11-P04,baseline,CORESETBandwidthPRB,12,12,4d52ab54c67f9fa8752321586275b9db93b6bdace358d52c28489689cc9efab3,e2db8137273b97ca5e4461943051b29e50e3bdcc4c68c57a1816ea01ff625808,05eff1cce7397724dc36c391e5bc98f646c84ee14d5ada0ac604b2b758d53fa3,11,1,true,true,false,false,6,0.298,49,PASS,analytical_component_evaluation,component_proxy,study_not_truth
PDCCH_IMPACT_R18,PDCCH-EXP-0128,F11,F11-P04,treatment,CORESETBandwidthPRB,24,12,4d52ab54c67f9fa8752321586275b9db93b6bdace358d52c28489689cc9efab3,e2db8137273b97ca5e4461943051b29e50e3bdcc4c68c57a1816ea01ff625808,05eff1cce7397724dc36c391e5bc98f646c84ee14d5ada0ac604b2b758d53fa3,11,1,true,true,false,false,6,0.299,49.1,PASS,analytical_component_evaluation,component_proxy,study_not_truth
PDCCH_IMPACT_R18,PDCCH-EXP-0129,F11,F11-P05,baseline,CORESETBandwidthPRB,24,24,a8fd9c26c2f80b7eea13bac6c1cb76ab1d8624a808992812938130034248b717,faf06f3f9a47b5bdfbd52965ee2314673c21af631ff55d02985048eb3f692677,7658a0237bb444f65e22c6bf27ce93406b16d0c91f28dea1a7c5c2b46635c26e,11,1,true,true,false,false,-2,0.42,49.2,PASS,analytical_component_evaluation,component_proxy,study_not_truth
PDCCH_IMPACT_R18,PDCCH-EXP-0130,F11,F11-P05,treatment,CORESETBandwidthPRB,48,24,a8fd9c26c2f80b7eea13bac6c1cb76ab1d8624a808992812938130034248b717,faf06f3f9a47b5bdfbd52965ee2314673c21af631ff55d02985048eb3f692677,7658a0237bb444f65e22c6bf27ce93406b16d0c91f28dea1a7c5c2b46635c26e,11,1,true,true,false,false,-2,0.421,48,PASS,analytical_component_evaluation,component_proxy,study_not_truth
PDCCH_IMPACT_R18,PDCCH-EXP-0131,F11,F11-P06,baseline,CORESETBandwidthPRB,48,48,749102719a831726db01f1df6c6ec2d75c7f28f4341770b0bf1d55c8039c56e8,bdfc7ccd17e3349e2df0d893a5ca21e06e530955276423ab3ea0d1fd70518a11,009de09dd17ecbb8b41c173c55a209247275345db2efb7010037ad81a499c53c,11,1,true,true,false,false,8,0.272,48.1,PASS,analytical_component_evaluation,component_proxy,study_not_truth
PDCCH_IMPACT_R18,PDCCH-EXP-0132,F11,F11-P06,treatment,CORESETBandwidthPRB,96,48,749102719a831726db01f1df6c6ec2d75c7f28f4341770b0bf1d55c8039c56e8,bdfc7ccd17e3349e2df0d893a5ca21e06e530955276423ab3ea0d1fd70518a11,009de09dd17ecbb8b41c173c55a209247275345db2efb7010037ad81a499c53c,11,1,true,true,false,false,8,0.273,48.2,PASS,analytical_component_evaluation,component_proxy,study_not_truth
PDCCH_IMPACT_R18,PDCCH-EXP-0133,F12,F12-P01,baseline,CCEToREGMapping,nonInterleaved,nonInterleaved,099162cc8e255abd8f207110ed535d13a7f74309473deb20e2dba4453b55b9a0,87c9de7974dec72a84acaa0911d5741f899f7b4f3068a288f13c951ce07fd95b,55419975a3bdf54a31b93668510ff05ff74b1a49098ce5d85e0a73b8db749db8,11,1,true,true,false,false,0,0.304,48.3,PASS,analytical_component_evaluation,component_proxy,study_not_truth
PDCCH_IMPACT_R18,PDCCH-EXP-0134,F12,F12-P01,treatment,CCEToREGMapping,interleaved_L2_R2,nonInterleaved,099162cc8e255abd8f207110ed535d13a7f74309473deb20e2dba4453b55b9a0,87c9de7974dec72a84acaa0911d5741f899f7b4f3068a288f13c951ce07fd95b,55419975a3bdf54a31b93668510ff05ff74b1a49098ce5d85e0a73b8db749db8,11,1,true,true,false,false,0,0.305,48.4,PASS,analytical_component_evaluation,component_proxy,study_not_truth
PDCCH_IMPACT_R18,PDCCH-EXP-0135,F12,F12-P02,baseline,CCEToREGMapping,nonInterleaved,nonInterleaved,e36944960df9c9f74ae2be7eaacfaec07d805b7f463d13ee33df0965cce73476,fbb3146abca99e57078000fa41e4155f1c82d47494eb81bdc877aa8df6fc1364,2d5b4c15125e7dd6dc1a86ceb4cab719cb0f08fa841496bdf1e2f4a82365fb2e,11,1,true,true,false,false,2,0.286,48.5,PASS,analytical_component_evaluation,component_proxy,study_not_truth
PDCCH_IMPACT_R18,PDCCH-EXP-0136,F12,F12-P02,treatment,CCEToREGMapping,interleaved_L6_R2,nonInterleaved,e36944960df9c9f74ae2be7eaacfaec07d805b7f463d13ee33df0965cce73476,fbb3146abca99e57078000fa41e4155f1c82d47494eb81bdc877aa8df6fc1364,2d5b4c15125e7dd6dc1a86ceb4cab719cb0f08fa841496bdf1e2f4a82365fb2e,11,1,true,true,false,false,2,0.27,48.6,PASS,analytical_component_evaluation,component_proxy,study_not_truth
PDCCH_IMPACT_R18,PDCCH-EXP-0137,F12,F12-P03,baseline,CCEToREGMapping,nonInterleaved,nonInterleaved,9498de39baa535e8b454e52b4202ba43bc6f1e580b2f533beb2f14dcfd1cc347,6c2ce3f4d84554b89c9500f24ca95952c09e4210e709f3ac2b7decba03df295d,9a230309fd72826b2a8ae8d0cde545173bb66d59f97e9ebc961c3dc598699ed6,11,1,true,true,false,false,4,0.331,48.7,PASS,analytical_component_evaluation,component_proxy,study_not_truth
PDCCH_IMPACT_R18,PDCCH-EXP-0138,F12,F12-P03,treatment,CCEToREGMapping,interleaved_L2_R3,nonInterleaved,9498de39baa535e8b454e52b4202ba43bc6f1e580b2f533beb2f14dcfd1cc347,6c2ce3f4d84554b89c9500f24ca95952c09e4210e709f3ac2b7decba03df295d,9a230309fd72826b2a8ae8d0cde545173bb66d59f97e9ebc961c3dc598699ed6,11,1,true,true,false,false,4,0.332,48.8,PASS,analytical_component_evaluation,component_proxy,study_not_truth
PDCCH_IMPACT_R18,PDCCH-EXP-0139,F12,F12-P04,baseline,CCEToREGMapping,interleaved_L2_R2,interleaved_L2_R2,91ae3f1c636b17fec33b44399cdf6ab2c64eaf9e93dfe13811129d51cd72386d,30ddc781505398e99f0a3060728e7bb22ed688e088dc5e6985b281418ed01835,58daca6d6fde232b74fba2d324b8cfebda8f91fabd0bcd607932e1483a4f40c2,11,1,true,true,false,false,6,0.293,48.9,PASS,analytical_component_evaluation,component_proxy,study_not_truth
PDCCH_IMPACT_R18,PDCCH-EXP-0140,F12,F12-P04,treatment,CCEToREGMapping,interleaved_L6_R2,interleaved_L2_R2,91ae3f1c636b17fec33b44399cdf6ab2c64eaf9e93dfe13811129d51cd72386d,30ddc781505398e99f0a3060728e7bb22ed688e088dc5e6985b281418ed01835,58daca6d6fde232b74fba2d324b8cfebda8f91fabd0bcd607932e1483a4f40c2,11,1,true,true,false,false,6,0.294,49,PASS,analytical_component_evaluation,component_proxy,study_not_truth
PDCCH_IMPACT_R18,PDCCH-EXP-0141,F12,F12-P05,baseline,CCEToREGMapping,interleaved_L2_R3,interleaved_L2_R3,034945265ade20bcf8982e56f28db2032b6ff38b983d271c385fe9027c1208bc,693719135daa52120ff8506a127fcb6720ede9c005a7a901556c3ac44d489840,8d3b3491da609440a8dcf4249a2d30125850ece7ef4001e4fd48e24b1289b837,11,1,true,true,false,false,-2,0.415,49.1,PASS,analytical_component_evaluation,component_proxy,study_not_truth
PDCCH_IMPACT_R18,PDCCH-EXP-0142,F12,F12-P05,treatment,CCEToREGMapping,interleaved_L6_R3,interleaved_L2_R3,034945265ade20bcf8982e56f28db2032b6ff38b983d271c385fe9027c1208bc,693719135daa52120ff8506a127fcb6720ede9c005a7a901556c3ac44d489840,8d3b3491da609440a8dcf4249a2d30125850ece7ef4001e4fd48e24b1289b837,11,1,true,true,false,false,-2,0.416,49.2,PASS,analytical_component_evaluation,component_proxy,study_not_truth
PDCCH_IMPACT_R18,PDCCH-EXP-0143,F12,F12-P06,baseline,CCEToREGMapping,nonInterleaved,nonInterleaved,9ea319d588b2fa793289ba7a68e871b8e9a5a3224314acd1f5102befa9552e9e,68310120658900c5c4e4b1416965508568f1ff3fac2f0fc3e8cb0a58ad41efdb,c201aeeeabef82f1c0384a288a705ce58e328983cdeae3349d142dd005c03f06,11,1,true,true,false,false,8,0.267,48,PASS,analytical_component_evaluation,component_proxy,study_not_truth
PDCCH_IMPACT_R18,PDCCH-EXP-0144,F12,F12-P06,treatment,CCEToREGMapping,interleaved_L6_R6,nonInterleaved,9ea319d588b2fa793289ba7a68e871b8e9a5a3224314acd1f5102befa9552e9e,68310120658900c5c4e4b1416965508568f1ff3fac2f0fc3e8cb0a58ad41efdb,c201aeeeabef82f1c0384a288a705ce58e328983cdeae3349d142dd005c03f06,11,1,true,true,false,false,8,0.268,48.1,PASS,analytical_component_evaluation,component_proxy,study_not_truth
PDCCH_IMPACT_R18,PDCCH-EXP-0145,F13,F13-P01,baseline,REGBundleSize,2,2,dc03ef1f5ce70955ba5b9635ecc8afb775293fe1bd3a481aff6b980af837e17a,72b6b31a98eaa170154541b1bfd47a8f7a501cfcbacb255e6361396320f31abb,733c001c56789af94456ee93dfba329f75eb44fd992e0bb67fe74cf43f20333e,11,1,true,true,false,false,0,0.299,48.2,PASS,analytical_component_evaluation,component_proxy,study_not_truth
PDCCH_IMPACT_R18,PDCCH-EXP-0146,F13,F13-P01,treatment,REGBundleSize,6,2,dc03ef1f5ce70955ba5b9635ecc8afb775293fe1bd3a481aff6b980af837e17a,72b6b31a98eaa170154541b1bfd47a8f7a501cfcbacb255e6361396320f31abb,733c001c56789af94456ee93dfba329f75eb44fd992e0bb67fe74cf43f20333e,11,1,true,true,false,false,0,0.3,48.3,PASS,analytical_component_evaluation,component_proxy,study_not_truth
PDCCH_IMPACT_R18,PDCCH-EXP-0147,F13,F13-P02,baseline,REGBundleSize,2,2,d0df3d980af8a7f86a2ffc2605782728791236318f1b6c7fe696d839ca4fb3e0,1bea0a76ddad2cb0422ce384c53559d7036ed48aa088c4bde5dfbd6f96355431,c8ca49e91bb65e45a5e41065a0302770fe2cb56f9ae7af6c1700de463d66fd6e,11,1,true,true,false,false,2,0.281,48.4,PASS,analytical_component_evaluation,component_proxy,study_not_truth
PDCCH_IMPACT_R18,PDCCH-EXP-0148,F13,F13-P02,treatment,REGBundleSize,6,2,d0df3d980af8a7f86a2ffc2605782728791236318f1b6c7fe696d839ca4fb3e0,1bea0a76ddad2cb0422ce384c53559d7036ed48aa088c4bde5dfbd6f96355431,c8ca49e91bb65e45a5e41065a0302770fe2cb56f9ae7af6c1700de463d66fd6e,11,1,true,true,false,false,2,0.282,48.5,PASS,analytical_component_evaluation,component_proxy,study_not_truth
PDCCH_IMPACT_R18,PDCCH-EXP-0149,F13,F13-P03,baseline,REGBundleSize,3,3,a6e0c2e5cddff298ea0ad1c8b93f62d437388e1f9829533c5eb8cc13257c3dff,848cec01ad790286d1e344ffa2c5cada911d3680fc240c00c904394bc2c7b99a,fcfbf7d6f90336647081f747cfa3bc465a31e1d7de21c52adf038f5b6723b438,11,1,true,true,false,false,4,0.343,48.6,PASS,analytical_component_evaluation,component_proxy,study_not_truth
PDCCH_IMPACT_R18,PDCCH-EXP-0150,F13,F13-P03,treatment,REGBundleSize,6,3,a6e0c2e5cddff298ea0ad1c8b93f62d437388e1f9829533c5eb8cc13257c3dff,848cec01ad790286d1e344ffa2c5cada911d3680fc240c00c904394bc2c7b99a,fcfbf7d6f90336647081f747cfa3bc465a31e1d7de21c52adf038f5b6723b438,11,1,true,true,false,false,4,0.344,48.7,PASS,analytical_component_evaluation,component_proxy,study_not_truth
PDCCH_IMPACT_R18,PDCCH-EXP-0151,F13,F13-P04,baseline,REGBundleSize,3,3,47a75fdac407b358c6c6ea8b04cb8cbeb45fc859fc10a811569c35c321cebca9,275fc6d290a41eff6c12a9fc76de03e054409338335d2372a7aa48ba85104cc1,e6eb758d9dc2f8722d4a783e91f2ccd4d8973bf82197488438550b392356857f,11,1,true,true,false,false,6,0.305,48.8,PASS,analytical_component_evaluation,component_proxy,study_not_truth
PDCCH_IMPACT_R18,PDCCH-EXP-0152,F13,F13-P04,treatment,REGBundleSize,6,3,47a75fdac407b358c6c6ea8b04cb8cbeb45fc859fc10a811569c35c321cebca9,275fc6d290a41eff6c12a9fc76de03e054409338335d2372a7aa48ba85104cc1,e6eb758d9dc2f8722d4a783e91f2ccd4d8973bf82197488438550b392356857f,11,1,true,true,false,false,6,0.306,48.9,PASS,analytical_component_evaluation,component_proxy,study_not_truth
PDCCH_IMPACT_R18,PDCCH-EXP-0153,F13,F13-P05,baseline,REGBundleSize,2,2,0c8e3d53af7255475f80ccb1dc0186fafabd7b1caafa47952e81a74a643ad489,b6f9fa0b7df9e5dc6408e08c7049111b61376f12733891f893492ea2901ad390,92c3e9ed7697e18462a7a28bd96c2b50b9bb2212a867a001581b34d9a537e673,11,1,true,true,false,false,-2,0.41,49,PASS,analytical_component_evaluation,component_proxy,study_not_truth
PDCCH_IMPACT_R18,PDCCH-EXP-0154,F13,F13-P05,treatment,REGBundleSize,6,2,0c8e3d53af7255475f80ccb1dc0186fafabd7b1caafa47952e81a74a643ad489,b6f9fa0b7df9e5dc6408e08c7049111b61376f12733891f893492ea2901ad390,92c3e9ed7697e18462a7a28bd96c2b50b9bb2212a867a001581b34d9a537e673,11,1,true,true,false,false,-2,0.411,49.1,PASS,analytical_component_evaluation,component_proxy,study_not_truth
PDCCH_IMPACT_R18,PDCCH-EXP-0155,F13,F13-P06,baseline,REGBundleSize,2,2,c3b8c8fd28f5e7088c1ed902de3c28d81be797961aac9be44281b42635d26f80,fbb2646d2c9516a06419e3f8b515af0c2633c113218444f3c13a799d247ac3ad,fe368f7b783ad160a4943bbcf829320441de0eba4bb9617b455f57ee3a6db683,11,1,true,true,false,false,8,0.262,49.2,PASS,analytical_component_evaluation,component_proxy,study_not_truth
PDCCH_IMPACT_R18,PDCCH-EXP-0156,F13,F13-P06,treatment,REGBundleSize,6,2,c3b8c8fd28f5e7088c1ed902de3c28d81be797961aac9be44281b42635d26f80,fbb2646d2c9516a06419e3f8b515af0c2633c113218444f3c13a799d247ac3ad,fe368f7b783ad160a4943bbcf829320441de0eba4bb9617b455f57ee3a6db683,11,1,true,true,false,false,8,0.263,48,PASS,analytical_component_evaluation,component_proxy,study_not_truth
PDCCH_IMPACT_R18,PDCCH-EXP-0157,F14,F14-P01,baseline,InterleaverSize,2,2,941403ff2be03decbfd4ce0cb3973c386fb432f082c357c7e8a3170a52ba1db1,af9a64067d2602d42f0f1aa8da7fc6dd273c087d5ed55786fcfe4b243bfd3ecf,03c5ef064cac7a3f91fb60b7cdb0eb85e0dab64ab8a5e57356784174a81b4117,11,1,true,true,false,false,0,0.294,48.1,PASS,analytical_component_evaluation,component_proxy,study_not_truth
PDCCH_IMPACT_R18,PDCCH-EXP-0158,F14,F14-P01,treatment,InterleaverSize,3,2,941403ff2be03decbfd4ce0cb3973c386fb432f082c357c7e8a3170a52ba1db1,af9a64067d2602d42f0f1aa8da7fc6dd273c087d5ed55786fcfe4b243bfd3ecf,03c5ef064cac7a3f91fb60b7cdb0eb85e0dab64ab8a5e57356784174a81b4117,11,1,true,true,false,false,0,0.295,48.2,PASS,analytical_component_evaluation,component_proxy,study_not_truth
PDCCH_IMPACT_R18,PDCCH-EXP-0159,F14,F14-P02,baseline,InterleaverSize,2,2,56ed90c48d929652fcd94ccd66d92676ca64ffa749371ce78d289b2dac6f532c,415e0c43525f48b17a9f6e08c8539ca26f56fdb4f10191796e16602563af76e0,15a5d32f16f225eebb08f2d0274d056623b65f4430ae62dc3b7bb429df2521a7,11,1,true,true,false,false,2,0.276,48.3,PASS,analytical_component_evaluation,component_proxy,study_not_truth
PDCCH_IMPACT_R18,PDCCH-EXP-0160,F14,F14-P02,treatment,InterleaverSize,6,2,56ed90c48d929652fcd94ccd66d92676ca64ffa749371ce78d289b2dac6f532c,415e0c43525f48b17a9f6e08c8539ca26f56fdb4f10191796e16602563af76e0,15a5d32f16f225eebb08f2d0274d056623b65f4430ae62dc3b7bb429df2521a7,11,1,true,true,false,false,2,0.277,48.4,PASS,analytical_component_evaluation,component_proxy,study_not_truth
PDCCH_IMPACT_R18,PDCCH-EXP-0161,F14,F14-P03,baseline,InterleaverSize,3,3,abaec2b695a0becccecf0463d14367ec7dee59d419b5ecfc0dddbd09e6de5b05,8f00164475d7304208fd6c8609266c24eed280d629e19756e463b5018fda5a98,37a48df3e0c6c460d230e3220da05fcc6ae553f66ab3d57937bd965e438e24b9,11,1,true,true,false,false,4,0.338,48.5,PASS,analytical_component_evaluation,component_proxy,study_not_truth
PDCCH_IMPACT_R18,PDCCH-EXP-0162,F14,F14-P03,treatment,InterleaverSize,6,3,abaec2b695a0becccecf0463d14367ec7dee59d419b5ecfc0dddbd09e6de5b05,8f00164475d7304208fd6c8609266c24eed280d629e19756e463b5018fda5a98,37a48df3e0c6c460d230e3220da05fcc6ae553f66ab3d57937bd965e438e24b9,11,1,true,true,false,false,4,0.339,48.6,PASS,analytical_component_evaluation,component_proxy,study_not_truth
PDCCH_IMPACT_R18,PDCCH-EXP-0163,F14,F14-P04,baseline,InterleaverSize,2,2,7a7e3ea5d0c422a4ba5ed7e381ba1edb9194166283c1133615df1f77b040be96,325c03a95bcd6bfea41cba438000307e4ab574720d52fd47cb622284755f5ef9,fc995d463e2836867983feeb0cda48795e643a1b09bc22d668c54bae43dca500,11,1,true,true,false,false,6,0.3,48.7,PASS,analytical_component_evaluation,component_proxy,study_not_truth
PDCCH_IMPACT_R18,PDCCH-EXP-0164,F14,F14-P04,treatment,InterleaverSize,3,2,7a7e3ea5d0c422a4ba5ed7e381ba1edb9194166283c1133615df1f77b040be96,325c03a95bcd6bfea41cba438000307e4ab574720d52fd47cb622284755f5ef9,fc995d463e2836867983feeb0cda48795e643a1b09bc22d668c54bae43dca500,11,1,true,true,false,false,6,0.301,48.8,PASS,analytical_component_evaluation,component_proxy,study_not_truth
PDCCH_IMPACT_R18,PDCCH-EXP-0165,F14,F14-P05,baseline,InterleaverSize,2,2,33efa31b11bcaea1054f74ee6b9fe852b0f511e8b2e0079af7da3958e3cd05bd,aa528686f3a652c0aeb99f471a77990fade23da136b9fe685d6c9aad8754af6b,6f0adc8069e525e2bdb357455415cc2422ebc9f6f904da7f0dd9782ae0d33c4f,11,1,true,true,false,false,-2,0.422,48.9,PASS,analytical_component_evaluation,component_proxy,study_not_truth
PDCCH_IMPACT_R18,PDCCH-EXP-0166,F14,F14-P05,treatment,InterleaverSize,6,2,33efa31b11bcaea1054f74ee6b9fe852b0f511e8b2e0079af7da3958e3cd05bd,aa528686f3a652c0aeb99f471a77990fade23da136b9fe685d6c9aad8754af6b,6f0adc8069e525e2bdb357455415cc2422ebc9f6f904da7f0dd9782ae0d33c4f,11,1,true,true,false,false,-2,0.423,49,PASS,analytical_component_evaluation,component_proxy,study_not_truth
PDCCH_IMPACT_R18,PDCCH-EXP-0167,F14,F14-P06,baseline,InterleaverSize,3,3,03f889c057e23742955a8f47a13b63975fe58dda3369047623f11dcd85827bb2,39257c0df22b1fb4fa6da1e40832b5a5f987323d3ee8d5e55101b7a410608cf5,bc71278e31e191d17e8d3fbda8f5026a2b13814d4c829ff48cd8991fc8a309d9,11,1,true,true,false,false,8,0.274,49.1,PASS,analytical_component_evaluation,component_proxy,study_not_truth
PDCCH_IMPACT_R18,PDCCH-EXP-0168,F14,F14-P06,treatment,InterleaverSize,6,3,03f889c057e23742955a8f47a13b63975fe58dda3369047623f11dcd85827bb2,39257c0df22b1fb4fa6da1e40832b5a5f987323d3ee8d5e55101b7a410608cf5,bc71278e31e191d17e8d3fbda8f5026a2b13814d4c829ff48cd8991fc8a309d9,11,1,true,true,false,false,8,0.275,49.2,PASS,analytical_component_evaluation,component_proxy,study_not_truth
PDCCH_IMPACT_R18,PDCCH-EXP-0169,F15,F15-P01,baseline,ShiftIndex,0,0,38a67857310a759dfcaf0f62c52e2bb561b99b7eada80e4425be7a7ef98781d0,b5175eab8a62dfeb403703b68fa91c48530cc039289262df7e3bc51373d15376,e9322f0a7e2aa934835bc9731504d954c2e802041f67f9bd115fe1e314f3fd9e,11,1,true,true,false,false,0,0.306,48,PASS,analytical_component_evaluation,component_proxy,study_not_truth
PDCCH_IMPACT_R18,PDCCH-EXP-0170,F15,F15-P01,treatment,ShiftIndex,1,0,38a67857310a759dfcaf0f62c52e2bb561b99b7eada80e4425be7a7ef98781d0,b5175eab8a62dfeb403703b68fa91c48530cc039289262df7e3bc51373d15376,e9322f0a7e2aa934835bc9731504d954c2e802041f67f9bd115fe1e314f3fd9e,11,1,true,true,false,false,0,0.29,48.1,PASS,analytical_component_evaluation,component_proxy,study_not_truth
PDCCH_IMPACT_R18,PDCCH-EXP-0171,F15,F15-P02,baseline,ShiftIndex,0,0,9a4c1bf579af794b882d3df16568a6057b92bf478cddc9411d388e2c322f7910,3f6546200e7b4b8e22149429d5d135f8cb09f0a7b4219f731fda4b3bfa925998,308945c01eee15a952f0de05eb5fd9120a4797b1d88fdf3329a36670e94d94d6,11,1,true,true,false,false,2,0.271,48.2,PASS,analytical_component_evaluation,component_proxy,study_not_truth
PDCCH_IMPACT_R18,PDCCH-EXP-0172,F15,F15-P02,treatment,ShiftIndex,17,0,9a4c1bf579af794b882d3df16568a6057b92bf478cddc9411d388e2c322f7910,3f6546200e7b4b8e22149429d5d135f8cb09f0a7b4219f731fda4b3bfa925998,308945c01eee15a952f0de05eb5fd9120a4797b1d88fdf3329a36670e94d94d6,11,1,true,true,false,false,2,0.272,48.3,PASS,analytical_component_evaluation,component_proxy,study_not_truth
PDCCH_IMPACT_R18,PDCCH-EXP-0173,F15,F15-P03,baseline,ShiftIndex,0,0,ea80b50605f06c90407489e12428d5efc6e7776143e45834aa83b864d590a179,6e203b6c03e69efe071bfe2b3d2323e565488450ebd24e24b25ba9de56532cb5,cc22cf50230e39b78be66d19be50aabc86a9c4a648ad32fdc7ccfd93eec3a740,11,1,true,true,false,false,4,0.333,48.4,PASS,analytical_component_evaluation,component_proxy,study_not_truth
PDCCH_IMPACT_R18,PDCCH-EXP-0174,F15,F15-P03,treatment,ShiftIndex,42,0,ea80b50605f06c90407489e12428d5efc6e7776143e45834aa83b864d590a179,6e203b6c03e69efe071bfe2b3d2323e565488450ebd24e24b25ba9de56532cb5,cc22cf50230e39b78be66d19be50aabc86a9c4a648ad32fdc7ccfd93eec3a740,11,1,true,true,false,false,4,0.334,48.5,PASS,analytical_component_evaluation,component_proxy,study_not_truth
PDCCH_IMPACT_R18,PDCCH-EXP-0175,F15,F15-P04,baseline,ShiftIndex,0,0,216e9c1cbff76ab8fc8af9a7815f962c654566123b3f19c77e46abc92cf97189,11f26b1b37acd041b8c9457e02b92c1312e78e889f3e5b8fbfeede587c11c0db,ce81afd126401f2fa612104ee8a06b59e08317f500915bc0181ecde1a5fca202,11,1,true,true,false,false,6,0.295,48.6,PASS,analytical_component_evaluation,component_proxy,study_not_truth
PDCCH_IMPACT_R18,PDCCH-EXP-0176,F15,F15-P04,treatment,ShiftIndex,101,0,216e9c1cbff76ab8fc8af9a7815f962c654566123b3f19c77e46abc92cf97189,11f26b1b37acd041b8c9457e02b92c1312e78e889f3e5b8fbfeede587c11c0db,ce81afd126401f2fa612104ee8a06b59e08317f500915bc0181ecde1a5fca202,11,1,true,true,false,false,6,0.296,48.7,PASS,analytical_component_evaluation,component_proxy,study_not_truth
PDCCH_IMPACT_R18,PDCCH-EXP-0177,F15,F15-P05,baseline,ShiftIndex,0,0,75b2e5f05d36bf1198eb6b754f2f4ef4b45bc3a7c1ed7579caee30fd33870956,09e46ad3b4a17927c4eba7dfc2dc0fb4f105b8c6d742b562ca399c519071e1d0,0bcdb2ac6ca7fdabbdd0fdac4e3d01f02f887f417a73c349146bdb8048a26af2,11,1,true,true,false,false,-2,0.417,48.8,PASS,analytical_component_evaluation,component_proxy,study_not_truth
PDCCH_IMPACT_R18,PDCCH-EXP-0178,F15,F15-P05,treatment,ShiftIndex,274,0,75b2e5f05d36bf1198eb6b754f2f4ef4b45bc3a7c1ed7579caee30fd33870956,09e46ad3b4a17927c4eba7dfc2dc0fb4f105b8c6d742b562ca399c519071e1d0,0bcdb2ac6ca7fdabbdd0fdac4e3d01f02f887f417a73c349146bdb8048a26af2,11,1,true,true,false,false,-2,0.418,48.9,PASS,analytical_component_evaluation,component_proxy,study_not_truth
PDCCH_IMPACT_R18,PDCCH-EXP-0179,F15,F15-P06,baseline,ShiftIndex,17,17,373a9053c5a92d90a96d1d1bb39416fffc4ffa16ddc71b4ab171f7c7c9026f16,8edd6763cf2c7eb91463429790dc7074befbc321909aaba3ae7bd938313cddfb,dfbc19553bc1cf0562bc63d783c0d33b2adf8d34dd81de552024b55480a0f0c7,11,1,true,true,false,false,8,0.269,49,PASS,analytical_component_evaluation,component_proxy,study_not_truth
