Direction,Availability,RowCount,ConfiguredRowCount,AppliedRowCount,MeasuredRowCount,MeanConfiguredIQGainImbalance_dB,MeanConfiguredIQPhaseImbalance_deg,MeanMirrorPowerRatio_dB,P05MirrorPowerRatio_dB,P95MirrorPowerRatio_dB,MeanImageRejection_dB,MinImageRejection_dB,P05ImageRejection_dB,P95ImageRejection_dB,MaxImageRejection_dB,MeanIQPowerRatio_dB,MeanAbsIQCorrelation,MeanEstimatedAlphaAbs,MeanEstimatedBetaAbs,ModelSet,MeasurementSourceSet,MeasurementStatusSet,SourceArtifact,Note
"DL","measured_runtime_iq_imbalance",6,0,0,6,0,0,-353.714038764329,-371.694738868356,-326.778452555955,353.714038764329,326.410307711127,326.778452555955,371.694738868356,372.719774118494,0.0307448603693569,0.0128215512864723,0.00275054883330873,5.40717538617557e-20,"widely_linear_alpha_beta","sample_domain_widely_linear_fit_after_iq_stage","measured","air_interface/csv/dl_pdsch_trials.csv","Summary aggregates sample-domain IQ-imbalance measurements emitted by the active waveform TX/RX impairment chain."
"UL","measured_runtime_iq_imbalance",2,0,0,2,0,0,-333.542888984964,-340.409773675186,-326.676004294742,333.542888984964,325.91301710694,326.676004294742,340.409773675186,341.172760862989,-0.000662638227722768,0.000185080641785553,0.0285461912442147,8.4724170932401e-19,"widely_linear_alpha_beta","sample_domain_widely_linear_fit_after_iq_stage","measured","air_interface/csv/ul_pusch_trials.csv","Summary aggregates sample-domain IQ-imbalance measurements emitted by the active waveform TX/RX impairment chain."
"ALL","measured_runtime_iq_imbalance",8,0,0,8,0,0,-348.671251319488,-371.2847247683,-326.087068818405,348.671251319488,325.91301710694,326.087068818405,371.2847247683,372.719774118494,0.022892985720087,0.00966243362530062,0.00919945943603523,2.52364242727319e-19,"widely_linear_alpha_beta","sample_domain_widely_linear_fit_after_iq_stage","measured","air_interface/csv/dl_pdsch_trials.csv|air_interface/csv/ul_pusch_trials.csv","Summary aggregates sample-domain IQ-imbalance measurements emitted by the active waveform TX/RX impairment chain."
