sha256,copy_count,relative_paths
088ff3a4124c7060ad3b82123c67666369a57a71b9729cce56e0af54fad57c65,2,analytics/image/contract__beamforming-precoding-mimo-analytics__rank-distribution.png|reports/image/contract__beamforming-precoding-mimo-massive-mimo__rank-distribution.png
1e3b1abe04ec70111143e4f701522cdb3020942b54f59010e396aa7e29293e32,2,analytics/image/contract__power-energy-efficiency-analytics__power-vs-throughput.png|reports/image/contract__power-energy-thermal-compute-runtime__power-vs-throughput.png
32b651dba9acf35d1de2aa116ddb3c260f53db4fdcacf1db90055f4446d5b920,2,analytics/image/contract__measurement-csi-link-adaptation-analytics__config-vs-measured-conflict-dashboard.png|reports/image/contract__measurements-csi-link-adaptation-inputs__config-vs-measured-conflict-dashboard.png
514cd7258629dc036c3b634bd425bb0156eadab50c4e734abe8342122873fd15,2,analytics/image/contract__impairments-tracking-analytics__timing-offset-true-vs-estimated-vs-residual.png|reports/image/contract__channel-interference-impairments__timing-offset-true-vs-estimated-vs-residual.png
57707f08feeea6552086c3df1c39b43d98e07603e9bded026721f7651d3d50b5,2,analytics/image/contract__resource-grid-re-occupancy-analytics__prb-heatmap.png|reports/image/contract__air-interface-frame-slot-symbol-grid__prb-heatmap.png
843668f07d10d652a75b03ac39671adfc1392646957ccc5b121d8a6c4ee5e6c6,2,analytics/image/contract__harq-analytics__retransmission-count-histogram.png|reports/image/contract__harq-ack-nack-retransmission__retransmission-count-histogram.png
8a777b3efb0a53e44a5910428abcb76a15808ce540cc912ca69f0aa025e81f2a,2,analytics/image/contract__resource-grid-re-occupancy-analytics__re-occupancy-heatmap.png|reports/image/contract__air-interface-frame-slot-symbol-grid__re-occupancy-heatmap.png
9145834f03ce0f1fea5b1d32fc2d0117e85ff0edd89f3e10ae4d8659b7469f3a,2,analytics/image/contract__power-energy-efficiency-analytics__power-vs-bler.png|reports/image/contract__power-energy-thermal-compute-runtime__power-vs-bler.png
9bc56391eb83479762df3402ec7de870d30a1b739e1818277de33dd58616e6f4,2,analytics/image/contract__beamforming-precoding-mimo-analytics__precoder-mode-distribution.png|reports/image/contract__beamforming-precoding-mimo-massive-mimo__precoder-mode-distribution.png
acd5984858bb2db2a6563f8eada6fe438e8fdff1a752bb51a75dff25a3a5c40f,2,analytics/image/contract__beamforming-precoding-mimo-analytics__beam-gain-gap-histogram.png|reports/image/contract__beamforming-precoding-mimo-massive-mimo__beam-gain-gap-histogram.png
c42fc5675e9d84a309f8327d1f83012e36ffe7987c2b3a2fdc04704a5c51776f,2,analytics/image/contract__impairments-tracking-analytics__cfo-true-vs-estimated-vs-residual.png|reports/image/contract__channel-interference-impairments__cfo-true-vs-estimated-vs-residual.png
d1e1b64efa33f2fbf49f5b09870024329287a7ad122b6995f4798488152d51d7,2,analytics/image/contract__beamforming-precoding-mimo-analytics__condition-number-distribution.png|reports/image/contract__beamforming-precoding-mimo-massive-mimo__condition-number-distribution.png
d5b7340720509099039f7f96ea9182cc21dcd98207da179438a79cf7747ff377,2,analytics/image/contract__harq-analytics__harq-process-timeline.png|reports/image/contract__harq-ack-nack-retransmission__harq-process-timeline.png
dbb5f0bd2a4da41515a12f2576ea723c54026f8c6de1d9496c7f7c5037141017,2,analytics/image/contract__throughput-goodput-spectral-efficiency-analytics__throughput-vs-snr.png|reports/image/contract__fixed-snr-sinr-sweep-validation__throughput-vs-snr.png
