Direction,UEIndex,RNTI,SourceSlot,DueSlot,EnqueuedSlot,DeliveredSlot,MeasurementAvailableSlot,MeasurementAvailableAtSample,MeasurementClockEpoch,MeasurementClockDomain,CSIReferenceSlot,SourceSignal,MeasurementSource,ReportIdentity,DeliveryStatus,CSIReportConfigID,CSIConfigurationEpoch,CSIUCIChannel,CSIPart1BitsToken,CSIPart2BitsToken,CSIPart1BitCount,CSIPart2BitCount,CSIUCIBitCount,CSIUCITransport,CSIUCIDecodeOk,CSIUCIMultiplexedOnPUSCH,CSIUCIPUSCHGrantContextId,CSIUCICRCPass,CSIUCIDecodedBitCount,CSIUCIDecodedBitsToken,CSIUCIDeliveryReason,CQI,RI,PMI,LI,CRI,PMI_I11,PMI_I12,PMI_I13,PMI_I2,SINR_dB,SINRSource,SINRValueRole,SINRValueStatus,MCSIndex,TargetCodeRate,Modulation,RawCQIDerivedMCS,RawCQIDerivedTargetCodeRate,RawCQIDerivedModulation,LinkAdaptationMCSIndex,LinkAdaptationDecisionReason,MCSSelectionSource,MCSValueStatus,CQIBasedMCS,SmoothedCQI,InstantaneousCQIMCS,DeltaMCS,StaticDeltaMCS,OLLAAdjustedMCSBeforeCQICeiling,OLLABaseRequiredSINR_dB,OLLATargetRequiredSINR_dB,OLLAThresholdSource,EffectiveCQISmoothingAlpha,CSITemporalCorrelationWeight,CSIAgeSeconds,CSICoherenceTimeSeconds,CSIAgingModel,SubbandSINRVector_dB,AgedSubbandSINRVector_dB,PostEqSINRPerLayer_dB,AgedPostEqSINRPerLayer_dB,SubbandAgingPenaltyVector_dB,LayerAgingPenaltyVector_dB,SubbandCSIAgeSlots,LayerCSIAgeSlots,SubbandDopplerHz,LayerDopplerHz,SpatialSignatureToken,SpatialSignatureSHA256,SpatialSignatureSource,SpatialSignatureSourceSlot,SpatialSignatureMeasurementDirection,SpatialSignatureReciprocityMode,OuterLoopEnabled,InnerLoopEnabled,LinkAdaptationStateUpdateCount,OLLAUpdateCount,OLLAStateAuthority,OLLAUpdateCountBeforeEvent,OLLAUpdateCountAfterEvent,OLLAUpdateAppliedAtThisEvent,OLLAUpdateAuthorized,OLLAFeedbackEventType,OLLAUpdateAuthoritySource,OLLAFeedbackEligible,OLLAFeedbackExclusionReason,SchedulerCQIRawCQI,SchedulerResolvedCQI,SchedulerAdjustedSINR_dB,SchedulerSINRBackoff_dB,SchedulerCQISource,CRCPass,MUMIMOEnabled,MUMIMOGroupSize,MUMIMOGroupId,ServingCell,Processed,RightCensored,CensorBoundarySlot,CensorReason,CensorScope
DL,1,1,1,9,5,10,2,7680,1,shared_receiver_sample_clock/v1,4,CSI-RS,declared_received_CSI_periodic_transport_fixture,periodic_csi_f1356cb3129af7877b8230eb6a7dace3bb1bcac9885d8a39b4da7f589cea52da_slot_9,delivered_to_runtime_scheduler,csi-report-0,0,PUCCH,"{""ContractVersion"":""sixgr_raw_csv_array/v1"",""Class"":""int8"",""Size"":[7,1],""ValueKind"":""numeric_bytes"",""RealHex"":""00000001000100"",""ImagHex"":"""",""Values"":[],""MissingMask"":[]}","{""ContractVersion"":""sixgr_raw_csv_array/v1"",""Class"":""int8"",""Size"":[0,1],""ValueKind"":""numeric_bytes"",""RealHex"":"""",""ImagHex"":"""",""Values"":[],""MissingMask"":[]}",7,0,7,pucch_decoded,1,0,,NaN,7,"{""ContractVersion"":""sixgr_raw_csv_array/v1"",""Class"":""int8"",""Size"":[7,1],""ValueKind"":""numeric_bytes"",""RealHex"":""00000001000100"",""ImagHex"":"""",""Values"":[],""MissingMask"":[]}",combined_pucch_receiver_decoded_typed_csi_delivered_to_scheduler,10,1,0,NaN,0,NaN,NaN,NaN,NaN,18.5,,,,15,0.6015625,16QAM,18,0.455078125,64QAM,15,adaptation_scheduled,runtime_cqi_to_amc,measured_cqi_mapped,15,9,15,0,0,15,9.46,9.46,resolveWidebandCQI.lab_default_threshold_table,0.513386099231682,0.973227801536636,0.008,0.064755170928,wideband_jakes_measured_csi,,,,,,,,,,,,,,1,,,1,1,1,0,receiver_harq_feedback_state,0,0,0,0,csi_measurement_delivery,metrics.AllowOLLAUpdate,0,event_not_authorized_for_olla:csi_measurement_delivery,10,9,18.264290132621,0.235709867379002,runtime_reported_cqi,NaN,0,1,NaN,1,1,0,NaN,,
