RunId,RegressionCase,DLRawValueMbps,ULRawValueMbps,BadExportedULValueMbps,CorrectExportedULValueMbps,BugDetected,BugPrevented,Status,FailureReason
"","AUD-KPI-UL-GOODPUT_dl_value_copied_to_ul",368.848,401.616,40.137091,401.616,0,1,"pass",""
