RunId,Direction,ProducerModule,StrictMode,TrialCount,PositiveTrialCount,TBAttemptCount,NewDataTBAttemptCount,RetransmissionAttemptCount,ObjectiveEligibleRowCount,TBCrcPassCount,TBCrcFailCount,MissingTBCrcCount,RawBLER,RawNewDataBLER,BitErrors,BitsCompared,RawBERWeighted,RawBERUnweighted,CodeBlockErrorCount,CodeBlockCount,DecoderFailureCount,HighSNRPositivePassCount,OutageRowCount,ObjectiveEvaluationScope,ObjectiveTrialCount,ObjectiveBLER,ObjectiveBERWeighted,ObjectiveDecodeSuccessRate,RawBLERObjectiveThreshold,RawBERObjectiveThreshold,RequiredDecodeSuccessRate,DecodeSuccessRate,RequiredConfiguredMatchRate,ConfiguredEffectiveMatchRate,RunClass,FixedAnchorMode,AdaptiveMode,GrantBindingRequired,MIMOReferenceRequired,ChannelRFReferenceRequired,ObjectivePass,ScenarioObjectiveOk,ResultOk,TruthStatus,FailureReason,SourceTable
"","DL","sixgr.truth.evaluatePDSCHObjectiveStrict",1,6,6,6,6,0,6,6,0,0,0,0,0,1106544,0,0,0,132,0,6,0,"all_positive_decode_attempts",6,0,0,1,0.1,0.001,0.9,1,0.999,0,"adaptive_system_diagnostic",0,1,1,1,1,1,1,1,"real_lls_evidence","","air_interface/csv/dl_pdsch_trials.csv"
