RunId,SourceTablePath,SourceTableName,Direction,Layer,RequiredForObjective,Exists,RowCount,ColumnCount,FileHash,SchemaHash,ProducerModule,Status,FailureReason
"","air_interface/csv/ul_pusch_trials.csv","ul_pusch_trials","UL","PHY",1,1,2,730,"3128651c38e004f4cb86eb919ee4d3cae0fb222366a59469ca95f92c66136f46","kpi_schema_v1","sixgr.kpi.reconstructLLSKPISummaryFromRaw","pass",""
"","air_interface/csv/dl_pdsch_trials.csv","dl_pdsch_trials","DL","PHY",1,1,6,730,"22c517df3ece36be7757f77ff9ec814a0e77e52855716747965c614845e1aac0","kpi_schema_v1","sixgr.kpi.reconstructLLSKPISummaryFromRaw","pass",""
"","C:\Users\anup0\OneDrive\Documents\Simulator\6GR Simulator_v2_clean_main\artifacts\packet_flow\csv\live_packet_sdu_delivery_ledger.csv","packet_sdu_delivery_ledger","PacketSDU","MAC",0,1,64,31,"12ef5ba29551e8d4f471bed0eec3b5e72caa17aee534811e2090e9e213e72277","kpi_schema_v1","sixgr.kpi.reconstructLLSKPISummaryFromRaw","pass",""
"","C:\Users\anup0\OneDrive\Documents\Simulator\6GR Simulator_v2_clean_main\artifacts\packet_flow\csv\live_application_packet_delivery_ledger.csv","application_packet_delivery_ledger","ApplicationPackets","application",0,1,160,30,"d16a5d175b8ba78e5031dd9dd312b68dfbc4da7fea4c900d53a9f76361ae0e52","kpi_schema_v1","sixgr.kpi.reconstructLLSKPISummaryFromRaw","pass",""
