run_id,chart_name,direction,ue_index,frame,slot,cell_id,source_table_logical_path,source_row_index,requested_pmi_token,requested_pmi_source,applied_pmi_token,applied_pmi_type,applied_pmi_basis,qcl_status,qcl_type,qcl_source_resource_id,qcl_source_slot0,qcl_timing_prior_samples,qcl_dmrs_delay_residual_samples,qcl_measurement_status,tci_state_id,tci_codepoint,tci_initialization_source,equivalent_pdsch_port_basis_codebook_index,applied_csi_resource_index,csi_port_pmi_matrix_sha256,csi_port_to_element_matrix_sha256,composed_element_matrix_sha256,applied_codebook_mode,precoder_source,application_stage,feedback_source_slot,feedback_report_identity,feedback_binding_status,feedback_binding_authority,reported_pmi_token,reported_ri,requested_applied_pmi_equal,reported_applied_pmi_equal,rank_policy,logical_ports,applied_layers,matrix_rows,matrix_cols,matrix_dimension_match,requested_matrix_sha256,applied_matrix_sha256,matrix_digest_domain,requested_applied_matrix_hash_equal,matrix_coefficients_available
constellation_publication_01,precoder ports and layers,UL,1,1,10.0,,air_interface/csv/ul_pusch_trials.csv,1,3,configured_pusch_tpmi_runtime_request,3,pusch_codebook,,,,,,,,not_measured_requires_QCL_TCI_binding_evidence,,,,,,,,,codebook1_ng1n2n2,ul_pusch_native_codebook_received_dci,nrPUSCH_native_codebook_precoding_during_modulation,,,no_unique_delivered_feedback_binding,applied_link_adaptation_context_not_proof_of_precoder_selection_causality,,,1,,,2.0,1.0,2.0,1.0,1,54609390e1bad2dade0c3abefdcce9a6722bdcdfcced46a0fc5a7549f62beb5f,54609390e1bad2dade0c3abefdcce9a6722bdcdfcced46a0fc5a7549f62beb5f,logical_port,1,not_established_by_hash_only_evidence
