SNR_dB,CampaignKind,SweepKind,FixedReferenceMode,DL_BER,DL_BER_CI_Low,DL_BER_CI_High,DL_BLER,DL_BLER_CI_Low,DL_BLER_CI_High,DL_TrialCount,DL_FailureCount,DL_Incomplete,DL_Throughput_Mbps,DL_Throughput_CI_Low,DL_Throughput_CI_High,DL_OfferedThroughput_Mbps,DL_Goodput_Mbps,DL_CodeBlockBLER,DL_CBG_BLER,DL_DecoderComplexityUnits,DL_NormalizedDecoderComplexity,UL_BER,UL_BER_CI_Low,UL_BER_CI_High,UL_BLER,UL_BLER_CI_Low,UL_BLER_CI_High,UL_TrialCount,UL_FailureCount,UL_Incomplete,UL_Throughput_Mbps,UL_Throughput_CI_Low,UL_Throughput_CI_High,UL_OfferedThroughput_Mbps,UL_Goodput_Mbps,UL_CodeBlockBLER,UL_CBG_BLER,UL_DecodeLatency_ms,UL_DecoderComplexityUnits,UL_NormalizedDecoderComplexity,SRS_NMSE_dB,SRS_NMSE_CI_Low,SRS_NMSE_CI_High,SRS_TrialCount
20,"raw_trial_summary","operating_point_summary",0,0.340720296707587,0.339837775992244,0.341603923324362,1,0.609665712097835,1,6,6,0,0,0,0,737.696,0,1,1,1486848,8.0621177287121,0.23396727222023,0.232660506606073,0.235279126994151,1,0.342380227506653,1,2,2,0,0,0,0,803.232,0,1,1,479.68805,1622016,8.07744711366081,-48.3229948823695,-49.3253004642656,-47.3206893004735,4
