csv_path,column_name,unit,description
"air_interface\csv\dl_pdsch_receiver_evidence_audit.csv","TrialRow","index","Protocol/table index."
"air_interface\csv\dl_pdsch_receiver_evidence_audit.csv","PositiveObjectiveRow","unknown","Unit not classified by catalogue."
"air_interface\csv\dl_pdsch_receiver_evidence_audit.csv","TBAttempted","unknown","Unit not classified by catalogue."
"air_interface\csv\dl_pdsch_receiver_evidence_audit.csv","ObjectiveRowPass","unknown","Unit not classified by catalogue."
"air_interface\csv\dl_pdsch_receiver_evidence_audit.csv","StrictReceiverEvidenceOk","index","Protocol/table index."
"air_interface\csv\dl_pdsch_receiver_evidence_audit.csv","ChannelEstimateAttempted","unknown","Unit not classified by catalogue."
"air_interface\csv\dl_pdsch_receiver_evidence_audit.csv","ChannelEstimateAvailable","unknown","Unit not classified by catalogue."
"air_interface\csv\dl_pdsch_receiver_evidence_audit.csv","ResourceExtractionAttempted","unknown","Unit not classified by catalogue."
"air_interface\csv\dl_pdsch_receiver_evidence_audit.csv","ResourceExtractionAvailable","unknown","Unit not classified by catalogue."
"air_interface\csv\dl_pdsch_receiver_evidence_audit.csv","EqualizationAttempted","unknown","Unit not classified by catalogue."
"air_interface\csv\dl_pdsch_receiver_evidence_audit.csv","EqualizationAvailable","unknown","Unit not classified by catalogue."
"air_interface\csv\dl_pdsch_receiver_evidence_audit.csv","DLSCHDecodeAttempted","unknown","Unit not classified by catalogue."
"air_interface\csv\dl_pdsch_receiver_evidence_audit.csv","DLSCHDecodeAvailable","unknown","Unit not classified by catalogue."
"air_interface\csv\dl_pdsch_receiver_evidence_audit.csv","LLRAvailable","unknown","Unit not classified by catalogue."
"air_interface\csv\dl_pdsch_receiver_evidence_audit.csv","LLRFinite","unknown","Unit not classified by catalogue."
"air_interface\csv\dl_pdsch_receiver_evidence_audit.csv","PostEqSINRAvailable","dB","Log-domain radio metric."
"air_interface\csv\dl_pdsch_receiver_evidence_audit.csv","PostEqSINRReceiverDerived","dB","Log-domain radio metric."
"air_interface\csv\dl_pdsch_receiver_evidence_audit.csv","PostEqSINRWidebanddB","dB","Log-domain radio metric."
"air_interface\csv\dl_pdsch_receiver_evidence_audit.csv","SINRValidationStatus","dB","Log-domain radio metric."
"air_interface\csv\dl_pdsch_receiver_evidence_audit.csv","ConfiguredSNRLikeSourceRejected","unknown","Unit not classified by catalogue."
"air_interface\csv\dl_pdsch_receiver_evidence_audit.csv","TBCrcKnown","unknown","Unit not classified by catalogue."
"air_interface\csv\dl_pdsch_receiver_evidence_audit.csv","TBCrcPass","unknown","Unit not classified by catalogue."
"air_interface\csv\dl_pdsch_receiver_evidence_audit.csv","BitErrors","unknown","Unit not classified by catalogue."
"air_interface\csv\dl_pdsch_receiver_evidence_audit.csv","BitsCompared","bits","Bit count."
"air_interface\csv\dl_pdsch_receiver_evidence_audit.csv","SNR_dB","dB","Log-domain radio metric."
"air_interface\csv\dl_pdsch_receiver_evidence_audit.csv","EffectiveMCSIndex","index","Protocol/table index."
"air_interface\csv\dl_pdsch_receiver_evidence_audit.csv","EffectiveModulation","unknown","Unit not classified by catalogue."
"air_interface\csv\dl_pdsch_receiver_evidence_audit.csv","EffectiveLayers","unknown","Unit not classified by catalogue."
"air_interface\csv\dl_pdsch_receiver_evidence_audit.csv","EffectiveRank","unknown","Unit not classified by catalogue."
"air_interface\csv\dl_pdsch_receiver_evidence_audit.csv","ConfiguredMCSIndex","index","Protocol/table index."
"air_interface\csv\dl_pdsch_receiver_evidence_audit.csv","ConfiguredModulation","unknown","Unit not classified by catalogue."
"air_interface\csv\dl_pdsch_receiver_evidence_audit.csv","ConfiguredLayers","unknown","Unit not classified by catalogue."
"air_interface\csv\dl_pdsch_receiver_evidence_audit.csv","ConfiguredRank","unknown","Unit not classified by catalogue."
"air_interface\csv\dl_pdsch_receiver_evidence_audit.csv","ConfiguredEffectiveCheckApplicable","unknown","Unit not classified by catalogue."
"air_interface\csv\dl_pdsch_receiver_evidence_audit.csv","ConfiguredEffectiveMatch","unknown","Unit not classified by catalogue."
"air_interface\csv\dl_pdsch_receiver_evidence_audit.csv","MCSMatch","index","Protocol/table index."
"air_interface\csv\dl_pdsch_receiver_evidence_audit.csv","ModulationMatch","unknown","Unit not classified by catalogue."
"air_interface\csv\dl_pdsch_receiver_evidence_audit.csv","LayerMatch","unknown","Unit not classified by catalogue."
"air_interface\csv\dl_pdsch_receiver_evidence_audit.csv","RankMatch","unknown","Unit not classified by catalogue."
"air_interface\csv\dl_pdsch_receiver_evidence_audit.csv","NoProxyEvidenceOk","unknown","Unit not classified by catalogue."
"air_interface\csv\dl_pdsch_receiver_evidence_audit.csv","SkippedOrUnavailable","unknown","Unit not classified by catalogue."
"air_interface\csv\dl_pdsch_receiver_evidence_audit.csv","Crash","unknown","Unit not classified by catalogue."
"air_interface\csv\dl_pdsch_receiver_evidence_audit.csv","IsRetransmission","unknown","Unit not classified by catalogue."
"air_interface\csv\dl_pdsch_receiver_evidence_audit.csv","GrantBindingOk","unknown","Unit not classified by catalogue."
"air_interface\csv\dl_pdsch_receiver_evidence_audit.csv","MIMOEvidenceReferenceOk","unknown","Unit not classified by catalogue."
"air_interface\csv\dl_pdsch_receiver_evidence_audit.csv","ChannelRFReferenceOk","unknown","Unit not classified by catalogue."
"air_interface\csv\dl_pdsch_receiver_evidence_audit.csv","ObjectiveRowClass","unknown","Unit not classified by catalogue."
"air_interface\csv\dl_pdsch_receiver_evidence_audit.csv","RowFailureReason","unknown","Unit not classified by catalogue."
"beamforming\csv\antenna_array_config.csv","RunId","unknown","Unit not classified by catalogue."
"beamforming\csv\antenna_array_config.csv","Direction","unknown","Unit not classified by catalogue."
"beamforming\csv\antenna_array_config.csv","ArrayGeometryId","unknown","Unit not classified by catalogue."
"beamforming\csv\antenna_array_config.csv","PhysicalTxAntennaCount","count","Count."
"beamforming\csv\antenna_array_config.csv","PhysicalRxAntennaCount","count","Count."
"beamforming\csv\antenna_array_config.csv","TxRFChainCount","count","Count."
"beamforming\csv\antenna_array_config.csv","RxRFChainCount","count","Count."
"beamforming\csv\antenna_array_config.csv","TxAntennaPortCount","count","Count."
"beamforming\csv\antenna_array_config.csv","RxAntennaPortCount","count","Count."
"beamforming\csv\antenna_array_config.csv","ObservedTxPortCount","count","Count."
"beamforming\csv\antenna_array_config.csv","ObservedRxAntennaCount","count","Count."
"beamforming\csv\antenna_array_config.csv","RuntimePopulated","unknown","Unit not classified by catalogue."
"beamforming\csv\antenna_array_config.csv","FullElementDomainRequired","unknown","Unit not classified by catalogue."
"beamforming\csv\antenna_array_config.csv","ExpectedRuntimeTxCount","count","Count."
"beamforming\csv\antenna_array_config.csv","ExpectedRuntimeRxCount","count","Count."
"beamforming\csv\antenna_array_config.csv","ExactRuntimeAntennaMatch","unknown","Unit not classified by catalogue."
"beamforming\csv\antenna_array_config.csv","ObservedPhysicalTxAntennaCount","count","Count."
"beamforming\csv\antenna_array_config.csv","ObservedPhysicalRxAntennaCount","count","Count."
"beamforming\csv\antenna_array_config.csv","ObservedLogicalTxPortCount","count","Count."
"beamforming\csv\antenna_array_config.csv","ObservedLogicalRxBranchCount","count","Count."
"beamforming\csv\antenna_array_config.csv","LogicalPortLayerMatch","unknown","Unit not classified by catalogue."
"beamforming\csv\antenna_array_config.csv","RuntimeAntennaObjectCreated","unknown","Unit not classified by catalogue."
"beamforming\csv\antenna_array_config.csv","ChannelUsesSameRuntimeAntennaAssumptions","unknown","Unit not classified by catalogue."
"beamforming\csv\antenna_array_config.csv","NominalCapabilityOnly","unknown","Unit not classified by catalogue."
"beamforming\csv\antenna_array_config.csv","EvidenceClass","unknown","Unit not classified by catalogue."
"beamforming\csv\antenna_array_config.csv","RuntimeEvidenceSource","unknown","Unit not classified by catalogue."
"beamforming\csv\antenna_array_config.csv","SourceHash","unknown","Unit not classified by catalogue."
"beamforming\csv\antenna_array_config.csv","Status","us","Time duration in microseconds."
"beamforming\csv\antenna_array_config.csv","FailureReason","unknown","Unit not classified by catalogue."
"beamforming\csv\antenna_port_mapping.csv","RunId","unknown","Unit not classified by catalogue."
"beamforming\csv\antenna_port_mapping.csv","Direction","unknown","Unit not classified by catalogue."
"beamforming\csv\antenna_port_mapping.csv","TxAntennaPortCount","count","Count."
"beamforming\csv\antenna_port_mapping.csv","RxAntennaPortCount","count","Count."
"beamforming\csv\antenna_port_mapping.csv","DMRSPorts","unknown","Unit not classified by catalogue."
"beamforming\csv\antenna_port_mapping.csv","DMRSPortCount","count","Count."
"beamforming\csv\antenna_port_mapping.csv","ConfiguredLayers","unknown","Unit not classified by catalogue."
"beamforming\csv\antenna_port_mapping.csv","ObservedTransmittedLayers","unknown","Unit not classified by catalogue."
"beamforming\csv\antenna_port_mapping.csv","ObservedEffectiveDecodedLayers","unknown","Unit not classified by catalogue."
"beamforming\csv\antenna_port_mapping.csv","MappingEvidenceSource","unknown","Unit not classified by catalogue."
"beamforming\csv\antenna_port_mapping.csv","SourceRowsHash","unknown","Unit not classified by catalogue."
"beamforming\csv\antenna_port_mapping.csv","Status","us","Time duration in microseconds."
"beamforming\csv\antenna_port_mapping.csv","FailureReason","unknown","Unit not classified by catalogue."
"beamforming\csv\beam_codebook.csv","RunId","unknown","Unit not classified by catalogue."
"beamforming\csv\beam_codebook.csv","Direction","unknown","Unit not classified by catalogue."
"beamforming\csv\beam_codebook.csv","BeamId","unknown","Unit not classified by catalogue."
"beamforming\csv\beam_codebook.csv","WeightVectorHash","unknown","Unit not classified by catalogue."
"beamforming\csv\beam_codebook.csv","SourceRowsHash","unknown","Unit not classified by catalogue."
"beamforming\csv\beam_codebook.csv","Status","us","Time duration in microseconds."
"beamforming\csv\beam_codebook.csv","FailureReason","unknown","Unit not classified by catalogue."
"beamforming\csv\beam_sweep_measurements.csv","RunId","unknown","Unit not classified by catalogue."
"beamforming\csv\beam_sweep_measurements.csv","TrialId","index","Protocol/table index."
"beamforming\csv\beam_sweep_measurements.csv","Direction","unknown","Unit not classified by catalogue."
"beamforming\csv\beam_sweep_measurements.csv","SelectedBeamId","unknown","Unit not classified by catalogue."
"beamforming\csv\beam_sweep_measurements.csv","CSIReportId","unknown","Unit not classified by catalogue."
"beamforming\csv\beam_sweep_measurements.csv","MeasurementSource","unknown","Unit not classified by catalogue."
"beamforming\csv\beam_sweep_measurements.csv","SourceRowsHash","unknown","Unit not classified by catalogue."
"beamforming\csv\beam_sweep_measurements.csv","Status","us","Time duration in microseconds."
"beamforming\csv\beam_sweep_measurements.csv","FailureReason","unknown","Unit not classified by catalogue."
"beamforming\csv\mimo_config_strict.csv","RunId","unknown","Unit not classified by catalogue."
"beamforming\csv\mimo_config_strict.csv","Direction","unknown","Unit not classified by catalogue."
"beamforming\csv\mimo_config_strict.csv","CellId","unknown","Unit not classified by catalogue."
"beamforming\csv\mimo_config_strict.csv","UEId","unknown","Unit not classified by catalogue."
"beamforming\csv\mimo_config_strict.csv","NCellID","unknown","Unit not classified by catalogue."
"beamforming\csv\mimo_config_strict.csv","NSizeGrid","index","Protocol/table index."
"beamforming\csv\mimo_config_strict.csv","SubcarrierSpacingKHz","Hz","Frequency in hertz."
"beamforming\csv\mimo_config_strict.csv","PhysicalTxAntennaCount","count","Count."
"beamforming\csv\mimo_config_strict.csv","PhysicalRxAntennaCount","count","Count."
"beamforming\csv\mimo_config_strict.csv","TxRFChainCount","count","Count."
"beamforming\csv\mimo_config_strict.csv","RxRFChainCount","count","Count."
"beamforming\csv\mimo_config_strict.csv","TxAntennaPortCount","count","Count."
"beamforming\csv\mimo_config_strict.csv","RxAntennaPortCount","count","Count."
"beamforming\csv\mimo_config_strict.csv","FullElementDomainRequired","unknown","Unit not classified by catalogue."
"beamforming\csv\mimo_config_strict.csv","DMRSPorts","unknown","Unit not classified by catalogue."
"beamforming\csv\mimo_config_strict.csv","DMRSPortCount","count","Count."
"beamforming\csv\mimo_config_strict.csv","ConfiguredRank","unknown","Unit not classified by catalogue."
"beamforming\csv\mimo_config_strict.csv","ConfiguredLayers","unknown","Unit not classified by catalogue."
"beamforming\csv\mimo_config_strict.csv","ConfiguredCodewords","unknown","Unit not classified by catalogue."
"beamforming\csv\mimo_config_strict.csv","ConfiguredModulation","unknown","Unit not classified by catalogue."
"beamforming\csv\mimo_config_strict.csv","ConfiguredMCS","index","Protocol/table index."
"beamforming\csv\mimo_config_strict.csv","ConfiguredInitialMCS","index","Protocol/table index."
"beamforming\csv\mimo_config_strict.csv","ConfiguredMaximumMCS","index","Protocol/table index."
"beamforming\csv\mimo_config_strict.csv","ConfiguredMCSSelectionPolicy","index","Protocol/table index."
"beamforming\csv\mimo_config_strict.csv","ConfiguredMUMIMOEnabled","unknown","Unit not classified by catalogue."
"beamforming\csv\mimo_config_strict.csv","ConfiguredMUUsersPerPRB","unknown","Unit not classified by catalogue."
"beamforming\csv\mimo_config_strict.csv","ConfiguredMUMIMOLeakageThreshold_dB","dB","Log-domain radio metric."
"beamforming\csv\mimo_config_strict.csv","ConfiguredMUMIMOExecutionMode","unknown","Unit not classified by catalogue."
"beamforming\csv\mimo_config_strict.csv","ConfiguredMCSTable","index","Protocol/table index."
"beamforming\csv\mimo_config_strict.csv","ConfiguredTransmissionScheme","unknown","Unit not classified by catalogue."
"beamforming\csv\mimo_config_strict.csv","CodebookType","unknown","Unit not classified by catalogue."
"beamforming\csv\mimo_config_strict.csv","PrecodingMode","unknown","Unit not classified by catalogue."
"beamforming\csv\mimo_config_strict.csv","ConfiguredPMI","index","Protocol/table index."
"beamforming\csv\mimo_config_strict.csv","FixedAnchorMode","unknown","Unit not classified by catalogue."
"beamforming\csv\mimo_config_strict.csv","AdaptiveMode","unknown","Unit not classified by catalogue."
"beamforming\csv\mimo_config_strict.csv","RankSelectionSource","unknown","Unit not classified by catalogue."
"beamforming\csv\mimo_config_strict.csv","PrecoderSelectionSource","unknown","Unit not classified by catalogue."
"beamforming\csv\mimo_config_strict.csv","BeamSelectionSource","unknown","Unit not classified by catalogue."
"beamforming\csv\mimo_config_strict.csv","StrictUnsupportedReason","index","Protocol/table index."
"beamforming\csv\mimo_config_strict.csv","ConfigHash","unknown","Unit not classified by catalogue."
"beamforming\csv\mimo_config_strict.csv","Status","us","Time duration in microseconds."
"beamforming\csv\mimo_config_strict.csv","RuntimePopulated","unknown","Unit not classified by catalogue."
"beamforming\csv\mimo_config_strict.csv","RuntimeTrialCount","index","Protocol/table index."
"beamforming\csv\mimo_config_strict.csv","RuntimeRank2Fraction","unknown","Unit not classified by catalogue."
"beamforming\csv\mimo_config_strict.csv","RuntimeExactMatchFraction","unknown","Unit not classified by catalogue."
"beamforming\csv\mimo_config_strict.csv","RuntimeMeanConditionNumber_dB","dB","Log-domain radio metric."
"beamforming\csv\mimo_config_strict.csv","RuntimeEvidenceSource","unknown","Unit not classified by catalogue."
"beamforming\csv\mimo_config_strict.csv","EvidenceClass","unknown","Unit not classified by catalogue."
"beamforming\csv\mimo_config_validation.csv","RunId","unknown","Unit not classified by catalogue."
"beamforming\csv\mimo_config_validation.csv","Direction","unknown","Unit not classified by catalogue."
"beamforming\csv\mimo_config_validation.csv","ValidationRule","unknown","Unit not classified by catalogue."
"beamforming\csv\mimo_config_validation.csv","Pass","unknown","Unit not classified by catalogue."
"beamforming\csv\mimo_config_validation.csv","Status","us","Time duration in microseconds."
"beamforming\csv\mimo_config_validation.csv","FailureReason","unknown","Unit not classified by catalogue."
"beamforming\csv\mimo_config_validation.csv","ConfigHash","unknown","Unit not classified by catalogue."
"beamforming\csv\mimo_configured_vs_effective.csv","RunId","unknown","Unit not classified by catalogue."
"beamforming\csv\mimo_configured_vs_effective.csv","Direction","unknown","Unit not classified by catalogue."
"beamforming\csv\mimo_configured_vs_effective.csv","ConfiguredRank","unknown","Unit not classified by catalogue."
"beamforming\csv\mimo_configured_vs_effective.csv","DominantScheduledRank","unknown","Unit not classified by catalogue."
"beamforming\csv\mimo_configured_vs_effective.csv","DominantTransmittedRank","unknown","Unit not classified by catalogue."
"beamforming\csv\mimo_configured_vs_effective.csv","DominantEffectiveDecodedRank","unknown","Unit not classified by catalogue."
"beamforming\csv\mimo_configured_vs_effective.csv","ConfiguredLayers","unknown","Unit not classified by catalogue."
"beamforming\csv\mimo_configured_vs_effective.csv","DominantScheduledLayers","unknown","Unit not classified by catalogue."
"beamforming\csv\mimo_configured_vs_effective.csv","DominantTransmittedLayers","unknown","Unit not classified by catalogue."
"beamforming\csv\mimo_configured_vs_effective.csv","DominantEffectiveDecodedLayers","unknown","Unit not classified by catalogue."
"beamforming\csv\mimo_configured_vs_effective.csv","ConfiguredModulation","unknown","Unit not classified by catalogue."
"beamforming\csv\mimo_configured_vs_effective.csv","DominantEffectiveModulation","unknown","Unit not classified by catalogue."
"beamforming\csv\mimo_configured_vs_effective.csv","ConfiguredMCS","index","Protocol/table index."
"beamforming\csv\mimo_configured_vs_effective.csv","ConfiguredInitialMCS","index","Protocol/table index."
"beamforming\csv\mimo_configured_vs_effective.csv","ConfiguredMaximumMCS","index","Protocol/table index."
"beamforming\csv\mimo_configured_vs_effective.csv","DominantEffectiveMCS","index","Protocol/table index."
"beamforming\csv\mimo_configured_vs_effective.csv","AdaptiveMode","unknown","Unit not classified by catalogue."
"beamforming\csv\mimo_configured_vs_effective.csv","StrictEligibleRowCount","ratio","Unitless ratio/probability."
"beamforming\csv\mimo_configured_vs_effective.csv","ExactMatchRowCount","count","Count."
"beamforming\csv\mimo_configured_vs_effective.csv","ExactMatchPercent","unknown","Unit not classified by catalogue."
"beamforming\csv\mimo_configured_vs_effective.csv","ExactSpatialMatchRowCount","count","Count."
"beamforming\csv\mimo_configured_vs_effective.csv","ExactSpatialMatchPercent","unknown","Unit not classified by catalogue."
"beamforming\csv\mimo_configured_vs_effective.csv","ExactOperatingPointMatchRowCount","count","Count."
"beamforming\csv\mimo_configured_vs_effective.csv","ExactOperatingPointMatchPercent","unknown","Unit not classified by catalogue."
"beamforming\csv\mimo_configured_vs_effective.csv","AdaptivePolicyMatchRowCount","count","Count."
"beamforming\csv\mimo_configured_vs_effective.csv","AdaptivePolicyMatchPercent","unknown","Unit not classified by catalogue."
"beamforming\csv\mimo_configured_vs_effective.csv","ExecutionContractMatchRowCount","count","Count."
"beamforming\csv\mimo_configured_vs_effective.csv","ExecutionContractMatchPercent","unknown","Unit not classified by catalogue."
"beamforming\csv\mimo_configured_vs_effective.csv","SpatialContractRequired","unknown","Unit not classified by catalogue."
"beamforming\csv\mimo_configured_vs_effective.csv","SpatialContractMatch","unknown","Unit not classified by catalogue."
"beamforming\csv\mimo_configured_vs_effective.csv","FixedOperatingPointRequired","unknown","Unit not classified by catalogue."
"beamforming\csv\mimo_configured_vs_effective.csv","FixedOperatingPointMatch","unknown","Unit not classified by catalogue."
"beamforming\csv\mimo_configured_vs_effective.csv","AdaptivePolicyRequired","unknown","Unit not classified by catalogue."
"beamforming\csv\mimo_configured_vs_effective.csv","AdaptivePolicyConformance","unknown","Unit not classified by catalogue."
"beamforming\csv\mimo_configured_vs_effective.csv","MUExecutionRequired","unknown","Unit not classified by catalogue."
"beamforming\csv\mimo_configured_vs_effective.csv","RequiredMUUserCount","count","Count."
"beamforming\csv\mimo_configured_vs_effective.csv","RequiredMULeakageThreshold_dB","dB","Log-domain radio metric."
"beamforming\csv\mimo_configured_vs_effective.csv","RequiredMUExecutionMode","unknown","Unit not classified by catalogue."
"beamforming\csv\mimo_configured_vs_effective.csv","MUExecutedTrialRowCount","index","Protocol/table index."
"beamforming\csv\mimo_configured_vs_effective.csv","MUExecutedDistinctGroupCount","count","Count."
"beamforming\csv\mimo_configured_vs_effective.csv","MUExecutionMatch","unknown","Unit not classified by catalogue."
"beamforming\csv\mimo_configured_vs_effective.csv","RequiredExecutionContractMatchPercent","unknown","Unit not classified by catalogue."
"beamforming\csv\mimo_configured_vs_effective.csv","ScenarioObjectivePass","index","Protocol/table index."
"beamforming\csv\mimo_configured_vs_effective.csv","RuntimePopulated","unknown","Unit not classified by catalogue."
"beamforming\csv\mimo_configured_vs_effective.csv","RuntimeTrialCount","index","Protocol/table index."
"beamforming\csv\mimo_configured_vs_effective.csv","RuntimeRank2Fraction","unknown","Unit not classified by catalogue."
"beamforming\csv\mimo_configured_vs_effective.csv","RuntimeExactMatchFraction","unknown","Unit not classified by catalogue."
"beamforming\csv\mimo_configured_vs_effective.csv","RuntimeMeanConditionNumber_dB","dB","Log-domain radio metric."
"beamforming\csv\mimo_configured_vs_effective.csv","RuntimeEvidenceSource","unknown","Unit not classified by catalogue."
"beamforming\csv\mimo_configured_vs_effective.csv","EvidenceClass","unknown","Unit not classified by catalogue."
"beamforming\csv\mimo_configured_vs_effective.csv","Status","us","Time duration in microseconds."
"beamforming\csv\mimo_configured_vs_effective.csv","FailureReason","unknown","Unit not classified by catalogue."
"beamforming\csv\mimo_layer_metrics.csv","RunId","unknown","Unit not classified by catalogue."
"beamforming\csv\mimo_layer_metrics.csv","TrialId","index","Protocol/table index."
"beamforming\csv\mimo_layer_metrics.csv","CellId","unknown","Unit not classified by catalogue."
"beamforming\csv\mimo_layer_metrics.csv","UEId","unknown","Unit not classified by catalogue."
"beamforming\csv\mimo_layer_metrics.csv","Direction","unknown","Unit not classified by catalogue."
"beamforming\csv\mimo_layer_metrics.csv","Slot","unknown","Unit not classified by catalogue."
"beamforming\csv\mimo_layer_metrics.csv","LayerIndex","index","Protocol/table index."
"beamforming\csv\mimo_layer_metrics.csv","CodewordIndex","index","Protocol/table index."
"beamforming\csv\mimo_layer_metrics.csv","DMRSPort","unknown","Unit not classified by catalogue."
"beamforming\csv\mimo_layer_metrics.csv","PostEqSINRdB","dB","Log-domain radio metric."
"beamforming\csv\mimo_layer_metrics.csv","EVMdB","dB","Log-domain radio metric."
"beamforming\csv\mimo_layer_metrics.csv","ChannelEstimateNMSEdB","dB","Log-domain radio metric."
"beamforming\csv\mimo_layer_metrics.csv","LLRMeanAbs","unknown","Unit not classified by catalogue."
"beamforming\csv\mimo_layer_metrics.csv","DecodeCrcPass","unknown","Unit not classified by catalogue."
"beamforming\csv\mimo_layer_metrics.csv","BER","ratio","Unitless ratio/probability."
"beamforming\csv\mimo_layer_metrics.csv","BLERContribution","ratio","Unitless ratio/probability."
"beamforming\csv\mimo_layer_metrics.csv","Status","us","Time duration in microseconds."
"beamforming\csv\mimo_negative_trials.csv","RunId","unknown","Unit not classified by catalogue."
"beamforming\csv\mimo_negative_trials.csv","NegativeTrialType","index","Protocol/table index."
"beamforming\csv\mimo_negative_trials.csv","InjectedFault","unknown","Unit not classified by catalogue."
"beamforming\csv\mimo_negative_trials.csv","ExpectedFailureStage","unknown","Unit not classified by catalogue."
"beamforming\csv\mimo_negative_trials.csv","ObservedFailureStage","unknown","Unit not classified by catalogue."
"beamforming\csv\mimo_negative_trials.csv","ExactConfiguredMatch","unknown","Unit not classified by catalogue."
"beamforming\csv\mimo_negative_trials.csv","DecodeCrcPass","unknown","Unit not classified by catalogue."
"beamforming\csv\mimo_negative_trials.csv","StrictOk","index","Protocol/table index."
"beamforming\csv\mimo_negative_trials.csv","NegativeExpectedOk","unknown","Unit not classified by catalogue."
"beamforming\csv\mimo_negative_trials.csv","FailureReason","unknown","Unit not classified by catalogue."
"beamforming\csv\mimo_oracle_guard.csv","RunId","unknown","Unit not classified by catalogue."
"beamforming\csv\mimo_oracle_guard.csv","TrialId","index","Protocol/table index."
"beamforming\csv\mimo_oracle_guard.csv","Stage","unknown","Unit not classified by catalogue."
"beamforming\csv\mimo_oracle_guard.csv","OracleFieldName","unknown","Unit not classified by catalogue."
"beamforming\csv\mimo_oracle_guard.csv","WasAccessed","unknown","Unit not classified by catalogue."
"beamforming\csv\mimo_oracle_guard.csv","Allowed","unknown","Unit not classified by catalogue."
"beamforming\csv\mimo_oracle_guard.csv","Violation","unknown","Unit not classified by catalogue."
"beamforming\csv\mimo_oracle_guard.csv","Status","us","Time duration in microseconds."
"beamforming\csv\mimo_oracle_guard.csv","FailureReason","unknown","Unit not classified by catalogue."
"beamforming\csv\precoder_evidence.csv","RunId","unknown","Unit not classified by catalogue."
"beamforming\csv\precoder_evidence.csv","TrialId","index","Protocol/table index."
"beamforming\csv\precoder_evidence.csv","Direction","unknown","Unit not classified by catalogue."
"beamforming\csv\precoder_evidence.csv","PrecoderId","index","Protocol/table index."
"beamforming\csv\precoder_evidence.csv","PMI","index","Protocol/table index."
"beamforming\csv\precoder_evidence.csv","PrecoderSource","unknown","Unit not classified by catalogue."
"beamforming\csv\precoder_evidence.csv","PrecodingActive","unknown","Unit not classified by catalogue."
"beamforming\csv\precoder_evidence.csv","SourceRowsHash","unknown","Unit not classified by catalogue."
"beamforming\csv\precoder_evidence.csv","Status","us","Time duration in microseconds."
"beamforming\csv\precoder_evidence.csv","FailureReason","unknown","Unit not classified by catalogue."
"beamforming\csv\rank_layer_trials.csv","RunId","unknown","Unit not classified by catalogue."
"beamforming\csv\rank_layer_trials.csv","TrialId","index","Protocol/table index."
"beamforming\csv\rank_layer_trials.csv","Direction","unknown","Unit not classified by catalogue."
"beamforming\csv\rank_layer_trials.csv","CellId","unknown","Unit not classified by catalogue."
"beamforming\csv\rank_layer_trials.csv","UEId","unknown","Unit not classified by catalogue."
"beamforming\csv\rank_layer_trials.csv","Frame","unknown","Unit not classified by catalogue."
"beamforming\csv\rank_layer_trials.csv","Slot","unknown","Unit not classified by catalogue."
"beamforming\csv\rank_layer_trials.csv","ConfiguredRank","unknown","Unit not classified by catalogue."
"beamforming\csv\rank_layer_trials.csv","ConfiguredLayers","unknown","Unit not classified by catalogue."
"beamforming\csv\rank_layer_trials.csv","ScheduledRank","unknown","Unit not classified by catalogue."
"beamforming\csv\rank_layer_trials.csv","ScheduledLayers","unknown","Unit not classified by catalogue."
"beamforming\csv\rank_layer_trials.csv","TransmittedRank","unknown","Unit not classified by catalogue."
"beamforming\csv\rank_layer_trials.csv","TransmittedLayers","unknown","Unit not classified by catalogue."
"beamforming\csv\rank_layer_trials.csv","ReceiverEstimatedRank","unknown","Unit not classified by catalogue."
"beamforming\csv\rank_layer_trials.csv","EffectiveDecodedRank","unknown","Unit not classified by catalogue."
"beamforming\csv\rank_layer_trials.csv","EffectiveDecodedLayers","unknown","Unit not classified by catalogue."
"beamforming\csv\rank_layer_trials.csv","NumRxAntennas","count","Count."
"beamforming\csv\rank_layer_trials.csv","NumTxPorts","count","Count."
"beamforming\csv\rank_layer_trials.csv","TxWaveformColumns","unknown","Unit not classified by catalogue."
"beamforming\csv\rank_layer_trials.csv","PhysicalTxAntennas","unknown","Unit not classified by catalogue."
"beamforming\csv\rank_layer_trials.csv","RxWaveformBranches","unknown","Unit not classified by catalogue."
"beamforming\csv\rank_layer_trials.csv","PhysicalRxAntennas","unknown","Unit not classified by catalogue."
"beamforming\csv\rank_layer_trials.csv","LogicalTxPortCount","count","Count."
"beamforming\csv\rank_layer_trials.csv","LogicalRxBranchCount","count","Count."
"beamforming\csv\rank_layer_trials.csv","BSAntennaNumPorts","unknown","Unit not classified by catalogue."
"beamforming\csv\rank_layer_trials.csv","UEAntennaNumPorts","unknown","Unit not classified by catalogue."
"beamforming\csv\rank_layer_trials.csv","BSAntennaElements","unknown","Unit not classified by catalogue."
"beamforming\csv\rank_layer_trials.csv","UEAntennaElements","unknown","Unit not classified by catalogue."
"beamforming\csv\rank_layer_trials.csv","AntennaRuntimeObjectCreated","unknown","Unit not classified by catalogue."
"beamforming\csv\rank_layer_trials.csv","ChannelUsesSameRuntimeAntennaAssumptions","unknown","Unit not classified by catalogue."
"beamforming\csv\rank_layer_trials.csv","ConditionNumber_dB","dB","Log-domain radio metric."
"beamforming\csv\rank_layer_trials.csv","ConfiguredModulation","unknown","Unit not classified by catalogue."
