csv_path,column_name,unit,description
"csv\pdcch_trials.csv","PDCCHGatingActive","unknown","Unit not classified by catalogue."
"csv\pdcch_trials.csv","GrantControlState","unknown","Unit not classified by catalogue."
"csv\pdcch_trials.csv","ControlDecodeOk","unknown","Unit not classified by catalogue."
"csv\pdcch_trials.csv","GrantFrame","unknown","Unit not classified by catalogue."
"csv\pdcch_trials.csv","GrantSlot","unknown","Unit not classified by catalogue."
"csv\pdcch_trials.csv","ControlFrame","unknown","Unit not classified by catalogue."
"csv\pdcch_trials.csv","ControlSlot","unknown","Unit not classified by catalogue."
"csv\pdcch_trials.csv","ScheduledAbsoluteSlot","unknown","Unit not classified by catalogue."
"csv\pdcch_trials.csv","K2Slots","unknown","Unit not classified by catalogue."
"csv\pdcch_trials.csv","LastSuccessfulSRSSlot","unknown","Unit not classified by catalogue."
"csv\pdcch_trials.csv","SRSAgeSlots","unknown","Unit not classified by catalogue."
"csv\pdcch_trials.csv","GrantBindingRequired","unknown","Unit not classified by catalogue."
"csv\pdcch_trials.csv","GrantBindingOk","unknown","Unit not classified by catalogue."
"csv\pdcch_trials.csv","GrantBindingStatus","us","Time duration in microseconds."
"csv\pdcch_trials.csv","GrantFieldsHash","unknown","Unit not classified by catalogue."
"csv\pdcch_trials.csv","GrantSearchSpaceId","unknown","Unit not classified by catalogue."
"csv\pdcch_trials.csv","GrantCORESETId","unknown","Unit not classified by catalogue."
"csv\pdcch_trials.csv","SignalFamily","unknown","Unit not classified by catalogue."
"csv\pdcch_trials.csv","DecodeSuccess","unknown","Unit not classified by catalogue."
"csv\pdcch_trials.csv","SuccessFlag","unknown","Unit not classified by catalogue."
"csv\pdcch_trials.csv","FailureFlag","unknown","Unit not classified by catalogue."
"csv\pdcch_trials.csv","ControlObservationAvailable","unknown","Unit not classified by catalogue."
"csv\pdcch_trials.csv","ValueSource","unknown","Unit not classified by catalogue."
"csv\pdcch_trials.csv","ValueRole","unknown","Unit not classified by catalogue."
"csv\pdcch_trials.csv","ValueStatus","us","Time duration in microseconds."
"csv\pdcch_trials.csv","ValueDefinition","unknown","Unit not classified by catalogue."
"csv\pdcch_trials.csv","FinalizedFlag","unknown","Unit not classified by catalogue."
"csv\pdcch_trials.csv","PlaceholderFlag","unknown","Unit not classified by catalogue."
"csv\pdcch_trials.csv","FallbackFlag","unknown","Unit not classified by catalogue."
"csv\pdcch_trials.csv","NAReason","unknown","Unit not classified by catalogue."
"csv\pdcch_trials.csv","RunID","unknown","Unit not classified by catalogue."
"csv\pdcch_trials.csv","ScenarioID","index","Protocol/table index."
"csv\pdcch_trials.csv","ConfigHash","unknown","Unit not classified by catalogue."
"csv\pdcch_trials.csv","SourceArtifact","unknown","Unit not classified by catalogue."
"csv\pdcch_trials.csv","SourceTable","unknown","Unit not classified by catalogue."
"csv\pdcch_trials.csv","ArtifactClass","unknown","Unit not classified by catalogue."
"csv\pdcch_trials.csv","SemanticState","unknown","Unit not classified by catalogue."
"csv\pdcch_trials.csv","DecoderTruthProxySINRValueRole","dB","Log-domain radio metric."
"csv\pdcch_trials.csv","DecoderTruthProxySINRValueStatus","dB","Log-domain radio metric."
"csv\pdcch_trials.csv","DecoderTruthProxySINRNAReason","dB","Log-domain radio metric."
"csv\prach_trials.csv","Direction","unknown","Unit not classified by catalogue."
"csv\prach_trials.csv","SNR_dB","dB","Log-domain radio metric."
"csv\prach_trials.csv","Seed","unknown","Unit not classified by catalogue."
"csv\prach_trials.csv","Frame","unknown","Unit not classified by catalogue."
"csv\prach_trials.csv","Slot","unknown","Unit not classified by catalogue."
"csv\prach_trials.csv","MCS","index","Protocol/table index."
"csv\prach_trials.csv","Modulation","unknown","Unit not classified by catalogue."
"csv\prach_trials.csv","TargetCodeRate","ratio","Unitless ratio/probability."
"csv\prach_trials.csv","PRBStart","unknown","Unit not classified by catalogue."
"csv\prach_trials.csv","ChannelModel","unknown","Unit not classified by catalogue."
"csv\prach_trials.csv","ChannelFadingApplied","unknown","Unit not classified by catalogue."
"csv\prach_trials.csv","DopplerHz","Hz","Frequency in hertz."
"csv\prach_trials.csv","CRCPass","unknown","Unit not classified by catalogue."
"csv\prach_trials.csv","CRCApplicable","unknown","Unit not classified by catalogue."
"csv\prach_trials.csv","CRCOutcome","unknown","Unit not classified by catalogue."
"csv\prach_trials.csv","UCIContentMatch","unknown","Unit not classified by catalogue."
"csv\prach_trials.csv","UCICRCApplicable","unknown","Unit not classified by catalogue."
"csv\prach_trials.csv","FormatAdapted","unknown","Unit not classified by catalogue."
"csv\prach_trials.csv","ControlResourceValidity","unknown","Unit not classified by catalogue."
"csv\prach_trials.csv","ReceiverHestSINRApplicable","dB","Log-domain radio metric."
"csv\prach_trials.csv","NMSE_dB","dB","Log-domain radio metric."
"csv\prach_trials.csv","NMSEReferenceSource","unknown","Unit not classified by catalogue."
"csv\prach_trials.csv","TrueChannelOracleAvailable","unknown","Unit not classified by catalogue."
"csv\prach_trials.csv","DetectionMetric","index","Protocol/table index."
"csv\prach_trials.csv","DetectionThreshold","unknown","Unit not classified by catalogue."
"csv\prach_trials.csv","RxAntennaCount","count","Count."
"csv\prach_trials.csv","PDPAverageNoiseFloor","unknown","Unit not classified by catalogue."
"csv\prach_trials.csv","PeakToThresholdRatio","unknown","Unit not classified by catalogue."
"csv\prach_trials.csv","PeakToNoiseRatio","unknown","Unit not classified by catalogue."
"csv\prach_trials.csv","PeakToNoiseRatio_dB","dB","Log-domain radio metric."
"csv\prach_trials.csv","CandidateCount","count","Count."
"csv\prach_trials.csv","CandidatesAboveThreshold","unknown","Unit not classified by catalogue."
"csv\prach_trials.csv","ThresholdBackgroundComponent","unknown","Unit not classified by catalogue."
"csv\prach_trials.csv","DetectorPeakLagSamples","samples","Discrete sample count or offset."
"csv\prach_trials.csv","CorrelationPeak","unknown","Unit not classified by catalogue."
"csv\prach_trials.csv","MissedDetection","unknown","Unit not classified by catalogue."
"csv\prach_trials.csv","FalseAlarm","unknown","Unit not classified by catalogue."
"csv\prach_trials.csv","DTXFlag","unknown","Unit not classified by catalogue."
"csv\prach_trials.csv","PreambleIndex","index","Protocol/table index."
"csv\prach_trials.csv","RequestedPreambleIndex","index","Protocol/table index."
"csv\prach_trials.csv","DetectedPreambleIndex","index","Protocol/table index."
"csv\prach_trials.csv","PreambleIndexFromPeak","index","Protocol/table index."
"csv\prach_trials.csv","RAProcedureType","unknown","Unit not classified by catalogue."
"csv\prach_trials.csv","RABindingSource","unknown","Unit not classified by catalogue."
"csv\prach_trials.csv","RACHConfigHash","unknown","Unit not classified by catalogue."
"csv\prach_trials.csv","RARunId","unknown","Unit not classified by catalogue."
"csv\prach_trials.csv","RAScenarioName","index","Protocol/table index."
"csv\prach_trials.csv","RACellId","unknown","Unit not classified by catalogue."
"csv\prach_trials.csv","RAUEId","unknown","Unit not classified by catalogue."
"csv\prach_trials.csv","RAAttemptId","unknown","Unit not classified by catalogue."
"csv\prach_trials.csv","PreambleIndexTx","index","Protocol/table index."
"csv\prach_trials.csv","PreambleIndexDetected","index","Protocol/table index."
"csv\prach_trials.csv","PreambleDetectionMetric","index","Protocol/table index."
"csv\prach_trials.csv","PreambleDetectionThreshold","unknown","Unit not classified by catalogue."
"csv\prach_trials.csv","PreambleDetected","unknown","Unit not classified by catalogue."
"csv\prach_trials.csv","CollisionDetected","unknown","Unit not classified by catalogue."
"csv\prach_trials.csv","CollisionFlag","unknown","Unit not classified by catalogue."
"csv\prach_trials.csv","PreambleAmbiguityDetected","unknown","Unit not classified by catalogue."
"csv\prach_trials.csv","PreambleReceivedTargetPower_dBm","dBm","Absolute power in dBm."
"csv\prach_trials.csv","PowerRampingStep_dB","dB","Log-domain radio metric."
"csv\prach_trials.csv","PreambleTransMax","unknown","Unit not classified by catalogue."
"csv\prach_trials.csv","PreambleAttemptNumber","ratio","Unitless ratio/probability."
"csv\prach_trials.csv","PowerPathloss_dB","dB","Log-domain radio metric."
"csv\prach_trials.csv","PowerBasePathloss_dB","dB","Log-domain radio metric."
"csv\prach_trials.csv","PowerPathlossSource","unknown","Unit not classified by catalogue."
"csv\prach_trials.csv","ReferenceTxPower_dBm","dBm","Absolute power in dBm."
"csv\prach_trials.csv","PreambleDelta_dB","dB","Log-domain radio metric."
"csv\prach_trials.csv","PreambleTargetReceivedPower_dBm","dBm","Absolute power in dBm."
"csv\prach_trials.csv","PreambleRequestedTxPower_dBm","dBm","Absolute power in dBm."
"csv\prach_trials.csv","PreambleTxPower_dBm","dBm","Absolute power in dBm."
"csv\prach_trials.csv","PreamblePowerHeadroom_dB","dB","Log-domain radio metric."
"csv\prach_trials.csv","PreambleTxAmplitudeScale","unknown","Unit not classified by catalogue."
"csv\prach_trials.csv","PowerControlStatus","us","Time duration in microseconds."
"csv\prach_trials.csv","P0PUSCH_dBm","dBm","Absolute power in dBm."
"csv\prach_trials.csv","AlphaPUSCH","unknown","Unit not classified by catalogue."
"csv\prach_trials.csv","Pcmax_dBm","dBm","Absolute power in dBm."
"csv\prach_trials.csv","Msg3Pathloss_dB","dB","Log-domain radio metric."
"csv\prach_trials.csv","Msg3P0PUSCH_dBm","dBm","Absolute power in dBm."
"csv\prach_trials.csv","Msg3Alpha","unknown","Unit not classified by catalogue."
"csv\prach_trials.csv","Msg3NumPRBForPower","unknown","Unit not classified by catalogue."
"csv\prach_trials.csv","Msg3DeltaTF_dB","dB","Log-domain radio metric."
"csv\prach_trials.csv","Msg3ClosedLoopCorrection_dB","dB","Log-domain radio metric."
"csv\prach_trials.csv","Msg3RequestedTxPower_dBm","dBm","Absolute power in dBm."
"csv\prach_trials.csv","Msg3TxPower_dBm","dBm","Absolute power in dBm."
"csv\prach_trials.csv","Msg3PowerHeadroom_dB","dB","Log-domain radio metric."
"csv\prach_trials.csv","Msg3TxAmplitudeScale","unknown","Unit not classified by catalogue."
"csv\prach_trials.csv","DownlinkTxPower_dBm","dBm","Absolute power in dBm."
"csv\prach_trials.csv","DownlinkTxPowerSource","unknown","Unit not classified by catalogue."
"csv\prach_trials.csv","Msg2TxPower_dBm","dBm","Absolute power in dBm."
"csv\prach_trials.csv","Msg2TxAmplitudeScale","unknown","Unit not classified by catalogue."
"csv\prach_trials.csv","Msg4TxPower_dBm","dBm","Absolute power in dBm."
"csv\prach_trials.csv","Msg4TxAmplitudeScale","unknown","Unit not classified by catalogue."
"csv\prach_trials.csv","TimingAdvanceCommand","unknown","Unit not classified by catalogue."
"csv\prach_trials.csv","RARNTI","unknown","Unit not classified by catalogue."
"csv\prach_trials.csv","RAResponseWindowStartSlot","unknown","Unit not classified by catalogue."
"csv\prach_trials.csv","RAResponseWindowEndSlot","unknown","Unit not classified by catalogue."
"csv\prach_trials.csv","RARWindowExpired","unknown","Unit not classified by catalogue."
"csv\prach_trials.csv","Msg2PDCCHCandidatesAttempted","unknown","Unit not classified by catalogue."
"csv\prach_trials.csv","Msg2RARNTIDetected","unknown","Unit not classified by catalogue."
"csv\prach_trials.csv","Msg2DCICrcPass","unknown","Unit not classified by catalogue."
"csv\prach_trials.csv","Msg2DCIFormat","unknown","Unit not classified by catalogue."
"csv\prach_trials.csv","Msg2PDSCHCrcPass","unknown","Unit not classified by catalogue."
"csv\prach_trials.csv","Msg2PDSCHNumLayers","unknown","Unit not classified by catalogue."
"csv\prach_trials.csv","Msg2PDSCHConfiguredNumPorts","unknown","Unit not classified by catalogue."
"csv\prach_trials.csv","Msg2PDSCHResolvedNumPorts","unknown","Unit not classified by catalogue."
"csv\prach_trials.csv","Msg2PDSCHExplicitMatrixPresent","index","Protocol/table index."
"csv\prach_trials.csv","Msg2PDSCHPrecodingActive","unknown","Unit not classified by catalogue."
"csv\prach_trials.csv","Msg2PDSCHPrecodingMode","unknown","Unit not classified by catalogue."
"csv\prach_trials.csv","Msg2PDSCHPrecodingSource","unknown","Unit not classified by catalogue."
"csv\prach_trials.csv","Msg2TimingEstimateUsed","unknown","Unit not classified by catalogue."
"csv\prach_trials.csv","Msg2AppliedTimingCorrection_samples","samples","Discrete sample count or offset."
"csv\prach_trials.csv","Msg2TimingEstimateSource","unknown","Unit not classified by catalogue."
"csv\prach_trials.csv","Msg2PostEqSINR_dB","dB","Log-domain radio metric."
"csv\prach_trials.csv","Msg2ReceiverHestSINR_dB","dB","Log-domain radio metric."
"csv\prach_trials.csv","Msg2PreEqualizationNoiseVar","unknown","Unit not classified by catalogue."
"csv\prach_trials.csv","Msg2DecoderNoiseVar","unknown","Unit not classified by catalogue."
"csv\prach_trials.csv","Msg2ChannelEstimateAvailable","unknown","Unit not classified by catalogue."
"csv\prach_trials.csv","Msg2ChannelEstimateMethod","unknown","Unit not classified by catalogue."
"csv\prach_trials.csv","Msg2ChannelEstimatePilotResidualNMSE_dB","dB","Log-domain radio metric."
"csv\prach_trials.csv","Msg2EqualizationAvailable","unknown","Unit not classified by catalogue."
"csv\prach_trials.csv","Msg2LLRFinite","unknown","Unit not classified by catalogue."
"csv\prach_trials.csv","Msg2DemapperLLRCount","count","Count."
"csv\prach_trials.csv","Msg2DecoderIterations","index","Protocol/table index."
"csv\prach_trials.csv","RARBytesHex","bytes","Byte count."
"csv\prach_trials.csv","RAPIDDecoded","unknown","Unit not classified by catalogue."
"csv\prach_trials.csv","RAPIDMatches","unknown","Unit not classified by catalogue."
"csv\prach_trials.csv","TemporaryCRNTI","unknown","Unit not classified by catalogue."
"csv\prach_trials.csv","RARULGrantHex","unknown","Unit not classified by catalogue."
"csv\prach_trials.csv","RARULGrantValid","unknown","Unit not classified by catalogue."
"csv\prach_trials.csv","Msg3ScheduledSlot","unknown","Unit not classified by catalogue."
"csv\prach_trials.csv","Msg3PUSCHPRBStart","unknown","Unit not classified by catalogue."
"csv\prach_trials.csv","Msg3PUSCHNumPRB","unknown","Unit not classified by catalogue."
"csv\prach_trials.csv","Msg3PUSCHSymbolStart","unknown","Unit not classified by catalogue."
"csv\prach_trials.csv","Msg3PUSCHNumSymbols","unknown","Unit not classified by catalogue."
"csv\prach_trials.csv","Msg3MCS","index","Protocol/table index."
"csv\prach_trials.csv","Msg3Modulation","unknown","Unit not classified by catalogue."
"csv\prach_trials.csv","Msg3TBS","unknown","Unit not classified by catalogue."
"csv\prach_trials.csv","Msg3TimingAdvanceApplied","unknown","Unit not classified by catalogue."
"csv\prach_trials.csv","Msg3PUSCHCrcPass","unknown","Unit not classified by catalogue."
"csv\prach_trials.csv","Msg3PayloadHex","unknown","Unit not classified by catalogue."
"csv\prach_trials.csv","Msg3ContentionIdentity","unknown","Unit not classified by catalogue."
"csv\prach_trials.csv","Msg4ScheduledSlot","unknown","Unit not classified by catalogue."
"csv\prach_trials.csv","Msg4PDCCHCrcPass","unknown","Unit not classified by catalogue."
"csv\prach_trials.csv","Msg4PDSCHCrcPass","unknown","Unit not classified by catalogue."
"csv\prach_trials.csv","Msg4PDSCHNumLayers","unknown","Unit not classified by catalogue."
"csv\prach_trials.csv","Msg4PDSCHConfiguredNumPorts","unknown","Unit not classified by catalogue."
"csv\prach_trials.csv","Msg4PDSCHResolvedNumPorts","unknown","Unit not classified by catalogue."
"csv\prach_trials.csv","Msg4PDSCHExplicitMatrixPresent","index","Protocol/table index."
"csv\prach_trials.csv","Msg4PDSCHPrecodingActive","unknown","Unit not classified by catalogue."
"csv\prach_trials.csv","Msg4PDSCHPrecodingMode","unknown","Unit not classified by catalogue."
"csv\prach_trials.csv","Msg4PDSCHPrecodingSource","unknown","Unit not classified by catalogue."
"csv\prach_trials.csv","Msg4TimingEstimateUsed","unknown","Unit not classified by catalogue."
"csv\prach_trials.csv","Msg4AppliedTimingCorrection_samples","samples","Discrete sample count or offset."
"csv\prach_trials.csv","Msg4TimingEstimateSource","unknown","Unit not classified by catalogue."
"csv\prach_trials.csv","Msg4PostEqSINR_dB","dB","Log-domain radio metric."
"csv\prach_trials.csv","Msg4ReceiverHestSINR_dB","dB","Log-domain radio metric."
"csv\prach_trials.csv","Msg4PreEqualizationNoiseVar","unknown","Unit not classified by catalogue."
"csv\prach_trials.csv","Msg4DecoderNoiseVar","unknown","Unit not classified by catalogue."
"csv\prach_trials.csv","Msg4ChannelEstimateAvailable","unknown","Unit not classified by catalogue."
"csv\prach_trials.csv","Msg4ChannelEstimateMethod","unknown","Unit not classified by catalogue."
"csv\prach_trials.csv","Msg4ChannelEstimatePilotResidualNMSE_dB","dB","Log-domain radio metric."
"csv\prach_trials.csv","Msg4EqualizationAvailable","unknown","Unit not classified by catalogue."
"csv\prach_trials.csv","Msg4LLRFinite","unknown","Unit not classified by catalogue."
"csv\prach_trials.csv","Msg4DemapperLLRCount","count","Count."
"csv\prach_trials.csv","Msg4DecoderIterations","index","Protocol/table index."
"csv\prach_trials.csv","Msg4PayloadHex","unknown","Unit not classified by catalogue."
"csv\prach_trials.csv","Msg4ContentionIdentity","unknown","Unit not classified by catalogue."
"csv\prach_trials.csv","ContentionIdentityMatches","unknown","Unit not classified by catalogue."
"csv\prach_trials.csv","FinalCRNTI","unknown","Unit not classified by catalogue."
"csv\prach_trials.csv","RACompleted","unknown","Unit not classified by catalogue."
"csv\prach_trials.csv","RAStage","unknown","Unit not classified by catalogue."
"csv\prach_trials.csv","ProxyUsed","unknown","Unit not classified by catalogue."
"csv\prach_trials.csv","Skipped","unknown","Unit not classified by catalogue."
"csv\prach_trials.csv","ToolboxMissing","unknown","Unit not classified by catalogue."
"csv\prach_trials.csv","UsedOracleFields","unknown","Unit not classified by catalogue."
"csv\prach_trials.csv","FullRAEvidenceSource","unknown","Unit not classified by catalogue."
"csv\prach_trials.csv","FullRAArtifactRunFolder","unknown","Unit not classified by catalogue."
"csv\prach_trials.csv","RuntimeIntegrationMode","unknown","Unit not classified by catalogue."
"csv\prach_trials.csv","RuntimeTransportMode","unknown","Unit not classified by catalogue."
"csv\prach_trials.csv","RuntimeStageWaveformsRequired","unknown","Unit not classified by catalogue."
"csv\prach_trials.csv","RuntimeStageWaveformsUsed","unknown","Unit not classified by catalogue."
"csv\prach_trials.csv","RuntimeSelfLoopWaveformsUsed","unknown","Unit not classified by catalogue."
"csv\prach_trials.csv","RuntimeChannelStateUsed","unknown","Unit not classified by catalogue."
"csv\prach_trials.csv","RuntimeNoiseApplied","unknown","Unit not classified by catalogue."
"csv\prach_trials.csv","RuntimeNoiseVarianceMean","index","Protocol/table index."
"csv\prach_trials.csv","RuntimeChannelLinkKeys","unknown","Unit not classified by catalogue."
"csv\prach_trials.csv","RuntimeStageCount","count","Count."
"csv\prach_trials.csv","MeasuredSINR_dB","dB","Log-domain radio metric."
"csv\prach_trials.csv","ReceiverHestSINR_dB","dB","Log-domain radio metric."
"csv\prach_trials.csv","ReceiverHestSINRSource","dB","Log-domain radio metric."
"csv\prach_trials.csv","ReceiverHestSINRValueRole","dB","Log-domain radio metric."
"csv\prach_trials.csv","ReceiverHestSINRValueStatus","dB","Log-domain radio metric."
"csv\prach_trials.csv","ReceiverHestSINRNAReason","dB","Log-domain radio metric."
"csv\prach_trials.csv","PostEqSINR_dB","dB","Log-domain radio metric."
"csv\prach_trials.csv","PostEqSINRSource","dB","Log-domain radio metric."
"csv\prach_trials.csv","PostEqSINRValueRole","dB","Log-domain radio metric."
"csv\prach_trials.csv","PostEqSINRValueStatus","dB","Log-domain radio metric."
"csv\prach_trials.csv","PostEqSINRNAReason","dB","Log-domain radio metric."
"csv\prach_trials.csv","PostEqSINRPerLayer_dB","dB","Log-domain radio metric."
"csv\prach_trials.csv","MeasuredTrialSINR_dB","dB","Log-domain radio metric."
"csv\prach_trials.csv","MeasuredTrialSINRSource","dB","Log-domain radio metric."
"csv\prach_trials.csv","MeasuredTrialSINRValueRole","dB","Log-domain radio metric."
"csv\prach_trials.csv","MeasuredTrialSINRValueStatus","dB","Log-domain radio metric."
"csv\prach_trials.csv","MeasuredTrialSINRNAReason","dB","Log-domain radio metric."
"csv\prach_trials.csv","DecoderTruthProxySINR_dB","dB","Log-domain radio metric."
"csv\prach_trials.csv","DecoderTruthProxySINRSource","dB","Log-domain radio metric."
"csv\prach_trials.csv","SINRValueRole","dB","Log-domain radio metric."
"csv\prach_trials.csv","SINRSource","dB","Log-domain radio metric."
"csv\prach_trials.csv","SINRValueStatus","dB","Log-domain radio metric."
"csv\prach_trials.csv","SINRValueDefinition","dB","Log-domain radio metric."
"csv\prach_trials.csv","WidebandCQI","index","Protocol/table index."
"csv\prach_trials.csv","CQIDerivedMCS","index","Protocol/table index."
"csv\prach_trials.csv","CQIDerivedModulation","index","Protocol/table index."
"csv\prach_trials.csv","CQIDerivedTargetCodeRate","ratio","Unitless ratio/probability."
"csv\prach_trials.csv","CQISource","index","Protocol/table index."
"csv\prach_trials.csv","MCSSelectionSource","index","Protocol/table index."
"csv\prach_trials.csv","MCSValueStatus","us","Time duration in microseconds."
"csv\prach_trials.csv","OuterLoopEnabled","unknown","Unit not classified by catalogue."
"csv\prach_trials.csv","InnerLoopEnabled","unknown","Unit not classified by catalogue."
"csv\prach_trials.csv","OuterLoopApplied","unknown","Unit not classified by catalogue."
"csv\prach_trials.csv","InnerLoopApplied","unknown","Unit not classified by catalogue."
"csv\prach_trials.csv","CalibrationProfile","unknown","Unit not classified by catalogue."
"csv\prach_trials.csv","RankDowngradeApplied","unknown","Unit not classified by catalogue."
"csv\prach_trials.csv","MUMIMOEnabled","unknown","Unit not classified by catalogue."
"csv\prach_trials.csv","PrecoderSource","unknown","Unit not classified by catalogue."
"csv\prach_trials.csv","PrecodingMode","unknown","Unit not classified by catalogue."
"csv\prach_trials.csv","PrecodingActive","unknown","Unit not classified by catalogue."
"csv\prach_trials.csv","ExplicitBeamWeightsApplied","unknown","Unit not classified by catalogue."
"csv\prach_trials.csv","TransformPrecodingApplied","unknown","Unit not classified by catalogue."
"csv\prach_trials.csv","BeamformingApplied","unknown","Unit not classified by catalogue."
"csv\prach_trials.csv","AppliedBeamIndexSet","index","Protocol/table index."
"csv\prach_trials.csv","AppliedPrecoderPMI","index","Protocol/table index."
"csv\prach_trials.csv","AppliedPrecoderPMIType","index","Protocol/table index."
"csv\prach_trials.csv","AppliedPrecoderCodebookMode","unknown","Unit not classified by catalogue."
"csv\prach_trials.csv","RequestedVsAppliedPrecoderPMIMatchStatus","us","Time duration in microseconds."
"csv\prach_trials.csv","PrecodingMatrixRows","index","Protocol/table index."
"csv\prach_trials.csv","PrecodingMatrixCols","index","Protocol/table index."
"csv\prach_trials.csv","FalseAlarmFlag","unknown","Unit not classified by catalogue."
"csv\prach_trials.csv","DCICrcPass","unknown","Unit not classified by catalogue."
"csv\prach_trials.csv","PDCCHPayloadMatch","unknown","Unit not classified by catalogue."
"csv\prach_trials.csv","PDCCHCausalGrantDecodeOk","unknown","Unit not classified by catalogue."
"csv\prach_trials.csv","PDCCHMissedDetection","unknown","Unit not classified by catalogue."
"csv\prach_trials.csv","PDCCHFalseAlarm","unknown","Unit not classified by catalogue."
"csv\prach_trials.csv","GrantValid","unknown","Unit not classified by catalogue."
"csv\prach_trials.csv","NegativeExpectedOk","unknown","Unit not classified by catalogue."
"csv\prach_trials.csv","PDCCHBlindSearchEnabled","unknown","Unit not classified by catalogue."
"csv\prach_trials.csv","PDCCHREGMappingAvailable","unknown","Unit not classified by catalogue."
"csv\prach_trials.csv","ServingRxPower_dBm","dBm","Absolute power in dBm."
"csv\prach_trials.csv","NoiseVarStatus","us","Time duration in microseconds."
"csv\prach_trials.csv","NoiseVarSource","unknown","Unit not classified by catalogue."
"csv\prach_trials.csv","NoiseVarStrictFailure","index","Protocol/table index."
"csv\prach_trials.csv","ReceiverUsable","unknown","Unit not classified by catalogue."
"csv\prach_trials.csv","DecodeAttempted","unknown","Unit not classified by catalogue."
"csv\prach_trials.csv","DecodeUsable","unknown","Unit not classified by catalogue."
"csv\prach_trials.csv","StrictReceiverEvidenceOk","index","Protocol/table index."
"csv\prach_trials.csv","StrictOk","index","Protocol/table index."
"csv\prach_trials.csv","TruthStatus","us","Time duration in microseconds."
"csv\prach_trials.csv","SourceClassification","unknown","Unit not classified by catalogue."
"csv\prach_trials.csv","RuntimeMaterializationStatus","us","Time duration in microseconds."
"csv\prach_trials.csv","ControlGatingEffect","unknown","Unit not classified by catalogue."
"csv\prach_trials.csv","RuntimeStateConsumer","unknown","Unit not classified by catalogue."
"csv\prach_trials.csv","RuntimeConsumer","unknown","Unit not classified by catalogue."
"csv\prach_trials.csv","RuntimeEvidenceSource","unknown","Unit not classified by catalogue."
"csv\prach_trials.csv","ChannelEstimateAttempted","unknown","Unit not classified by catalogue."
"csv\prach_trials.csv","ChannelEstimateAvailable","unknown","Unit not classified by catalogue."
"csv\prach_trials.csv","SRSChannelEstimateAvailable","unknown","Unit not classified by catalogue."
"csv\prach_trials.csv","ResourceExtractionAttempted","unknown","Unit not classified by catalogue."
"csv\prach_trials.csv","ResourceExtractionAvailable","unknown","Unit not classified by catalogue."
"csv\prach_trials.csv","EqualizationAttempted","unknown","Unit not classified by catalogue."
"csv\prach_trials.csv","EqualizationAvailable","unknown","Unit not classified by catalogue."
"csv\prach_trials.csv","DLSCHDecodeAttempted","unknown","Unit not classified by catalogue."
"csv\prach_trials.csv","DLSCHDecodeAvailable","unknown","Unit not classified by catalogue."
"csv\prach_trials.csv","ULSCHDecodeAttempted","unknown","Unit not classified by catalogue."
"csv\prach_trials.csv","ULSCHDecodeAvailable","unknown","Unit not classified by catalogue."
"csv\prach_trials.csv","LLRAvailable","unknown","Unit not classified by catalogue."
"csv\prach_trials.csv","LLRFinite","unknown","Unit not classified by catalogue."
"csv\prach_trials.csv","PostEqSINRAvailable","dB","Log-domain radio metric."
"csv\prach_trials.csv","PostEqSINRReceiverDerived","dB","Log-domain radio metric."
"csv\prach_trials.csv","ConfiguredSNRLikeSourceRejected","unknown","Unit not classified by catalogue."
"csv\prach_trials.csv","InterferenceCovarianceAvailable","index","Protocol/table index."
"csv\prach_trials.csv","DetectionAttempted","unknown","Unit not classified by catalogue."
"csv\prach_trials.csv","DetectionSuccess","unknown","Unit not classified by catalogue."
"csv\prach_trials.csv","DetectionUsable","unknown","Unit not classified by catalogue."
"csv\prach_trials.csv","MeasurementAttempted","unknown","Unit not classified by catalogue."
"csv\prach_trials.csv","MeasurementUsable","unknown","Unit not classified by catalogue."
"csv\prach_trials.csv","SRSRuntimeEvidenceUsable","unknown","Unit not classified by catalogue."
"csv\prach_trials.csv","FailureReason","unknown","Unit not classified by catalogue."
"csv\prach_trials.csv","TimingOffset_samples","samples","Discrete sample count or offset."
"csv\prach_trials.csv","TimingAdvance_samples","samples","Discrete sample count or offset."
"csv\prach_trials.csv","TAOutOfRangeFlag","unknown","Unit not classified by catalogue."
"csv\prach_trials.csv","CFOEstimateAvailability","unknown","Unit not classified by catalogue."
"csv\prach_trials.csv","CFOErrorDefinition","unknown","Unit not classified by catalogue."
"csv\prach_trials.csv","CFOValueStatus","us","Time duration in microseconds."
"csv\prach_trials.csv","InjectedTimingOffset_samples","samples","Discrete sample count or offset."
"csv\prach_trials.csv","TimingEstimate_samples","samples","Discrete sample count or offset."
"csv\prach_trials.csv","TrueTimingOffset_samples","samples","Discrete sample count or offset."
"csv\prach_trials.csv","TimingError_samples","samples","Discrete sample count or offset."
"csv\prach_trials.csv","TimingEstimateWasClipped","unknown","Unit not classified by catalogue."
"csv\prach_trials.csv","IQImbalanceConfigured","unknown","Unit not classified by catalogue."
"csv\prach_trials.csv","IQImbalanceApplied","unknown","Unit not classified by catalogue."
"csv\prach_trials.csv","InjectedDoppler_Hz","Hz","Frequency in hertz."
"csv\prach_trials.csv","Status","us","Time duration in microseconds."
"csv\prach_trials.csv","Crash","unknown","Unit not classified by catalogue."
"csv\prach_trials.csv","LinkAdaptationApplied","unknown","Unit not classified by catalogue."
