CaseID,MappingType,DMRSConfigurationType,DMRSLength,DMRSAdditionalPosition,DMRSTypeAPosition,DMRSMultiplexing,NumCDMGroupsWithoutData,NIDNSCID,NSCID,DMRSPortSet,DMRSSymbols,DMRSRECount,SequenceDigest,SequenceNMSE,IndexMismatchCount,Status,PlotCoordinates0Based
DMRS-149,B,2,2,0,2,basic,1,42,0,0,9|10,8,916c20b9bb1d4d2eedfac84df21ad30b4b830cd18949fb8c5ae55f44329f304a,0,0,PASS,0:9|1:9|6:9|7:9|0:10|1:10|6:10|7:10
DMRS-150,B,1,2,1,3,basic,1,42,0,0,9|10,12,52b8f9d57dec42cf5fb1dfd36564ad917123db9dc6a4543170adc9fc2ad25ac6,0,0,PASS,0:9|2:9|4:9|6:9|8:9|10:9|0:10|2:10|4:10|6:10|8:10|10:10
DMRS-152,B,1,2,0,3,basic,1,42,0,0,8|9,12,49f442bae70e3f14b45704f799ff1babd8d990d01270e2941b63cbbe320422bb,0,0,PASS,0:8|2:8|4:8|6:8|8:8|10:8|0:9|2:9|4:9|6:9|8:9|10:9
DMRS-153,B,2,2,1,2,basic,1,42,0,0,8|9,8,60478e428157efa650e1880d8ebbaebd7e0dcf9318c2fdb37500d3a7cf9a68f5,0,0,PASS,0:8|1:8|6:8|7:8|0:9|1:9|6:9|7:9
DMRS-155,B,2,2,0,2,basic,1,42,0,0,7|8,8,4eb65a9f8c3fef85419a7e16b9147fb8b971a3c7db44ed582b3553d87d32b7ed,0,0,PASS,0:7|1:7|6:7|7:7|0:8|1:8|6:8|7:8
DMRS-156,B,1,2,1,3,basic,1,42,0,0,7|8,12,878812d21e0e8274339d6cd988742d2512bb7caabedf5946c3d4900f46ca8bad,0,0,PASS,0:7|2:7|4:7|6:7|8:7|10:7|0:8|2:8|4:8|6:8|8:8|10:8
DMRS-158,B,1,2,0,3,basic,1,42,0,0,6|7,12,10f6a553defa8f6e6496bc644a027e60b536b5c80836036495f7920328aa6d76,0,0,PASS,0:6|2:6|4:6|6:6|8:6|10:6|0:7|2:7|4:7|6:7|8:7|10:7
DMRS-159,B,2,2,1,2,basic,1,42,0,0,6|7|11|12,16,c3e6fa2994604d8cc3110c9e34363583b28536f043a68a1ce96f7df6623586e6,0,0,PASS,0:6|1:6|6:6|7:6|0:7|1:7|6:7|7:7|0:11|1:11|6:11|7:11|0:12|1:12|6:12|7:12
DMRS-161,B,2,2,0,2,basic,1,42,0,0,5|6,8,174201c4a85f0ee3ef8dbf95692b36faebe5b7d08c0136b06627c97f987416f6,0,0,PASS,0:5|1:5|6:5|7:5|0:6|1:6|6:6|7:6
DMRS-162,B,1,2,1,3,basic,1,42,0,0,5|6|10|11,24,5b06e671f184761f2ee96e841e53dbf56097ed41838c9a37d9efdd4f4e71b2ce,0,0,PASS,0:5|2:5|4:5|6:5|8:5|10:5|0:6|2:6|4:6|6:6|8:6|10:6|0:10|2:10|4:10|6:10|8:10|10:10|0:11|2:11|4:11|6:11|8:11|10:11
DMRS-164,B,1,2,0,3,basic,1,42,0,0,4|5,12,310d124777d88f3284c4cc566847387d5a06ebb1d9d29381f620fc0b86dd05f1,0,0,PASS,0:4|2:4|4:4|6:4|8:4|10:4|0:5|2:5|4:5|6:5|8:5|10:5
DMRS-165,B,2,2,1,2,basic,1,42,0,0,4|5|11|12,16,442539f6d2c62b3e715879bb9171d98f08581888501af70b043a7e85dff935ac,0,0,PASS,0:4|1:4|6:4|7:4|0:5|1:5|6:5|7:5|0:11|1:11|6:11|7:11|0:12|1:12|6:12|7:12
DMRS-167,B,2,2,0,2,basic,1,42,0,0,3|4,8,7043c9fd98898c4c6dfd16c05dd49798290e13710abdf2cade63ae226996df88,0,0,PASS,0:3|1:3|6:3|7:3|0:4|1:4|6:4|7:4
DMRS-168,B,1,2,1,3,basic,1,42,0,0,3|4|10|11,24,7d1a8241895cf2af5b3c2c8b09b5f9186745eca716302fafa1a866229be41ecb,0,0,PASS,0:3|2:3|4:3|6:3|8:3|10:3|0:4|2:4|4:4|6:4|8:4|10:4|0:10|2:10|4:10|6:10|8:10|10:10|0:11|2:11|4:11|6:11|8:11|10:11
DMRS-170,B,1,2,0,3,basic,1,42,0,0,2|3,12,dcfad9e94469bb162a2ca11d2eef0ae7b76226cfbfa28385857f9768bb438940,0,0,PASS,0:2|2:2|4:2|6:2|8:2|10:2|0:3|2:3|4:3|6:3|8:3|10:3
DMRS-171,B,2,2,1,2,basic,1,42,0,0,2|3|10|11,16,e1cffadfb32ef1260c11e7854b44a21281a043eb4688e6680b1f5308fef40e96,0,0,PASS,0:2|1:2|6:2|7:2|0:3|1:3|6:3|7:3|0:10|1:10|6:10|7:10|0:11|1:11|6:11|7:11
DMRS-173,B,2,2,0,2,basic,1,42,0,0,1|2,8,8c400ff101d7df49ec1beefe55ecbeb989362e5d94f619c41e6c504982d080d1,0,0,PASS,0:1|1:1|6:1|7:1|0:2|1:2|6:2|7:2
DMRS-174,B,1,2,1,3,basic,1,42,0,0,1|2|9|10,24,51da3517888e17cd3ef6c6afca084a91d22e7f703e6ce354cdf895c1f5dbc64d,0,0,PASS,0:1|2:1|4:1|6:1|8:1|10:1|0:2|2:2|4:2|6:2|8:2|10:2|0:9|2:9|4:9|6:9|8:9|10:9|0:10|2:10|4:10|6:10|8:10|10:10
