CaseID,HARQProcessID,Codeword,TransmissionIndex,NDI,RV,TBIdentity,TBS,CodeBlockLayoutDigest,SoftBufferInputDigest,SoftBufferOutputDigest,HARQAction,Combined,TBCRCOK,Status
HARQ-RV-SEQUENCE,3,0,0,1,0,3b0a1b9cec551f449c17a41aaed162dd9cb79c1e63452aad60b53892ad2e313a,40,884c8a172c7cb713760b5e3f2ddde92bc7252fa28cbb856f37272d000a7189f6,4fc6c6e907ff21466d22d173ed8d898ca7c3e0525578e7e506df20ec31ca3c59,4fc6c6e907ff21466d22d173ed8d898ca7c3e0525578e7e506df20ec31ca3c59,reset_and_load_new_tb,0,1,PASS
HARQ-RV-SEQUENCE,3,0,1,1,2,3b0a1b9cec551f449c17a41aaed162dd9cb79c1e63452aad60b53892ad2e313a,40,88ac11581f6a52ad48cd98aae1ba0586620fe0da4a4cf3a5d7666d4c74dee7c7,75fab23132c7d0427c4ac00cbfc5d732c9a2874726fb87bfdf958ab7573520ae,abb2b6fab6afb3f3b045fe0bdcd4fe28ec0a5a338e34d43efeb0f191e652ceff,position_aware_soft_combine,1,1,PASS
HARQ-RV-SEQUENCE,3,0,2,1,3,3b0a1b9cec551f449c17a41aaed162dd9cb79c1e63452aad60b53892ad2e313a,40,022caafa382d074fbbc5a9c5776b672ba8105dee28fa77715aadf3b54e1074a8,d3d85f09218f38aa1b33971d4417ea1094bc21dcaa15c640e0edab3f360ff67a,29bb07a11ab2e120fa5d5a3f964f75f91aebbc9543586182dfadfc565aad268b,position_aware_soft_combine,1,1,PASS
HARQ-RV-SEQUENCE,3,0,3,1,1,3b0a1b9cec551f449c17a41aaed162dd9cb79c1e63452aad60b53892ad2e313a,40,f6f22951327c5d862bf352453c446bec1ceb743047cfde4fba08c9bf7d4ef492,7e6f64e24318d4336d5e3bfc17d36dd88291cf5ca41e23557f7d27c78a61d52f,d70a51a1f40ba67eb0e00bb55a7e5d4150dda992deee8e41b3e29f23be64fdcb,position_aware_soft_combine,1,1,PASS
HARQ-NEW-001,3,0,4,0,0,935a7a9c7af104440b8fed8bcff93198284ccb20ce2c2f43355d2be9d522620d,40,884c8a172c7cb713760b5e3f2ddde92bc7252fa28cbb856f37272d000a7189f6,9f6e9e490c4a987fa9a500bdb8336798e228f51ef7ce5ba8e233083bbd48b675,9f6e9e490c4a987fa9a500bdb8336798e228f51ef7ce5ba8e233083bbd48b675,reset_and_load_new_tb,0,1,PASS
HARQ-CW2-SEQUENCE,7,0,0,1,0,3b0a1b9cec551f449c17a41aaed162dd9cb79c1e63452aad60b53892ad2e313a,40,8b44a68c8aeb83e4fec16e7e2a9a70c53c4689d250f21b65f4aaa9d624d1c5b6,5bb21643543b3e0354f1a83b9bf81b8b7c3f1b303c2d32049b73ab1bb2759d3e,5bb21643543b3e0354f1a83b9bf81b8b7c3f1b303c2d32049b73ab1bb2759d3e,reset_and_load_new_tb,0,1,PASS
HARQ-CW2-SEQUENCE,7,0,1,1,2,3b0a1b9cec551f449c17a41aaed162dd9cb79c1e63452aad60b53892ad2e313a,40,1fafd3df6d6ab9be74c87a60705afe6a628b7222f6ec1ee4965a62641f9b007a,7fd33f7f5b0a354cc18d9ed65f770373cfca69bed4beb267cc2af05cf238b476,378e18ac3793fec28d00003f3378e8adadf28ee2e8a95161e049c7ecdc1eabd1,position_aware_soft_combine,1,1,PASS
HARQ-CW2-SEQUENCE,7,1,0,1,0,027f67722ac8a7fe1570aec2e7b9b4f272509b0aa7ce04e00b5c0a66535e625f,40,51e029a3d598c3f26436f06f44d04455db29601a4facdb73267e73819ddd4d72,8d1fd505b10b6742d4ecdcd902916c7684561be098185b9da8d6fc4efe371986,8d1fd505b10b6742d4ecdcd902916c7684561be098185b9da8d6fc4efe371986,reset_and_load_new_tb,0,1,PASS
HARQ-CW2-SEQUENCE,7,1,1,1,3,027f67722ac8a7fe1570aec2e7b9b4f272509b0aa7ce04e00b5c0a66535e625f,40,5b0f6feabcb94f403e5d8b36e4478b09de08727bc9ead9477e31e68e84cf3b36,da2d65e0711f206058a399c36e7e8f8ebcae0acc989c81ea65c5677caa9f8a4d,aebe1a8422ecee8883e8565f776fde1381d771b93c50b84b1e1466dec86b45ac,position_aware_soft_combine,1,1,PASS
