Slot,ControlAbsoluteSlot0,DataAbsoluteSlot0,Direction,InputPRBSetJSON,ExcludedPRBSetJSON,AvailablePRBSetJSON,Reason
8,8,8,DL,"[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24]","[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24]",[],common_dl_resource_frequency_exclusion:TRS
