relative_path,extension,bytes,sha256,decode_ok,format,width_px,height_px,mode,grayscale_min,grayscale_max,grayscale_stddev,blank_or_constant,issue
analytics/image/contract__beamforming-precoding-mimo-analytics__beam-gain-gap-histogram.png,.png,24069,5f71a9b6091ffebae191bf51286eaee1739684f7fd79d1a71a2d6ef489dcdf78,True,PNG,1100,620,RGBA,23,255,48.880241739311096,False,
analytics/image/contract__beamforming-precoding-mimo-analytics__beam-pattern-3d.png,.png,41783,bad8bafd09d1cc7c072eda36570adbd725c63466ed40d2f090903663359d52f7,True,PNG,1180,760,RGBA,23,255,53.155536436966841,False,
analytics/image/contract__beamforming-precoding-mimo-analytics__condition-number-distribution.png,.png,24344,cf3c10d4fc132e93e46a68a8b1c6aa8107e0cf33f7c0650457a7125042dfa713,True,PNG,1100,620,RGBA,23,255,49.131567248249354,False,
analytics/image/contract__beamforming-precoding-mimo-analytics__inter-user-leakage.png,.png,40126,232faa741965745caf882eff91399292eccfbee5f366720a5d70b6e42e533ed0,True,PNG,1100,620,RGBA,23,255,19.577180739370437,False,
analytics/image/contract__beamforming-precoding-mimo-analytics__mu-grouping-analytics.png,.png,28166,a97ffddc444735ff2098d6dbda44604c2b68b96aefeda05a332dd734c3900ad1,True,PNG,1100,620,RGBA,23,255,51.258748831988171,False,
analytics/image/contract__beamforming-precoding-mimo-analytics__per-layer-sinr.png,.png,30045,5b412729a5a3ab04c718b32c9c963f3ee060b1c68e24055c96faeaa1d603f549,True,PNG,1100,620,RGBA,23,255,43.384763495021545,False,
analytics/image/contract__beamforming-precoding-mimo-analytics__precoder-mode-distribution.png,.png,32537,abd029aca7f251af081f4203b5240535d9e75fe87514f97d38a21e352aa2c903,True,PNG,1100,620,RGBA,23,255,49.405930226922813,False,
analytics/image/contract__beamforming-precoding-mimo-analytics__selected-vs-best-beam-gap.png,.png,24192,de6529881e25286764b9506d884bb7bf32d92bd50695bf342fa355b7f5a22d5c,True,PNG,1100,620,RGBA,23,255,48.842579385503662,False,
analytics/image/contract__channel-estimation-propagation-analytics__estimator-bias-variance-summaries.png,.png,31281,2f175f42d179de579f4432ad47c6564cc7ab0f17788c1106d6f99985b50a393d,True,PNG,1100,620,RGBA,23,255,44.561991784825047,False,
analytics/image/contract__channel-estimation-propagation-analytics__noise-variance-trend.png,.png,32705,e425cd9c0a1f3f2996970e2bb79c509d9986c874bd140695c930228574e03517,True,PNG,1100,620,RGBA,23,255,19.142528185374921,False,
