ImageFile,SourceCSV,SourceCSVSHA256,PNGSHA256,Width,Height,Title,XLabel,YLabel,AxesCount,SeriesCount,FinitePointCount,Status
"channel_geometry_trajectory_3d.png","channel_geometry_state.csv","6e8293ff430cf32e752beb58ad2da0fc8ad8132e9e6dea6c5771b430d1e769c7","3b0f147e9155d75d005bb3f17e5bf333d2eae5fc6519f0d7bd5e99ee7f0b9634",1050,782,"Runtime geometry trajectory","Time","Position",1,3,1008,"PASS"
"channel_topology_clone_map.png","channel_topology_sites_sectors.csv","4ce69239a8f0faa7ab53185c6260600bcb628378fada166326d4091e0ca285d7","72b34ec8b805f7442cb366ac3146b197c7806ac8e178b1fa727b57fc1ed2a8bd",1045,786,"Explicit cloned site and sector topology","X position","Y position",1,3,171,"PASS"
"channel_ue_drop_distribution.png","channel_ue_drops.csv","92a89adaa1a6e2277c1e109cae4b8867286057de8c40fa65416bf917e93c53bb","eb80323b64988b1fb3c690716c98a76e2ac7f35cdf515b597adb1908f7f3198d",1064,786,"UE drop distribution","X position","Y position",1,3,19500,"PASS"
"channel_pathloss_curves.png","channel_pathloss_trials.csv","b16dc23dbf80c979e3486d8982ca1d0149c032537c6ecbae3b6fbd42518df443","32d565bb8d79ee9e16488e438925c2890d24b39bac1b03c58e3cd47b3ec1cda2",1063,782,"TR 38.901 pathloss","Distance","Pathloss",1,4,1280,"PASS"
"channel_los_probability_state.png","channel_los_state.csv","ba8c45fc09c075cae3b0e6767102f8316fab14469d84a289ca989cb2820c226c","068fc4f11def57688937fdb07b57fbe7e287a50ffd4897ccedf280b638208015",1040,782,"LOS probability and state continuity","Distance or time","LOS probability",1,2,312,"PASS"
"channel_o2i_material_loss.png","channel_o2i_trials.csv","199cbccc0f485f1e98e9da9c775efde567c0686fff077a3ea18c65941d9bea30","e57c457079729d5727c32035ec38a4f1f55f4fb9b81cce3e7d473dd3b359c0a3",1044,786,"O2I material and indoor loss","Frequency","Loss",1,3,594,"PASS"
"channel_oxygen_absorption.png","channel_oxygen_absorption.csv","f8aa1cc488900d8517b08c23e2deb90249b50abc4f2e66aebdb5914594566217","c569796401f65cce35492e5dece9f6972bd2175a49b41775884238bc69fb9999",1054,786,"Oxygen absorption profile","Frequency","Specific attenuation",1,2,856,"PASS"
"channel_lsp_marginals.png","channel_lsp_statistics.csv","758f6f5e42e86b70a65e0290f1d82b60c0de74d0c99c29732b71fa53535ce065","bd1bd655accce210b0bd5b035f4f7664fe2f449eacf6a921dd0c00d660b971f2",1040,782,"Large-scale parameter marginals","Value","Probability",1,3,1134,"PASS"
"channel_lsp_spatial_correlation.png","channel_lsp_statistics.csv","758f6f5e42e86b70a65e0290f1d82b60c0de74d0c99c29732b71fa53535ce065","3b66442b8100d5905c40ad924b5f3dde05d0c16ee8506ae5be114c1cede53cf1",1040,786,"LSP spatial correlation","Separation","Correlation",1,3,1134,"PASS"
"channel_tdl_spatial_correlation.png","channel_tdl_spatial_correlation.csv","f996c460c3ffe00d563db8f33d6ba9c60b4aa7446336cc50e78ab1a74e4dacd2","3b8db936d8c756626d80067da501c4f9b06609f885c3fa9718053eb2c523ef11",1040,782,"TDL spatial correlation","Port index","Correlation",1,2,4092,"PASS"
"channel_array_polarization_geometry.png","channel_array_geometry.csv","1b4d02426f8a9f567e1ce890e48d64b75cec794b612988726735ee169d0f3ab2","aa002886ed8119a35c64ba2f69be18aafdfb674b2a1bb59e942d6aa9b2db2e32",1044,782,"Antenna array and polarization geometry","Element X","Element Y",1,3,37632,"PASS"
"channel_mobility_doppler_timeline.png","channel_doppler_phase.csv","c737b85056ed1866d364d47ecb53767cdf91e38266dc3f32f4dd53db359e3d88","1b93347082d695ccf5cd607c35ec47065a7095bf1eb2c08b3fc774a4f8ffb884",1054,784,"Mobility Doppler and phase continuity","Time","Doppler",1,3,43200,"PASS"
"channel_absolute_power_reconciliation.png","channel_absolute_power_ledger.csv","8eae0c409768b76c75b3116a5f3f9bab61be2ba0983411f62f7139a1dc89c2dd","1872ca4f022ab9e30ab9481dfc093338065240770aade53839e8bb9c88d26cb0",1050,786,"Absolute power reconciliation","Expected power","Measured power",1,2,420,"PASS"
"channel_interference_contribution_map.png","channel_interference_contributions.csv","b3bf45806af99aa7195c5b31fde6da8d972af8d437abb8d60c8a00e2a441e35a","952858e5abb6f6a54af628032b7afff66531fecd913d76f495283f99bd9ca0f6",1042,786,"Sample-domain interference contributions","Sample","Amplitude",1,3,72576,"PASS"
"channel_interference_covariance.png","channel_interference_covariance.csv","4032884bf7ad65725b0e2a19c5d9d415d0352d78d0eaf29fe0fbcbf965d55177","e52f0e7191d25d37c8eedc500ca66055dad574611de72f66cf32d97941aa6d1c",1031,782,"Interference covariance","Row","Column",1,2,2256,"PASS"
"channel_rel19_midband_validation.png","channel_rel19_midband_profiles.csv","835434ad71b60d745379677508318d2a71dbedd80f77b690ebc7cf16789a5c65","d333a4f1b63067d9ed13f5d07d230ab725f102122076b101b073fb68916ad427",1044,786,"Release-19 7 to 24 GHz validation","Frequency","Error",1,2,256,"PASS"
