CaseID,Row0,Col0,ExpectedReal,ActualReal,ExpectedImag,ActualImag,SampleCount,Status
"INT-0045",2,0,0.280417960913771,0.280417960913771,-0.410647069811765,-0.410647069811765,256,"PASS"
"INT-0045",3,0,0.276427555314173,0.276427555314173,-0.222405419022926,-0.222405419022926,256,"PASS"
"INT-0045",0,1,-0.663261801118557,-0.663261801118557,-0.239491323313577,-0.239491323313577,256,"PASS"
"INT-0045",1,1,0.499229470995916,0.499229470995916,0,0,256,"PASS"
"INT-0045",2,1,-0.28546528673836,-0.28546528673836,0.206012092137464,0.206012092137464,256,"PASS"
"INT-0045",3,1,-0.236611944163441,-0.236611944163441,0.0813326626872442,0.0813326626872442,256,"PASS"
"INT-0045",0,2,0.280417960913771,0.280417960913771,0.410647069811765,0.410647069811765,256,"PASS"
"INT-0045",1,2,-0.28546528673836,-0.28546528673836,-0.206012092137464,-0.206012092137464,256,"PASS"
"INT-0045",2,2,0.249226231876341,0.249226231876341,0,0,256,"PASS"
"INT-0045",3,2,0.168867639547431,0.168867639547431,0.0511261532647967,0.0511261532647967,256,"PASS"
"INT-0045",0,3,0.276427555314173,0.276427555314173,0.222405419022926,0.222405419022926,256,"PASS"
"INT-0045",1,3,-0.236611944163441,-0.236611944163441,-0.0813326626872442,-0.0813326626872442,256,"PASS"
"INT-0045",2,3,0.168867639547431,0.168867639547431,-0.0511261532647967,-0.0511261532647967,256,"PASS"
"INT-0045",3,3,0.125892541179417,0.125892541179417,0,0,256,"PASS"
"INT-0046",0,0,1,1,0,0,256,"PASS"
"INT-0046",1,0,0.0392218415102001,0.0392218415102001,0.704083771943417,0.704083771943417,256,"PASS"
"INT-0046",2,0,0.447215509157292,0.447215509157292,-0.217401787290743,-0.217401787290743,256,"PASS"
"INT-0046",3,0,0.204953694829809,0.204953694829809,0.289603775395527,0.289603775395527,256,"PASS"
"INT-0046",0,1,0.0392218415102001,0.0392218415102001,-0.704083771943417,-0.704083771943417,256,"PASS"
"INT-0046",1,1,0.499229470995916,0.499229470995916,0,0,256,"PASS"
"INT-0046",2,1,-0.136055470443424,-0.136055470443424,-0.324684956537699,-0.324684956537699,256,"PASS"
"INT-0046",3,1,0.211942896613011,0.211942896613011,-0.132967750661155,-0.132967750661155,256,"PASS"
"INT-0046",0,2,0.447215509157292,0.447215509157292,0.217401787290743,0.217401787290743,256,"PASS"
"INT-0046",1,2,-0.136055470443424,-0.136055470443424,0.324684956537699,0.324684956537699,256,"PASS"
"INT-0046",2,2,0.249226231876341,0.249226231876341,0,0,256,"PASS"
"INT-0046",3,2,0.0287272461518667,0.0287272461518667,0.174083050761717,0.174083050761717,256,"PASS"
"INT-0046",0,3,0.204953694829809,0.204953694829809,-0.289603775395527,-0.289603775395527,256,"PASS"
"INT-0046",1,3,0.211942896613011,0.211942896613011,0.132967750661155,0.132967750661155,256,"PASS"
"INT-0046",2,3,0.0287272461518667,0.0287272461518667,-0.174083050761717,-0.174083050761717,256,"PASS"
"INT-0046",3,3,0.125892541179417,0.125892541179417,0,0,256,"PASS"
"INT-0047",0,0,1,1,0,0,256,"PASS"
"INT-0047",1,0,0.618154390151848,0.618154390151848,0.33934858287831,0.33934858287831,256,"PASS"
"INT-0047",2,0,0.378940269271493,0.378940269271493,0.321977516408327,0.321977516408327,256,"PASS"
"INT-0047",3,0,-0.197010199011837,-0.197010199011837,-0.295064984762763,-0.295064984762763,256,"PASS"
"INT-0047",0,1,0.618154390151848,0.618154390151848,-0.33934858287831,-0.33934858287831,256,"PASS"
"INT-0047",1,1,0.499229470995916,0.499229470995916,0,0,256,"PASS"
"INT-0047",2,1,0.344861194195991,0.344861194195991,0.0707260120265817,0.0707260120265817,256,"PASS"
"INT-0047",3,1,-0.22193100874194,-0.22193100874194,-0.115528531105461,-0.115528531105461,256,"PASS"
"INT-0047",0,2,0.378940269271493,0.378940269271493,-0.321977516408327,-0.321977516408327,256,"PASS"
"INT-0047",1,2,0.344861194195991,0.344861194195991,-0.0707260120265817,-0.0707260120265817,256,"PASS"
"INT-0047",2,2,0.249226231876341,0.249226231876341,0,0,256,"PASS"
"INT-0047",3,2,-0.169681288084858,-0.169681288084858,-0.0483572508300453,-0.0483572508300453,256,"PASS"
"INT-0047",0,3,-0.197010199011837,-0.197010199011837,0.295064984762763,0.295064984762763,256,"PASS"
"INT-0047",1,3,-0.22193100874194,-0.22193100874194,0.115528531105461,0.115528531105461,256,"PASS"
"INT-0047",2,3,-0.169681288084858,-0.169681288084858,0.0483572508300453,0.0483572508300453,256,"PASS"
"INT-0047",3,3,0.125892541179417,0.125892541179417,0,0,256,"PASS"
"INT-0048",0,0,1,1,0,0,256,"PASS"
"INT-0048",1,0,-0.703774198220386,-0.703774198220386,0.0444318431395059,0.0444318431395059,256,"PASS"
"INT-0048",2,0,-0.275475448216308,-0.275475448216308,0.413978895812396,0.413978895812396,256,"PASS"
"INT-0048",3,0,-0.171140021665587,-0.171140021665587,-0.310785226051747,-0.310785226051747,256,"PASS"
"INT-0048",0,1,-0.703774198220386,-0.703774198220386,-0.0444318431395059,-0.0444318431395059,256,"PASS"
"INT-0048",1,1,0.499229470995916,0.499229470995916,0,0,256,"PASS"
"INT-0048",2,1,0.21311194180677,0.21311194180677,-0.280204768515486,-0.280204768515486,256,"PASS"
"INT-0048",3,1,0.10665711641124,0.10665711641124,0.226328243176673,0.226328243176673,256,"PASS"
"INT-0048",0,2,-0.275475448216308,-0.275475448216308,-0.413978895812396,-0.413978895812396,256,"PASS"
"INT-0048",1,2,0.21311194180677,0.21311194180677,0.280204768515486,0.280204768515486,256,"PASS"
"INT-0048",2,2,0.249226231876341,0.249226231876341,0,0,256,"PASS"
"INT-0048",3,2,-0.0814966032219347,-0.0814966032219347,0.156487912943023,0.156487912943023,256,"PASS"
"INT-0048",0,3,-0.171140021665587,-0.171140021665587,0.310785226051747,0.310785226051747,256,"PASS"
"INT-0048",1,3,0.10665711641124,0.10665711641124,-0.226328243176673,-0.226328243176673,256,"PASS"
"INT-0048",2,3,-0.0814966032219347,-0.0814966032219347,-0.156487912943023,-0.156487912943023,256,"PASS"
"INT-0048",3,3,0.125892541179417,0.125892541179417,0,0,256,"PASS"
"INT-0049",0,0,1,1,0,0,16,"PASS"
"INT-0049",1,0,-0.278049091531674,-0.278049091531674,0.602648548704139,0.602648548704139,16,"PASS"
"INT-0049",2,0,-0.242150713783558,-0.242150713783558,-0.3656218046605,-0.3656218046605,16,"PASS"
"INT-0049",3,0,-0.0380762313877407,-0.0380762313877407,0.352764338946407,0.352764338946407,16,"PASS"
"INT-0049",4,0,0.148706192481266,0.148706192481266,-0.182596988936236,-0.182596988936236,16,"PASS"
"INT-0049",5,0,0.0852321572967143,0.0852321572967143,0.130179268633766,0.130179268633766,16,"PASS"
"INT-0049",6,0,0.10615898330639,0.10615898330639,0.0676695684043153,0.0676695684043153,16,"PASS"
"INT-0049",7,0,0.0602152395651707,0.0602152395651707,-0.0579267531370808,-0.0579267531370808,16,"PASS"
"INT-0049",0,1,-0.278049091531674,-0.278049091531674,-0.602648548704139,-0.602648548704139,16,"PASS"
"INT-0049",1,1,0.469863031525568,0.469863031525568,0,0,16,"PASS"
"INT-0049",2,1,-0.163219207942013,-0.163219207942013,0.264094609759744,0.264094609759744,16,"PASS"
"INT-0049",3,1,0.223174254143856,0.223174254143856,-0.075156349140131,-0.075156349140131,16,"PASS"
"INT-0049",4,1,-0.161482092436219,-0.161482092436219,-0.0414364285606969,-0.0414364285606969,16,"PASS"
"INT-0049",5,1,0.0584062654042417,0.0584062654042417,-0.0933972077611942,-0.0933972077611942,16,"PASS"
"INT-0049",6,1,0.0112508627172979,0.0112508627172979,-0.0827937803850624,-0.0827937803850624,16,"PASS"
"INT-0049",7,1,-0.0550957696137448,-0.0550957696137448,-0.0215276293798455,-0.0215276293798455,16,"PASS"
"INT-0049",0,2,-0.242150713783558,-0.242150713783558,0.3656218046605,0.3656218046605,16,"PASS"
"INT-0049",1,2,-0.163219207942013,-0.163219207942013,-0.264094609759744,-0.264094609759744,16,"PASS"
"INT-0049",2,2,0.219790062757088,0.219790062757088,0,0,16,"PASS"
"INT-0049",3,2,-0.119773422909154,-0.119773422909154,-0.0993252962323345,-0.0993252962323345,16,"PASS"
"INT-0049",4,2,0.0328130386929362,0.0328130386929362,0.105155318145757,0.105155318145757,16,"PASS"
"INT-0049",5,2,-0.0779833552512021,-0.0779833552512021,-0.000411734636138094,-0.000411734636138094,16,"PASS"
"INT-0049",6,2,-0.0504410977504144,-0.0504410977504144,0.0224432976698626,0.0224432976698626,16,"PASS"
"INT-0049",7,2,0.00704488110971172,0.00704488110971172,0.0384446451078193,0.0384446451078193,16,"PASS"
"INT-0049",0,3,-0.0380762313877407,-0.0380762313877407,-0.352764338946407,-0.352764338946407,16,"PASS"
"INT-0049",1,3,0.223174254143856,0.223174254143856,0.075156349140131,0.075156349140131,16,"PASS"
"INT-0049",2,3,-0.119773422909154,-0.119773422909154,0.0993252962323345,0.0993252962323345,16,"PASS"
"INT-0049",3,3,0.125892541179417,0.125892541179417,0,0,16,"PASS"
"INT-0049",4,3,-0.0700724302130634,-0.0700724302130634,-0.0455110391423296,-0.0455110391423296,16,"PASS"
"INT-0049",5,3,0.0426826860647239,0.0426826860647239,-0.0350170789309161,-0.0350170789309161,16,"PASS"
"INT-0049",6,3,0.0198292963832797,0.0198292963832797,-0.040025745742158,-0.040025745742158,16,"PASS"
"INT-0049",7,3,-0.0227258260332108,-0.0227258260332108,-0.0190379199175876,-0.0190379199175876,16,"PASS"
"INT-0049",0,4,0.148706192481266,0.148706192481266,0.182596988936236,0.182596988936236,16,"PASS"
"INT-0049",1,4,-0.161482092436219,-0.161482092436219,0.0414364285606969,0.0414364285606969,16,"PASS"
"INT-0049",2,4,0.0328130386929362,0.0328130386929362,-0.105155318145757,-0.105155318145757,16,"PASS"
"INT-0049",3,4,-0.0700724302130634,-0.0700724302130634,0.0455110391423296,0.0455110391423296,16,"PASS"
"INT-0049",4,4,0.0591522510450181,0.0591522510450181,0,0,16,"PASS"
"INT-0049",5,4,-0.0118393323638787,-0.0118393323638787,0.0372485282148485,0.0372485282148485,16,"PASS"
"INT-0049",6,4,0.00343476031541475,0.00343476031541475,0.0294467060975531,0.0294467060975531,16,"PASS"
"INT-0049",7,4,0.020833766824034,0.020833766824034,0.00253979497030869,0.00253979497030869,16,"PASS"
"INT-0049",0,5,0.0852321572967143,0.0852321572967143,-0.130179268633766,-0.130179268633766,16,"PASS"
"INT-0049",1,5,0.0584062654042417,0.0584062654042417,0.0933972077611942,0.0933972077611942,16,"PASS"
"INT-0049",2,5,-0.0779833552512021,-0.0779833552512021,0.000411734636138094,0.000411734636138094,16,"PASS"
"INT-0049",3,5,0.0426826860647239,0.0426826860647239,0.0350170789309161,0.0350170789309161,16,"PASS"
"INT-0049",4,5,-0.0118393323638787,-0.0118393323638787,-0.0372485282148485,-0.0372485282148485,16,"PASS"
"INT-0049",5,5,0.0276699295264733,0.0276699295264733,0,0,16,"PASS"
"INT-0049",6,5,0.0178548898602305,0.0178548898602305,-0.00805756585588628,-0.00805756585588628,16,"PASS"
"INT-0049",7,5,-0.00257160315331978,-0.00257160315331978,-0.0136272935482774,-0.0136272935482774,16,"PASS"
"INT-0049",0,6,0.10615898330639,0.10615898330639,-0.0676695684043153,-0.0676695684043153,16,"PASS"
"INT-0049",1,6,0.0112508627172979,0.0112508627172979,0.0827937803850624,0.0827937803850624,16,"PASS"
"INT-0049",2,6,-0.0504410977504144,-0.0504410977504144,-0.0224432976698626,-0.0224432976698626,16,"PASS"
"INT-0049",3,6,0.0198292963832797,0.0198292963832797,0.040025745742158,0.040025745742158,16,"PASS"
"INT-0049",4,6,0.00343476031541475,0.00343476031541475,-0.0294467060975531,-0.0294467060975531,16,"PASS"
"INT-0049",5,6,0.0178548898602305,0.0178548898602305,0.00805756585588628,0.00805756585588628,16,"PASS"
"INT-0049",6,6,0.0158489319246111,0.0158489319246111,0,0,16,"PASS"
"INT-0049",7,6,0.00247408394128727,0.00247408394128727,-0.0102238272932535,-0.0102238272932535,16,"PASS"
"INT-0049",0,7,0.0602152395651707,0.0602152395651707,0.0579267531370808,0.0579267531370808,16,"PASS"
"INT-0049",1,7,-0.0550957696137448,-0.0550957696137448,0.0215276293798455,0.0215276293798455,16,"PASS"
"INT-0049",2,7,0.00704488110971172,0.00704488110971172,-0.0384446451078193,-0.0384446451078193,16,"PASS"
"INT-0049",3,7,-0.0227258260332108,-0.0227258260332108,0.0190379199175876,0.0190379199175876,16,"PASS"
"INT-0049",4,7,0.020833766824034,0.020833766824034,-0.00253979497030869,-0.00253979497030869,16,"PASS"
"INT-0049",5,7,-0.00257160315331978,-0.00257160315331978,0.0136272935482774,0.0136272935482774,16,"PASS"
"INT-0049",6,7,0.00247408394128727,0.00247408394128727,0.0102238272932535,0.0102238272932535,16,"PASS"
"INT-0049",7,7,0.00744682720054014,0.00744682720054014,0,0,16,"PASS"
"INT-0050",0,0,1,1,0,0,16,"PASS"
"INT-0050",1,0,-0.494851750216234,-0.494851750216234,-0.442287594066038,-0.442287594066038,16,"PASS"
"INT-0050",2,0,-0.0309336519951937,-0.0309336519951937,-0.437446432610128,-0.437446432610128,16,"PASS"
"INT-0050",3,0,-0.133847322754294,-0.133847322754294,0.328599105933806,0.328599105933806,16,"PASS"
"INT-0050",4,0,0.0991158882933376,0.0991158882933376,-0.213614682872404,-0.213614682872404,16,"PASS"
"INT-0050",5,0,-0.0183739679149066,-0.0183739679149066,0.154510711352113,0.154510711352113,16,"PASS"
"INT-0050",6,0,-0.0874181130528236,-0.0874181130528236,-0.0905923492076256,-0.0905923492076256,16,"PASS"
"INT-0050",7,0,-0.0830134397220116,-0.0830134397220116,0.00949487390201398,0.00949487390201398,16,"PASS"
"INT-0050",0,1,-0.494851750216234,-0.494851750216234,0.442287594066038,0.442287594066038,16,"PASS"
"INT-0050",1,1,0.469863031525568,0.469863031525568,0,0,16,"PASS"
"INT-0050",2,1,0.222698171505133,0.222698171505133,0.216314579151845,0.216314579151845,16,"PASS"
"INT-0050",3,1,-0.0791177521776105,-0.0791177521776105,-0.2218008246583,-0.2218008246583,16,"PASS"
"INT-0050",4,1,0.0484602263655958,0.0484602263655958,0.159515047096004,0.159515047096004,16,"PASS"
"INT-0050",5,1,-0.0631932061719657,-0.0631932061719657,-0.0902272073698717,-0.0902272073698717,16,"PASS"
"INT-0050",6,1,0.0833278577951936,0.0833278577951936,0.00615305595598,0.00615305595598,16,"PASS"
"INT-0050",7,1,0.0393385531768364,0.0393385531768364,-0.0441753425566802,-0.0441753425566802,16,"PASS"
"INT-0050",0,2,-0.0309336519951937,-0.0309336519951937,0.437446432610128,0.437446432610128,16,"PASS"
"INT-0050",1,2,0.222698171505133,0.222698171505133,-0.216314579151845,-0.216314579151845,16,"PASS"
"INT-0050",2,2,0.219790062757088,0.219790062757088,0,0,16,"PASS"
"INT-0050",3,2,-0.139614703180441,-0.139614703180441,-0.068694409982571,-0.068694409982571,16,"PASS"
"INT-0050",4,2,0.0964097164438564,0.0964097164438564,0.0532869873216218,0.0532869873216218,16,"PASS"
"INT-0050",5,2,-0.0765963588879863,-0.0765963588879863,-0.0146482431283958,-0.0146482431283958,16,"PASS"
"INT-0050",6,2,0.0423226186526319,0.0423226186526319,-0.0354514019884802,-0.0354514019884802,16,"PASS"
"INT-0050",7,2,-0.00169828532832211,-0.00169828532832211,-0.0390478797665091,-0.0390478797665091,16,"PASS"
"INT-0050",0,3,-0.133847322754294,-0.133847322754294,-0.328599105933806,-0.328599105933806,16,"PASS"
"INT-0050",1,3,-0.0791177521776105,-0.0791177521776105,0.2218008246583,0.2218008246583,16,"PASS"
"INT-0050",2,3,-0.139614703180441,-0.139614703180441,0.068694409982571,0.068694409982571,16,"PASS"
"INT-0050",3,3,0.125892541179417,0.125892541179417,0,0,16,"PASS"
"INT-0050",4,3,-0.0834597361857974,-0.0834597361857974,-0.00398404261729347,-0.00398404261729347,16,"PASS"
"INT-0050",5,3,0.0532336706872457,0.0532336706872457,-0.0146350200449355,-0.0146350200449355,16,"PASS"
"INT-0050",6,3,-0.0180679026308104,-0.0180679026308104,0.0408510980488332,0.0408510980488332,16,"PASS"
"INT-0050",7,3,0.0142291539754308,0.0142291539754308,0.0260083975058772,0.0260083975058772,16,"PASS"
"INT-0050",0,4,0.0991158882933376,0.0991158882933376,0.213614682872404,0.213614682872404,16,"PASS"
"INT-0050",1,4,0.0484602263655958,0.0484602263655958,-0.159515047096004,-0.159515047096004,16,"PASS"
"INT-0050",2,4,0.0964097164438564,0.0964097164438564,-0.0532869873216218,-0.0532869873216218,16,"PASS"
"INT-0050",3,4,-0.0834597361857974,-0.0834597361857974,0.00398404261729347,0.00398404261729347,16,"PASS"
"INT-0050",4,4,0.0591522510450181,0.0591522510450181,0,0,16,"PASS"
"INT-0050",5,4,-0.0371499783289831,-0.0371499783289831,0.0121450300596925,0.0121450300596925,16,"PASS"
"INT-0050",6,4,0.0106831037980103,0.0106831037980103,-0.0276546085067382,-0.0276546085067382,16,"PASS"
"INT-0050",7,4,-0.0109399565987539,-0.0109399565987539,-0.0179112743317388,-0.0179112743317388,16,"PASS"
"INT-0050",0,5,-0.0183739679149066,-0.0183739679149066,-0.154510711352113,-0.154510711352113,16,"PASS"
"INT-0050",1,5,-0.0631932061719657,-0.0631932061719657,0.0902272073698717,0.0902272073698717,16,"PASS"
"INT-0050",2,5,-0.0765963588879863,-0.0765963588879863,0.0146482431283958,0.0146482431283958,16,"PASS"
"INT-0050",3,5,0.0532336706872457,0.0532336706872457,0.0146350200449355,0.0146350200449355,16,"PASS"
"INT-0050",4,5,-0.0371499783289831,-0.0371499783289831,-0.0121450300596925,-0.0121450300596925,16,"PASS"
"INT-0050",5,5,0.0276699295264733,0.0276699295264733,0,0,16,"PASS"
"INT-0050",6,5,-0.0123866342531032,-0.0123866342531032,0.0151753995440898,0.0151753995440898,16,"PASS"
"INT-0050",7,5,0.00319425613509589,0.00319425613509589,0.0134949249709841,0.0134949249709841,16,"PASS"
"INT-0050",0,6,-0.0874181130528236,-0.0874181130528236,0.0905923492076256,0.0905923492076256,16,"PASS"
"INT-0050",1,6,0.0833278577951936,0.0833278577951936,-0.00615305595598,-0.00615305595598,16,"PASS"
"INT-0050",2,6,0.0423226186526319,0.0423226186526319,0.0354514019884802,0.0354514019884802,16,"PASS"
"INT-0050",3,6,-0.0180679026308104,-0.0180679026308104,-0.0408510980488332,-0.0408510980488332,16,"PASS"
"INT-0050",4,6,0.0106831037980103,0.0106831037980103,0.0276546085067382,0.0276546085067382,16,"PASS"
"INT-0050",5,6,-0.0123866342531032,-0.0123866342531032,-0.0151753995440898,-0.0151753995440898,16,"PASS"
"INT-0050",6,6,0.0158489319246111,0.0158489319246111,0,0,16,"PASS"
"INT-0050",7,6,0.00639801007989014,0.00639801007989014,-0.00834944326817277,-0.00834944326817277,16,"PASS"
"INT-0050",0,7,-0.0830134397220116,-0.0830134397220116,-0.00949487390201398,-0.00949487390201398,16,"PASS"
"INT-0050",1,7,0.0393385531768364,0.0393385531768364,0.0441753425566802,0.0441753425566802,16,"PASS"
"INT-0050",2,7,-0.00169828532832211,-0.00169828532832211,0.0390478797665091,0.0390478797665091,16,"PASS"
"INT-0050",3,7,0.0142291539754308,0.0142291539754308,-0.0260083975058772,-0.0260083975058772,16,"PASS"
"INT-0050",4,7,-0.0109399565987539,-0.0109399565987539,0.0179112743317388,0.0179112743317388,16,"PASS"
"INT-0050",5,7,0.00319425613509589,0.00319425613509589,-0.0134949249709841,-0.0134949249709841,16,"PASS"
"INT-0050",6,7,0.00639801007989014,0.00639801007989014,0.00834944326817277,0.00834944326817277,16,"PASS"
"INT-0050",7,7,0.00744682720054014,0.00744682720054014,0,0,16,"PASS"
"INT-0051",0,0,1,1,0,0,16,"PASS"
"INT-0051",1,0,0.413596339990299,0.413596339990299,-0.519070937448268,-0.519070937448268,16,"PASS"
"INT-0051",2,0,0.426477383924926,0.426477383924926,-0.102143591231357,-0.102143591231357,16,"PASS"
"INT-0051",3,0,-0.266618907040705,-0.266618907040705,-0.234108600092795,-0.234108600092795,16,"PASS"
"INT-0051",4,0,0.227681146857963,0.227681146857963,0.060137238183159,0.060137238183159,16,"PASS"
"INT-0051",5,0,-0.00822282529066488,-0.00822282529066488,-0.155381941562439,-0.155381941562439,16,"PASS"
"INT-0051",6,0,-0.108370679898388,-0.108370679898388,-0.0640679011911099,-0.0640679011911099,16,"PASS"
"INT-0051",7,0,-0.0793885189096735,-0.0793885189096735,-0.0260546899851757,-0.0260546899851757,16,"PASS"
"INT-0051",0,1,0.413596339990299,0.413596339990299,0.519070937448268,0.519070937448268,16,"PASS"
"INT-0051",1,1,0.469863031525568,0.469863031525568,0,0,16,"PASS"
"INT-0051",2,1,0.244698341637847,0.244698341637847,0.191073792931047,0.191073792931047,16,"PASS"
"INT-0051",3,1,0.011228327149822,0.011228327149822,-0.235221489660609,-0.235221489660609,16,"PASS"
"INT-0051",4,1,0.0671494492966052,0.0671494492966052,0.15259225160082,0.15259225160082,16,"PASS"
"INT-0051",5,1,0.0824054276369393,0.0824054276369393,-0.0731004497389145,-0.0731004497389145,16,"PASS"
"INT-0051",6,1,-0.0115786294388369,-0.0115786294388369,-0.0827485789766297,-0.0827485789766297,16,"PASS"
"INT-0051",7,1,-0.0205979467732576,-0.0205979467732576,-0.0554500427842295,-0.0554500427842295,16,"PASS"
"INT-0051",0,2,0.426477383924926,0.426477383924926,0.102143591231357,0.102143591231357,16,"PASS"
"INT-0051",1,2,0.244698341637847,0.244698341637847,-0.191073792931047,-0.191073792931047,16,"PASS"
"INT-0051",2,2,0.219790062757088,0.219790062757088,0,0,16,"PASS"
"INT-0051",3,2,-0.08981376107794,-0.08981376107794,-0.12706170008327,-0.12706170008327,16,"PASS"
"INT-0051",4,2,0.0970274800697855,0.0970274800697855,0.0521536629001918,0.0521536629001918,16,"PASS"
"INT-0051",5,2,0.0141307722953852,0.0141307722953852,-0.0766935101294872,-0.0766935101294872,16,"PASS"
"INT-0051",6,2,-0.0396853250394977,-0.0396853250394977,-0.0383807364321523,-0.0383807364321523,16,"PASS"
"INT-0051",7,2,-0.0332795210409053,-0.0332795210409053,-0.0204962085909587,-0.0204962085909587,16,"PASS"
"INT-0051",0,3,-0.266618907040705,-0.266618907040705,0.234108600092795,0.234108600092795,16,"PASS"
"INT-0051",1,3,0.011228327149822,0.011228327149822,0.235221489660609,0.235221489660609,16,"PASS"
"INT-0051",2,3,-0.08981376107794,-0.08981376107794,0.12706170008327,0.12706170008327,16,"PASS"
"INT-0051",3,3,0.125892541179417,0.125892541179417,0,0,16,"PASS"
"INT-0051",4,3,-0.0747856474752621,-0.0747856474752621,0.0372626769232314,0.0372626769232314,16,"PASS"
"INT-0051",5,3,0.0385625762584775,0.0385625762584775,0.0395086727043936,0.0395086727043936,16,"PASS"
"INT-0051",6,3,0.0438925627839581,0.0438925627839581,-0.00828880265949968,-0.00828880265949968,16,"PASS"
"INT-0051",7,3,0.0272670285257487,0.0272670285257487,-0.0116367830200724,-0.0116367830200724,16,"PASS"
"INT-0051",0,4,0.227681146857963,0.227681146857963,-0.060137238183159,-0.060137238183159,16,"PASS"
"INT-0051",1,4,0.0671494492966052,0.0671494492966052,-0.15259225160082,-0.15259225160082,16,"PASS"
"INT-0051",2,4,0.0970274800697855,0.0970274800697855,-0.0521536629001918,-0.0521536629001918,16,"PASS"
"INT-0051",3,4,-0.0747856474752621,-0.0747856474752621,-0.0372626769232314,-0.0372626769232314,16,"PASS"
"INT-0051",4,4,0.0591522510450181,0.0591522510450181,0,0,16,"PASS"
"INT-0051",5,4,-0.0119603902187975,-0.0119603902187975,-0.0372098335229928,-0.0372098335229928,16,"PASS"
"INT-0051",6,4,-0.0285281017803505,-0.0285281017803505,-0.00806557420336465,-0.00806557420336465,16,"PASS"
"INT-0051",7,4,-0.0209516298366919,-0.0209516298366919,-0.00123515414247178,-0.00123515414247178,16,"PASS"
"INT-0051",0,5,-0.00822282529066488,-0.00822282529066488,0.155381941562439,0.155381941562439,16,"PASS"
"INT-0051",1,5,0.0824054276369393,0.0824054276369393,0.0731004497389145,0.0731004497389145,16,"PASS"
"INT-0051",2,5,0.0141307722953852,0.0141307722953852,0.0766935101294872,0.0766935101294872,16,"PASS"
"INT-0051",3,5,0.0385625762584775,0.0385625762584775,-0.0395086727043936,-0.0395086727043936,16,"PASS"
"INT-0051",4,5,-0.0119603902187975,-0.0119603902187975,0.0372098335229928,0.0372098335229928,16,"PASS"
"INT-0051",5,5,0.0276699295264733,0.0276699295264733,0,0,16,"PASS"
"INT-0051",6,5,0.0108411194376621,0.0108411194376621,-0.016315378904005,-0.016315378904005,16,"PASS"
"INT-0051",7,5,0.00501233556933553,0.00501233556933553,-0.0129303041097053,-0.0129303041097053,16,"PASS"
"INT-0051",0,6,-0.108370679898388,-0.108370679898388,0.0640679011911099,0.0640679011911099,16,"PASS"
"INT-0051",1,6,-0.0115786294388369,-0.0115786294388369,0.0827485789766297,0.0827485789766297,16,"PASS"
"INT-0051",2,6,-0.0396853250394977,-0.0396853250394977,0.0383807364321523,0.0383807364321523,16,"PASS"
"INT-0051",3,6,0.0438925627839581,0.0438925627839581,0.00828880265949968,0.00828880265949968,16,"PASS"
"INT-0051",4,6,-0.0285281017803505,-0.0285281017803505,0.00806557420336465,0.00806557420336465,16,"PASS"
"INT-0051",5,6,0.0108411194376621,0.0108411194376621,0.016315378904005,0.016315378904005,16,"PASS"
"INT-0051",6,6,0.0158489319246111,0.0158489319246111,0,0,16,"PASS"
"INT-0051",7,6,0.0102730263522224,0.0102730263522224,-0.00226112039426385,-0.00226112039426385,16,"PASS"
"INT-0051",0,7,-0.0793885189096735,-0.0793885189096735,0.0260546899851757,0.0260546899851757,16,"PASS"
"INT-0051",1,7,-0.0205979467732576,-0.0205979467732576,0.0554500427842295,0.0554500427842295,16,"PASS"
"INT-0051",2,7,-0.0332795210409053,-0.0332795210409053,0.0204962085909587,0.0204962085909587,16,"PASS"
"INT-0051",3,7,0.0272670285257487,0.0272670285257487,0.0116367830200724,0.0116367830200724,16,"PASS"
"INT-0051",4,7,-0.0209516298366919,-0.0209516298366919,0.00123515414247178,0.00123515414247178,16,"PASS"
"INT-0051",5,7,0.00501233556933553,0.00501233556933553,0.0129303041097053,0.0129303041097053,16,"PASS"
"INT-0051",6,7,0.0102730263522224,0.0102730263522224,0.00226112039426385,0.00226112039426385,16,"PASS"
"INT-0051",7,7,0.00744682720054014,0.00744682720054014,0,0,16,"PASS"
"INT-0052",0,0,1,1,0,0,16,"PASS"
"INT-0052",1,0,0.545737367759904,0.545737367759904,0.377713245713314,0.377713245713314,16,"PASS"
"INT-0052",2,0,-0.067976499554734,-0.067976499554734,-0.433238349799937,-0.433238349799937,16,"PASS"
"INT-0052",3,0,0.0140900455930842,0.0140900455930842,0.354533424156557,0.354533424156557,16,"PASS"
"INT-0052",4,0,-0.182069143347543,-0.182069143347543,-0.149351997280073,-0.149351997280073,16,"PASS"
"INT-0052",5,0,-0.0550527326640648,-0.0550527326640648,0.145534735529677,0.145534735529677,16,"PASS"
"INT-0052",6,0,0.123002461841414,0.123002461841414,0.0268196682608891,0.0268196682608891,16,"PASS"
"INT-0052",7,0,-0.043772078269798,-0.043772078269798,0.071171546061877,0.071171546061877,16,"PASS"
"INT-0052",0,1,0.545737367759904,0.545737367759904,-0.377713245713314,-0.377713245713314,16,"PASS"
"INT-0052",1,1,0.469863031525568,0.469863031525568,0,0,16,"PASS"
"INT-0052",2,1,-0.214113929068274,-0.214113929068274,-0.224814808507615,-0.224814808507615,16,"PASS"
