TopologyID,UEID,CloneSiteID,SectorID,Distance2D_m,Pathloss_dB,Status
"WRAP-0001","UE-0","SITE-14","SECTOR-00",200,89.3019608002851,"PASS"
"WRAP-0001","UE-0","SITE-14","SECTOR-01",200,89.3019608002851,"PASS"
"WRAP-0001","UE-0","SITE-14","SECTOR-02",200,89.3019608002851,"PASS"
"WRAP-0001","UE-0","SITE-15","SECTOR-00",346.410161513775,94.0731733474818,"PASS"
"WRAP-0001","UE-0","SITE-15","SECTOR-01",346.410161513775,94.0731733474818,"PASS"
"WRAP-0001","UE-0","SITE-15","SECTOR-02",346.410161513775,94.0731733474818,"PASS"
"WRAP-0001","UE-0","SITE-16","SECTOR-00",400,95.3225607135648,"PASS"
"WRAP-0001","UE-0","SITE-16","SECTOR-01",400,95.3225607135648,"PASS"
"WRAP-0001","UE-0","SITE-16","SECTOR-02",400,95.3225607135648,"PASS"
"WRAP-0001","UE-0","SITE-17","SECTOR-00",346.410161513775,94.0731733474818,"PASS"
"WRAP-0001","UE-0","SITE-17","SECTOR-01",346.410161513775,94.0731733474818,"PASS"
"WRAP-0001","UE-0","SITE-17","SECTOR-02",346.410161513775,94.0731733474818,"PASS"
"WRAP-0001","UE-0","SITE-18","SECTOR-00",400,95.3225607135648,"PASS"
"WRAP-0001","UE-0","SITE-18","SECTOR-01",400,95.3225607135648,"PASS"
"WRAP-0001","UE-0","SITE-18","SECTOR-02",400,95.3225607135648,"PASS"
"WRAP-0002","UE-0","SITE-00","SECTOR-00",450.444225182208,96.354181357339,"PASS"
"WRAP-0002","UE-0","SITE-00","SECTOR-01",450.444225182208,96.354181357339,"PASS"
"WRAP-0002","UE-0","SITE-00","SECTOR-02",450.444225182208,96.354181357339,"PASS"
"WRAP-0002","UE-0","SITE-01","SECTOR-00",382.062556094842,94.9240504249545,"PASS"
"WRAP-0002","UE-0","SITE-01","SECTOR-01",382.062556094842,94.9240504249545,"PASS"
"WRAP-0002","UE-0","SITE-01","SECTOR-02",382.062556094842,94.9240504249545,"PASS"
"WRAP-0002","UE-0","SITE-02","SECTOR-00",411.149113509258,95.5613480510262,"PASS"
"WRAP-0002","UE-0","SITE-02","SECTOR-01",411.149113509258,95.5613480510262,"PASS"
"WRAP-0002","UE-0","SITE-02","SECTOR-02",411.149113509258,95.5613480510262,"PASS"
"WRAP-0002","UE-0","SITE-03","SECTOR-00",399.785196362091,95.3178950589713,"PASS"
"WRAP-0002","UE-0","SITE-03","SECTOR-01",399.785196362091,95.3178950589713,"PASS"
"WRAP-0002","UE-0","SITE-03","SECTOR-02",399.785196362091,95.3178950589713,"PASS"
"WRAP-0002","UE-0","SITE-04","SECTOR-00",250.798724079689,91.2678673414582,"PASS"
"WRAP-0002","UE-0","SITE-04","SECTOR-01",250.798724079689,91.2678673414582,"PASS"
"WRAP-0002","UE-0","SITE-04","SECTOR-02",250.798724079689,91.2678673414582,"PASS"
"WRAP-0002","UE-0","SITE-05","SECTOR-00",214.41034669466,89.9062756682387,"PASS"
"WRAP-0002","UE-0","SITE-05","SECTOR-01",214.41034669466,89.9062756682387,"PASS"
"WRAP-0002","UE-0","SITE-05","SECTOR-02",214.41034669466,89.9062756682387,"PASS"
"WRAP-0002","UE-0","SITE-06","SECTOR-00",330.217494296485,93.6573624396882,"PASS"
"WRAP-0002","UE-0","SITE-06","SECTOR-01",330.217494296485,93.6573624396882,"PASS"
"WRAP-0002","UE-0","SITE-06","SECTOR-02",330.217494296485,93.6573624396882,"PASS"
"WRAP-0002","UE-0","SITE-07","SECTOR-00",443.572323821664,96.2206497074903,"PASS"
"WRAP-0002","UE-0","SITE-07","SECTOR-01",443.572323821664,96.2206497074903,"PASS"
"WRAP-0002","UE-0","SITE-07","SECTOR-02",443.572323821664,96.2206497074903,"PASS"
"WRAP-0002","UE-0","SITE-08","SECTOR-00",244.598044207789,91.0504204894033,"PASS"
"WRAP-0002","UE-0","SITE-08","SECTOR-01",244.598044207789,91.0504204894033,"PASS"
"WRAP-0002","UE-0","SITE-08","SECTOR-02",244.598044207789,91.0504204894033,"PASS"
"WRAP-0002","UE-0","SITE-09","SECTOR-00",53.851648071345,77.9053408659951,"PASS"
"WRAP-0002","UE-0","SITE-09","SECTOR-01",53.851648071345,77.9053408659951,"PASS"
"WRAP-0002","UE-0","SITE-09","SECTOR-02",53.851648071345,77.9053408659951,"PASS"
"WRAP-0002","UE-0","SITE-10","SECTOR-00",161.157676732213,87.4263808454409,"PASS"
"WRAP-0002","UE-0","SITE-10","SECTOR-01",161.157676732213,87.4263808454409,"PASS"
"WRAP-0002","UE-0","SITE-10","SECTOR-02",161.157676732213,87.4263808454409,"PASS"
"WRAP-0002","UE-0","SITE-11","SECTOR-00",359.226382020376,94.3887253725863,"PASS"
"WRAP-0002","UE-0","SITE-11","SECTOR-01",359.226382020376,94.3887253725863,"PASS"
"WRAP-0002","UE-0","SITE-11","SECTOR-02",359.226382020376,94.3887253725863,"PASS"
"WRAP-0002","UE-0","SITE-12","SECTOR-00",369.805903766491,94.6408376904639,"PASS"
"WRAP-0002","UE-0","SITE-12","SECTOR-01",369.805903766491,94.6408376904639,"PASS"
"WRAP-0002","UE-0","SITE-12","SECTOR-02",369.805903766491,94.6408376904639,"PASS"
"WRAP-0002","UE-0","SITE-13","SECTOR-00",199.570045924421,89.2832680322492,"PASS"
"WRAP-0002","UE-0","SITE-13","SECTOR-01",199.570045924421,89.2832680322492,"PASS"
"WRAP-0002","UE-0","SITE-13","SECTOR-02",199.570045924421,89.2832680322492,"PASS"
"WRAP-0002","UE-0","SITE-14","SECTOR-00",151.327459504216,86.8797157104044,"PASS"
"WRAP-0002","UE-0","SITE-14","SECTOR-01",151.327459504216,86.8797157104044,"PASS"
"WRAP-0002","UE-0","SITE-14","SECTOR-02",151.327459504216,86.8797157104044,"PASS"
"WRAP-0002","UE-0","SITE-15","SECTOR-00",293.209475920756,92.6249209208208,"PASS"
"WRAP-0002","UE-0","SITE-15","SECTOR-01",293.209475920756,92.6249209208208,"PASS"
"WRAP-0002","UE-0","SITE-15","SECTOR-02",293.209475920756,92.6249209208208,"PASS"
"WRAP-0002","UE-0","SITE-16","SECTOR-00",395.92474848202,95.2336138770002,"PASS"
"WRAP-0002","UE-0","SITE-16","SECTOR-01",395.92474848202,95.2336138770002,"PASS"
"WRAP-0002","UE-0","SITE-16","SECTOR-02",395.92474848202,95.2336138770002,"PASS"
"WRAP-0002","UE-0","SITE-17","SECTOR-00",315.95601470818,93.2738934318339,"PASS"
"WRAP-0002","UE-0","SITE-17","SECTOR-01",315.95601470818,93.2738934318339,"PASS"
"WRAP-0002","UE-0","SITE-17","SECTOR-02",315.95601470818,93.2738934318339,"PASS"
"WRAP-0002","UE-0","SITE-18","SECTOR-00",350.570962859162,94.1768797158701,"PASS"
"WRAP-0002","UE-0","SITE-18","SECTOR-01",350.570962859162,94.1768797158701,"PASS"
"WRAP-0002","UE-0","SITE-18","SECTOR-02",350.570962859162,94.1768797158701,"PASS"
"WRAP-0003","UE-0","SITE-00","SECTOR-00",325.576411921994,93.5344195396532,"PASS"
"WRAP-0003","UE-0","SITE-00","SECTOR-01",325.576411921994,93.5344195396532,"PASS"
"WRAP-0003","UE-0","SITE-00","SECTOR-02",325.576411921994,93.5344195396532,"PASS"
"WRAP-0003","UE-0","SITE-01","SECTOR-00",247.417441400507,91.1499671159885,"PASS"
"WRAP-0003","UE-0","SITE-01","SECTOR-01",247.417441400507,91.1499671159885,"PASS"
"WRAP-0003","UE-0","SITE-01","SECTOR-02",247.417441400507,91.1499671159885,"PASS"
"WRAP-0003","UE-0","SITE-02","SECTOR-00",310.533058817168,93.1235177114039,"PASS"
"WRAP-0003","UE-0","SITE-02","SECTOR-01",310.533058817168,93.1235177114039,"PASS"
"WRAP-0003","UE-0","SITE-02","SECTOR-02",310.533058817168,93.1235177114039,"PASS"
"WRAP-0003","UE-0","SITE-03","SECTOR-00",320.600389411533,93.400641797535,"PASS"
"WRAP-0003","UE-0","SITE-03","SECTOR-01",320.600389411533,93.400641797535,"PASS"
"WRAP-0003","UE-0","SITE-03","SECTOR-02",320.600389411533,93.400641797535,"PASS"
"WRAP-0003","UE-0","SITE-04","SECTOR-00",134.164078649987,85.8340859380386,"PASS"
"WRAP-0003","UE-0","SITE-04","SECTOR-01",134.164078649987,85.8340859380386,"PASS"
"WRAP-0003","UE-0","SITE-04","SECTOR-02",134.164078649987,85.8340859380386,"PASS"
"WRAP-0003","UE-0","SITE-05","SECTOR-00",114.958211142891,84.4921608300272,"PASS"
"WRAP-0003","UE-0","SITE-05","SECTOR-01",114.958211142891,84.4921608300272,"PASS"
"WRAP-0003","UE-0","SITE-05","SECTOR-02",114.958211142891,84.4921608300272,"PASS"
"WRAP-0003","UE-0","SITE-06","SECTOR-00",297.373133652566,92.7473954744569,"PASS"
"WRAP-0003","UE-0","SITE-06","SECTOR-01",297.373133652566,92.7473954744569,"PASS"
"WRAP-0003","UE-0","SITE-06","SECTOR-02",297.373133652566,92.7473954744569,"PASS"
"WRAP-0003","UE-0","SITE-07","SECTOR-00",423.756084772423,95.8236798340183,"PASS"
"WRAP-0003","UE-0","SITE-07","SECTOR-01",423.756084772423,95.8236798340183,"PASS"
"WRAP-0003","UE-0","SITE-07","SECTOR-02",423.756084772423,95.8236798340183,"PASS"
"WRAP-0003","UE-0","SITE-08","SECTOR-00",234.061123834836,90.6679466059553,"PASS"
"WRAP-0003","UE-0","SITE-08","SECTOR-01",234.061123834836,90.6679466059553,"PASS"
"WRAP-0003","UE-0","SITE-08","SECTOR-02",234.061123834836,90.6679466059553,"PASS"
"WRAP-0003","UE-0","SITE-09","SECTOR-00",100,83.2813608870055,"PASS"
"WRAP-0003","UE-0","SITE-09","SECTOR-01",100,83.2813608870055,"PASS"
"WRAP-0003","UE-0","SITE-09","SECTOR-02",100,83.2813608870055,"PASS"
"WRAP-0003","UE-0","SITE-10","SECTOR-00",212.639108136705,89.8342237281924,"PASS"
"WRAP-0003","UE-0","SITE-10","SECTOR-01",212.639108136705,89.8342237281924,"PASS"
"WRAP-0003","UE-0","SITE-10","SECTOR-02",212.639108136705,89.8342237281924,"PASS"
"WRAP-0003","UE-0","SITE-11","SECTOR-00",400.538113814837,95.3342378538075,"PASS"
"WRAP-0003","UE-0","SITE-11","SECTOR-01",400.538113814837,95.3342378538075,"PASS"
"WRAP-0003","UE-0","SITE-11","SECTOR-02",400.538113814837,95.3342378538075,"PASS"
"WRAP-0003","UE-0","SITE-12","SECTOR-00",414.209149321515,95.6257546398617,"PASS"
"WRAP-0003","UE-0","SITE-12","SECTOR-01",414.209149321515,95.6257546398617,"PASS"
"WRAP-0003","UE-0","SITE-12","SECTOR-02",414.209149321515,95.6257546398617,"PASS"
"WRAP-0003","UE-0","SITE-13","SECTOR-00",294.592277038667,92.6657880328978,"PASS"
"WRAP-0003","UE-0","SITE-13","SECTOR-01",294.592277038667,92.6657880328978,"PASS"
"WRAP-0003","UE-0","SITE-13","SECTOR-02",294.592277038667,92.6657880328978,"PASS"
"WRAP-0003","UE-0","SITE-14","SECTOR-00",286.356421265527,92.4194994108427,"PASS"
"WRAP-0003","UE-0","SITE-14","SECTOR-01",286.356421265527,92.4194994108427,"PASS"
"WRAP-0003","UE-0","SITE-14","SECTOR-02",286.356421265527,92.4194994108427,"PASS"
"WRAP-0003","UE-0","SITE-15","SECTOR-00",396.503960017014,95.2463114693818,"PASS"
"WRAP-0003","UE-0","SITE-15","SECTOR-01",396.503960017014,95.2463114693818,"PASS"
"WRAP-0003","UE-0","SITE-15","SECTOR-02",396.503960017014,95.2463114693818,"PASS"
"WRAP-0003","UE-0","SITE-16","SECTOR-00",493.527323845046,97.1475849295149,"PASS"
"WRAP-0003","UE-0","SITE-16","SECTOR-01",493.527323845046,97.1475849295149,"PASS"
"WRAP-0003","UE-0","SITE-16","SECTOR-02",493.527323845046,97.1475849295149,"PASS"
"WRAP-0003","UE-0","SITE-17","SECTOR-00",445.85267711524,96.2651884610046,"PASS"
"WRAP-0003","UE-0","SITE-17","SECTOR-01",445.85267711524,96.2651884610046,"PASS"
"WRAP-0003","UE-0","SITE-17","SECTOR-02",445.85267711524,96.2651884610046,"PASS"
"WRAP-0003","UE-0","SITE-18","SECTOR-00",483.735464897913,96.9735194611069,"PASS"
"WRAP-0003","UE-0","SITE-18","SECTOR-01",483.735464897913,96.9735194611069,"PASS"
"WRAP-0003","UE-0","SITE-18","SECTOR-02",483.735464897913,96.9735194611069,"PASS"
"WRAP-0004","UE-0","SITE-00","SECTOR-00",568.858506133116,98.3814460164079,"PASS"
"WRAP-0004","UE-0","SITE-00","SECTOR-01",568.858506133116,98.3814460164079,"PASS"
"WRAP-0004","UE-0","SITE-00","SECTOR-02",568.858506133116,98.3814460164079,"PASS"
"WRAP-0004","UE-0","SITE-01","SECTOR-00",535.014968156385,97.8486795366558,"PASS"
"WRAP-0004","UE-0","SITE-01","SECTOR-01",535.014968156385,97.8486795366558,"PASS"
"WRAP-0004","UE-0","SITE-01","SECTOR-02",535.014968156385,97.8486795366558,"PASS"
"WRAP-0004","UE-0","SITE-02","SECTOR-00",573.482373140409,98.4517623617251,"PASS"
"WRAP-0004","UE-0","SITE-02","SECTOR-01",573.482373140409,98.4517623617251,"PASS"
"WRAP-0004","UE-0","SITE-02","SECTOR-02",573.482373140409,98.4517623617251,"PASS"
"WRAP-0004","UE-0","SITE-03","SECTOR-00",465.788561311484,96.6451372682608,"PASS"
"WRAP-0004","UE-0","SITE-03","SECTOR-01",465.788561311484,96.6451372682608,"PASS"
"WRAP-0004","UE-0","SITE-03","SECTOR-02",465.788561311484,96.6451372682608,"PASS"
"WRAP-0004","UE-0","SITE-04","SECTOR-00",373.630833845388,94.7302150698769,"PASS"
"WRAP-0004","UE-0","SITE-04","SECTOR-01",373.630833845388,94.7302150698769,"PASS"
"WRAP-0004","UE-0","SITE-04","SECTOR-02",373.630833845388,94.7302150698769,"PASS"
"WRAP-0004","UE-0","SITE-05","SECTOR-00",377.148533274859,94.8116093488124,"PASS"
"WRAP-0004","UE-0","SITE-05","SECTOR-01",377.148533274859,94.8116093488124,"PASS"
"WRAP-0004","UE-0","SITE-05","SECTOR-02",377.148533274859,94.8116093488124,"PASS"
"WRAP-0004","UE-0","SITE-06","SECTOR-00",474.217283850721,96.8009084612155,"PASS"
"WRAP-0004","UE-0","SITE-06","SECTOR-01",474.217283850721,96.8009084612155,"PASS"
"WRAP-0004","UE-0","SITE-06","SECTOR-02",474.217283850721,96.8009084612155,"PASS"
"WRAP-0004","UE-0","SITE-07","SECTOR-00",436.254475847807,96.0761588015838,"PASS"
"WRAP-0004","UE-0","SITE-07","SECTOR-01",436.254475847807,96.0761588015838,"PASS"
"WRAP-0004","UE-0","SITE-07","SECTOR-02",436.254475847807,96.0761588015838,"PASS"
"WRAP-0004","UE-0","SITE-08","SECTOR-00",270.109207263696,91.9121486533657,"PASS"
"WRAP-0004","UE-0","SITE-08","SECTOR-01",270.109207263696,91.9121486533657,"PASS"
"WRAP-0004","UE-0","SITE-08","SECTOR-02",270.109207263696,91.9121486533657,"PASS"
"WRAP-0004","UE-0","SITE-09","SECTOR-00",188.679622641132,88.7958608667343,"PASS"
"WRAP-0004","UE-0","SITE-09","SECTOR-01",188.679622641132,88.7958608667343,"PASS"
"WRAP-0004","UE-0","SITE-09","SECTOR-02",188.679622641132,88.7958608667343,"PASS"
"WRAP-0004","UE-0","SITE-10","SECTOR-00",279.715956197314,92.215705708951,"PASS"
"WRAP-0004","UE-0","SITE-10","SECTOR-01",279.715956197314,92.215705708951,"PASS"
"WRAP-0004","UE-0","SITE-10","SECTOR-02",279.715956197314,92.215705708951,"PASS"
"WRAP-0004","UE-0","SITE-11","SECTOR-00",448.198652723048,96.3107718214002,"PASS"
"WRAP-0004","UE-0","SITE-11","SECTOR-01",448.198652723048,96.3107718214002,"PASS"
"WRAP-0004","UE-0","SITE-11","SECTOR-02",448.198652723048,96.3107718214002,"PASS"
"WRAP-0004","UE-0","SITE-12","SECTOR-00",293.799196216131,92.6423729530286,"PASS"
"WRAP-0004","UE-0","SITE-12","SECTOR-01",293.799196216131,92.6423729530286,"PASS"
"WRAP-0004","UE-0","SITE-12","SECTOR-02",293.799196216131,92.6423729530286,"PASS"
"WRAP-0004","UE-0","SITE-13","SECTOR-00",94.6519088482765,82.803948423401,"PASS"
"WRAP-0004","UE-0","SITE-13","SECTOR-01",94.6519088482765,82.803948423401,"PASS"
"WRAP-0004","UE-0","SITE-13","SECTOR-02",94.6519088482765,82.803948423401,"PASS"
"WRAP-0004","UE-0","SITE-14","SECTOR-00",107.70329614269,83.9259407792747,"PASS"
"WRAP-0004","UE-0","SITE-14","SECTOR-01",107.70329614269,83.9259407792747,"PASS"
"WRAP-0004","UE-0","SITE-14","SECTOR-02",107.70329614269,83.9259407792747,"PASS"
"WRAP-0004","UE-0","SITE-15","SECTOR-00",306.986996713831,93.0237604893811,"PASS"
"WRAP-0004","UE-0","SITE-15","SECTOR-01",306.986996713831,93.0237604893811,"PASS"
"WRAP-0004","UE-0","SITE-15","SECTOR-02",306.986996713831,93.0237604893811,"PASS"
"WRAP-0004","UE-0","SITE-16","SECTOR-00",249.635669921678,91.2274937045967,"PASS"
"WRAP-0004","UE-0","SITE-16","SECTOR-01",249.635669921678,91.2274937045967,"PASS"
"WRAP-0004","UE-0","SITE-16","SECTOR-02",249.635669921678,91.2274937045967,"PASS"
"WRAP-0004","UE-0","SITE-17","SECTOR-00",157.984125305749,87.2536298870455,"PASS"
"WRAP-0004","UE-0","SITE-17","SECTOR-01",157.984125305749,87.2536298870455,"PASS"
"WRAP-0004","UE-0","SITE-17","SECTOR-02",157.984125305749,87.2536298870455,"PASS"
"WRAP-0004","UE-0","SITE-18","SECTOR-00",260,91.5808278464219,"PASS"
"WRAP-0004","UE-0","SITE-18","SECTOR-01",260,91.5808278464219,"PASS"
"WRAP-0004","UE-0","SITE-18","SECTOR-02",260,91.5808278464219,"PASS"
"WRAP-0005","UE-0","SITE-00","SECTOR-00",1000,103.281360887006,"PASS"
"WRAP-0005","UE-0","SITE-00","SECTOR-01",1000,103.281360887006,"PASS"
"WRAP-0005","UE-0","SITE-00","SECTOR-02",1000,103.281360887006,"PASS"
"WRAP-0005","UE-0","SITE-01","SECTOR-00",866.025403784439,102.031973520923,"PASS"
"WRAP-0005","UE-0","SITE-01","SECTOR-01",866.025403784439,102.031973520923,"PASS"
"WRAP-0005","UE-0","SITE-01","SECTOR-02",866.025403784439,102.031973520923,"PASS"
"WRAP-0005","UE-0","SITE-02","SECTOR-00",1000,103.281360887006,"PASS"
"WRAP-0005","UE-0","SITE-02","SECTOR-01",1000,103.281360887006,"PASS"
"WRAP-0005","UE-0","SITE-02","SECTOR-02",1000,103.281360887006,"PASS"
"WRAP-0005","UE-0","SITE-03","SECTOR-00",866.025403784439,102.031973520923,"PASS"
"WRAP-0005","UE-0","SITE-03","SECTOR-01",866.025403784439,102.031973520923,"PASS"
"WRAP-0005","UE-0","SITE-03","SECTOR-02",866.025403784439,102.031973520923,"PASS"
"WRAP-0005","UE-0","SITE-04","SECTOR-00",500,97.2607609737259,"PASS"
"WRAP-0005","UE-0","SITE-04","SECTOR-01",500,97.2607609737259,"PASS"
"WRAP-0005","UE-0","SITE-04","SECTOR-02",500,97.2607609737259,"PASS"
"WRAP-0005","UE-0","SITE-05","SECTOR-00",500,97.2607609737259,"PASS"
"WRAP-0005","UE-0","SITE-05","SECTOR-01",500,97.2607609737259,"PASS"
"WRAP-0005","UE-0","SITE-05","SECTOR-02",500,97.2607609737259,"PASS"
"WRAP-0005","UE-0","SITE-06","SECTOR-00",866.025403784439,102.031973520923,"PASS"
"WRAP-0005","UE-0","SITE-06","SECTOR-01",866.025403784439,102.031973520923,"PASS"
"WRAP-0005","UE-0","SITE-06","SECTOR-02",866.025403784439,102.031973520923,"PASS"
"WRAP-0005","UE-0","SITE-07","SECTOR-00",1000,103.281360887006,"PASS"
"WRAP-0005","UE-0","SITE-07","SECTOR-01",1000,103.281360887006,"PASS"
"WRAP-0005","UE-0","SITE-07","SECTOR-02",1000,103.281360887006,"PASS"
"WRAP-0005","UE-0","SITE-08","SECTOR-00",500,97.2607609737259,"PASS"
"WRAP-0005","UE-0","SITE-08","SECTOR-01",500,97.2607609737259,"PASS"
"WRAP-0005","UE-0","SITE-08","SECTOR-02",500,97.2607609737259,"PASS"
"WRAP-0005","UE-0","SITE-09","SECTOR-00",0,43.2813608870055,"PASS"
"WRAP-0005","UE-0","SITE-09","SECTOR-01",0,43.2813608870055,"PASS"
"WRAP-0005","UE-0","SITE-09","SECTOR-02",0,43.2813608870055,"PASS"
"WRAP-0005","UE-0","SITE-10","SECTOR-00",500,97.2607609737259,"PASS"
"WRAP-0005","UE-0","SITE-10","SECTOR-01",500,97.2607609737259,"PASS"
"WRAP-0005","UE-0","SITE-10","SECTOR-02",500,97.2607609737259,"PASS"
"WRAP-0005","UE-0","SITE-11","SECTOR-00",1000,103.281360887006,"PASS"
"WRAP-0005","UE-0","SITE-11","SECTOR-01",1000,103.281360887006,"PASS"
"WRAP-0005","UE-0","SITE-11","SECTOR-02",1000,103.281360887006,"PASS"
"WRAP-0005","UE-0","SITE-12","SECTOR-00",866.025403784439,102.031973520923,"PASS"
"WRAP-0005","UE-0","SITE-12","SECTOR-01",866.025403784439,102.031973520923,"PASS"
"WRAP-0005","UE-0","SITE-12","SECTOR-02",866.025403784439,102.031973520923,"PASS"
"WRAP-0005","UE-0","SITE-13","SECTOR-00",500,97.2607609737259,"PASS"
"WRAP-0005","UE-0","SITE-13","SECTOR-01",500,97.2607609737259,"PASS"
"WRAP-0005","UE-0","SITE-13","SECTOR-02",500,97.2607609737259,"PASS"
"WRAP-0005","UE-0","SITE-14","SECTOR-00",500,97.2607609737259,"PASS"
"WRAP-0005","UE-0","SITE-14","SECTOR-01",500,97.2607609737259,"PASS"
"WRAP-0005","UE-0","SITE-14","SECTOR-02",500,97.2607609737259,"PASS"
"WRAP-0005","UE-0","SITE-15","SECTOR-00",866.025403784439,102.031973520923,"PASS"
"WRAP-0005","UE-0","SITE-15","SECTOR-01",866.025403784439,102.031973520923,"PASS"
"WRAP-0005","UE-0","SITE-15","SECTOR-02",866.025403784439,102.031973520923,"PASS"
"WRAP-0005","UE-0","SITE-16","SECTOR-00",1000,103.281360887006,"PASS"
"WRAP-0005","UE-0","SITE-16","SECTOR-01",1000,103.281360887006,"PASS"
"WRAP-0005","UE-0","SITE-16","SECTOR-02",1000,103.281360887006,"PASS"
"WRAP-0005","UE-0","SITE-17","SECTOR-00",866.025403784439,102.031973520923,"PASS"
"WRAP-0005","UE-0","SITE-17","SECTOR-01",866.025403784439,102.031973520923,"PASS"
"WRAP-0005","UE-0","SITE-17","SECTOR-02",866.025403784439,102.031973520923,"PASS"
"WRAP-0005","UE-0","SITE-18","SECTOR-00",1000,103.281360887006,"PASS"
"WRAP-0005","UE-0","SITE-18","SECTOR-01",1000,103.281360887006,"PASS"
"WRAP-0005","UE-0","SITE-18","SECTOR-02",1000,103.281360887006,"PASS"
"WRAP-0006","UE-0","SITE-00","SECTOR-00",1126.11056295552,104.31298153078,"PASS"
"WRAP-0006","UE-0","SITE-00","SECTOR-01",1126.11056295552,104.31298153078,"PASS"
"WRAP-0006","UE-0","SITE-00","SECTOR-02",1126.11056295552,104.31298153078,"PASS"
"WRAP-0006","UE-0","SITE-01","SECTOR-00",955.156390237106,102.882850598395,"PASS"
"WRAP-0006","UE-0","SITE-01","SECTOR-01",955.156390237106,102.882850598395,"PASS"
"WRAP-0006","UE-0","SITE-01","SECTOR-02",955.156390237106,102.882850598395,"PASS"
"WRAP-0006","UE-0","SITE-02","SECTOR-00",1027.87278377315,103.520148224467,"PASS"
"WRAP-0006","UE-0","SITE-02","SECTOR-01",1027.87278377315,103.520148224467,"PASS"
