ProfileID,RequestID,ExpectedOutcome,ActualOutcome,SpecVersion,Status
"unsupported_extension","CAP-0263","REJECT","REJECT","TR38.901-V19.2.0","PASS"
"unsupported_extension","CAP-0264","REJECT","REJECT","TR38.901-V19.2.0","PASS"
"unsupported_extension","CAP-0265","REJECT","REJECT","TR38.901-V19.2.0","PASS"
"unsupported_extension","CAP-0266","REJECT","REJECT","TR38.901-V19.2.0","PASS"
"unsupported_extension","CAP-0267","REJECT","REJECT","TR38.901-V19.2.0","PASS"
"unsupported_extension","CAP-0268","REJECT","REJECT","TR38.901-V19.2.0","PASS"
"unsupported_extension","CAP-0269","REJECT","REJECT","TR38.901-V19.2.0","PASS"
"unsupported_extension","CAP-0270","REJECT","REJECT","TR38.901-V19.2.0","PASS"
"unsupported_extension","CAP-0271","REJECT","REJECT","TR38.901-V19.2.0","PASS"
"unsupported_extension","CAP-0272","REJECT","REJECT","TR38.901-V19.2.0","PASS"
"unsupported_extension","CAP-0273","REJECT","REJECT","TR38.901-V19.2.0","PASS"
"unsupported_extension","CAP-0274","REJECT","REJECT","TR38.901-V19.2.0","PASS"
"unsupported_extension","CAP-0275","REJECT","REJECT","TR38.901-V19.2.0","PASS"
"unsupported_extension","CAP-0276","REJECT","REJECT","TR38.901-V19.2.0","PASS"
"unsupported_extension","CAP-0277","REJECT","REJECT","TR38.901-V19.2.0","PASS"
"unsupported_extension","CAP-0278","REJECT","REJECT","TR38.901-V19.2.0","PASS"
"unsupported_extension","CAP-0279","REJECT","REJECT","TR38.901-V19.2.0","PASS"
"unsupported_extension","CAP-0280","REJECT","REJECT","TR38.901-V19.2.0","PASS"
"unsupported_extension","CAP-0281","REJECT","REJECT","TR38.901-V19.2.0","PASS"
"unsupported_extension","CAP-0282","REJECT","REJECT","TR38.901-V19.2.0","PASS"
"unsupported_extension","CAP-0283","REJECT","REJECT","TR38.901-V19.2.0","PASS"
"unsupported_extension","CAP-0284","REJECT","REJECT","TR38.901-V19.2.0","PASS"
"unsupported_extension","CAP-0285","REJECT","REJECT","TR38.901-V19.2.0","PASS"
"unsupported_extension","CAP-0286","REJECT","REJECT","TR38.901-V19.2.0","PASS"
"unsupported_extension","CAP-0287","REJECT","REJECT","TR38.901-V19.2.0","PASS"
"unsupported_extension","CAP-0288","REJECT","REJECT","TR38.901-V19.2.0","PASS"
"unsupported_extension","CAP-0289","REJECT","REJECT","TR38.901-V19.2.0","PASS"
"unsupported_extension","CAP-0290","REJECT","REJECT","TR38.901-V19.2.0","PASS"
