CaseID,Scenario,Condition,Fc_GHz,Distance2D_m,ExpectedPathloss_dB,ActualPathloss_dB,Error_dB,Status
"PL-0309","InH-Office","LOS",28,5,73.7590809090439,73.7590809090439,0,"PASS"
"PL-0310","InH-Office","NLOS",28,5,80.8215035820537,80.8215035820537,0,"PASS"
"PL-0311","InH-Office","LOS",28,10,78.726748316121,78.726748316121,0,"PASS"
"PL-0312","InH-Office","NLOS",28,10,91.8192874948314,91.8192874948314,0,"PASS"
"PL-0313","InH-Office","LOS",28,20,83.8720514833141,83.8720514833141,0,"PASS"
"PL-0314","InH-Office","NLOS",28,20,103.210334390987,103.210334390987,0,"PASS"
"PL-0315","InH-Office","LOS",28,50,90.7387211638692,90.7387211638692,0,"PASS"
"PL-0316","InH-Office","NLOS",28,50,118.412267845627,118.412267845627,0,"PASS"
"PL-0317","InH-Office","LOS",28,100,95.9440057774039,95.9440057774039,0,"PASS"
"PL-0318","InH-Office","NLOS",28,100,129.936106036284,129.936106036284,0,"PASS"
"PL-0319","InH-Office","LOS",28,150,98.9899150544525,98.9899150544525,0,"PASS"
"PL-0320","InH-Office","NLOS",28,150,136.679361834606,136.679361834606,0,"PASS"
