CaseID,LogicalPort,PhysicalElement,WeightReal,WeightImag,InputPower,OutputPower,Status
"ARR-0166",61,61,-1,-6.12323399573677e-16,1,1,"PASS"
"ARR-0166",62,62,1,7.34788079488412e-16,1,1,"PASS"
"ARR-0166",63,63,-1,-8.57252759403147e-16,1,1,"PASS"
"ARR-0167",0,0,1,0,1,1,"PASS"
"ARR-0167",1,1,-0.912724198102178,-0.408576233032143,1,1,"PASS"
"ARR-0167",2,2,0.666130923602528,0.745834829315743,1,1,"PASS"
"ARR-0167",3,3,-0.303263428050183,-0.952906759975629,1,1,"PASS"
"ARR-0167",4,4,-0.112539185240887,0.993647287414059,1,1,"PASS"
"ARR-0167",5,5,0.508697903258305,-0.860945087227173,1,1,"PASS"
"ARR-0167",6,6,-0.816062586414503,0.577963541284804,1,1,"PASS"
"ARR-0167",7,7,0.980982236314429,-0.194097532275763,1,1,"PASS"
"ARR-0167",8,8,6.12323399573677e-17,1,1,1,"PASS"
"ARR-0167",9,9,0.408576233032143,-0.912724198102178,1,1,"PASS"
"ARR-0167",10,10,-0.745834829315743,0.666130923602528,1,1,"PASS"
"ARR-0167",11,11,0.952906759975629,-0.303263428050183,1,1,"PASS"
"ARR-0167",12,12,-0.993647287414059,-0.112539185240887,1,1,"PASS"
"ARR-0167",13,13,0.860945087227173,0.508697903258305,1,1,"PASS"
"ARR-0167",14,14,-0.577963541284804,-0.816062586414503,1,1,"PASS"
"ARR-0167",15,15,0.194097532275762,0.98098223631443,1,1,"PASS"
"ARR-0167",16,16,-1,1.22464679914735e-16,1,1,"PASS"
"ARR-0167",17,17,0.912724198102178,0.408576233032143,1,1,"PASS"
"ARR-0167",18,18,-0.666130923602528,-0.745834829315743,1,1,"PASS"
"ARR-0167",19,19,0.303263428050183,0.952906759975629,1,1,"PASS"
"ARR-0167",20,20,0.112539185240887,-0.993647287414059,1,1,"PASS"
"ARR-0167",21,21,-0.508697903258305,0.860945087227173,1,1,"PASS"
"ARR-0167",22,22,0.816062586414503,-0.577963541284804,1,1,"PASS"
"ARR-0167",23,23,-0.98098223631443,0.194097532275762,1,1,"PASS"
"ARR-0167",24,24,-1.83697019872103e-16,-1,1,1,"PASS"
"ARR-0167",25,25,-0.408576233032143,0.912724198102178,1,1,"PASS"
"ARR-0167",26,26,0.745834829315743,-0.666130923602528,1,1,"PASS"
"ARR-0167",27,27,-0.952906759975629,0.303263428050183,1,1,"PASS"
"ARR-0167",28,28,0.993647287414059,0.112539185240887,1,1,"PASS"
"ARR-0167",29,29,-0.860945087227173,-0.508697903258305,1,1,"PASS"
"ARR-0167",30,30,0.577963541284804,0.816062586414503,1,1,"PASS"
"ARR-0167",31,31,-0.194097532275762,-0.98098223631443,1,1,"PASS"
"ARR-0167",32,32,1,-2.44929359829471e-16,1,1,"PASS"
"ARR-0167",33,33,-0.912724198102178,-0.408576233032143,1,1,"PASS"
"ARR-0167",34,34,0.666130923602528,0.745834829315743,1,1,"PASS"
"ARR-0167",35,35,-0.303263428050183,-0.952906759975629,1,1,"PASS"
"ARR-0167",36,36,-0.112539185240887,0.993647287414059,1,1,"PASS"
"ARR-0167",37,37,0.508697903258305,-0.860945087227173,1,1,"PASS"
"ARR-0167",38,38,-0.816062586414503,0.577963541284804,1,1,"PASS"
"ARR-0167",39,39,0.98098223631443,-0.194097532275762,1,1,"PASS"
"ARR-0167",40,40,3.06161699786838e-16,1,1,1,"PASS"
"ARR-0167",41,41,0.408576233032143,-0.912724198102178,1,1,"PASS"
"ARR-0167",42,42,-0.745834829315743,0.666130923602528,1,1,"PASS"
"ARR-0167",43,43,0.952906759975629,-0.303263428050183,1,1,"PASS"
"ARR-0167",44,44,-0.993647287414059,-0.112539185240887,1,1,"PASS"
"ARR-0167",45,45,0.860945087227173,0.508697903258305,1,1,"PASS"
"ARR-0167",46,46,-0.577963541284804,-0.816062586414503,1,1,"PASS"
"ARR-0167",47,47,0.194097532275762,0.98098223631443,1,1,"PASS"
"ARR-0167",48,48,-1,3.67394039744206e-16,1,1,"PASS"
"ARR-0167",49,49,0.912724198102178,0.408576233032143,1,1,"PASS"
"ARR-0167",50,50,-0.666130923602528,-0.745834829315743,1,1,"PASS"
"ARR-0167",51,51,0.303263428050183,0.952906759975629,1,1,"PASS"
"ARR-0167",52,52,0.112539185240887,-0.993647287414059,1,1,"PASS"
"ARR-0167",53,53,-0.508697903258305,0.860945087227173,1,1,"PASS"
"ARR-0167",54,54,0.816062586414503,-0.577963541284804,1,1,"PASS"
"ARR-0167",55,55,-0.98098223631443,0.194097532275762,1,1,"PASS"
"ARR-0167",56,56,-4.28626379701574e-16,-1,1,1,"PASS"
"ARR-0167",57,57,-0.408576233032143,0.912724198102178,1,1,"PASS"
"ARR-0167",58,58,0.745834829315743,-0.666130923602528,1,1,"PASS"
"ARR-0167",59,59,-0.952906759975629,0.303263428050183,1,1,"PASS"
"ARR-0167",60,60,0.993647287414059,0.112539185240887,1,1,"PASS"
"ARR-0167",61,61,-0.860945087227173,-0.508697903258305,1,1,"PASS"
"ARR-0167",62,62,0.577963541284804,0.816062586414503,1,1,"PASS"
"ARR-0167",63,63,-0.194097532275762,-0.98098223631443,1,1,"PASS"
"ARR-0168",0,0,1,0,1,1,"PASS"
"ARR-0168",1,1,6.12323399573677e-17,-1,1,1,"PASS"
"ARR-0168",2,2,-1,-1.22464679914735e-16,1,1,"PASS"
"ARR-0168",3,3,-1.83697019872103e-16,1,1,1,"PASS"
"ARR-0168",4,4,1,2.44929359829471e-16,1,1,"PASS"
"ARR-0168",5,5,3.06161699786838e-16,-1,1,1,"PASS"
"ARR-0168",6,6,-1,-3.67394039744206e-16,1,1,"PASS"
"ARR-0168",7,7,-4.28626379701574e-16,1,1,1,"PASS"
"ARR-0168",8,8,-0.912724198102178,0.408576233032143,1,1,"PASS"
"ARR-0168",9,9,0.408576233032143,0.912724198102178,1,1,"PASS"
"ARR-0168",10,10,0.912724198102178,-0.408576233032143,1,1,"PASS"
"ARR-0168",11,11,-0.408576233032143,-0.912724198102178,1,1,"PASS"
"ARR-0168",12,12,-0.912724198102178,0.408576233032143,1,1,"PASS"
"ARR-0168",13,13,0.408576233032143,0.912724198102178,1,1,"PASS"
"ARR-0168",14,14,0.912724198102178,-0.408576233032143,1,1,"PASS"
"ARR-0168",15,15,-0.408576233032143,-0.912724198102178,1,1,"PASS"
"ARR-0168",16,16,0.666130923602528,-0.745834829315743,1,1,"PASS"
"ARR-0168",17,17,-0.745834829315743,-0.666130923602528,1,1,"PASS"
"ARR-0168",18,18,-0.666130923602528,0.745834829315743,1,1,"PASS"
"ARR-0168",19,19,0.745834829315743,0.666130923602528,1,1,"PASS"
"ARR-0168",20,20,0.666130923602528,-0.745834829315743,1,1,"PASS"
"ARR-0168",21,21,-0.745834829315743,-0.666130923602528,1,1,"PASS"
"ARR-0168",22,22,-0.666130923602528,0.745834829315743,1,1,"PASS"
"ARR-0168",23,23,0.745834829315743,0.666130923602528,1,1,"PASS"
"ARR-0168",24,24,-0.303263428050183,0.952906759975629,1,1,"PASS"
"ARR-0168",25,25,0.952906759975629,0.303263428050183,1,1,"PASS"
"ARR-0168",26,26,0.303263428050182,-0.95290675997563,1,1,"PASS"
"ARR-0168",27,27,-0.952906759975629,-0.303263428050182,1,1,"PASS"
"ARR-0168",28,28,-0.303263428050183,0.952906759975629,1,1,"PASS"
"ARR-0168",29,29,0.952906759975629,0.303263428050183,1,1,"PASS"
"ARR-0168",30,30,0.303263428050183,-0.952906759975629,1,1,"PASS"
"ARR-0168",31,31,-0.952906759975629,-0.303263428050183,1,1,"PASS"
"ARR-0168",32,32,-0.112539185240887,-0.993647287414059,1,1,"PASS"
"ARR-0168",33,33,-0.993647287414059,0.112539185240887,1,1,"PASS"
"ARR-0168",34,34,0.112539185240887,0.993647287414059,1,1,"PASS"
"ARR-0168",35,35,0.993647287414059,-0.112539185240887,1,1,"PASS"
"ARR-0168",36,36,-0.112539185240887,-0.993647287414059,1,1,"PASS"
"ARR-0168",37,37,-0.993647287414059,0.112539185240887,1,1,"PASS"
"ARR-0168",38,38,0.112539185240887,0.993647287414059,1,1,"PASS"
"ARR-0168",39,39,0.993647287414059,-0.112539185240887,1,1,"PASS"
"ARR-0168",40,40,0.508697903258305,0.860945087227173,1,1,"PASS"
"ARR-0168",41,41,0.860945087227173,-0.508697903258305,1,1,"PASS"
"ARR-0168",42,42,-0.508697903258305,-0.860945087227173,1,1,"PASS"
"ARR-0168",43,43,-0.860945087227173,0.508697903258305,1,1,"PASS"
"ARR-0168",44,44,0.508697903258305,0.860945087227173,1,1,"PASS"
"ARR-0168",45,45,0.860945087227173,-0.508697903258305,1,1,"PASS"
"ARR-0168",46,46,-0.508697903258305,-0.860945087227173,1,1,"PASS"
"ARR-0168",47,47,-0.860945087227173,0.508697903258304,1,1,"PASS"
"ARR-0168",48,48,-0.816062586414503,-0.577963541284804,1,1,"PASS"
"ARR-0168",49,49,-0.577963541284804,0.816062586414503,1,1,"PASS"
"ARR-0168",50,50,0.816062586414503,0.577963541284804,1,1,"PASS"
"ARR-0168",51,51,0.577963541284803,-0.816062586414504,1,1,"PASS"
"ARR-0168",52,52,-0.816062586414504,-0.577963541284803,1,1,"PASS"
"ARR-0168",53,53,-0.577963541284803,0.816062586414504,1,1,"PASS"
"ARR-0168",54,54,0.816062586414504,0.577963541284804,1,1,"PASS"
"ARR-0168",55,55,0.577963541284804,-0.816062586414504,1,1,"PASS"
"ARR-0168",56,56,0.980982236314429,0.194097532275763,1,1,"PASS"
"ARR-0168",57,57,0.194097532275762,-0.98098223631443,1,1,"PASS"
"ARR-0168",58,58,-0.98098223631443,-0.194097532275762,1,1,"PASS"
"ARR-0168",59,59,-0.194097532275762,0.98098223631443,1,1,"PASS"
"ARR-0168",60,60,0.98098223631443,0.194097532275762,1,1,"PASS"
"ARR-0168",61,61,0.194097532275762,-0.98098223631443,1,1,"PASS"
"ARR-0168",62,62,-0.98098223631443,-0.194097532275762,1,1,"PASS"
"ARR-0168",63,63,-0.194097532275762,0.98098223631443,1,1,"PASS"
"ARR-0169",0,0,1,0,1,1,"PASS"
"ARR-0169",1,1,-0.34574104434878,-0.938329968749062,1,1,"PASS"
"ARR-0169",2,2,-0.76092626050523,0.648838366678117,1,1,"PASS"
"ARR-0169",3,3,0.871907924307759,0.489669859731365,1,1,"PASS"
"ARR-0169",4,4,0.158017547852948,-0.987436304057402,1,1,"PASS"
"ARR-0169",5,5,-0.981174228347982,0.193124658254045,1,1,"PASS"
"ARR-0169",6,6,0.52044685694133,0.853894061988893,1,1,"PASS"
"ARR-0169",7,7,0.621294548654111,-0.783577107764567,1,1,"PASS"
"ARR-0169",8,8,6.12323399573677e-17,-1,1,1,"PASS"
"ARR-0169",9,9,-0.938329968749062,0.34574104434878,1,1,"PASS"
"ARR-0169",10,10,0.648838366678116,0.760926260505231,1,1,"PASS"
"ARR-0169",11,11,0.489669859731365,-0.871907924307759,1,1,"PASS"
"ARR-0169",12,12,-0.987436304057402,-0.158017547852948,1,1,"PASS"
"ARR-0169",13,13,0.193124658254045,0.981174228347982,1,1,"PASS"
"ARR-0169",14,14,0.853894061988893,-0.52044685694133,1,1,"PASS"
"ARR-0169",15,15,-0.783577107764567,-0.621294548654111,1,1,"PASS"
"ARR-0169",16,16,-1,-1.22464679914735e-16,1,1,"PASS"
"ARR-0169",17,17,0.34574104434878,0.938329968749062,1,1,"PASS"
"ARR-0169",18,18,0.76092626050523,-0.648838366678117,1,1,"PASS"
"ARR-0169",19,19,-0.871907924307759,-0.489669859731365,1,1,"PASS"
"ARR-0169",20,20,-0.158017547852949,0.987436304057402,1,1,"PASS"
"ARR-0169",21,21,0.981174228347982,-0.193124658254047,1,1,"PASS"
"ARR-0169",22,22,-0.52044685694133,-0.853894061988893,1,1,"PASS"
"ARR-0169",23,23,-0.621294548654113,0.783577107764566,1,1,"PASS"
"ARR-0169",24,24,-1.83697019872103e-16,1,1,1,"PASS"
"ARR-0169",25,25,0.938329968749062,-0.34574104434878,1,1,"PASS"
"ARR-0169",26,26,-0.648838366678118,-0.76092626050523,1,1,"PASS"
"ARR-0169",27,27,-0.489669859731365,0.871907924307759,1,1,"PASS"
"ARR-0169",28,28,0.987436304057401,0.158017547852949,1,1,"PASS"
"ARR-0169",29,29,-0.193124658254047,-0.981174228347982,1,1,"PASS"
"ARR-0169",30,30,-0.853894061988893,0.52044685694133,1,1,"PASS"
"ARR-0169",31,31,0.783577107764567,0.621294548654111,1,1,"PASS"
"ARR-0169",32,32,1,2.44929359829471e-16,1,1,"PASS"
"ARR-0169",33,33,-0.34574104434878,-0.938329968749062,1,1,"PASS"
"ARR-0169",34,34,-0.76092626050523,0.648838366678118,1,1,"PASS"
"ARR-0169",35,35,0.871907924307759,0.489669859731365,1,1,"PASS"
"ARR-0169",36,36,0.158017547852947,-0.987436304057402,1,1,"PASS"
"ARR-0169",37,37,-0.981174228347982,0.193124658254047,1,1,"PASS"
"ARR-0169",38,38,0.520446856941331,0.853894061988892,1,1,"PASS"
"ARR-0169",39,39,0.621294548654113,-0.783577107764566,1,1,"PASS"
"ARR-0169",40,40,3.06161699786838e-16,-1,1,1,"PASS"
"ARR-0169",41,41,-0.938329968749062,0.34574104434878,1,1,"PASS"
"ARR-0169",42,42,0.648838366678117,0.76092626050523,1,1,"PASS"
"ARR-0169",43,43,0.489669859731365,-0.871907924307759,1,1,"PASS"
"ARR-0169",44,44,-0.987436304057402,-0.158017547852947,1,1,"PASS"
"ARR-0169",45,45,0.193124658254047,0.981174228347982,1,1,"PASS"
"ARR-0169",46,46,0.853894061988893,-0.52044685694133,1,1,"PASS"
"ARR-0169",47,47,-0.783577107764567,-0.621294548654111,1,1,"PASS"
"ARR-0169",48,48,-1,-3.67394039744206e-16,1,1,"PASS"
"ARR-0169",49,49,0.34574104434878,0.938329968749062,1,1,"PASS"
"ARR-0169",50,50,0.76092626050523,-0.648838366678117,1,1,"PASS"
"ARR-0169",51,51,-0.871907924307759,-0.489669859731365,1,1,"PASS"
"ARR-0169",52,52,-0.158017547852945,0.987436304057402,1,1,"PASS"
"ARR-0169",53,53,0.981174228347982,-0.193124658254045,1,1,"PASS"
"ARR-0169",54,54,-0.520446856941331,-0.853894061988892,1,1,"PASS"
"ARR-0169",55,55,-0.621294548654113,0.783577107764566,1,1,"PASS"
"ARR-0169",56,56,-4.28626379701574e-16,1,1,1,"PASS"
"ARR-0169",57,57,0.938329968749062,-0.34574104434878,1,1,"PASS"
"ARR-0169",58,58,-0.648838366678117,-0.76092626050523,1,1,"PASS"
"ARR-0169",59,59,-0.489669859731365,0.871907924307759,1,1,"PASS"
"ARR-0169",60,60,0.987436304057402,0.158017547852947,1,1,"PASS"
"ARR-0169",61,61,-0.193124658254047,-0.981174228347982,1,1,"PASS"
"ARR-0169",62,62,-0.853894061988893,0.52044685694133,1,1,"PASS"
"ARR-0169",63,63,0.783577107764567,0.621294548654112,1,1,"PASS"
"ARR-0170",0,0,1,0,1,1,"PASS"
"ARR-0170",1,1,-0.605699867078813,-0.795693201567481,1,1,"PASS"
"ARR-0170",2,2,-0.266255342041416,0.963902532849877,1,1,"PASS"
"ARR-0170",3,3,0.928241517645832,-0.371978070480724,1,1,"PASS"
"ARR-0170",4,4,-0.858216185668818,-0.513288397157062,1,1,"PASS"
"ARR-0170",5,5,0.111401341523146,0.993775498342983,1,1,"PASS"
"ARR-0170",6,6,0.723264630162875,-0.690570977347992,1,1,"PASS"
"ARR-0170",7,7,-0.987563922228068,-0.157217999966655,1,1,"PASS"
"ARR-0170",8,8,1,0,1,1,"PASS"
"ARR-0170",9,9,-0.605699867078813,-0.795693201567481,1,1,"PASS"
"ARR-0170",10,10,-0.266255342041416,0.963902532849877,1,1,"PASS"
"ARR-0170",11,11,0.928241517645832,-0.371978070480724,1,1,"PASS"
"ARR-0170",12,12,-0.858216185668818,-0.513288397157062,1,1,"PASS"
"ARR-0170",13,13,0.111401341523146,0.993775498342983,1,1,"PASS"
"ARR-0170",14,14,0.723264630162875,-0.690570977347992,1,1,"PASS"
"ARR-0170",15,15,-0.987563922228068,-0.157217999966655,1,1,"PASS"
"ARR-0170",16,16,1,0,1,1,"PASS"
"ARR-0170",17,17,-0.605699867078813,-0.795693201567481,1,1,"PASS"
"ARR-0170",18,18,-0.266255342041416,0.963902532849877,1,1,"PASS"
"ARR-0170",19,19,0.928241517645832,-0.371978070480724,1,1,"PASS"
"ARR-0170",20,20,-0.858216185668818,-0.513288397157062,1,1,"PASS"
"ARR-0170",21,21,0.111401341523146,0.993775498342983,1,1,"PASS"
"ARR-0170",22,22,0.723264630162875,-0.690570977347992,1,1,"PASS"
"ARR-0170",23,23,-0.987563922228068,-0.157217999966655,1,1,"PASS"
"ARR-0170",24,24,1,0,1,1,"PASS"
"ARR-0170",25,25,-0.605699867078813,-0.795693201567481,1,1,"PASS"
"ARR-0170",26,26,-0.266255342041416,0.963902532849877,1,1,"PASS"
"ARR-0170",27,27,0.928241517645832,-0.371978070480724,1,1,"PASS"
"ARR-0170",28,28,-0.858216185668818,-0.513288397157062,1,1,"PASS"
"ARR-0170",29,29,0.111401341523146,0.993775498342983,1,1,"PASS"
"ARR-0170",30,30,0.723264630162875,-0.690570977347992,1,1,"PASS"
"ARR-0170",31,31,-0.987563922228068,-0.157217999966655,1,1,"PASS"
"ARR-0170",32,32,1,0,1,1,"PASS"
"ARR-0170",33,33,-0.605699867078813,-0.795693201567481,1,1,"PASS"
"ARR-0170",34,34,-0.266255342041416,0.963902532849877,1,1,"PASS"
"ARR-0170",35,35,0.928241517645832,-0.371978070480724,1,1,"PASS"
"ARR-0170",36,36,-0.858216185668818,-0.513288397157062,1,1,"PASS"
"ARR-0170",37,37,0.111401341523146,0.993775498342983,1,1,"PASS"
"ARR-0170",38,38,0.723264630162875,-0.690570977347992,1,1,"PASS"
"ARR-0170",39,39,-0.987563922228068,-0.157217999966655,1,1,"PASS"
"ARR-0170",40,40,1,0,1,1,"PASS"
"ARR-0170",41,41,-0.605699867078813,-0.795693201567481,1,1,"PASS"
"ARR-0170",42,42,-0.266255342041416,0.963902532849877,1,1,"PASS"
"ARR-0170",43,43,0.928241517645832,-0.371978070480724,1,1,"PASS"
"ARR-0170",44,44,-0.858216185668818,-0.513288397157062,1,1,"PASS"
"ARR-0170",45,45,0.111401341523146,0.993775498342983,1,1,"PASS"
"ARR-0170",46,46,0.723264630162875,-0.690570977347992,1,1,"PASS"
"ARR-0170",47,47,-0.987563922228068,-0.157217999966655,1,1,"PASS"
"ARR-0170",48,48,1,0,1,1,"PASS"
"ARR-0170",49,49,-0.605699867078813,-0.795693201567481,1,1,"PASS"
"ARR-0170",50,50,-0.266255342041416,0.963902532849877,1,1,"PASS"
"ARR-0170",51,51,0.928241517645832,-0.371978070480724,1,1,"PASS"
"ARR-0170",52,52,-0.858216185668818,-0.513288397157062,1,1,"PASS"
"ARR-0170",53,53,0.111401341523146,0.993775498342983,1,1,"PASS"
"ARR-0170",54,54,0.723264630162875,-0.690570977347992,1,1,"PASS"
"ARR-0170",55,55,-0.987563922228068,-0.157217999966655,1,1,"PASS"
"ARR-0170",56,56,1,0,1,1,"PASS"
"ARR-0170",57,57,-0.605699867078813,-0.795693201567481,1,1,"PASS"
"ARR-0170",58,58,-0.266255342041416,0.963902532849877,1,1,"PASS"
"ARR-0170",59,59,0.928241517645832,-0.371978070480724,1,1,"PASS"
"ARR-0170",60,60,-0.858216185668818,-0.513288397157062,1,1,"PASS"
"ARR-0170",61,61,0.111401341523146,0.993775498342983,1,1,"PASS"
"ARR-0170",62,62,0.723264630162875,-0.690570977347992,1,1,"PASS"
"ARR-0170",63,63,-0.987563922228068,-0.157217999966655,1,1,"PASS"
"ARR-0171",0,0,1,0,1,1,"PASS"
"ARR-0171",1,1,-0.34574104434878,-0.938329968749062,1,1,"PASS"
"ARR-0171",2,2,-0.76092626050523,0.648838366678117,1,1,"PASS"
"ARR-0171",3,3,0.871907924307759,0.489669859731365,1,1,"PASS"
"ARR-0171",4,4,0.158017547852948,-0.987436304057402,1,1,"PASS"
"ARR-0171",5,5,-0.981174228347982,0.193124658254045,1,1,"PASS"
"ARR-0171",6,6,0.52044685694133,0.853894061988893,1,1,"PASS"
"ARR-0171",7,7,0.621294548654111,-0.783577107764567,1,1,"PASS"
"ARR-0171",8,8,6.12323399573677e-17,1,1,1,"PASS"
"ARR-0171",9,9,0.938329968749062,-0.34574104434878,1,1,"PASS"
"ARR-0171",10,10,-0.648838366678117,-0.76092626050523,1,1,"PASS"
"ARR-0171",11,11,-0.489669859731365,0.871907924307759,1,1,"PASS"
"ARR-0171",12,12,0.987436304057402,0.158017547852947,1,1,"PASS"
"ARR-0171",13,13,-0.193124658254045,-0.981174228347982,1,1,"PASS"
"ARR-0171",14,14,-0.853894061988893,0.52044685694133,1,1,"PASS"
"ARR-0171",15,15,0.783577107764567,0.621294548654111,1,1,"PASS"
"ARR-0171",16,16,-1,1.22464679914735e-16,1,1,"PASS"
"ARR-0171",17,17,0.34574104434878,0.938329968749062,1,1,"PASS"
"ARR-0171",18,18,0.76092626050523,-0.648838366678117,1,1,"PASS"
"ARR-0171",19,19,-0.871907924307759,-0.489669859731365,1,1,"PASS"
"ARR-0171",20,20,-0.158017547852947,0.987436304057402,1,1,"PASS"
"ARR-0171",21,21,0.981174228347982,-0.193124658254045,1,1,"PASS"
"ARR-0171",22,22,-0.52044685694133,-0.853894061988893,1,1,"PASS"
"ARR-0171",23,23,-0.621294548654111,0.783577107764567,1,1,"PASS"
"ARR-0171",24,24,-1.83697019872103e-16,-1,1,1,"PASS"
"ARR-0171",25,25,-0.938329968749062,0.34574104434878,1,1,"PASS"
"ARR-0171",26,26,0.648838366678117,0.76092626050523,1,1,"PASS"
"ARR-0171",27,27,0.489669859731365,-0.871907924307759,1,1,"PASS"
"ARR-0171",28,28,-0.987436304057402,-0.158017547852948,1,1,"PASS"
"ARR-0171",29,29,0.193124658254045,0.981174228347982,1,1,"PASS"
"ARR-0171",30,30,0.853894061988893,-0.52044685694133,1,1,"PASS"
"ARR-0171",31,31,-0.783577107764567,-0.621294548654111,1,1,"PASS"
"ARR-0171",32,32,1,-2.44929359829471e-16,1,1,"PASS"
"ARR-0171",33,33,-0.34574104434878,-0.938329968749061,1,1,"PASS"
"ARR-0171",34,34,-0.76092626050523,0.648838366678117,1,1,"PASS"
"ARR-0171",35,35,0.871907924307759,0.489669859731365,1,1,"PASS"
"ARR-0171",36,36,0.158017547852948,-0.987436304057402,1,1,"PASS"
"ARR-0171",37,37,-0.981174228347982,0.193124658254046,1,1,"PASS"
"ARR-0171",38,38,0.52044685694133,0.853894061988893,1,1,"PASS"
"ARR-0171",39,39,0.621294548654111,-0.783577107764567,1,1,"PASS"
"ARR-0171",40,40,3.06161699786838e-16,1,1,1,"PASS"
"ARR-0171",41,41,0.938329968749061,-0.345741044348781,1,1,"PASS"
"ARR-0171",42,42,-0.648838366678117,-0.76092626050523,1,1,"PASS"
"ARR-0171",43,43,-0.489669859731365,0.871907924307759,1,1,"PASS"
"ARR-0171",44,44,0.987436304057402,0.158017547852948,1,1,"PASS"
"ARR-0171",45,45,-0.193124658254046,-0.981174228347982,1,1,"PASS"
"ARR-0171",46,46,-0.853894061988893,0.52044685694133,1,1,"PASS"
"ARR-0171",47,47,0.783577107764567,0.621294548654111,1,1,"PASS"
"ARR-0171",48,48,-1,3.67394039744206e-16,1,1,"PASS"
"ARR-0171",49,49,0.345741044348781,0.938329968749061,1,1,"PASS"
"ARR-0171",50,50,0.76092626050523,-0.648838366678117,1,1,"PASS"
"ARR-0171",51,51,-0.871907924307759,-0.489669859731365,1,1,"PASS"
"ARR-0171",52,52,-0.158017547852948,0.987436304057402,1,1,"PASS"
"ARR-0171",53,53,0.981174228347982,-0.193124658254046,1,1,"PASS"
"ARR-0171",54,54,-0.52044685694133,-0.853894061988893,1,1,"PASS"
"ARR-0171",55,55,-0.621294548654111,0.783577107764567,1,1,"PASS"
"ARR-0171",56,56,-4.28626379701574e-16,-1,1,1,"PASS"
"ARR-0171",57,57,-0.938329968749061,0.345741044348781,1,1,"PASS"
"ARR-0171",58,58,0.648838366678117,0.76092626050523,1,1,"PASS"
"ARR-0171",59,59,0.489669859731365,-0.871907924307759,1,1,"PASS"
"ARR-0171",60,60,-0.987436304057402,-0.158017547852948,1,1,"PASS"
"ARR-0171",61,61,0.193124658254046,0.981174228347982,1,1,"PASS"
"ARR-0171",62,62,0.853894061988892,-0.52044685694133,1,1,"PASS"
"ARR-0171",63,63,-0.783577107764567,-0.621294548654111,1,1,"PASS"
"ARR-0172",0,0,1,0,1,1,"PASS"
"ARR-0172",1,1,0.444015840326213,-0.896018935926807,1,1,"PASS"
"ARR-0172",2,2,-0.605699867078813,-0.795693201567481,1,1,"PASS"
"ARR-0172",3,3,-0.981896511259163,0.189418164855127,1,1,"PASS"
"ARR-0172",4,4,-0.266255342041416,0.963902532849877,1,1,"PASS"
"ARR-0172",5,5,0.745453332383438,0.666557821376681,1,1,"PASS"
"ARR-0172",6,6,0.928241517645832,-0.371978070480724,1,1,"PASS"
"ARR-0172",7,7,0.0788545425829492,-0.996886132471524,1,1,"PASS"
"ARR-0172",8,8,-0.912724198102178,0.408576233032143,1,1,"PASS"
"ARR-0172",9,9,-0.0391719602399637,0.999232484225247,1,1,"PASS"
"ARR-0172",10,10,0.877938256415833,0.478773869296902,1,1,"PASS"
"ARR-0172",11,11,0.818808945593977,-0.574066120421054,1,1,"PASS"
"ARR-0172",12,12,-0.150809972326773,-0.988562771020029,1,1,"PASS"
"ARR-0172",13,13,-0.952732978778466,-0.303808938558282,1,1,"PASS"
"ARR-0172",14,14,-0.695247096030861,0.718770808714888,1,1,"PASS"
"ARR-0172",15,15,0.335331531621461,0.942100187825268,1,1,"PASS"
"ARR-0172",16,16,0.666130923602528,-0.745834829315743,1,1,"PASS"
"ARR-0172",17,17,-0.372509448329991,-0.928028399837465,1,1,"PASS"
"ARR-0172",18,18,-0.996931115061917,-0.0782837902851032,1,1,"PASS"
"ARR-0172",19,19,-0.512796965273141,0.858509913982743,1,1,"PASS"
"ARR-0172",20,20,0.541551164156946,0.840667792055968,1,1,"PASS"
"ARR-0172",21,21,0.993711555738712,-0.111970281732917,1,1,"PASS"
"ARR-0172",22,22,0.340896178769439,-0.940100949526376,1,1,"PASS"
"ARR-0172",23,23,-0.690984949178096,-0.722869144457933,1,1,"PASS"
"ARR-0172",24,24,-0.303263428050183,0.952906759975629,1,1,"PASS"
"ARR-0172",25,25,0.719168735264914,0.694835469890149,1,1,"PASS"
"ARR-0172",26,26,0.941908048700164,-0.335870849872163,1,1,"PASS"
"ARR-0172",27,27,0.11727545224234,-0.993099425184284,1,1,"PASS"
"ARR-0172",28,28,-0.837763731746126,-0.546032901729195,1,1,"PASS"
"ARR-0172",29,29,-0.861236186934501,0.508204909770185,1,1,"PASS"
"ARR-0172",30,30,0.0729587132239946,0.997334961868228,1,1,"PASS"
"ARR-0172",31,31,0.926025835657042,0.377460132591081,1,1,"PASS"
"ARR-0172",32,32,-0.112539185240887,-0.993647287414059,1,1,"PASS"
"ARR-0172",33,33,-0.940295966059663,-0.340357894299405,1,1,"PASS"
"ARR-0172",34,34,-0.722473421809772,0.691398694516036,1,1,"PASS"
"ARR-0172",35,35,0.298716679063222,0.954341838991375,1,1,"PASS"
"ARR-0172",36,36,0.987743296357196,0.156087092680402,1,1,"PASS"
"ARR-0172",37,37,0.578430660454027,-0.815731555750247,1,1,"PASS"
"ARR-0172",38,38,-0.474078544813314,-0.880482557094512,1,1,"PASS"
"ARR-0172",39,39,-0.99942742736585,0.0338351507884607,1,1,"PASS"
