RunId,ScenarioName,CellId,Slot,Frame,SampleRateHz,CarrierFrequencyHz,SCSCommonKHz,SSBPattern,SSBIndex,TimingOffsetSamples,FrequencyOffsetHz,BCHCrcPass,MIBDecoded,PDCCHConfigSIB1,CORESET0Present,CORESET0RBStart,CORESET0NumRB,CORESET0DurationSymbols,SearchSpace0ID,PDCCHCandidatesAttempted,DCIBlindDecodeSuccess,DCICrcPass,DCIRNTI,DCIFormat,DCIPayloadHex,WrongRNTIRejectCount,NoSignalRejectCount,FalseCandidateCount,PDSCHRBStart,PDSCHNumRB,PDSCHSymbolStart,PDSCHNumSymbols,PDSCHModulation,PDSCHDMRSOk,DLSCHCrcPass,SIB1PayloadNumBits,SIB1PayloadHashRx,SIB1ASN1DecodeOk,SIB1RxTreeHash,SIB1TreeEqual,ProxyUsed,Skipped,UsedOracleFields,StrictOk,Status,FailureReason
"sib1_runtime_waveform","lls_sib1_strict_mini_anchor",1,0,0,122880000,4000000000,30,"Case B",2,70272,0,1,1,0,1,0,24,2,0,3,1,1,65535,"1_0","188700000000",0,0,0,0,24,2,12,"QPSK",1,1,464,"a83ff171d72f78c11722cdd2b0562580ed0baa9392c09f1436a43d5abdf5d602",1,"0f209b2084b0cbcc36e40eb0683902a4d179237fadfeae5d2afa15d1ab97b6f0",0,0,0,"",1,"PASS",""
