RunId,ScenarioName,IssueId,StrictOk,Status,FailureReason,RxPayloadHash,RxTreeHash,TreeEqual,SupportedProfile
"sib1_runtime_waveform","lls_sib1_strict_mini_anchor","AUD-015",1,"PASS","","a83ff171d72f78c11722cdd2b0562580ed0baa9392c09f1436a43d5abdf5d602","0f209b2084b0cbcc36e40eb0683902a4d179237fadfeae5d2afa15d1ab97b6f0",0,"sixgr_sib1_anchor_profile_v1"
