timestamp_sim_ms,entity_type,entity_id,direction,tx_power_dBm,rx_power_est_dBm,active_bw_fraction,active_rank,active_txru_count,scheduled_ues,control_monitoring_load,state,power_est_mW_or_W,power_estimate_value,power_estimate_unit,power_value_role,power_value_source,power_value_status,energy_increment_mJ,cumulative_energy_J,useful_bits,energy_per_bit_nJ,energy_value_role,energy_value_source,energy_value_status,transition_from_state,transition_to_state,transition_time_us,transition_energy_uJ,run_id,run_tag,scenario_id,scenario_variant_id,config_hash,code_commit,seed,drop_id,frame,slot,symbol,site_id,sector_id,cell_id,ue_id,bwp_id,carrier_id,beam_id,layer_id,stream_id,harq_id,block_id,pipeline_id,producer_module,status_code,status_classification,source_artifact_ref,source_tensor_ref,derived_flag,active_flag
63,"cell",1,"DL",46,NaN,0.0989010989010989,2,2,NaN,1,"active_tx",319.327323454845,319.327323454845,"W","derived","rf/csv/energy_timeline_trace.csv:Power_W","OK",159.663661727423,0.159663661727423,2024,78885.2083633513,"derived","rf/csv/energy_timeline_trace.csv:Energy_J,SuccessfulBits","OK","","",NaN,NaN,1,"webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","2756cfb",104729,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"not_applicable","not_applicable","sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildPowerEnergyTable","implemented","runtime_energy_trace","rf/csv/energy_timeline_trace.csv","not_applicable",1,1
63,"ue",3,"DL",NaN,-77.5756,0.0989010989010989,2,0,NaN,0,"active_rx",1.5,1.5,"W","derived","rf/csv/energy_timeline_trace.csv:Power_W","OK",0.75,0.00075,2024,370.553359683794,"derived","rf/csv/energy_timeline_trace.csv:Energy_J,SuccessfulBits","OK","","",NaN,NaN,1,"webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","2756cfb",104729,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"not_applicable","not_applicable","sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildPowerEnergyTable","implemented","runtime_energy_trace","rf/csv/energy_timeline_trace.csv","not_applicable",1,1
63,"cell",1,"DL",46,NaN,0.0989010989010989,2,2,NaN,1,"active_tx",319.327323454845,319.327323454845,"W","derived","rf/csv/energy_timeline_trace.csv:Power_W","OK",159.663661727423,0.319327323454846,2024,78885.2083633513,"derived","rf/csv/energy_timeline_trace.csv:Energy_J,SuccessfulBits","OK","","",NaN,NaN,1,"webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","2756cfb",104729,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"not_applicable","not_applicable","sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildPowerEnergyTable","implemented","runtime_energy_trace","rf/csv/energy_timeline_trace.csv","not_applicable",1,1
63,"ue",5,"DL",NaN,-96.4942,0.0989010989010989,2,0,NaN,0,"active_rx",1.5,1.5,"W","derived","rf/csv/energy_timeline_trace.csv:Power_W","OK",0.75,0.00075,2024,370.553359683794,"derived","rf/csv/energy_timeline_trace.csv:Energy_J,SuccessfulBits","OK","","",NaN,NaN,1,"webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","2756cfb",104729,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"not_applicable","not_applicable","sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildPowerEnergyTable","implemented","runtime_energy_trace","rf/csv/energy_timeline_trace.csv","not_applicable",1,1
63,"cell",1,"DL",46,NaN,0.0989010989010989,2,2,NaN,1,"active_tx",319.327323454845,319.327323454845,"W","derived","rf/csv/energy_timeline_trace.csv:Power_W","OK",159.663661727423,0.478990985182269,2024,78885.2083633513,"derived","rf/csv/energy_timeline_trace.csv:Energy_J,SuccessfulBits","OK","","",NaN,NaN,1,"webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","2756cfb",104729,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"not_applicable","not_applicable","sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildPowerEnergyTable","implemented","runtime_energy_trace","rf/csv/energy_timeline_trace.csv","not_applicable",1,1
63,"ue",7,"DL",NaN,-92.8605,0.0989010989010989,2,0,NaN,0,"active_rx",1.5,1.5,"W","derived","rf/csv/energy_timeline_trace.csv:Power_W","OK",0.75,0.00075,2024,370.553359683794,"derived","rf/csv/energy_timeline_trace.csv:Energy_J,SuccessfulBits","OK","","",NaN,NaN,1,"webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","2756cfb",104729,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"not_applicable","not_applicable","sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildPowerEnergyTable","implemented","runtime_energy_trace","rf/csv/energy_timeline_trace.csv","not_applicable",1,1
63,"cell",1,"DL",46,NaN,0.0989010989010989,2,2,NaN,1,"active_tx",319.327323454845,319.327323454845,"W","derived","rf/csv/energy_timeline_trace.csv:Power_W","OK",159.663661727423,0.638654646909692,2024,78885.2083633513,"derived","rf/csv/energy_timeline_trace.csv:Energy_J,SuccessfulBits","OK","","",NaN,NaN,1,"webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","2756cfb",104729,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"not_applicable","not_applicable","sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildPowerEnergyTable","implemented","runtime_energy_trace","rf/csv/energy_timeline_trace.csv","not_applicable",1,1
63,"ue",9,"DL",NaN,-104.8529,0.0989010989010989,2,0,NaN,0,"active_rx",1.5,1.5,"W","derived","rf/csv/energy_timeline_trace.csv:Power_W","OK",0.75,0.00075,2024,370.553359683794,"derived","rf/csv/energy_timeline_trace.csv:Energy_J,SuccessfulBits","OK","","",NaN,NaN,1,"webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","2756cfb",104729,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"not_applicable","not_applicable","sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildPowerEnergyTable","implemented","runtime_energy_trace","rf/csv/energy_timeline_trace.csv","not_applicable",1,1
63,"cell",1,"DL",46,NaN,0.0989010989010989,2,2,NaN,1,"active_tx",319.327323454845,319.327323454845,"W","derived","rf/csv/energy_timeline_trace.csv:Power_W","OK",159.663661727423,0.798318308637115,2024,78885.2083633513,"derived","rf/csv/energy_timeline_trace.csv:Energy_J,SuccessfulBits","OK","","",NaN,NaN,1,"webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","2756cfb",104729,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"not_applicable","not_applicable","sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildPowerEnergyTable","implemented","runtime_energy_trace","rf/csv/energy_timeline_trace.csv","not_applicable",1,1
63,"ue",14,"DL",NaN,-107.5467,0.0989010989010989,2,0,NaN,0,"active_rx",1.5,1.5,"W","derived","rf/csv/energy_timeline_trace.csv:Power_W","OK",0.75,0.00075,2024,370.553359683794,"derived","rf/csv/energy_timeline_trace.csv:Energy_J,SuccessfulBits","OK","","",NaN,NaN,1,"webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","2756cfb",104729,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"not_applicable","not_applicable","sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildPowerEnergyTable","implemented","runtime_energy_trace","rf/csv/energy_timeline_trace.csv","not_applicable",1,1
