run_id,chart_name,direction,ue_index,frame,sfn,slot,cell_id,tb_id,layer_index,codeword_index,OFDMSymbolIndex,sample_count,error_energy,reference_energy,peak_error_power,input_normalization,comparison_domain,symbol_ordering,symbol_ordering_status,measured_sample_source,symbol_coordinate_domain,measurement_scope,evm_normalization,source_table_logical_path,rms_evm_pct,peak_evm_pct
tp05836803_76f8_4bf0_b914_cd576cea1308,PUSCH EVM per symbol,UL,1,1,0,10,1,1,1,0,1,287,0.0002364887772260997,287.00000000000006,1.0540777758313452e-05,receiver_equalized_symbols_average_reference_power_no_payload_fit,layer,matrix_column_major_matches_nr_resource_indices,matched_layer_domain_same_shape,raw_receiver_equalized_before_reporter_payload_fit,layer_resource_elements,full_allocation_paired_symbols,average_reference_signal_power_in_bucket,air_interface/csv/ul_constellation_samples.csv,0.09077459490985773,0.3246656396712385
tp05836803_76f8_4bf0_b914_cd576cea1308,PUSCH EVM per symbol,UL,1,1,0,10,1,1,1,0,2,300,0.00025044248330194564,300.00000000000006,1.1436349375528664e-05,receiver_equalized_symbols_average_reference_power_no_payload_fit,layer,matrix_column_major_matches_nr_resource_indices,matched_layer_domain_same_shape,raw_receiver_equalized_before_reporter_payload_fit,layer_resource_elements,full_allocation_paired_symbols,average_reference_signal_power_in_bucket,air_interface/csv/ul_constellation_samples.csv,0.09136784323125681,0.33817671971217445
tp05836803_76f8_4bf0_b914_cd576cea1308,PUSCH EVM per symbol,UL,1,1,0,10,1,1,1,0,4,300,0.00024913154549896044,300.00000000000006,8.242044056387175e-06,receiver_equalized_symbols_average_reference_power_no_payload_fit,layer,matrix_column_major_matches_nr_resource_indices,matched_layer_domain_same_shape,raw_receiver_equalized_before_reporter_payload_fit,layer_resource_elements,full_allocation_paired_symbols,average_reference_signal_power_in_bucket,air_interface/csv/ul_constellation_samples.csv,0.09112839760450826,0.2870896037195909
tp05836803_76f8_4bf0_b914_cd576cea1308,PUSCH EVM per symbol,UL,1,1,0,10,1,1,1,0,5,287,0.00026818556103843597,287.00000000000006,1.3588186619493184e-05,receiver_equalized_symbols_average_reference_power_no_payload_fit,layer,matrix_column_major_matches_nr_resource_indices,matched_layer_domain_same_shape,raw_receiver_equalized_before_reporter_payload_fit,layer_resource_elements,full_allocation_paired_symbols,average_reference_signal_power_in_bucket,air_interface/csv/ul_constellation_samples.csv,0.09666666765481043,0.3686215758673545
tp05836803_76f8_4bf0_b914_cd576cea1308,PUSCH EVM per symbol,UL,1,1,0,10,1,1,1,0,6,300,0.00026743730854349504,300.00000000000006,1.067401534575105e-05,receiver_equalized_symbols_average_reference_power_no_payload_fit,layer,matrix_column_major_matches_nr_resource_indices,matched_layer_domain_same_shape,raw_receiver_equalized_before_reporter_payload_fit,layer_resource_elements,full_allocation_paired_symbols,average_reference_signal_power_in_bucket,air_interface/csv/ul_constellation_samples.csv,0.09441703740030097,0.32671111621356025
tp05836803_76f8_4bf0_b914_cd576cea1308,PUSCH EVM per symbol,UL,1,1,0,10,1,1,1,0,7,287,0.0002677536551427276,287.00000000000006,1.4841131172836777e-05,receiver_equalized_symbols_average_reference_power_no_payload_fit,layer,matrix_column_major_matches_nr_resource_indices,matched_layer_domain_same_shape,raw_receiver_equalized_before_reporter_payload_fit,layer_resource_elements,full_allocation_paired_symbols,average_reference_signal_power_in_bucket,air_interface/csv/ul_constellation_samples.csv,0.09658879670837808,0.3852418872972768
tp05836803_76f8_4bf0_b914_cd576cea1308,PUSCH EVM per symbol,UL,1,1,0,10,1,1,1,0,8,300,0.0003343705686029015,300.00000000000006,1.3660142986472522e-05,receiver_equalized_symbols_average_reference_power_no_payload_fit,layer,matrix_column_major_matches_nr_resource_indices,matched_layer_domain_same_shape,raw_receiver_equalized_before_reporter_payload_fit,layer_resource_elements,full_allocation_paired_symbols,average_reference_signal_power_in_bucket,air_interface/csv/ul_constellation_samples.csv,0.10557312925217625,0.3695963066167264
tp05836803_76f8_4bf0_b914_cd576cea1308,PUSCH EVM per symbol,UL,1,1,0,10,1,1,1,0,9,287,0.00037092069769790765,287.00000000000006,1.606460999880643e-05,receiver_equalized_symbols_average_reference_power_no_payload_fit,layer,matrix_column_major_matches_nr_resource_indices,matched_layer_domain_same_shape,raw_receiver_equalized_before_reporter_payload_fit,layer_resource_elements,full_allocation_paired_symbols,average_reference_signal_power_in_bucket,air_interface/csv/ul_constellation_samples.csv,0.11368406274354516,0.40080681130447904
tp05836803_76f8_4bf0_b914_cd576cea1308,PUSCH EVM per symbol,UL,1,1,0,10,1,1,1,0,10,300,0.00038490703719032003,300.00000000000006,1.6709574692454075e-05,receiver_equalized_symbols_average_reference_power_no_payload_fit,layer,matrix_column_major_matches_nr_resource_indices,matched_layer_domain_same_shape,raw_receiver_equalized_before_reporter_payload_fit,layer_resource_elements,full_allocation_paired_symbols,average_reference_signal_power_in_bucket,air_interface/csv/ul_constellation_samples.csv,0.1132706253757375,0.4087734665123713
tp05836803_76f8_4bf0_b914_cd576cea1308,PUSCH EVM per symbol,UL,1,1,0,10,1,1,1,0,11,287,0.00039199140952715265,287.00000000000006,1.1592690872595627e-05,receiver_equalized_symbols_average_reference_power_no_payload_fit,layer,matrix_column_major_matches_nr_resource_indices,matched_layer_domain_same_shape,raw_receiver_equalized_before_reporter_payload_fit,layer_resource_elements,full_allocation_paired_symbols,average_reference_signal_power_in_bucket,air_interface/csv/ul_constellation_samples.csv,0.1168684613818221,0.34048040872560675
tp05836803_76f8_4bf0_b914_cd576cea1308,PUSCH EVM per symbol,UL,1,1,0,10,1,1,1,0,12,300,0.00046663801183834916,300.00000000000006,1.4632024338439817e-05,receiver_equalized_symbols_average_reference_power_no_payload_fit,layer,matrix_column_major_matches_nr_resource_indices,matched_layer_domain_same_shape,raw_receiver_equalized_before_reporter_payload_fit,layer_resource_elements,full_allocation_paired_symbols,average_reference_signal_power_in_bucket,air_interface/csv/ul_constellation_samples.csv,0.12471808367118073,0.3825182915683878
tp05836803_76f8_4bf0_b914_cd576cea1308,PUSCH EVM per symbol,UL,1,1,0,10,1,1,1,0,13,287,0.00053602692256432,287.00000000000006,2.2864497294063645e-05,receiver_equalized_symbols_average_reference_power_no_payload_fit,layer,matrix_column_major_matches_nr_resource_indices,matched_layer_domain_same_shape,raw_receiver_equalized_before_reporter_payload_fit,layer_resource_elements,full_allocation_paired_symbols,average_reference_signal_power_in_bucket,air_interface/csv/ul_constellation_samples.csv,0.13666344155112042,0.478168352090178
