run_id,chart_name,direction,ue_index,frame,sfn,slot,cell_id,tb_id,grant_id,mcs,layers,crc_pass,sinr_db,sinr_source_field,sinr_measurement_source,sinr_value_status,sinr_measurement_domain,throughput_mbps,goodput_mbps,throughput_value_status,goodput_value_status,rate_semantics,measurement_scope,value_status,source_truth_status,source_table_logical_path,source_row_index
tp05836803_76f8_4bf0_b914_cd576cea1308,throughput vs SINR,UL,1,1,0,10,1,,,4,1,1,45.0,PostEqSINR_dB,post_equalization_sinr_from_pusch_codebook_effective_channel,OK_dynamic_range_limited,,2.152,2.152,available,available,scheduled_TB_bitrate_and_runtime_goodput,individual_runtime_trial_not_sweep_curve,available,real_lls_evidence,air_interface/csv/ul_pusch_trials.csv,1
