ScenarioId,ConfigSHA256,SNRIndex,TrialIndex,TargetSNRdB,MeasuredSNRdB,BitSeed,NoiseSeed,ChannelSeed,TransportBlockSizeBits,BitErrors,CRCError,ACK,DataREPerLayer,DMRSRE,PTRSRE,ReservedRE,CodedBitsG,ModulationOrder,TargetCodeRate,NumLayers,NumTxPorts,NumRxAntennas,SignalEnergyPerOccupiedRE,RequestedGridNoiseVariance,MeasuredGridNoiseVariance,SampleNoiseVariance,SampleToGridNoiseGain,FFTSize,ActiveSubcarriers,WaveformSamples,ChannelModel,ChannelRealizationSource,TrueChannelGridAvailable,TrueChannelGridVariance,TrueChannelGridSHA256,ChannelTimingOffsetSamples,MaximumDopplerHz,ChannelEstimationMode,ChannelEstimateSource,ChannelEstimateEngine,Equalizer,LLRSource,LDPCSource,CRCSource,TxProcessChain,RxProcessChain,RuntimeSeconds
pusch_awgn_qpsk_reference_smoke,42277a25205f79b4dada86a257c91eb1d8bbfa1ae6fb7aa2a1a9038874459a72,1,1,-10,-9.95045456159931,1357734653,1297073475,2113857542,2280,978,1,0,3888,144,0,0,7776,2,0.3,1,1,1,1,10,9.8865656863869,0.009765625,1024,1024,612,15360,AWGN,explicit_unit_flat_channel,1,0,3cf98aa1dd843a46408eb3a9252e02ea9f7d3cfac3d8e69690fd9ecc1db42787,0,0,perfect,pusch_dmrs_channel_estimate,unit-flat-shortcut,MMSE,nrPUSCHDecode_soft_llr,sixgr_phy_actual_ldpc_rate_recovery_decode,decoded_transport_block_crc,tb_crc_ldpc_rate_match_scramble_qam_layers_precoding_grid_dmrs_ofdm,ofdm_channel_estimate_equalize_soft_llr_rate_recover_ldpc_tb_crc,6.6950159
pusch_awgn_qpsk_reference_smoke,42277a25205f79b4dada86a257c91eb1d8bbfa1ae6fb7aa2a1a9038874459a72,1,2,-10,-10.0072364611189,3667248339,204651866,153296974,2280,928,1,0,3888,144,0,0,7776,2,0.3,1,1,1,1,10,10.0166764572697,0.009765625,1024,1024,612,15360,AWGN,explicit_unit_flat_channel,1,0,3cf98aa1dd843a46408eb3a9252e02ea9f7d3cfac3d8e69690fd9ecc1db42787,0,0,perfect,pusch_dmrs_channel_estimate,unit-flat-shortcut,MMSE,nrPUSCHDecode_soft_llr,sixgr_phy_actual_ldpc_rate_recovery_decode,decoded_transport_block_crc,tb_crc_ldpc_rate_match_scramble_qam_layers_precoding_grid_dmrs_ofdm,ofdm_channel_estimate_equalize_soft_llr_rate_recover_ldpc_tb_crc,0.8809665
pusch_awgn_qpsk_reference_smoke,42277a25205f79b4dada86a257c91eb1d8bbfa1ae6fb7aa2a1a9038874459a72,1,3,-10,-9.95573187424382,2556111097,1375383568,181914767,2280,911,1,0,3888,144,0,0,7776,2,0.3,1,1,1,1,10,9.89858661065531,0.009765625,1024,1024,612,15360,AWGN,explicit_unit_flat_channel,1,0,3cf98aa1dd843a46408eb3a9252e02ea9f7d3cfac3d8e69690fd9ecc1db42787,0,0,perfect,pusch_dmrs_channel_estimate,unit-flat-shortcut,MMSE,nrPUSCHDecode_soft_llr,sixgr_phy_actual_ldpc_rate_recovery_decode,decoded_transport_block_crc,tb_crc_ldpc_rate_match_scramble_qam_layers_precoding_grid_dmrs_ofdm,ofdm_channel_estimate_equalize_soft_llr_rate_recover_ldpc_tb_crc,0.7413669
pusch_awgn_qpsk_reference_smoke,42277a25205f79b4dada86a257c91eb1d8bbfa1ae6fb7aa2a1a9038874459a72,2,1,0,-0.00194272558481786,3310132685,1661700809,1742945434,2280,0,0,1,3888,144,0,0,7776,2,0.3,1,1,1,1,1,1.00044742916372,0.0009765625,1024,1024,612,15360,AWGN,explicit_unit_flat_channel,1,0,3cf98aa1dd843a46408eb3a9252e02ea9f7d3cfac3d8e69690fd9ecc1db42787,0,0,perfect,pusch_dmrs_channel_estimate,unit-flat-shortcut,MMSE,nrPUSCHDecode_soft_llr,sixgr_phy_actual_ldpc_rate_recovery_decode,decoded_transport_block_crc,tb_crc_ldpc_rate_match_scramble_qam_layers_precoding_grid_dmrs_ofdm,ofdm_channel_estimate_equalize_soft_llr_rate_recover_ldpc_tb_crc,0.590407
pusch_awgn_qpsk_reference_smoke,42277a25205f79b4dada86a257c91eb1d8bbfa1ae6fb7aa2a1a9038874459a72,2,2,0,0.0220712455548466,2997474731,1208388776,2202107935,2280,0,0,1,3888,144,0,0,7776,2,0.3,1,1,1,1,1,0.994930799881557,0.0009765625,1024,1024,612,15360,AWGN,explicit_unit_flat_channel,1,0,3cf98aa1dd843a46408eb3a9252e02ea9f7d3cfac3d8e69690fd9ecc1db42787,0,0,perfect,pusch_dmrs_channel_estimate,unit-flat-shortcut,MMSE,nrPUSCHDecode_soft_llr,sixgr_phy_actual_ldpc_rate_recovery_decode,decoded_transport_block_crc,tb_crc_ldpc_rate_match_scramble_qam_layers_precoding_grid_dmrs_ofdm,ofdm_channel_estimate_equalize_soft_llr_rate_recover_ldpc_tb_crc,1.1238588
pusch_awgn_qpsk_reference_smoke,42277a25205f79b4dada86a257c91eb1d8bbfa1ae6fb7aa2a1a9038874459a72,2,3,0,0.0371756110846966,2465719585,1086854575,2893896697,2280,0,0,1,3888,144,0,0,7776,2,0.3,1,1,1,1,1,0.991476531702406,0.0009765625,1024,1024,612,15360,AWGN,explicit_unit_flat_channel,1,0,3cf98aa1dd843a46408eb3a9252e02ea9f7d3cfac3d8e69690fd9ecc1db42787,0,0,perfect,pusch_dmrs_channel_estimate,unit-flat-shortcut,MMSE,nrPUSCHDecode_soft_llr,sixgr_phy_actual_ldpc_rate_recovery_decode,decoded_transport_block_crc,tb_crc_ldpc_rate_match_scramble_qam_layers_precoding_grid_dmrs_ofdm,ofdm_channel_estimate_equalize_soft_llr_rate_recover_ldpc_tb_crc,0.2234184
pusch_awgn_qpsk_reference_smoke,42277a25205f79b4dada86a257c91eb1d8bbfa1ae6fb7aa2a1a9038874459a72,2,4,0,-0.0358285855158531,4093813029,4193301725,520945259,2280,0,0,1,3888,144,0,0,7776,2,0.3,1,1,1,1,1,1.00828396036761,0.0009765625,1024,1024,612,15360,AWGN,explicit_unit_flat_channel,1,0,3cf98aa1dd843a46408eb3a9252e02ea9f7d3cfac3d8e69690fd9ecc1db42787,0,0,perfect,pusch_dmrs_channel_estimate,unit-flat-shortcut,MMSE,nrPUSCHDecode_soft_llr,sixgr_phy_actual_ldpc_rate_recovery_decode,decoded_transport_block_crc,tb_crc_ldpc_rate_match_scramble_qam_layers_precoding_grid_dmrs_ofdm,ofdm_channel_estimate_equalize_soft_llr_rate_recover_ldpc_tb_crc,0.1743653
pusch_awgn_qpsk_reference_smoke,42277a25205f79b4dada86a257c91eb1d8bbfa1ae6fb7aa2a1a9038874459a72,2,5,0,-0.0339790021837074,3571902073,1608629315,3823846562,2280,0,0,1,3888,144,0,0,7776,2,0.3,1,1,1,1,1,1.00785464150076,0.0009765625,1024,1024,612,15360,AWGN,explicit_unit_flat_channel,1,0,3cf98aa1dd843a46408eb3a9252e02ea9f7d3cfac3d8e69690fd9ecc1db42787,0,0,perfect,pusch_dmrs_channel_estimate,unit-flat-shortcut,MMSE,nrPUSCHDecode_soft_llr,sixgr_phy_actual_ldpc_rate_recovery_decode,decoded_transport_block_crc,tb_crc_ldpc_rate_match_scramble_qam_layers_precoding_grid_dmrs_ofdm,ofdm_channel_estimate_equalize_soft_llr_rate_recover_ldpc_tb_crc,0.1729101
pusch_awgn_qpsk_reference_smoke,42277a25205f79b4dada86a257c91eb1d8bbfa1ae6fb7aa2a1a9038874459a72,2,6,0,-0.105143868768729,2691050924,1734535264,2293902973,2280,0,0,1,3888,144,0,0,7776,2,0.3,1,1,1,1,1,1.0245057185576,0.0009765625,1024,1024,612,15360,AWGN,explicit_unit_flat_channel,1,0,3cf98aa1dd843a46408eb3a9252e02ea9f7d3cfac3d8e69690fd9ecc1db42787,0,0,perfect,pusch_dmrs_channel_estimate,unit-flat-shortcut,MMSE,nrPUSCHDecode_soft_llr,sixgr_phy_actual_ldpc_rate_recovery_decode,decoded_transport_block_crc,tb_crc_ldpc_rate_match_scramble_qam_layers_precoding_grid_dmrs_ofdm,ofdm_channel_estimate_equalize_soft_llr_rate_recover_ldpc_tb_crc,0.1812121
pusch_awgn_qpsk_reference_smoke,42277a25205f79b4dada86a257c91eb1d8bbfa1ae6fb7aa2a1a9038874459a72,3,1,20,19.9363991971632,1797530290,685216573,2695192065,2280,0,0,1,3888,144,0,0,7776,2,0.3,1,1,1,1,0.01,0.0101475238396976,9.765625e-06,1024,1024,612,15360,AWGN,explicit_unit_flat_channel,1,0,3cf98aa1dd843a46408eb3a9252e02ea9f7d3cfac3d8e69690fd9ecc1db42787,0,0,perfect,pusch_dmrs_channel_estimate,unit-flat-shortcut,MMSE,nrPUSCHDecode_soft_llr,sixgr_phy_actual_ldpc_rate_recovery_decode,decoded_transport_block_crc,tb_crc_ldpc_rate_match_scramble_qam_layers_precoding_grid_dmrs_ofdm,ofdm_channel_estimate_equalize_soft_llr_rate_recover_ldpc_tb_crc,0.2651036
pusch_awgn_qpsk_reference_smoke,42277a25205f79b4dada86a257c91eb1d8bbfa1ae6fb7aa2a1a9038874459a72,3,2,20,20.0510799092153,3601169575,1006022608,150135830,2280,0,0,1,3888,144,0,0,7776,2,0.3,1,1,1,1,0.01,0.00988307313297768,9.765625e-06,1024,1024,612,15360,AWGN,explicit_unit_flat_channel,1,0,3cf98aa1dd843a46408eb3a9252e02ea9f7d3cfac3d8e69690fd9ecc1db42787,0,0,perfect,pusch_dmrs_channel_estimate,unit-flat-shortcut,MMSE,nrPUSCHDecode_soft_llr,sixgr_phy_actual_ldpc_rate_recovery_decode,decoded_transport_block_crc,tb_crc_ldpc_rate_match_scramble_qam_layers_precoding_grid_dmrs_ofdm,ofdm_channel_estimate_equalize_soft_llr_rate_recover_ldpc_tb_crc,0.1576001
pusch_awgn_qpsk_reference_smoke,42277a25205f79b4dada86a257c91eb1d8bbfa1ae6fb7aa2a1a9038874459a72,3,3,20,19.9496517303166,995903301,578828016,5229231,2280,0,0,1,3888,144,0,0,7776,2,0.3,1,1,1,1,0.01,0.0101166057815101,9.765625e-06,1024,1024,612,15360,AWGN,explicit_unit_flat_channel,1,0,3cf98aa1dd843a46408eb3a9252e02ea9f7d3cfac3d8e69690fd9ecc1db42787,0,0,perfect,pusch_dmrs_channel_estimate,unit-flat-shortcut,MMSE,nrPUSCHDecode_soft_llr,sixgr_phy_actual_ldpc_rate_recovery_decode,decoded_transport_block_crc,tb_crc_ldpc_rate_match_scramble_qam_layers_precoding_grid_dmrs_ofdm,ofdm_channel_estimate_equalize_soft_llr_rate_recover_ldpc_tb_crc,0.1732439
pusch_awgn_qpsk_reference_smoke,42277a25205f79b4dada86a257c91eb1d8bbfa1ae6fb7aa2a1a9038874459a72,3,4,20,19.9880127653568,982388283,3508855319,2119909584,2280,0,0,1,3888,144,0,0,7776,2,0.3,1,1,1,1,0.01,0.0100276397553599,9.765625e-06,1024,1024,612,15360,AWGN,explicit_unit_flat_channel,1,0,3cf98aa1dd843a46408eb3a9252e02ea9f7d3cfac3d8e69690fd9ecc1db42787,0,0,perfect,pusch_dmrs_channel_estimate,unit-flat-shortcut,MMSE,nrPUSCHDecode_soft_llr,sixgr_phy_actual_ldpc_rate_recovery_decode,decoded_transport_block_crc,tb_crc_ldpc_rate_match_scramble_qam_layers_precoding_grid_dmrs_ofdm,ofdm_channel_estimate_equalize_soft_llr_rate_recover_ldpc_tb_crc,0.2054935
pusch_awgn_qpsk_reference_smoke,42277a25205f79b4dada86a257c91eb1d8bbfa1ae6fb7aa2a1a9038874459a72,3,5,20,20.0958196047973,3284360277,2562905581,283934961,2280,0,0,1,3888,144,0,0,7776,2,0.3,1,1,1,1,0.01,0.00978178334591508,9.765625e-06,1024,1024,612,15360,AWGN,explicit_unit_flat_channel,1,0,3cf98aa1dd843a46408eb3a9252e02ea9f7d3cfac3d8e69690fd9ecc1db42787,0,0,perfect,pusch_dmrs_channel_estimate,unit-flat-shortcut,MMSE,nrPUSCHDecode_soft_llr,sixgr_phy_actual_ldpc_rate_recovery_decode,decoded_transport_block_crc,tb_crc_ldpc_rate_match_scramble_qam_layers_precoding_grid_dmrs_ofdm,ofdm_channel_estimate_equalize_soft_llr_rate_recover_ldpc_tb_crc,0.163797
