RunID,CaseID,A,E,CodingScheme,CRCBits,Segmentation,CodeBlocks,RateMatchingDigest,RoundTripBitErrors,IndependentMismatchCount,Status,RoundTripExecutionE,RoundTripStatus
PUCCH_PHASE05_R18,COD-011,2,128,SMALL_BLOCK_1_2,0,false,1,81e0d43d727adcc6f7683eab3c5ed6b94aa9d936664b9cd038480ee6ec7079fc,0,0,PASS,2048,executed_production_encoder_decoder
PUCCH_PHASE05_R18,COD-012,2,512,SMALL_BLOCK_1_2,0,false,1,18aefd09e833f3cb77fc7250b3859796527c55d95189d48ce6d031f5f4a1824b,0,0,PASS,2048,executed_production_encoder_decoder
PUCCH_PHASE05_R18,COD-013,2,1088,SMALL_BLOCK_1_2,0,false,1,1e1127b7fb9d7450db232f8ccb69ef4066e0420750735f0a80913774cc5f2dbb,0,0,PASS,2048,executed_production_encoder_decoder
PUCCH_PHASE05_R18,COD-014,2,2048,SMALL_BLOCK_1_2,0,false,1,363ea420e826d6fdd5907fd543c9a17d9129f53302f13e7dbacb6ef799e954ee,0,0,PASS,2048,executed_production_encoder_decoder
PUCCH_PHASE05_R18,COD-015,3,31,SMALL_BLOCK_3_11,0,false,1,3d2a45c32c07a46ccc62a642bf64ae9394ad324c020bfdbd798509f56c78b55d,0,0,PASS,2048,executed_production_encoder_decoder
PUCCH_PHASE05_R18,COD-016,3,64,SMALL_BLOCK_3_11,0,false,1,f5b0b66afdbc806a65834df93a0fd321ab049501d94c6b5fe192ee621168d76e,0,0,PASS,2048,executed_production_encoder_decoder
PUCCH_PHASE05_R18,COD-017,3,128,SMALL_BLOCK_3_11,0,false,1,9492c75c57cdef1db3912da1d15eb34d3d1c530eb2222626e1c9bb935a351cec,0,0,PASS,2048,executed_production_encoder_decoder
PUCCH_PHASE05_R18,COD-018,3,512,SMALL_BLOCK_3_11,0,false,1,7efae22c766aba6ab07ba5d92dfbebf3f9c63e7e3dfd9500743d16d19bfd095e,0,0,PASS,2048,executed_production_encoder_decoder
PUCCH_PHASE05_R18,COD-019,3,1088,SMALL_BLOCK_3_11,0,false,1,0909c551d870fc116dbf65737f9b7fe8aebdba80ea9d17d661bf46a22532c9b4,0,0,PASS,2048,executed_production_encoder_decoder
PUCCH_PHASE05_R18,COD-020,3,2048,SMALL_BLOCK_3_11,0,false,1,acb6d10fb49caf665230926ef756a08e6ab240e9658a03ee3852d1c7349b6429,0,0,PASS,2048,executed_production_encoder_decoder
PUCCH_PHASE05_R18,COD-021,4,31,SMALL_BLOCK_3_11,0,false,1,b2a07c01dfb8b9ec56939bc2ccaacf81e3d86d028243b128728139c88769bf92,0,0,PASS,2048,executed_production_encoder_decoder
PUCCH_PHASE05_R18,COD-022,4,64,SMALL_BLOCK_3_11,0,false,1,5009e510172c43354688620cede2d9eda6a3ce3fe91ba2b0ad13cefb02f8ca02,0,0,PASS,2048,executed_production_encoder_decoder
PUCCH_PHASE05_R18,COD-023,4,128,SMALL_BLOCK_3_11,0,false,1,0bb039044837e7b27a7864803ab3beb41dc3cb9bc6e8406011b6f4317900493b,0,0,PASS,2048,executed_production_encoder_decoder
PUCCH_PHASE05_R18,COD-024,4,512,SMALL_BLOCK_3_11,0,false,1,d27d4d1f8cd16c57099b18e08118251e0a2a305d85c21214496aea5f285192fe,0,0,PASS,2048,executed_production_encoder_decoder
PUCCH_PHASE05_R18,COD-025,4,1088,SMALL_BLOCK_3_11,0,false,1,3823cdecfc6844d86abdb772c4760603197711db8d1efb8f7aae7f55428a0dc3,0,0,PASS,2048,executed_production_encoder_decoder
PUCCH_PHASE05_R18,COD-026,4,2048,SMALL_BLOCK_3_11,0,false,1,7d7c55bb8cd1e8ca8f849af64345a8872df57922910584b9729cea960c1cc706,0,0,PASS,2048,executed_production_encoder_decoder
PUCCH_PHASE05_R18,COD-027,5,31,SMALL_BLOCK_3_11,0,false,1,d471a7b8b9bbc20b5caa2fd94c6778b2ab37acec1fdf161eb33b052240d10dd0,0,0,PASS,2048,executed_production_encoder_decoder
PUCCH_PHASE05_R18,COD-028,5,64,SMALL_BLOCK_3_11,0,false,1,6c30815e0ec0f2bf4f1a51e98156e0b22828316abed15f087c97cc24a5327cdd,0,0,PASS,2048,executed_production_encoder_decoder
PUCCH_PHASE05_R18,COD-029,5,128,SMALL_BLOCK_3_11,0,false,1,6417f02bb5fff488178c7b010ba7b445620235ceb8c952e388ff3dcc6564ca63,0,0,PASS,2048,executed_production_encoder_decoder
PUCCH_PHASE05_R18,COD-030,5,512,SMALL_BLOCK_3_11,0,false,1,2ebef6da99f8a5050a7d8297723c6f7eda6c6856db170cf50e038b48516096fb,0,0,PASS,2048,executed_production_encoder_decoder
PUCCH_PHASE05_R18,COD-031,5,1088,SMALL_BLOCK_3_11,0,false,1,365f6c708cf8ff31262e5a9723387c70315d661d0123b69e55f5de299458433d,0,0,PASS,2048,executed_production_encoder_decoder
PUCCH_PHASE05_R18,COD-032,5,2048,SMALL_BLOCK_3_11,0,false,1,285428df8265f6fd4f01803593f32781f23bf032fafcac2ab3450081d57dc557,0,0,PASS,2048,executed_production_encoder_decoder
PUCCH_PHASE05_R18,COD-033,10,31,SMALL_BLOCK_3_11,0,false,1,b0ac6f35b926a6c2b36531daf909f86cb185580ca970b870077d6f9456a498f9,0,0,PASS,2048,executed_production_encoder_decoder
PUCCH_PHASE05_R18,COD-034,10,64,SMALL_BLOCK_3_11,0,false,1,d5e8b124d800a9f51d20ff25b1f0130414e7da0704455cc494fbd7342e843492,0,0,PASS,2048,executed_production_encoder_decoder
PUCCH_PHASE05_R18,COD-035,10,128,SMALL_BLOCK_3_11,0,false,1,ae7091cfc93af5ea6edef333337225c352c821e6a5982741ace5454dfc2c218e,0,0,PASS,2048,executed_production_encoder_decoder
PUCCH_PHASE05_R18,COD-036,10,512,SMALL_BLOCK_3_11,0,false,1,234ee93873a6047114d77c9e74e663c2fab5c73138135466f557ffb2a1be9b5c,0,0,PASS,2048,executed_production_encoder_decoder
PUCCH_PHASE05_R18,COD-037,10,1088,SMALL_BLOCK_3_11,0,false,1,e3202b4036c1d6f7793d0ad9acb638f11fdddb0204859595890c0499ae5b3fda,0,0,PASS,2048,executed_production_encoder_decoder
PUCCH_PHASE05_R18,COD-038,10,2048,SMALL_BLOCK_3_11,0,false,1,3c78503fb95124b6065aaa2bbb551447a47b95a050ead2077e9ed125eb132d33,0,0,PASS,2048,executed_production_encoder_decoder
PUCCH_PHASE05_R18,COD-039,11,31,SMALL_BLOCK_3_11,0,false,1,21b255c795d902450811a71f26ecc1d4a135fc819ac1f61186831fddd8426e95,0,0,PASS,2048,executed_production_encoder_decoder
PUCCH_PHASE05_R18,COD-040,11,64,SMALL_BLOCK_3_11,0,false,1,7b188eca49a8e2dd159ad7aea50fbb4b7c2d20240421b4ec693760d49e7bb15e,0,0,PASS,2048,executed_production_encoder_decoder
PUCCH_PHASE05_R18,COD-041,11,128,SMALL_BLOCK_3_11,0,false,1,894251a0e857680ae19d94866994b8491cd4c03949e1f3494ccc6f08d3d3e5ee,0,0,PASS,2048,executed_production_encoder_decoder
PUCCH_PHASE05_R18,COD-042,11,512,SMALL_BLOCK_3_11,0,false,1,fde512f951505c072ffab9d7b59f2a881601307d5db0e79dd7ed62031d9fc57a,0,0,PASS,2048,executed_production_encoder_decoder
PUCCH_PHASE05_R18,COD-043,11,1088,SMALL_BLOCK_3_11,0,false,1,5c16b07db5e58c4eebb16c9d2bf841056536aa113317b881d84a40f0f0e5bbc4,0,0,PASS,2048,executed_production_encoder_decoder
PUCCH_PHASE05_R18,COD-044,11,2048,SMALL_BLOCK_3_11,0,false,1,b2100478fe1b6a65ddafcfecf32c93ba032bb8cd7713fe7d0ee601cb8aad8a35,0,0,PASS,2048,executed_production_encoder_decoder
PUCCH_PHASE05_R18,COD-045,12,31,POLAR,6,false,1,3b20486e7fd1d756bb7165a0a4c95d56d95f30e4af609a9c1329a21517a72087,0,0,PASS,2048,executed_production_encoder_decoder
PUCCH_PHASE05_R18,COD-046,12,64,POLAR,6,false,1,af6dd66583fb3521e10e58920c8b8cd00590f3d9d1668ce15b0ba90cffea12af,0,0,PASS,2048,executed_production_encoder_decoder
PUCCH_PHASE05_R18,COD-047,12,128,POLAR,6,false,1,931b22528969ec78fc1ee82d6f5e96e8635eadcd313899d9185a2935fee5558c,0,0,PASS,2048,executed_production_encoder_decoder
PUCCH_PHASE05_R18,COD-048,12,512,POLAR,6,false,1,00406747c421d5ad3bc669fa23d74af3d44a01b756ac01e3a80b2ebd16c93090,0,0,PASS,2048,executed_production_encoder_decoder
PUCCH_PHASE05_R18,COD-049,12,1088,POLAR,6,false,1,9218637b5d89ed46285555a4d8c92e5e0aeb513474b69a533f159f9be2fda887,0,0,PASS,2048,executed_production_encoder_decoder
PUCCH_PHASE05_R18,COD-050,12,2048,POLAR,6,false,1,9d43f48bf3f849a62a8eabd7ca883f297e16ef75f0babf8304a031b0f831e112,0,0,PASS,2048,executed_production_encoder_decoder
PUCCH_PHASE05_R18,COD-051,13,31,POLAR,6,false,1,fe516ade148e187496981f63e7cb9255fdaf1ea6ba4e07a8184a3ca98a7cb5ca,0,0,PASS,2048,executed_production_encoder_decoder
PUCCH_PHASE05_R18,COD-052,13,64,POLAR,6,false,1,74a46947bee1098bbad530ea18d1e9783576ed826243fcf432a3859c02079123,0,0,PASS,2048,executed_production_encoder_decoder
PUCCH_PHASE05_R18,COD-053,13,128,POLAR,6,false,1,d1586d2ba5a3cd2774bf5d5d2815b1d1c59eb803516f0f59494d701eb249b6ec,0,0,PASS,2048,executed_production_encoder_decoder
PUCCH_PHASE05_R18,COD-054,13,512,POLAR,6,false,1,8c0d7428ea64d5ef87f165e7e54434e0beee8260ccbf66903bbfa0e58c0eae83,0,0,PASS,2048,executed_production_encoder_decoder
PUCCH_PHASE05_R18,COD-055,13,1088,POLAR,6,false,1,ebbc2e40add07aa8924b650a26cfdc6ac28ff3b19d71553b70c2c2ad7199b6d1,0,0,PASS,2048,executed_production_encoder_decoder
PUCCH_PHASE05_R18,COD-056,13,2048,POLAR,6,false,1,b0ddef063dfbc32e7f7e4d3b4b5b575a4c310516ae39715b1933cfccb5d5da9c,0,0,PASS,2048,executed_production_encoder_decoder
PUCCH_PHASE05_R18,COD-057,19,31,POLAR,6,false,1,acd1e5ff03a06f6d3993d25e9d64f59f95da8c5d52760bc05034bcacd90098c9,0,0,PASS,2048,executed_production_encoder_decoder
PUCCH_PHASE05_R18,COD-058,19,64,POLAR,6,false,1,7620e9a6f19e8f40a62c9addd17c129480b5b7dac5f9ba2fc7f42c4c4d88a461,0,0,PASS,2048,executed_production_encoder_decoder
PUCCH_PHASE05_R18,COD-059,19,128,POLAR,6,false,1,2855ec3d14dc42587d7c62317a37d8585fe842f44ec4b89e73310a92ac81dbf5,0,0,PASS,2048,executed_production_encoder_decoder
PUCCH_PHASE05_R18,COD-060,19,512,POLAR,6,false,1,915f06c163d7e460dffe23dbe604885e1a1a3b38d96b1fd7b81fd0facaf4233c,0,0,PASS,2048,executed_production_encoder_decoder
PUCCH_PHASE05_R18,COD-061,19,1088,POLAR,6,false,1,3fda8671d5f2625132a575dab338356ea98be7c52654c93a60219e81a2e5eaa0,0,0,PASS,2048,executed_production_encoder_decoder
PUCCH_PHASE05_R18,COD-062,19,2048,POLAR,6,false,1,55ba61f94de9fcbb9f7a07d1760f2f928d72762e6c967f2428b294d7ded0f946,0,0,PASS,2048,executed_production_encoder_decoder
PUCCH_PHASE05_R18,COD-063,20,31,POLAR,11,false,1,7430fffcbb6d33589c7aa6457b00f65d3fde433c3632536f698ff813cf3e5d04,0,0,PASS,2048,executed_production_encoder_decoder
PUCCH_PHASE05_R18,COD-064,20,64,POLAR,11,false,1,4d3acc7aaac586b2be1568b09d392582a3ad05fbf601384b917b1c56bd14a894,0,0,PASS,2048,executed_production_encoder_decoder
PUCCH_PHASE05_R18,COD-065,20,128,POLAR,11,false,1,b5cca29955df7fdcd57cf415baf1401d91874d7022a84f8b4b93bb311747b4c5,0,0,PASS,2048,executed_production_encoder_decoder
PUCCH_PHASE05_R18,COD-066,20,512,POLAR,11,false,1,c18359d0e4732a4a686b97bda6c4b479f7257daa49a4d7fe08f67ca5bc46494f,0,0,PASS,2048,executed_production_encoder_decoder
PUCCH_PHASE05_R18,COD-067,20,1088,POLAR,11,false,1,e61a0a7d267540c59e24c9c75737b1567edb4fa090735ce3d22095d558021524,0,0,PASS,2048,executed_production_encoder_decoder
PUCCH_PHASE05_R18,COD-068,20,2048,POLAR,11,false,1,7d2489702d21f372a35c06b994fd53b51fbddd38b3d3306f0b425f6f1a88b02d,0,0,PASS,2048,executed_production_encoder_decoder
PUCCH_PHASE05_R18,COD-069,21,31,POLAR,11,false,1,0a11f558730455c5253ab4d9e275bcb7b3edcabff85d8bc40ededa3314183627,0,0,PASS,2048,executed_production_encoder_decoder
PUCCH_PHASE05_R18,COD-070,21,64,POLAR,11,false,1,641070655ce9702e82c0f839a5e4e99f3f4c7ad5d74c3c1cf3047e9b6921b592,0,0,PASS,2048,executed_production_encoder_decoder
PUCCH_PHASE05_R18,COD-071,21,128,POLAR,11,false,1,47deaec20f9cb55cb44e07fc93d15d0172520218c23ec20d662c39b813dae3f7,0,0,PASS,2048,executed_production_encoder_decoder
PUCCH_PHASE05_R18,COD-072,21,512,POLAR,11,false,1,1a468ba8a51faabf2e1286e23bcb556e08176af214b62b7d9aaa48c4381eaeda,0,0,PASS,2048,executed_production_encoder_decoder
PUCCH_PHASE05_R18,COD-073,21,1088,POLAR,11,false,1,63523ade541539b32a58b2843b37264631059c70aac4c0bc0b87ecaafb818207,0,0,PASS,2048,executed_production_encoder_decoder
PUCCH_PHASE05_R18,COD-074,21,2048,POLAR,11,false,1,756e00f0b0fa3dacbd50f3428803df1cc0c742a6a8a08e2e2c4f244f218b0b7a,0,0,PASS,2048,executed_production_encoder_decoder
PUCCH_PHASE05_R18,COD-075,31,31,POLAR,11,false,1,bffa0661ba2f6ab7f8d5316a1e4c9f156cdb8671a32da2fb2a569ea13f20b205,0,0,PASS,2048,executed_production_encoder_decoder
PUCCH_PHASE05_R18,COD-076,31,64,POLAR,11,false,1,8463ccfe415f6c09207af1a227c82a711af260705e8ee739902618d014abd167,0,0,PASS,2048,executed_production_encoder_decoder
PUCCH_PHASE05_R18,COD-077,31,128,POLAR,11,false,1,8697cd9e03b473dba761f38e751100d9bcce99ef1cbfc7010eaa54d61aabd588,0,0,PASS,2048,executed_production_encoder_decoder
PUCCH_PHASE05_R18,COD-078,31,512,POLAR,11,false,1,ac11591eb8f1915c26f2c6227cba820b23fcfa681e25cae179fbcd1832cca540,0,0,PASS,2048,executed_production_encoder_decoder
PUCCH_PHASE05_R18,COD-079,31,1088,POLAR,11,false,1,12d55eddc18358619367aee08dcca0abc98e20acf2fdfa6b96a9a85a316fb03b,0,0,PASS,2048,executed_production_encoder_decoder
PUCCH_PHASE05_R18,COD-080,31,2048,POLAR,11,false,1,882bfc1021f65e1db187b6478b9e056ef69543526dcc534a8ce6be09883aee24,0,0,PASS,2048,executed_production_encoder_decoder
PUCCH_PHASE05_R18,COD-081,64,31,POLAR,11,false,1,bd0686d0a2b4bad5aea408e6b07e3664fc7a31d8095b65615f026355c3f4ecf5,0,0,PASS,2048,executed_production_encoder_decoder
PUCCH_PHASE05_R18,COD-082,64,64,POLAR,11,false,1,3a7e008d1f73544064ab460f651fabf38ad2c792c7db1868fbed29a8a1271e2a,0,0,PASS,2048,executed_production_encoder_decoder
PUCCH_PHASE05_R18,COD-083,64,128,POLAR,11,false,1,d024b4154c3fa1cfbca6f697ce7cce87b55a40c0ef891589fe57777fa3b51582,0,0,PASS,2048,executed_production_encoder_decoder
PUCCH_PHASE05_R18,COD-084,64,512,POLAR,11,false,1,386eef1b441e9b8228231fc00e7dae27faeb2b32c09abf9873631eb678e0ea26,0,0,PASS,2048,executed_production_encoder_decoder
PUCCH_PHASE05_R18,COD-085,64,1088,POLAR,11,false,1,cd4896d53cc58812ac8421bf998cba41cabcd8d7cb48e6ee0394448bd6c07eea,0,0,PASS,2048,executed_production_encoder_decoder
PUCCH_PHASE05_R18,COD-086,64,2048,POLAR,11,false,1,09d27d18a251919912ee9d37b69486f0e35df6a7906169ea71b7d96e9c00969c,0,0,PASS,2048,executed_production_encoder_decoder
PUCCH_PHASE05_R18,COD-087,128,31,POLAR,11,false,1,530704a5ff6990eaa5b6e4dc3315d0c968d0061838e718d8269328354bc6a339,0,0,PASS,2048,executed_production_encoder_decoder
PUCCH_PHASE05_R18,COD-088,128,64,POLAR,11,false,1,8c3728c58835370bac9de4fc0aab2f3bfa79c6e33fe835b107678dce459dad9c,0,0,PASS,2048,executed_production_encoder_decoder
PUCCH_PHASE05_R18,COD-089,128,128,POLAR,11,false,1,d2125a85a6af67d796614bf7e5ce9a6c80c3c3a44e0b6edf523885afd4b1a670,0,0,PASS,2048,executed_production_encoder_decoder
PUCCH_PHASE05_R18,COD-090,128,512,POLAR,11,false,1,2ac43e0ac6c29aab9cc65cf972f271d658c83afa6967c71d1549ad26ab5e11f0,0,0,PASS,2048,executed_production_encoder_decoder
PUCCH_PHASE05_R18,COD-091,128,1088,POLAR,11,false,1,63b52f21f115afc0c459cb2c1aa87898f47f4d3829086391bf3d92c637ad48f0,0,0,PASS,2048,executed_production_encoder_decoder
PUCCH_PHASE05_R18,COD-092,128,2048,POLAR,11,false,1,19812edeb361ea1c0a90254d6f30c3f6c96186e876ef3767519ec980688ea88d,0,0,PASS,2048,executed_production_encoder_decoder
PUCCH_PHASE05_R18,COD-093,359,31,POLAR,11,false,1,03d56e54c2b67fbdbaf8918f90237be13ef07001164dbebe053d688497983b53,0,0,PASS,2048,executed_production_encoder_decoder
PUCCH_PHASE05_R18,COD-094,359,64,POLAR,11,false,1,376d3b52007ee6a528e9fc8d934ce50f67785d0d1bdd6dc6301ad962c5210c7c,0,0,PASS,2048,executed_production_encoder_decoder
PUCCH_PHASE05_R18,COD-095,359,128,POLAR,11,false,1,cb649f32d57d6579d074117647f85059b115676004ef49f8ea05e913ab64bd0a,0,0,PASS,2048,executed_production_encoder_decoder
PUCCH_PHASE05_R18,COD-096,359,512,POLAR,11,false,1,276b94f2ff27cb0c516c78b5709110b60c4c9216eece3b2c2540762dacc68a88,0,0,PASS,2048,executed_production_encoder_decoder
PUCCH_PHASE05_R18,COD-097,359,1088,POLAR,11,false,1,555c6b38cbabcfef6144c675192f27776ffccf0fd6d9a1d679d21ca036e40a57,0,0,PASS,2048,executed_production_encoder_decoder
PUCCH_PHASE05_R18,COD-098,359,2048,POLAR,11,false,1,d604caa65f331337540eee9838067e0f2a84297b804b5c7be8504622b1867a2b,0,0,PASS,2048,executed_production_encoder_decoder
PUCCH_PHASE05_R18,COD-099,360,31,POLAR,11,false,1,b108e0f4f17c16e2dfe467508cedb0a5d6b39c070fb490dfc4773a84cbb128b1,0,0,PASS,2048,executed_production_encoder_decoder
PUCCH_PHASE05_R18,COD-100,360,64,POLAR,11,false,1,49965eb351a1f382418dcd554c384cb8fd3164b2d39a8f94924327e6b8053684,0,0,PASS,2048,executed_production_encoder_decoder
PUCCH_PHASE05_R18,COD-101,360,128,POLAR,11,false,1,e760dbe185b1003a8b973bedb1c948d051aec6d98ad36cc4955e28e71f306f58,0,0,PASS,2048,executed_production_encoder_decoder
PUCCH_PHASE05_R18,COD-102,360,512,POLAR,11,false,1,8c73dbed76666e5cb5d1fc78cdd720f5f5b034edd2b8b270b42c13ff3c7c0d75,0,0,PASS,2048,executed_production_encoder_decoder
PUCCH_PHASE05_R18,COD-103,360,1088,POLAR,11,true,2,2bf0b3af541482692e9cab502450dd36854da51ac99a941279d8c35728fb34c7,0,0,PASS,2048,executed_production_encoder_decoder
PUCCH_PHASE05_R18,COD-104,360,2048,POLAR,11,true,2,1d73cbfe314537f28edefee6389825f02f960e90f1f46e61e48b7652c311030e,0,0,PASS,2048,executed_production_encoder_decoder
PUCCH_PHASE05_R18,COD-105,361,31,POLAR,11,false,1,26e4a45fc78397d0fa5c336a5d7e08adbe036cd4548e3bd1c3ae3ec901a8aa01,0,0,PASS,2048,executed_production_encoder_decoder
PUCCH_PHASE05_R18,COD-106,361,64,POLAR,11,false,1,685fdc5a6596cbf08c7918274bea32b8a81dfd0277fa36fb2890866722046d99,0,0,PASS,2048,executed_production_encoder_decoder
PUCCH_PHASE05_R18,COD-107,361,128,POLAR,11,false,1,8983fb529f2aff0b7ddbe7711ab8f8ac142e6a1e18e86a635819edd7cfe24bf7,0,0,PASS,2048,executed_production_encoder_decoder
PUCCH_PHASE05_R18,COD-108,361,512,POLAR,11,false,1,3d9797b7338881a99f4c6a2bd119780422b8e976ff2e647c7f31e3c71c306f80,0,0,PASS,2048,executed_production_encoder_decoder
PUCCH_PHASE05_R18,COD-109,361,1088,POLAR,11,true,2,f3d35600ae58978bc9a93784e79ccaafd52f40bbc30cf03c3f57b785a62f51ad,0,0,PASS,2048,executed_production_encoder_decoder
PUCCH_PHASE05_R18,COD-110,361,2048,POLAR,11,true,2,be30e494ce71216c78b2d474c3685f7a82ac83d92439ce699f3fa37cb31390d7,0,0,PASS,2048,executed_production_encoder_decoder
PUCCH_PHASE05_R18,COD-111,1012,31,POLAR,11,false,1,7f3df2bee479a01dc3cf8af3432f495384e6db68a517bc37a55ae498d0f088bf,0,0,PASS,2048,executed_production_encoder_decoder
PUCCH_PHASE05_R18,COD-112,1012,64,POLAR,11,false,1,ee24577813e6cc50d6cc9e01c4ab45efceb1d9088758a042677dfad242c92b0b,0,0,PASS,2048,executed_production_encoder_decoder
PUCCH_PHASE05_R18,COD-113,1012,128,POLAR,11,false,1,b0838823f299588de6f96cdba4d5414f8d5cadaa58d61e1d5ff2c5a62ae43967,0,0,PASS,2048,executed_production_encoder_decoder
PUCCH_PHASE05_R18,COD-114,1012,512,POLAR,11,false,1,4ef4c59c8d917f23730cd01683b8b9d607e7a1906e81b99adb97dbd0edbb6fa2,0,0,PASS,2048,executed_production_encoder_decoder
PUCCH_PHASE05_R18,COD-115,1012,1088,POLAR,11,true,2,1c81cfa3d9b9f84ec98da7876d8a570ee350edd65f99d2abda43eadb84bc582b,0,0,PASS,2048,executed_production_encoder_decoder
PUCCH_PHASE05_R18,COD-116,1012,2048,POLAR,11,true,2,7b20855dc336871510652bee8e0012e6c68362895b92532f90c574c5c454bebd,0,0,PASS,2048,executed_production_encoder_decoder
PUCCH_PHASE05_R18,COD-117,1013,31,POLAR,11,true,2,3f4a0a0211c7a9eb23e74607f808bcbb956fb81a432159708991efa60ac2fb14,0,0,PASS,2048,executed_production_encoder_decoder
PUCCH_PHASE05_R18,COD-118,1013,64,POLAR,11,true,2,0f1c319dca6deedf930f9421eadbbf201245ededb84a02361e35a834029ff1a8,0,0,PASS,2048,executed_production_encoder_decoder
PUCCH_PHASE05_R18,COD-119,1013,128,POLAR,11,true,2,1216dd8d65251a66815170dea0315c8e5194dac06cd7cbcac291507ab408ec4a,0,0,PASS,2048,executed_production_encoder_decoder
PUCCH_PHASE05_R18,COD-120,1013,512,POLAR,11,true,2,c27a81152ccee60d753fe77a599b804b367f4a80c53af49947d51ee923c955d4,0,0,PASS,2048,executed_production_encoder_decoder
PUCCH_PHASE05_R18,COD-121,1013,1088,POLAR,11,true,2,e03c76a01012334f558ed2ffe370c288639310793b2ba3a0662f05dc5a4931b1,0,0,PASS,2048,executed_production_encoder_decoder
PUCCH_PHASE05_R18,COD-122,1013,2048,POLAR,11,true,2,cea47aff8c8c41511248e9fe890882b75e608b1a87d890c0c873b6938c22bfbd,0,0,PASS,2048,executed_production_encoder_decoder
PUCCH_PHASE05_R18,COD-123,1200,31,POLAR,11,true,2,c66372e45f365a9f80d32f340619b0fa4976c91f4bddb9e7d3237bf201af9f81,0,0,PASS,2048,executed_production_encoder_decoder
PUCCH_PHASE05_R18,COD-124,1200,64,POLAR,11,true,2,4fb118b7a495a6fae343994b64b6c7d7fca6f3e33db0f4d51641224c57dd70e7,0,0,PASS,2048,executed_production_encoder_decoder
PUCCH_PHASE05_R18,COD-125,1200,128,POLAR,11,true,2,98c77f616b998ee55336fe52a23be69f5b2cd8c5058f5117b4597946cec21ec6,0,0,PASS,2048,executed_production_encoder_decoder
PUCCH_PHASE05_R18,COD-126,1200,512,POLAR,11,true,2,33d776d46d57aaaf82e84fcfc47f71a7fc3c99be489aa8ad83145de2259b6c56,0,0,PASS,2048,executed_production_encoder_decoder
PUCCH_PHASE05_R18,COD-127,1200,1088,POLAR,11,true,2,83d4f044a8f3c13f03053ab29ec8fc58a531fa4d0d6d64af65a2ce3d45713551,0,0,PASS,2048,executed_production_encoder_decoder
PUCCH_PHASE05_R18,COD-128,1200,2048,POLAR,11,true,2,6539f7c6de71b129656820a6d3056ec1aa16aafb134c33880580522d44acbba9,0,0,PASS,2048,executed_production_encoder_decoder
PUCCH_PHASE05_R18,COD-129,1706,31,POLAR,11,true,2,57e571f6ff8fbb56f5c4e9b4b0db23f527094c50aea0513c83988cd2af7069f7,0,0,PASS,2048,executed_production_encoder_decoder
PUCCH_PHASE05_R18,COD-130,1706,64,POLAR,11,true,2,8406c140daaf393684b6170149f3995392cac379650d70a99b14a4c7744336d7,0,0,PASS,2048,executed_production_encoder_decoder
