RunID,CaseID,SchedulingRequestID,AbsoluteSlot,IsOccasion,PendingPositiveSR,Transmitted,ResourceID,Mismatch,Status
PUCCH_PHASE05_R18,SR-0237,2,3,false,false,false,2,false,PASS
PUCCH_PHASE05_R18,SR-0238,3,3,false,true,false,3,false,PASS
PUCCH_PHASE05_R18,SR-0239,4,6,false,false,false,4,false,PASS
PUCCH_PHASE05_R18,SR-0240,1,6,false,true,false,1,false,PASS
PUCCH_PHASE05_R18,SR-0241,2,9,false,false,false,2,false,PASS
PUCCH_PHASE05_R18,SR-0242,3,9,false,true,false,3,false,PASS
PUCCH_PHASE05_R18,SR-0243,4,12,true,false,false,4,false,PASS
PUCCH_PHASE05_R18,SR-0244,1,12,true,true,true,1,false,PASS
PUCCH_PHASE05_R18,SR-0245,2,15,false,false,false,2,false,PASS
PUCCH_PHASE05_R18,SR-0246,3,15,false,true,false,3,false,PASS
PUCCH_PHASE05_R18,SR-0247,4,18,false,false,false,4,false,PASS
PUCCH_PHASE05_R18,SR-0248,1,18,false,true,false,1,false,PASS
PUCCH_PHASE05_R18,SR-0249,2,21,false,false,false,2,false,PASS
PUCCH_PHASE05_R18,SR-0250,3,21,false,true,false,3,false,PASS
PUCCH_PHASE05_R18,SR-0251,4,24,false,false,false,4,false,PASS
PUCCH_PHASE05_R18,SR-0252,1,24,false,true,false,1,false,PASS
PUCCH_PHASE05_R18,SR-0253,2,0,false,false,false,2,false,PASS
PUCCH_PHASE05_R18,SR-0254,3,0,false,true,false,3,false,PASS
PUCCH_PHASE05_R18,SR-0255,4,3,true,false,false,4,false,PASS
PUCCH_PHASE05_R18,SR-0256,1,3,true,true,true,1,false,PASS
PUCCH_PHASE05_R18,SR-0257,2,6,false,false,false,2,false,PASS
PUCCH_PHASE05_R18,SR-0258,3,6,false,true,false,3,false,PASS
PUCCH_PHASE05_R18,SR-0259,4,9,false,false,false,4,false,PASS
PUCCH_PHASE05_R18,SR-0260,1,9,false,true,false,1,false,PASS
PUCCH_PHASE05_R18,SR-0261,2,12,false,false,false,2,false,PASS
PUCCH_PHASE05_R18,SR-0262,3,12,false,true,false,3,false,PASS
PUCCH_PHASE05_R18,SR-0263,4,15,false,false,false,4,false,PASS
PUCCH_PHASE05_R18,SR-0264,1,15,false,true,false,1,false,PASS
PUCCH_PHASE05_R18,SR-0265,2,18,false,false,false,2,false,PASS
PUCCH_PHASE05_R18,SR-0266,3,18,false,true,false,3,false,PASS
PUCCH_PHASE05_R18,SR-0267,4,21,false,false,false,4,false,PASS
PUCCH_PHASE05_R18,SR-0268,1,21,false,true,false,1,false,PASS
PUCCH_PHASE05_R18,SR-0269,2,24,false,false,false,2,false,PASS
PUCCH_PHASE05_R18,SR-0270,3,24,false,true,false,3,false,PASS
PUCCH_PHASE05_R18,SR-0271,4,0,true,false,false,4,false,PASS
PUCCH_PHASE05_R18,SR-0272,1,0,true,true,true,1,false,PASS
PUCCH_PHASE05_R18,SR-0273,2,3,false,false,false,2,false,PASS
PUCCH_PHASE05_R18,SR-0274,3,3,false,true,false,3,false,PASS
PUCCH_PHASE05_R18,SR-0275,4,6,false,false,false,4,false,PASS
PUCCH_PHASE05_R18,SR-0276,1,6,false,true,false,1,false,PASS
PUCCH_PHASE05_R18,SR-0277,2,9,false,false,false,2,false,PASS
PUCCH_PHASE05_R18,SR-0278,3,9,false,true,false,3,false,PASS
PUCCH_PHASE05_R18,SR-0279,4,12,false,false,false,4,false,PASS
PUCCH_PHASE05_R18,SR-0280,1,12,false,true,false,1,false,PASS
PUCCH_PHASE05_R18,SR-0281,2,15,false,false,false,2,false,PASS
PUCCH_PHASE05_R18,SR-0282,3,15,false,true,false,3,false,PASS
PUCCH_PHASE05_R18,SR-0283,4,18,false,false,false,4,false,PASS
PUCCH_PHASE05_R18,SR-0284,1,18,false,true,false,1,false,PASS
PUCCH_PHASE05_R18,SR-0285,2,21,false,false,false,2,false,PASS
PUCCH_PHASE05_R18,SR-0286,3,21,false,true,false,3,false,PASS
PUCCH_PHASE05_R18,SR-0287,4,24,false,false,false,4,false,PASS
PUCCH_PHASE05_R18,SR-0288,1,24,false,true,false,1,false,PASS
PUCCH_PHASE05_R18,SR-0289,2,0,false,false,false,2,false,PASS
PUCCH_PHASE05_R18,SR-0290,3,0,false,true,false,3,false,PASS
PUCCH_PHASE05_R18,SR-0291,4,3,false,false,false,4,false,PASS
PUCCH_PHASE05_R18,SR-0292,1,3,false,true,false,1,false,PASS
PUCCH_PHASE05_R18,SR-0293,2,6,false,false,false,2,false,PASS
PUCCH_PHASE05_R18,SR-0294,3,6,false,true,false,3,false,PASS
PUCCH_PHASE05_R18,SR-0295,4,9,false,false,false,4,false,PASS
PUCCH_PHASE05_R18,SR-0296,1,9,false,true,false,1,false,PASS
PUCCH_PHASE05_R18,SR-0297,2,12,false,false,false,2,false,PASS
PUCCH_PHASE05_R18,SR-0298,3,12,false,true,false,3,false,PASS
PUCCH_PHASE05_R18,SR-0299,4,15,false,false,false,4,false,PASS
PUCCH_PHASE05_R18,SR-0300,1,15,false,true,false,1,false,PASS
PUCCH_PHASE05_R18,SR-0301,2,18,false,false,false,2,false,PASS
PUCCH_PHASE05_R18,SR-0302,3,18,false,true,false,3,false,PASS
PUCCH_PHASE05_R18,SR-0303,4,21,true,false,false,4,false,PASS
PUCCH_PHASE05_R18,SR-0304,1,21,true,true,true,1,false,PASS
