RunID,CaseID,Slot,RepetitionIndex,HopIndex,StartPRB,NumPRBs,SecondHopStartPRB,ExpectedStartPRB,MismatchCount,Status
PUCCH_PHASE05_R18,HOP-F0,0,0,0,2,1,,2,0,PASS
PUCCH_PHASE05_R18,HOP-F1,0,0,0,3,1,,3,0,PASS
PUCCH_PHASE05_R18,HOP-F2,0,0,0,4,4,,4,0,PASS
PUCCH_PHASE05_R18,HOP-F3,0,0,0,5,4,,5,0,PASS
PUCCH_PHASE05_R18,HOP-F4,0,0,0,6,1,,6,0,PASS
