RunID,CaseID,PDSCHEndSlot,K1,K1Source,DueSlot,ExpectedDueSlot,SlotSymbolOwnership,StartSymbol,NumSymbols,SymbolShiftApplied,Legal,ExpectedLegal,Status
PUCCH_PHASE05_R18,K1-0015,0,4,decoded_dci,4,4,UUUUUUUUUUUUUU,12,2,false,true,true,PASS
PUCCH_PHASE05_R18,K1-0016,0,4,decoded_dci,4,4,UUUUUUUUUUUUUU,13,2,false,false,false,PASS
PUCCH_PHASE05_R18,K1-0017,0,6,decoded_dci,6,6,DDDDDDDDDDFFUU,0,2,false,false,false,PASS
PUCCH_PHASE05_R18,K1-0018,0,6,decoded_dci,6,6,DDDDDDDDDDFFUU,10,4,false,false,false,PASS
PUCCH_PHASE05_R18,K1-0019,0,6,decoded_dci,6,6,DDDDDDDDDDFFUU,12,2,false,true,true,PASS
PUCCH_PHASE05_R18,K1-0020,0,6,decoded_dci,6,6,DDDDDDDDDDFFUU,13,2,false,false,false,PASS
PUCCH_PHASE05_R18,K1-0021,0,8,decoded_dci,8,8,UUUUUUUUUUUUUU,0,2,false,true,true,PASS
PUCCH_PHASE05_R18,K1-0022,0,8,decoded_dci,8,8,UUUUUUUUUUUUUU,10,4,false,true,true,PASS
PUCCH_PHASE05_R18,K1-0023,0,8,decoded_dci,8,8,UUUUUUUUUUUUUU,12,2,false,true,true,PASS
PUCCH_PHASE05_R18,K1-0024,0,8,decoded_dci,8,8,UUUUUUUUUUUUUU,13,2,false,false,false,PASS
PUCCH_PHASE05_R18,K1-0025,1,1,decoded_dci,2,2,UUUUUUUUUUUUUU,0,2,false,true,true,PASS
PUCCH_PHASE05_R18,K1-0026,1,1,decoded_dci,2,2,UUUUUUUUUUUUUU,10,4,false,true,true,PASS
PUCCH_PHASE05_R18,K1-0027,1,1,decoded_dci,2,2,UUUUUUUUUUUUUU,12,2,false,true,true,PASS
PUCCH_PHASE05_R18,K1-0028,1,1,decoded_dci,2,2,UUUUUUUUUUUUUU,13,2,false,false,false,PASS
PUCCH_PHASE05_R18,K1-0029,1,2,decoded_dci,3,3,DDDDDDDDDDFFUU,0,2,false,false,false,PASS
PUCCH_PHASE05_R18,K1-0030,1,2,decoded_dci,3,3,DDDDDDDDDDFFUU,10,4,false,false,false,PASS
PUCCH_PHASE05_R18,K1-0031,1,2,decoded_dci,3,3,DDDDDDDDDDFFUU,12,2,false,true,true,PASS
PUCCH_PHASE05_R18,K1-0032,1,2,decoded_dci,3,3,DDDDDDDDDDFFUU,13,2,false,false,false,PASS
PUCCH_PHASE05_R18,K1-0033,1,3,decoded_dci,4,4,UUUUUUUUUUUUUU,0,2,false,true,true,PASS
PUCCH_PHASE05_R18,K1-0034,1,3,decoded_dci,4,4,UUUUUUUUUUUUUU,10,4,false,true,true,PASS
PUCCH_PHASE05_R18,K1-0035,1,3,decoded_dci,4,4,UUUUUUUUUUUUUU,12,2,false,true,true,PASS
PUCCH_PHASE05_R18,K1-0036,1,3,decoded_dci,4,4,UUUUUUUUUUUUUU,13,2,false,false,false,PASS
PUCCH_PHASE05_R18,K1-0037,1,4,decoded_dci,5,5,DDDDDDDDDDDDDD,0,2,false,false,false,PASS
PUCCH_PHASE05_R18,K1-0038,1,4,decoded_dci,5,5,DDDDDDDDDDDDDD,10,4,false,false,false,PASS
PUCCH_PHASE05_R18,K1-0039,1,4,decoded_dci,5,5,DDDDDDDDDDDDDD,12,2,false,false,false,PASS
PUCCH_PHASE05_R18,K1-0040,1,4,decoded_dci,5,5,DDDDDDDDDDDDDD,13,2,false,false,false,PASS
PUCCH_PHASE05_R18,K1-0041,1,6,decoded_dci,7,7,UUUUUUUUUUUUUU,0,2,false,true,true,PASS
PUCCH_PHASE05_R18,K1-0042,1,6,decoded_dci,7,7,UUUUUUUUUUUUUU,10,4,false,true,true,PASS
PUCCH_PHASE05_R18,K1-0043,1,6,decoded_dci,7,7,UUUUUUUUUUUUUU,12,2,false,true,true,PASS
PUCCH_PHASE05_R18,K1-0044,1,6,decoded_dci,7,7,UUUUUUUUUUUUUU,13,2,false,false,false,PASS
PUCCH_PHASE05_R18,K1-0045,1,8,decoded_dci,9,9,DDDDDDDDDDDDDD,0,2,false,false,false,PASS
PUCCH_PHASE05_R18,K1-0046,1,8,decoded_dci,9,9,DDDDDDDDDDDDDD,10,4,false,false,false,PASS
PUCCH_PHASE05_R18,K1-0047,1,8,decoded_dci,9,9,DDDDDDDDDDDDDD,12,2,false,false,false,PASS
PUCCH_PHASE05_R18,K1-0048,1,8,decoded_dci,9,9,DDDDDDDDDDDDDD,13,2,false,false,false,PASS
PUCCH_PHASE05_R18,K1-0049,2,1,decoded_dci,3,3,DDDDDDDDDDFFUU,0,2,false,false,false,PASS
PUCCH_PHASE05_R18,K1-0050,2,1,decoded_dci,3,3,DDDDDDDDDDFFUU,10,4,false,false,false,PASS
PUCCH_PHASE05_R18,K1-0051,2,1,decoded_dci,3,3,DDDDDDDDDDFFUU,12,2,false,true,true,PASS
PUCCH_PHASE05_R18,K1-0052,2,1,decoded_dci,3,3,DDDDDDDDDDFFUU,13,2,false,false,false,PASS
PUCCH_PHASE05_R18,K1-0053,2,2,decoded_dci,4,4,UUUUUUUUUUUUUU,0,2,false,true,true,PASS
PUCCH_PHASE05_R18,K1-0054,2,2,decoded_dci,4,4,UUUUUUUUUUUUUU,10,4,false,true,true,PASS
PUCCH_PHASE05_R18,K1-0055,2,2,decoded_dci,4,4,UUUUUUUUUUUUUU,12,2,false,true,true,PASS
PUCCH_PHASE05_R18,K1-0056,2,2,decoded_dci,4,4,UUUUUUUUUUUUUU,13,2,false,false,false,PASS
PUCCH_PHASE05_R18,K1-0057,2,3,decoded_dci,5,5,DDDDDDDDDDDDDD,0,2,false,false,false,PASS
PUCCH_PHASE05_R18,K1-0058,2,3,decoded_dci,5,5,DDDDDDDDDDDDDD,10,4,false,false,false,PASS
PUCCH_PHASE05_R18,K1-0059,2,3,decoded_dci,5,5,DDDDDDDDDDDDDD,12,2,false,false,false,PASS
PUCCH_PHASE05_R18,K1-0060,2,3,decoded_dci,5,5,DDDDDDDDDDDDDD,13,2,false,false,false,PASS
PUCCH_PHASE05_R18,K1-0061,2,4,decoded_dci,6,6,DDDDDDDDDDFFUU,0,2,false,false,false,PASS
PUCCH_PHASE05_R18,K1-0062,2,4,decoded_dci,6,6,DDDDDDDDDDFFUU,10,4,false,false,false,PASS
PUCCH_PHASE05_R18,K1-0063,2,4,decoded_dci,6,6,DDDDDDDDDDFFUU,12,2,false,true,true,PASS
PUCCH_PHASE05_R18,K1-0064,2,4,decoded_dci,6,6,DDDDDDDDDDFFUU,13,2,false,false,false,PASS
PUCCH_PHASE05_R18,K1-0065,2,6,decoded_dci,8,8,UUUUUUUUUUUUUU,0,2,false,true,true,PASS
PUCCH_PHASE05_R18,K1-0066,2,6,decoded_dci,8,8,UUUUUUUUUUUUUU,10,4,false,true,true,PASS
PUCCH_PHASE05_R18,K1-0067,2,6,decoded_dci,8,8,UUUUUUUUUUUUUU,12,2,false,true,true,PASS
PUCCH_PHASE05_R18,K1-0068,2,6,decoded_dci,8,8,UUUUUUUUUUUUUU,13,2,false,false,false,PASS
PUCCH_PHASE05_R18,K1-0069,2,8,decoded_dci,10,10,UUUUUUUUUUUUUU,0,2,false,true,true,PASS
PUCCH_PHASE05_R18,K1-0070,2,8,decoded_dci,10,10,UUUUUUUUUUUUUU,10,4,false,true,true,PASS
PUCCH_PHASE05_R18,K1-0071,2,8,decoded_dci,10,10,UUUUUUUUUUUUUU,12,2,false,true,true,PASS
PUCCH_PHASE05_R18,K1-0072,2,8,decoded_dci,10,10,UUUUUUUUUUUUUU,13,2,false,false,false,PASS
PUCCH_PHASE05_R18,K1-0073,3,1,decoded_dci,4,4,UUUUUUUUUUUUUU,0,2,false,true,true,PASS
PUCCH_PHASE05_R18,K1-0074,3,1,decoded_dci,4,4,UUUUUUUUUUUUUU,10,4,false,true,true,PASS
PUCCH_PHASE05_R18,K1-0075,3,1,decoded_dci,4,4,UUUUUUUUUUUUUU,12,2,false,true,true,PASS
PUCCH_PHASE05_R18,K1-0076,3,1,decoded_dci,4,4,UUUUUUUUUUUUUU,13,2,false,false,false,PASS
PUCCH_PHASE05_R18,K1-0077,3,2,decoded_dci,5,5,DDDDDDDDDDDDDD,0,2,false,false,false,PASS
PUCCH_PHASE05_R18,K1-0078,3,2,decoded_dci,5,5,DDDDDDDDDDDDDD,10,4,false,false,false,PASS
PUCCH_PHASE05_R18,K1-0079,3,2,decoded_dci,5,5,DDDDDDDDDDDDDD,12,2,false,false,false,PASS
PUCCH_PHASE05_R18,K1-0080,3,2,decoded_dci,5,5,DDDDDDDDDDDDDD,13,2,false,false,false,PASS
PUCCH_PHASE05_R18,K1-0081,3,3,decoded_dci,6,6,DDDDDDDDDDFFUU,0,2,false,false,false,PASS
PUCCH_PHASE05_R18,K1-0082,3,3,decoded_dci,6,6,DDDDDDDDDDFFUU,10,4,false,false,false,PASS
PUCCH_PHASE05_R18,K1-0083,3,3,decoded_dci,6,6,DDDDDDDDDDFFUU,12,2,false,true,true,PASS
PUCCH_PHASE05_R18,K1-0084,3,3,decoded_dci,6,6,DDDDDDDDDDFFUU,13,2,false,false,false,PASS
PUCCH_PHASE05_R18,K1-0085,3,4,decoded_dci,7,7,UUUUUUUUUUUUUU,0,2,false,true,true,PASS
PUCCH_PHASE05_R18,K1-0086,3,4,decoded_dci,7,7,UUUUUUUUUUUUUU,10,4,false,true,true,PASS
PUCCH_PHASE05_R18,K1-0087,3,4,decoded_dci,7,7,UUUUUUUUUUUUUU,12,2,false,true,true,PASS
PUCCH_PHASE05_R18,K1-0088,3,4,decoded_dci,7,7,UUUUUUUUUUUUUU,13,2,false,false,false,PASS
PUCCH_PHASE05_R18,K1-0089,3,6,decoded_dci,9,9,DDDDDDDDDDDDDD,0,2,false,false,false,PASS
PUCCH_PHASE05_R18,K1-0090,3,6,decoded_dci,9,9,DDDDDDDDDDDDDD,10,4,false,false,false,PASS
PUCCH_PHASE05_R18,K1-0091,3,6,decoded_dci,9,9,DDDDDDDDDDDDDD,12,2,false,false,false,PASS
PUCCH_PHASE05_R18,K1-0092,3,6,decoded_dci,9,9,DDDDDDDDDDDDDD,13,2,false,false,false,PASS
PUCCH_PHASE05_R18,K1-0093,3,8,decoded_dci,11,11,DDDDDDDDDDFFUU,0,2,false,false,false,PASS
PUCCH_PHASE05_R18,K1-0094,3,8,decoded_dci,11,11,DDDDDDDDDDFFUU,10,4,false,false,false,PASS
PUCCH_PHASE05_R18,K1-0095,3,8,decoded_dci,11,11,DDDDDDDDDDFFUU,12,2,false,true,true,PASS
PUCCH_PHASE05_R18,K1-0096,3,8,decoded_dci,11,11,DDDDDDDDDDFFUU,13,2,false,false,false,PASS
PUCCH_PHASE05_R18,K1-0097,4,1,decoded_dci,5,5,DDDDDDDDDDDDDD,0,2,false,false,false,PASS
PUCCH_PHASE05_R18,K1-0098,4,1,decoded_dci,5,5,DDDDDDDDDDDDDD,10,4,false,false,false,PASS
PUCCH_PHASE05_R18,K1-0099,4,1,decoded_dci,5,5,DDDDDDDDDDDDDD,12,2,false,false,false,PASS
PUCCH_PHASE05_R18,K1-0100,4,1,decoded_dci,5,5,DDDDDDDDDDDDDD,13,2,false,false,false,PASS
PUCCH_PHASE05_R18,K1-0101,4,2,decoded_dci,6,6,DDDDDDDDDDFFUU,0,2,false,false,false,PASS
PUCCH_PHASE05_R18,K1-0102,4,2,decoded_dci,6,6,DDDDDDDDDDFFUU,10,4,false,false,false,PASS
PUCCH_PHASE05_R18,K1-0103,4,2,decoded_dci,6,6,DDDDDDDDDDFFUU,12,2,false,true,true,PASS
PUCCH_PHASE05_R18,K1-0104,4,2,decoded_dci,6,6,DDDDDDDDDDFFUU,13,2,false,false,false,PASS
PUCCH_PHASE05_R18,K1-0105,4,3,decoded_dci,7,7,UUUUUUUUUUUUUU,0,2,false,true,true,PASS
PUCCH_PHASE05_R18,K1-0106,4,3,decoded_dci,7,7,UUUUUUUUUUUUUU,10,4,false,true,true,PASS
PUCCH_PHASE05_R18,K1-0107,4,3,decoded_dci,7,7,UUUUUUUUUUUUUU,12,2,false,true,true,PASS
PUCCH_PHASE05_R18,K1-0108,4,3,decoded_dci,7,7,UUUUUUUUUUUUUU,13,2,false,false,false,PASS
PUCCH_PHASE05_R18,K1-0109,4,4,decoded_dci,8,8,UUUUUUUUUUUUUU,0,2,false,true,true,PASS
PUCCH_PHASE05_R18,K1-0110,4,4,decoded_dci,8,8,UUUUUUUUUUUUUU,10,4,false,true,true,PASS
PUCCH_PHASE05_R18,K1-0111,4,4,decoded_dci,8,8,UUUUUUUUUUUUUU,12,2,false,true,true,PASS
PUCCH_PHASE05_R18,K1-0112,4,4,decoded_dci,8,8,UUUUUUUUUUUUUU,13,2,false,false,false,PASS
PUCCH_PHASE05_R18,K1-0113,4,6,decoded_dci,10,10,UUUUUUUUUUUUUU,0,2,false,true,true,PASS
PUCCH_PHASE05_R18,K1-0114,4,6,decoded_dci,10,10,UUUUUUUUUUUUUU,10,4,false,true,true,PASS
PUCCH_PHASE05_R18,K1-0115,4,6,decoded_dci,10,10,UUUUUUUUUUUUUU,12,2,false,true,true,PASS
PUCCH_PHASE05_R18,K1-0116,4,6,decoded_dci,10,10,UUUUUUUUUUUUUU,13,2,false,false,false,PASS
PUCCH_PHASE05_R18,K1-0117,4,8,decoded_dci,12,12,UUUUUUUUUUUUUU,0,2,false,true,true,PASS
PUCCH_PHASE05_R18,K1-0118,4,8,decoded_dci,12,12,UUUUUUUUUUUUUU,10,4,false,true,true,PASS
PUCCH_PHASE05_R18,K1-0119,4,8,decoded_dci,12,12,UUUUUUUUUUUUUU,12,2,false,true,true,PASS
PUCCH_PHASE05_R18,K1-0120,4,8,decoded_dci,12,12,UUUUUUUUUUUUUU,13,2,false,false,false,PASS
PUCCH_PHASE05_R18,K1-0121,5,1,decoded_dci,6,6,DDDDDDDDDDFFUU,0,2,false,false,false,PASS
PUCCH_PHASE05_R18,K1-0122,5,1,decoded_dci,6,6,DDDDDDDDDDFFUU,10,4,false,false,false,PASS
PUCCH_PHASE05_R18,K1-0123,5,1,decoded_dci,6,6,DDDDDDDDDDFFUU,12,2,false,true,true,PASS
PUCCH_PHASE05_R18,K1-0124,5,1,decoded_dci,6,6,DDDDDDDDDDFFUU,13,2,false,false,false,PASS
PUCCH_PHASE05_R18,K1-0125,5,2,decoded_dci,7,7,UUUUUUUUUUUUUU,0,2,false,true,true,PASS
PUCCH_PHASE05_R18,K1-0126,5,2,decoded_dci,7,7,UUUUUUUUUUUUUU,10,4,false,true,true,PASS
PUCCH_PHASE05_R18,K1-0127,5,2,decoded_dci,7,7,UUUUUUUUUUUUUU,12,2,false,true,true,PASS
PUCCH_PHASE05_R18,K1-0128,5,2,decoded_dci,7,7,UUUUUUUUUUUUUU,13,2,false,false,false,PASS
PUCCH_PHASE05_R18,K1-0129,5,3,decoded_dci,8,8,UUUUUUUUUUUUUU,0,2,false,true,true,PASS
PUCCH_PHASE05_R18,K1-0130,5,3,decoded_dci,8,8,UUUUUUUUUUUUUU,10,4,false,true,true,PASS
PUCCH_PHASE05_R18,K1-0131,5,3,decoded_dci,8,8,UUUUUUUUUUUUUU,12,2,false,true,true,PASS
PUCCH_PHASE05_R18,K1-0132,5,3,decoded_dci,8,8,UUUUUUUUUUUUUU,13,2,false,false,false,PASS
PUCCH_PHASE05_R18,K1-0133,5,4,decoded_dci,9,9,DDDDDDDDDDDDDD,0,2,false,false,false,PASS
PUCCH_PHASE05_R18,K1-0134,5,4,decoded_dci,9,9,DDDDDDDDDDDDDD,10,4,false,false,false,PASS
PUCCH_PHASE05_R18,K1-0135,5,4,decoded_dci,9,9,DDDDDDDDDDDDDD,12,2,false,false,false,PASS
PUCCH_PHASE05_R18,K1-0136,5,4,decoded_dci,9,9,DDDDDDDDDDDDDD,13,2,false,false,false,PASS
PUCCH_PHASE05_R18,K1-0137,5,6,decoded_dci,11,11,DDDDDDDDDDFFUU,0,2,false,false,false,PASS
PUCCH_PHASE05_R18,K1-0138,5,6,decoded_dci,11,11,DDDDDDDDDDFFUU,10,4,false,false,false,PASS
PUCCH_PHASE05_R18,K1-0139,5,6,decoded_dci,11,11,DDDDDDDDDDFFUU,12,2,false,true,true,PASS
PUCCH_PHASE05_R18,K1-0140,5,6,decoded_dci,11,11,DDDDDDDDDDFFUU,13,2,false,false,false,PASS
PUCCH_PHASE05_R18,K1-0141,5,8,decoded_dci,13,13,DDDDDDDDDDDDDD,0,2,false,false,false,PASS
PUCCH_PHASE05_R18,K1-0142,5,8,decoded_dci,13,13,DDDDDDDDDDDDDD,10,4,false,false,false,PASS
PUCCH_PHASE05_R18,K1-0143,5,8,decoded_dci,13,13,DDDDDDDDDDDDDD,12,2,false,false,false,PASS
PUCCH_PHASE05_R18,K1-0144,5,8,decoded_dci,13,13,DDDDDDDDDDDDDD,13,2,false,false,false,PASS
PUCCH_PHASE05_R18,K1-0145,6,1,decoded_dci,7,7,UUUUUUUUUUUUUU,0,2,false,true,true,PASS
PUCCH_PHASE05_R18,K1-0146,6,1,decoded_dci,7,7,UUUUUUUUUUUUUU,10,4,false,true,true,PASS
PUCCH_PHASE05_R18,K1-0147,6,1,decoded_dci,7,7,UUUUUUUUUUUUUU,12,2,false,true,true,PASS
PUCCH_PHASE05_R18,K1-0148,6,1,decoded_dci,7,7,UUUUUUUUUUUUUU,13,2,false,false,false,PASS
PUCCH_PHASE05_R18,K1-0149,6,2,decoded_dci,8,8,UUUUUUUUUUUUUU,0,2,false,true,true,PASS
PUCCH_PHASE05_R18,K1-0150,6,2,decoded_dci,8,8,UUUUUUUUUUUUUU,10,4,false,true,true,PASS
PUCCH_PHASE05_R18,K1-0151,6,2,decoded_dci,8,8,UUUUUUUUUUUUUU,12,2,false,true,true,PASS
PUCCH_PHASE05_R18,K1-0152,6,2,decoded_dci,8,8,UUUUUUUUUUUUUU,13,2,false,false,false,PASS
PUCCH_PHASE05_R18,K1-0153,6,3,decoded_dci,9,9,DDDDDDDDDDDDDD,0,2,false,false,false,PASS
PUCCH_PHASE05_R18,K1-0154,6,3,decoded_dci,9,9,DDDDDDDDDDDDDD,10,4,false,false,false,PASS
PUCCH_PHASE05_R18,K1-0155,6,3,decoded_dci,9,9,DDDDDDDDDDDDDD,12,2,false,false,false,PASS
PUCCH_PHASE05_R18,K1-0156,6,3,decoded_dci,9,9,DDDDDDDDDDDDDD,13,2,false,false,false,PASS
PUCCH_PHASE05_R18,K1-0157,6,4,decoded_dci,10,10,UUUUUUUUUUUUUU,0,2,false,true,true,PASS
PUCCH_PHASE05_R18,K1-0158,6,4,decoded_dci,10,10,UUUUUUUUUUUUUU,10,4,false,true,true,PASS
PUCCH_PHASE05_R18,K1-0159,6,4,decoded_dci,10,10,UUUUUUUUUUUUUU,12,2,false,true,true,PASS
PUCCH_PHASE05_R18,K1-0160,6,4,decoded_dci,10,10,UUUUUUUUUUUUUU,13,2,false,false,false,PASS
PUCCH_PHASE05_R18,K1-0161,6,6,decoded_dci,12,12,UUUUUUUUUUUUUU,0,2,false,true,true,PASS
PUCCH_PHASE05_R18,K1-0162,6,6,decoded_dci,12,12,UUUUUUUUUUUUUU,10,4,false,true,true,PASS
PUCCH_PHASE05_R18,K1-0163,6,6,decoded_dci,12,12,UUUUUUUUUUUUUU,12,2,false,true,true,PASS
PUCCH_PHASE05_R18,K1-0164,6,6,decoded_dci,12,12,UUUUUUUUUUUUUU,13,2,false,false,false,PASS
PUCCH_PHASE05_R18,K1-0165,6,8,decoded_dci,14,14,UUUUUUUUUUUUUU,0,2,false,true,true,PASS
PUCCH_PHASE05_R18,K1-0166,6,8,decoded_dci,14,14,UUUUUUUUUUUUUU,10,4,false,true,true,PASS
PUCCH_PHASE05_R18,K1-0167,6,8,decoded_dci,14,14,UUUUUUUUUUUUUU,12,2,false,true,true,PASS
PUCCH_PHASE05_R18,K1-0168,6,8,decoded_dci,14,14,UUUUUUUUUUUUUU,13,2,false,false,false,PASS
PUCCH_PHASE05_R18,K1-0169,7,1,decoded_dci,8,8,UUUUUUUUUUUUUU,0,2,false,true,true,PASS
PUCCH_PHASE05_R18,K1-0170,7,1,decoded_dci,8,8,UUUUUUUUUUUUUU,10,4,false,true,true,PASS
PUCCH_PHASE05_R18,K1-0171,7,1,decoded_dci,8,8,UUUUUUUUUUUUUU,12,2,false,true,true,PASS
PUCCH_PHASE05_R18,K1-0172,7,1,decoded_dci,8,8,UUUUUUUUUUUUUU,13,2,false,false,false,PASS
PUCCH_PHASE05_R18,K1-0173,7,2,decoded_dci,9,9,DDDDDDDDDDDDDD,0,2,false,false,false,PASS
PUCCH_PHASE05_R18,K1-0174,7,2,decoded_dci,9,9,DDDDDDDDDDDDDD,10,4,false,false,false,PASS
PUCCH_PHASE05_R18,K1-0175,7,2,decoded_dci,9,9,DDDDDDDDDDDDDD,12,2,false,false,false,PASS
PUCCH_PHASE05_R18,K1-0176,7,2,decoded_dci,9,9,DDDDDDDDDDDDDD,13,2,false,false,false,PASS
PUCCH_PHASE05_R18,K1-0177,7,3,decoded_dci,10,10,UUUUUUUUUUUUUU,0,2,false,true,true,PASS
PUCCH_PHASE05_R18,K1-0178,7,3,decoded_dci,10,10,UUUUUUUUUUUUUU,10,4,false,true,true,PASS
PUCCH_PHASE05_R18,K1-0179,7,3,decoded_dci,10,10,UUUUUUUUUUUUUU,12,2,false,true,true,PASS
PUCCH_PHASE05_R18,K1-0180,7,3,decoded_dci,10,10,UUUUUUUUUUUUUU,13,2,false,false,false,PASS
PUCCH_PHASE05_R18,K1-0181,7,4,decoded_dci,11,11,DDDDDDDDDDFFUU,0,2,false,false,false,PASS
PUCCH_PHASE05_R18,K1-0182,7,4,decoded_dci,11,11,DDDDDDDDDDFFUU,10,4,false,false,false,PASS
PUCCH_PHASE05_R18,K1-0183,7,4,decoded_dci,11,11,DDDDDDDDDDFFUU,12,2,false,true,true,PASS
PUCCH_PHASE05_R18,K1-0184,7,4,decoded_dci,11,11,DDDDDDDDDDFFUU,13,2,false,false,false,PASS
PUCCH_PHASE05_R18,K1-0185,7,6,decoded_dci,13,13,DDDDDDDDDDDDDD,0,2,false,false,false,PASS
PUCCH_PHASE05_R18,K1-0186,7,6,decoded_dci,13,13,DDDDDDDDDDDDDD,10,4,false,false,false,PASS
PUCCH_PHASE05_R18,K1-0187,7,6,decoded_dci,13,13,DDDDDDDDDDDDDD,12,2,false,false,false,PASS
PUCCH_PHASE05_R18,K1-0188,7,6,decoded_dci,13,13,DDDDDDDDDDDDDD,13,2,false,false,false,PASS
PUCCH_PHASE05_R18,K1-0189,7,8,decoded_dci,15,15,UUUUUUUUUUUUUU,0,2,false,true,true,PASS
PUCCH_PHASE05_R18,K1-0190,7,8,decoded_dci,15,15,UUUUUUUUUUUUUU,10,4,false,true,true,PASS
PUCCH_PHASE05_R18,K1-0191,7,8,decoded_dci,15,15,UUUUUUUUUUUUUU,12,2,false,true,true,PASS
PUCCH_PHASE05_R18,K1-0192,7,8,decoded_dci,15,15,UUUUUUUUUUUUUU,13,2,false,false,false,PASS
