RunID,CaseID,ResourceA,ResourceB,ExactREOverlap,Orthogonal,ResolutionAction,ExpectedAction,UnresolvedCollision,StateDigestBefore,StateDigestAfter,Status
PUCCH_PHASE05_R18,COL-012,PUCCH_HARQ,PUSCH,true,false,MULTIPLEX_UCI_ON_PUSCH,MULTIPLEX_UCI_ON_PUSCH,false,83d59e982717361ddc639bd3ace4875c1609e0c8ef272fbcb943e6de34623971,183b34e2d7cd53c16698601e2f945f964ae4e776dd85f9a6198d09ce1c5379e6,PASS
PUCCH_PHASE05_R18,COL-013,PUCCH_CSI,SRS,true,false,APPLY_PRIORITY_AND_CANCEL_LOSER,APPLY_PRIORITY_AND_CANCEL_LOSER,false,eaf322ac576593e1814cd0d7efbdc82146866fa26803fbc0a971194225c06134,1524f2d0410a9ad52ad5416c29c0ec21fe11c82690241bf1f82921954e67750a,PASS
PUCCH_PHASE05_R18,COL-014,PUCCH_SR,PRACH,true,false,APPLY_PRIORITY_AND_CANCEL_LOSER,APPLY_PRIORITY_AND_CANCEL_LOSER,false,e020cb17a4379f6166397e2662adc6f460efb73f4c6bcc7a5298a2ab4f6810d1,d01686d4ce67592226edd3c14e5758536b125e32d341c9aca2f17a478f7a30d6,PASS
PUCCH_PHASE05_R18,COL-015,PUCCH_HARQ,PUCCH_HARQ,false,true,TRANSMIT_BOTH_ORTHOGONAL,TRANSMIT_BOTH_ORTHOGONAL,false,e5555115ecdef1e9214f667202c48b8518d6d4ea8c83140f16988879ae7edd49,2bc075bd5a09b9377db3912b42f58d15030cf4b49a919669ea630f70d7c552d3,PASS
PUCCH_PHASE05_R18,COL-016,PUCCH_HARQ,PUCCH_HARQ,true,false,COLLISION_DETECTED,COLLISION_DETECTED,false,2596adc07e194b4570b591e1a40886457b55e6317b79bd6d0328b38ff8d3b004,2bf59af0272cbf269aeaaa49f62feaef0b5085fb44094a566e4284d87223a2f7,PASS
PUCCH_PHASE05_R18,COL-017,PUCCH_HARQ,PUCCH_SR,false,false,TRANSMIT_BOTH,TRANSMIT_BOTH,false,a802cc3bc4fba893cd6f2e565f16db523cf408425ec34dfba18bed8e09649703,e94791bc002e74127c9034f0d3785a8548170a61eeb4ff8a861805742a6db850,PASS
PUCCH_PHASE05_R18,COL-018,PUCCH_HARQ,PUCCH_SR,true,false,MULTIPLEX_ON_HARQ_RESOURCE,MULTIPLEX_ON_HARQ_RESOURCE,false,9a19c6ed640d8b1637abc3419edddadab89d79ff55a919f84a0687b99a636d1a,74bf18a697aa18f429a41be9eedbf3ee05eac40008edf45f2b7acc721165ab4d,PASS
PUCCH_PHASE05_R18,COL-019,PUCCH_HARQ,PUCCH_CSI,true,false,COMBINE_UCI_ON_SELECTED_LONG_RESOURCE,COMBINE_UCI_ON_SELECTED_LONG_RESOURCE,false,f142e4804255d2542c329d8de7e69668623a1fca8f5cd789347a2d284dfd0d54,b060820c42afe4c0fac57739f47f35070c9162f182d5ca69b1dc95f64528121e,PASS
PUCCH_PHASE05_R18,COL-020,PUCCH_HARQ,PUSCH,true,false,MULTIPLEX_UCI_ON_PUSCH,MULTIPLEX_UCI_ON_PUSCH,false,22952143970cd4d1e67cbc94f7a7e9ce9cbf6aac3f4f2a0bdb21b2507a7655a6,ced150846db39f405aaa731f8262640d51a6436dc356c4535223d1c44aa024f8,PASS
PUCCH_PHASE05_R18,COL-021,PUCCH_CSI,SRS,true,false,APPLY_PRIORITY_AND_CANCEL_LOSER,APPLY_PRIORITY_AND_CANCEL_LOSER,false,bea600643da15a4e074c74d7f30e14c71d7ad39d51c8e207fb00c3661a9f0e80,8de9875af4459a5a5eaf784add37fc9537117e69ab4338ef0f288be7ffc28869,PASS
PUCCH_PHASE05_R18,COL-022,PUCCH_SR,PRACH,true,false,APPLY_PRIORITY_AND_CANCEL_LOSER,APPLY_PRIORITY_AND_CANCEL_LOSER,false,161cef776493b09f2c098854e65593dd62fa3a05a4b37df9bde2e786b537a1ed,ae51d222ca14d25b5b20f657cdec661af8698ce6907839b987c01f0ee07cf39f,PASS
PUCCH_PHASE05_R18,COL-023,PUCCH_HARQ,PUCCH_HARQ,false,true,TRANSMIT_BOTH_ORTHOGONAL,TRANSMIT_BOTH_ORTHOGONAL,false,fc77555e73074b449748985db54645897fb89af44fc0dd7e09365c35de61510c,28e453431426e73b25f86aa888d88288405be57ac7220ff2fde29a2f6c9d5aa4,PASS
PUCCH_PHASE05_R18,COL-024,PUCCH_HARQ,PUCCH_HARQ,true,false,COLLISION_DETECTED,COLLISION_DETECTED,false,f0c6887db191986866ad56cb0aafcac35108a75b42334e58b0a81af8217779c1,4053913217d3afb21d04acd472c95495c4a558e890ddd22fc9b8df7473d28c09,PASS
PUCCH_PHASE05_R18,COL-025,PUCCH_HARQ,PUCCH_SR,false,false,TRANSMIT_BOTH,TRANSMIT_BOTH,false,b98ef8cb10b9ff6d5733a3b92cdb22c15a367444bb93bcd7dd067224f95b1e77,ac73796cf1b183ba2bbcd20d4bbf27dfb00d7d07fe9f583b5c1bbc3033535482,PASS
PUCCH_PHASE05_R18,COL-026,PUCCH_HARQ,PUCCH_SR,true,false,MULTIPLEX_ON_HARQ_RESOURCE,MULTIPLEX_ON_HARQ_RESOURCE,false,f65df07e125ecc8c2bb11f4e9918288a3085aedfd3ec14e915d313a4272593fa,d58b882798f1cdb25a92df946ac67a08e5143b2d840c5dcb2370f4b5153257e6,PASS
PUCCH_PHASE05_R18,COL-027,PUCCH_HARQ,PUCCH_CSI,true,false,COMBINE_UCI_ON_SELECTED_LONG_RESOURCE,COMBINE_UCI_ON_SELECTED_LONG_RESOURCE,false,3f2323a4e4ef855c36f15b55055ce450c2fbff8d2247a37037f4dfe11d227acd,6625b14e47549d5151260b0b25160be3604c0ebc86f5205a0994f79266a68fd0,PASS
PUCCH_PHASE05_R18,COL-028,PUCCH_HARQ,PUSCH,true,false,MULTIPLEX_UCI_ON_PUSCH,MULTIPLEX_UCI_ON_PUSCH,false,d661c6d8ae108235c57d1ac9e810a6e7ee5fa0893c6fb0a5093b9052a67a5586,413ed2c865ee8905fe5681991a4dd3a7253b7b35102cd6eeb35b5d1b7b959d3c,PASS
PUCCH_PHASE05_R18,COL-029,PUCCH_CSI,SRS,true,false,APPLY_PRIORITY_AND_CANCEL_LOSER,APPLY_PRIORITY_AND_CANCEL_LOSER,false,9380ba990bc42a4ad547a310b53617d2a10d60901164ed828fff82e861383424,5f01c828737dbd7af0a31c16727def381bb9b633e19e35af7dbaf86be12bcece,PASS
PUCCH_PHASE05_R18,COL-030,PUCCH_SR,PRACH,true,false,APPLY_PRIORITY_AND_CANCEL_LOSER,APPLY_PRIORITY_AND_CANCEL_LOSER,false,f24fda4244073cae23c062f51ee373c34ddf283f8da12521953d60d281d7bc5f,1096851300a6d2eefd82f8b0d2f0b06613e7e720e9ee6d52fc7a1b7cc47760e8,PASS
PUCCH_PHASE05_R18,COL-031,PUCCH_HARQ,PUCCH_HARQ,false,true,TRANSMIT_BOTH_ORTHOGONAL,TRANSMIT_BOTH_ORTHOGONAL,false,803ca558379921c896811540f4415d3347d9bdba2b6b48786c6186ebcd84bfb7,0fe36fcf5a37d5e32081b02807991eea6a5773028fd004ca680e8d6111740859,PASS
PUCCH_PHASE05_R18,COL-032,PUCCH_HARQ,PUCCH_HARQ,true,false,COLLISION_DETECTED,COLLISION_DETECTED,false,c874b62ae4005b39dbead2f3b1926ddafe0b4c4ed79efe6fa4679ee3813843d4,0e2cdcebadf64a42c1e54ff89e191c325512ae84edb7db973e22f4d61f50d1ef,PASS
PUCCH_PHASE05_R18,COL-033,PUCCH_HARQ,PUCCH_SR,false,false,TRANSMIT_BOTH,TRANSMIT_BOTH,false,9a1b85b9883e446290ca37f64cca9eee3b9ad9e206e79d1cf82f9151a0afea6a,290b81383a1817e87a412fdd36061ab585a809c93f44046c4a525f47df76a177,PASS
PUCCH_PHASE05_R18,COL-034,PUCCH_HARQ,PUCCH_SR,true,false,MULTIPLEX_ON_HARQ_RESOURCE,MULTIPLEX_ON_HARQ_RESOURCE,false,eade8a4819f27ae9f7c09c19ceae1580ebbe145e082622a39822cb1a7b0e5e3e,369a62ae54ec5196e8fa691f39a84adbde5f28c0dfa400aa6d8122d7e425cc18,PASS
PUCCH_PHASE05_R18,COL-035,PUCCH_HARQ,PUCCH_CSI,true,false,COMBINE_UCI_ON_SELECTED_LONG_RESOURCE,COMBINE_UCI_ON_SELECTED_LONG_RESOURCE,false,44e2c76d5e294fa6bcb76e698a4bf44527b73ca9efadaa8267b31dbf90112f03,d2650ef8ff21057597d8c22c978b80a0aa03669ee297471fd18293ec8a161461,PASS
PUCCH_PHASE05_R18,COL-036,PUCCH_HARQ,PUSCH,true,false,MULTIPLEX_UCI_ON_PUSCH,MULTIPLEX_UCI_ON_PUSCH,false,2f97b9e2c68b1875ab5395d985f57877f71ef5aac2918d9ed09e2f7a11cff50e,8eefc60d9609ca294f80d380a5b390a78781da1bd0d4f770cea98e621e387ca0,PASS
PUCCH_PHASE05_R18,COL-037,PUCCH_CSI,SRS,true,false,APPLY_PRIORITY_AND_CANCEL_LOSER,APPLY_PRIORITY_AND_CANCEL_LOSER,false,52d7899eff1cb670e07278395ac5ba52d3b64510ec7c82eda9de2b3365a5bca5,d940124eb99cdd912e0f1e5bc487d6f6447f114fe78767e7cf537182d58aefa2,PASS
PUCCH_PHASE05_R18,COL-038,PUCCH_SR,PRACH,true,false,APPLY_PRIORITY_AND_CANCEL_LOSER,APPLY_PRIORITY_AND_CANCEL_LOSER,false,cbb37b4b2500eeff17b7bd6db9223bed3ba9c785ac7bfd0bfc344a52bf7d83d1,b268d9de907b139101d97c252425d645be64ba4ad6dce01621e5597ec15c234c,PASS
PUCCH_PHASE05_R18,COL-039,PUCCH_HARQ,PUCCH_HARQ,false,true,TRANSMIT_BOTH_ORTHOGONAL,TRANSMIT_BOTH_ORTHOGONAL,false,9d341c97ba24cb44df775d6665ec7011dc01ffc1e0d5a203f8549b5ad1bd3668,81b191623595d545b62b463bb5a933e2e29c588b3fc31e9ff48770b1ca1a929d,PASS
PUCCH_PHASE05_R18,COL-040,PUCCH_HARQ,PUCCH_HARQ,true,false,COLLISION_DETECTED,COLLISION_DETECTED,false,2f07886ef6c3d2a349d46bcb81658f975268a9552e82e616cd1354b84b6a6b47,80a4f51f0953b01cc5d2a2626b20948d54f83e6c55344279cdef188ebaf10b6d,PASS
PUCCH_PHASE05_R18,COL-041,PUCCH_HARQ,PUCCH_SR,false,false,TRANSMIT_BOTH,TRANSMIT_BOTH,false,9da5af8a6f78c1be60652d3735b1e14b163dc676a97ced38af661a0b66f85660,deb50593dcf927563676c65fcaeac845b07bacdf952d972ac9985b1ade5c04ee,PASS
PUCCH_PHASE05_R18,COL-042,PUCCH_HARQ,PUCCH_SR,true,false,MULTIPLEX_ON_HARQ_RESOURCE,MULTIPLEX_ON_HARQ_RESOURCE,false,2e1b7394fd0615f963c5f974eb5a9f1c6c0d4b297f58035fdc444280286a0153,9546e47f744abdceb7d2c00daee0d10ee841b5f08c066d1e176d879e50ebb2cc,PASS
PUCCH_PHASE05_R18,COL-043,PUCCH_HARQ,PUCCH_CSI,true,false,COMBINE_UCI_ON_SELECTED_LONG_RESOURCE,COMBINE_UCI_ON_SELECTED_LONG_RESOURCE,false,9cb56c79892cb525d23496ce2d9cc7661a61face6ee9f1e2ef8f5db98cf8b2c0,9c92dff8155b039822d6b4cd8ef72d987972697325d986fda21204a5da0e2009,PASS
PUCCH_PHASE05_R18,COL-044,PUCCH_HARQ,PUSCH,true,false,MULTIPLEX_UCI_ON_PUSCH,MULTIPLEX_UCI_ON_PUSCH,false,7c9bc7b5c84e41694a36c59139c552363eb471d76d343efcbe8c4cefe4df81f9,87ad2ae03e114d78d2a49bce3cbdd438ceecda426beded3b43a4841d1744501f,PASS
PUCCH_PHASE05_R18,COL-045,PUCCH_CSI,SRS,true,false,APPLY_PRIORITY_AND_CANCEL_LOSER,APPLY_PRIORITY_AND_CANCEL_LOSER,false,de65955373aa3327fe0362ba1b172abeb35459334e8237902b55d826c31c31b6,250c63615e0bd78764c3697257ba6fc1979adc4f49aae0de91f4dfa6a9703fbd,PASS
PUCCH_PHASE05_R18,COL-046,PUCCH_SR,PRACH,true,false,APPLY_PRIORITY_AND_CANCEL_LOSER,APPLY_PRIORITY_AND_CANCEL_LOSER,false,ac1c6695a3c0c9c5fe814c5dd62638ca3709c54e9cc05b7ca3a664e2b6131b9b,b47f0b9bcb586e250f4c5d523675351a4437a88a822dea1209608d9b74d60293,PASS
PUCCH_PHASE05_R18,COL-047,PUCCH_HARQ,PUCCH_HARQ,false,true,TRANSMIT_BOTH_ORTHOGONAL,TRANSMIT_BOTH_ORTHOGONAL,false,b0b369991894772e79c1cf1861cdbfdff694c82beeffbba3e671888992e4b9e3,eacc4d97f1ff0cbc23aaa080aa5b2a690c03289cb74d252a4b1b77b2b2b4886c,PASS
PUCCH_PHASE05_R18,COL-048,PUCCH_HARQ,PUCCH_HARQ,true,false,COLLISION_DETECTED,COLLISION_DETECTED,false,816b8b9b7f9f818f1d20932f7d9519eaedf2595d1210bc66b65092c58357a3e2,b9d9df879f871935a5bacfa53ade25f8bd0b21a24c30664863ea6cb67073d5f8,PASS
PUCCH_PHASE05_R18,COL-049,PUCCH_HARQ,PUCCH_SR,false,false,TRANSMIT_BOTH,TRANSMIT_BOTH,false,c130f42e31d1ed93848811232cd1b9854b9b5f8d2a35477f56fa17e1529f425f,820882a8c0a71f0660b97d06fb95677f39822348fefea554b408f4daae23c553,PASS
PUCCH_PHASE05_R18,COL-050,PUCCH_HARQ,PUCCH_SR,true,false,MULTIPLEX_ON_HARQ_RESOURCE,MULTIPLEX_ON_HARQ_RESOURCE,false,980836ccf7e28c8352af59345470cf187b9971189b29aff2465e806b171b9ca7,3dbfdb0f44a3321024ddb420de022b8d235ef605e2c74f8d337f53a6473b3e2d,PASS
PUCCH_PHASE05_R18,COL-051,PUCCH_HARQ,PUCCH_CSI,true,false,COMBINE_UCI_ON_SELECTED_LONG_RESOURCE,COMBINE_UCI_ON_SELECTED_LONG_RESOURCE,false,f4685923c40ce633b0aaee85995089364797c206fcb3e898d85d74e16853d39e,d54cf90684b7f72cd3a6209bc51f1d9135b382a62370f8c7fce08b257332061b,PASS
PUCCH_PHASE05_R18,COL-052,PUCCH_HARQ,PUSCH,true,false,MULTIPLEX_UCI_ON_PUSCH,MULTIPLEX_UCI_ON_PUSCH,false,f0570f570f07ed0f635576f7fa733b124b0d549d4ad8dc128266d372f32699a1,23a9032ec05fc5eb91c923144973830405bd274d2f4fed07a8b607da305d9726,PASS
PUCCH_PHASE05_R18,COL-053,PUCCH_CSI,SRS,true,false,APPLY_PRIORITY_AND_CANCEL_LOSER,APPLY_PRIORITY_AND_CANCEL_LOSER,false,dbb5e7dde6ae2db2b72e7f04a96642de7821829f9a7a0fc6c3eb2a043fbdfba3,a060102c8e2f25579af363b1a755ff3e2c9e863100c75e3ecf73459e63c0f93b,PASS
PUCCH_PHASE05_R18,COL-054,PUCCH_SR,PRACH,true,false,APPLY_PRIORITY_AND_CANCEL_LOSER,APPLY_PRIORITY_AND_CANCEL_LOSER,false,166342c1909a1aa3e235a78a452468c61fb54f5fe996e320f2c7cbdf49efdfd1,b216cc684b4a9f326a3bc84522e1f310563b9f34afd0bd7b14ec9c18fd0f00d3,PASS
PUCCH_PHASE05_R18,COL-055,PUCCH_HARQ,PUCCH_HARQ,false,true,TRANSMIT_BOTH_ORTHOGONAL,TRANSMIT_BOTH_ORTHOGONAL,false,c482458ca2816ee74fba1421d246056f190e569c9e6b5aaec761437207f0282e,b247ba92f0d002e4690cba42eba47236cb791769559ccc42ea64ff85a95a927a,PASS
PUCCH_PHASE05_R18,COL-056,PUCCH_HARQ,PUCCH_HARQ,true,false,COLLISION_DETECTED,COLLISION_DETECTED,false,aedbdf322d358d8693eb28b9693509aec73d80dd7f37f7e76a755192f5501bd1,5c38db0381390dd8bda8723a796774006ce9d0ad30b8c03168559d576ea18099,PASS
PUCCH_PHASE05_R18,COL-057,PUCCH_HARQ,PUCCH_SR,false,false,TRANSMIT_BOTH,TRANSMIT_BOTH,false,3ab5a48cdd5cdcc29487a951e66277665175483a1aa37296c4f23c69d2592138,8e03901c1cb1a29f8eaa585467f6eeed31fda3846ffcd9dbd46a0ed5533cf1ae,PASS
PUCCH_PHASE05_R18,COL-058,PUCCH_HARQ,PUCCH_SR,true,false,MULTIPLEX_ON_HARQ_RESOURCE,MULTIPLEX_ON_HARQ_RESOURCE,false,36f76e6d0427f29bc5489bb7dd12825e3bbaa48277dd6035895d70070e1561eb,992c8b6d6018ab7d39831ff3fdd537ac72b02505c7b6f3ea71642bb94227d525,PASS
PUCCH_PHASE05_R18,COL-059,PUCCH_HARQ,PUCCH_CSI,true,false,COMBINE_UCI_ON_SELECTED_LONG_RESOURCE,COMBINE_UCI_ON_SELECTED_LONG_RESOURCE,false,f229a83db46a6b5a72250107b287eb6fb57522497b91e4acc4b9b3a707e50879,c83b70a34c644ab6adc10915d83713a621eb2758b56222f1139f38f0ec432bfa,PASS
PUCCH_PHASE05_R18,COL-060,PUCCH_HARQ,PUSCH,true,false,MULTIPLEX_UCI_ON_PUSCH,MULTIPLEX_UCI_ON_PUSCH,false,d73a7cd6385544420faf612dce3965210bb9d2b9a48ce36dab414ca57c15e99a,e8c4fd516d59dd1c66d5e071176e1831d075959b35bb85ee0a45608941866002,PASS
PUCCH_PHASE05_R18,COL-061,PUCCH_CSI,SRS,true,false,APPLY_PRIORITY_AND_CANCEL_LOSER,APPLY_PRIORITY_AND_CANCEL_LOSER,false,0306ab4b62bac4ed57a831d0b81f6508991c002f7fb0fc782fb01805ea2d73b8,ca6f4006028a1b7b6424c3693d040592836e5a68588dbaef01f097573462a9b3,PASS
PUCCH_PHASE05_R18,COL-062,PUCCH_SR,PRACH,true,false,APPLY_PRIORITY_AND_CANCEL_LOSER,APPLY_PRIORITY_AND_CANCEL_LOSER,false,2e72d25e352ef00c064070f5cb0050d9f1437237ea57be389c3ec694874b9c37,42986bca68c48e49261bbe2ba50ec23829b7c55b881778f1fe9544fb1722e873,PASS
PUCCH_PHASE05_R18,COL-063,PUCCH_HARQ,PUCCH_HARQ,false,true,TRANSMIT_BOTH_ORTHOGONAL,TRANSMIT_BOTH_ORTHOGONAL,false,15ddf3e8e02a28bceb3189044facaf3cdbf730070f095ccda1ad6e1272a1eb7a,a58faa446dec7d754056bfb1fce34454d9bf5cbc0406511370d5d5cb6a804ec9,PASS
PUCCH_PHASE05_R18,COL-064,PUCCH_HARQ,PUCCH_HARQ,true,false,COLLISION_DETECTED,COLLISION_DETECTED,false,13fa4d8847161407dc26f0fd478f9b0f7c43dee1bb6da2f1fdb4a879cf4965ad,8d2ffe27390a23d06aba3565963c806bfe11225931564e50e80ece8c01c67903,PASS
PUCCH_PHASE05_R18,COL-065,PUCCH_HARQ,PUCCH_SR,false,false,TRANSMIT_BOTH,TRANSMIT_BOTH,false,69edfaf5971f74a65fc98d98763144a0a2da32f937285bcbcb9c2851304dd265,10fe2fc00bcfecb6d62497c42728119814df49fc74cc5c71e09f0d2a939d2148,PASS
PUCCH_PHASE05_R18,COL-066,PUCCH_HARQ,PUCCH_SR,true,false,MULTIPLEX_ON_HARQ_RESOURCE,MULTIPLEX_ON_HARQ_RESOURCE,false,4b94e80fd9842cfd484e65fb1510bf4f2024204cbb32ad8f1789d1da7ec031d4,a127d2de246923637cac623334daecf88e16fed1731751cff81407c5a8814fc5,PASS
PUCCH_PHASE05_R18,COL-067,PUCCH_HARQ,PUCCH_CSI,true,false,COMBINE_UCI_ON_SELECTED_LONG_RESOURCE,COMBINE_UCI_ON_SELECTED_LONG_RESOURCE,false,946310ae421bdc08e74c9a2653aca8b216280aa3461f3d31c68d1e53022767cf,7bfbaa6c98a5a19093f2b7b4eb0915ee5ffa4584d9ce3bd055419680c00f0170,PASS
PUCCH_PHASE05_R18,COL-068,PUCCH_HARQ,PUSCH,true,false,MULTIPLEX_UCI_ON_PUSCH,MULTIPLEX_UCI_ON_PUSCH,false,3bad8731bedd2d4e118c829811344ec93bfef21e2599303481d0e09b8e35ada4,1b19f6141c4a95447d9ae63d367bddd261a31434d5f74e5ad5cc922e939259be,PASS
PUCCH_PHASE05_R18,COL-069,PUCCH_CSI,SRS,true,false,APPLY_PRIORITY_AND_CANCEL_LOSER,APPLY_PRIORITY_AND_CANCEL_LOSER,false,13e947e3c204da26922eed56347ccbe422d6e6e8b55185bb8f49001de2245aad,a6c71f1fe1fd0c56bc64fdfcd34d07b33bb2ed10f6bafa8570ac618391162f12,PASS
PUCCH_PHASE05_R18,COL-070,PUCCH_SR,PRACH,true,false,APPLY_PRIORITY_AND_CANCEL_LOSER,APPLY_PRIORITY_AND_CANCEL_LOSER,false,c9db122a81c4ab413c0245e661611acdca645f7fb8d848872d3ce0d3080c3e26,dc8306856652e1cf8a005969173ea42ce5cfffe438b2000f933b2902e5e741b2,PASS
PUCCH_PHASE05_R18,COL-071,PUCCH_HARQ,PUCCH_HARQ,false,true,TRANSMIT_BOTH_ORTHOGONAL,TRANSMIT_BOTH_ORTHOGONAL,false,497a8e0146591721d20256b9ab30827ec0d69e8d6c7fc79f1ccf8d3e8e48a785,a02983458413bc3ec1fa5ec5cd1dbd43114067bbb5b82b206108d0432a738e4a,PASS
PUCCH_PHASE05_R18,COL-072,PUCCH_HARQ,PUCCH_HARQ,true,false,COLLISION_DETECTED,COLLISION_DETECTED,false,e42b349889f50660113e1fed93025fe284776b541280b1c41f1686aca2eefced,0b3182208efccc2b14e9b6b06995af4cf4e39e6868e6dbe838ffb64a1f38d982,PASS
PUCCH_PHASE05_R18,COL-073,PUCCH_HARQ,PUCCH_SR,false,false,TRANSMIT_BOTH,TRANSMIT_BOTH,false,ff053fe4782fc5a8270209e56a7ba4a63776db4c40c0427a63d3e65f0057a006,7c3e2829c7d496b6c084307d8128cc24d78d150073ae101723e0c7d97db7014e,PASS
PUCCH_PHASE05_R18,COL-074,PUCCH_HARQ,PUCCH_SR,true,false,MULTIPLEX_ON_HARQ_RESOURCE,MULTIPLEX_ON_HARQ_RESOURCE,false,3edf4793a47bdaa4fafb985cdd03c05c600939f5e3b1adb66c1abd95fdddf53d,1e977c26ca210e58ffdf0ff6cf1b56661af7efb4f45bd5ec817ebd1cb71c5cb6,PASS
PUCCH_PHASE05_R18,COL-075,PUCCH_HARQ,PUCCH_CSI,true,false,COMBINE_UCI_ON_SELECTED_LONG_RESOURCE,COMBINE_UCI_ON_SELECTED_LONG_RESOURCE,false,28c61b45e53e853dd89a09af287807329812c8d97b1ffb86b16ea825ab92d774,6f149b38329e682f7f9d8234692d36d0492d0e59469464a0df7ceaec32e638aa,PASS
PUCCH_PHASE05_R18,COL-076,PUCCH_HARQ,PUSCH,true,false,MULTIPLEX_UCI_ON_PUSCH,MULTIPLEX_UCI_ON_PUSCH,false,3d858181d625fa0335f073457cfa86f72c667ca8cdbdd4377e93daa347a50210,93fc2151b3bdfd78aa94415c8ec16a0f4457fad737ee1b55ead0433dbff23f40,PASS
PUCCH_PHASE05_R18,COL-077,PUCCH_CSI,SRS,true,false,APPLY_PRIORITY_AND_CANCEL_LOSER,APPLY_PRIORITY_AND_CANCEL_LOSER,false,94fff0e33d173d40833f3065abf91ef73d3468a44bb53aca15c221b2dadfe70a,91ef15227ccb5c178a7b01f20c0e1d5d8fcc90067e24d4e12777e15525b7286b,PASS
