RunID,CaseID,Format,NumSymbols,UCIBits,NumPRBs,Hopping,Interlaced,RepetitionSlots,Valid,ExpectedValid,ParameterMutated,ErrorID,Status
PUCCH_PHASE05_R18,FMT-0144,2,1,2,1,true,false,1,false,false,false,sixgr:phy:pucch:InvalidFormatPayload,PASS
PUCCH_PHASE05_R18,FMT-0145,2,1,3,1,false,false,1,true,true,false,,PASS
PUCCH_PHASE05_R18,FMT-0146,2,1,3,1,true,false,1,true,true,false,,PASS
PUCCH_PHASE05_R18,FMT-0147,2,1,12,1,false,false,1,true,true,false,,PASS
PUCCH_PHASE05_R18,FMT-0148,2,1,12,1,true,false,1,true,true,false,,PASS
PUCCH_PHASE05_R18,FMT-0149,2,1,1707,4,false,false,1,false,false,false,sixgr:phy:pucch:InvalidFormatPayload,PASS
PUCCH_PHASE05_R18,FMT-0150,2,1,1707,4,true,false,1,false,false,false,sixgr:phy:pucch:InvalidFormatPayload,PASS
PUCCH_PHASE05_R18,FMT-0151,2,2,2,1,false,false,1,false,false,false,sixgr:phy:pucch:InvalidFormatPayload,PASS
PUCCH_PHASE05_R18,FMT-0152,2,2,2,1,true,false,1,false,false,false,sixgr:phy:pucch:InvalidFormatPayload,PASS
PUCCH_PHASE05_R18,FMT-0153,2,2,3,1,false,false,1,true,true,false,,PASS
PUCCH_PHASE05_R18,FMT-0154,2,2,3,1,true,false,1,true,true,false,,PASS
PUCCH_PHASE05_R18,FMT-0155,2,2,11,1,false,false,1,true,true,false,,PASS
PUCCH_PHASE05_R18,FMT-0156,2,2,11,1,true,false,1,true,true,false,,PASS
PUCCH_PHASE05_R18,FMT-0157,2,2,20,1,false,false,1,true,true,false,,PASS
PUCCH_PHASE05_R18,FMT-0158,2,2,20,1,true,false,1,true,true,false,,PASS
PUCCH_PHASE05_R18,FMT-0159,2,2,1706,4,false,false,1,true,true,false,,PASS
PUCCH_PHASE05_R18,FMT-0160,2,2,1706,4,true,false,1,true,true,false,,PASS
PUCCH_PHASE05_R18,FMT-0161,2,2,1707,4,false,false,1,false,false,false,sixgr:phy:pucch:InvalidFormatPayload,PASS
PUCCH_PHASE05_R18,FMT-0162,2,2,1707,4,true,false,1,false,false,false,sixgr:phy:pucch:InvalidFormatPayload,PASS
PUCCH_PHASE05_R18,FMT-0163,2,3,1,1,false,false,1,false,false,false,sixgr:phy:pucch:InvalidFormatPayload,PASS
PUCCH_PHASE05_R18,FMT-0164,2,3,1,1,true,false,1,false,false,false,sixgr:phy:pucch:InvalidFormatPayload,PASS
