RunID,CaseID,SequenceIndex,BitIndex,BitOwner,FieldName,BitValue,ExpectedBitValue,Mismatch,Status
PUCCH_PHASE05_R18,UCI-035,1,6,CSI_PART1,CSI_1_PART1,1,1,false,PASS
PUCCH_PHASE05_R18,UCI-035,1,7,CSI_PART1,CSI_1_PART1,0,0,false,PASS
PUCCH_PHASE05_R18,UCI-035,1,8,CSI_PART1,CSI_1_PART1,0,0,false,PASS
PUCCH_PHASE05_R18,UCI-035,1,9,CSI_PART1,CSI_1_PART1,1,1,false,PASS
PUCCH_PHASE05_R18,UCI-035,1,10,CSI_PART1,CSI_1_PART1,1,1,false,PASS
PUCCH_PHASE05_R18,UCI-035,1,11,CSI_PART1,CSI_1_PART1,1,1,false,PASS
PUCCH_PHASE05_R18,UCI-035,1,12,CSI_PART1,CSI_1_PART1,0,0,false,PASS
PUCCH_PHASE05_R18,UCI-035,1,13,CSI_PART1,CSI_1_PART1,1,1,false,PASS
PUCCH_PHASE05_R18,UCI-035,1,14,CSI_PART1,CSI_1_PART1,0,0,false,PASS
PUCCH_PHASE05_R18,UCI-035,1,15,CSI_PART1,CSI_1_PART1,0,0,false,PASS
PUCCH_PHASE05_R18,UCI-035,1,16,CSI_PART1,CSI_1_PART1,1,1,false,PASS
PUCCH_PHASE05_R18,UCI-035,1,17,CSI_PART1,CSI_1_PART1,0,0,false,PASS
PUCCH_PHASE05_R18,UCI-035,1,18,CSI_PART1,CSI_1_PART1,1,1,false,PASS
PUCCH_PHASE05_R18,UCI-035,1,19,CSI_PART1,CSI_1_PART1,0,0,false,PASS
PUCCH_PHASE05_R18,UCI-035,1,20,CSI_PART1,CSI_1_PART1,0,0,false,PASS
PUCCH_PHASE05_R18,UCI-035,1,21,CSI_PART1,CSI_1_PART1,0,0,false,PASS
PUCCH_PHASE05_R18,UCI-035,2,0,CSI_PART2,CSI_1_PART2,1,1,false,PASS
PUCCH_PHASE05_R18,UCI-035,2,1,CSI_PART2,CSI_1_PART2,0,0,false,PASS
PUCCH_PHASE05_R18,UCI-035,2,2,PADDING,minimum_part2_padding,0,0,false,PASS
PUCCH_PHASE05_R18,UCI-036,1,0,SR,SR_1,0,0,false,PASS
PUCCH_PHASE05_R18,UCI-036,1,1,SR,SR_1,1,1,false,PASS
PUCCH_PHASE05_R18,UCI-036,1,2,CSI_PART1,CSI_1_PART1,1,1,false,PASS
PUCCH_PHASE05_R18,UCI-036,1,3,CSI_PART1,CSI_1_PART1,0,0,false,PASS
PUCCH_PHASE05_R18,UCI-036,1,4,CSI_PART1,CSI_1_PART1,0,0,false,PASS
PUCCH_PHASE05_R18,UCI-036,1,5,CSI_PART1,CSI_1_PART1,0,0,false,PASS
PUCCH_PHASE05_R18,UCI-036,1,6,CSI_PART1,CSI_1_PART1,0,0,false,PASS
PUCCH_PHASE05_R18,UCI-036,1,7,CSI_PART1,CSI_1_PART1,0,0,false,PASS
PUCCH_PHASE05_R18,UCI-036,1,8,CSI_PART1,CSI_1_PART1,0,0,false,PASS
PUCCH_PHASE05_R18,UCI-036,1,9,CSI_PART1,CSI_1_PART1,0,0,false,PASS
PUCCH_PHASE05_R18,UCI-036,1,10,CSI_PART1,CSI_1_PART1,1,1,false,PASS
PUCCH_PHASE05_R18,UCI-036,1,11,CSI_PART1,CSI_1_PART1,0,0,false,PASS
PUCCH_PHASE05_R18,UCI-036,1,12,CSI_PART1,CSI_1_PART1,0,0,false,PASS
PUCCH_PHASE05_R18,UCI-036,1,13,CSI_PART1,CSI_1_PART1,1,1,false,PASS
PUCCH_PHASE05_R18,UCI-036,1,14,CSI_PART1,CSI_1_PART1,1,1,false,PASS
PUCCH_PHASE05_R18,UCI-036,1,15,CSI_PART1,CSI_1_PART1,1,1,false,PASS
PUCCH_PHASE05_R18,UCI-036,1,16,CSI_PART1,CSI_1_PART1,0,0,false,PASS
PUCCH_PHASE05_R18,UCI-036,1,17,CSI_PART1,CSI_1_PART1,1,1,false,PASS
PUCCH_PHASE05_R18,UCI-036,1,18,CSI_PART1,CSI_1_PART1,0,0,false,PASS
PUCCH_PHASE05_R18,UCI-036,1,19,CSI_PART1,CSI_1_PART1,1,1,false,PASS
PUCCH_PHASE05_R18,UCI-036,1,20,CSI_PART1,CSI_1_PART1,1,1,false,PASS
PUCCH_PHASE05_R18,UCI-036,1,21,CSI_PART1,CSI_1_PART1,1,1,false,PASS
PUCCH_PHASE05_R18,UCI-036,2,0,CSI_PART2,CSI_1_PART2,0,0,false,PASS
PUCCH_PHASE05_R18,UCI-036,2,1,CSI_PART2,CSI_1_PART2,0,0,false,PASS
PUCCH_PHASE05_R18,UCI-036,2,2,CSI_PART2,CSI_1_PART2,0,0,false,PASS
PUCCH_PHASE05_R18,UCI-036,2,3,CSI_PART2,CSI_1_PART2,1,1,false,PASS
PUCCH_PHASE05_R18,UCI-036,2,4,CSI_PART2,CSI_1_PART2,1,1,false,PASS
PUCCH_PHASE05_R18,UCI-036,2,5,CSI_PART2,CSI_1_PART2,1,1,false,PASS
PUCCH_PHASE05_R18,UCI-036,2,6,CSI_PART2,CSI_1_PART2,0,0,false,PASS
PUCCH_PHASE05_R18,UCI-036,2,7,CSI_PART2,CSI_1_PART2,0,0,false,PASS
PUCCH_PHASE05_R18,UCI-037,1,0,SR,SR_1,1,1,false,PASS
PUCCH_PHASE05_R18,UCI-037,1,1,SR,SR_1,0,0,false,PASS
PUCCH_PHASE05_R18,UCI-037,1,2,CSI_PART1,CSI_1_PART1,1,1,false,PASS
PUCCH_PHASE05_R18,UCI-037,1,3,CSI_PART1,CSI_1_PART1,0,0,false,PASS
PUCCH_PHASE05_R18,UCI-037,1,4,CSI_PART1,CSI_1_PART1,0,0,false,PASS
PUCCH_PHASE05_R18,UCI-037,1,5,CSI_PART1,CSI_1_PART1,0,0,false,PASS
PUCCH_PHASE05_R18,UCI-037,1,6,CSI_PART1,CSI_1_PART1,1,1,false,PASS
PUCCH_PHASE05_R18,UCI-037,1,7,CSI_PART1,CSI_1_PART1,0,0,false,PASS
PUCCH_PHASE05_R18,UCI-037,1,8,CSI_PART1,CSI_1_PART1,0,0,false,PASS
PUCCH_PHASE05_R18,UCI-037,1,9,CSI_PART1,CSI_1_PART1,0,0,false,PASS
PUCCH_PHASE05_R18,UCI-037,1,10,CSI_PART1,CSI_1_PART1,0,0,false,PASS
PUCCH_PHASE05_R18,UCI-037,1,11,CSI_PART1,CSI_1_PART1,1,1,false,PASS
PUCCH_PHASE05_R18,UCI-037,1,12,CSI_PART1,CSI_1_PART1,1,1,false,PASS
PUCCH_PHASE05_R18,UCI-037,1,13,CSI_PART1,CSI_1_PART1,0,0,false,PASS
PUCCH_PHASE05_R18,UCI-037,1,14,CSI_PART1,CSI_1_PART1,1,1,false,PASS
PUCCH_PHASE05_R18,UCI-037,1,15,CSI_PART1,CSI_1_PART1,1,1,false,PASS
PUCCH_PHASE05_R18,UCI-037,1,16,CSI_PART1,CSI_1_PART1,0,0,false,PASS
PUCCH_PHASE05_R18,UCI-037,1,17,CSI_PART1,CSI_1_PART1,1,1,false,PASS
PUCCH_PHASE05_R18,UCI-037,1,18,CSI_PART1,CSI_1_PART1,0,0,false,PASS
PUCCH_PHASE05_R18,UCI-037,1,19,CSI_PART1,CSI_1_PART1,1,1,false,PASS
PUCCH_PHASE05_R18,UCI-037,1,20,CSI_PART1,CSI_1_PART1,1,1,false,PASS
PUCCH_PHASE05_R18,UCI-037,1,21,CSI_PART1,CSI_1_PART1,0,0,false,PASS
PUCCH_PHASE05_R18,UCI-037,2,0,CSI_PART2,CSI_1_PART2,1,1,false,PASS
PUCCH_PHASE05_R18,UCI-037,2,1,CSI_PART2,CSI_1_PART2,1,1,false,PASS
PUCCH_PHASE05_R18,UCI-037,2,2,CSI_PART2,CSI_1_PART2,0,0,false,PASS
PUCCH_PHASE05_R18,UCI-037,2,3,CSI_PART2,CSI_1_PART2,1,1,false,PASS
PUCCH_PHASE05_R18,UCI-037,2,4,CSI_PART2,CSI_1_PART2,0,0,false,PASS
PUCCH_PHASE05_R18,UCI-037,2,5,CSI_PART2,CSI_1_PART2,0,0,false,PASS
PUCCH_PHASE05_R18,UCI-037,2,6,CSI_PART2,CSI_1_PART2,1,1,false,PASS
PUCCH_PHASE05_R18,UCI-037,2,7,CSI_PART2,CSI_1_PART2,1,1,false,PASS
PUCCH_PHASE05_R18,UCI-037,2,8,CSI_PART2,CSI_1_PART2,0,0,false,PASS
PUCCH_PHASE05_R18,UCI-037,2,9,CSI_PART2,CSI_1_PART2,0,0,false,PASS
PUCCH_PHASE05_R18,UCI-037,2,10,CSI_PART2,CSI_1_PART2,0,0,false,PASS
PUCCH_PHASE05_R18,UCI-037,2,11,CSI_PART2,CSI_1_PART2,1,1,false,PASS
PUCCH_PHASE05_R18,UCI-037,2,12,CSI_PART2,CSI_1_PART2,0,0,false,PASS
PUCCH_PHASE05_R18,UCI-037,2,13,CSI_PART2,CSI_1_PART2,0,0,false,PASS
PUCCH_PHASE05_R18,UCI-037,2,14,CSI_PART2,CSI_1_PART2,0,0,false,PASS
PUCCH_PHASE05_R18,UCI-037,2,15,CSI_PART2,CSI_1_PART2,1,1,false,PASS
PUCCH_PHASE05_R18,UCI-037,2,16,CSI_PART2,CSI_1_PART2,1,1,false,PASS
PUCCH_PHASE05_R18,UCI-037,2,17,CSI_PART2,CSI_1_PART2,0,0,false,PASS
PUCCH_PHASE05_R18,UCI-037,2,18,CSI_PART2,CSI_1_PART2,1,1,false,PASS
PUCCH_PHASE05_R18,UCI-037,2,19,CSI_PART2,CSI_1_PART2,0,0,false,PASS
PUCCH_PHASE05_R18,UCI-037,2,20,CSI_PART2,CSI_1_PART2,1,1,false,PASS
PUCCH_PHASE05_R18,UCI-037,2,21,CSI_PART2,CSI_1_PART2,0,0,false,PASS
PUCCH_PHASE05_R18,UCI-037,2,22,CSI_PART2,CSI_1_PART2,0,0,false,PASS
PUCCH_PHASE05_R18,UCI-037,2,23,CSI_PART2,CSI_1_PART2,0,0,false,PASS
PUCCH_PHASE05_R18,UCI-038,1,0,HARQ_ACK,HARQ_ACK_0,0,0,false,PASS
PUCCH_PHASE05_R18,UCI-039,1,0,HARQ_ACK,HARQ_ACK_0,0,0,false,PASS
PUCCH_PHASE05_R18,UCI-039,1,1,CSI_PART1,CSI_1_PART1,0,0,false,PASS
PUCCH_PHASE05_R18,UCI-039,1,2,CSI_PART1,CSI_1_PART1,0,0,false,PASS
PUCCH_PHASE05_R18,UCI-039,1,3,CSI_PART1,CSI_1_PART1,1,1,false,PASS
PUCCH_PHASE05_R18,UCI-039,1,4,CSI_PART1,CSI_1_PART1,0,0,false,PASS
PUCCH_PHASE05_R18,UCI-040,1,0,HARQ_ACK,HARQ_ACK_0,1,1,false,PASS
PUCCH_PHASE05_R18,UCI-040,1,1,CSI_PART1,CSI_1_PART1,0,0,false,PASS
PUCCH_PHASE05_R18,UCI-040,1,2,CSI_PART1,CSI_1_PART1,0,0,false,PASS
PUCCH_PHASE05_R18,UCI-040,1,3,CSI_PART1,CSI_1_PART1,0,0,false,PASS
PUCCH_PHASE05_R18,UCI-040,1,4,CSI_PART1,CSI_1_PART1,1,1,false,PASS
PUCCH_PHASE05_R18,UCI-040,2,0,CSI_PART2,CSI_1_PART2,0,0,false,PASS
PUCCH_PHASE05_R18,UCI-040,2,1,CSI_PART2,CSI_1_PART2,1,1,false,PASS
PUCCH_PHASE05_R18,UCI-040,2,2,PADDING,minimum_part2_padding,0,0,false,PASS
PUCCH_PHASE05_R18,UCI-041,1,0,HARQ_ACK,HARQ_ACK_0,1,1,false,PASS
PUCCH_PHASE05_R18,UCI-041,1,1,CSI_PART1,CSI_1_PART1,0,0,false,PASS
PUCCH_PHASE05_R18,UCI-041,1,2,CSI_PART1,CSI_1_PART1,0,0,false,PASS
PUCCH_PHASE05_R18,UCI-041,1,3,CSI_PART1,CSI_1_PART1,1,1,false,PASS
PUCCH_PHASE05_R18,UCI-041,1,4,CSI_PART1,CSI_1_PART1,0,0,false,PASS
PUCCH_PHASE05_R18,UCI-041,2,0,CSI_PART2,CSI_1_PART2,1,1,false,PASS
PUCCH_PHASE05_R18,UCI-041,2,1,CSI_PART2,CSI_1_PART2,0,0,false,PASS
PUCCH_PHASE05_R18,UCI-041,2,2,CSI_PART2,CSI_1_PART2,1,1,false,PASS
PUCCH_PHASE05_R18,UCI-041,2,3,CSI_PART2,CSI_1_PART2,0,0,false,PASS
PUCCH_PHASE05_R18,UCI-041,2,4,CSI_PART2,CSI_1_PART2,1,1,false,PASS
PUCCH_PHASE05_R18,UCI-041,2,5,CSI_PART2,CSI_1_PART2,1,1,false,PASS
PUCCH_PHASE05_R18,UCI-041,2,6,CSI_PART2,CSI_1_PART2,1,1,false,PASS
PUCCH_PHASE05_R18,UCI-041,2,7,CSI_PART2,CSI_1_PART2,1,1,false,PASS
PUCCH_PHASE05_R18,UCI-042,1,0,HARQ_ACK,HARQ_ACK_0,0,0,false,PASS
PUCCH_PHASE05_R18,UCI-042,1,1,CSI_PART1,CSI_1_PART1,1,1,false,PASS
PUCCH_PHASE05_R18,UCI-042,1,2,CSI_PART1,CSI_1_PART1,0,0,false,PASS
PUCCH_PHASE05_R18,UCI-042,1,3,CSI_PART1,CSI_1_PART1,1,1,false,PASS
PUCCH_PHASE05_R18,UCI-042,1,4,CSI_PART1,CSI_1_PART1,1,1,false,PASS
PUCCH_PHASE05_R18,UCI-042,2,0,CSI_PART2,CSI_1_PART2,0,0,false,PASS
PUCCH_PHASE05_R18,UCI-042,2,1,CSI_PART2,CSI_1_PART2,0,0,false,PASS
PUCCH_PHASE05_R18,UCI-042,2,2,CSI_PART2,CSI_1_PART2,0,0,false,PASS
PUCCH_PHASE05_R18,UCI-042,2,3,CSI_PART2,CSI_1_PART2,0,0,false,PASS
PUCCH_PHASE05_R18,UCI-042,2,4,CSI_PART2,CSI_1_PART2,1,1,false,PASS
PUCCH_PHASE05_R18,UCI-042,2,5,CSI_PART2,CSI_1_PART2,0,0,false,PASS
PUCCH_PHASE05_R18,UCI-042,2,6,CSI_PART2,CSI_1_PART2,0,0,false,PASS
PUCCH_PHASE05_R18,UCI-042,2,7,CSI_PART2,CSI_1_PART2,1,1,false,PASS
PUCCH_PHASE05_R18,UCI-042,2,8,CSI_PART2,CSI_1_PART2,1,1,false,PASS
PUCCH_PHASE05_R18,UCI-042,2,9,CSI_PART2,CSI_1_PART2,1,1,false,PASS
PUCCH_PHASE05_R18,UCI-042,2,10,CSI_PART2,CSI_1_PART2,0,0,false,PASS
PUCCH_PHASE05_R18,UCI-042,2,11,CSI_PART2,CSI_1_PART2,1,1,false,PASS
PUCCH_PHASE05_R18,UCI-042,2,12,CSI_PART2,CSI_1_PART2,1,1,false,PASS
PUCCH_PHASE05_R18,UCI-042,2,13,CSI_PART2,CSI_1_PART2,0,0,false,PASS
PUCCH_PHASE05_R18,UCI-042,2,14,CSI_PART2,CSI_1_PART2,0,0,false,PASS
PUCCH_PHASE05_R18,UCI-042,2,15,CSI_PART2,CSI_1_PART2,0,0,false,PASS
PUCCH_PHASE05_R18,UCI-042,2,16,CSI_PART2,CSI_1_PART2,1,1,false,PASS
PUCCH_PHASE05_R18,UCI-042,2,17,CSI_PART2,CSI_1_PART2,0,0,false,PASS
PUCCH_PHASE05_R18,UCI-042,2,18,CSI_PART2,CSI_1_PART2,1,1,false,PASS
PUCCH_PHASE05_R18,UCI-042,2,19,CSI_PART2,CSI_1_PART2,0,0,false,PASS
PUCCH_PHASE05_R18,UCI-042,2,20,CSI_PART2,CSI_1_PART2,0,0,false,PASS
PUCCH_PHASE05_R18,UCI-042,2,21,CSI_PART2,CSI_1_PART2,0,0,false,PASS
PUCCH_PHASE05_R18,UCI-042,2,22,CSI_PART2,CSI_1_PART2,1,1,false,PASS
PUCCH_PHASE05_R18,UCI-042,2,23,CSI_PART2,CSI_1_PART2,1,1,false,PASS
PUCCH_PHASE05_R18,UCI-043,1,0,HARQ_ACK,HARQ_ACK_0,1,1,false,PASS
PUCCH_PHASE05_R18,UCI-043,1,1,CSI_PART1,CSI_1_PART1,1,1,false,PASS
PUCCH_PHASE05_R18,UCI-043,1,2,CSI_PART1,CSI_1_PART1,1,1,false,PASS
PUCCH_PHASE05_R18,UCI-043,1,3,CSI_PART1,CSI_1_PART1,0,0,false,PASS
PUCCH_PHASE05_R18,UCI-043,1,4,CSI_PART1,CSI_1_PART1,1,1,false,PASS
PUCCH_PHASE05_R18,UCI-043,1,5,CSI_PART1,CSI_1_PART1,1,1,false,PASS
PUCCH_PHASE05_R18,UCI-043,1,6,CSI_PART1,CSI_1_PART1,0,0,false,PASS
PUCCH_PHASE05_R18,UCI-043,1,7,CSI_PART1,CSI_1_PART1,0,0,false,PASS
PUCCH_PHASE05_R18,UCI-043,1,8,CSI_PART1,CSI_1_PART1,1,1,false,PASS
PUCCH_PHASE05_R18,UCI-043,1,9,CSI_PART1,CSI_1_PART1,1,1,false,PASS
PUCCH_PHASE05_R18,UCI-043,1,10,CSI_PART1,CSI_1_PART1,0,0,false,PASS
PUCCH_PHASE05_R18,UCI-043,1,11,CSI_PART1,CSI_1_PART1,0,0,false,PASS
PUCCH_PHASE05_R18,UCI-044,1,0,HARQ_ACK,HARQ_ACK_0,0,0,false,PASS
PUCCH_PHASE05_R18,UCI-044,1,1,CSI_PART1,CSI_1_PART1,1,1,false,PASS
PUCCH_PHASE05_R18,UCI-044,1,2,CSI_PART1,CSI_1_PART1,0,0,false,PASS
PUCCH_PHASE05_R18,UCI-044,1,3,CSI_PART1,CSI_1_PART1,1,1,false,PASS
PUCCH_PHASE05_R18,UCI-044,1,4,CSI_PART1,CSI_1_PART1,1,1,false,PASS
PUCCH_PHASE05_R18,UCI-044,1,5,CSI_PART1,CSI_1_PART1,1,1,false,PASS
PUCCH_PHASE05_R18,UCI-044,1,6,CSI_PART1,CSI_1_PART1,0,0,false,PASS
PUCCH_PHASE05_R18,UCI-044,1,7,CSI_PART1,CSI_1_PART1,0,0,false,PASS
PUCCH_PHASE05_R18,UCI-044,1,8,CSI_PART1,CSI_1_PART1,0,0,false,PASS
PUCCH_PHASE05_R18,UCI-044,1,9,CSI_PART1,CSI_1_PART1,1,1,false,PASS
PUCCH_PHASE05_R18,UCI-044,1,10,CSI_PART1,CSI_1_PART1,0,0,false,PASS
PUCCH_PHASE05_R18,UCI-044,1,11,CSI_PART1,CSI_1_PART1,1,1,false,PASS
PUCCH_PHASE05_R18,UCI-044,2,0,CSI_PART2,CSI_1_PART2,1,1,false,PASS
PUCCH_PHASE05_R18,UCI-044,2,1,CSI_PART2,CSI_1_PART2,1,1,false,PASS
PUCCH_PHASE05_R18,UCI-044,2,2,PADDING,minimum_part2_padding,0,0,false,PASS
PUCCH_PHASE05_R18,UCI-045,1,0,HARQ_ACK,HARQ_ACK_0,0,0,false,PASS
PUCCH_PHASE05_R18,UCI-045,1,1,CSI_PART1,CSI_1_PART1,1,1,false,PASS
PUCCH_PHASE05_R18,UCI-045,1,2,CSI_PART1,CSI_1_PART1,0,0,false,PASS
PUCCH_PHASE05_R18,UCI-045,1,3,CSI_PART1,CSI_1_PART1,0,0,false,PASS
PUCCH_PHASE05_R18,UCI-045,1,4,CSI_PART1,CSI_1_PART1,1,1,false,PASS
PUCCH_PHASE05_R18,UCI-045,1,5,CSI_PART1,CSI_1_PART1,1,1,false,PASS
PUCCH_PHASE05_R18,UCI-045,1,6,CSI_PART1,CSI_1_PART1,1,1,false,PASS
PUCCH_PHASE05_R18,UCI-045,1,7,CSI_PART1,CSI_1_PART1,0,0,false,PASS
PUCCH_PHASE05_R18,UCI-045,1,8,CSI_PART1,CSI_1_PART1,0,0,false,PASS
PUCCH_PHASE05_R18,UCI-045,1,9,CSI_PART1,CSI_1_PART1,0,0,false,PASS
PUCCH_PHASE05_R18,UCI-045,1,10,CSI_PART1,CSI_1_PART1,0,0,false,PASS
PUCCH_PHASE05_R18,UCI-045,1,11,CSI_PART1,CSI_1_PART1,0,0,false,PASS
PUCCH_PHASE05_R18,UCI-045,2,0,CSI_PART2,CSI_1_PART2,0,0,false,PASS
PUCCH_PHASE05_R18,UCI-045,2,1,CSI_PART2,CSI_1_PART2,1,1,false,PASS
PUCCH_PHASE05_R18,UCI-045,2,2,CSI_PART2,CSI_1_PART2,0,0,false,PASS
PUCCH_PHASE05_R18,UCI-045,2,3,CSI_PART2,CSI_1_PART2,1,1,false,PASS
PUCCH_PHASE05_R18,UCI-045,2,4,CSI_PART2,CSI_1_PART2,0,0,false,PASS
PUCCH_PHASE05_R18,UCI-045,2,5,CSI_PART2,CSI_1_PART2,0,0,false,PASS
PUCCH_PHASE05_R18,UCI-045,2,6,CSI_PART2,CSI_1_PART2,0,0,false,PASS
PUCCH_PHASE05_R18,UCI-045,2,7,CSI_PART2,CSI_1_PART2,1,1,false,PASS
PUCCH_PHASE05_R18,UCI-046,1,0,HARQ_ACK,HARQ_ACK_0,1,1,false,PASS
PUCCH_PHASE05_R18,UCI-046,1,1,CSI_PART1,CSI_1_PART1,0,0,false,PASS
PUCCH_PHASE05_R18,UCI-046,1,2,CSI_PART1,CSI_1_PART1,1,1,false,PASS
PUCCH_PHASE05_R18,UCI-046,1,3,CSI_PART1,CSI_1_PART1,0,0,false,PASS
PUCCH_PHASE05_R18,UCI-046,1,4,CSI_PART1,CSI_1_PART1,0,0,false,PASS
PUCCH_PHASE05_R18,UCI-046,1,5,CSI_PART1,CSI_1_PART1,0,0,false,PASS
PUCCH_PHASE05_R18,UCI-046,1,6,CSI_PART1,CSI_1_PART1,0,0,false,PASS
PUCCH_PHASE05_R18,UCI-046,1,7,CSI_PART1,CSI_1_PART1,0,0,false,PASS
PUCCH_PHASE05_R18,UCI-046,1,8,CSI_PART1,CSI_1_PART1,1,1,false,PASS
PUCCH_PHASE05_R18,UCI-046,1,9,CSI_PART1,CSI_1_PART1,1,1,false,PASS
PUCCH_PHASE05_R18,UCI-046,1,10,CSI_PART1,CSI_1_PART1,1,1,false,PASS
PUCCH_PHASE05_R18,UCI-046,1,11,CSI_PART1,CSI_1_PART1,1,1,false,PASS
PUCCH_PHASE05_R18,UCI-046,2,0,CSI_PART2,CSI_1_PART2,0,0,false,PASS
PUCCH_PHASE05_R18,UCI-046,2,1,CSI_PART2,CSI_1_PART2,0,0,false,PASS
PUCCH_PHASE05_R18,UCI-046,2,2,CSI_PART2,CSI_1_PART2,0,0,false,PASS
PUCCH_PHASE05_R18,UCI-046,2,3,CSI_PART2,CSI_1_PART2,0,0,false,PASS
PUCCH_PHASE05_R18,UCI-046,2,4,CSI_PART2,CSI_1_PART2,1,1,false,PASS
PUCCH_PHASE05_R18,UCI-046,2,5,CSI_PART2,CSI_1_PART2,0,0,false,PASS
PUCCH_PHASE05_R18,UCI-046,2,6,CSI_PART2,CSI_1_PART2,1,1,false,PASS
PUCCH_PHASE05_R18,UCI-046,2,7,CSI_PART2,CSI_1_PART2,1,1,false,PASS
PUCCH_PHASE05_R18,UCI-046,2,8,CSI_PART2,CSI_1_PART2,0,0,false,PASS
PUCCH_PHASE05_R18,UCI-046,2,9,CSI_PART2,CSI_1_PART2,1,1,false,PASS
PUCCH_PHASE05_R18,UCI-046,2,10,CSI_PART2,CSI_1_PART2,0,0,false,PASS
PUCCH_PHASE05_R18,UCI-046,2,11,CSI_PART2,CSI_1_PART2,0,0,false,PASS
PUCCH_PHASE05_R18,UCI-046,2,12,CSI_PART2,CSI_1_PART2,0,0,false,PASS
PUCCH_PHASE05_R18,UCI-046,2,13,CSI_PART2,CSI_1_PART2,0,0,false,PASS
PUCCH_PHASE05_R18,UCI-046,2,14,CSI_PART2,CSI_1_PART2,0,0,false,PASS
PUCCH_PHASE05_R18,UCI-046,2,15,CSI_PART2,CSI_1_PART2,0,0,false,PASS
PUCCH_PHASE05_R18,UCI-046,2,16,CSI_PART2,CSI_1_PART2,1,1,false,PASS
PUCCH_PHASE05_R18,UCI-046,2,17,CSI_PART2,CSI_1_PART2,0,0,false,PASS
PUCCH_PHASE05_R18,UCI-046,2,18,CSI_PART2,CSI_1_PART2,1,1,false,PASS
PUCCH_PHASE05_R18,UCI-046,2,19,CSI_PART2,CSI_1_PART2,1,1,false,PASS
PUCCH_PHASE05_R18,UCI-046,2,20,CSI_PART2,CSI_1_PART2,0,0,false,PASS
PUCCH_PHASE05_R18,UCI-046,2,21,CSI_PART2,CSI_1_PART2,1,1,false,PASS
PUCCH_PHASE05_R18,UCI-046,2,22,CSI_PART2,CSI_1_PART2,0,0,false,PASS
PUCCH_PHASE05_R18,UCI-046,2,23,CSI_PART2,CSI_1_PART2,0,0,false,PASS
PUCCH_PHASE05_R18,UCI-047,1,0,HARQ_ACK,HARQ_ACK_0,0,0,false,PASS
PUCCH_PHASE05_R18,UCI-047,1,1,CSI_PART1,CSI_1_PART1,1,1,false,PASS
PUCCH_PHASE05_R18,UCI-047,1,2,CSI_PART1,CSI_1_PART1,1,1,false,PASS
PUCCH_PHASE05_R18,UCI-047,1,3,CSI_PART1,CSI_1_PART1,1,1,false,PASS
PUCCH_PHASE05_R18,UCI-047,1,4,CSI_PART1,CSI_1_PART1,0,0,false,PASS
PUCCH_PHASE05_R18,UCI-047,1,5,CSI_PART1,CSI_1_PART1,0,0,false,PASS
PUCCH_PHASE05_R18,UCI-047,1,6,CSI_PART1,CSI_1_PART1,0,0,false,PASS
PUCCH_PHASE05_R18,UCI-047,1,7,CSI_PART1,CSI_1_PART1,1,1,false,PASS
PUCCH_PHASE05_R18,UCI-047,1,8,CSI_PART1,CSI_1_PART1,0,0,false,PASS
PUCCH_PHASE05_R18,UCI-047,1,9,CSI_PART1,CSI_1_PART1,1,1,false,PASS
PUCCH_PHASE05_R18,UCI-047,1,10,CSI_PART1,CSI_1_PART1,1,1,false,PASS
PUCCH_PHASE05_R18,UCI-047,1,11,CSI_PART1,CSI_1_PART1,0,0,false,PASS
PUCCH_PHASE05_R18,UCI-047,1,12,CSI_PART1,CSI_1_PART1,0,0,false,PASS
PUCCH_PHASE05_R18,UCI-047,1,13,CSI_PART1,CSI_1_PART1,0,0,false,PASS
PUCCH_PHASE05_R18,UCI-047,1,14,CSI_PART1,CSI_1_PART1,1,1,false,PASS
PUCCH_PHASE05_R18,UCI-047,1,15,CSI_PART1,CSI_1_PART1,1,1,false,PASS
PUCCH_PHASE05_R18,UCI-047,1,16,CSI_PART1,CSI_1_PART1,0,0,false,PASS
PUCCH_PHASE05_R18,UCI-047,1,17,CSI_PART1,CSI_1_PART1,1,1,false,PASS
PUCCH_PHASE05_R18,UCI-047,1,18,CSI_PART1,CSI_1_PART1,0,0,false,PASS
PUCCH_PHASE05_R18,UCI-047,1,19,CSI_PART1,CSI_1_PART1,1,1,false,PASS
PUCCH_PHASE05_R18,UCI-047,1,20,CSI_PART1,CSI_1_PART1,1,1,false,PASS
PUCCH_PHASE05_R18,UCI-048,1,0,HARQ_ACK,HARQ_ACK_0,1,1,false,PASS
PUCCH_PHASE05_R18,UCI-048,1,1,CSI_PART1,CSI_1_PART1,0,0,false,PASS
PUCCH_PHASE05_R18,UCI-048,1,2,CSI_PART1,CSI_1_PART1,0,0,false,PASS
PUCCH_PHASE05_R18,UCI-048,1,3,CSI_PART1,CSI_1_PART1,1,1,false,PASS
PUCCH_PHASE05_R18,UCI-048,1,4,CSI_PART1,CSI_1_PART1,0,0,false,PASS
PUCCH_PHASE05_R18,UCI-048,1,5,CSI_PART1,CSI_1_PART1,1,1,false,PASS
PUCCH_PHASE05_R18,UCI-048,1,6,CSI_PART1,CSI_1_PART1,0,0,false,PASS
PUCCH_PHASE05_R18,UCI-048,1,7,CSI_PART1,CSI_1_PART1,1,1,false,PASS
