RunID,CaseID,Format,Slot,Symbol,PRB,Subcarrier,Hop,REOwner,DMRSPort,CyclicShift,OCCIndex,SequenceDigest,IndexDigest,CollisionCount,Status
PUCCH_PHASE05_R18,WAVE-F0,0,0,13,2,0,0,UCI,0,0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,8e083fb7992b05c07b995b2986c2c175b9595c412c863d47559d8ffa0c650e20,0,PASS
PUCCH_PHASE05_R18,WAVE-F0,0,0,13,2,1,0,UCI,0,0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,8e083fb7992b05c07b995b2986c2c175b9595c412c863d47559d8ffa0c650e20,0,PASS
PUCCH_PHASE05_R18,WAVE-F0,0,0,13,2,2,0,UCI,0,0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,8e083fb7992b05c07b995b2986c2c175b9595c412c863d47559d8ffa0c650e20,0,PASS
PUCCH_PHASE05_R18,WAVE-F0,0,0,13,2,3,0,UCI,0,0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,8e083fb7992b05c07b995b2986c2c175b9595c412c863d47559d8ffa0c650e20,0,PASS
PUCCH_PHASE05_R18,WAVE-F0,0,0,13,2,4,0,UCI,0,0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,8e083fb7992b05c07b995b2986c2c175b9595c412c863d47559d8ffa0c650e20,0,PASS
PUCCH_PHASE05_R18,WAVE-F0,0,0,13,2,5,0,UCI,0,0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,8e083fb7992b05c07b995b2986c2c175b9595c412c863d47559d8ffa0c650e20,0,PASS
PUCCH_PHASE05_R18,WAVE-F0,0,0,13,2,6,0,UCI,0,0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,8e083fb7992b05c07b995b2986c2c175b9595c412c863d47559d8ffa0c650e20,0,PASS
PUCCH_PHASE05_R18,WAVE-F0,0,0,13,2,7,0,UCI,0,0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,8e083fb7992b05c07b995b2986c2c175b9595c412c863d47559d8ffa0c650e20,0,PASS
PUCCH_PHASE05_R18,WAVE-F0,0,0,13,2,8,0,UCI,0,0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,8e083fb7992b05c07b995b2986c2c175b9595c412c863d47559d8ffa0c650e20,0,PASS
PUCCH_PHASE05_R18,WAVE-F0,0,0,13,2,9,0,UCI,0,0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,8e083fb7992b05c07b995b2986c2c175b9595c412c863d47559d8ffa0c650e20,0,PASS
PUCCH_PHASE05_R18,WAVE-F0,0,0,13,2,10,0,UCI,0,0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,8e083fb7992b05c07b995b2986c2c175b9595c412c863d47559d8ffa0c650e20,0,PASS
PUCCH_PHASE05_R18,WAVE-F0,0,0,13,2,11,0,UCI,0,0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,8e083fb7992b05c07b995b2986c2c175b9595c412c863d47559d8ffa0c650e20,0,PASS
PUCCH_PHASE05_R18,WAVE-F1,1,0,11,3,0,0,UCI,0,0,0,1ce8a4aa0b56dd7d33cfe6fff76ff4f52122446380f3c78e0fa60e76ea757e72,d3c55937a464bd86f967997be5b3c0fb1f6f6c96062daed4c7cdd4d6031b06b4,0,PASS
PUCCH_PHASE05_R18,WAVE-F1,1,0,11,3,1,0,UCI,0,0,0,1ce8a4aa0b56dd7d33cfe6fff76ff4f52122446380f3c78e0fa60e76ea757e72,d3c55937a464bd86f967997be5b3c0fb1f6f6c96062daed4c7cdd4d6031b06b4,0,PASS
PUCCH_PHASE05_R18,WAVE-F1,1,0,11,3,2,0,UCI,0,0,0,1ce8a4aa0b56dd7d33cfe6fff76ff4f52122446380f3c78e0fa60e76ea757e72,d3c55937a464bd86f967997be5b3c0fb1f6f6c96062daed4c7cdd4d6031b06b4,0,PASS
PUCCH_PHASE05_R18,WAVE-F1,1,0,11,3,3,0,UCI,0,0,0,1ce8a4aa0b56dd7d33cfe6fff76ff4f52122446380f3c78e0fa60e76ea757e72,d3c55937a464bd86f967997be5b3c0fb1f6f6c96062daed4c7cdd4d6031b06b4,0,PASS
PUCCH_PHASE05_R18,WAVE-F1,1,0,11,3,4,0,UCI,0,0,0,1ce8a4aa0b56dd7d33cfe6fff76ff4f52122446380f3c78e0fa60e76ea757e72,d3c55937a464bd86f967997be5b3c0fb1f6f6c96062daed4c7cdd4d6031b06b4,0,PASS
PUCCH_PHASE05_R18,WAVE-F1,1,0,11,3,5,0,UCI,0,0,0,1ce8a4aa0b56dd7d33cfe6fff76ff4f52122446380f3c78e0fa60e76ea757e72,d3c55937a464bd86f967997be5b3c0fb1f6f6c96062daed4c7cdd4d6031b06b4,0,PASS
PUCCH_PHASE05_R18,WAVE-F1,1,0,11,3,6,0,UCI,0,0,0,1ce8a4aa0b56dd7d33cfe6fff76ff4f52122446380f3c78e0fa60e76ea757e72,d3c55937a464bd86f967997be5b3c0fb1f6f6c96062daed4c7cdd4d6031b06b4,0,PASS
PUCCH_PHASE05_R18,WAVE-F1,1,0,11,3,7,0,UCI,0,0,0,1ce8a4aa0b56dd7d33cfe6fff76ff4f52122446380f3c78e0fa60e76ea757e72,d3c55937a464bd86f967997be5b3c0fb1f6f6c96062daed4c7cdd4d6031b06b4,0,PASS
PUCCH_PHASE05_R18,WAVE-F1,1,0,11,3,8,0,UCI,0,0,0,1ce8a4aa0b56dd7d33cfe6fff76ff4f52122446380f3c78e0fa60e76ea757e72,d3c55937a464bd86f967997be5b3c0fb1f6f6c96062daed4c7cdd4d6031b06b4,0,PASS
PUCCH_PHASE05_R18,WAVE-F1,1,0,11,3,9,0,UCI,0,0,0,1ce8a4aa0b56dd7d33cfe6fff76ff4f52122446380f3c78e0fa60e76ea757e72,d3c55937a464bd86f967997be5b3c0fb1f6f6c96062daed4c7cdd4d6031b06b4,0,PASS
PUCCH_PHASE05_R18,WAVE-F1,1,0,11,3,10,0,UCI,0,0,0,1ce8a4aa0b56dd7d33cfe6fff76ff4f52122446380f3c78e0fa60e76ea757e72,d3c55937a464bd86f967997be5b3c0fb1f6f6c96062daed4c7cdd4d6031b06b4,0,PASS
PUCCH_PHASE05_R18,WAVE-F1,1,0,11,3,11,0,UCI,0,0,0,1ce8a4aa0b56dd7d33cfe6fff76ff4f52122446380f3c78e0fa60e76ea757e72,d3c55937a464bd86f967997be5b3c0fb1f6f6c96062daed4c7cdd4d6031b06b4,0,PASS
PUCCH_PHASE05_R18,WAVE-F1,1,0,13,3,0,0,UCI,0,0,0,1ce8a4aa0b56dd7d33cfe6fff76ff4f52122446380f3c78e0fa60e76ea757e72,d3c55937a464bd86f967997be5b3c0fb1f6f6c96062daed4c7cdd4d6031b06b4,0,PASS
PUCCH_PHASE05_R18,WAVE-F1,1,0,13,3,1,0,UCI,0,0,0,1ce8a4aa0b56dd7d33cfe6fff76ff4f52122446380f3c78e0fa60e76ea757e72,d3c55937a464bd86f967997be5b3c0fb1f6f6c96062daed4c7cdd4d6031b06b4,0,PASS
PUCCH_PHASE05_R18,WAVE-F1,1,0,13,3,2,0,UCI,0,0,0,1ce8a4aa0b56dd7d33cfe6fff76ff4f52122446380f3c78e0fa60e76ea757e72,d3c55937a464bd86f967997be5b3c0fb1f6f6c96062daed4c7cdd4d6031b06b4,0,PASS
PUCCH_PHASE05_R18,WAVE-F1,1,0,13,3,3,0,UCI,0,0,0,1ce8a4aa0b56dd7d33cfe6fff76ff4f52122446380f3c78e0fa60e76ea757e72,d3c55937a464bd86f967997be5b3c0fb1f6f6c96062daed4c7cdd4d6031b06b4,0,PASS
PUCCH_PHASE05_R18,WAVE-F1,1,0,13,3,4,0,UCI,0,0,0,1ce8a4aa0b56dd7d33cfe6fff76ff4f52122446380f3c78e0fa60e76ea757e72,d3c55937a464bd86f967997be5b3c0fb1f6f6c96062daed4c7cdd4d6031b06b4,0,PASS
PUCCH_PHASE05_R18,WAVE-F1,1,0,13,3,5,0,UCI,0,0,0,1ce8a4aa0b56dd7d33cfe6fff76ff4f52122446380f3c78e0fa60e76ea757e72,d3c55937a464bd86f967997be5b3c0fb1f6f6c96062daed4c7cdd4d6031b06b4,0,PASS
PUCCH_PHASE05_R18,WAVE-F1,1,0,13,3,6,0,UCI,0,0,0,1ce8a4aa0b56dd7d33cfe6fff76ff4f52122446380f3c78e0fa60e76ea757e72,d3c55937a464bd86f967997be5b3c0fb1f6f6c96062daed4c7cdd4d6031b06b4,0,PASS
PUCCH_PHASE05_R18,WAVE-F1,1,0,13,3,7,0,UCI,0,0,0,1ce8a4aa0b56dd7d33cfe6fff76ff4f52122446380f3c78e0fa60e76ea757e72,d3c55937a464bd86f967997be5b3c0fb1f6f6c96062daed4c7cdd4d6031b06b4,0,PASS
PUCCH_PHASE05_R18,WAVE-F1,1,0,13,3,8,0,UCI,0,0,0,1ce8a4aa0b56dd7d33cfe6fff76ff4f52122446380f3c78e0fa60e76ea757e72,d3c55937a464bd86f967997be5b3c0fb1f6f6c96062daed4c7cdd4d6031b06b4,0,PASS
PUCCH_PHASE05_R18,WAVE-F1,1,0,13,3,9,0,UCI,0,0,0,1ce8a4aa0b56dd7d33cfe6fff76ff4f52122446380f3c78e0fa60e76ea757e72,d3c55937a464bd86f967997be5b3c0fb1f6f6c96062daed4c7cdd4d6031b06b4,0,PASS
PUCCH_PHASE05_R18,WAVE-F1,1,0,13,3,10,0,UCI,0,0,0,1ce8a4aa0b56dd7d33cfe6fff76ff4f52122446380f3c78e0fa60e76ea757e72,d3c55937a464bd86f967997be5b3c0fb1f6f6c96062daed4c7cdd4d6031b06b4,0,PASS
PUCCH_PHASE05_R18,WAVE-F1,1,0,13,3,11,0,UCI,0,0,0,1ce8a4aa0b56dd7d33cfe6fff76ff4f52122446380f3c78e0fa60e76ea757e72,d3c55937a464bd86f967997be5b3c0fb1f6f6c96062daed4c7cdd4d6031b06b4,0,PASS
PUCCH_PHASE05_R18,WAVE-F1,1,0,10,3,0,0,DMRS,0,0,0,1ce8a4aa0b56dd7d33cfe6fff76ff4f52122446380f3c78e0fa60e76ea757e72,d3c55937a464bd86f967997be5b3c0fb1f6f6c96062daed4c7cdd4d6031b06b4,0,PASS
PUCCH_PHASE05_R18,WAVE-F1,1,0,10,3,1,0,DMRS,0,0,0,1ce8a4aa0b56dd7d33cfe6fff76ff4f52122446380f3c78e0fa60e76ea757e72,d3c55937a464bd86f967997be5b3c0fb1f6f6c96062daed4c7cdd4d6031b06b4,0,PASS
PUCCH_PHASE05_R18,WAVE-F1,1,0,10,3,2,0,DMRS,0,0,0,1ce8a4aa0b56dd7d33cfe6fff76ff4f52122446380f3c78e0fa60e76ea757e72,d3c55937a464bd86f967997be5b3c0fb1f6f6c96062daed4c7cdd4d6031b06b4,0,PASS
PUCCH_PHASE05_R18,WAVE-F1,1,0,10,3,3,0,DMRS,0,0,0,1ce8a4aa0b56dd7d33cfe6fff76ff4f52122446380f3c78e0fa60e76ea757e72,d3c55937a464bd86f967997be5b3c0fb1f6f6c96062daed4c7cdd4d6031b06b4,0,PASS
PUCCH_PHASE05_R18,WAVE-F1,1,0,10,3,4,0,DMRS,0,0,0,1ce8a4aa0b56dd7d33cfe6fff76ff4f52122446380f3c78e0fa60e76ea757e72,d3c55937a464bd86f967997be5b3c0fb1f6f6c96062daed4c7cdd4d6031b06b4,0,PASS
PUCCH_PHASE05_R18,WAVE-F1,1,0,10,3,5,0,DMRS,0,0,0,1ce8a4aa0b56dd7d33cfe6fff76ff4f52122446380f3c78e0fa60e76ea757e72,d3c55937a464bd86f967997be5b3c0fb1f6f6c96062daed4c7cdd4d6031b06b4,0,PASS
PUCCH_PHASE05_R18,WAVE-F1,1,0,10,3,6,0,DMRS,0,0,0,1ce8a4aa0b56dd7d33cfe6fff76ff4f52122446380f3c78e0fa60e76ea757e72,d3c55937a464bd86f967997be5b3c0fb1f6f6c96062daed4c7cdd4d6031b06b4,0,PASS
PUCCH_PHASE05_R18,WAVE-F1,1,0,10,3,7,0,DMRS,0,0,0,1ce8a4aa0b56dd7d33cfe6fff76ff4f52122446380f3c78e0fa60e76ea757e72,d3c55937a464bd86f967997be5b3c0fb1f6f6c96062daed4c7cdd4d6031b06b4,0,PASS
PUCCH_PHASE05_R18,WAVE-F1,1,0,10,3,8,0,DMRS,0,0,0,1ce8a4aa0b56dd7d33cfe6fff76ff4f52122446380f3c78e0fa60e76ea757e72,d3c55937a464bd86f967997be5b3c0fb1f6f6c96062daed4c7cdd4d6031b06b4,0,PASS
PUCCH_PHASE05_R18,WAVE-F1,1,0,10,3,9,0,DMRS,0,0,0,1ce8a4aa0b56dd7d33cfe6fff76ff4f52122446380f3c78e0fa60e76ea757e72,d3c55937a464bd86f967997be5b3c0fb1f6f6c96062daed4c7cdd4d6031b06b4,0,PASS
PUCCH_PHASE05_R18,WAVE-F1,1,0,10,3,10,0,DMRS,0,0,0,1ce8a4aa0b56dd7d33cfe6fff76ff4f52122446380f3c78e0fa60e76ea757e72,d3c55937a464bd86f967997be5b3c0fb1f6f6c96062daed4c7cdd4d6031b06b4,0,PASS
PUCCH_PHASE05_R18,WAVE-F1,1,0,10,3,11,0,DMRS,0,0,0,1ce8a4aa0b56dd7d33cfe6fff76ff4f52122446380f3c78e0fa60e76ea757e72,d3c55937a464bd86f967997be5b3c0fb1f6f6c96062daed4c7cdd4d6031b06b4,0,PASS
PUCCH_PHASE05_R18,WAVE-F1,1,0,12,3,0,0,DMRS,0,0,0,1ce8a4aa0b56dd7d33cfe6fff76ff4f52122446380f3c78e0fa60e76ea757e72,d3c55937a464bd86f967997be5b3c0fb1f6f6c96062daed4c7cdd4d6031b06b4,0,PASS
PUCCH_PHASE05_R18,WAVE-F1,1,0,12,3,1,0,DMRS,0,0,0,1ce8a4aa0b56dd7d33cfe6fff76ff4f52122446380f3c78e0fa60e76ea757e72,d3c55937a464bd86f967997be5b3c0fb1f6f6c96062daed4c7cdd4d6031b06b4,0,PASS
PUCCH_PHASE05_R18,WAVE-F1,1,0,12,3,2,0,DMRS,0,0,0,1ce8a4aa0b56dd7d33cfe6fff76ff4f52122446380f3c78e0fa60e76ea757e72,d3c55937a464bd86f967997be5b3c0fb1f6f6c96062daed4c7cdd4d6031b06b4,0,PASS
PUCCH_PHASE05_R18,WAVE-F1,1,0,12,3,3,0,DMRS,0,0,0,1ce8a4aa0b56dd7d33cfe6fff76ff4f52122446380f3c78e0fa60e76ea757e72,d3c55937a464bd86f967997be5b3c0fb1f6f6c96062daed4c7cdd4d6031b06b4,0,PASS
PUCCH_PHASE05_R18,WAVE-F1,1,0,12,3,4,0,DMRS,0,0,0,1ce8a4aa0b56dd7d33cfe6fff76ff4f52122446380f3c78e0fa60e76ea757e72,d3c55937a464bd86f967997be5b3c0fb1f6f6c96062daed4c7cdd4d6031b06b4,0,PASS
PUCCH_PHASE05_R18,WAVE-F1,1,0,12,3,5,0,DMRS,0,0,0,1ce8a4aa0b56dd7d33cfe6fff76ff4f52122446380f3c78e0fa60e76ea757e72,d3c55937a464bd86f967997be5b3c0fb1f6f6c96062daed4c7cdd4d6031b06b4,0,PASS
PUCCH_PHASE05_R18,WAVE-F1,1,0,12,3,6,0,DMRS,0,0,0,1ce8a4aa0b56dd7d33cfe6fff76ff4f52122446380f3c78e0fa60e76ea757e72,d3c55937a464bd86f967997be5b3c0fb1f6f6c96062daed4c7cdd4d6031b06b4,0,PASS
PUCCH_PHASE05_R18,WAVE-F1,1,0,12,3,7,0,DMRS,0,0,0,1ce8a4aa0b56dd7d33cfe6fff76ff4f52122446380f3c78e0fa60e76ea757e72,d3c55937a464bd86f967997be5b3c0fb1f6f6c96062daed4c7cdd4d6031b06b4,0,PASS
PUCCH_PHASE05_R18,WAVE-F1,1,0,12,3,8,0,DMRS,0,0,0,1ce8a4aa0b56dd7d33cfe6fff76ff4f52122446380f3c78e0fa60e76ea757e72,d3c55937a464bd86f967997be5b3c0fb1f6f6c96062daed4c7cdd4d6031b06b4,0,PASS
PUCCH_PHASE05_R18,WAVE-F1,1,0,12,3,9,0,DMRS,0,0,0,1ce8a4aa0b56dd7d33cfe6fff76ff4f52122446380f3c78e0fa60e76ea757e72,d3c55937a464bd86f967997be5b3c0fb1f6f6c96062daed4c7cdd4d6031b06b4,0,PASS
PUCCH_PHASE05_R18,WAVE-F1,1,0,12,3,10,0,DMRS,0,0,0,1ce8a4aa0b56dd7d33cfe6fff76ff4f52122446380f3c78e0fa60e76ea757e72,d3c55937a464bd86f967997be5b3c0fb1f6f6c96062daed4c7cdd4d6031b06b4,0,PASS
PUCCH_PHASE05_R18,WAVE-F1,1,0,12,3,11,0,DMRS,0,0,0,1ce8a4aa0b56dd7d33cfe6fff76ff4f52122446380f3c78e0fa60e76ea757e72,d3c55937a464bd86f967997be5b3c0fb1f6f6c96062daed4c7cdd4d6031b06b4,0,PASS
PUCCH_PHASE05_R18,WAVE-F2,2,0,12,4,0,0,UCI,0,0,0,1b0c6e2737386fd63c2eab43bc4aa110df7f84879c18c02cb403cebac05e555a,ff24fc7703e45765392654fa829ef8dbcc2b30f542957b730013c707319065a0,0,PASS
PUCCH_PHASE05_R18,WAVE-F2,2,0,12,4,2,0,UCI,0,0,0,1b0c6e2737386fd63c2eab43bc4aa110df7f84879c18c02cb403cebac05e555a,ff24fc7703e45765392654fa829ef8dbcc2b30f542957b730013c707319065a0,0,PASS
PUCCH_PHASE05_R18,WAVE-F2,2,0,12,4,3,0,UCI,0,0,0,1b0c6e2737386fd63c2eab43bc4aa110df7f84879c18c02cb403cebac05e555a,ff24fc7703e45765392654fa829ef8dbcc2b30f542957b730013c707319065a0,0,PASS
PUCCH_PHASE05_R18,WAVE-F2,2,0,12,4,5,0,UCI,0,0,0,1b0c6e2737386fd63c2eab43bc4aa110df7f84879c18c02cb403cebac05e555a,ff24fc7703e45765392654fa829ef8dbcc2b30f542957b730013c707319065a0,0,PASS
PUCCH_PHASE05_R18,WAVE-F2,2,0,12,4,6,0,UCI,0,0,0,1b0c6e2737386fd63c2eab43bc4aa110df7f84879c18c02cb403cebac05e555a,ff24fc7703e45765392654fa829ef8dbcc2b30f542957b730013c707319065a0,0,PASS
PUCCH_PHASE05_R18,WAVE-F2,2,0,12,4,8,0,UCI,0,0,0,1b0c6e2737386fd63c2eab43bc4aa110df7f84879c18c02cb403cebac05e555a,ff24fc7703e45765392654fa829ef8dbcc2b30f542957b730013c707319065a0,0,PASS
PUCCH_PHASE05_R18,WAVE-F2,2,0,12,4,9,0,UCI,0,0,0,1b0c6e2737386fd63c2eab43bc4aa110df7f84879c18c02cb403cebac05e555a,ff24fc7703e45765392654fa829ef8dbcc2b30f542957b730013c707319065a0,0,PASS
PUCCH_PHASE05_R18,WAVE-F2,2,0,12,4,11,0,UCI,0,0,0,1b0c6e2737386fd63c2eab43bc4aa110df7f84879c18c02cb403cebac05e555a,ff24fc7703e45765392654fa829ef8dbcc2b30f542957b730013c707319065a0,0,PASS
PUCCH_PHASE05_R18,WAVE-F2,2,0,12,5,0,1,UCI,0,0,0,1b0c6e2737386fd63c2eab43bc4aa110df7f84879c18c02cb403cebac05e555a,ff24fc7703e45765392654fa829ef8dbcc2b30f542957b730013c707319065a0,0,PASS
PUCCH_PHASE05_R18,WAVE-F2,2,0,12,5,2,1,UCI,0,0,0,1b0c6e2737386fd63c2eab43bc4aa110df7f84879c18c02cb403cebac05e555a,ff24fc7703e45765392654fa829ef8dbcc2b30f542957b730013c707319065a0,0,PASS
PUCCH_PHASE05_R18,WAVE-F2,2,0,12,5,3,1,UCI,0,0,0,1b0c6e2737386fd63c2eab43bc4aa110df7f84879c18c02cb403cebac05e555a,ff24fc7703e45765392654fa829ef8dbcc2b30f542957b730013c707319065a0,0,PASS
PUCCH_PHASE05_R18,WAVE-F2,2,0,12,5,5,1,UCI,0,0,0,1b0c6e2737386fd63c2eab43bc4aa110df7f84879c18c02cb403cebac05e555a,ff24fc7703e45765392654fa829ef8dbcc2b30f542957b730013c707319065a0,0,PASS
PUCCH_PHASE05_R18,WAVE-F2,2,0,12,5,6,1,UCI,0,0,0,1b0c6e2737386fd63c2eab43bc4aa110df7f84879c18c02cb403cebac05e555a,ff24fc7703e45765392654fa829ef8dbcc2b30f542957b730013c707319065a0,0,PASS
PUCCH_PHASE05_R18,WAVE-F2,2,0,12,5,8,1,UCI,0,0,0,1b0c6e2737386fd63c2eab43bc4aa110df7f84879c18c02cb403cebac05e555a,ff24fc7703e45765392654fa829ef8dbcc2b30f542957b730013c707319065a0,0,PASS
PUCCH_PHASE05_R18,WAVE-F2,2,0,12,5,9,1,UCI,0,0,0,1b0c6e2737386fd63c2eab43bc4aa110df7f84879c18c02cb403cebac05e555a,ff24fc7703e45765392654fa829ef8dbcc2b30f542957b730013c707319065a0,0,PASS
PUCCH_PHASE05_R18,WAVE-F2,2,0,12,5,11,1,UCI,0,0,0,1b0c6e2737386fd63c2eab43bc4aa110df7f84879c18c02cb403cebac05e555a,ff24fc7703e45765392654fa829ef8dbcc2b30f542957b730013c707319065a0,0,PASS
PUCCH_PHASE05_R18,WAVE-F2,2,0,12,6,0,1,UCI,0,0,0,1b0c6e2737386fd63c2eab43bc4aa110df7f84879c18c02cb403cebac05e555a,ff24fc7703e45765392654fa829ef8dbcc2b30f542957b730013c707319065a0,0,PASS
PUCCH_PHASE05_R18,WAVE-F2,2,0,12,6,2,1,UCI,0,0,0,1b0c6e2737386fd63c2eab43bc4aa110df7f84879c18c02cb403cebac05e555a,ff24fc7703e45765392654fa829ef8dbcc2b30f542957b730013c707319065a0,0,PASS
PUCCH_PHASE05_R18,WAVE-F2,2,0,12,6,3,1,UCI,0,0,0,1b0c6e2737386fd63c2eab43bc4aa110df7f84879c18c02cb403cebac05e555a,ff24fc7703e45765392654fa829ef8dbcc2b30f542957b730013c707319065a0,0,PASS
PUCCH_PHASE05_R18,WAVE-F2,2,0,12,6,5,1,UCI,0,0,0,1b0c6e2737386fd63c2eab43bc4aa110df7f84879c18c02cb403cebac05e555a,ff24fc7703e45765392654fa829ef8dbcc2b30f542957b730013c707319065a0,0,PASS
PUCCH_PHASE05_R18,WAVE-F2,2,0,12,6,6,1,UCI,0,0,0,1b0c6e2737386fd63c2eab43bc4aa110df7f84879c18c02cb403cebac05e555a,ff24fc7703e45765392654fa829ef8dbcc2b30f542957b730013c707319065a0,0,PASS
PUCCH_PHASE05_R18,WAVE-F2,2,0,12,6,8,1,UCI,0,0,0,1b0c6e2737386fd63c2eab43bc4aa110df7f84879c18c02cb403cebac05e555a,ff24fc7703e45765392654fa829ef8dbcc2b30f542957b730013c707319065a0,0,PASS
PUCCH_PHASE05_R18,WAVE-F2,2,0,12,6,9,1,UCI,0,0,0,1b0c6e2737386fd63c2eab43bc4aa110df7f84879c18c02cb403cebac05e555a,ff24fc7703e45765392654fa829ef8dbcc2b30f542957b730013c707319065a0,0,PASS
PUCCH_PHASE05_R18,WAVE-F2,2,0,12,6,11,1,UCI,0,0,0,1b0c6e2737386fd63c2eab43bc4aa110df7f84879c18c02cb403cebac05e555a,ff24fc7703e45765392654fa829ef8dbcc2b30f542957b730013c707319065a0,0,PASS
PUCCH_PHASE05_R18,WAVE-F2,2,0,12,7,0,1,UCI,0,0,0,1b0c6e2737386fd63c2eab43bc4aa110df7f84879c18c02cb403cebac05e555a,ff24fc7703e45765392654fa829ef8dbcc2b30f542957b730013c707319065a0,0,PASS
PUCCH_PHASE05_R18,WAVE-F2,2,0,12,7,2,1,UCI,0,0,0,1b0c6e2737386fd63c2eab43bc4aa110df7f84879c18c02cb403cebac05e555a,ff24fc7703e45765392654fa829ef8dbcc2b30f542957b730013c707319065a0,0,PASS
