relative_path,extension,bytes,sha256,decode_ok,format,width_px,height_px,mode,grayscale_min,grayscale_max,grayscale_stddev,blank_or_constant,issue
analytics/image/contract__beamforming-precoding-mimo-analytics__beam-gain-gap-histogram.png,.png,36429,e0396838d7a931279c7dc71444dbd8149dfdc2c4f65ea8dd9be4a1527a9f61e2,True,PNG,1280,720,RGBA,23,255,62.684164223295404,False,
analytics/image/contract__beamforming-precoding-mimo-analytics__beam-hit-rate-top-k-hit-rate.png,.png,37028,e1c37eaa92011c8bec3d32f2b152277c0c57e1a64d7d6c92c388df706a086294,True,PNG,1280,720,RGBA,23,255,24.642720187092323,False,
analytics/image/contract__beamforming-precoding-mimo-analytics__beam-id-timeline.png,.png,36918,1dd558319620235e866b8dfc5c37a2e9ba217fef6ffe0997942391235ffa97ad,True,PNG,1280,720,RGBA,23,255,23.299048787320633,False,
analytics/image/contract__beamforming-precoding-mimo-analytics__beam-pair-timeline.png,.png,37380,ab96cade9f1535d10e443d13b408bf5fcc135fbe5f385dae300dfa990b290d0e,True,PNG,1280,720,RGBA,23,255,23.504680042060787,False,
analytics/image/contract__beamforming-precoding-mimo-analytics__inter-user-leakage.png,.png,66829,776bf54d2fa8a7ebc3e0b919198165db97874b263f583614e76af05f402a99ca,True,PNG,1280,720,RGBA,23,255,27.681892464759425,False,
analytics/image/contract__beamforming-precoding-mimo-analytics__per-layer-sinr.png,.png,42875,51426efd3e6f082b60b979b9a03b14d679f869e4b9f1f39e3977ebb1fd7a5256,True,PNG,1280,720,RGBA,23,255,47.564885775381846,False,
analytics/image/contract__beamforming-precoding-mimo-analytics__precoder-mode-distribution.png,.png,40277,10cd2512546e6f9386616f2c3791678511fec329d58ce6d45c1c21ef2e08ffc3,True,PNG,1280,720,RGBA,23,255,62.802461204237424,False,
analytics/image/contract__beamforming-precoding-mimo-analytics__rank-distribution.png,.png,34705,e9f127691bce84821817f3c82f83ba835e72b1f071366ab321b3a5cddec03450,True,PNG,1280,720,RGBA,23,255,62.416917120767891,False,
analytics/image/contract__beamforming-precoding-mimo-analytics__selected-vs-best-beam-gap.png,.png,37503,c8ba1c8196474689e66fc84948208deea7072ee781907d4d6abdeaf471806bcc,True,PNG,1280,720,RGBA,23,255,62.675866882060269,False,
analytics/image/contract__channel-estimation-propagation-analytics__estimator-bias-variance-summaries.png,.png,45390,d04382bf907f9cd305b79ae07dfc20903516b3f4ce429c8347be4a1e084e7491,True,PNG,1280,720,RGBA,23,255,48.614247826991431,False,
analytics/image/contract__channel-estimation-propagation-analytics__nmse-vs-snr-sinr.png,.png,55538,684c667c2e02934d00ddc47a1783bd91901b9080130b651763ef12842cad8a0b,True,PNG,1280,720,RGBA,23,255,24.751717608926462,False,
analytics/image/contract__channel-estimation-propagation-analytics__noise-variance-trend.png,.png,63180,e5be35c48889029b37bde955fc6e777b4155a5685dad975f480bf0b6554488ef,True,PNG,1280,720,RGBA,23,255,26.861583228227936,False,
analytics/image/contract__channel-estimation-propagation-analytics__serving-vs-interferer-decomposition.png,.png,70937,57155ce0038c35152a3853eef6a99b8faca4315cd0a624fd706e5d83e49be241,True,PNG,1280,720,RGBA,23,255,29.553244285329846,False,
analytics/image/contract__constellation-evm-analytics__evm-rms.png,.png,36395,152ecd421337a81f575dbf6adf8b95f76c91529878c08325d1927345b7ca9846,True,PNG,1280,720,RGBA,23,255,61.872597545765565,False,
analytics/image/contract__error-reliability-analytics__ber-vs-snr.png,.png,67709,96b634b151fb3d2cf0f190fcd6316e82904ca8482ce484f4b69148012406f735,True,PNG,1280,720,RGBA,23,255,24.347531436139231,False,
analytics/image/contract__error-reliability-analytics__ber.png,.png,56967,4df2db6ec697e522cb6dbf17061a39d3714bc0949132569a90d5eb75414a823e,True,PNG,1280,720,RGBA,23,255,62.362307443288259,False,
analytics/image/contract__error-reliability-analytics__bler-vs-mcs.png,.png,35748,abab640b0d947db239d7e442ca95d01a4232eb4fba5c8392b86e9a9bfb3b6dc8,True,PNG,1280,720,RGBA,23,255,46.796357531299527,False,
analytics/image/contract__error-reliability-analytics__bler-vs-sinr.png,.png,51608,1fa9ab60c20b3c98e5f3180f0a17aac5bf8f28db09565f087cce150dfab7e165,True,PNG,1280,720,RGBA,23,255,24.197506995033255,False,
analytics/image/contract__error-reliability-analytics__bler-vs-snr.png,.png,60185,8de5a14fc59f4f8f7b5b7e3f7b5ffae500493e935776b05b3707d632d30788ef,True,PNG,1280,720,RGBA,23,255,24.452309372706534,False,
