relative_path,column_index,column_name,row_count,blank_count,blank_fraction,nan_token_count,inf_token_count,unique_nonblank_count,numeric_count,finite_fraction,zero_count,nonzero_numeric_count,numeric_min,numeric_max,numeric_mean,failure_token_count,proxy_token_count,synthetic_token_count,fallback_token_count,placeholder_token_count,value_population_class,semantic_attention
air_interface/csv/csi_feedback_reports.csv,7,DeliveredSlot,8,1,0.125,1,0,7,7,0.875,0,7,12,24,17.714285714285715,0,0,0,0,0,mixed_finite_and_missing,classified_observation_not_automatic_failure
air_interface/csv/csi_feedback_reports.csv,15,CRI,8,2,0.25,2,0,1,6,0.75,6,0,0,0,0,0,0,0,0,0,mixed_finite_and_missing,classified_observation_not_automatic_failure
air_interface/csv/csi_feedback_reports.csv,26,LinkAdaptationMCSIndex,8,1,0.125,1,0,3,7,0.875,0,7,20,26,24.857142857142858,0,0,0,0,0,mixed_finite_and_missing,classified_observation_not_automatic_failure
air_interface/csv/csi_feedback_reports.csv,27,LinkAdaptationDecisionReason,8,1,0.125,0,0,1,0,0.0,0,0,,,,0,0,0,0,0,categorical_population,classified_observation_not_automatic_failure
air_interface/csv/csi_feedback_reports.csv,28,MCSSelectionSource,8,1,0.125,0,0,1,0,0.0,0,0,,,,0,0,0,0,0,categorical_population,classified_observation_not_automatic_failure
air_interface/csv/csi_feedback_reports.csv,29,MCSValueStatus,8,1,0.125,0,0,3,0,0.0,0,0,,,,0,0,0,0,0,categorical_population,classified_observation_not_automatic_failure
air_interface/csv/csi_feedback_reports.csv,30,CQIBasedMCS,8,1,0.125,1,0,5,7,0.875,0,7,23,26,25.201428571428572,0,0,0,0,0,mixed_finite_and_missing,classified_observation_not_automatic_failure
air_interface/csv/csi_feedback_reports.csv,31,SmoothedCQI,8,1,0.125,1,0,5,7,0.875,0,7,12.499368349119999,14,13.598169196285056,0,0,0,0,0,mixed_finite_and_missing,classified_observation_not_automatic_failure
air_interface/csv/csi_feedback_reports.csv,32,InstantaneousCQIMCS,8,1,0.125,1,0,2,7,0.875,0,7,20,26,25.142857142857142,0,0,0,0,0,mixed_finite_and_missing,classified_observation_not_automatic_failure
air_interface/csv/csi_feedback_reports.csv,33,DeltaMCS,8,1,0.125,1,0,4,7,0.875,2,5,0,0.20000000000000001,0.076190476190476142,0,0,0,0,0,mixed_finite_and_missing,classified_observation_not_automatic_failure
air_interface/csv/csi_feedback_reports.csv,34,StaticDeltaMCS,8,1,0.125,1,0,1,7,0.875,7,0,0,0,0,0,0,0,0,0,mixed_finite_and_missing,classified_observation_not_automatic_failure
air_interface/csv/csi_feedback_reports.csv,35,OLLAAdjustedMCSBeforeCQICeiling,8,1,0.125,1,0,3,7,0.875,0,7,23,26,25.285714285714285,0,0,0,0,0,mixed_finite_and_missing,classified_observation_not_automatic_failure
air_interface/csv/csi_feedback_reports.csv,36,OLLABaseRequiredSINR_dB,8,1,0.125,1,0,3,7,0.875,0,7,17.699999999999999,21.469999999999999,20.561428571428571,0,0,0,0,0,mixed_finite_and_missing,classified_observation_not_automatic_failure
air_interface/csv/csi_feedback_reports.csv,37,OLLATargetRequiredSINR_dB,8,1,0.125,1,0,5,7,0.875,0,7,17.800000000000001,21.670000000000002,20.637619047619044,0,0,0,0,0,mixed_finite_and_missing,classified_observation_not_automatic_failure
air_interface/csv/csi_feedback_reports.csv,38,OLLAThresholdSource,8,1,0.125,0,0,1,0,0.0,0,0,,,,0,0,0,0,0,categorical_population,classified_observation_not_automatic_failure
air_interface/csv/csi_feedback_reports.csv,39,EffectiveCQISmoothingAlpha,8,1,0.125,1,0,1,7,0.875,0,7,0.50021055029334105,0.50021055029334105,0.50021055029334105,0,0,0,0,0,mixed_finite_and_missing,classified_observation_not_automatic_failure
air_interface/csv/csi_feedback_reports.csv,40,CSITemporalCorrelationWeight,8,1,0.125,1,0,1,7,0.875,0,7,0.99957889941331901,0.99957889941331901,0.99957889941331912,0,0,0,0,0,mixed_finite_and_missing,classified_observation_not_automatic_failure
air_interface/csv/csi_feedback_reports.csv,41,CSIAgeSeconds,8,1,0.125,1,0,1,7,0.875,0,7,0.001,0.001,0.001,0,0,0,0,0,mixed_finite_and_missing,classified_observation_not_automatic_failure
air_interface/csv/csi_feedback_reports.csv,42,CSICoherenceTimeSeconds,8,1,0.125,1,0,1,7,0.875,0,7,0.064755170927999997,0.064755170927999997,0.064755170927999997,0,0,0,0,0,mixed_finite_and_missing,classified_observation_not_automatic_failure
air_interface/csv/csi_feedback_reports.csv,43,CSIAgingModel,8,1,0.125,0,0,1,0,0.0,0,0,,,,0,0,0,0,0,categorical_population,classified_observation_not_automatic_failure
air_interface/csv/csi_feedback_reports.csv,45,AgedPostEqSINRPerLayer_dB,8,1,0.125,0,0,7,7,0.875,0,7,23.8184,37.830500000000001,33.495142857142859,0,0,0,0,0,mixed_finite_and_missing,classified_observation_not_automatic_failure
air_interface/csv/csi_feedback_reports.csv,46,LayerAgingPenaltyVector_dB,8,1,0.125,0,0,1,7,0.875,0,7,0.0036584,0.0036584,0.0036584,0,0,0,0,0,mixed_finite_and_missing,classified_observation_not_automatic_failure
air_interface/csv/csi_feedback_reports.csv,49,LinkAdaptationStateUpdateCount,8,1,0.125,1,0,6,7,0.875,0,7,1,6,3.1428571428571428,0,0,0,0,0,mixed_finite_and_missing,classified_observation_not_automatic_failure
air_interface/csv/csi_feedback_reports.csv,50,OLLAUpdateCount,8,1,0.125,1,0,4,7,0.875,2,5,0,6,2.2857142857142856,0,0,0,0,0,mixed_finite_and_missing,classified_observation_not_automatic_failure
air_interface/csv/csi_feedback_reports.csv,51,OLLAStateAuthority,8,1,0.125,0,0,1,0,0.0,0,0,,,,0,0,0,0,0,categorical_population,classified_observation_not_automatic_failure
air_interface/csv/csi_feedback_reports.csv,52,OLLAUpdateCountBeforeEvent,8,1,0.125,1,0,4,7,0.875,2,5,0,6,2.2857142857142856,0,0,0,0,0,mixed_finite_and_missing,classified_observation_not_automatic_failure
air_interface/csv/csi_feedback_reports.csv,53,OLLAUpdateCountAfterEvent,8,1,0.125,1,0,4,7,0.875,2,5,0,6,2.2857142857142856,0,0,0,0,0,mixed_finite_and_missing,classified_observation_not_automatic_failure
air_interface/csv/csi_feedback_reports.csv,54,OLLAUpdateAppliedAtThisEvent,8,0,0.0,0,0,1,8,1.0,8,0,0,0,0,0,0,0,0,0,all_zero_finite,classified_observation_not_automatic_failure
air_interface/csv/csi_feedback_reports.csv,55,OLLAUpdateAuthorized,8,0,0.0,0,0,1,8,1.0,8,0,0,0,0,0,0,0,0,0,all_zero_finite,classified_observation_not_automatic_failure
air_interface/csv/csi_feedback_reports.csv,56,OLLAFeedbackEventType,8,1,0.125,0,0,1,0,0.0,0,0,,,,0,0,0,0,0,categorical_population,classified_observation_not_automatic_failure
air_interface/csv/csi_feedback_reports.csv,57,OLLAUpdateAuthoritySource,8,1,0.125,0,0,1,0,0.0,0,0,,,,0,0,0,0,0,categorical_population,classified_observation_not_automatic_failure
air_interface/csv/csi_feedback_reports.csv,58,OLLAFeedbackEligible,8,0,0.0,0,0,1,8,1.0,8,0,0,0,0,0,0,0,0,0,all_zero_finite,classified_observation_not_automatic_failure
air_interface/csv/csi_feedback_reports.csv,59,OLLAFeedbackExclusionReason,8,1,0.125,0,0,1,0,0.0,0,0,,,,0,0,0,0,0,categorical_population,classified_observation_not_automatic_failure
air_interface/csv/csi_feedback_reports.csv,60,SchedulerCQIRawCQI,8,1,0.125,1,0,2,7,0.875,0,7,12,15,14.571428571428571,0,0,0,0,0,mixed_finite_and_missing,classified_observation_not_automatic_failure
air_interface/csv/csi_feedback_reports.csv,61,SchedulerResolvedCQI,8,1,0.125,1,0,2,7,0.875,0,7,11,14,13.571428571428571,0,0,0,0,0,mixed_finite_and_missing,classified_observation_not_automatic_failure
air_interface/csv/csi_feedback_reports.csv,62,SchedulerAdjustedSINR_dB,8,1,0.125,1,0,7,7,0.875,0,7,23.801974634073002,35.421834060669497,32.745352359901297,0,0,0,0,0,mixed_finite_and_missing,classified_observation_not_automatic_failure
air_interface/csv/csi_feedback_reports.csv,63,SchedulerSINRBackoff_dB,8,1,0.125,1,0,1,7,0.875,0,7,0.0036584035544530501,0.0036584035544530501,0.0036584035544530501,0,0,0,0,0,mixed_finite_and_missing,classified_observation_not_automatic_failure
air_interface/csv/csi_feedback_reports.csv,64,SchedulerCQISource,8,1,0.125,0,0,1,0,0.0,0,0,,,,0,0,0,0,0,categorical_population,classified_observation_not_automatic_failure
air_interface/csv/csi_feedback_reports.csv,69,CensorBoundarySlot,8,7,0.875,7,0,1,1,0.125,0,1,25,25,25,0,0,0,0,0,mixed_finite_and_missing,classified_observation_not_automatic_failure
air_interface/csv/csi_feedback_reports.csv,70,CensorReason,8,7,0.875,0,0,1,0,0.0,0,0,,,,0,0,0,0,0,categorical_population,classified_observation_not_automatic_failure
air_interface/csv/csi_feedback_reports.csv,71,CensorScope,8,7,0.875,0,0,1,0,0.0,0,0,,,,0,0,0,0,0,categorical_population,classified_observation_not_automatic_failure
air_interface/csv/csi_rs_trials.csv,9,BWPID,2,0,0.0,0,0,1,2,1.0,2,0,0,0,0,0,0,0,0,0,all_zero_finite,classified_observation_not_automatic_failure
air_interface/csv/csi_rs_trials.csv,12,ResourceID,2,0,0.0,0,0,1,2,1.0,2,0,0,0,0,0,0,0,0,0,all_zero_finite,classified_observation_not_automatic_failure
air_interface/csv/csi_rs_trials.csv,13,ResourceSetID,2,0,0.0,0,0,1,2,1.0,2,0,0,0,0,0,0,0,0,0,all_zero_finite,classified_observation_not_automatic_failure
air_interface/csv/csi_rs_trials.csv,19,SymbolLocations,2,0,0.0,0,0,1,2,1.0,2,0,0,0,0,0,0,0,0,0,all_zero_finite,classified_observation_not_automatic_failure
air_interface/csv/csi_rs_trials.csv,20,SubcarrierLocations,2,0,0.0,0,0,1,2,1.0,2,0,0,0,0,0,0,0,0,0,all_zero_finite,classified_observation_not_automatic_failure
air_interface/csv/csi_rs_trials.csv,21,RBOffset,2,0,0.0,0,0,1,2,1.0,2,0,0,0,0,0,0,0,0,0,all_zero_finite,classified_observation_not_automatic_failure
air_interface/csv/csi_rs_trials.csv,55,CRI,2,0,0.0,0,0,1,2,1.0,2,0,0,0,0,0,0,0,0,0,all_zero_finite,classified_observation_not_automatic_failure
air_interface/csv/csi_rs_trials.csv,63,ConfiguredResourceIDs,2,0,0.0,0,0,1,2,1.0,2,0,0,0,0,0,0,0,0,0,all_zero_finite,classified_observation_not_automatic_failure
air_interface/csv/csi_rs_trials.csv,71,CSIRSPortProjectionResidualMax,2,0,0.0,0,0,1,2,1.0,2,0,0,0,0,0,0,0,0,0,all_zero_finite,classified_observation_not_automatic_failure
air_interface/csv/csi_rs_trials.csv,98,MeasurementReceiverGainCorrection_dB,2,0,0.0,0,0,1,2,1.0,2,0,0,0,0,0,0,0,0,0,all_zero_finite,classified_observation_not_automatic_failure
air_interface/csv/distance_vs_sinr.csv,7,LargeScaleSINR_dB,8,8,1.0,8,0,0,0,0.0,0,0,,,,0,0,0,0,0,all_missing_or_not_applicable,classified_observation_not_automatic_failure
air_interface/csv/distance_vs_sinr.csv,10,AppliedShadowFading_dB,8,0,0.0,0,0,1,8,1.0,8,0,0,0,0,0,0,0,0,0,all_zero_finite,classified_observation_not_automatic_failure
air_interface/csv/dl_constellation_samples.csv,11,CodewordIndex,2314,0,0.0,0,0,1,2314,1.0,2314,0,0,0,0,0,0,0,0,0,all_zero_finite,classified_observation_not_automatic_failure
air_interface/csv/dl_measured_sinr_bler_curve.csv,2,UEIndex,8,4,0.5,4,0,1,4,0.5,0,4,1,1,1,0,0,0,0,0,mixed_finite_and_missing,classified_observation_not_automatic_failure
air_interface/csv/dl_measured_sinr_bler_curve.csv,3,RNTI,8,4,0.5,4,0,1,4,0.5,0,4,1,1,1,0,0,0,0,0,mixed_finite_and_missing,classified_observation_not_automatic_failure
air_interface/csv/dl_measured_sinr_bler_curve.csv,7,BLER,8,0,0.0,0,0,1,8,1.0,8,0,0,0,0,0,0,0,0,0,all_zero_finite,classified_observation_not_automatic_failure
air_interface/csv/dl_measured_sinr_bler_curve.csv,8,BLER_CI_Low,8,0,0.0,0,0,1,8,1.0,8,0,0,0,0,0,0,0,0,0,all_zero_finite,classified_observation_not_automatic_failure
air_interface/csv/dl_measured_sinr_bler_curve.csv,10,BER,8,0,0.0,0,0,1,8,1.0,8,0,0,0,0,0,0,0,0,0,all_zero_finite,classified_observation_not_automatic_failure
air_interface/csv/dl_measured_sinr_bler_curve.csv,12,FailureCount,8,0,0.0,0,0,1,8,1.0,8,0,0,0,0,0,0,0,0,0,all_zero_finite,classified_observation_not_automatic_failure
air_interface/csv/dl_measured_sinr_throughput_curve.csv,2,UEIndex,8,4,0.5,4,0,1,4,0.5,0,4,1,1,1,0,0,0,0,0,mixed_finite_and_missing,classified_observation_not_automatic_failure
air_interface/csv/dl_measured_sinr_throughput_curve.csv,3,RNTI,8,4,0.5,4,0,1,4,0.5,0,4,1,1,1,0,0,0,0,0,mixed_finite_and_missing,classified_observation_not_automatic_failure
air_interface/csv/dl_pdsch_receiver_evidence_audit.csv,20,ConfiguredSNRLikeSourceRejected,6,0,0.0,0,0,1,6,1.0,6,0,0,0,0,0,0,0,0,0,all_zero_finite,classified_observation_not_automatic_failure
air_interface/csv/dl_pdsch_receiver_evidence_audit.csv,23,BitErrors,6,0,0.0,0,0,1,6,1.0,6,0,0,0,0,0,0,0,0,0,all_zero_finite,classified_observation_not_automatic_failure
air_interface/csv/dl_pdsch_receiver_evidence_audit.csv,41,SkippedOrUnavailable,6,0,0.0,0,0,1,6,1.0,6,0,0,0,0,0,0,0,0,0,all_zero_finite,classified_observation_not_automatic_failure
air_interface/csv/dl_pdsch_receiver_evidence_audit.csv,42,Crash,6,0,0.0,0,0,1,6,1.0,6,0,0,0,0,0,0,0,0,0,all_zero_finite,classified_observation_not_automatic_failure
air_interface/csv/dl_pdsch_receiver_evidence_audit.csv,43,IsRetransmission,6,0,0.0,0,0,1,6,1.0,6,0,0,0,0,0,0,0,0,0,all_zero_finite,classified_observation_not_automatic_failure
air_interface/csv/dl_pdsch_trials.csv,20,TBSInputXOverhead,6,0,0.0,0,0,1,6,1.0,6,0,0,0,0,0,0,0,0,0,all_zero_finite,classified_observation_not_automatic_failure
air_interface/csv/dl_pdsch_trials.csv,22,PRBStart,6,0,0.0,0,0,1,6,1.0,6,0,0,0,0,0,0,0,0,0,all_zero_finite,classified_observation_not_automatic_failure
air_interface/csv/dl_pdsch_trials.csv,33,CRCOutcome,6,6,1.0,0,0,0,0,0.0,0,0,,,,0,0,0,0,0,all_missing_or_not_applicable,classified_observation_not_automatic_failure
air_interface/csv/dl_pdsch_trials.csv,36,HARQRV,6,0,0.0,0,0,1,6,1.0,6,0,0,0,0,0,0,0,0,0,all_zero_finite,classified_observation_not_automatic_failure
air_interface/csv/dl_pdsch_trials.csv,37,HARQIsRetransmission,6,0,0.0,0,0,1,6,1.0,6,0,0,0,0,0,0,0,0,0,all_zero_finite,classified_observation_not_automatic_failure
air_interface/csv/dl_pdsch_trials.csv,39,RV,6,0,0.0,0,0,1,6,1.0,6,0,0,0,0,0,0,0,0,0,all_zero_finite,classified_observation_not_automatic_failure
air_interface/csv/dl_pdsch_trials.csv,42,HARQRound,6,0,0.0,0,0,1,6,1.0,6,0,0,0,0,0,0,0,0,0,all_zero_finite,classified_observation_not_automatic_failure
air_interface/csv/dl_pdsch_trials.csv,44,IsRetransmission,6,0,0.0,0,0,1,6,1.0,6,0,0,0,0,0,0,0,0,0,all_zero_finite,classified_observation_not_automatic_failure
air_interface/csv/dl_pdsch_trials.csv,53,ShortIRRetx,6,0,0.0,0,0,1,6,1.0,6,0,0,0,0,0,0,0,0,0,all_zero_finite,classified_observation_not_automatic_failure
air_interface/csv/dl_pdsch_trials.csv,59,HARQCombiningApplied,6,0,0.0,0,0,1,6,1.0,6,0,0,0,0,0,0,0,0,0,all_zero_finite,classified_observation_not_automatic_failure
air_interface/csv/dl_pdsch_trials.csv,60,HARQLLRCombiningGain_dB,6,0,0.0,0,0,1,6,1.0,6,0,0,0,0,0,0,0,0,0,all_zero_finite,classified_observation_not_automatic_failure
air_interface/csv/dl_pdsch_trials.csv,61,HARQPreviousLLRCount,6,0,0.0,0,0,1,6,1.0,6,0,0,0,0,0,0,0,0,0,all_zero_finite,classified_observation_not_automatic_failure
air_interface/csv/dl_pdsch_trials.csv,68,CorrelationPeak,6,6,1.0,0,0,0,0,0.0,0,0,,,,0,0,0,0,0,all_missing_or_not_applicable,classified_observation_not_automatic_failure
air_interface/csv/dl_pdsch_trials.csv,69,DetectionThreshold,6,6,1.0,0,0,0,0,0.0,0,0,,,,0,0,0,0,0,all_missing_or_not_applicable,classified_observation_not_automatic_failure
air_interface/csv/dl_pdsch_trials.csv,70,DetectionThresholdMode,6,6,1.0,0,0,0,0,0.0,0,0,,,,0,0,0,0,0,all_missing_or_not_applicable,classified_observation_not_automatic_failure
air_interface/csv/dl_pdsch_trials.csv,71,DetectionMetricStatus,6,6,1.0,0,0,0,0,0.0,0,0,,,,0,0,0,0,0,all_missing_or_not_applicable,classified_observation_not_automatic_failure
air_interface/csv/dl_pdsch_trials.csv,72,DetectorPeakMetric,6,6,1.0,0,0,0,0,0.0,0,0,,,,0,0,0,0,0,all_missing_or_not_applicable,classified_observation_not_automatic_failure
air_interface/csv/dl_pdsch_trials.csv,73,DetectorNoiseFloor,6,6,1.0,0,0,0,0,0.0,0,0,,,,0,0,0,0,0,all_missing_or_not_applicable,classified_observation_not_automatic_failure
air_interface/csv/dl_pdsch_trials.csv,74,RxAntennaCount,6,6,1.0,0,0,0,0,0.0,0,0,,,,0,0,0,0,0,all_missing_or_not_applicable,classified_observation_not_automatic_failure
air_interface/csv/dl_pdsch_trials.csv,75,PDPAverageNoiseFloor,6,6,1.0,0,0,0,0,0.0,0,0,,,,0,0,0,0,0,all_missing_or_not_applicable,classified_observation_not_automatic_failure
air_interface/csv/dl_pdsch_trials.csv,76,PeakToThresholdRatio,6,6,1.0,0,0,0,0,0.0,0,0,,,,0,0,0,0,0,all_missing_or_not_applicable,classified_observation_not_automatic_failure
air_interface/csv/dl_pdsch_trials.csv,77,PeakToNoiseRatio,6,6,1.0,0,0,0,0,0.0,0,0,,,,0,0,0,0,0,all_missing_or_not_applicable,classified_observation_not_automatic_failure
air_interface/csv/dl_pdsch_trials.csv,78,PeakToNoiseRatio_dB,6,6,1.0,0,0,0,0,0.0,0,0,,,,0,0,0,0,0,all_missing_or_not_applicable,classified_observation_not_automatic_failure
air_interface/csv/dl_pdsch_trials.csv,79,CandidateCount,6,6,1.0,0,0,0,0,0.0,0,0,,,,0,0,0,0,0,all_missing_or_not_applicable,classified_observation_not_automatic_failure
air_interface/csv/dl_pdsch_trials.csv,80,CandidatesAboveThreshold,6,6,1.0,0,0,0,0,0.0,0,0,,,,0,0,0,0,0,all_missing_or_not_applicable,classified_observation_not_automatic_failure
air_interface/csv/dl_pdsch_trials.csv,81,TargetFalseAlarmProbability,6,6,1.0,0,0,0,0,0.0,0,0,,,,0,0,0,0,0,all_missing_or_not_applicable,classified_observation_not_automatic_failure
air_interface/csv/dl_pdsch_trials.csv,82,ThresholdBackgroundComponent,6,6,1.0,0,0,0,0,0.0,0,0,,,,0,0,0,0,0,all_missing_or_not_applicable,classified_observation_not_automatic_failure
air_interface/csv/dl_pdsch_trials.csv,83,ThresholdGlobalPeakComponent,6,6,1.0,0,0,0,0,0.0,0,0,,,,0,0,0,0,0,all_missing_or_not_applicable,classified_observation_not_automatic_failure
air_interface/csv/dl_pdsch_trials.csv,84,PeakGuardFactor,6,6,1.0,0,0,0,0,0.0,0,0,,,,0,0,0,0,0,all_missing_or_not_applicable,classified_observation_not_automatic_failure
air_interface/csv/dl_pdsch_trials.csv,85,DetectorPeakLagSamples,6,6,1.0,0,0,0,0,0.0,0,0,,,,0,0,0,0,0,all_missing_or_not_applicable,classified_observation_not_automatic_failure
air_interface/csv/dl_pdsch_trials.csv,86,NoiseOnlyDetectionMetric,6,6,1.0,0,0,0,0,0.0,0,0,,,,0,0,0,0,0,all_missing_or_not_applicable,classified_observation_not_automatic_failure
air_interface/csv/dl_pdsch_trials.csv,87,MissedDetection,6,6,1.0,0,0,0,0,0.0,0,0,,,,0,0,0,0,0,all_missing_or_not_applicable,classified_observation_not_automatic_failure
air_interface/csv/dl_pdsch_trials.csv,88,FalseAlarm,6,6,1.0,0,0,0,0,0.0,0,0,,,,0,0,0,0,0,all_missing_or_not_applicable,classified_observation_not_automatic_failure
air_interface/csv/dl_pdsch_trials.csv,89,FalseAlarmCandidateScope,6,6,1.0,0,0,0,0,0.0,0,0,,,,0,0,0,0,0,all_missing_or_not_applicable,classified_observation_not_automatic_failure
air_interface/csv/dl_pdsch_trials.csv,90,FalseAlarmCandidateCount,6,6,1.0,0,0,0,0,0.0,0,0,,,,0,0,0,0,0,all_missing_or_not_applicable,classified_observation_not_automatic_failure
air_interface/csv/dl_pdsch_trials.csv,91,DTXFlag,6,6,1.0,0,0,0,0,0.0,0,0,,,,0,0,0,0,0,all_missing_or_not_applicable,classified_observation_not_automatic_failure
air_interface/csv/dl_pdsch_trials.csv,92,DTXReason,6,6,1.0,0,0,0,0,0.0,0,0,,,,0,0,0,0,0,all_missing_or_not_applicable,classified_observation_not_automatic_failure
air_interface/csv/dl_pdsch_trials.csv,93,PreambleIndex,6,6,1.0,0,0,0,0,0.0,0,0,,,,0,0,0,0,0,all_missing_or_not_applicable,classified_observation_not_automatic_failure
air_interface/csv/dl_pdsch_trials.csv,94,RequestedPreambleIndex,6,6,1.0,0,0,0,0,0.0,0,0,,,,0,0,0,0,0,all_missing_or_not_applicable,classified_observation_not_automatic_failure
air_interface/csv/dl_pdsch_trials.csv,95,DetectedPreambleIndex,6,6,1.0,0,0,0,0,0.0,0,0,,,,0,0,0,0,0,all_missing_or_not_applicable,classified_observation_not_automatic_failure
air_interface/csv/dl_pdsch_trials.csv,96,PreambleIndexFromPeak,6,6,1.0,0,0,0,0,0.0,0,0,,,,0,0,0,0,0,all_missing_or_not_applicable,classified_observation_not_automatic_failure
air_interface/csv/dl_pdsch_trials.csv,97,PRACHRootSequenceIndex,6,6,1.0,0,0,0,0,0.0,0,0,,,,0,0,0,0,0,all_missing_or_not_applicable,classified_observation_not_automatic_failure
air_interface/csv/dl_pdsch_trials.csv,98,PRACHZeroCorrelationZone,6,6,1.0,0,0,0,0,0.0,0,0,,,,0,0,0,0,0,all_missing_or_not_applicable,classified_observation_not_automatic_failure
air_interface/csv/dl_pdsch_trials.csv,99,PRACHConfigurationIndex,6,6,1.0,0,0,0,0,0.0,0,0,,,,0,0,0,0,0,all_missing_or_not_applicable,classified_observation_not_automatic_failure
air_interface/csv/dl_pdsch_trials.csv,100,PRACHOccasionIndex,6,6,1.0,0,0,0,0,0.0,0,0,,,,0,0,0,0,0,all_missing_or_not_applicable,classified_observation_not_automatic_failure
air_interface/csv/dl_pdsch_trials.csv,101,PRACHCarrierSlot,6,6,1.0,0,0,0,0,0.0,0,0,,,,0,0,0,0,0,all_missing_or_not_applicable,classified_observation_not_automatic_failure
air_interface/csv/dl_pdsch_trials.csv,120,InnerLoopApplied,6,0,0.0,0,0,1,6,1.0,6,0,0,0,0,0,0,0,0,0,all_zero_finite,classified_observation_not_automatic_failure
