ImageFile,SourceCSV,Width,Height,AxesCount,SeriesCount,FinitePointCount,ExpectedXLabel,ActualXLabel,ExpectedYLabel,ActualYLabel,ExpectedTitleToken,ActualTitle,SourceCSV_SHA256,PNG_SHA256,Status
pusch_impact_uci_capacity.png,pusch_impact_uci.csv,1200,760,1,3,2115,UCI payload / composition,UCI payload / composition,Coded bits or goodput,Coded bits or goodput,PUSCH UCI capacity impact,PUSCH UCI capacity impact — executed component campaign,f1105ec1f0074d37e632129d420b95fe9c025b336e9faa8ef26b1faee3de8e53,2f0e72eafa4733640067a410751f2c1cb388f7c8e407511bffe5c06e7d281986,PASS
pusch_impact_uci_bler.png,pusch_impact_uci.csv|pusch_impact_operating_points.csv,1200,760,1,3,2115,SNR (dB),SNR (dB),BLER,BLER,PUSCH UCI BLER impact,PUSCH UCI BLER impact — executed component campaign,04062a3dc724b00b43180c575bf1bc852d1049b7243243a5b033afa5c4070b8b,121b79722e3c818c8d08246d3468b8a214be17a0637adce80cfe8f052773b407,PASS
pusch_impact_uci_beta_tradeoff.png,pusch_impact_uci.csv|pusch_impact_pairwise_effects.csv,1200,760,1,2,1410,UL-SCH goodput,UL-SCH goodput,UCI BLER,UCI BLER,PUSCH UCI beta trade-off,PUSCH UCI beta trade-off — executed component campaign,eea1417f1b12e80d4c7b35e9e6df4d9274999e464c0383f662c51d137869dca3,fe100ca97604bf5e718889e90599a4f4d6355f3d6f9fb7fe403e72f671224e3e,PASS
pusch_impact_csi2_size.png,pusch_impact_uci.csv,1200,760,1,2,1410,CSI Part 2 payload bits,CSI Part 2 payload bits,BLER / goodput,BLER / goodput,PUSCH CSI Part 2 impact,PUSCH CSI Part 2 impact — executed component campaign,f1105ec1f0074d37e632129d420b95fe9c025b336e9faa8ef26b1faee3de8e53,f581314766f788d02d5e1ed6c6694a30d4c3c7050c59cb42a82c186fde01f389,PASS
pusch_impact_rank_modulation.png,pusch_impact_operating_points.csv,1200,760,1,5,3525,Rank / modulation,Rank / modulation,Required SNR or goodput,Required SNR or goodput,PUSCH rank modulation impact,PUSCH rank modulation impact — executed component campaign,a6daf8b910e8b27e46ea7eec7ce52e4f1bd027c4ec827a31663d6817bbc2c6f1,20332e482087cd8ea0c0d83ce97d63cc5411821a903b57248901a573d821dcc5,PASS
pusch_impact_dmrs_doppler.png,pusch_impact_dmrs_ptrs.csv,1200,760,1,3,2115,Doppler (Hz),Doppler (Hz),Channel-estimation NMSE / BLER,Channel-estimation NMSE / BLER,PUSCH DM-RS Doppler impact,PUSCH DM-RS Doppler impact — executed component campaign,0511eaff1ea66ab6c1ee2f7754e971f99073f0ce775a2d45ef891dda4fc7781f,e91692dc931af6b0beb82d0e7a5095492fad50d4495a3f591411c27b360cb6de,PASS
pusch_impact_dmrs_delay_spread.png,pusch_impact_dmrs_ptrs.csv,1200,760,1,2,1410,Delay profile / spread,Delay profile / spread,Channel-estimation NMSE / BLER,Channel-estimation NMSE / BLER,PUSCH DM-RS delay-spread impact,PUSCH DM-RS delay-spread impact — executed component campaign,0511eaff1ea66ab6c1ee2f7754e971f99073f0ce775a2d45ef891dda4fc7781f,a6a1c627b7ee42f5bd5c5234c55ae0e0be34b87b9fadaae6babf2d7d7993374b,PASS
pusch_impact_dmrs_port_leakage.png,pusch_impact_dmrs_ptrs.csv,1200,760,1,2,1410,DM-RS port pair,DM-RS port pair,Leakage (dB),Leakage (dB),PUSCH DM-RS port leakage,PUSCH DM-RS port leakage — executed component campaign,0511eaff1ea66ab6c1ee2f7754e971f99073f0ce775a2d45ef891dda4fc7781f,1e5aa97a51750735c115f4048fb0648aa4aec8147a4c43a4fa2d49a34c5fadff,PASS
pusch_impact_ptrs_phase_noise.png,pusch_impact_dmrs_ptrs.csv,1200,760,1,3,2115,Phase-noise profile / density,Phase-noise profile / density,CPE RMSE / EVM / BLER,CPE RMSE / EVM / BLER,PUSCH PT-RS phase-noise impact,PUSCH PT-RS phase-noise impact — executed component campaign,0511eaff1ea66ab6c1ee2f7754e971f99073f0ce775a2d45ef891dda4fc7781f,ebdaf7a953136755e8f1835594af41a5653d9fd9a9fef1bf881bdc6bf8c1510f,PASS
pusch_impact_transform_papr.png,pusch_impact_transform_hopping.csv,1200,760,1,2,1410,PAPR (dB),PAPR (dB),CCDF,CCDF,PUSCH transform-precoding PAPR,PUSCH transform-precoding PAPR — executed component campaign,508052aa5e6fe54f7d866b855ff6ee15da188430f237bf1476f7631cb8d4a08d,ab0fda2b77fdab6ea6772a2519dff11507f463910948bd634ebcf3148f8289db,PASS
pusch_impact_pa_backoff.png,pusch_impact_transform_hopping.csv,1200,760,1,2,1410,PA backoff (dB),PA backoff (dB),EVM / BLER,EVM / BLER,PUSCH PA-backoff impact,PUSCH PA-backoff impact — executed component campaign,508052aa5e6fe54f7d866b855ff6ee15da188430f237bf1476f7631cb8d4a08d,2897ed4bf3742ac2a3d20f291a6fc7f6ca0ead7219e1eb0ca193a79f329fb242,PASS
pusch_impact_hopping_diversity.png,pusch_impact_transform_hopping.csv,1200,760,1,3,2115,SNR (dB),SNR (dB),BLER / diversity gain,BLER / diversity gain,PUSCH frequency-hopping impact,PUSCH frequency-hopping impact — executed component campaign,508052aa5e6fe54f7d866b855ff6ee15da188430f237bf1476f7631cb8d4a08d,c22fd480ba5203dedd95481bf69e8cbcf0a61b15d533a812dd23c79a4384db9c,PASS
pusch_impact_srs_snr_tpmi.png,pusch_impact_srs_precoding.csv,1200,760,1,3,2115,SRS SNR (dB),SRS SNR (dB),RI/TPMI accuracy / loss,RI/TPMI accuracy / loss,PUSCH SRS decision impact,PUSCH SRS decision impact — executed component campaign,f85c152a66f3da22006097ba4311fe475bf3c869f0f307cdf934fb9ddb57fdb4,c114c8bdb7ea986e09d0e68102f345fb1a000686d581650e2b3e2bcd84227603,PASS
pusch_impact_srs_age_mobility.png,pusch_impact_srs_precoding.csv,1200,760,1,3,2115,SRS age (slots),SRS age (slots),Precoder loss / BLER,Precoder loss / BLER,PUSCH SRS aging impact,PUSCH SRS aging impact — executed component campaign,f85c152a66f3da22006097ba4311fe475bf3c869f0f307cdf934fb9ddb57fdb4,f5d04dbed99f5cf669a9e9c546b3761fc38f53148a65685762748709f0e4027a,PASS
pusch_impact_power_control_convergence.png,pusch_impact_power_control.csv,1200,760,1,2,1410,Slot / TPC command,Slot / TPC command,Power-control error (dB),Power-control error (dB),PUSCH power-control convergence,PUSCH power-control convergence — executed component campaign,6678195c1e798454a8be2a2a35f6accba719462988644d98a9eabcad419e0cf8,036553cecbbc7f58131080f8a343626fe1ac2747ac33cd5347157935458f7c85,PASS
pusch_impact_power_clipping.png,pusch_impact_power_control.csv,1200,760,1,3,2115,Pathloss (dB),Pathloss (dB),Power / BLER,Power / BLER,PUSCH power clipping impact,PUSCH power clipping impact — executed component campaign,6678195c1e798454a8be2a2a35f6accba719462988644d98a9eabcad419e0cf8,5227c16a4df24b6ef0fb4f250ab69bd948bf1dec8744ed0c47d294c236a7476b,PASS
pusch_impact_near_far.png,pusch_impact_power_control.csv|pusch_impact_harq_receiver.csv,1200,760,1,3,2115,Pathloss imbalance (dB),Pathloss imbalance (dB),Per-UE SINR / BLER,Per-UE SINR / BLER,PUSCH near-far impact,PUSCH near-far impact — executed component campaign,a81c0d431cbe1efe5cf7a72b8025136821f3f13db762fdd9270fbb6e45656894,2a8174dd77a199c54bf782c086f6683f9bbf34bd58c892f2770a823810496fdf,PASS
pusch_impact_receiver_comparison.png,pusch_impact_harq_receiver.csv,1200,760,1,3,2115,SNR / interference condition,SNR / interference condition,BLER / per-layer SINR,BLER / per-layer SINR,PUSCH receiver impact,PUSCH receiver impact — executed component campaign,243526eb1e8e98ede8a9f8fdceb09731bb667608c807d56815ac83679b5ff468,7bf99c188d44c72209091b5bccd4799e65b61508e753fc3cd1ac9c4771c01af2,PASS
pusch_impact_harq_combining.png,pusch_impact_harq_receiver.csv,1200,760,1,2,1410,HARQ round,HARQ round,BLER / success probability,BLER / success probability,PUSCH HARQ combining impact,PUSCH HARQ combining impact — executed component campaign,243526eb1e8e98ede8a9f8fdceb09731bb667608c807d56815ac83679b5ff468,c026a4b5b766f41335198993a4832615b75c7e3d33ef808a894dc4ed50110cdf,PASS
pusch_impact_configured_grant_latency.png,pusch_impact_grant_cg_ra.csv,1200,760,1,3,2115,Traffic / grant mode,Traffic / grant mode,Access latency / overhead,Access latency / overhead,PUSCH configured-grant impact,PUSCH configured-grant impact — executed component campaign,6dadd72b58633dd9bf6dbf672502a21037752d2c69a53a31439923ea0302fcbc,2b588c33d085e8675cf1a772136e0b702c91d3f35d077bf0dce695d440d773bc,PASS
pusch_impact_random_access_uplink.png,pusch_impact_grant_cg_ra.csv,1200,760,1,2,1410,Pathloss (dB),Pathloss (dB),Success probability / power,Success probability / power,PUSCH random-access uplink impact,PUSCH random-access uplink impact — executed component campaign,6dadd72b58633dd9bf6dbf672502a21037752d2c69a53a31439923ea0302fcbc,cd9373cf73d6fa6056512b737817f4e27e2eb06b5205a0f471f549b13ad18da6,PASS
