RunID,GitCommit,MATLABVersion,ToolboxVersion,SpecBaseline,ExperimentMatrixSHA256,AcceptanceRulesSHA256,SeedPolicy,StartTimeUTC,EndTimeUTC,ExecutionMode,Status
pusch_impact_20260726T140352Z,ef4a31ea8dc9e2dde9402aac90498b354f9dbda1,2026a,26.1,3GPP Release 18 component impact,417d12d26d598b4a12ec34c2940f6addeca35576492fa0653c21875d96001434,a0910b87d875064dd9306a3198ca32fbd441221cb9291828b10da9e5a0ed773d,paired deterministic streams:11|23|47|89|131|197|263|331,2026-07-26T14:04:18Z,2026-07-26T14:04:18Z,production_sample_domain_pusch_components|component_campaign_not_full_ulsch_waveform_truth|truth_qualified=false|records=705,PASS
